Time (ms),average_data,average_data fitted model: ,
1.0,0.15140753319486977, ,
2.0,0.15037957550957798, ,
3.0,0.14943100871518256, ,
4.0,0.1485499656572938, ,
5.0,0.1477259181253612, ,
6.0,0.1469555105920881, ,
7.0,0.14622905789874494, ,
8.0,0.14554379522800445, ,
9.0,0.14489821615628898, ,
10.0,0.14428983773104848, ,
11.0,0.14371007083915174, ,
12.0,0.14315527154132723, ,
13.0,0.14262240116484462, ,
14.0,0.14211123737506567, ,
15.0,0.1416180499177426, ,
16.0,0.14114219014532864, ,
18.0,0.14024281228892505, ,
20.0,0.13939532228745521, ,
22.0,0.13859510922804474, ,
24.0,0.13783729346469045, ,
26.0,0.13711089642718435, ,
28.0,0.13642293191049248, ,
30.0,0.13576706180348994, ,
32.0,0.13514457970391958, ,
36.0,0.13397252892609685, ,
40.0,0.13287425101734698, ,
44.0,0.13184406951069833, ,
48.0,0.1308569359756075, ,
52.0,0.1298915611160919, ,
56.0,0.12895161454565823, ,
60.0,0.12803327129222453, ,
64.0,0.12714877256192267, ,
72.0,0.1254775948333554, ,
80.0,0.12389165329979733, ,
88.0,0.12236997129395605, ,
96.0,0.1209275215677917, ,
104.0,0.11953511651838199, ,
112.0,0.11818300176528282, ,
120.0,0.11689881023718045, ,
128.0,0.11565522608812899, ,
144.0,0.1132005885354738, ,
160.0,0.11088641414622544, ,
176.0,0.10874034653439595, ,
192.0,0.10671888242723071, ,
208.0,0.10484045509827411, ,
224.0,0.10301632587114, ,
240.0,0.10123373488127982, ,
256.0,0.09952386517903505, ,
288.0,0.09642092632861932, ,
320.0,0.09334033646127864, ,
352.0,0.09022604704759943, ,
384.0,0.0870832986485766, ,
416.0,0.08421682808097103, ,
448.0,0.08146189771237915, ,
480.0,0.07886815676974948, ,
512.0,0.07638280787044095, ,
576.0,0.07175828204862228, ,
640.0,0.06684202854943579, ,
704.0,0.0619301647631346, ,
768.0,0.05753590834461647, ,
832.0,0.05341910107430522, ,
896.0,0.049325423787213364, ,
960.0,0.04541313071555123, ,
1024.0,0.042170309917014495, ,
1152.0,0.03636689724495227, ,
1280.0,0.03110152968431521, ,
1408.0,0.02605230579034469, ,
1536.0,0.0219430863391608, ,
1664.0,0.018469171429733252, ,
1792.0,0.01575967819100697, ,
1920.0,0.01345660922991101, ,
2048.0,0.010675303624948356, ,
2304.0,0.007727204526818241, ,
2560.0,0.005924890120641066, ,
2816.0,0.003932898425773601, ,
3072.0,0.0012841640482952243, ,
3328.0,-0.0006702885333652375,0.1519598492394003,
3584.0,-0.002074814620482357,0.15070858229886377,
3840.0,-0.004252076309641097,0.14958822011696432,
4096.0,-0.006361677159820829,0.14857617524504196,
4608.0,-0.010674500586949022,0.14765478725092,
5120.0,-0.016410617570363682,0.1468100487130383,
5632.0,-0.018868058690568432,0.14603070708865434,
6144.0,-0.019441123916681135,0.14530761914184603,
6656.0,-0.022445147778207684,0.14463327878268384,
7168.0,-0.02419596565916436,0.14400146630170874,
7680.0,-0.02353279005008517,0.14340698408259694,
8192.0,-0.02530534098964381, ,
9216.0,-0.03399873476122878, ,
10240.0,-0.03231698877563758, ,
11264.0,-0.025178635160082195, ,
12288.0,-0.022126901673073008, ,
13312.0,-0.022763733653046073, ,
14336.0,-0.02753938150988688, ,
