,Lex Tb-PEX5-eGFP11_T222s_1_CH1_BIN1.0,Lex Tb-PEX5-eGFP11_T222s_1_CH2_BIN1.0,Lex Tb-PEX5-eGFP12_T244s_1_CH1_BIN1.0,Lex Tb-PEX5-eGFP12_T244s_1_CH2_BIN1.0,Lex Tb-PEX5-eGFP10_T200s_1_CH1_BIN1.0,Lex Tb-PEX5-eGFP10_T200s_1_CH2_BIN1.0
12119,0.0,26,0.0,45,0.0,53
12120,0.0,43,0.0,29,0.0,33
12121,0.0,48,0.0,26,0.0,84
12122,0.0,69,0.0,63,0.0,35
12123,0.0,70,0.0,49,2.0,55
12124,0.0,107,0.0,33,0.0,89
12125,0.0,36,0.0,59,1.0,32
12126,0.0,35,0.0,36,4.0,34
12127,0.0,43,0.0,40,2.0,29
12128,0.0,26,0.0,38,1.0,23
12129,0.0,46,0.0,35,2.0,31
12130,0.0,47,0.0,40,1.0,43
12131,0.0,39,0.0,39,1.0,46
12132,1.0,41,0.0,31,0.0,33
12133,1.0,46,0.0,30,0.0,35
12134,0.0,36,0.0,23,1.0,94
12135,0.0,82,0.0,35,0.0,73
12136,0.0,23,0.0,54,0.0,49
12137,0.0,18,0.0,31,0.0,37
12138,0.0,29,2.0,29,0.0,57
12139,0.0,30,0.0,50,0.0,25
12140,1.0,37,0.0,42,0.0,29
12141,0.0,34,0.0,35,1.0,27
12142,0.0,35,0.0,35,0.0,50
12143,2.0,28,0.0,48,0.0,42
12144,0.0,45,0.0,69,0.0,41
12145,3.0,24,0.0,62,2.0,40
12146,1.0,22,0.0,26,5.0,51
12147,0.0,27,0.0,22,1.0,32
12148,1.0,34,0.0,25,1.0,31
12149,0.0,59,0.0,29,0.0,57
12150,0.0,49,0.0,45,1.0,56
12151,0.0,107,0.0,121,0.0,69
12152,0.0,81,0.0,71,0.0,67
12153,0.0,73,0.0,78,0.0,55
12154,0.0,41,1.0,40,0.0,103
12155,0.0,67,1.0,57,0.0,43
12156,0.0,79,1.0,39,0.0,52
12157,0.0,35,1.0,33,0.0,71
12158,0.0,72,0.0,36,0.0,47
12159,0.0,66,0.0,49,0.0,75
12160,0.0,43,0.0,42,0.0,84
12161,3.0,79,1.0,33,0.0,49
12162,1.0,54,0.0,40,0.0,50
12163,2.0,66,0.0,26,0.0,67
12164,1.0,51,0.0,19,0.0,47
12165,0.0,31,0.0,30,0.0,61
12166,0.0,31,0.0,57,0.0,32
12167,0.0,45,0.0,27,0.0,21
12168,0.0,38,0.0,27,0.0,36
12169,0.0,34,0.0,24,1.0,26
12170,0.0,42,0.0,30,1.0,32
12171,0.0,29,0.0,21,1.0,34
12172,0.0,31,0.0,74,3.0,39
12173,0.0,38,0.0,80,0.0,63
12174,0.0,53,0.0,38,1.0,53
12175,0.0,44,0.0,43,0.0,61
12176,0.0,65,0.0,70,2.0,89
12177,0.0,88,0.0,30,0.0,63
12178,0.0,52,0.0,29,0.0,56
12179,0.0,63,0.0,41,0.0,33
12180,0.0,37,4.0,56,0.0,80
12181,0.0,61,2.0,46,0.0,87
12182,0.0,80,2.0,57,0.0,58
12183,0.0,70,0.0,45,0.0,29
12184,0.0,72,0.0,23,1.0,47
12185,0.0,38,1.0,22,0.0,46
12186,0.0,85,0.0,21,1.0,59
12187,0.0,53,0.0,17,0.0,68
12188,2.0,56,0.0,20,0.0,94
12189,2.0,37,0.0,29,1.0,55
12190,0.0,47,0.0,36,1.0,40
12191,0.0,35,0.0,65,1.0,49
12192,3.0,43,1.0,104,1.0,62
12193,3.0,45,1.0,33,0.0,60
12194,0.0,47,2.0,46,0.0,38
12195,0.0,46,1.0,70,0.0,33
12196,0.0,27,0.0,45,1.0,38
12197,0.0,26,0.0,25,0.0,31
12198,0.0,41,0.0,20,0.0,62
12199,0.0,39,0.0,40,0.0,49
12200,0.0,34,0.0,45,0.0,52
12201,0.0,92,0.0,55,0.0,31
12202,0.0,26,1.0,38,0.0,53
12203,2.0,34,0.0,54,0.0,43
12204,5.0,31,0.0,27,0.0,49
12205,0.0,22,2.0,67,0.0,63
12206,0.0,46,2.0,32,0.0,64
12207,0.0,41,0.0,64,0.0,70
12208,1.0,64,0.0,103,0.0,72
12209,2.0,30,0.0,72,0.0,106
12210,0.0,36,0.0,58,0.0,46
12211,0.0,33,0.0,104,0.0,57
12212,0.0,41,2.0,53,0.0,37
12213,3.0,71,0.0,30,0.0,39
12214,0.0,114,0.0,39,0.0,96
12215,1.0,62,2.0,44,0.0,41
12216,0.0,40,1.0,37,0.0,47
12217,3.0,28,0.0,28,2.0,73
12218,0.0,66,0.0,66,0.0,77
12219,0.0,31,0.0,34,0.0,25
12220,0.0,32,0.0,25,0.0,30
12221,0.0,24,0.0,26,0.0,30
12222,0.0,44,0.0,41,0.0,62
12223,1.0,27,0.0,24,0.0,52
12224,0.0,42,0.0,30,0.0,62
12225,1.0,21,0.0,24,0.0,38
12226,1.0,38,0.0,25,0.0,51
12227,0.0,47,0.0,27,0.0,60
12228,0.0,29,0.0,44,0.0,68
12229,0.0,35,0.0,24,0.0,48
12230,0.0,30,0.0,42,0.0,35
12231,0.0,67,0.0,36,0.0,35
12232,0.0,37,0.0,81,0.0,31
12233,0.0,37,0.0,39,0.0,35
12234,0.0,66,0.0,52,0.0,42
12235,0.0,51,0.0,81,0.0,23
12236,0.0,40,0.0,51,0.0,32
12237,0.0,43,2.0,52,1.0,28
12238,0.0,26,4.0,36,1.0,27
12239,1.0,21,0.0,44,0.0,25
12240,0.0,34,0.0,52,0.0,25
12241,0.0,55,1.0,90,1.0,42
12242,0.0,90,0.0,96,0.0,22
12243,0.0,68,4.0,34,0.0,46
12244,0.0,29,0.0,48,1.0,24
12245,0.0,50,1.0,53,0.0,17
12246,0.0,64,0.0,62,0.0,29
12247,0.0,32,0.0,34,0.0,35
12248,0.0,29,0.0,41,0.0,46
12249,0.0,39,0.0,50,0.0,38
12250,0.0,38,0.0,43,0.0,70
12251,0.0,31,0.0,59,0.0,75
12252,0.0,55,2.0,32,0.0,58
12253,0.0,27,2.0,46,0.0,52
12254,0.0,23,2.0,55,0.0,87
12255,0.0,25,0.0,26,0.0,56
12256,0.0,38,0.0,44,0.0,59
12257,0.0,33,0.0,45,1.0,30
12258,0.0,73,0.0,27,3.0,24
12259,0.0,44,0.0,32,0.0,53
12260,1.0,28,0.0,71,2.0,44
12261,0.0,33,0.0,48,0.0,38
12262,0.0,35,0.0,51,0.0,41
12263,2.0,44,0.0,72,0.0,34
12264,1.0,53,1.0,39,0.0,30
12265,0.0,47,0.0,32,0.0,31
12266,0.0,52,0.0,18,0.0,76
12267,0.0,45,1.0,29,0.0,51
12268,1.0,47,0.0,30,0.0,49
12269,0.0,30,1.0,60,0.0,33
12270,0.0,24,0.0,55,0.0,70
12271,1.0,22,0.0,44,0.0,38
12272,1.0,21,0.0,48,0.0,31
12273,2.0,16,0.0,41,4.0,63
12274,0.0,24,0.0,43,2.0,25
12275,1.0,32,0.0,67,0.0,50
12276,1.0,44,0.0,94,1.0,37
12277,1.0,28,0.0,68,1.0,49
12278,0.0,31,0.0,49,1.0,47
12279,0.0,26,0.0,32,1.0,61
12280,0.0,55,0.0,42,1.0,52
12281,1.0,33,0.0,22,0.0,88
12282,0.0,19,0.0,39,0.0,52
12283,1.0,36,0.0,48,2.0,46
12284,0.0,22,0.0,75,0.0,56
12285,0.0,45,0.0,64,0.0,27
12286,0.0,26,0.0,39,0.0,35
12287,0.0,17,0.0,106,2.0,37
12288,0.0,24,0.0,47,0.0,21
12289,0.0,36,3.0,55,1.0,27
12290,0.0,29,0.0,42,1.0,24
12291,2.0,22,3.0,50,0.0,35
12292,0.0,34,1.0,58,4.0,53
12293,0.0,30,0.0,64,0.0,50
12294,2.0,28,0.0,54,0.0,71
12295,0.0,36,0.0,32,0.0,63
12296,0.0,38,0.0,32,0.0,35
12297,2.0,50,0.0,31,0.0,53
12298,0.0,34,0.0,43,1.0,29
12299,0.0,53,0.0,40,2.0,18
12300,3.0,42,0.0,40,0.0,69
12301,0.0,72,0.0,43,0.0,74
12302,0.0,79,0.0,51,1.0,102
12303,0.0,65,1.0,48,1.0,88
12304,0.0,36,7.0,43,1.0,38
12305,0.0,25,0.0,44,0.0,18
12306,0.0,27,0.0,32,0.0,53
12307,0.0,33,2.0,93,1.0,62
12308,0.0,33,3.0,86,1.0,64
12309,0.0,43,0.0,83,0.0,38
12310,0.0,39,0.0,47,0.0,67
12311,0.0,40,1.0,40,0.0,41
12312,0.0,44,0.0,27,0.0,33
12313,0.0,43,0.0,29,0.0,37
12314,0.0,40,0.0,51,0.0,78
12315,0.0,36,0.0,30,0.0,40
12316,0.0,65,0.0,43,0.0,38
12317,0.0,19,0.0,36,0.0,57
12318,0.0,23,1.0,41,0.0,50
12319,0.0,44,0.0,34,0.0,33
12320,0.0,33,0.0,29,0.0,30
12321,0.0,20,3.0,52,0.0,32
12322,0.0,23,1.0,86,0.0,46
12323,0.0,57,2.0,59,0.0,28
12324,0.0,30,2.0,36,0.0,57
12325,0.0,35,0.0,55,0.0,54
12326,0.0,51,0.0,43,0.0,55
12327,0.0,36,0.0,36,0.0,51
12328,0.0,38,0.0,35,0.0,47
12329,0.0,59,0.0,51,0.0,42
12330,0.0,47,0.0,58,0.0,36
12331,0.0,33,0.0,26,0.0,49
12332,0.0,53,0.0,15,0.0,54
12333,0.0,37,0.0,28,0.0,38
12334,0.0,59,0.0,68,1.0,48
12335,0.0,71,0.0,62,0.0,49
12336,0.0,51,0.0,79,0.0,31
12337,0.0,44,3.0,53,0.0,33
12338,0.0,36,0.0,30,0.0,42
12339,0.0,38,1.0,23,0.0,62
12340,0.0,40,0.0,28,0.0,79
12341,1.0,40,1.0,40,0.0,38
12342,4.0,39,0.0,30,0.0,48
12343,0.0,19,0.0,39,0.0,41
12344,1.0,21,0.0,43,0.0,33
12345,0.0,20,0.0,25,0.0,27
12346,0.0,45,0.0,38,0.0,30
12347,0.0,29,0.0,27,0.0,34
12348,0.0,39,0.0,34,0.0,34
12349,0.0,48,0.0,28,0.0,46
12350,0.0,52,0.0,33,0.0,47
12351,0.0,48,1.0,40,0.0,42
12352,3.0,38,1.0,25,0.0,44
12353,1.0,49,1.0,29,0.0,55
12354,0.0,40,0.0,83,7.0,46
12355,0.0,50,2.0,46,2.0,52
12356,1.0,53,0.0,46,0.0,39
12357,1.0,20,0.0,50,2.0,25
12358,1.0,25,1.0,49,2.0,29
12359,0.0,36,0.0,41,3.0,26
12360,3.0,43,2.0,34,1.0,38
12361,1.0,41,1.0,64,0.0,57
12362,0.0,69,2.0,52,0.0,36
12363,0.0,64,3.0,41,0.0,47
12364,0.0,62,0.0,55,0.0,42
12365,0.0,30,0.0,57,0.0,78
12366,0.0,35,0.0,37,2.0,63
12367,0.0,57,4.0,42,0.0,34
12368,0.0,63,0.0,49,0.0,39
12369,0.0,82,0.0,85,0.0,56
12370,0.0,30,0.0,68,1.0,48
12371,0.0,55,0.0,56,0.0,31
12372,0.0,46,0.0,48,1.0,25
12373,0.0,43,4.0,33,0.0,33
12374,0.0,42,0.0,15,1.0,50
12375,0.0,31,0.0,36,1.0,50
12376,0.0,38,0.0,39,0.0,49
12377,0.0,40,0.0,24,2.0,47
12378,0.0,28,0.0,42,1.0,48
12379,0.0,22,0.0,48,0.0,75
12380,2.0,22,0.0,19,0.0,59
12381,2.0,19,0.0,17,0.0,66
12382,0.0,49,0.0,17,0.0,69
12383,1.0,72,0.0,25,0.0,60
12384,0.0,34,0.0,33,0.0,72
12385,0.0,39,0.0,33,0.0,39
12386,0.0,30,0.0,43,0.0,32
12387,0.0,33,0.0,40,0.0,76
12388,0.0,45,0.0,67,0.0,44
12389,0.0,55,0.0,90,0.0,103
12390,0.0,65,0.0,61,0.0,38
12391,0.0,88,0.0,47,0.0,79
12392,0.0,59,0.0,55,2.0,58
12393,0.0,22,0.0,61,2.0,48
12394,0.0,36,0.0,32,1.0,60
12395,2.0,39,0.0,38,2.0,48
12396,0.0,44,0.0,52,0.0,63
12397,0.0,38,0.0,50,1.0,83
12398,2.0,46,1.0,71,0.0,91
12399,2.0,19,0.0,65,1.0,88
12400,0.0,16,2.0,52,0.0,40
12401,0.0,16,0.0,26,0.0,66
12402,2.0,17,0.0,22,0.0,43
12403,0.0,17,0.0,17,0.0,45
12404,1.0,31,0.0,22,0.0,50
12405,0.0,36,0.0,25,0.0,44
12406,0.0,41,0.0,35,0.0,41
12407,0.0,28,0.0,28,0.0,26
12408,0.0,30,0.0,33,0.0,43
12409,0.0,51,0.0,18,0.0,57
12410,0.0,36,0.0,32,0.0,30
12411,1.0,30,0.0,28,0.0,60
12412,1.0,34,0.0,46,0.0,32
12413,2.0,54,1.0,49,0.0,33
12414,1.0,49,0.0,70,0.0,32
12415,2.0,40,0.0,40,0.0,66
12416,0.0,36,0.0,59,0.0,42
12417,1.0,24,0.0,48,0.0,22
12418,0.0,32,0.0,28,0.0,31
12419,0.0,40,0.0,41,0.0,22
12420,0.0,66,0.0,72,0.0,39
12421,1.0,34,0.0,48,0.0,21
12422,0.0,13,0.0,31,1.0,38
12423,1.0,22,0.0,62,1.0,41
12424,1.0,41,0.0,28,0.0,35
12425,0.0,43,0.0,35,0.0,84
12426,1.0,43,0.0,45,1.0,61
12427,0.0,37,0.0,25,1.0,41
12428,0.0,35,0.0,23,0.0,44
12429,1.0,52,0.0,15,1.0,26
12430,0.0,38,0.0,33,0.0,33
12431,0.0,75,0.0,55,2.0,22
12432,0.0,25,0.0,46,3.0,34
12433,0.0,55,0.0,67,2.0,25
12434,0.0,44,0.0,34,0.0,48
12435,0.0,23,1.0,57,1.0,58
12436,0.0,23,0.0,37,0.0,85
12437,1.0,30,3.0,35,0.0,50
12438,0.0,44,1.0,32,0.0,55
12439,0.0,59,0.0,28,0.0,83
12440,0.0,27,0.0,31,0.0,90
12441,0.0,19,1.0,25,0.0,59
12442,1.0,55,1.0,21,0.0,64
12443,1.0,32,2.0,33,0.0,47
12444,4.0,47,0.0,30,0.0,54
12445,1.0,58,0.0,62,6.0,31
12446,0.0,42,1.0,63,0.0,54
12447,0.0,39,2.0,28,0.0,40
12448,0.0,51,1.0,49,0.0,64
12449,1.0,48,0.0,28,3.0,26
12450,0.0,52,0.0,45,1.0,34
12451,0.0,25,0.0,58,2.0,58
12452,0.0,48,0.0,23,0.0,46
12453,0.0,24,0.0,29,3.0,88
12454,0.0,29,0.0,30,1.0,108
12455,0.0,24,0.0,33,1.0,54
12456,0.0,22,0.0,75,0.0,29
12457,0.0,52,0.0,74,4.0,45
12458,0.0,47,0.0,90,2.0,42
12459,0.0,39,0.0,37,0.0,47
12460,0.0,36,0.0,25,0.0,73
12461,0.0,28,0.0,39,2.0,47
12462,0.0,19,0.0,35,2.0,38
12463,0.0,37,0.0,29,1.0,61
12464,0.0,28,1.0,39,0.0,37
12465,0.0,57,0.0,51,0.0,33
12466,0.0,31,0.0,33,0.0,37
12467,0.0,22,0.0,49,0.0,28
12468,0.0,21,0.0,38,0.0,42
12469,1.0,16,1.0,46,0.0,58
12470,2.0,22,0.0,24,1.0,80
12471,1.0,31,1.0,48,2.0,73
12472,0.0,11,1.0,58,0.0,32
12473,0.0,30,1.0,34,0.0,21
12474,0.0,26,0.0,61,1.0,23
12475,0.0,19,1.0,67,1.0,26
12476,0.0,24,3.0,48,0.0,28
12477,0.0,25,0.0,41,0.0,63
12478,0.0,29,0.0,38,1.0,56
12479,0.0,47,0.0,47,4.0,42
12480,0.0,33,0.0,39,0.0,45
12481,0.0,38,0.0,42,0.0,71
12482,0.0,46,0.0,48,0.0,45
12483,0.0,33,0.0,32,0.0,50
12484,0.0,22,0.0,34,0.0,49
12485,0.0,41,0.0,74,0.0,52
12486,0.0,41,0.0,35,0.0,31
12487,0.0,17,3.0,25,1.0,57
12488,0.0,34,0.0,29,0.0,50
12489,0.0,27,1.0,20,0.0,47
12490,0.0,33,1.0,40,0.0,43
12491,0.0,29,1.0,52,0.0,54
12492,0.0,26,2.0,32,0.0,91
12493,0.0,35,1.0,44,0.0,48
12494,0.0,34,0.0,42,0.0,68
12495,1.0,22,1.0,59,1.0,19
12496,2.0,25,2.0,68,1.0,22
12497,0.0,24,0.0,44,0.0,27
12498,1.0,24,0.0,50,0.0,29
12499,0.0,22,0.0,46,0.0,24
12500,0.0,28,0.0,31,0.0,25
12501,0.0,32,0.0,37,0.0,32
12502,0.0,58,0.0,41,0.0,23
12503,0.0,29,0.0,62,0.0,45
12504,0.0,33,0.0,53,0.0,42
12505,0.0,62,0.0,63,0.0,54
12506,0.0,46,0.0,46,0.0,63
12507,0.0,40,0.0,30,0.0,71
12508,0.0,22,0.0,45,0.0,54
12509,0.0,36,0.0,32,0.0,39
12510,0.0,75,1.0,49,0.0,40
12511,0.0,97,0.0,49,1.0,50
12512,0.0,49,0.0,49,0.0,42
12513,0.0,68,0.0,60,0.0,73
12514,0.0,75,0.0,38,1.0,41
12515,0.0,45,1.0,52,1.0,50
12516,0.0,45,2.0,60,0.0,45
12517,0.0,28,0.0,73,0.0,61
12518,0.0,51,2.0,107,1.0,111
12519,0.0,46,2.0,65,0.0,137
12520,0.0,59,1.0,76,1.0,51
12521,2.0,46,0.0,60,0.0,60
12522,0.0,44,0.0,30,0.0,54
12523,0.0,35,0.0,49,0.0,45
12524,0.0,24,0.0,47,0.0,57
12525,0.0,21,0.0,45,0.0,45
12526,0.0,69,0.0,53,0.0,45
12527,2.0,27,0.0,27,0.0,75
12528,0.0,31,1.0,63,0.0,51
12529,0.0,22,1.0,63,0.0,88
12530,0.0,18,0.0,51,0.0,103
12531,0.0,19,0.0,32,0.0,33
12532,0.0,36,0.0,34,0.0,55
12533,2.0,39,0.0,161,0.0,44
12534,0.0,30,0.0,130,0.0,61
12535,2.0,31,0.0,96,0.0,47
12536,0.0,41,0.0,111,0.0,44
12537,0.0,37,0.0,93,0.0,40
12538,0.0,42,0.0,70,0.0,34
12539,0.0,25,0.0,59,0.0,42
12540,0.0,40,0.0,35,0.0,69
12541,0.0,49,0.0,55,0.0,47
12542,0.0,52,0.0,33,0.0,67
12543,0.0,68,0.0,24,0.0,67
12544,1.0,42,0.0,27,0.0,129
12545,1.0,54,0.0,31,0.0,63
12546,1.0,51,1.0,37,0.0,48
12547,0.0,41,4.0,26,0.0,99
12548,0.0,39,1.0,30,0.0,50
12549,0.0,33,0.0,30,0.0,80
12550,0.0,19,1.0,12,0.0,47
12551,0.0,49,0.0,52,0.0,43
12552,0.0,67,0.0,42,0.0,39
12553,0.0,46,0.0,35,0.0,40
12554,0.0,63,0.0,30,0.0,26
12555,0.0,50,0.0,28,0.0,29
12556,0.0,57,0.0,44,0.0,25
12557,0.0,48,0.0,64,0.0,24
12558,0.0,52,0.0,43,0.0,25
12559,0.0,28,0.0,66,0.0,30
12560,0.0,38,0.0,49,0.0,31
12561,0.0,33,0.0,31,0.0,40
12562,0.0,32,0.0,35,0.0,84
12563,0.0,32,0.0,47,0.0,81
12564,0.0,32,0.0,56,0.0,84
12565,0.0,40,0.0,59,0.0,97
12566,0.0,49,0.0,40,0.0,66
12567,0.0,64,1.0,40,0.0,57
12568,1.0,57,3.0,45,0.0,57
12569,0.0,63,1.0,45,0.0,63
12570,0.0,68,0.0,36,0.0,58
12571,0.0,64,2.0,34,0.0,65
12572,1.0,57,0.0,36,0.0,51
12573,0.0,56,0.0,34,0.0,44
12574,2.0,47,1.0,53,3.0,46
12575,0.0,50,0.0,40,0.0,38
12576,0.0,48,2.0,25,2.0,51
12577,0.0,20,3.0,39,5.0,35
12578,0.0,42,0.0,23,3.0,40
12579,0.0,64,1.0,48,1.0,57
12580,0.0,47,0.0,28,0.0,48
12581,0.0,30,0.0,80,1.0,53
12582,0.0,73,1.0,92,0.0,131
12583,0.0,72,0.0,83,0.0,89
12584,0.0,73,0.0,89,0.0,67
12585,0.0,66,0.0,87,0.0,76
12586,0.0,64,0.0,44,0.0,139
12587,0.0,35,0.0,57,0.0,76
12588,0.0,37,0.0,67,0.0,72
12589,0.0,38,1.0,90,0.0,68
12590,0.0,48,0.0,84,0.0,76
12591,0.0,23,0.0,67,0.0,66
12592,1.0,21,0.0,72,0.0,43
12593,0.0,66,0.0,55,0.0,53
12594,0.0,34,2.0,44,0.0,102
12595,0.0,56,1.0,66,0.0,27
12596,0.0,80,0.0,60,0.0,65
12597,0.0,54,0.0,56,0.0,52
12598,0.0,51,0.0,46,0.0,38
12599,0.0,41,0.0,23,0.0,25
12600,0.0,68,0.0,24,0.0,66
12601,0.0,83,0.0,23,1.0,72
12602,0.0,32,0.0,32,0.0,56
12603,0.0,38,0.0,47,2.0,75
12604,0.0,27,0.0,49,0.0,30
12605,0.0,36,1.0,40,0.0,38
12606,0.0,28,0.0,50,0.0,41
12607,0.0,21,0.0,83,0.0,42
12608,0.0,45,0.0,51,1.0,67
12609,0.0,38,0.0,29,0.0,70
12610,3.0,48,0.0,61,0.0,33
12611,0.0,42,1.0,34,0.0,24
12612,0.0,24,0.0,56,0.0,31
12613,0.0,54,1.0,55,0.0,25
12614,0.0,45,0.0,30,0.0,54
12615,1.0,95,0.0,36,0.0,36
12616,0.0,49,0.0,56,0.0,21
12617,3.0,42,0.0,87,0.0,21
12618,0.0,28,1.0,48,0.0,84
12619,0.0,34,0.0,49,0.0,44
12620,0.0,48,0.0,77,0.0,61
12621,0.0,73,0.0,89,0.0,32
12622,2.0,41,0.0,76,0.0,71
12623,0.0,58,0.0,65,0.0,36
12624,0.0,80,0.0,47,0.0,22
12625,0.0,70,0.0,34,0.0,37
12626,0.0,53,0.0,53,0.0,33
12627,0.0,69,0.0,24,0.0,29
12628,0.0,38,0.0,32,0.0,24
12629,3.0,44,0.0,31,0.0,31
12630,1.0,37,1.0,44,0.0,24
12631,2.0,28,2.0,38,0.0,26
12632,1.0,38,1.0,55,2.0,24
12633,0.0,49,0.0,63,1.0,26
12634,1.0,33,0.0,49,0.0,33
12635,0.0,41,1.0,50,5.0,31
12636,0.0,40,2.0,56,0.0,35
12637,0.0,78,3.0,44,0.0,33
12638,1.0,48,0.0,45,0.0,25
12639,1.0,82,1.0,75,0.0,31
12640,0.0,43,0.0,43,0.0,38
12641,0.0,50,0.0,65,0.0,75
12642,0.0,38,0.0,60,0.0,68
12643,0.0,47,0.0,32,0.0,57
12644,0.0,50,0.0,31,0.0,64
12645,0.0,20,0.0,28,0.0,40
12646,0.0,40,0.0,24,0.0,36
12647,0.0,21,0.0,54,0.0,34
12648,0.0,35,0.0,34,0.0,25
12649,0.0,38,0.0,59,0.0,25
12650,0.0,26,0.0,66,0.0,50
12651,0.0,17,1.0,37,0.0,73
12652,0.0,26,4.0,67,0.0,20
12653,0.0,22,1.0,35,0.0,20
12654,0.0,21,2.0,31,0.0,13
12655,0.0,37,2.0,28,1.0,26
12656,0.0,34,0.0,36,2.0,27
12657,0.0,46,1.0,47,0.0,24
12658,0.0,42,0.0,52,1.0,47
12659,2.0,46,0.0,41,0.0,35
12660,0.0,47,0.0,45,0.0,21
12661,0.0,89,1.0,34,0.0,46
12662,0.0,40,0.0,37,1.0,42
12663,0.0,33,1.0,56,0.0,35
12664,0.0,43,1.0,59,0.0,44
12665,0.0,36,0.0,59,0.0,57
12666,0.0,34,1.0,43,0.0,41
12667,0.0,22,0.0,48,0.0,36
12668,1.0,26,1.0,72,0.0,30
12669,0.0,25,0.0,38,0.0,37
12670,0.0,62,2.0,50,0.0,30
12671,0.0,34,2.0,56,0.0,39
12672,2.0,37,0.0,49,0.0,50
12673,0.0,32,0.0,55,0.0,71
12674,1.0,43,2.0,29,0.0,82
12675,0.0,50,0.0,35,0.0,42
12676,0.0,27,0.0,38,0.0,42
12677,1.0,63,0.0,59,0.0,34
12678,0.0,32,0.0,121,0.0,23
12679,0.0,39,0.0,38,0.0,20
12680,0.0,35,0.0,42,0.0,34
12681,0.0,76,0.0,56,0.0,40
12682,0.0,46,0.0,41,1.0,34
12683,0.0,42,0.0,26,1.0,39
12684,0.0,17,0.0,39,0.0,39
12685,0.0,31,0.0,31,0.0,23
12686,0.0,40,0.0,36,1.0,19
12687,0.0,22,0.0,52,1.0,28
12688,2.0,85,0.0,50,2.0,48
12689,1.0,31,0.0,51,1.0,80
12690,2.0,18,0.0,40,1.0,31
12691,2.0,28,0.0,64,0.0,26
12692,1.0,31,0.0,27,1.0,37
12693,1.0,39,0.0,33,0.0,75
12694,1.0,59,2.0,49,0.0,52
12695,0.0,64,3.0,52,0.0,22
12696,0.0,20,0.0,53,0.0,35
12697,0.0,30,0.0,59,0.0,31
12698,0.0,79,1.0,41,0.0,17
12699,0.0,51,1.0,54,0.0,34
12700,0.0,43,0.0,79,0.0,49
12701,0.0,54,0.0,80,0.0,31
12702,0.0,54,0.0,43,0.0,38
12703,0.0,30,1.0,26,0.0,51
12704,0.0,32,0.0,25,0.0,57
12705,3.0,46,0.0,25,0.0,52
12706,1.0,63,0.0,38,0.0,55
12707,0.0,18,0.0,36,0.0,45
12708,0.0,21,0.0,36,0.0,108
12709,0.0,45,0.0,35,0.0,64
12710,0.0,62,0.0,32,0.0,70
12711,1.0,61,0.0,26,0.0,72
12712,1.0,57,0.0,40,1.0,72
12713,2.0,51,0.0,60,0.0,46
12714,0.0,48,1.0,69,0.0,68
12715,0.0,28,1.0,60,0.0,88
12716,0.0,37,1.0,46,0.0,97
12717,0.0,51,0.0,42,0.0,32
12718,0.0,52,0.0,44,0.0,18
12719,0.0,42,0.0,32,0.0,35
12720,0.0,59,0.0,46,0.0,22
12721,0.0,49,0.0,60,0.0,14
12722,0.0,36,0.0,36,0.0,26
12723,0.0,35,0.0,27,0.0,45
12724,2.0,43,0.0,32,0.0,21
12725,1.0,44,0.0,59,0.0,15
12726,0.0,29,0.0,59,0.0,18
12727,2.0,31,0.0,91,0.0,31
12728,1.0,33,0.0,32,0.0,22
12729,0.0,32,0.0,51,0.0,41
12730,0.0,18,0.0,39,0.0,67
12731,3.0,31,0.0,46,0.0,46
12732,1.0,49,0.0,35,1.0,57
12733,0.0,71,0.0,22,3.0,53
12734,0.0,42,0.0,59,1.0,48
12735,0.0,39,0.0,67,1.0,32
12736,0.0,41,4.0,50,4.0,32
12737,0.0,33,3.0,48,2.0,45
12738,0.0,35,1.0,22,0.0,27
12739,1.0,35,0.0,63,0.0,55
12740,1.0,55,0.0,53,0.0,38
12741,2.0,40,0.0,62,1.0,40
12742,0.0,43,0.0,30,0.0,48
12743,0.0,45,0.0,50,0.0,49
12744,1.0,54,2.0,40,1.0,59
12745,0.0,22,0.0,52,0.0,54
12746,1.0,40,0.0,72,0.0,77
12747,0.0,55,0.0,62,0.0,23
12748,0.0,78,0.0,44,1.0,31
12749,1.0,39,0.0,43,0.0,47
12750,4.0,37,0.0,62,0.0,123
12751,1.0,60,0.0,33,0.0,41
12752,0.0,59,0.0,25,0.0,41
12753,0.0,69,0.0,82,0.0,46
12754,0.0,46,0.0,62,0.0,37
12755,1.0,66,0.0,43,0.0,24
12756,1.0,63,0.0,28,2.0,27
12757,1.0,43,0.0,36,1.0,40
12758,0.0,32,0.0,41,1.0,45
12759,0.0,43,0.0,28,6.0,45
12760,2.0,45,0.0,49,0.0,30
12761,3.0,93,0.0,42,0.0,27
12762,1.0,84,0.0,37,0.0,27
12763,2.0,53,0.0,49,0.0,22
12764,0.0,41,1.0,24,0.0,23
12765,0.0,44,0.0,36,2.0,25
12766,0.0,42,0.0,28,0.0,24
12767,2.0,31,0.0,42,0.0,23
12768,0.0,28,0.0,49,0.0,22
12769,0.0,44,0.0,67,0.0,32
12770,0.0,28,0.0,77,0.0,43
12771,0.0,46,0.0,76,0.0,36
12772,0.0,41,0.0,43,0.0,27
12773,0.0,43,0.0,73,0.0,20
12774,3.0,41,0.0,32,0.0,20
