,Lex Tb-PEX5-eGFP11_T222s_1_CH1_BIN1.0,Lex Tb-PEX5-eGFP11_T222s_1_CH2_BIN1.0,Lex Tb-PEX5-eGFP12_T244s_1_CH1_BIN1.0,Lex Tb-PEX5-eGFP12_T244s_1_CH2_BIN1.0,Lex Tb-PEX5-eGFP10_T200s_1_CH1_BIN1.0,Lex Tb-PEX5-eGFP10_T200s_1_CH2_BIN1.0
2620,0.0,34,0.0,39,2.0,54
2621,0.0,41,1.0,43,0.0,26
2622,2.0,75,1.0,38,0.0,50
2623,0.0,61,0.0,31,1.0,94
2624,0.0,24,0.0,57,0.0,76
2625,0.0,27,0.0,66,0.0,44
2626,0.0,15,0.0,32,0.0,34
2627,0.0,33,1.0,64,0.0,32
2628,0.0,23,0.0,31,0.0,49
2629,0.0,28,0.0,39,0.0,56
2630,0.0,34,0.0,59,0.0,30
2631,0.0,31,0.0,53,0.0,26
2632,2.0,30,0.0,38,0.0,20
2633,0.0,32,0.0,60,0.0,32
2634,1.0,37,0.0,61,0.0,40
2635,0.0,52,0.0,36,0.0,35
2636,0.0,30,0.0,57,0.0,25
2637,0.0,30,0.0,39,0.0,26
2638,0.0,57,0.0,35,0.0,28
2639,0.0,79,0.0,34,0.0,36
2640,0.0,63,0.0,23,0.0,41
2641,0.0,64,0.0,19,1.0,21
2642,0.0,113,0.0,36,0.0,60
2643,0.0,60,0.0,32,2.0,39
2644,0.0,32,0.0,37,0.0,38
2645,0.0,28,0.0,22,1.0,48
2646,0.0,48,0.0,25,2.0,35
2647,0.0,68,2.0,28,1.0,44
2648,0.0,39,1.0,48,2.0,41
2649,0.0,21,0.0,59,1.0,28
2650,0.0,30,0.0,19,1.0,56
2651,0.0,63,0.0,33,1.0,32
2652,0.0,31,0.0,32,1.0,32
2653,0.0,32,0.0,35,3.0,39
2654,0.0,41,0.0,31,1.0,31
2655,0.0,57,0.0,28,1.0,24
2656,1.0,97,0.0,54,0.0,35
2657,1.0,98,0.0,87,0.0,34
2658,2.0,62,0.0,43,0.0,16
2659,1.0,90,0.0,44,1.0,32
2660,0.0,39,0.0,65,1.0,52
2661,0.0,39,1.0,44,0.0,17
2662,0.0,41,0.0,45,0.0,24
2663,0.0,48,0.0,40,0.0,23
2664,0.0,38,0.0,40,0.0,13
2665,0.0,24,0.0,58,0.0,33
2666,0.0,37,0.0,59,0.0,21
2667,1.0,33,0.0,32,0.0,23
2668,2.0,23,0.0,46,1.0,19
2669,3.0,31,0.0,28,1.0,13
2670,0.0,37,0.0,32,1.0,27
2671,0.0,47,0.0,24,0.0,42
2672,0.0,34,0.0,17,0.0,47
2673,0.0,35,0.0,29,0.0,38
2674,0.0,31,0.0,23,4.0,42
2675,0.0,29,0.0,25,0.0,24
2676,0.0,45,0.0,26,0.0,26
2677,0.0,65,0.0,34,0.0,17
2678,0.0,59,0.0,36,0.0,21
2679,0.0,79,0.0,35,0.0,45
2680,0.0,70,0.0,37,0.0,38
2681,0.0,53,0.0,27,0.0,60
2682,0.0,51,0.0,27,0.0,47
2683,0.0,62,0.0,26,0.0,69
2684,0.0,57,1.0,26,1.0,81
2685,1.0,36,4.0,38,0.0,62
2686,0.0,51,1.0,53,1.0,42
2687,0.0,21,2.0,49,2.0,40
2688,1.0,21,3.0,69,0.0,31
2689,0.0,29,0.0,40,0.0,31
2690,0.0,34,0.0,34,0.0,45
2691,0.0,84,0.0,27,0.0,39
2692,0.0,70,0.0,33,0.0,48
2693,0.0,30,0.0,30,3.0,93
2694,0.0,38,0.0,26,0.0,68
2695,0.0,35,0.0,24,0.0,60
2696,0.0,40,0.0,26,0.0,82
2697,0.0,42,0.0,22,2.0,68
2698,0.0,44,0.0,26,2.0,31
2699,0.0,66,0.0,23,0.0,29
2700,0.0,49,0.0,32,0.0,36
2701,0.0,39,0.0,31,1.0,45
2702,1.0,53,0.0,40,0.0,36
2703,0.0,53,1.0,40,0.0,40
2704,0.0,46,0.0,41,0.0,43
2705,0.0,48,1.0,28,2.0,71
2706,0.0,19,0.0,58,0.0,88
2707,0.0,58,0.0,59,1.0,81
2708,0.0,39,0.0,65,0.0,40
2709,0.0,90,0.0,40,0.0,44
2710,0.0,35,1.0,38,0.0,34
2711,0.0,63,0.0,40,0.0,30
2712,0.0,88,2.0,29,0.0,40
2713,0.0,51,0.0,24,0.0,44
2714,0.0,68,0.0,29,0.0,52
2715,0.0,44,0.0,35,2.0,37
2716,0.0,39,0.0,34,4.0,39
2717,0.0,23,0.0,37,2.0,67
2718,0.0,50,0.0,48,0.0,89
2719,0.0,35,0.0,28,0.0,72
2720,0.0,35,0.0,27,2.0,38
2721,0.0,40,0.0,38,0.0,40
2722,0.0,41,0.0,54,2.0,32
2723,4.0,25,0.0,42,0.0,25
2724,0.0,31,4.0,35,0.0,38
2725,1.0,19,0.0,50,0.0,54
2726,1.0,20,0.0,43,0.0,35
2727,0.0,26,0.0,23,0.0,38
2728,0.0,33,3.0,27,0.0,22
2729,0.0,33,1.0,27,0.0,21
2730,0.0,56,0.0,41,0.0,73
2731,0.0,47,0.0,36,0.0,60
2732,0.0,29,1.0,31,0.0,35
2733,0.0,27,0.0,50,0.0,48
2734,0.0,34,0.0,68,0.0,66
2735,1.0,25,0.0,36,0.0,30
2736,0.0,49,0.0,40,0.0,39
2737,0.0,43,0.0,43,0.0,27
2738,0.0,64,0.0,47,0.0,42
2739,0.0,52,0.0,44,0.0,42
2740,0.0,98,0.0,27,0.0,44
2741,0.0,121,0.0,37,0.0,87
2742,1.0,74,0.0,37,1.0,28
2743,1.0,34,0.0,27,0.0,33
2744,0.0,48,0.0,48,0.0,37
2745,0.0,62,0.0,41,0.0,43
2746,2.0,84,0.0,54,0.0,45
2747,1.0,55,0.0,73,0.0,36
2748,1.0,59,1.0,77,0.0,59
2749,1.0,89,1.0,62,0.0,63
2750,0.0,46,0.0,68,0.0,61
2751,0.0,96,0.0,69,0.0,70
2752,0.0,37,0.0,74,0.0,71
2753,0.0,109,0.0,22,1.0,33
2754,0.0,67,0.0,17,4.0,25
2755,0.0,77,0.0,40,0.0,42
2756,0.0,47,0.0,43,0.0,65
2757,0.0,53,0.0,43,0.0,35
2758,0.0,43,0.0,23,0.0,29
2759,0.0,43,0.0,48,0.0,20
2760,0.0,70,0.0,37,0.0,33
2761,1.0,61,0.0,28,0.0,33
2762,1.0,78,0.0,42,0.0,37
2763,0.0,74,0.0,59,0.0,44
2764,2.0,62,0.0,45,0.0,33
2765,0.0,70,0.0,40,0.0,12
2766,0.0,89,0.0,33,1.0,21
2767,0.0,52,0.0,48,2.0,27
2768,0.0,48,0.0,48,1.0,49
2769,0.0,37,0.0,63,3.0,29
2770,0.0,72,0.0,52,0.0,29
2771,0.0,26,0.0,61,1.0,26
2772,0.0,38,0.0,61,0.0,34
2773,0.0,60,0.0,37,0.0,39
2774,0.0,63,0.0,48,0.0,29
2775,0.0,39,0.0,42,0.0,27
2776,0.0,35,0.0,47,0.0,23
2777,0.0,36,0.0,27,0.0,33
2778,0.0,33,0.0,48,0.0,34
2779,0.0,31,0.0,112,0.0,57
2780,0.0,38,0.0,94,0.0,74
2781,0.0,65,0.0,38,3.0,62
2782,0.0,37,0.0,66,0.0,51
2783,1.0,28,3.0,48,0.0,46
2784,0.0,28,0.0,43,0.0,62
2785,0.0,43,2.0,32,0.0,46
2786,0.0,41,0.0,31,0.0,53
2787,0.0,91,0.0,37,0.0,49
2788,0.0,81,0.0,32,0.0,32
2789,0.0,37,0.0,33,0.0,17
2790,0.0,37,0.0,70,0.0,50
2791,0.0,46,0.0,47,0.0,37
2792,0.0,54,0.0,49,0.0,29
2793,0.0,56,0.0,45,0.0,18
2794,0.0,82,0.0,40,0.0,17
2795,0.0,70,0.0,75,3.0,27
2796,0.0,61,0.0,42,0.0,40
2797,0.0,34,0.0,51,0.0,29
2798,0.0,45,0.0,71,1.0,34
2799,0.0,42,0.0,21,0.0,74
2800,0.0,54,0.0,21,0.0,92
2801,0.0,65,1.0,42,0.0,69
2802,0.0,50,1.0,61,1.0,32
2803,3.0,58,0.0,61,0.0,31
2804,0.0,48,0.0,37,0.0,30
2805,0.0,25,0.0,40,0.0,32
2806,0.0,42,0.0,37,1.0,31
2807,2.0,48,0.0,68,0.0,29
2808,3.0,26,4.0,54,2.0,29
2809,2.0,32,0.0,31,0.0,19
2810,0.0,31,0.0,45,0.0,34
2811,0.0,70,0.0,54,1.0,35
2812,0.0,55,0.0,91,1.0,64
2813,0.0,44,0.0,61,1.0,60
2814,0.0,36,0.0,60,1.0,44
2815,0.0,42,0.0,44,0.0,33
2816,0.0,32,0.0,82,0.0,57
2817,0.0,35,0.0,82,0.0,66
2818,0.0,86,0.0,51,0.0,54
2819,0.0,53,0.0,25,0.0,43
2820,0.0,44,0.0,26,0.0,84
2821,0.0,47,0.0,41,0.0,43
2822,3.0,38,0.0,94,0.0,63
2823,1.0,43,0.0,71,0.0,104
2824,2.0,27,0.0,64,0.0,98
2825,0.0,46,0.0,50,0.0,140
2826,0.0,25,0.0,29,0.0,70
2827,0.0,24,0.0,29,0.0,141
2828,0.0,42,0.0,44,0.0,36
2829,0.0,40,0.0,80,0.0,60
2830,0.0,22,0.0,75,0.0,44
2831,0.0,69,0.0,41,0.0,58
2832,0.0,32,0.0,60,0.0,22
2833,0.0,27,0.0,50,0.0,19
2834,0.0,31,0.0,48,1.0,39
2835,0.0,35,0.0,64,2.0,157
2836,0.0,23,1.0,38,0.0,127
2837,0.0,32,0.0,57,0.0,69
2838,0.0,39,1.0,34,0.0,20
2839,0.0,25,1.0,39,0.0,24
2840,0.0,32,0.0,53,1.0,55
2841,0.0,32,3.0,42,1.0,22
2842,0.0,24,1.0,58,3.0,46
2843,0.0,34,0.0,50,1.0,15
2844,0.0,45,1.0,56,0.0,24
2845,0.0,45,0.0,59,0.0,32
2846,2.0,45,1.0,63,0.0,40
2847,0.0,71,0.0,33,0.0,34
2848,0.0,31,1.0,50,0.0,52
2849,0.0,32,0.0,63,0.0,49
2850,0.0,26,0.0,47,0.0,45
2851,0.0,30,0.0,83,0.0,34
2852,0.0,28,0.0,100,1.0,47
2853,1.0,30,2.0,54,0.0,63
2854,1.0,38,0.0,49,0.0,33
2855,0.0,19,0.0,66,0.0,30
2856,0.0,26,1.0,30,0.0,26
2857,0.0,17,0.0,35,0.0,51
2858,0.0,16,0.0,47,0.0,37
2859,0.0,25,0.0,28,0.0,49
2860,1.0,27,0.0,31,0.0,48
2861,0.0,26,0.0,42,0.0,46
2862,0.0,37,0.0,58,0.0,40
2863,0.0,39,0.0,42,0.0,52
2864,0.0,29,0.0,25,0.0,33
2865,0.0,38,0.0,31,0.0,26
2866,0.0,40,0.0,53,1.0,71
2867,0.0,34,1.0,56,2.0,76
2868,0.0,37,0.0,73,1.0,43
2869,0.0,35,2.0,45,1.0,34
2870,0.0,31,0.0,33,1.0,35
2871,0.0,48,1.0,40,2.0,33
2872,0.0,59,0.0,44,2.0,28
2873,0.0,24,0.0,51,1.0,28
2874,0.0,24,0.0,39,0.0,21
2875,1.0,26,0.0,61,0.0,29
2876,0.0,26,0.0,41,1.0,36
2877,0.0,65,0.0,53,0.0,50
2878,2.0,48,0.0,56,0.0,24
2879,0.0,35,0.0,117,0.0,23
2880,0.0,50,0.0,75,0.0,44
2881,0.0,35,0.0,50,0.0,43
2882,0.0,12,0.0,33,0.0,46
2883,0.0,33,0.0,50,0.0,41
2884,0.0,48,0.0,48,0.0,54
2885,0.0,57,0.0,33,0.0,39
2886,0.0,45,0.0,73,0.0,38
2887,0.0,27,0.0,42,0.0,47
2888,0.0,36,0.0,91,0.0,26
2889,1.0,38,0.0,140,0.0,35
2890,2.0,41,0.0,115,0.0,79
2891,2.0,28,0.0,43,0.0,37
2892,0.0,30,1.0,41,0.0,81
2893,1.0,52,0.0,85,0.0,49
2894,0.0,42,0.0,33,0.0,35
2895,0.0,61,0.0,45,0.0,66
2896,0.0,65,0.0,55,2.0,94
2897,0.0,68,0.0,56,1.0,58
2898,0.0,32,0.0,42,2.0,51
2899,0.0,51,0.0,32,0.0,60
2900,0.0,35,1.0,43,0.0,54
2901,0.0,44,0.0,63,2.0,62
2902,0.0,38,1.0,37,0.0,43
2903,0.0,28,0.0,45,0.0,30
2904,0.0,28,0.0,53,0.0,31
2905,0.0,21,0.0,43,0.0,90
2906,0.0,33,0.0,45,0.0,83
2907,0.0,39,0.0,34,0.0,121
2908,0.0,34,0.0,117,0.0,65
2909,0.0,56,0.0,46,0.0,45
2910,0.0,47,0.0,44,2.0,49
2911,0.0,43,0.0,47,0.0,72
2912,0.0,59,0.0,43,0.0,82
2913,3.0,46,0.0,70,0.0,44
2914,0.0,58,0.0,68,0.0,95
2915,1.0,58,0.0,48,0.0,82
2916,2.0,32,0.0,40,0.0,38
2917,0.0,62,0.0,35,3.0,41
2918,0.0,55,0.0,43,0.0,52
2919,3.0,59,0.0,34,0.0,41
2920,0.0,24,0.0,75,0.0,44
2921,0.0,23,0.0,75,0.0,64
2922,0.0,14,5.0,62,2.0,42
2923,0.0,31,1.0,47,0.0,40
2924,0.0,73,2.0,54,0.0,38
2925,0.0,43,1.0,29,0.0,44
2926,0.0,27,0.0,31,3.0,52
2927,0.0,26,0.0,32,1.0,52
2928,0.0,28,0.0,63,0.0,72
2929,1.0,24,0.0,38,1.0,58
2930,0.0,20,0.0,52,2.0,53
2931,0.0,27,0.0,69,0.0,64
2932,0.0,31,0.0,39,0.0,59
2933,0.0,20,0.0,47,0.0,51
2934,0.0,28,0.0,53,0.0,46
2935,0.0,35,0.0,53,0.0,50
2936,0.0,42,0.0,61,0.0,32
2937,0.0,38,0.0,77,3.0,62
2938,0.0,16,0.0,80,2.0,67
2939,0.0,47,0.0,58,2.0,61
2940,1.0,40,0.0,42,0.0,71
2941,0.0,23,2.0,57,2.0,43
2942,0.0,25,2.0,47,0.0,47
2943,0.0,22,1.0,42,0.0,48
2944,0.0,19,1.0,40,1.0,35
2945,1.0,21,1.0,40,0.0,67
2946,2.0,15,1.0,30,0.0,60
2947,1.0,67,2.0,31,0.0,65
2948,0.0,25,1.0,24,2.0,44
2949,1.0,33,1.0,39,0.0,60
2950,0.0,58,0.0,56,0.0,39
2951,1.0,33,0.0,68,2.0,39
2952,5.0,25,0.0,51,2.0,24
2953,1.0,45,0.0,57,3.0,32
2954,1.0,23,0.0,44,1.0,29
2955,0.0,34,0.0,32,2.0,38
2956,0.0,25,0.0,53,0.0,51
2957,0.0,44,0.0,37,1.0,48
2958,0.0,50,0.0,53,0.0,37
2959,0.0,80,2.0,50,0.0,42
2960,0.0,43,2.0,38,1.0,61
2961,0.0,24,0.0,57,0.0,62
2962,4.0,43,1.0,39,0.0,31
2963,2.0,27,0.0,40,0.0,48
2964,0.0,30,0.0,69,0.0,78
2965,3.0,35,0.0,64,0.0,44
2966,0.0,55,0.0,18,1.0,38
2967,0.0,41,0.0,34,0.0,55
2968,0.0,87,0.0,17,0.0,37
2969,0.0,35,1.0,41,0.0,35
2970,0.0,33,0.0,9,0.0,45
2971,0.0,74,0.0,24,0.0,60
2972,0.0,56,0.0,58,0.0,45
2973,0.0,43,0.0,30,0.0,57
2974,0.0,35,1.0,39,1.0,41
2975,0.0,28,0.0,45,0.0,31
2976,0.0,35,0.0,64,0.0,40
2977,0.0,37,0.0,27,0.0,55
2978,0.0,54,0.0,36,2.0,69
2979,1.0,42,0.0,55,0.0,38
2980,0.0,56,0.0,62,0.0,38
2981,0.0,33,0.0,63,0.0,26
2982,0.0,25,0.0,35,0.0,29
2983,0.0,51,0.0,27,0.0,36
2984,0.0,43,0.0,30,0.0,72
2985,0.0,41,0.0,62,0.0,84
2986,0.0,44,0.0,80,0.0,93
2987,0.0,34,0.0,45,0.0,65
2988,0.0,37,0.0,35,0.0,87
2989,0.0,53,0.0,19,0.0,52
2990,1.0,43,0.0,25,0.0,64
2991,5.0,62,0.0,33,0.0,44
2992,0.0,43,0.0,11,0.0,53
2993,0.0,26,0.0,23,0.0,26
2994,0.0,32,0.0,47,0.0,28
2995,0.0,42,0.0,72,0.0,27
2996,0.0,29,0.0,35,0.0,26
2997,0.0,22,1.0,29,2.0,28
2998,0.0,27,0.0,57,1.0,46
2999,0.0,41,0.0,59,0.0,33
3000,0.0,29,2.0,44,0.0,32
3001,2.0,42,2.0,55,0.0,61
3002,0.0,29,1.0,52,0.0,49
3003,0.0,19,0.0,52,2.0,67
3004,1.0,34,2.0,57,2.0,77
3005,0.0,34,1.0,35,0.0,96
3006,0.0,29,0.0,28,1.0,25
3007,0.0,34,0.0,68,1.0,36
3008,0.0,30,0.0,79,0.0,90
3009,0.0,68,0.0,70,0.0,75
3010,0.0,75,0.0,48,1.0,47
3011,0.0,65,0.0,66,0.0,109
3012,0.0,56,0.0,43,0.0,102
3013,0.0,76,0.0,31,0.0,39
3014,1.0,48,1.0,26,0.0,42
3015,0.0,49,0.0,22,0.0,52
3016,2.0,88,2.0,25,0.0,92
3017,3.0,50,0.0,38,0.0,89
3018,1.0,57,0.0,75,0.0,89
3019,1.0,42,0.0,43,0.0,90
3020,0.0,56,0.0,34,0.0,51
3021,0.0,52,0.0,21,0.0,68
3022,0.0,56,0.0,51,0.0,41
3023,0.0,50,0.0,37,0.0,48
3024,0.0,83,0.0,71,0.0,33
3025,1.0,75,0.0,83,0.0,6
3026,1.0,48,0.0,40,0.0,29
3027,1.0,72,0.0,47,0.0,33
3028,0.0,72,0.0,55,0.0,41
3029,0.0,48,0.0,44,0.0,32
3030,0.0,42,0.0,94,1.0,46
3031,0.0,78,0.0,47,0.0,22
3032,0.0,51,0.0,27,0.0,40
3033,0.0,44,0.0,32,0.0,45
3034,0.0,52,0.0,36,1.0,38
3035,0.0,113,0.0,24,3.0,63
3036,0.0,55,0.0,29,2.0,29
3037,0.0,29,0.0,32,0.0,74
3038,0.0,28,0.0,17,0.0,46
3039,0.0,40,0.0,27,0.0,19
3040,0.0,17,0.0,31,0.0,46
3041,0.0,59,0.0,26,0.0,48
3042,0.0,50,0.0,44,0.0,44
3043,0.0,27,0.0,62,0.0,25
3044,0.0,28,0.0,54,0.0,70
3045,0.0,41,0.0,34,0.0,116
3046,0.0,40,0.0,44,0.0,73
3047,2.0,56,0.0,55,0.0,38
3048,2.0,46,0.0,77,0.0,63
3049,2.0,32,0.0,50,0.0,38
3050,1.0,60,0.0,33,0.0,25
3051,1.0,61,0.0,40,0.0,30
3052,0.0,32,0.0,56,2.0,34
3053,0.0,39,0.0,38,0.0,41
3054,0.0,22,0.0,61,0.0,29
3055,0.0,36,1.0,20,0.0,39
3056,0.0,42,2.0,76,0.0,37
3057,0.0,71,0.0,66,0.0,41
3058,2.0,97,0.0,36,0.0,52
3059,0.0,69,0.0,40,0.0,57
3060,1.0,50,0.0,47,0.0,56
3061,2.0,48,0.0,83,0.0,39
3062,0.0,41,0.0,72,2.0,54
3063,0.0,32,0.0,65,2.0,63
3064,1.0,35,0.0,71,1.0,53
3065,0.0,30,0.0,47,1.0,28
3066,0.0,36,5.0,67,0.0,31
3067,0.0,48,0.0,78,1.0,64
3068,0.0,27,0.0,32,0.0,85
3069,1.0,38,0.0,52,0.0,78
3070,1.0,58,0.0,82,0.0,64
3071,0.0,55,0.0,44,0.0,59
3072,1.0,41,0.0,58,0.0,42
3073,0.0,36,0.0,82,0.0,94
3074,0.0,35,0.0,60,0.0,50
3075,1.0,38,0.0,86,0.0,77
3076,1.0,62,0.0,80,0.0,52
3077,0.0,87,0.0,91,0.0,21
3078,1.0,99,0.0,42,0.0,26
3079,0.0,34,0.0,36,0.0,31
3080,1.0,26,0.0,102,0.0,33
3081,0.0,56,0.0,66,0.0,32
3082,0.0,72,0.0,30,0.0,31
3083,0.0,45,0.0,20,0.0,39
3084,0.0,44,0.0,37,0.0,40
3085,0.0,51,0.0,46,0.0,26
3086,0.0,67,0.0,55,0.0,43
3087,0.0,42,0.0,40,0.0,25
3088,0.0,26,0.0,78,0.0,40
3089,0.0,27,0.0,114,0.0,45
3090,0.0,27,0.0,47,2.0,48
3091,0.0,40,0.0,45,0.0,63
3092,1.0,36,0.0,67,0.0,43
3093,0.0,33,0.0,66,0.0,36
3094,0.0,47,0.0,88,0.0,33
3095,0.0,39,0.0,43,1.0,37
3096,0.0,43,0.0,50,0.0,19
3097,0.0,29,0.0,46,0.0,35
3098,0.0,30,0.0,51,0.0,29
3099,0.0,54,0.0,39,1.0,26
3100,0.0,48,0.0,55,3.0,20
3101,0.0,99,0.0,24,1.0,43
3102,0.0,46,0.0,46,5.0,55
3103,0.0,52,0.0,33,2.0,46
3104,0.0,84,0.0,38,0.0,44
3105,0.0,22,0.0,39,0.0,80
3106,0.0,52,0.0,44,4.0,86
3107,0.0,58,0.0,21,1.0,49
3108,0.0,62,0.0,13,0.0,50
3109,0.0,92,0.0,18,0.0,45
3110,0.0,66,0.0,22,0.0,27
3111,0.0,115,0.0,17,0.0,30
3112,0.0,53,0.0,25,0.0,34
3113,0.0,47,0.0,23,0.0,36
3114,1.0,61,0.0,29,0.0,35
3115,0.0,56,0.0,49,0.0,43
3116,1.0,88,2.0,51,0.0,45
3117,0.0,54,1.0,69,0.0,50
3118,0.0,43,2.0,52,0.0,84
3119,0.0,37,0.0,33,0.0,126
3120,3.0,26,3.0,55,0.0,56
3121,0.0,19,1.0,48,0.0,97
3122,0.0,26,4.0,40,0.0,80
3123,0.0,31,1.0,39,0.0,97
3124,0.0,68,1.0,74,0.0,135
3125,0.0,30,0.0,40,0.0,50
3126,0.0,79,1.0,40,0.0,39
3127,0.0,59,0.0,30,0.0,73
3128,0.0,78,0.0,43,0.0,29
3129,0.0,32,0.0,26,2.0,36
3130,0.0,54,1.0,30,1.0,29
3131,0.0,41,0.0,27,0.0,44
3132,0.0,34,1.0,37,0.0,44
3133,0.0,59,0.0,26,0.0,41
3134,0.0,69,0.0,29,0.0,43
3135,0.0,56,0.0,24,0.0,39
3136,0.0,31,0.0,44,0.0,35
3137,0.0,26,0.0,67,0.0,58
3138,0.0,32,0.0,68,0.0,84
3139,0.0,25,0.0,53,0.0,65
3140,1.0,44,0.0,53,0.0,29
3141,0.0,45,0.0,55,0.0,32
3142,0.0,73,0.0,42,0.0,29
3143,1.0,51,0.0,36,0.0,46
3144,1.0,61,0.0,38,0.0,29
3145,1.0,39,0.0,41,0.0,63
3146,0.0,22,0.0,36,0.0,32
3147,0.0,26,0.0,52,0.0,29
3148,0.0,32,0.0,50,0.0,44
3149,0.0,33,0.0,35,0.0,56
3150,0.0,32,0.0,21,0.0,63
3151,0.0,26,0.0,24,0.0,81
3152,0.0,26,0.0,21,2.0,61
3153,0.0,41,0.0,21,1.0,30
3154,0.0,39,1.0,26,0.0,26
3155,0.0,35,0.0,34,0.0,33
3156,0.0,58,0.0,54,0.0,33
3157,0.0,51,0.0,75,0.0,50
3158,0.0,21,0.0,61,0.0,44
3159,0.0,38,0.0,47,0.0,42
3160,0.0,35,0.0,46,0.0,72
3161,0.0,35,0.0,56,0.0,51
3162,0.0,38,0.0,33,0.0,55
3163,0.0,23,0.0,31,0.0,45
3164,0.0,30,0.0,30,0.0,46
3165,0.0,27,0.0,20,1.0,55
3166,0.0,47,1.0,29,1.0,42
3167,0.0,40,2.0,28,1.0,22
3168,1.0,34,0.0,26,0.0,23
3169,0.0,47,3.0,60,2.0,44
3170,1.0,26,1.0,41,0.0,20
3171,1.0,27,2.0,35,0.0,30
3172,1.0,46,0.0,47,0.0,42
3173,1.0,50,0.0,31,0.0,33
3174,0.0,40,0.0,28,0.0,29
3175,3.0,42,0.0,25,0.0,42
3176,2.0,38,0.0,24,0.0,29
3177,0.0,32,0.0,29,0.0,59
3178,2.0,41,0.0,23,0.0,73
3179,2.0,49,3.0,28,0.0,85
3180,0.0,25,3.0,29,0.0,81
3181,2.0,55,1.0,31,0.0,50
3182,0.0,27,0.0,29,0.0,56
3183,0.0,34,0.0,37,0.0,35
3184,0.0,40,0.0,32,0.0,41
3185,0.0,36,0.0,35,0.0,35
3186,2.0,28,0.0,31,0.0,48
3187,1.0,30,3.0,44,0.0,57
3188,0.0,39,0.0,86,0.0,63
3189,0.0,54,0.0,50,2.0,53
3190,0.0,52,0.0,30,0.0,27
3191,1.0,66,2.0,45,4.0,39
3192,1.0,40,4.0,32,1.0,22
3193,0.0,42,0.0,61,0.0,32
3194,0.0,24,0.0,42,2.0,45
3195,0.0,32,0.0,42,0.0,38
3196,0.0,50,1.0,44,0.0,42
3197,0.0,75,1.0,51,0.0,28
3198,0.0,56,0.0,35,0.0,23
3199,0.0,57,0.0,25,0.0,27
3200,0.0,54,0.0,23,0.0,44
3201,0.0,48,0.0,22,0.0,51
3202,0.0,34,2.0,33,0.0,36
3203,0.0,21,1.0,60,0.0,20
3204,0.0,19,2.0,29,0.0,36
3205,0.0,36,0.0,22,0.0,44
3206,0.0,31,0.0,28,0.0,18
3207,0.0,39,0.0,26,0.0,46
3208,0.0,47,0.0,40,0.0,28
3209,0.0,38,0.0,50,0.0,37
3210,0.0,62,0.0,34,0.0,71
3211,0.0,83,0.0,63,0.0,53
3212,1.0,46,1.0,34,0.0,35
3213,0.0,41,1.0,66,0.0,63
3214,0.0,36,0.0,63,0.0,67
3215,0.0,50,0.0,74,0.0,29
3216,0.0,72,0.0,55,0.0,24
3217,0.0,41,0.0,34,1.0,26
3218,0.0,43,0.0,30,2.0,32
3219,0.0,46,0.0,33,0.0,24
3220,0.0,45,0.0,75,2.0,49
3221,0.0,40,0.0,40,2.0,46
3222,0.0,37,0.0,31,1.0,26
3223,0.0,37,1.0,47,0.0,34
3224,0.0,50,2.0,20,0.0,40
3225,0.0,44,1.0,28,0.0,33
3226,0.0,31,1.0,27,2.0,86
3227,0.0,48,0.0,21,0.0,50
3228,0.0,53,0.0,13,0.0,82
3229,0.0,53,2.0,53,0.0,68
3230,0.0,48,1.0,69,1.0,36
3231,0.0,112,1.0,14,1.0,46
3232,0.0,115,0.0,32,0.0,32
3233,0.0,55,0.0,51,1.0,23
3234,0.0,47,2.0,35,1.0,29
3235,0.0,39,0.0,38,3.0,29
3236,0.0,71,0.0,29,0.0,26
3237,0.0,76,0.0,32,0.0,26
3238,0.0,91,0.0,33,0.0,49
3239,0.0,52,0.0,36,0.0,55
3240,1.0,93,0.0,36,0.0,27
3241,0.0,60,0.0,32,0.0,27
3242,2.0,50,0.0,21,0.0,61
3243,1.0,31,0.0,29,0.0,48
3244,0.0,60,0.0,31,1.0,40
3245,2.0,35,0.0,26,0.0,40
3246,0.0,72,0.0,52,0.0,34
3247,0.0,60,0.0,41,0.0,24
3248,1.0,57,0.0,45,0.0,37
3249,1.0,46,0.0,29,0.0,38
3250,0.0,79,0.0,23,0.0,26
3251,0.0,43,0.0,52,1.0,27
3252,0.0,70,0.0,31,0.0,22
3253,0.0,41,0.0,41,1.0,28
3254,0.0,45,0.0,94,0.0,16
3255,0.0,38,1.0,101,0.0,23
3256,0.0,39,0.0,87,0.0,22
3257,0.0,34,0.0,91,1.0,28
3258,2.0,33,0.0,70,2.0,52
3259,1.0,42,1.0,106,0.0,38
3260,0.0,61,0.0,70,0.0,28
3261,3.0,45,0.0,29,0.0,37
3262,1.0,45,0.0,56,0.0,25
3263,1.0,41,0.0,56,2.0,22
3264,0.0,45,0.0,54,0.0,16
3265,0.0,62,0.0,37,0.0,51
3266,0.0,114,1.0,18,0.0,44
3267,1.0,67,0.0,28,0.0,35
3268,1.0,102,0.0,20,0.0,36
3269,0.0,39,0.0,39,4.0,49
3270,2.0,33,0.0,33,1.0,31
3271,1.0,52,0.0,21,0.0,23
3272,0.0,42,0.0,31,1.0,32
3273,2.0,65,0.0,54,1.0,54
3274,3.0,38,0.0,45,2.0,27
3275,2.0,21,0.0,69,1.0,30
