Time (ms),2022-02-03_multipletau_CH2_BIN0dot001_us_Lex Tb-PEX5-eGFP10_T200s_1_correlation-CH2_2,2022-02-03_multipletau_CH2_BIN0dot001_us_Lex Tb-PEX5-eGFP10_T200s_1_correlation-CH2_2 fitted model: ,2022-02-03_multipletau_CH2_BIN0dot001_us_Lex Tb-PEX5-eGFP11_T222s_1_correlation-CH2_2,2022-02-03_multipletau_CH2_BIN0dot001_us_Lex Tb-PEX5-eGFP11_T222s_1_correlation-CH2_2 fitted model: ,2022-02-03_multipletau_CH2_BIN0dot001_us_Lex Tb-PEX5-eGFP12_T244s_1_correlation-CH2_2,2022-02-03_multipletau_CH2_BIN0dot001_us_Lex Tb-PEX5-eGFP12_T244s_1_correlation-CH2_2 fitted model: ,
0.044,0.3049077481248745,0.310375606171182,0.3284760498330654,0.33639749700958455,0.2631857619910119,0.2745408435476362,
0.048,0.3002166763421374,0.3066136968178272,0.32307462336101006,0.332959473730561,0.2609354553807546,0.27070371762768425,
0.052000000000000005,0.29006856172585094,0.3029415940696431,0.31515328393951514,0.32959095187265663,0.25082763836550265,0.2669714121725881,
0.056,0.29036896956411007,0.29935612233751274,0.3130407434368076,0.32628984649402254,0.25313179690157567,0.2633396931947668,
0.06,0.28653937546383534,0.2958542540036228,0.3056543198511176,0.3230541552185847,0.24811992620625065,0.25980455170011585,
0.064,0.28685156898902703,0.2924331009020393,0.3100541465925581,0.31988195418900617,0.25050229927625856,0.256362188938819,
0.07200000000000001,0.27448453220191715,0.28582203790238664,0.2992718889588456,0.31372069738380115,0.24104739047460638,0.24974157525749033,
0.08,0.2700400384215815,0.2795023284938626,0.296749834646064,0.3077921161453774,0.23620491891845807,0.2434511754300835,
0.088,0.2610762753237308,0.2734551432822577,0.2897707652214544,0.3020832845377393,0.2290050800756574,0.23746690670570256,
0.096,0.25870693514712007,0.2676632411258962,0.28198364864529385,0.29658221662874823,0.22959247573168762,0.2317669724983173,
0.10400000000000001,0.25347352309543925,0.2621108051336239,0.27979732541007857,0.2912777825669526,0.21929495278553388,0.22633159739535663,
0.112,0.24645448226640332,0.2567832985733056,0.2750289239040605,0.28615963349184037,0.21790784004615715,0.22114279818966692,
0.12,0.24011020181979462,0.2516673379266756,0.26508597960181746,0.2812181342114831,0.21013641579322542,0.21618418534815767,
0.128,0.23855705145729433,0.24675058075642214,0.2637253604455458,0.27644430272607634,0.20660742690684827,0.21144079029917712,
0.14400000000000002,0.2299197083952739,0.237469927861609,0.255928711254833,0.26736665987966385,0.19977148206496395,0.2025459985183728,
0.16,0.22147860390925575,0.22885991620902432,0.2452469144366099,0.2588659735626384,0.1902895203459217,0.19436181453924736,
0.176,0.21594095865044755,0.2208504661037601,0.24252758835709284,0.25088898659435266,0.18543082383860926,0.1868064539867954,
0.192,0.2075668257790727,0.21338093277254913,0.23557427400189357,0.2433888005135963,0.1798357863977109,0.17981021817182416,
0.20800000000000002,0.20222254982286753,0.2063985702752299,0.23061703697731717,0.23632395407616866,0.17103966914807703,0.1733133411833326,
0.224,0.19607857579875157,0.19985728605884764,0.22493490645793726,0.22965765749092415,0.16882862324354048,0.167264281363546,
0.24,0.1920248908280971,0.1937166239579921,0.22053017371032413,0.2233571525282075,0.16058299549118424,0.16161835371183197,
0.256,0.1886997070577048,0.18794092820493427,0.2143675842852452,0.21739317500570302,0.15771532123663193,0.15633662640278279,
0.28800000000000003,0.17559963715299612,0.17736178193861504,0.20227040997093992,0.20637256221013675,0.14565582635233168,0.1467335920267307,
0.32,0.16975406728836104,0.16790706467882177,0.19526665700476745,0.1964159741168851,0.13990968156516678,0.13822850942507575,
0.352,0.16261448892174882,0.1594068605673811,0.18818599694815186,0.1873766394196608,0.1335829196511673,0.1306436295175645,
0.384,0.15551470563827224,0.15172384335208164,0.17909444289088863,0.17913359185580435,0.12706736739114155,0.12383760134878104,
0.41600000000000004,0.1494447059906565,0.14474582065959762,0.17353633684157432,0.17158623778209045,0.1215061753112824,0.11769660924881392,
0.448,0.1424668149463931,0.13838023554308465,0.16684502819838606,0.16465024065085915,0.1174156160345533,0.1121279794226587,
0.48,0.13638615131631585,0.1325500509731764,0.1627064497469356,0.1582543644074889,0.11248202901231853,0.10705548886582864,
0.512,0.13175040640202934,0.12719062779605228,0.15737026324350278,0.1523380248855202,0.10930938319961701,0.10241587026602349,
0.5760000000000001,0.12479133055978177,0.11767364878427844,0.149126848716459,0.1417437641247823,0.09977211199672459,0.09423173649484078,
0.64,0.11522620291078993,0.10948138801326898,0.14191227735980555,0.1325321768774783,0.09315116335241305,0.08724246910756923,
0.704,0.10804856945016345,0.10235614211233221,0.13291483034299995,0.12444988191449521,0.08818876945382285,0.08120519384290613,
0.768,0.10404550661710982,0.09610295895854214,0.12684221846605906,0.11730183044534376,0.08258819835666359,0.07593865606959677,
0.8320000000000001,0.09984022120287231,0.09057163429103682,0.12105157133044588,0.110935433711531,0.07737309922800259,0.07130484543610584,
0.896,0.09571227888619255,0.08564457016829938,0.11414400868153099,0.10522960578587265,0.07377932013156509,0.06719682594510419,
0.96,0.09046045315154888,0.08122838318789001,0.11064988104382663,0.10008703295772142,0.06983193793228865,0.0635304568680492,
1.024,0.08736299016117538,0.07724797753112744,0.10504176911878649,0.09542861306804434,0.06679400411298111,0.060238626658666375,
1.1520000000000001,0.07988890898425914,0.07036110242730759,0.0959675770312363,0.08731550839527333,0.06042096579042229,0.05457181186484068,
1.28,0.07452127136532768,0.06461269463423554,0.0907934770352884,0.0804908711008982,0.05661979882478718,0.04986985902565229,
1.408,0.07029224949107742,0.059743907025174944,0.08594391522673804,0.0746720175370281,0.05313791503858588,0.04590765088221731,
1.536,0.064214907350537,0.05556875429398853,0.08037167466869982,0.06965326075046804,0.0506811835856219,0.04252495345125722,
1.6640000000000001,0.06159705864912955,0.05195016595856128,0.07538062723928207,0.06528136945857846,0.047159636212707086,0.03960461731046207,
1.792,0.059093385244113596,0.048784901125211486,0.07096820691876317,0.06143985067694484,0.044341344263059274,0.0370590134857093,
1.92,0.05766633419620956,0.0459937213797435,0.06605669338715674,0.058038563997299855,0.04192888499019452,0.034821289818035436,
2.048,0.05583717410457949,0.04351480098134644,0.06405064572695197,0.05500667039888382,0.039096358723869226,0.03283956095918411,
2.3040000000000003,0.05002108846449979,0.039307652325414597,0.0603775053006579,0.049836221579750144,0.035915653203659886,0.029488793354282877,
2.56,0.0447326279897457,0.035875129262740786,0.05878335474636897,0.04559356988137716,0.033947589348340725,0.026767181188037878,
2.816,0.03969574351467156,0.03302426773412208,0.057407330451376595,0.04205238757808421,0.03144882504223245,0.024515554166582663,
3.072,0.037000694735111486,0.0306210763508028,0.05674851226394997,0.03905425162755953,0.028537680699373083,0.022624039829066314,
3.3280000000000003,0.03502889855092197,0.02856962573483491,0.05367358528086244,0.03648496797262836,0.02452698899805479,0.02101437190007652,
3.584,0.03154981861626047,0.026799443990695795,0.0525929945372117,0.03426015447330223,0.022995016445966476,0.019629304496451252,
3.84,0.02961764359230554,0.025257608346462117,0.04945068393010041,0.03231611696850342,0.021589122315035937,0.01842601176427261,
4.096,0.02917042850572019,0.023903611214743076,0.04737461897130015,0.030603882096662833,0.020047229241735954,0.017371826050199733,
4.6080000000000005,0.02511998521470881,0.021639663192415337,0.043489896361959976,0.027729685948303356,0.018329642387262413,0.0156147800086026,
5.12,0.02139957781722794,0.019825514506385186,0.037766565280244545,0.025415494703289427,0.018212302283644125,0.014212295869426992,
5.632,0.02082884967556039,0.018342440900679394,0.032705515102402154,0.023515599475857563,0.017907197590697647,0.013069723159413673,
6.144,0.02031074784041886,0.017109790910718785,0.030163081364391567,0.021930485803640574,0.014266088763313927,0.012123033324116995,
6.656000000000001,0.018466801124421357,0.01607090237146969,0.030047765121790686,0.020589911491261235,0.013967934237669736,0.011327409055448776,
7.168,0.017355347226723827,0.015184832242217618,0.027770722479337748,0.019442909412917504,0.014024873533103506,0.010650573749807893,
7.68,0.01604514830463763,0.014421281898160157,0.024555357460083624,0.018451621268021634,0.015531741188914806,0.010068714305934593,
8.192,0.015233384149772457,0.013757365558826217,0.021295491685812847,0.017587353135876754,0.01492461370662064,0.00956389370693545,
9.216000000000001,0.012794518498221361,0.012661899855818493,0.01642059922242321,0.01615614195886479,0.012267043726435242,0.00873338149731767,
10.24,0.011924620170044961,0.011798231933935857,0.013712591762972572,0.015022769520866666,0.012440590470623507,0.008080946125567059,
11.264,0.011875611210417405,0.011102295362436215,0.012130124835137182,0.014105925453907977,0.009379796963361288,0.007556875293877545,
12.288,0.011979781417905441,0.010531311402852631,0.011809386777464787,0.013351062196376785,0.007941972478807516,0.00712810316118845,
13.312000000000001,0.01261396518252441,0.010055684532487435,0.011373583432302447,0.012720282640776865,0.008818246757739172,0.006771833611304151,
14.336,0.01283393085917512,0.009654325673744229,0.0079316175090568,0.012186478175641582,0.00855159510558351,0.006471874179158737,
15.36,0.011154501435016591,0.009311826425539063,0.0041036527455286425,0.011729772304952209,0.008363724132783218,0.006216428442787678,
16.384,0.010658245423297297,0.009016684432368001,0.004918366825503703,0.011335278824735626,0.006627235317757586,0.0059967139086098825,
18.432000000000002,0.010673960646294384,0.008535464629197919,0.005478732259583018,0.010690057017270724,0.005819792426486068,0.0056393498781262645,
20.48,0.010973719554851404,0.008161499862066705,0.006962011483518856,0.010186759293928274,0.005766165494284236,0.005362443677300435,
22.528,0.008402479670416893,0.00786392681729778,0.005571832981367672,0.009784974064582964,0.004239202146067571,0.005142652145816318,
24.576,0.006889174807634111,0.00762247018597916,0.0041487138069830854,0.009458035351142004,0.004185388048274858,0.004964694715489733,
26.624000000000002,0.004935390793517719,0.007423306046248341,0.0031982664522326554,0.009187690242531578,0.004287650104057526,0.004818185537518038,
28.672,0.003937309881272076,0.007256712603155757,0.0047949623267793205,0.008961056903740206,0.0033637597168481173,0.004695840975847606,
30.72,0.0045135751055782785,0.007115671171860965,0.005649303764123094,0.008768805700152253,0.0028737976415467905,0.004592415656151502,
32.768,0.005919227289386713,0.006994999159233269,0.004136705173237386,0.008604027827592672,0.00295451228515667,0.00450404506026291,
36.864000000000004,0.00399191160908027,0.0068000668881636524,0.004505969313532442,0.008337239718045827,0.001841993753627699,0.004361535523081751,
40.96,0.0014635796783095925,0.006650238512499733,0.006308663045526283,0.008131631975761508,0.0009557809254646477,0.0042522183120295605,
45.056,0.0021578068899280466,0.0065321250413648505,0.004873159633158991,0.00796918073199711,0.00058861327303921,0.00416618443449966,
49.152,0.004555023853726196,0.006437052616589331,0.0027102721090236457,0.007838168225945632,0.0009880863840587804,0.004097031684818392,
53.248000000000005,0.00266370584817845,0.006359178789523021,0.004396849682470737,0.007730677698217276,-0.0000882010832006408,0.004040457615236842,
57.344,0.0010743376397188752,0.006294438516542086,0.006517847288338593,0.0076411862452344,-0.001079995532028993,0.0039934746218968035,
61.44,0.003097426412012672,0.006239924720609781,0.009704253913277195,0.007565735015940854,-0.0015612896773291153,0.003953949857333115,
65.536,0.0045362415030458575,0.006193508912234198,0.007650480699995068,0.007501419458456109,-0.0015229125005536727,0.003920324094745081,
73.72800000000001,0.0029488199901865995,0.006118989474696248,0.002104655111687134,0.0073980148227974964,-0.0022541362148973277,0.003866394655079704,
81.92,0.0015311540816141725,0.006062120732010721,0.0017597431053774145,0.007318972337884236,-0.0008205559268110432,0.003825288022564037,
90.112,0.001843818761479556,0.006017555572832312,0.002941990719553337,0.007256946235099297,-0.0014523501170297156,0.0037931064631718235,
98.304,0.001952464393071697,0.0059818638318020895,0.001087737042496094,0.007207213276718211,0.0005012578198602179,0.003767353818574095,
106.49600000000001,0.002611976694682632,0.005952754263842272,0.0018587421903694622,0.0071666123154267925,0.0016991627194383279,0.0037463651012713995,
114.688,0.0031229241977148788,0.005928644082763925,0.009769373975781315,0.007132955990141312,0.0022734530052355238,0.003728991534341933,
122.88,0.0007255955126721999,0.005908408423037985,0.010149904870126195,0.007104687526256643,0.0010561017693562131,0.0037144175489753697,
131.072,0.00043402562482697975,0.005891228189876492,0.0032131327641198616,0.007080671895120224,0.0006226275708557386,0.003702049811320852,
147.45600000000002,0.0028849781415607166,0.005863745209758772,0.0006737999609413705,0.0070422233682987355,0.0003124083230671473,0.0036822766903993045,
163.84,0.001409058374395035,0.005842858646457991,-0.0017317271629498933,0.007012976168208064,-0.00032152268523439134,0.003667259346967145,
180.224,0.001954630519066785,0.005826546509282373,0.0030298329757302996,0.006990117213583661,0.00019941475489711427,0.003655537279947531,
196.608,0.0008246559986181952,0.005813519395282259,0.0011283479250536195,0.006971850220089638,0.0026490062188746417,0.0036461800360879076,
212.99200000000002,0.0010464005277455823,0.005802920298675948,0.0014607747708762651,0.006956979946983382,0.0010318928369423943,0.003638569679104049,
229.376,-0.0008717342179344025,0.005794159696968106,0.0019088368088103268,0.0069446834277503335,0.0014926427407533944,0.00363228142470692,
245.76,0.00030558850727346485,0.0057868201421904806,0.0020728666533243283,0.006934377438237128,0.000664999557275215,0.0036270146508952214,
262.144,0.0038279737040426893,0.005780598617936158,-0.00008226174589123917,0.0069256383318226184,-0.002888571973424888,0.0036225512512096606,
294.91200000000003,0.003171517554882117,0.0057706656985479846,0.0005586970978143918,0.006911679973488252,-0.0009397598783881452,0.003615427414116117,
327.68,0.004190568806141143,0.005763133777207908,0.00337334689463434,0.006901090455010759,-0.0014697832246287628,0.0036100274249533126,
360.448,0.00324348090971615,0.005757262182339302,0.00006531840907269157,0.006892831983897074,-0.0002155712282907215,0.0036058189821739505,
393.216,0.0017485452014287602,0.005752580149378364,0.002369885379400745,0.006886244469728676,-0.00004970474721198144,0.003602463932533215,
425.98400000000004,0.0028312348799984636,0.005748775635986464,0.0005928698725977322,0.006880890115048213,0.0006698524398347491,0.0035997382286101247,
458.752,0.0014700007122947876,0.005745634485315989,-0.0016849919473975706,0.006876468305155507,-0.0013969155517297523,0.0035974881595840493,
491.52,0.00013110282449210872,0.005743005347686919,-0.0007648079337065535,0.006872766497417356,-0.0008462473702749684,0.003595605127198992,
524.288,0.0015707400213296775,0.005740778547836118,0.0006188424698650207,0.006869630616192148,-0.002528339937362959,0.003594010456417032,
589.8240000000001,0.0006720592638057988,0.005737227025427042,-0.0011060825243994136,0.00686462808575981,-0.001631520190247851,0.0035914675135964216,
655.36,-0.0008360760707899923,0.005734537126084152,-0.0009106674311534927,0.006860838244701317,0.0004995269574245646,0.0035895418467630394,
720.896,-0.0012299724958922257,0.005732442170998038,-0.0002611632588823354,0.006857886025147685,-0.0006910212823590152,0.003588042308537373,
786.432,0.0006777283539652848,0.005730772955433089,-0.00038883157766738053,0.0068555333610175115,-0.000971453550394802,0.0035868476500937768,
851.9680000000001,-0.000094387016753728,0.00572941748381763,-0.0023125240030538964,0.006853622628961053,-0.00015545790849039453,0.0035858776350309535,
917.504,0.00023057509546853445,0.005728298984996649,-0.0011849085330715155,0.006852045752638369,-0.00046850325779103526,0.003585077272606749,
983.04,0.0014213301631897824, ,0.00022085627614049563, ,0.00037400616693715396, ,
1048.576,-0.0006142211106343145, ,-0.00032422192517274584, ,0.0007306036897949317, ,
1179.6480000000001,-0.0005403020159538967, ,-0.0004817129986963972, ,0.00021132367170107364, ,
1310.72,-0.00025969193680099544, ,0.00016588797633915208, ,0.0006909972903893823, ,
1441.792,-0.0008855963595065259, ,0.000265705955625675, ,0.00009905186079353165, ,
1572.864,-0.0008721747292715777, ,0.00007996111592429705, ,-0.0007221680203658374, ,
1703.9360000000001,-0.00002089820788599894, ,0.0005531047106093022, ,-0.00013708845313787114, ,
1835.008,-0.00030465177788334966, ,-0.0019624458929819563, ,-0.0006526288514334071, ,
1966.08,0.0024677932148837916, ,0.0011862985124256437, ,0.00021081564285365485, ,
2097.152,0.0011093277050836317, ,0.0007957814135522351, ,-0.00046631066007272635, ,
2359.2960000000003,0.0015123127606019701, ,-0.0013756672715453458, ,-0.0001651986876234652, ,
2621.44,0.00007076777386266802, ,-0.0008680997713793376, ,0.00023755018194215123, ,
2883.584,-0.0011896075785553899, ,0.0003318350429915387, ,0.00004305941541076158, ,
3145.728,-0.00022266757330683927, ,-0.001455357739726655, ,0.00053937289958351, ,
3407.8720000000003,-0.00036872949260449966, ,-0.0016804191442047565, ,-0.00021695830926788515, ,
3670.016,-0.0008511627473416924, ,-0.0013868866502035249, ,-0.000144121326612383, ,
3932.16,-0.00014767929256327906, ,-0.0022731159130823394, ,-0.0009293732223982442, ,
4194.304,0.00012336832017131768, ,-0.0005521887470186088, ,-0.000032230976782335844, ,
4718.592000000001,-0.0005307303298678507, ,0.0003274443449933351, ,0.000506800360735806, ,
5242.88,0.0002710164044830568, ,0.0006450715300326357, ,-0.00041467525094294186, ,
5767.168,-0.00042592441410497535, ,0.0007565830961171644, ,-0.00011370986806846728, ,
6291.456,0.00019072179736365132, ,0.0010092088228308895, ,0.00008287093644087367, ,
6815.744000000001,-0.0006459473055318485, ,-0.00006286788261847919, ,-0.0007062154411300977, ,
7340.032,-0.0007094721636908542, ,0.0006325920532675506, ,0.0007610075491291079, ,
7864.32,-0.00019893887615257314, ,0.0006366552364509691, ,-0.00014162525010737748, ,
8388.608,-0.00013527270898130707, ,-0.0009147096463421146, ,-0.000009527730007549192, ,
9437.184000000001,-0.0011960345270340068, ,-0.0003948718879316125, ,0.00014546147319961485, ,
10485.76,0.00045262172447326155, ,0.0002858257281018719, ,0.00011406212355263298, ,
11534.336,0.00003119380387217579, ,0.00020707254795907602, ,-0.00015499751685050416, ,
12582.912,-0.0003880631990132023, ,0.0018539373378459634, ,-0.00017626327349583168, ,
13631.488000000001,0.000347227915278898, ,-0.0014869242656390881, ,-0.00004061120121021669, ,
14680.064,-0.0013884457685879807, ,0.00016989817164695704, ,0.0002651098509511412, ,
15728.64,-0.0002875602142465114, ,-0.0013254007039800893, ,-0.0004407745391706309, ,
16777.216,0.001196001937851933, ,0.0005284381602383679, ,0.00010321336159545676, ,
