Time (ms),2022-02-03_tttr2xfcs_CH2_BIN1dot0_Lex Tb-PEX5-eGFP10_T200s_1_correlation-CH2_2,2022-02-03_tttr2xfcs_CH2_BIN1dot0_Lex Tb-PEX5-eGFP10_T200s_1_correlation-CH2_2 fitted model: ,2022-02-03_tttr2xfcs_CH2_BIN1dot0_Lex Tb-PEX5-eGFP11_T222s_1_correlation-CH2_2,2022-02-03_tttr2xfcs_CH2_BIN1dot0_Lex Tb-PEX5-eGFP11_T222s_1_correlation-CH2_2 fitted model: ,2022-02-03_tttr2xfcs_CH2_BIN1dot0_Lex Tb-PEX5-eGFP12_T244s_1_correlation-CH2_2,2022-02-03_tttr2xfcs_CH2_BIN1dot0_Lex Tb-PEX5-eGFP12_T244s_1_correlation-CH2_2 fitted model: ,
0.016378,0.3297276541670111,0.3470764020962574,0.3630555746006081,0.37172225977668133,0.29796319750663214,0.31149206734470763,
0.018426,0.33388290192595704,0.34452009746934903,0.35702780277483703,0.3694151463752454,0.2954839465498913,0.30880793028893927,
0.020474,0.32995812660750157,0.3420010856486749,0.3586844671755067,0.36713656678642764,0.2887744662511822,0.3061693650239158,
0.022522,0.3299582627954012,0.3395185569862803,0.3509196425068324,0.3648859952433393,0.29506118893874955,0.3035752214751475,
0.02457,0.3298893389356088,0.33707172510250927,0.35066670051388305,0.3626629188170662,0.28486176771967586,0.30102438794296066,
0.028666,0.31702717477540476,0.3322821175494906,0.34457579254709714,0.35829726146649554,0.28469164657320434,0.2960483865578556,
0.032762,0.3117731237202428,0.3276264066495259,0.33516607734058246,0.35403573361090623,0.2787343337434729,0.29123317636708906,
0.036858,0.3072787315046692,0.32309905875987577,0.3290176454128271,0.34987465602316903,0.2770307520638027,0.2865710930235762,
0.040954,0.30951769761682213,0.3186948410105228,0.32606147680353015,0.345810520786139,0.26888781475590195,0.2820549516588733,
0.04505,0.3006322305677944,0.31440880114309405,0.3233066210863964,0.34183998143684763,0.2628364898286337,0.2776780099656027,
0.049146,0.2977031963143615,0.31023624895002916,0.3214317946428451,0.3379598437833845,0.2577957185374222,0.27343393463912213,
0.057338,0.28881510965020873,0.30221405569261467,0.3120395892692551,0.33045870734271493,0.25058426780871157,0.26532091427744153,
0.06553,0.2799960758940643,0.29459536267409925,0.30617612844924236,0.3232842918798002,0.24553199533737335,0.25767230856789436,
0.073722,0.27557386875715983,0.2873504969836202,0.30135374582251595,0.31641572180465144,0.23953672770561107,0.25044938205793094,
0.081914,0.26689006533401605,0.2804526254849475,0.29089455397109343,0.3098338628282578,0.23765712794249416,0.2436175903690678,
0.090106,0.26069817968449893,0.27387742303772905,0.28778333486503915,0.303521144112103,0.23157078443046641,0.23714602829733003,
0.098298,0.25729459866808035,0.2676027861718103,0.282742368599314,0.29746140177936303,0.22517891821672986,0.2310069628876856,
0.114682,0.24510791406542265,0.2558764482912795,0.2733060690145048,0.28604241313900847,0.21466892878922805,0.21962892859549085,
0.131066,0.2379698136173105,0.2451325685749204,0.2623757093075916,0.2754708608377642,0.2058143020929184,0.2093113663323423,
0.14745,0.22879585630906152,0.2352527630869992,0.2537115649121575,0.2656558692812236,0.1980025364240814,0.1999127750738993,
0.163834,0.2204247126150789,0.22613693251548356,0.24615320249751727,0.25651910740326955,0.1898808327195014,0.19131575478294813,
0.180218,0.21262042750901866,0.2176998633032704,0.24041098077421896,0.2479926963094755,0.18359810487591188,0.1834220847800362,
0.196602,0.2071800178329406,0.20986855976855454,0.23824066408000988,0.24001752219296807,0.1800386005325474,0.17614896083662407,
0.22937,0.19587185831880904,0.19578009686372885,0.22389461689400214,0.22552028129048451,0.16527570602039865,0.16319338919732038,
0.262138,0.1848981753292389,0.1834614664730011,0.2120117712815266,0.21268353067672313,0.1549082883926851,0.15199901560144935,
0.294906,0.17661279895099113,0.1725993706977808,0.2025835114948482,0.20123780967633415,0.1466750752777508,0.1422301639065689,
0.327674,0.16853313993303898,0.16295033157603206,0.1921752386704103,0.19096896449680728,0.13702659626448588,0.13363135677573781,
0.360442,0.1602599391806392,0.1543222680034201,0.1860823113854262,0.181704651179521,0.132020400043263,0.12600471474766023,
0.39321,0.15381036181674612,0.14656161369331322,0.17835293958180798,0.17330460718182883,0.12672335376483157,0.1191945905434965,
0.458746,0.14100718239931265,0.13316819963357132,0.16525385767967982,0.15865570900672538,0.1165239657015944,0.10755138631066742,
0.524282,0.13185484094102473,0.12201948606727982,0.15619113441448196,0.14631229763367426,0.1069311526408876,0.09796449718232456,
0.589818,0.12213519588903199,0.11259628348791038,0.14802134792051347,0.1357710277895025,0.09753216771860163,0.08993505981539268,
0.655354,0.11368990102339915,0.10452801755286263,0.13914508951872695,0.12666511080969878,0.09238111083317513,0.08311345333358555,
0.72089,0.10802467421005324,0.09754310623790555,0.13256455027580105,0.11872094742732196,0.08714298899534723,0.07724737483329455,
0.786426,0.10279356991847588,0.0914379752411004,0.12485980266163521,0.11173030041539571,0.080115730031324,0.07215018314303934,
0.917498,0.09397654370087172,0.08127928792997245,0.11377626119366391,0.09999880504473288,0.07166013574053176,0.06373080515388456,
1.04857,0.08507577022716939,0.07317070941874185,0.10309000999418783,0.09054356125659012,0.0661330598890959,0.05706650581579319,
1.179642,0.07895632623668503,0.06655185725321809,0.0946309620855037,0.0827636139023737,0.05953305309341439,0.05166380704921667,
1.310714,0.07324147677279247,0.06104937473225095,0.09007700479378022,0.07625232309176955,0.05577477730298552,0.0471981946209971,
1.441786,0.06881666392641272,0.05640492510349397,0.08395352692167468,0.07072470607023737,0.05253406781289427,0.04344751785250983,
1.572858,0.06356354791934127,0.05243407367942271,0.07897323262973854,0.06597511211649901,0.05026814345622954,0.040254588374449854,
1.835002,0.05911183167070888,0.04600625117337028,0.06959685063022669,0.05823867867464498,0.043035976706168544,0.03511376983619467,
2.097146,0.05420908339006214,0.04103405363324085,0.06310443314131042,0.05221147189323427,0.03849442810254278,0.03116165742224696,
2.35929,0.04955235164758798,0.03707875969549723,0.06016841668304784,0.04738863169664045,0.03524667508799184,0.02803398568743661,
2.621434,0.0434190576677127,0.0338614369554835,0.05898532985214766,0.04344594779656535,0.03370198256631807,0.025501071686945088,
2.883578,0.0385481974480919,0.031196309162014293,0.056970325175237146,0.040165726164218034,0.030437003989710165,0.023410968431282216,
3.145722,0.03699000106309791,0.02895489468510995,0.055772334160849146,0.03739638965371714,0.02771980700668264,0.02165918040139714,
3.67001,0.03142226150319494,0.025401050732869974,0.050878431827366954,0.03298399132253868,0.022170793341809603,0.018893832279615937,
4.194298,0.028254027424587713,0.022717519160913236,0.04685653033679493,0.02963290915594631,0.019839126195326795,0.016816559621832684,
4.718586,0.023501055571777618,0.020625799961773467,0.041361380167989514,0.027007977768034604,0.018537916825534184,0.015204630550291864,
5.242874,0.020954240225492082,0.018954030994685806,0.03667212673122622,0.02490101346531944,0.018069453478929187,0.01392137021931612,
5.767162,0.02081411357897589,0.01759052030079262,0.032318351780370014,0.02317598015353623,0.016672949507502643,0.012878377814688428,
6.29145,0.019709669295130627,0.01645960755672289,0.02965146519952433,0.021740294070104645,0.01449232233897857,0.012016018997629349,
7.340026,0.016555833751462412,0.014698277293157494,0.025871013399186182,0.019494363671142267,0.014690309107078692,0.010678368239060411,
8.388602,0.014022343338651044,0.013396349525962796,0.02043033880307621,0.017825410209604074,0.013488372484581346,0.009694371957316329,
9.437178,0.012362117784415094,0.012399981170264127,0.015599546084752891,0.016542330576546506,0.012107005203128685,0.008944414916564662,
10.485754,0.012361556064576451,0.011616329847929405,0.013624645792565282,0.01552916657838756,0.010616673826332912,0.008356672272071305,
11.53433,0.012037381322760776,0.010986207538752018,0.010888398862547888,0.014711640185036704,0.009738191130442164,0.00788555630526856,
12.582906,0.012869103042477459,0.010470195156036808,0.01165946802133222,0.014040071648895515,0.007452328106864581,0.007500824725289259,
14.680058,0.012028929350022644,0.009679531118689022,0.005944467519350738,0.013006982521504982,0.00816485222388752,0.006913372200618501,
16.77721,0.010588882158033108,0.009106256046543514,0.005284414266687465,0.012254461305348574,0.006042811611023824,0.0064891632385505466,
18.874362,0.010734564436293725,0.00867461763727719,0.0058301643063276565,0.011685670328204754,0.005803418816329398,0.006170832944584703,
20.971514,0.010447749382915594,0.008339843312065076,0.005916873630585906,0.011243075095487326,0.00516863009866575,0.005924636149026775,
23.068666,0.007976795204565512,0.008073904768633884,0.004662408456373113,0.01089049504411696,0.0034594098240949833,0.005729533251950912,
25.165818,0.006267413170558456,0.007858433145065393,0.002639215862351163,0.010604124605913454,0.00416095059294741,0.005571783954356159,
29.360122,0.004330868827585599,0.007532625025670014,0.003717913503153536,0.010169808070833623,0.0030785169834728343,0.005333862784890821,
33.554426,0.0047663981401289135,0.0072999733753911136,0.003968580842810487,0.009858610514205661,0.002071118753373069,0.0051644572427040365,
37.74873,0.003635942153415339,0.007126972423232982,0.004363274582897869,0.009626563204354784,0.0002727978443657353,0.005038776310029402,
41.943034,0.001463527260278319,0.00699418093278506,0.0062565753785841505,0.009448043874820468,0.0015916103189186348,0.004942488421532231,
46.137338,0.0034948981035844984,0.006889616801676911,0.0036063347951376112,0.009307204171464948,0.0005389940334072918,0.004866787612139649,
50.331642,0.0025325131123516975,0.006805531701022445,0.003120315574147048,0.009193764458738322,0.000422000653389043,0.004805994022886917,
58.72025,0.0018961013852838438,0.006679545085104684,0.007670199540208644,0.009023464051270072,-0.0012899250343967328,0.004715050700174196,
67.108858,0.0035931452094963845,0.006590497405295657,0.0045820066977266816,0.008902834664395782,-0.0014699774980659885,0.00465088499882795,
75.497466,0.0023180365586739082,0.006524817086006687,0.001752632981482094,0.008813708650705066,-0.0015253563004058446,0.004603622594279188,
83.886074,0.001617395764663021,0.006474734621470075,0.0012951575012367655,0.008745655015079807,-0.00043433816659099733,0.0045676241480194744,
92.274682,0.0014355297314831983,0.006435513846253775,0.003992058201668147,0.008692300210751833,-0.0012626585812878233,0.00453945863879712,
100.66329,0.0025667884259601426,0.006404120023071469,-0.001090090479958672,0.008649552388869101,0.001270607395182477,0.004516931098190766,
117.440506,0.0019314841566837604,0.006357339984132454,0.007672006161689282,0.008585782128320167,0.0017653014620617746,0.004483392982948195,
134.217722,0.00025821749235155345,0.006324475429263523,0.0028832949178223544,0.008540926206707593,0.0005188933705533305,0.00445985452625385,
150.994938,0.0026094473072566515,0.006300349129713446,-0.0002957895163736568,0.00850796548194861,-0.0003415563758475404,0.00444258778621831,
167.772154,0.0025885080323484466,0.00628202182030326,0.00039999705053617163,0.008482908137918074,-0.0005647175974849983,0.00442947922180382,
184.54937,0.0020521494930787476,0.00626771367673383,0.0025620001613735344,0.0084633336998876,0.0004832962740901614,0.004419250411282119,
201.326586,-0.0004442210089748988,0.006256290467583918,0.0006367047812969595,0.008447697956210394,0.0012929324297454858,0.004411087376120845,
234.881018,0.000554206958203407,0.0062393204160767265,0.002972666376310107,0.008424455783594126,0.0011380400048055517,0.004398966391442971,
268.43545,0.0013145686379956167,0.006227437855315324,0.003037231648171046,0.008408170714546572,-0.0015725639567663041,0.004390483612434948,
301.989882,0.003384400660518372,0.0062187369772355484,0.003413559343006467,0.008396240112387397,-0.0005169976901536755,0.004384274674509358,
335.544314,0.0042720684669674824,0.006212140846860859,0.002432996882781646,0.008387191902534459,-0.0012191758146038456,0.004379569174306178,
369.098746,0.0016375871798630648,0.006206999746072194,0.0026671093246397604,0.008380137324960736,-0.00044768696170127686,0.004375902596112687,
402.653178,0.000602580262729191,0.006202900864233136,0.0026811891700466717,0.008374511353843775,0.0006066029008162666,0.004372979939964703,
469.762042,-0.000059392424756499196,0.0061968214175471,0.001563433979962614,0.008366164304758499,-0.000987325588057697,0.004368646143888007,
536.870906,-0.00011712318060963511,0.006192571934596273,0.002649083987708467,0.008360327796871656,-0.0008208893474128676,0.004365617670225766,
603.97977,-0.0033846352622634024,0.0061894644368829365,0.0019522114646635114,0.008356058650318429,-0.00022363784724466207,0.004363403508595025,
671.088634,-0.004780946951401299,0.006187111124558674,0.003512071579447662,0.008352824953623378,0.0010120855524362593,0.004361726992824108,
738.197498,-0.0035698283963259136,0.00618527849133836,0.004667618103691318,0.008350306304061536,0.00043550897883615214,0.004360421583832635,
805.306362,-0.0034557300815006853,0.006183818406922828,0.002420497236951258,0.008348299384012407,-0.0000185137695520865,0.00435938165916097,
939.52409,-0.0019867175671085535, ,0.005268894730074747, ,0.00029822667524181945, ,
1073.741818,-0.0024202264941339813, ,0.0031245959362744546, ,-0.001161693031006994, ,
1207.959546,-0.004616040283691669, ,0.002898344577456413, ,0.00009067252397132464, ,
1342.177274,-0.002084106804676633, ,0.005340224707285568, ,0.0002488383771317437, ,
1476.395002,-0.002791279273442804, ,0.0038474329434650123, ,-0.0009762552899834631, ,
1610.61273,-0.0012739181069604255, ,0.0059953827498477885, ,-0.0005670685488261551, ,
1879.048186,-0.004270561774989523, ,0.0007983339160624325, ,-0.00854251363985159, ,
2147.483642,-0.002181003430988371, ,0.00023700933731629625, ,-0.010591100935173459, ,
2415.919098,0.0012151261762431975, ,-0.00019802678076041857, ,-0.009479289554890413, ,
2684.354554,0.0008453668805596948, ,0.0009529343943475155, ,-0.007270746278505769, ,
2952.79001,-0.0007202260344814082, ,0.003583136651672536, ,-0.008532830294126104, ,
3221.225466,-0.0013438678186830089, ,0.0030458218029900674, ,-0.0070595055454356626, ,
3758.096378,-0.00048776574247089144, ,-0.01090426423629376, ,-0.00748363045353484, ,
4294.96729,-0.0011023681271360442, ,-0.01209445598211123, ,-0.0091269911123385, ,
4831.838202,0.0009307499691539878, ,-0.011890063811376916, ,-0.00986369934814546, ,
5368.709114,0.0007744233359416874, ,-0.01312505982883616, ,-0.013313776977930014, ,
5905.580026,0.0011989470714830475, ,-0.015121692347615179, ,-0.013334402953760871, ,
6442.450938,0.0027437084091046504, ,-0.012796841592936259, ,-0.01356712290269979, ,
