Time (ms),2022-02-02_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100015_T308s_1_correlation-CH2_2,2022-02-02_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100015_T308s_1_correlation-CH2_2 fitted model: ,2022-02-02_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100016_T330s_1_correlation-CH2_2,2022-02-02_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100016_T330s_1_correlation-CH2_2 fitted model: ,2022-02-02_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100017_T352s_1_correlation-CH2_2,2022-02-02_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100017_T352s_1_correlation-CH2_2 fitted model: ,
0.022522,0.9239728819132169,0.9268380295155662,0.8120764115567458,0.8293357489256866,0.8634803354644782,0.8579435418396787,
0.02457,0.9000284358082815,0.9210431696776763,0.8231390709552195,0.8232292928549221,0.8350480399070159,0.8519045841075655,
0.028666,0.8751389934380385,0.9096660088184098,0.7911450281538381,0.8112811021502103,0.8256623999640642,0.8400762854012914,
0.032762,0.8606990714278926,0.8985637067743714,0.7524809485241271,0.7996733122127948,0.7879540361347785,0.8285695080663729,
0.036858,0.8397478768991462,0.8877264284682672,0.7383820674110957,0.7883915901063524,0.7896559614237106,0.8173713269387024,
0.040954,0.8346547618299165,0.8771448025097183,0.7494991341961663,0.7774223964084844,0.7659991625665421,0.80646950046569,
0.04505,0.8066671817539617,0.8668098941872461,0.734207233591176,0.766752931046338,0.7813684515435153,0.7958524261008619,
0.049146,0.811235943236694,0.8567131803262631,0.7148482357545101,0.7563710835091132,0.7557905249937433,0.7855090991460528,
0.057338,0.800183273647656,0.8372021620086121,0.7056301948638579,0.7364249763752859,0.7298836079614102,0.7656024326771054,
0.06553,0.7787860679081193,0.8185509413335683,0.6756699654925242,0.7174993286395782,0.7025221090258835,0.7466720454375855,
0.073722,0.7658167496091821,0.8007039516018423,0.6685125629586175,0.6995178421260814,0.6879497490807549,0.7286478912860642,
0.081914,0.7528999310184703,0.7836103131931808,0.6560950416243307,0.6824116397212736,0.6651714526773544,0.7114664682584527,
0.090106,0.7207380569757107,0.7672233495763559,0.6367905553068922,0.6661183845412882,0.6678068139292477,0.6950700717611588,
0.098298,0.7277751521663183,0.7515001620781022,0.6191942355795972,0.6505815216490602,0.6439307071709981,0.6794061477508924,
0.114682,0.6985939022906653,0.7218902059692277,0.5993074220441641,0.6215758187825198,0.6209197496098011,0.6500879531498205,
0.131066,0.675569456260968,0.6944996237156952,0.578308899840789,0.5950349082736789,0.6058951419858942,0.6231748213484225,
0.14745,0.656667047143058,0.6690881305011757,0.5483355850499063,0.5706577316394882,0.5758308396022473,0.5983827551361127,
0.163834,0.6367275237332277,0.6454489183761988,0.5313634298327443,0.5481903396876715,0.5602847215793703,0.5754707755771203,
0.180218,0.6188227530530976,0.6234030224357886,0.5181329950206668,0.5274170249286633,0.5475928267304115,0.5542330740204101,
0.196602,0.6023094848372943,0.6027947876891157,0.5002660206431697,0.508153384337502,0.5327053334069891,0.5344928217156439,
0.22937,0.5713373491579423,0.5653638530812707,0.4756623566483087,0.47354226827346046,0.5001446298382912,0.49891365754000694,
0.262138,0.5441852731258865,0.5322531738065831,0.4547461471124432,0.4433254496269324,0.4681464381959741,0.4677336385069415,
0.294906,0.510062287197012,0.5027565794643244,0.42480081613674625,0.41671726678704735,0.44821015586495805,0.44018554832086115,
0.327674,0.4858768920580434,0.47631383888094414,0.40096288702708094,0.3931087983088162,0.42663397537834635,0.41567075761427674,
0.360442,0.4779501559021102,0.4524748121444592,0.3900448732114743,0.3720208107594635,0.40386386904518656,0.3937153293029255,
0.39321,0.4508371322733036,0.43087367450387215,0.37333789788450233,0.3530709782605601,0.39310087156990114,0.3739391596326923,
0.458746,0.41669639923796753,0.39323504003260484,0.3413811871000576,0.3204075391119598,0.3617528625443387,0.33974656647675533,
0.524282,0.38398309870186376,0.3615514531656149,0.31972780877783924,0.29325745977410483,0.33649404531018523,0.31122364428477656,
0.589818,0.3639445872466063,0.33451644038360984,0.2925225592851515,0.27033721254461585,0.31420944265072537,0.28707178247126197,
0.655354,0.34105061324361174,0.31117958056612716,0.2725432154740337,0.2507328914111032,0.2975955894955098,0.2663607349352134,
0.72089,0.3197777975218794,0.2908329506222213,0.2608507169078129,0.2337760996175553,0.279451544147878,0.24840665917719218,
0.786426,0.29844904818562346,0.2729384237707146,0.2484701001231886,0.218966699667394,0.262247389301971,0.23269560161739106,
0.917498,0.26698122140868086,0.24292942614780272,0.22249013755310454,0.19434867338164427,0.23308258736566922,0.2065146136239529,
1.04857,0.23645821382826493,0.21876242857354672,0.2049562487637293,0.17472074525543393,0.21213058576965516,0.18558217831678508,
1.179642,0.2124874707765727,0.19889051746313408,0.18143977901579889,0.15871362087566904,0.19173580782991206,0.1684719926726409,
1.310714,0.19597990313069258,0.1822683165258314,0.16708131187206732,0.1454166120117807,0.17549372324476065,0.15423125736456517,
1.441786,0.1754548054807621,0.16816398420000447,0.15790177965055285,0.13420049870847736,0.1574485383941584,0.1421992650369941,
1.572858,0.1601480421446606,0.1560498799398648,0.14636303460697375,0.12461660575078959,0.14943313743795894,0.1319034552407436,
1.835002,0.14395254566109084,0.13632784695264064,0.13003113296523905,0.109113797846888,0.13416024284677208,0.1152191984028832,
2.097146,0.12932881108120586,0.12097207778919683,0.11381489658494659,0.09713157734657372,0.12005860570815119,0.1022973291050927,
2.35929,0.11636223922560074,0.10869068300697488,0.10391312320420387,0.08760644933393189,0.11123341708494072,0.09200772649546324,
2.621434,0.1061795490601678,0.09865473895729412,0.09599066242687426,0.0798630208697442,0.10784699952423416,0.08363065824069323,
2.883578,0.1006468692341409,0.0903080384584874,0.09282631742389325,0.07345187403136452,0.10052164652279161,0.07668610363476772,
3.145722,0.09613158792693954,0.08326352329383549,0.08502807753577013,0.06806243129500616,0.09109884398537704,0.07084170266189298,
3.67001,0.07905242796174328,0.07204392645581681,0.07586366021910163,0.05952219805429653,0.0795544905026897,0.06156725456685999,
4.194298,0.070175927040524,0.0635269651901326,0.06648731449193201,0.053077808827723456,0.07304278461079794,0.05455696114317579,
4.718586,0.06037161006189229,0.056858208910220934,0.05869277540432538,0.0480575683178805,0.0581346136233416,0.049087942908253725,
5.242874,0.05353478885739227,0.05150722664059637,0.048462448039525485,0.04404728489956547,0.05233874993412435,0.044713610698827,
5.767162,0.04746045648857922,0.047127568142406116,0.04313594922573771,0.04077794850675594,0.04591332254885194,0.04114345575482643,
6.29145,0.0475617895528988,0.04348353620172136,0.0472346306641116,0.03806743101214005,0.04370718348505709,0.0381805264925474,
7.340026,0.0473832231165392,0.037784991529127884,0.0406868118680348,0.03384818939658572,0.03438341519217114,0.03356232189542825,
8.388602,0.042198488066282236,0.03355220435430961,0.028235597388853284,0.030731407796886268,0.02998379742694368,0.03014547343380404,
9.437178,0.03656974060169205,0.03029926244144887,0.0250129272575923,0.028347416523267853,0.02715994489785256,0.027528453050797954,
10.485754,0.04172170566501743,0.027731451389137598,0.03395135980552633,0.026473269972601594,0.028040595327509354,0.025468709627857574,
11.53433,0.03844681015218976,0.02566006149752726,0.03043467762416241,0.024966919243878335,0.026958356614732226,0.023811483221023937,
12.582906,0.025105858488289723,0.023958920075989057,0.02566451603982456,0.023733808369037258,0.02557306715186325,0.02245362620409309,
14.680058,0.02113916052552578,0.021342858408399484,0.021652578724765892,0.021845238949346146,0.021144305397981844,0.020371604018103354,
16.77721,0.01889319073564244,0.019437992155962765,0.015015919706263592,0.02047666108501802,0.018474035747529705,0.01886080691819124,
18.874362,0.01136819324198024,0.017998661195572294,0.016029400229929713,0.019446673766699292,0.013268634170725324,0.017722514482400344,
20.971514,0.013519163563431746,0.016878972098237063,0.017343567644592328,0.018648128354993746,0.009424105151798035,0.016839166997958323,
23.068666,0.015830762021642464,0.015987213350102464,0.016604626283656554,0.018013984004931337,0.006688976858950646,0.016137111905819637,
25.165818,0.014485816827271236,0.015263061320287666,0.013669190201844872,0.017500324698998624,0.010049110231869607,0.015568046226177622,
29.360122,0.008038167135869578,0.01416506926574237,0.010398507009715896,0.016723902836143716,0.011712841611576152,0.01470713576969384,
33.554426,0.0077419712267885465,0.013378557975364209,0.006765526178613479,0.016169694617144154,0.013090285440879645,0.014092021301827348,
37.74873,0.0062521261045831444,0.012792224178324641,0.005683375164329485,0.015757711328646076,0.013874827334439122,0.013634404197935525,
41.943034,0.006825415301293214,0.012341230256243825,0.004645293419663465,0.015441563692137828,0.00808620694149087,0.013283012434654252,
46.137338,0.0020978605025658847,0.01198548359027423,0.002901458427220227,0.015192672626965125,0.0070723419499048035,0.013006226361387893,
50.331642,0.005637369889192723,0.011698985688014444,0.003889611887599731,0.014992563628467728,0.006888673965515624,0.012783588231559713,
58.72025,0.008339935763886697,0.011268953962132455,0.0017610742021036963,0.01469280109235892,0.009780968704727222,0.012449894894818384,
67.108858,0.010233531771004056,0.010964404185831752,0.002757000356728101,0.014480979283267893,0.00425853776720353,0.012213953622395949,
75.497466,0.01569394659372736,0.010739422658288663,0.0038227369209924422,0.01432477207819547,0.0034004875473807594,0.01203987689295473,
83.886074,0.01091590798253006,0.010567654394173405,0.0012859053910450058,0.014205679352959064,-0.0007043962135339088,0.011907109561338385,
92.274682,0.002527053154640413,0.010432999173635264,0.004593490527885047,0.014112426703398129,-0.001548970946129491,0.011803116562620375,
100.66329,0.0074375206688790385,0.010325122277518873,-0.000051202111693737784,0.014037791530603517,-0.0036360173381967398,0.011719863318543706,
117.440506,-0.002290156298002999,0.010164209350128796,0.0012280468969643188,0.013926591225375647,0.003980627994958574,0.011595784089325366,
134.217722,-0.0038484659534991916,0.010051035319807446,0.005229899550254213,0.01384847987276143,0.004017602731467562,0.011508596333279665,
150.994938,0.001718230722582481,0.009967880339473363,0.0037621907775635677,0.013791143331920044,0.0009038732244179837,0.011444580484046181,
167.772154,0.0008351063374301138,0.009904668531836728,-0.0019549096682068834,0.01374759183113572,0.0035282206042417386,0.011395945302360972,
184.54937,-0.0030970046535265805,0.00985529100674411,0.0015084613021352222,0.013713593465187654,0.0026603803669649206,0.011357971855121801,
201.326586,-0.0005392005938469335,0.009815850791562386,0.004261908256821378,0.013686451691459794,-0.006324289846959874,0.011327652343324364,
234.881018,0.002204372156602963,0.009757226875262497,0.00081706565902806,0.013646133191345763,-0.002755528881230318,0.011282605849310727,
268.43545,0.0031967942033379604,0.009716153243984463,0.00009175208531764234,0.013617903906407136,-0.0020766345365226258,0.011251060495057025,
301.989882,-0.0020759102317674527,0.00968606360756158,0.005590668846199964,0.013597234460505847,0.0033784011021138483,0.011227959805669775,
335.544314,0.0004975810319514107,0.009663244311822979,0.004587800470115866,0.01358156565439021,-0.0005032650446005205,0.01121044602129733,
369.098746,-0.0011890112412137332,0.009645453392387609,0.002476536563887688,0.013569353640010084,0.0011528868037145035,0.011196794836072539,
402.653178,0.004860755644472858,0.009631265601712985,0.007188584031267986,0.01355961756833911,-0.0013119592875117103,0.011185910571687824,
469.762042,0.0024736432651275564,0.009610216263766676,0.003556184715464372,0.013545177559698541,-0.00011915905579351627,0.011169766226849178,
536.870906,0.00043222789673369455,0.009595498366273568,0.006890192257698713,0.013535084489338912,-0.00471360104397911,0.011158480825491354,
603.97977,0.0006109318260574259,0.009584733119621004,0.002267230640022655,0.013527703991632776,-0.00016901857472140236,0.01115022785095204,
671.088634,0.0026973492598016957,0.009576579048796026,0.003403041528404538,0.013522114856283528,-0.003107092811938439,0.01114397764857547,
738.197498,-0.0013002414649732064,0.009570228128201944,0.009233693351734074,0.013517762417249416,-0.00133858328360692,0.011139110192167736,
805.306362,-0.0009919528518154141,0.009565167623483983,0.006675764899780834,0.013514294820679569,-0.0034401123474415707,0.011135232133234784,
939.52409,-0.0002850886688697818, ,0.010559173331855742, ,-0.002897618025294646, ,
1073.741818,0.0012024268496486634, ,0.011799122704137854, ,-0.00579104649998563, ,
1207.959546,-0.0023795969383580973, ,0.015491151365405464, ,-0.0021462971774245387, ,
1342.177274,-0.0028178850433974167, ,0.012147144122850895, ,-0.001699245329348953, ,
1476.395002,-0.0019770436514332523, ,0.012265950590580221, ,-0.002310193471937394, ,
1610.61273,-0.00407584910324954, ,0.012437509712686534, ,0.0018395394037831192, ,
1879.048186,-0.011548512661837207, ,0.002691380746529415, ,-0.004549241944706073, ,
2147.483642,-0.014432192669435628, ,0.005017361920343744, ,-0.0038172874478659136, ,
2415.919098,-0.013553273788435405, ,0.00466786629752991, ,-0.008442949027175795, ,
2684.354554,-0.011688467051561124, ,0.0037417412307023667, ,-0.007839020063481805, ,
2952.79001,-0.01318690715433024, ,0.0014547795597952273, ,-0.00994106957485652, ,
3221.225466,-0.0093210280689221, ,-0.0005900435192813802, ,-0.008194719830250996, ,
3758.096378,-0.009273938845530849, ,-0.0010300023368318145, ,-0.012229949369695459, ,
4294.96729,-0.0030568852679040415, ,-0.004121763102480691, ,-0.01677125823642245, ,
4831.838202,0.002222892630437512, ,-0.0021856323175750703, ,-0.0142299926532794, ,
5368.709114,0.005416902804235457, ,-0.006765593770434397, ,-0.011568281782945, ,
5905.580026,0.0028823484735420735, ,-0.006881541229081578, ,-0.012733320293398132, ,
6442.450938,0.0008829109260253265, ,-0.013883000521389688, ,-0.011880170519603439, ,
