Time (ms),0cd20,0cd20 fitted model: ,dirty,dirty fitted model: ,19e3e,19e3e fitted model: ,34a6d,34a6d fitted model: ,484af,484af fitted model: ,714af,714af fitted model: ,34766,34766 fitted model: ,c1204,c1204 fitted model: ,fe81d,fe81d fitted model: ,ff67b,ff67b fitted model: ,
11.0,0.03789808524248863, ,0.32286385946596663, ,0.03672175496467389, ,0.03975573648833705, ,0.037572475076424625, ,0.03702371422897169, ,0.04497765180111852, ,0.04109264745009471, ,0.03570557004844832, ,0.036695026605602164, ,
12.0,0.037513041106513385, ,0.31852974963063996, ,0.03638132055574614, ,0.03939594450683994, ,0.037175263928354914, ,0.03657087362606934, ,0.04459066484051551, ,0.040711950542854855, ,0.035364072503293535, ,0.036275946118052634, ,
13.0,0.0371386766519888, ,0.3144365497243901, ,0.036050914304925956, ,0.039043618849556865, ,0.03678358702235064, ,0.036130977345173926, ,0.044210802767296324, ,0.04033840492981489, ,0.03503181456785552, ,0.035866408432657655, ,
14.0,0.03676980593675926, ,0.31047115333378317, ,0.035725895813407585, ,0.03869749620585269, ,0.03639697578718078, ,0.035698809150012084, ,0.0438380778576589, ,0.039974601928615704, ,0.03470754004724075, ,0.03546482282888475, ,
15.0,0.03640925338710542, ,0.3066650743347903, ,0.03540625017032855, ,0.03835897277756274, ,0.03601473077147637, ,0.035280731412426276, ,0.04347246639703807, ,0.03961454655875191, ,0.034389132751518905, ,0.03507437138066674, ,
16.0,0.03605809408733853, ,0.30303557890156907, ,0.03509247282959728, ,0.03802711025008377, ,0.03563961046132839, ,0.034890465438365936, ,0.043113435463958266, ,0.03926219921059535, ,0.034077569492659825, ,0.03470920854783887, ,
18.0,0.03537352961153322, ,0.29615419746997457, ,0.03448227551416494, ,0.03737808642411278, ,0.03488934157099926, ,0.03417572653073281, ,0.04239976482329221, ,0.038569144180251494, ,0.03346470819931602, ,0.034025364167067765, ,
20.0,0.03471816702682883, ,0.289745717914775, ,0.03389050070028235, ,0.036748372292046555, ,0.03418676250456077, ,0.033527330513536235, ,0.04172460935851667, ,0.037919139525214376, ,0.0328754787800702, ,0.03340418282608613, ,
22.0,0.03408642338250774, ,0.28386367954003316, ,0.033316042235431574, ,0.03613700842100928, ,0.03352364947632799, ,0.0329153351920588, ,0.04107029737480359, ,0.03730455403469531, ,0.032304964101004335, ,0.03280745626473979, ,
24.0,0.03347069846658414, ,0.27827798618624605, ,0.03276030096134895, ,0.03555001051143836, ,0.032897856371160945, ,0.0323395887063635, ,0.040450795995912954, ,0.036720580630132865, ,0.031750595143418, ,0.03223424178860995, ,
26.0,0.03287311501840786, ,0.2728483352717012, ,0.03222017678975438, ,0.03497996612075176, ,0.032302978199045616, ,0.031784743335141516, ,0.039851078159503034, ,0.03616519411847395, ,0.03121526512667038, ,0.031684147007044215, ,
28.0,0.03230172860041738, ,0.26766713220315674, ,0.03169514502062359, ,0.034428007978917534, ,0.03172276476222389, ,0.03125177905441838, ,0.03927068709859689, ,0.03563422786243174, ,0.03069436891856136, ,0.031148497631924378, ,
30.0,0.031748695212857156, ,0.2626959969072292, ,0.031188628015418846, ,0.03389579701799018, ,0.031165594449442512, ,0.030742751972583134, ,0.03871185207761047, ,0.03512447828897971, ,0.030192319232776595, ,0.030635082468563064, ,
32.0,0.03121277749260019, ,0.25793056371932227, ,0.030697578088923667, ,0.03337886548807262, ,0.030624542886145273, ,0.030252168449692807, ,0.03816743228318436, ,0.03462501814217803, ,0.029706262055521338, ,0.030143655559702498, ,
36.0,0.030183326399941462, ,0.2492093585835149, ,0.029763926897430792, ,0.03238965656949591, ,0.029573356333838882, ,0.029317846791710022, ,0.0371322257185362, ,0.033650753091863744, ,0.028777038160933105, ,0.02919161767774337, ,
40.0,0.029227147170498277, ,0.24135320109315217, ,0.028879150871135708, ,0.03144674881126817, ,0.028631885948959948, ,0.028434066730642017, ,0.03616167168028681, ,0.03273204327614485, ,0.027903378716077946, ,0.02830563360846756, ,
44.0,0.028319820635736626, ,0.23422032356883088, ,0.02803526013222937, ,0.030552981460452763, ,0.027742707732854026, ,0.02759504193758976, ,0.03525422953435986, ,0.031857384923645704, ,0.027076100899412064, ,0.027464432911551828, ,
48.0,0.027478169018462353, ,0.22758146022446454, ,0.02722840537090734, ,0.029707824418548752, ,0.026894432564599897, ,0.02679455785646107, ,0.03436158667228627, ,0.03102537910578865, ,0.026287813773067135, ,0.02665969032010344, ,
52.0,0.026682868992638015, ,0.22135647756823648, ,0.026466863417428814, ,0.028908077607869762, ,0.02608371705765713, ,0.026034465639449743, ,0.03350443612518055, ,0.030245013704516308, ,0.02553709041929655, ,0.025894121912354785, ,
56.0,0.02593428120050195, ,0.21546355546762547, ,0.02574204381542384, ,0.02814832804298014, ,0.02531665086500206, ,0.02531431378898164, ,0.032696557082020065, ,0.02950748943784399, ,0.02482552017815771, ,0.025169371758519337, ,
60.0,0.025213429195561125, ,0.20990352176905921, ,0.025053178031359695, ,0.027425702289813232, ,0.024591754231039646, ,0.024632449948558663, ,0.03192105414849278, ,0.02880398804407524, ,0.024151859541863312, ,0.02448141111355836, ,
64.0,0.024539981846071222, ,0.20461846531989675, ,0.024397717633595068, ,0.026735207771541168, ,0.023898835348422236, ,0.023984170770671234, ,0.03117926900623848, ,0.028139654058120946, ,0.023509560763960546, ,0.023820249543572026, ,
72.0,0.02330852524307805, ,0.1954003747506067, ,0.023177303076307807, ,0.025455793223649492, ,0.022605675615299987, ,0.022776081368095218, ,0.029772127151460492, ,0.02688782072583235, ,0.022307284063829255, ,0.02259434584139857, ,
80.0,0.02218312931618259, ,0.18729525491595267, ,0.02204603944200143, ,0.02426973458571459, ,0.02144383624512351, ,0.021666884018245954, ,0.0285378008807603, ,0.025750958715776033, ,0.021204201717511317, ,0.021482768903655435, ,
88.0,0.02113976260544434, ,0.1799272474957009, ,0.021002255359134223, ,0.023181099553045086, ,0.02038618413872033, ,0.02064677468203878, ,0.027419169285985492, ,0.0247075406770254, ,0.020194557468583427, ,0.02046239087501951, ,
96.0,0.020143441307388273, ,0.17326720157482972, ,0.020035701354370557, ,0.02218016540588996, ,0.01943211886364053, ,0.019696441922039662, ,0.026389505443591123, ,0.023735666826859802, ,0.019267489330420707, ,0.01952843532383327, ,
104.0,0.019218488756295466, ,0.16713872001506389, ,0.019141593842909463, ,0.021248355490077316, ,0.018552818152842657, ,0.0188095458830319, ,0.025409638116668378, ,0.02282528624195477, ,0.01840682606797901, ,0.018647286778452545, ,
112.0,0.01837468345473882, ,0.16093283445108683, ,0.018317310472614028, ,0.02038691900155102, ,0.017736008334553466, ,0.01798793003560997, ,0.02450954576623428, ,0.021989803216188174, ,0.01761369774079982, ,0.017832817620342476, ,
120.0,0.017583375578759455, ,0.1549022577276143, ,0.017551099830598105, ,0.019598588989052267, ,0.01699454536889943, ,0.017243657498946595, ,0.023682557197438704, ,0.021216729193768852, ,0.016887760776974483, ,0.017092135065580397, ,
128.0,0.016860666451147123, ,0.14916320443696654, ,0.01683490224806721, ,0.018856367732590164, ,0.016296019513195134, ,0.01654945503501765, ,0.022876546953258223, ,0.020498265013619687, ,0.016201172971346704, ,0.016403605816274536, ,
144.0,0.015597451555714991, ,0.13910958744313878, ,0.015513585017793553, ,0.017499505442688027, ,0.015068486644798573, ,0.015295088389917397, ,0.021383468138996123, ,0.019177024452536728, ,0.014978917291367142, ,0.015151603324033147, ,
160.0,0.014512928730552996, ,0.12944968771504742, ,0.014336181835258484, ,0.016304049354743298, ,0.01397667570338356, ,0.014182071482802556, ,0.020077111110051653, ,0.018017294490620693, ,0.013894991800652083, ,0.014042564807999088, ,
176.0,0.013533835884703993, ,0.12095145368987384, ,0.01330173477173149, ,0.015241324230637544, ,0.013026213672512896, ,0.013178422322301086, ,0.01893761190050911, ,0.016996881219052615, ,0.0129358589496216, ,0.013079742167251092, ,
192.0,0.012671276397739612, ,0.11321771059747941, ,0.012390764178740533, ,0.014312905032376097, ,0.012182462217510273, ,0.012293311731494847, ,0.017920052044404423, ,0.016090341106813642, ,0.012090006666233093, ,0.012226036077442364, ,
208.0,0.011900845969972462, ,0.1068180556584654, ,0.011564037044283597, ,0.01347075674402037, ,0.01142633037294595, ,0.01152063625731509, ,0.01697036051193637, ,0.01527887695704023, ,0.011351193747160563, ,0.011476772256837403, ,
224.0,0.011246325407658615, ,0.10052245192569292, ,0.010876315622833014, ,0.012741261222293132, ,0.010774602467536856, ,0.010846237199592082, ,0.01612016195770709, ,0.014560119920544918, ,0.010701821689285358, ,0.010818672183164823, ,
240.0,0.010660749213194999, ,0.09469451947506362, ,0.010281496174078105, ,0.012089715366764306, ,0.010177130013581295, ,0.010225583237830498, ,0.01538391865281388, ,0.013911337999161333, ,0.010116800888624133, ,0.010224523206411557, ,
256.0,0.010121674325593268, ,0.08965206090117135, ,0.00971979039142449, ,0.011493593602601656, ,0.009638419154842542, ,0.009662050993853531, ,0.014712851546788709, ,0.013309582176700684, ,0.00958319835500958, ,0.009658797471197484, ,
288.0,0.009044150956573392, ,0.0811161346261118, ,0.008692617220295537, ,0.010479443808518774, ,0.008707076872856562, ,0.008661869041689802, ,0.013486920701030318, ,0.012214748351489037, ,0.008628102129839835, ,0.00867368786259045, ,
320.0,0.008062941324480231, ,0.0736531688717029, ,0.007770977687439679, ,0.009498091002562766, ,0.007832527636114634, ,0.007731177522322971, ,0.012393707865863746, ,0.01121669979307152, ,0.007725540863295505, ,0.007755837956884819, ,
352.0,0.007265779191639466, ,0.06685805354221278, ,0.006906147662233606, ,0.0085575353274069, ,0.007017874836406609, ,0.006891916532003254, ,0.011369087089697553, ,0.010313858877874374, ,0.006895655308582657, ,0.006935932289974004, ,
384.0,0.006543999121723667, ,0.06168258944157666, ,0.0061953072179600594, ,0.007748745213999108, ,0.0063147791691181, ,0.006190934775579562, ,0.01047681147661568, ,0.00952521949943817, ,0.006184702300249454, ,0.006232743101899145, ,
416.0,0.005928161695324157, ,0.05634772051570811, ,0.005580762655805908, ,0.007038403495205799, ,0.005684186687433811, ,0.005561844943446181, ,0.009647794992720948, ,0.008807875464785831, ,0.0055666724828907785, ,0.005599022669669125, ,
448.0,0.005312321131355651, ,0.05241568100409495, ,0.005030196229850187, ,0.006387914692850731, ,0.005116180232653278, ,0.005001479890269992, ,0.00887131892626972, ,0.008162835799154831, ,0.005005323215523597, ,0.005042000832068725, ,
480.0,0.004794310726308441, ,0.049229109381121815, ,0.004541617002883826, ,0.005827636847416979, ,0.004636244505110091, ,0.0045454144156060056, ,0.00819583154042655, ,0.0076275444553375845, ,0.004527403286387989, ,0.004562726667012801, ,
512.0,0.0044253228518616175, ,0.04665118119527809, ,0.004172247431079591, ,0.005389555168291132, ,0.004277635212901997, ,0.004230621676374486, ,0.007666823134241688, ,0.007213528561934948, ,0.004183963407818284, ,0.004208351958360538, ,
576.0,0.0038604715832710446, ,0.0417423207651882, ,0.0035723963513495014, ,0.004641518428249535, ,0.003706759067531579, ,0.0036476152442361685, ,0.00666152659685809, ,0.006459960859682937, ,0.0036104688907069088, ,0.0035955678200220325, ,
640.0,0.0032283598184480703, ,0.03646903307439061, ,0.003070072626841459, ,0.004050354351698246, ,0.0031833377306954716, ,0.003183352263756563, ,0.005851852361774243, ,0.005864384239169016, ,0.003138370177179558, ,0.003109461698447892, ,
704.0,0.0027948720367199464, ,0.03153055983364084, ,0.002695172752396502, ,0.0035479758894013218, ,0.0027829577639286586, ,0.002775804301783178, ,0.005125886511850835, ,0.005304739934085234, ,0.002783401731582526, ,0.0027407031001983407, ,
768.0,0.0023850389794376928, ,0.02816831240762743, ,0.002346433387183803, ,0.003083115426186491, ,0.002341167728661945, ,0.0024014093624732543, ,0.0045124863114622, ,0.004652978745084807, ,0.0024208939692295364, ,0.002350359795321426, ,
832.0,0.0020458305240476566, ,0.026788306693852064, ,0.0019056136476870557, ,0.002552840713393963, ,0.00195718963270063, ,0.0019328342065397888, ,0.0038015741543950196, ,0.003998140513089785, ,0.001984629399709494, ,0.0018836321386687986, ,
896.0,0.0015213625040513797, ,0.023925533551179493, ,0.0014756930447106242, ,0.0020550791672240597, ,0.0014646643713072166, ,0.001485832482906761, ,0.003003414067413103, ,0.003303448764185918, ,0.0015140632717719734, ,0.0014047396277373815, ,
960.0,0.0011118362164190614, ,0.021063527251614384, ,0.0011525307549633051, ,0.0016673061849054758, ,0.0011867400529774626, ,0.0011007228569037703, ,0.0024854308226571462, ,0.0027733688300495105, ,0.001234521402989484, ,0.0011163163799912763, ,
1024.0,0.0009046390252860809, ,0.017357713032348936, ,0.0009923516943470328, ,0.001462344410849241, ,0.0009994616011063731, ,0.0009295535384263329, ,0.0022315102793199, ,0.0024383753678305408, ,0.001064910697281867, ,0.0009349619607424971, ,
1152.0,0.0004396622085466764, ,0.013040910945431581, ,0.000594962956795718, ,0.001049426432544573, ,0.0006153237813088948, ,0.000528866766601076, ,0.0017094718809313732, ,0.0017380841253310847, ,0.0006794140623693495, ,0.0005460181847045947, ,
1280.0,0.0002813453956315693, ,0.010446524477216978, ,0.00024750753933252173, ,0.0006969139491839295, ,0.0003632549609872787, ,0.0002860384311948057, ,0.001251373774089206, ,0.0012630308444536013, ,0.0003639539708287766, ,0.00034228046607428624, ,
1408.0,0.00012158573483629816, ,0.009138360706198606, ,-4.3469334283625154e-05, ,0.0004271183582045003, ,0.000141122795993963, ,0.00013621702692034887, ,0.0008931743049003907, ,0.0008249660142951578, ,0.00014276477350840075, ,0.00018005879494897248, ,
1536.0,-2.921769689619331e-05,0.042150035546409455,0.006737934181836825,0.38865173182864376,-0.00024788630319644907,0.04064548736911386,0.00020390542878524732,0.04364440064591348,-5.549251744117289e-05,0.042159626277171444,-0.0001013407798829774,0.04131557991662129,0.0005432143475044541,0.049454268519106406,0.0003967317582488995,0.04532942522448927,-6.533379110234588e-05,0.04008264007433397,-8.476550274948378e-06,0.041755217940192664,
1664.0,-0.0002618425932466454,0.041694541572555414,0.0040861616165057055,0.3791386932603961,-0.000590780186546643,0.040228789815052526,-0.00017157000362354042,0.04322747810225688,-0.00036925993489998255,0.04162950132699016,-0.00041504942201128216,0.040860618368793095,-4.037368741090064e-06,0.04897524295374068,-9.066150918028198e-05,0.044868586001230074,-0.00037439883481833947,0.039436322092599764,-0.00029096084529408326,0.04105681851800546,
1792.0,-0.0004049581733968911,0.04124823165078729,0.003908962957884796,0.37058884385851415,-0.0008967967413838886,0.0398200187561426,-0.0005666308595508094,0.042818008750464744,-0.0006289871309490991,0.041117516214633616,-0.0006627765136875881,0.04041500353795753,-0.0003447026039274143,0.048507301962354296,-0.00043810426631217135,0.044417944083645945,-0.0006417979700633241,0.03892311660055385,-0.0005531133234981941,0.04043685574497911,
1920.0,-0.0006161236558851618,0.04081083078856213,0.004232325617795141,0.36283512712397303,-0.000992403039908317,0.03941895015442354,-0.0007971989030566589,0.04241576441538578,-0.0007380431419321367,0.040622063451269744,-0.000846482097364796,0.03997845032462367,-0.0006939041451921841,0.048050000706123794,-0.0007445290186046021,0.04397715406803783,-0.0008136604818796294,0.03846498601669298,-0.0006705224173021675,0.039871961673255324,
2048.0,-0.0006107601697022863,0.040382074863426404,0.0025536029733727143,0.355747862256541,-0.0009335192408551999,0.03902536833620814,-0.0008783839959491828,0.04202054568269978,-0.0007032522905216676,0.040141792927563535,-0.0008992199423738324,0.039550685107641384,-0.0007922104919722357,0.04760291944117265,-0.0009704539461608003,0.04354588604176499,-0.0007946607352755479,0.038037275671794456,-0.0007394493925412146,0.039347904473725805,
2304.0,-0.0009257175447698284,0.03996171009117151,-0.0007765415122776176,0.3492248179605916,-0.0011572026579958422,0.038639065605350534,-0.001424999313386453,0.04163216592785951,-0.0010917043325156005,0.03967555711132072,-0.0010583093011419852,0.03913144517229839,-0.0012670177497351982,0.047165661731087834,-0.0013601948376824992,0.04312382472393084,-0.001036794521604824,0.037629649416367775,-0.0010765110597508124,0.03885549175238806,
2560.0,-0.001128070906681672,0.03954949252491283,-0.004499969889784552,0.34318429113943594,-0.0012132888352754082,0.038259841877774765,-0.0015305453223816183,0.04125044711614202,-0.0011046343949858983,0.03922236999853459,-0.0010325631340382985,0.038720478172273545,-0.0014067420675949658,0.04673785281132945,-0.0015605973450902322,0.04271066866264646,-0.00100789349927697,0.03723695292179013,-0.0010576404613832867,0.03838849820088467,
2816.0,-0.0013669453734349503,0.03914518758301465,-0.0054784816169891806,0.3375601801493885,-0.0013608656258459935,0.03788750433591278,-0.001660299943388186,0.04087521823044839,-0.0011992076703248404,0.03878137593196886,-0.0011914266919976976,0.03831754162313115,-0.0017222596168398729,0.046319138090643176,-0.0017623655564361677,0.0423061294845733,-0.0012056937245914989,0.03685628397203682,-0.001124504553703249,0.037942539282602834,
3072.0,-0.0016677734010770652,0.038748569603941574,-0.006331296524549544,0.3322984127238594,-0.0016945689829286595,0.03752186710179783,-0.0022677371434708105,0.040506314496747076,-0.001561808326447856,0.03835182560894665,-0.0015443358595321859,0.03792240242521988,-0.002092460689574501,0.04590918177623214,-0.002099995265651376,0.04190993119281516,-0.0015555070892153684,0.036485850481450366,-0.001563918175669287,0.037514422670613445,
3328.0,-0.0015831770515999574,0.038359421426261274,-0.010853774964853074,0.32735431301285894,-0.0017865931769228559,0.03716275092764877,-0.002428827360302747,0.04014357690735932,-0.0016144515172703355,0.03793305740107343,-0.0017902349481922345,0.03753483641400388,-0.0020668142067200392,0.045507665610889446,-0.0021954661199906763,0.04152180950956398,-0.0016927437275839293,0.03612446092743195,-0.001793312895133708,0.037101756574399875,
3584.0,-0.0014593883794317066,0.03797753399215624,-0.010727786757537008,0.32269063175361457,-0.0016422972986984202,0.036809982902863206,-0.0024373039170299975,0.039786851874985825,-0.0015493856129275097,0.037524482649760084,-0.0016392844261199323,0.0371546279360033,-0.0019224871999069934,0.045114287711562145,-0.0021061318365184216,0.04114151126020641,-0.0015606453821233608,0.03577127305060545,-0.0016436148286759686,0.03670270355689261,
3840.0,-0.0017015828226601935,0.037602705972923575,-0.010063805119904524,0.31827605254664265,-0.0015649564564025947,0.036463396176412956,-0.0025536100652998844,0.03943599095279521,-0.0015938576847509226,0.037125573973085677,-0.0017136229348349917,0.03678156944865879,-0.0018327385128927341,0.04472876149993564,-0.0020752290264441065,0.04076879379587161,-0.001578764787787047,0.03542565993917644,-0.0015954351199832524,0.03631582043367627,
4096.0,-0.0012794865249369557,0.03723474341505302,-0.013353526434522488,0.31408404516107435,-0.0010823092243236311,0.0361228296937057,-0.0021957415964440584,0.03909085059250538,-0.0011749121039995444,0.03673585587873949,-0.0012438990167661554,0.03641546114255983,-0.0013469766868447165,0.04435081471661304,-0.0016638590272440214,0.04040342445165027,-0.0011662725003734387,0.03508713409807967,-0.0011897242099979687,0.03593995104386065,
4608.0,-0.0010050128555572474,0.03687345940557624,-0.013648203577383052,0.31009197529567445,-0.0011343908473312088,0.03578812794704063,-0.0020220685911280416,0.03875129192705869,-0.0009492176454961805,0.03635489716110161,-0.0009587432448945306,0.03605611058459219,-0.0015189784974294926,0.04398018851133612,-0.0017062667635170444,0.04004518003793996,-0.0010111464491686577,0.03475530214226177,-0.0009536757540118676,0.035574152561939215,
5120.0,-0.0011698611756239246,0.03651867375547397,-0.015808602522247382,0.3062804062682867,-0.0009528552441003689,0.035459140738846026,-0.0015832040038390872,0.03841718057093029,-0.001204113088183562,0.03598230469187048,-0.001212403638268943,0.03570333238066539,-0.0020535597873505107,0.04361663660246478,-0.0024009653084676166,0.039693846362577646,-0.0011975310897633573,0.03442983657883143,-0.0012663308539696647,0.0352176436976971,
5632.0,-0.0019167607394974702,0.036170212700014415,-0.011272237058068034,0.30263254601866035,-0.001592501409972,0.035135722956941236,-0.0015306154089710562,0.03808838643415702,-0.0016568589154080397,0.03561771830889916,-0.001676557045562441,0.035356947856778155,-0.0027502231817881804,0.04325992449961648,-0.003264110799087903,0.039349217781607014,-0.0016215037759357716,0.03411045757570671,-0.001662200783719239,0.034869767540517925,
6144.0,-0.0018733602769332532,0.03549159974777995,-0.0148058516781839,0.2957714419129228,-0.001808992032276851,0.034505039380372124,-0.0022036666135427925,0.037446249898684086,-0.0016941743354419606,0.034911263252314216,-0.001736117106574895,0.0346826769591812,-0.002638559738446803,0.0425661364413062,-0.003389616622350342,0.038679293557395876,-0.0017224261120246719,0.03348900907682614,-0.0016490638586974561,0.034197751765657924,
6656.0,-0.0013943194878599159,0.03483634849880334,-0.012291057556679637,0.28941243289437624,-0.0013909872781015212,0.03389501017932429,-0.0016894235831879981,0.03682392111296994,-0.0014050829624191567,0.03423316538152904,-0.001561996956078251,0.034031991830068414,-0.0025035118084734856,0.041897158172732256,-0.003726688486386798,0.038033917727051954,-0.0014570376089274547,0.03288929428005374,-0.0015404172671980604,0.03355446551125126,
7168.0,-0.0015094551791367992,0.034203273003328004,-0.012233349594874501,0.28348078011998923,-0.0016151471369162272,0.033304637079076195,-0.002098079290545555,0.03622049735607521,-0.001670206279611176,0.03358137623730503,-0.001573345267388504,0.033403676208307004,-0.003261052755645826,0.04125147123614827,-0.004495380664928067,0.03741171281732195,-0.001689089983595677,0.032309932920318786,-0.0015749578140801877,0.032937095419814856,
7680.0,-0.001659141122515759,0.033591266248368314,-0.012205343388231996,0.27791743501582433,-0.0015001420044882252,0.03273298511686565,-0.001960578627709654,0.035635129983416315,-0.0016134646696507775,0.03295410093995222,-0.0016137646133463062,0.032796596045788336,-0.004199534340718733,0.04062768833717237,-0.004646168243630287,0.036811403148412976,-0.00163245809684174,0.03174973526027825,-0.0016931560780500134,0.032343389316508056,
8192.0,-0.001473129608103555, ,-0.01650104329487173, ,-0.001026454225527434, ,-0.0010710666431853894, ,-0.001189011142553184, ,-0.001386287310060829, ,-0.004455178388195296, ,-0.004695482687311875, ,-0.0015092755434474863, ,-0.0013326184299263914, ,
