Time (ms),2024-01-23_multipletau_mod-filtering_0dot069_0029_correlation-CH1_1,2024-01-23_multipletau_mod-filtering_0dot069_0029_correlation-CH1_1 fitted model: ,
1.0,0.06676255373062578,0.0651077054850552,
2.0,0.06454278673959357,0.06465982266373392,
3.0,0.06361551234035501,0.06421745382190291,
4.0,0.06331327560434263,0.06378049775688632,
5.0,0.06324148180094213,0.06334885572755843,
6.0,0.06308252453967222,0.0629224313799557,
7.0,0.06270279036434312,0.06250113067557027,
8.0,0.061981529665821045,0.06208486182221265,
9.0,0.0614864392464729,0.061673535207337066,
10.0,0.060576347354302396,0.061267063333727556,
11.0,0.05983737876348272,0.06086536075744789,
12.0,0.059796262581310655,0.060468344027963083,
13.0,0.05909601045819901,0.06007593163034394,
14.0,0.05878802765097624,0.05968804392947119,
15.0,0.058673729262941565,0.05930460311615812,
16.0,0.0584658444668249,0.058925533155116214,
18.0,0.05698810417057243,0.05818021021828983,
20.0,0.05583397860127581,0.05745150044652232,
22.0,0.05547050268072895,0.05673885450374172,
24.0,0.05490017086208976,0.05604174700919411,
26.0,0.054608394185174935,0.05535967524572846,
28.0,0.05386003639524417,0.05469215795077184,
30.0,0.05253518781579625,0.0540387341838842,
32.0,0.052020228651025624,0.05339896226529296,
36.0,0.050946478505955684,0.05215869764464059,
40.0,0.04991809366032829,0.05096817952418665,
44.0,0.04924792825806312,0.04982447377990498,
48.0,0.04837422483839182,0.048724872584115377,
52.0,0.047389339081617576,0.04766687300160302,
56.0,0.04635926932303591,0.04664815796997845,
60.0,0.04584404866770497,0.0456665793600737,
64.0,0.045947346060889904,0.044720142855734335,
72.0,0.04648203430965947,0.04292540821791896,
80.0,0.04669571674708095,0.041250595594348474,
88.0,0.04592737721039741,0.03968407400162695,
96.0,0.043722440236135585,0.038215669439212195,
104.0,0.042133847002579605,0.03683644367656775,
112.0,0.04031131811127553,0.035538512156458126,
120.0,0.038162924211023075,0.03431489317586167,
128.0,0.03586693732101831,0.03315938225118095,
144.0,0.032364727694915274,0.031031138033110514,
160.0,0.029790924800094265,0.02911608227739678,
176.0,0.02730841761796765,0.027383709879410863,
192.0,0.024356825984520825,0.0258090707405714,
208.0,0.021699011423675696,0.02437156036252474,
224.0,0.02066853031139826,0.02305401322363909,
240.0,0.01972358146246389,0.021842014042791624,
256.0,0.019943057633944772,0.020723368191328726,
288.0,0.019859807676382957,0.018726079048212007,
320.0,0.01990946206935007,0.0169953986314944,
352.0,0.018634990670614027,0.015481284397080977,
384.0,0.017080630854796386,0.014145480356380517,
416.0,0.015478683469545507,0.01295823992418569,
448.0,0.008614786601980784,0.011896084587626643,
480.0,0.005089945116102834,0.01094023554902358,
512.0,0.005342535270668636,0.010075493835448843,
576.0,0.002683123411617805,0.008571762809548293,
640.0,0.006165787905842768,0.0073087931974368855,
704.0,0.00882035552784588,0.006233048603927717,
768.0,0.010373490383325468,0.0053057699958918726,
832.0,0.008133160761734093,0.004498206184037236,
896.0,0.0025162026598655185,0.0037885795728717572,
960.0,-0.0031151741806659805,0.0031600927327671696,
1024.0,0.0010033463217005156,0.00259958178770537,
1152.0,0.0068770974112764005,0.0016426802356087292,
1280.0,-0.005608012209282975,0.0008559590927763889,
1408.0,-0.010556298286226062,0.00019772699527431572,
1536.0,-0.007693191697899504,-0.00036111729230438577,
1664.0,-0.013462378209615156,-0.0008415037896093384,
1792.0,-0.016147447549787808,-0.0012588711378450088,
1920.0,-0.01760274823634067,-0.0016248566986788093,
2048.0,-0.017712144624855042,-0.0019483986471407477,
2304.0,-0.011991243833804788,-0.002494615931583629,
2560.0,0.0018378470796396318,-0.0029379951852857135,
2816.0,0.0008283266888942098,-0.0033050801286584335,
3072.0,-0.005386882469135212,-0.0036140031684030096,
3328.0,-0.004347854538068074,-0.003877572601781077,
3584.0,-0.003687187218235799,-0.004105093090665903,
3840.0,-0.007931112246929328,-0.004303486978047444,
4096.0,-0.0021492465373131875,-0.004478010866916788,
4608.0,-0.0005245252948071766,-0.004770829739753946,
5120.0,0.007107795679886397,-0.005006853620094753,
5632.0,0.009212747505336072,-0.00520114558449651,
6144.0,-0.000515897849025504,-0.0053638746969794145,
6656.0,-0.009003431905660664,-0.005502154283173657,
7168.0,-0.006118200049259004,-0.005621109516787994,
7680.0,0.00499582605246629,-0.005724526657324429,
8192.0,0.027274594210654035, ,
9216.0,-0.0015645851375095665, ,
10240.0,-0.022458743218862764, ,
11264.0,-0.009972095103280565, ,
12288.0,-0.0019927954360224875, ,
13312.0,0.025368329473234086, ,
14336.0,-0.007412815656661187, ,
