Time (ms),dirty,dirty fitted model: ,0cd20,0cd20 fitted model: ,19e3e,19e3e fitted model: ,34a6d,34a6d fitted model: ,484af,484af fitted model: ,714af,714af fitted model: ,34766,34766 fitted model: ,c1204,c1204 fitted model: ,fe81d,fe81d fitted model: ,ff67b,ff67b fitted model: ,
0.001146,1.2336443802528625,1.2014774627105473,0.9999451433014045,0.9628013570532222,0.46407575880496316,0.45261322113176783,0.25074223889986946,0.24781258001820633,0.5057953345915442,0.4835889527575092,0.4747907825603904,0.4535811185762653,0.26237247998118257,0.24529701540718984,0.17732857377181382,0.17006069761553522,0.600224032093098,0.5807950304064239,0.6740527996268706,0.6490337213051646,
0.001274,1.2382341464681805,1.2003991858065506,0.9912397928696401,0.9618040432480215,0.469841378388286,0.4519598590376495,0.2474221018347315,0.2448064009766642,0.49827945466741047,0.4829176416073411,0.4670274481397132,0.45290020271572856,0.25746230200731285,0.2446993149873682,0.1611713795555015,0.1675760914803992,0.6045957186568419,0.580053875519083,0.6714181954260708,0.6481956151732857,
0.001402,1.2181412207100575,1.1993238948744547,0.9868107122601035,0.9608094793472217,0.4632972756988545,0.45130850498231184,0.24070273530960323,0.24224263973527915,0.49376334721598125,0.4822483596874127,0.46552457715466206,0.4522214990461268,0.2498759368821624,0.24410506902795612,0.17189354139224117,0.16546051046386404,0.5908311607298281,0.5793148772901803,0.6621806108140746,0.6473599910050994,
0.00153,1.2237951122792134,1.198251579810171,0.9814009051946585,0.9598176558242787,0.46920358262733763,0.4506591514126351,0.23636709239874368,0.2400168000753163,0.4981325286274042,0.4815810994126404,0.46309077909028834,0.4515449984990492,0.2431139333106514,0.24351424763921944,0.16211506463096947,0.16362676558826447,0.5916605967775729,0.5785780278442262,0.6598902293257557,0.6465268398073483,
0.001786,1.212460757961367,1.196115837046364,0.9774415877379006,0.9578421919809065,0.45226325726665273,0.44936641567243013,0.23591477100292813,0.23630296315685576,0.48759926262057013,0.4802526136130941,0.46087514330683244,0.45019857071176206,0.24336103710114015,0.24234276072908761,0.15375789098151602,0.16057456457149089,0.5852269753840624,0.5771107439559454,0.6515602138196436,0.6448679205249558,
0.002042,1.2046536126636223,1.193991877391373,0.9633200888774439,0.9558775762041656,0.4597882653210887,0.4480815920087607,0.23389365154703162,0.23327826283311218,0.4870258531330346,0.47893212414559955,0.4534784192190743,0.44886084765517176,0.24646543699766474,0.2411846219276781,0.16208321334937748,0.1580969049118206,0.5855171016438593,0.5756519614754266,0.6517844746084677,0.6432187860773866,
0.002298,1.199796680212029,1.1918796212843574,0.9629080746507016,0.9539237335347658,0.44978180986473426,0.4468046211021834,0.22963300270982448,0.230721579289623,0.4815994952714636,0.4776195714365906,0.44658406937467066,0.44753175830192565,0.24322963356818236,0.2400396041751231,0.16192360352777582,0.15600930047225214,0.5786744357551935,0.5742016185195089,0.646918827231827,0.6415793657690216,
0.002554,1.192418649796912,1.1897789897233717,0.9575745695215926,0.9519805895636697,0.44527789678676644,0.4455354441178244,0.22795786175579702,0.22849740493619516,0.47642754876327337,0.4763148963977784,0.45265943010027,0.4462112322889309,0.23678947692568272,0.2389074855324298,0.1438781055486795,0.1541986981164582,0.5756028265013224,0.5727596536965087,0.6448749013690912,0.6399495894528425,
0.00281,1.1828762089841427,1.1876899042613758,0.9438127110967611,0.9500480704279273,0.43983248417276966,0.4442740027011598,0.22222776361447727,0.22651813531135256,0.47092359547512275,0.4750180404219299,0.44263955268921473,0.4448991999103554,0.23299204868185572,0.2377880490379265,0.14913485999883133,0.1525920135225449,0.5712416741495617,0.5713260061020803,0.6326947670079272,0.6383293875259691,
0.003066,1.1840032323776488,1.1856122870022734,0.9494312324061379,0.948126102806545,0.4431198513419496,0.44302023897383297,0.2227553742580831,0.22472466483413708,0.4737483257044332,0.4737289453786873,0.4432169976363517,0.4435955921107126,0.23722268617322073,0.23668108256851,0.14630101107144639,0.15113994052229557,0.5718181872076475,0.5699006153151116,0.6395440053089716,0.6367186909252343,
0.003578,1.177055127751678,1.181491148239501,0.94087212508212,0.9443135315081044,0.43565875091019385,0.4405355154297905,0.2170519181830701,0.22154153745438082,0.4690875879899194,0.47117380792814784,0.4383840367037633,0.44101337723708234,0.22894161066319488,0.2345037346049896,0.15264272562039066,0.14857151966296842,0.564431029015266,0.5670743648709176,0.6294120526345534,0.6335255401217889,
0.00409,1.1671165685151474,1.1774149611363791,0.9272681540587182,0.9405422997845372,0.42948737087784206,0.4380808198257454,0.215411486070592,0.2187354469161525,0.4604392400388298,0.4686490283843415,0.4312153631933522,0.4384640479733819,0.22706234370123654,0.2323738364408292,0.14638138387777003,0.14631613510970354,0.5528664304261106,0.564280428506106,0.6241800418629049,0.630369595165639,
0.004602,1.1623393289610258,1.1733831219605237,0.9264777845088034,0.9368118401642481,0.42717493138903323,0.43565570585927055,0.21157410853456923,0.21618724432744424,0.46093915052284457,0.4661541584542906,0.42437730526147444,0.43594707460143356,0.22542182574522773,0.2302898521541996,0.1428051609448453,0.14427443076763025,0.556326990837929,0.561518339838101,0.6170181246836679,0.627250322538389,
0.005114,1.1578688302978137,1.1693950354240181,0.9222615791352445,0.9331215934611837,0.4303825794335156,0.43325973445833343,0.20966353318462702,0.21382510412366387,0.45567689828554364,0.463688757086726,0.4238634561913934,0.4334619371722154,0.22287169898093265,0.22825031140483382,0.1394372813162349,0.14238652882254932,0.5516218107826454,0.5587876398345712,0.6166835782077167,0.6241671969450042,
0.005626,1.1484352307075676,1.1654501145633422,0.9124385061157747,0.929471008650119,0.4196490088589529,0.4308924736565051,0.20599786411614554,0.21160322095438103,0.4525237850073252,0.46125239034729154,0.4232175579414574,0.43100812530337834,0.21555776762599496,0.22625380597070466,0.13420248796262604,0.14061425640961187,0.545835601775814,0.5560878766906423,0.6062639685834265,0.6211197011809886,
0.006138,1.1451444612536124,1.1615477806210297,0.9143093048947942,0.9258595427438687,0.4176669930706743,0.42855349847046253,0.20412959186713206,0.20949103717933917,0.44885958224479644,0.4588446312960421,0.417872585283018,0.4285851379814781,0.21458067053741003,0.2242989865018829,0.1367958033741831,0.1389321584514312,0.5444960656305986,0.5534186057082722,0.6066148777236031,0.618107326001803,
0.007162,1.1374031953597994,1.1538685987937676,0.902025546045479,0.9187518351637797,0.41714383933235516,0.4239587392086946,0.2019872704813333,0.20551719250574435,0.44287851758617997,0.4541132627510353,0.41478411820613376,0.42382967861463067,0.21787317854365096,0.2205092843398449,0.1367320846131386,0.13577307292288013,0.5367016271369157,0.548169796261345,0.6008013893720936,0.6121859394514618,
0.008186,1.1277485848855542,1.1463530196132097,0.8942936421382605,0.9117942830367226,0.4064465614228629,0.4194721919539287,0.19628150847141032,0.20179550984720535,0.4361122803832912,0.449491371305353,0.4066505322026695,0.4191917311122697,0.2050588071253098,0.21687147643364554,0.12699354369688054,0.13281937941601818,0.5284972309575212,0.5430377915952812,0.592632877475029,0.6063991177123443,
0.00921,1.1222521596855015,1.1389966967550142,0.8881876356376078,0.9049828197414737,0.40627377881591126,0.4150906962464164,0.19507314763565456,0.19826581294555262,0.4358440358824221,0.44497578125216025,0.4073957875335726,0.4146676055089365,0.20881097076858146,0.21337659971725695,0.12827064260913534,0.1300211049588037,0.527095597218317,0.5380192781510736,0.5864790685219604,0.600743060567883,
0.010234,1.1115069392923453,1.1317954044024465,0.8798872840014293,0.898313496111978,0.40049165596060043,0.4108111923437793,0.1886532351338014,0.1948917173021478,0.4280165964501979,0.44056341778165353,0.39669347059389287,0.4102537442645454,0.2022037206393745,0.2100163827186402,0.12464858401318644,0.12734810380207268,0.518477570453064,0.5331110452076743,0.5810347842142833,0.5952140833600784,
0.011258,1.1060114050202459,1.124745033849206,0.8722734018411192,0.8917824769398063,0.39433478486327894,0.40663071780689125,0.18891968762644584,0.19164970845961996,0.4231045664650395,0.4362513035663348,0.3951280292250197,0.4059467169470006,0.2044961581732388,0.20678318011753882,0.12193525815681795,0.12478095051785187,0.5134967279051097,0.5283099815021017,0.5756340134536392,0.5898086133097793,
0.012282,1.0968633541475505,1.117841590199252,0.8637700065680792,0.8853860375834199,0.3912479189482755,0.4025464042086926,0.18476085031689674,0.18852371212115634,0.42214534621777194,0.43203655546912606,0.38915367480928026,0.4017432151533295,0.19653403848596704,0.20366991459623027,0.12186500746531728,0.12230641332359919,0.5073968969659689,0.5236130719667227,0.57009096266372,0.5845231859593085,
0.01433,1.0862871780783612,1.1044600539319647,0.8541655000480063,0.8729825329628137,0.38110867764108997,0.3946552372562603,0.1803074367158078,0.18257651040742257,0.4124701332022889,0.42388807710381454,0.38430567871153193,0.39363413577274997,0.19413010913800538,0.1977774203761279,0.11455712771820435,0.11759976807530653,0.5021325443054839,0.514520117322424,0.559868326705881,0.5742991226127553,
0.016378,1.075778330542763,1.0916209930761505,0.8450071630540257,0.8610752740192703,0.378890699445238,0.3871165065454977,0.17743018403083802,0.17698709052071365,0.40713069653196604,0.4160966835996847,0.37674965357375834,0.38590230039074663,0.18818031838140636,0.19229180737938908,0.11198684113439053,0.1131768241560915,0.494452742614224,0.5058098676334164,0.5538754508192102,0.5645162162134416,
0.018426,1.0671930957343045,1.0792962301727038,0.8349064287640986,0.8496381213564408,0.3752949933547637,0.37991033970523685,0.17722829669518472,0.17171528639314812,0.4016895401662567,0.40864239123567986,0.3755321938607425,0.3785251666667785,0.18941464698508761,0.1871722787358556,0.11031437251706479,0.1090051877164453,0.49026788677613814,0.4974613577593948,0.5477310042119872,0.5551503141948829,
0.020474,1.0561247867152537,1.0674591227107224,0.82584177486156,0.8386464128249919,0.3660531827716294,0.3730180906353487,0.17301938693263283,0.16673238940046103,0.3948606307412206,0.4015064453213802,0.3658588715261313,0.37148172863502504,0.18236881362952717,0.1823833153047599,0.10915428049692438,0.10506192764400234,0.48252040837397925,0.48945488488624594,0.5385510348553324,0.5461786938500272,
0.022522,1.046304091194133,1.0560844780698857,0.8163573696531709,0.8280768774120145,0.36065074536892455,0.3664222592094835,0.17133745407162582,0.16201607332757118,0.3894385757843871,0.394671239860567,0.3601715369733604,0.3647524004289958,0.17965827252830954,0.17789384896346452,0.10544028156982432,0.10132935575402549,0.4748483976554765,0.48177192814048175,0.5312523774461367,0.5375799737736779,
0.02457,1.0365901093022274,1.0451484732347294,0.8088115927706687,0.8179075542716648,0.35958945479229143,0.36010641653619907,0.16356648666028734,0.15754790209215638,0.3842975908215361,0.3881202427700986,0.35716813505529793,0.3583189097412992,0.17966109166134328,0.17367658657248303,0.1016333402538745,0.09779295751008761,0.4697555290580776,0.4743950735830178,0.5254184793820023,0.5293340310148343,
0.028666,1.0163342522713767,1.024503488479867,0.7885154323887006,0.7986877999365344,0.3437762682583484,0.34825392529792526,0.15471162117063098,0.14929432723037284,0.37171882123743055,0.37580970190360036,0.34246762379031465,0.34627234126779005,0.16769758165083415,0.1659651328892112,0.09556956279865385,0.09126038426987,0.4547966162197602,0.4604951345613271,0.5091112573176442,0.5138258177531515,
0.032762,1.0008214997541662,1.005358200816091,0.7729516708756011,0.7808348840761473,0.33663474008605987,0.3373480827166254,0.1504333950137119,0.1418639224504464,0.36234047255405455,0.36446151479312605,0.3331635702542199,0.33521859790626873,0.16317148636386747,0.15908720881269423,0.09072073766784974,0.08538006611359919,0.4433965943052998,0.4476353484206647,0.49615369313187707,0.49951541528495724,
0.036858,0.9844876210763746,0.987564126952231,0.7598813014890535,0.7642130781896285,0.3273298551401788,0.3272895077080168,0.14616865045662342,0.13516694309955707,0.3529945661765802,0.3539755664194649,0.3257513491674379,0.32504979135119555,0.15725570191179067,0.15291431565228863,0.0859641151775621,0.08008208664718984,0.4341963758869038,0.4357096822176447,0.4864557023811355,0.48627984713326455,
0.040954,0.970439660957027,0.9709883924132976,0.7456690966712677,0.7487013365539127,0.31911310196125164,0.3179903456991115,0.13859557724907584,0.12912596526024459,0.3451249714647284,0.3442633064154454,0.3166401284325546,0.3156714202049201,0.1522679914359329,0.1473430766572554,0.08222824956793692,0.07530613338044086,0.4239103076807559,0.42462413680567473,0.4745096328531968,0.474009949800533,
0.04505,0.9561176632339834,0.9555120595616041,0.7339461006510997,0.7341916544064547,0.31065871347102353,0.3093728532690085,0.13385813207666647,0.12367300703978995,0.3362322283285202,0.3352463320197356,0.31050422139172257,0.3070005445210882,0.1466878731916201,0.14228938381910186,0.07591975217268356,0.07099918884924723,0.41494625167736954,0.4142953028063507,0.46497798677355184,0.4626087498267914,
0.049146,0.9436596555121171,0.9410286368251443,0.7209008150823626,0.7205876138609055,0.3029733625149086,0.3013681651889316,0.1293633512779885,0.11874781277999799,0.3285460936323272,0.32685515341898624,0.3006078539982815,0.29896423154766616,0.14110579731078762,0.13768410830541808,0.07473720721003801,0.06711417690499207,0.40459523701042344,0.40464909767308954,0.4551817440254028,0.45199003847958075,
0.057338,0.9210981433634976,0.9146689529153698,0.6999199876936765,0.6957611372457575,0.29205317047174856,0.28695981715551494,0.12216796405507263,0.11027164188856181,0.3155888081034124,0.3117104640199326,0.28909110338148175,0.2845458284156479,0.13347198647258704,0.12959881796832856,0.06845103916235305,0.06044616655733105,0.39075990100041,0.3871483814584823,0.43837513343438733,0.43280170561901526,
0.06553,0.9003276044517514,0.8912592800306464,0.6806392466551145,0.6736368750673454,0.2801705220376347,0.2743543547111507,0.11555704628525332,0.1033322489807252,0.30447036361451846,0.29841392639267805,0.2782282944936404,0.2719870159136948,0.12792590279400445,0.12273036428264508,0.06332560003263667,0.055015187396546886,0.377574038076622,0.3716771361889205,0.42345846449845853,0.4159266029831137,
0.073722,0.8812769475762204,0.8702772438406474,0.6617245740669969,0.6537465556970119,0.26988086569646363,0.26322676734666794,0.10955201167619426,0.09763608491336492,0.29358998384144425,0.2866366168788701,0.26751065607709773,0.2609512446974578,0.1207256943851927,0.11682221286570374,0.058258112063323465,0.050589452311205915,0.365015468869523,0.35788175886568274,0.40979154584401484,0.4009525931766293,
0.081914,0.8638205880168417,0.8513024910575058,0.6455885151810244,0.6357144379948696,0.25903769040293617,0.25331894295219337,0.10466991036019295,0.09294642351120024,0.2820914319480003,0.27611691437550556,0.25847419758376033,0.2511728234391,0.11609182267315321,0.11168520560193058,0.05411214824069287,0.04698106965432567,0.35352671412077685,0.3454800355268497,0.396818578320512,0.3875509150476435,
0.090106,0.8475987812734908,0.8339962418973516,0.6311153175353709,0.619238217791962,0.25167795735471676,0.24442502370394364,0.09771677723818686,0.08907205556323046,0.27419547585575627,0.26664581249519603,0.2498431072205739,0.24244061923601898,0.10991773897208194,0.10717680394011234,0.048963356357440826,0.04403748088364727,0.343245234041446,0.33424577535055644,0.38511036429135015,0.37545841535498736,
0.098298,0.83324269406232,0.8180849897275191,0.6164551099060575,0.6040739625911318,0.24363571122758426,0.2363801029584211,0.09548750538891122,0.08585840103331588,0.26572651899044586,0.25805557679608454,0.24228434398977514,0.23458577218120064,0.10609171128062085,0.10318756029089131,0.047639838282598365,0.041634709100018694,0.33311127451583716,0.32399688651237735,0.37434273474226104,0.3644636906451748,
0.114682,0.8018071884377518,0.7896044282534563,0.5890978448341337,0.5769285529179295,0.22796377987748895,0.22233182343349236,0.08720676002639025,0.08093695879645493,0.2500035539889818,0.2430023528200329,0.2275597584823342,0.22099033651830763,0.09842514519866148,0.09644258750670556,0.04113295682581244,0.03806723834813003,0.3142217940926456,0.3058937109512599,0.35293572906178833,0.3451180535080182,
0.131066,0.7753307105869417,0.7645455914701655,0.5638053305570162,0.5530999909191419,0.2163557557898324,0.21038660750657995,0.08170871373714883,0.07744161584570426,0.2364369756259785,0.23015227583201797,0.21522973075223512,0.20957760038429246,0.09297008116273664,0.0909549647547224,0.03882496500333876,0.03567760890746069,0.2982645782563548,0.29029048953678444,0.3357100169103933,0.3285007512778944,
0.14745,0.7495827615086958,0.742035706997291,0.5414968054509236,0.5317988981266043,0.20386379240967817,0.20001960257790732,0.07537236885982486,0.0748871730297701,0.22374025451193083,0.2189662429001499,0.20356041811460993,0.19980439828808833,0.08607353405776522,0.08639995179865385,0.03362449431208266,0.0340680393082587,0.2838194881818352,0.27659432993940264,0.3190923678919733,0.31393597857080147,
0.163834,0.7269117607904345,0.7214880695532991,0.5218922658656291,0.5124862704797218,0.1948062863024953,0.1908730722295702,0.0707580205290913,0.07295548908639825,0.2134842396240317,0.20907481277826367,0.1937887852938623,0.19129666657139616,0.08096972559683459,0.08255577969126775,0.031068383677611472,0.032975183446161876,0.2705207320285449,0.26439642617341824,0.3046843833799408,0.3009636504873942,
0.180218,0.7063630045334806,0.7025018549632819,0.5026406722121857,0.49478581773789876,0.18539345619029585,0.18269719115445907,0.06717098071085795,0.0714378349763222,0.20389678387055213,0.20021847618677038,0.18615851145711104,0.18379020095899617,0.07794067647686077,0.0792658353086793,0.02893371322214177,0.032224665434424246,0.25879017561270673,0.2534077533759094,0.2916207217304543,0.2892632528206417,
0.196602,0.686779725093587,0.6847977609616048,0.4859251132859162,0.47842816129279925,0.17699720891677476,0.17531294094094435,0.06354710331660827,0.07019717536777884,0.1954182518703824,0.19221014383340398,0.1780658819936546,0.17709366239585753,0.07426999004820789,0.07641637053787997,0.02612863380262684,0.031701009236019935,0.24784886738110185,0.24341850937585047,0.2794751985091065,0.2786058047406903,
0.22937,0.6523738742171656,0.652492186203063,0.45485970242296403,0.44899654335516787,0.16316071305671068,0.16242459749869473,0.05922153838017578,0.06821749675020056,0.18066798854444568,0.17821670376124182,0.16571120760942767,0.1655965521255363,0.0680742992276752,0.0717208150987094,0.023464706547559885,0.03105420166947513,0.22994111049687985,0.225849181083075,0.2600591047249103,0.25978899952581425,
0.262138,0.6210711760178437,0.6235179135079915,0.4276900547050621,0.4230985529796822,0.15090935382725632,0.15148499594072545,0.05486747371264896,0.06660596123274842,0.16726182807654696,0.16632869625293759,0.15490210234464385,0.15602235389672944,0.06372236661944931,0.06800385776274143,0.021466309206508806,0.030683465413395276,0.2129049191586985,0.21081493964691458,0.24145614953539868,0.24359273389698102,
0.294906,0.5926343574788903,0.5972452752447607,0.4023724141050653,0.4000414502180879,0.14069643548281016,0.1420432822476121,0.050966950178713916,0.0651838611575157,0.15561219545887994,0.15606397574936612,0.14452625625346557,0.14788435006685735,0.05968882172905826,0.06498080537584106,0.01888562069999193,0.03043467901477579,0.19868709114783054,0.19775755025085076,0.22603022442903745,0.22944230258174325,
0.327674,0.5678701579503844,0.5732517294569434,0.38143508199188575,0.37934224212993306,0.1315291524696303,0.13379409413700855,0.04799695373217073,0.0638723777774713,0.14549101411355772,0.14709373964082156,0.1367195168120768,0.14085812746677626,0.057024304709823,0.06246768411013055,0.018486638572471924,0.030240210314851725,0.18627957063179615,0.18629106493226918,0.21212331863488132,0.21694559786618559,
0.360442,0.545509843115285,0.5512259801315386,0.36166196224866826,0.36063985864237263,0.12355494722471358,0.1265174279767845,0.04581603771788042,0.06263584359335986,0.13713651964206627,0.13918006688217516,0.12922676232328978,0.13471550321502385,0.05385286322381971,0.06034032057882441,0.01666498319388004,0.030070369965442455,0.17489831137709666,0.17613287501309327,0.20066288476282074,0.20581680224229335,
