Time (ms),dirty,dirty fitted model: ,0cd20,0cd20 fitted model: ,19e3e,19e3e fitted model: ,34a6d,34a6d fitted model: ,484af,484af fitted model: ,714af,714af fitted model: ,34766,34766 fitted model: ,c1204,c1204 fitted model: ,fe81d,fe81d fitted model: ,ff67b,ff67b fitted model: ,
0.39321,0.5244061846938605,0.5309234143689392,0.3440964581711883,0.3436515128033989,0.11705417910139415,0.12004770023274038,0.04490169254418797,0.0614573116212315,0.1291218780880065,0.13214343528639277,0.12422750449425723,0.129289363687523,0.052633034541615956,0.058511872288178,0.017890126285348,0.02991211608921541,0.1651231417384518,0.16706758716644204,0.1902486457247727,0.19583780974873563,
0.458746,0.49006908459997794,0.4947193999522581,0.31438742945019765,0.31394431615683843,0.10618987938035057,0.10904165330111411,0.043116055930008605,0.0592428567626808,0.11771401536788628,0.12017203926110843,0.11566823179615131,0.12011054870105879,0.04938444109981341,0.05551784002557689,0.017736965485452876,0.029610627232503135,0.14930094170421537,0.15157432098134355,0.17395784995703,0.17867609741449422,
0.524282,0.4587332758162548,0.4633834468052621,0.28797350770614244,0.28882595619089396,0.09656944866841143,0.10002794671389827,0.041081086550954396,0.057191891061951536,0.10672701258464637,0.11036680147894964,0.10720283314517004,0.11261139694789703,0.04741895881016214,0.05315299392136483,0.018660155202892603,0.029318543625243623,0.13481919761276828,0.13881874499300467,0.15969831994150116,0.1644428298172619,
0.589818,0.43205563072274894,0.4359894249555597,0.2654351384195334,0.26730916062044774,0.08864140219162045,0.09251028679215324,0.04082760571515691,0.055284433876914604,0.0976366703219721,0.1021881814032911,0.10150760641806697,0.10634135991665364,0.046637168295886815,0.051222593098317316,0.02023849093726663,0.029032420761323563,0.12350517816999998,0.12813429584116107,0.14755458106794495,0.15244607130850807,
0.655354,0.40810063361205606,0.4118337852085768,0.24577512338082605,0.24867188452801042,0.08192819660450709,0.08614498037689566,0.04108516627656589,0.05350544962850837,0.09024095368389877,0.09526248940641968,0.09688039766936016,0.10099969844496666,0.04576666474332465,0.04960504276142697,0.021964555983579593,0.028751474986910407,0.1132268866805209,0.11905501860288055,0.13779019156254277,0.14219661379087345,
0.72089,0.3873544095259605,0.39037136198257094,0.22845816186981693,0.23237317032193536,0.07696526338175186,0.08068618601086594,0.041809966072458966,0.05184228887425528,0.08449937291765737,0.08932242232989226,0.09360379420452557,0.09637768308784311,0.04630988576593459,0.04822050384893417,0.024601097187547907,0.028475443592550703,0.10470714391973225,0.11124505058014311,0.1301521861732629,0.1333383469784404,
0.786426,0.36872410166565717,0.3711729639907898,0.21304986518903332,0.21799959812673203,0.07202402621772452,0.07595334969463795,0.04276600633725126,0.05028398006397998,0.07910921667567922,0.0841716649523498,0.09061135118382022,0.09232578317062953,0.045959970217512684,0.0470143881756263,0.027550350806149263,0.028204170594634263,0.09710174246989398,0.10445611946727405,0.12290071185758641,0.12560579010904124,
0.917498,0.33816268172018227,0.33826390581262566,0.18875249293840224,0.1938100421295331,0.06571538659707467,0.06815493237289484,0.045392564450208416,0.04744460737345027,0.07156138775845837,0.07568289315758892,0.08699328566669946,0.08551954321330917,0.04792762115443795,0.044993610377443,0.03203501836879141,0.027675387902127764,0.08667548561074874,0.09323461843413655,0.11296822584141189,0.1127554951880152,
1.04857,0.3117850227641867,0.3110696188435313,0.16796270290206988,0.1742482317439477,0.06016714479164138,0.06199629949428562,0.04676434147509868,0.044923174666806946,0.06483648907690155,0.06897699355677445,0.0832795959943264,0.07998245020741787,0.048050818345866324,0.04334145465972965,0.0355687384209038,0.027164176658358023,0.07761182616144639,0.08434241778980554,0.1037818666313212,0.10250762240672066,
1.179642,0.28893845690217335,0.28820976443312135,0.1506385132998967,0.15810517157722515,0.05544019048958978,0.05701013910360068,0.04710352341964832,0.04266913749428906,0.05961483969522139,0.063545880304913,0.07921320367751425,0.07535261890627275,0.047213197906311524,0.04194296917637491,0.035679141034799126,0.02666966576405803,0.07150763107367421,0.07712430502746324,0.09625404856645838,0.09414320597660711,
1.310714,0.2693353631534027,0.26871577000883845,0.13654393086069777,0.14455917608268784,0.05200691849121494,0.052891220972776556,0.046118776230838605,0.04064212875921014,0.05556497691730212,0.0590576955084162,0.07587073476022152,0.0713977308908129,0.046381564463527716,0.04072768163194512,0.03503619836050043,0.026191045031499768,0.06601972737396138,0.07114963910963872,0.08957769256418624,0.08718574080290892,
1.441786,0.2525131008356086,0.2518879296794838,0.12457722689917866,0.13303227658744127,0.048670542974858524,0.04943173827151665,0.04470389108385139,0.038809518522109884,0.052779490445187004,0.05528650599892949,0.07236508899424615,0.06796135917028762,0.04506109149074897,0.03964994176577029,0.0344848541149375,0.025727557866949396,0.061571795200444694,0.06612373578554664,0.08398138153807766,0.08130692516946941,
1.572858,0.2385290434580783,0.23720815337003756,0.11446320976323929,0.12310610186431406,0.04617724632075216,0.04648531437106522,0.042979548870516145,0.03714464448471402,0.049654431964213756,0.05207316847236761,0.06853558915806238,0.06493399408556566,0.04374826285827758,0.03867883928765869,0.03332425319917642,0.025278496041417943,0.05756097673924961,0.06183814358592096,0.07872099467397553,0.07627320242011247,
1.835002,0.21495738866191835,0.21281552235995727,0.09901649938104588,0.10689001107085448,0.042648448797755895,0.04173464572768454,0.04085759659679909,0.03423379291225577,0.04610787150873116,0.046888430074098,0.06281713362015405,0.05980984932099985,0.04150640680823824,0.03697569867636948,0.031078275033550776,0.024421032532180822,0.0524359370688277,0.05492016944332623,0.07058133592322514,0.06810133583296094,
2.097146,0.1952744175831517,0.19334425011687154,0.08708906831664934,0.09420981867078619,0.03987818546026631,0.03807171565818025,0.03845781366535494,0.03177353592661997,0.04317752349595595,0.042886492488459466,0.05786166272350137,0.05560037064080851,0.039345158382363,0.03550541662463672,0.029305858393756816,0.02361380924173025,0.048208207676996045,0.04958162622103778,0.06408239306555152,0.06174894007420309,
2.35929,0.17885504541381825,0.17742009761647626,0.07784242178271175,0.08402879756017033,0.03738905947431313,0.03516154347819402,0.03593963003121195,0.029666878812702514,0.041389438223902515,0.03970316556436179,0.05338614509640044,0.052051832958451366,0.0375650169899527,0.034203447562599514,0.02733899138721238,0.02285253543328148,0.04457061237587188,0.045339616870759616,0.058598561540082694,0.0566659370085045,
2.621434,0.165393078555025,0.16413818687902423,0.07080522269077275,0.07567912414222897,0.03513830388197486,0.03279367795842186,0.03444576725400788,0.027842800480974064,0.0395905025165287,0.03710964780517118,0.049701056635086366,0.049001712633355315,0.03640038992603076,0.03302980257239091,0.025799836084168436,0.022133396534069656,0.04209617479571877,0.04188960050627964,0.05392922351254888,0.05250360374676917,
2.883578,0.15320257397548606,0.1528782906724766,0.06441717161932067,0.06871121702921029,0.033032599685750494,0.030829273543237994,0.032783756986585776,0.026248104657881882,0.037992543143026414,0.03495498684758047,0.046208012779880486,0.04634006682975171,0.035347289341101006,0.031958092456976867,0.024867309072013018,0.02145298936407296,0.0392079440521746,0.03903003611924601,0.0499506946005148,0.049030181695931194,
3.145722,0.14306727911610626,0.14320099337371303,0.058900552485593366,0.06281133513389435,0.03136787608601729,0.029173039943999356,0.030862501043935914,0.024842157910840542,0.03658593412521433,0.03313558295068528,0.04360459344839866,0.04398922032523666,0.03367856824638999,0.030969985124629673,0.023567133585896245,0.020808267906735487,0.03745550506367883,0.03662225248056104,0.046350635695326714,0.046085644309580204,
3.67001,0.12787176602398528,0.1273952658889367,0.05091662251960067,0.053372519067100596,0.028553910848373925,0.02653318424809796,0.028268540792586793,0.022476890687785005,0.033663344830356434,0.030228676265895114,0.03837601388147483,0.04000655831774649,0.03001455485280575,0.029194729810407487,0.02189191086373898,0.019615216184774072,0.03535113887857923,0.032794525373439784,0.04112457020600002,0.041357624872614455,
4.194298,0.11548951048417583,0.11499893781365686,0.0442607368802432,0.04616568235667111,0.026397396330351916,0.0245208476280897,0.026403395719652667,0.020564888858159092,0.03126708287835846,0.028004849154181,0.03463801854879319,0.036743179152557856,0.027249810478222853,0.027631470921037616,0.020608313955271757,0.01853544064022421,0.033515609452852285,0.029890067162963475,0.03732920430391432,0.03771994646652457,
4.718586,0.10555635969144407,0.10498728832919631,0.038791877870035664,0.0404918454756632,0.024451202328152132,0.022933726692217226,0.02472157226227485,0.018987557430420424,0.02857530637207995,0.026244142042758337,0.03186560561092785,0.03400826868411448,0.025170515316232826,0.026234979763829543,0.01863953078819223,0.017553547724324183,0.03074277347566912,0.02761228598246572,0.03387954111271037,0.03482666542979301,
5.242874,0.096949907573291,0.09671187992376983,0.03437798797503268,0.03591555945481843,0.0232238132943406,0.02164772013110702,0.023452337957044926,0.017664347116459485,0.026906195285624282,0.02481161415789282,0.02985873455075095,0.03167627147843672,0.02391480251321856,0.024974546634929876,0.016994460301312717,0.016656812403190776,0.028440668975051847,0.02577880263695241,0.031530987815462305,0.03246425268123971,
5.767162,0.08971904306736259,0.08974199721777397,0.031215015006961496,0.03215148890561401,0.02226365073554846,0.0205825335130453,0.02258221762203963,0.01653863086342304,0.02520486690368374,0.023619950268960615,0.02794266686491635,0.02966025585388724,0.022387653959408046,0.023827981989574136,0.015095942927159673,0.015834623822892267,0.02720037757087463,0.02427138211293966,0.030178503949458927,0.030493810418396904,
6.29145,0.0851811014028661,0.08378008404311567,0.028734490230052364,0.02900491622267323,0.02150704552768311,0.019683958322622534,0.02135674822745969,0.015569437113028406,0.024101843139460306,0.022610195177938205,0.026334287647334455,0.02789762740444883,0.02135381446126386,0.022778500771260334,0.013656899775717293,0.015078063699650774,0.02608411591176793,0.02301006706775166,0.028881578435380684,0.02882110922292194,
7.340026,0.07698562239776165,0.07408736591541246,0.024771146052020247,0.024052434176067453,0.019509809338375185,0.01824569792059466,0.019488622652916454,0.01398649013887436,0.022381778483182676,0.020983097487129072,0.02368221580308811,0.02495765354872097,0.01917679819794912,0.02092080946718017,0.011197803802874773,0.013732743088629543,0.02419104596434453,0.021017509118895286,0.026714909525864937,0.02612260717420541,
8.388602,0.06862846104338821,0.06651380309811757,0.021234072091870317,0.02034340748932747,0.01754777069079412,0.017137778445489745,0.017528683822886484,0.01274905163629862,0.021061782874609625,0.019717986209138304,0.020936809844381156,0.0225992383080132,0.01685215844845017,0.019323459825420896,0.00937367801371256,0.01257268206056661,0.022138858164557823,0.01951241393259426,0.024528761977053577,0.024026084577713967,
9.437178,0.06170346768445175,0.060409022878428816,0.019043458665729665,0.017471405658196035,0.015931996461692077,0.01625075421632035,0.015877086073006634,0.011755731006508407,0.019943333575266026,0.018695721374645483,0.01897726777969996,0.02066270686798953,0.015249865425807044,0.01793265662696985,0.008243605467324893,0.011562111767795607,0.021145781067833276,0.01833254440701581,0.02288176224119716,0.022337712593602992,
10.485754,0.05524323526103062,0.05536818104775065,0.017064951602654695,0.0151885429239377,0.015141053635667057,0.01551863873121231,0.014482477260022676,0.010941243900561622,0.019121546398745023,0.017844419322349963,0.017825810803489387,0.019042875358378092,0.014050074965563248,0.016709369944721504,0.007224595682464818,0.010673914287544953,0.01976756942375264,0.017379941292827505,0.020914630096609814,0.02093961199289765,
11.53433,0.050350389566469526,0.05112530631025221,0.015469716934328802,0.013335229411321247,0.014005722742583267,0.014899361562052977,0.01340486071400835,0.01026165585907695,0.01816427905112669,0.017118205921066332,0.016816666277848016,0.017667296689212804,0.012977265194061121,0.015624268914406499,0.006374087248288908,0.009887156374581634,0.018628061524778826,0.01659208829338027,0.01929035118497695,0.019755952244745363,
12.582906,0.045950869663462075,0.04749796559289476,0.013848033778053877,0.011804195932041104,0.013751168209114649,0.01436487825563696,0.012426162839602546,0.009686315927117117,0.01747775879945248,0.016486464007254443,0.016023251147146856,0.01648428803311564,0.012534626167356408,0.014654730335545856,0.005823243355887328,0.009185421420005922,0.017780166859285244,0.01592729055480353,0.018315944776604833,0.018735709182192768,
14.680058,0.04036875757112983,0.0416061875623006,0.011110024118198222,0.009431378227683113,0.013180956123987479,0.013478308779852993,0.011086815082987318,0.00876603417691773,0.016234959173193585,0.01542766203685561,0.014551184166152696,0.014553653089551522,0.01133320210630297,0.012994668822183603,0.004768959114147126,0.007987339910000753,0.016519622201136078,0.014859845739787395,0.016937460365107154,0.01705295023506073,
16.77721,0.03609962904371038,0.037010854405234495,0.008521802259880421,0.007687206217023809,0.012267269254175928,0.012760205814816052,0.009784086187015149,0.008063515805093869,0.014870333410976076,0.014559807924024098,0.013422791146505311,0.013044807229187608,0.010395976357598766,0.011624454120849113,0.004053542110946227,0.0070023510520234155,0.015277957249580545,0.014030953616529462,0.01544005678175724,0.01570751969090076,
18.874362,0.03289887932522876,0.03331617641318739,0.007308266403842272,0.00635842555548094,0.01132115227402356,0.012156020814960969,0.009072435867019791,0.007510530127189685,0.01366355285394569,0.013822826758127415,0.012362396071732774,0.011833269516300761,0.009594390277820804,0.010473841065723953,0.0036325567783816824,0.006178343245109751,0.014331195933484444,0.013359814990466293,0.014037202353828295,0.014595553048647764,
20.971514,0.0301849815581979,0.030275262774657488,0.006488306500709417,0.005317273105473672,0.010860564870305123,0.01163319279988191,0.008573263709813452,0.007064581926544539,0.012788038496685873,0.013180638025221608,0.011824411357946787,0.010839277934214055,0.008904182659781984,0.00949377154812014,0.003153992228050941,0.0054789138181978655,0.013908028065116698,0.012798446569405961,0.013198730175890712,0.013653571514554768,
23.068666,0.0260356969375384,0.027725383459019044,0.005568007335789095,0.004482783605125925,0.01031983479589724,0.011171075821422528,0.00813178069948884,0.0066978313431090425,0.012134962360116462,0.012610193122402219,0.011360358870176186,0.010009304675239595,0.008581207662209746,0.008648873440239116,0.0028766941754990285,0.004877864637873472,0.013725609780175176,0.012316651745468303,0.012832870725723727,0.01284034051121424,
25.165818,0.024357063124729107,0.025554526735036227,0.004677513382664093,0.003801304921511009,0.010059233757122407,0.010755923470061133,0.007781041015241956,0.006391283337487895,0.01150484293705287,0.01209601238646668,0.01078663874396661,0.00930606622570798,0.008151705454424452,0.00791296708893273,0.0025563030985155033,0.004355860619159419,0.01339939432227235,0.011894524912436616,0.012271339172737181,0.012127737107656857,
29.360122,0.02102618515465677,0.02205175615283832,0.0032508748490701054,0.002760644564331953,0.009434401954871835,0.010031077101273926,0.006978531577096848,0.005908873940782797,0.01084632951988257,0.011196067282885799,0.009841332067693333,0.008179730680826634,0.007245180274489405,0.0066934415243083255,0.0022024632241497985,0.0034940406635727136,0.012769396333589055,0.011178742163965989,0.011480220974601501,0.010929894830024925,
33.554426,0.019197812595253376,0.019345470394287547,0.002798708385779837,0.0020090050430106904,0.008971712320554392,0.009409594140757677,0.006436151851179812,0.005547654642223401,0.010309475235842074,0.010424241529775027,0.008863356384799374,0.007318298311443794,0.006436999581840412,0.005724177270114358,0.0018440155303314683,0.0028120756500260684,0.011857931480127051,0.010582329224159628,0.010841548843419894,0.00995451350240688,
37.74873,0.015733178400618036,0.01719022237922417,0.0023535221370519087,0.0014448220138709262,0.008616083040211648,0.00886362378262024,0.0060863571014699224,0.005267998553702753,0.00954945658894134,0.009747671019816793,0.008229994054423309,0.0066389130783384,0.005629448530289675,0.004935475744715864,0.0015476874562980862,0.002259197492563924,0.011087815148252961,0.010067709320029955,0.010003354929237708,0.00913944129826011,
41.943034,0.015553467154895969,0.015432748142795955,0.00236790895832039,0.0010083655957049123,0.008009676180856762,0.008375866183705453,0.005576096612677021,0.00504574130627797,0.008696779422562844,0.00914545747082847,0.007577527366413957,0.006089960803200865,0.004725096302735867,0.004281341287583405,0.0013032669385410936,0.0018020935571880737,0.010528360441239759,0.009612580402561405,0.009290939225417473,0.008445048318241584,
46.137338,0.013418524913630638,0.01397213106910442,0.001437878277054744,0.0006623974721854521,0.007512696762517984,0.00793479221450059,0.00528212283954774,0.004865328246066987,0.008040009533210338,0.008603363375018491,0.006992865566157822,0.0056376141254485986,0.004103236711382499,0.0037301836252773184,0.0011661226273239728,0.0014179988541924088,0.009872261073962068,0.009202813168836662,0.00810847243167146,0.007844524689460489,
50.331642,0.01278022369723128,0.012739086180249985,0.0012279755750402833,0.00038259720826936154,0.007289181854711601,0.007532276770706602,0.005049159021202215,0.00471630569981701,0.007552733778820001,0.008111157248587707,0.006618975064177662,0.005258781237351779,0.0035843722141773067,0.003259583338685544,0.0010638053810600638,0.0010908280334356764,0.009165343397278964,0.008828966131735595,0.007245569744490579,0.007318891485168467,
58.72025,0.011144864481939507,0.010772155898568048,0.0011102772193651719,-3.9544598501481745e-05,0.006825375902667406,0.006820378475165595,0.0046055412508989365,0.004485384219406761,0.006477723072815556,0.007247474341810729,0.006107557137796117,0.004660927740067522,0.002348645417103363,0.002498785401112728,0.0007743764526181148,0.000563497559334358,0.00785448314694257,0.008164457644607364,0.00602787749121795,0.006440017638638487,
67.108858,0.01001635820256319,0.009273795901368467,0.0011297214868946578,-0.00034024197404986445,0.006222263201826791,0.006206743122029268,0.004260159035144905,0.004315673918969219,0.005936822667909457,0.006510943643528333,0.005280817705706372,0.0042115540420605,0.0017520715350565238,0.0019108536710956319,0.0007404050349268876,0.00015740341133030746,0.006545888957845697,0.007584573076455759,0.005162246588234397,0.0057322082573233,
75.497466,0.009509975779395474,0.008095267541364819,0.0005410271012583312,-0.0005634054326712826,0.0057937086915818194,0.005669903306889398,0.004015875627274585,0.004186402553139665,0.005220132235457805,0.0058731984638761055,0.0046372689004073354,0.003862355838730709,0.0014040030311212796,0.001443306975704372,0.0005892442473543192,-0.00016459745878659882,0.005411217293117823,0.007069114408335941,0.004400747509662376,0.005148598682505675,
83.886074,0.00779605528356886,0.007144745451735417,0.00035100931066795306,-0.0007344289454634845,0.005634995780019715,0.005194973025155918,0.00391850436151014,0.004085127514497154,0.004716967910031707,0.005314434636406733,0.004075483776588033,0.003583833427797635,0.001172050676377006,0.0010629319319142437,0.00045506661829128835,-0.00042590575924303636,0.00478797977511675,0.0066050564383380375,0.003596008907412303,0.004658446737825934,
92.274682,0.00581476691528682,0.006362447888622093,3.839885330850823e-05,-0.000868921297093258,0.005163617353899873,0.004771071428376072,0.003698756313243735,0.004003965043877808,0.004320819926918774,0.0048201697113430825,0.003943292931245273,0.0033569672964800044,0.0009254418705270804,0.0007476847752819786,0.0004271492904221814,-0.0006419951176448212,0.004494147699498115,0.006183369764084056,0.0033747440028443778,0.0042405983576314565,
100.66329,0.004600126984910694,0.00570777570241848,9.995719754175792e-06,-0.0009769535017105932,0.004953715076511634,0.004389940372227335,0.0034133603844361,0.003937691692697653,0.003857395190482333,0.004379451158912579,0.004084742154689141,0.0031689533468592652,0.0006972408832550405,0.0004823612316633419,0.00038669698911698044,-0.0008235050344437762,0.00436471011950794,0.005797442537194086,0.003336038647057076,0.003879948983847252,
117.440506,0.00398107775653082,0.004675047499804914,0.0002931831222148364,-0.0011386077904297603,0.0041939953441492124,0.0037315156473649615,0.0028683790914824075,0.003836502205625666,0.0029521981152495734,0.0036264377355245776,0.0038150901225867625,0.0028762812574180336,0.00024094849222467297,6.109262075528268e-05,-0.00010357062123672955,-0.001110964130517827,0.0037043358259509335,0.005113741476262906,0.0028845424897854664,0.0032885496201707177,
134.217722,0.003973792089242772,0.0038986056087885277,0.0003984671805613189,-0.001252700216146846,0.0036709285213743915,0.0031819018122450984,0.002509697917523992,0.0037634277389351207,0.002549117645901559,0.003006075012741063,0.003737702504413025,0.0026599358505581885,0.00022472342119381715,-0.000257731754869356,-0.0002266483742578016,-0.0013278535179069594,0.0033437336230067553,0.004524656147525931,0.0025489424907272867,0.0028236728434324673,
150.994938,0.004119869404008265,0.0032946549913619033,0.00039368981577968574,-0.0013367584009505884,0.0029369403707539474,0.002715684526077745,0.0022128154024621018,0.0037085851782230365,0.0021367828598430976,0.0024857479681112352,0.003591202966817759,0.0024942676639204235,8.948904215765418e-05,-0.0005068690486951842,-0.00020707918438367168,-0.001496883995776972,0.0030217974465403317,0.004010450254171831,0.0023617148941147094,0.0024485309593966116,
167.772154,0.0022513587334945127,0.0028122176379550947,0.00034756975085068387,-0.0014007964889201881,0.002621767225255294,0.002314974290669774,0.0020149920770981826,0.00366616334842965,0.0018968064706756137,0.0020428774759509638,0.0033112801261282816,0.002363851308556636,0.00015889190443860456,-0.0007065112815957781,-0.00012017123295232502,-0.0016320116468355095,0.002850183749249609,0.00355698177804624,0.0020021171715174473,0.0021394136447925927,
184.54937,0.001861865325056797,0.0024185212163180723,0.0007332767046246107,-0.0014509091646844855,0.002291763981181304,0.0019667433416960716,0.0017018451111112695,0.0036325398771365402,0.0016641453334322197,0.0016612761949573738,0.003315911380356474,0.002258874268988632,0.00016109434156090518,-0.0008697757004609852,-0.0002971323830119794,-0.001742279070164244,0.002490229640434876,0.0031536884943295694,0.001964827207609651,0.001880320760040018,
201.326586,0.001443185720324312,0.0020915513702145874,0.00037960382707989915,-0.0014909965343548911,0.0017961309944507376,0.0016612478241838742,0.0015930048152016116,0.0036053493129777525,0.0014196403297117174,0.0013290099403990181,0.002962915715109784,0.002172809830544118,0.00011289916844174241,-0.0010055487847484444,-0.00019196481200320782,-0.0018337984190179945,0.002221157812275008,0.0027924442854803623,0.0017232149701165232,0.0016600508339619873,
234.881018,0.0012542143725861484,0.001580814671194203,0.0001924286373100279,-0.001550687492901056,0.0008406930173636606,0.0011503188745133931,0.0009385146515722806,0.0035643304159202957,0.000784020035877004,0.0007785414787812982,0.0021978080882950955,0.0020407130203202693,-0.0006046452854655894,-0.0012178084005989597,-0.0008349208463503573,-0.001976503413708701,0.0015274667360994302,0.00217180129569698,0.0013174563510447656,0.0013057514843932585,
268.43545,0.0010412484194705916,0.0012013526943069884,0.0007115711716870483,-0.001592589227880924,0.0006888356102152975,0.0007399055817375504,0.0005619469667893017,0.0035351154798377335,0.0005532159992771799,0.0003411167621123162,0.0016462810317838747,0.0019447168381352537,-0.0007506711642095416,-0.001375485294581371,-0.0008928445950882731,-0.0020821760039507987,0.0013935827899191594,0.0016573907745142608,0.0011534285249422073,0.0010334372115007582,
301.989882,0.0013715247501337288,0.0009092436127678672,0.0008251769433104376,-0.0016233310827531184,0.00029499157414797405,0.00040298923931495574,0.0004910644976290333,0.003513435540028396,0.0005262834779650216,-1.4802480776466773e-05,0.0013752442203928208,0.0018722833651397004,-0.0008957087147640941,-0.0014967162899762177,-0.0009741483317402997,-0.002163197034410153,0.0011709107803333637,0.0012238582691758938,0.0011280491528948393,0.0008177833386716475,
335.544314,0.0010847971529321155,0.0006780730163856027,0.000934527966635633,-0.001646672519268569,0.0001363283815145815,0.00012146629848189001,0.00040267176485883914,0.0034968221685941227,0.0003559663434535172,-0.0003100007536548104,0.001406971741246069,0.0018159942463949572,-0.0009989758586345019,-0.001592476051748695,-0.0009706756446099525,-0.002227036790912284,0.0012151607622373284,0.0008534159130862062,0.001156825151295877,0.0006429179006756367,
369.098746,0.0008657185851676417,0.0004910238044774982,0.0005914371904379307,-0.0016648880085683936,5.085265584532372e-07,-0.00011726031497616852,0.0002560456562089497,0.0034837582949956802,0.0001529763573960392,-0.0005587415402363203,0.0011276464012138598,0.0017711990786826132,-0.0009258142258127653,-0.0016697816050767304,-0.0009516500340111196,-0.0022784593655493833,0.0011292260033790402,0.0005331788860637064,0.001030122895905012,0.0004983848531819387,
402.653178,0.00042012870432859195,0.00033689376227824075,0.00038199368258269795,-0.001679425969799406,-8.033602535343177e-05,-0.00032223185403939744,-3.5633349519494927e-06,0.0034732651841253236,-2.829930274089554e-05,-0.0007711425872075285,0.001014906074173301,0.0017348455313475207,-0.00101006865000386,-0.0017333205710059274,-0.0009173509217369582,-0.0023206398547329357,0.001110567084059846,0.0002535688966447021,0.0010098863846600245,0.0003770148476123056,
469.762042,-9.142445219137274e-05,9.864971203509681e-05,-0.00036238660574377943,-0.0017010149570896183,-0.0012922684209740272,-0.0006559036338505747,-0.0010936313817126511,0.0034575647985237946,-0.0012895021531817124,-0.001114566751745193,-6.302066485831892e-05,0.0016797612701325653,-0.0023703162680997515,-0.0018311499533964512,-0.0027196957443953213,-0.002385416419896308,-6.81916429529732e-05,-0.00021122833444353313,0.00014152545397898652,0.00018482399985919715,
536.870906,4.543841756215716e-05,-7.606318828295641e-05,-0.0005042025769950254,-0.0017161254600822047,-0.0012106419025288537,-0.0009158039963163057,-0.0011328631803882282,0.003446484563257973,-0.0014397932104601497,-0.0013800099343362798,-0.0002652070607655719,0.0016403292363400246,-0.002495873399388508,-0.0019024986527238455,-0.002549794722563389,-0.0024325138655206646,-0.0006159552469869376,-0.000581952352771269,-9.899218767863483e-05,3.979183138305849e-05,
603.97977,0.0001433926962049541,-0.00020898959672575326,-0.0006819073987102864,-0.0017271864465702926,-0.0012562437393009484,-0.0011238355580942755,-0.0010880352690524706,0.0034383215977234305,-0.001536650326862186,-0.0015911415892062135,-0.0002575416900116303,0.001610946360355545,-0.002130943683082576,-0.0019564918157106356,-0.0024825572890124466,-0.002468061861779021,-0.0007927182248785352,-0.0008844939858324353,-0.00015098416005048776,-7.328493119805124e-05,
671.088634,0.00014733854378774902,-0.0003130716472025159,-0.000686031539832261,-0.0017355696648547155,-0.0012850546451508263,-0.0012940146954262509,-0.0012114400606503964,0.0034321030806440628,-0.0017096535052105258,-0.0017629411325659986,-0.00018061094239838616,0.001588352985771398,-0.0021037737894646228,-0.0019985528216812363,-0.0024682014996312298,-0.0024956918164618903,-0.000996634212752582,-0.0011360302780489603,-0.00016121488570269716,-0.00016373401498583182,
738.197498,-0.00011996025153848145,-0.00039647208544679117,-0.00080638239828254,-0.0017421023101259062,-0.0013829113226990861,-0.0014357288796175104,-0.0010924623411878445,0.0034272369915927677,-0.001712084283552506,-0.0019053509593872902,-0.00024084304183324702,0.0015705353937173945,-0.002108083517861083,-0.002032094215380872,-0.002437371805143863,-0.002517682229085599,-0.0008710331181491746,-0.001348411361618911,-4.541656680932871e-06,-0.00023759270382405157,
805.306362,-0.00016043265504976035,-0.0004645812871192336,-0.0006930195538316944,-0.0017473097595419353,-0.0012693264193288072,-0.0015555020646002052,-0.0010602197298681321,0.003423344509528253,-0.001797393931556888,-0.002025229211535067,-0.00028778434469521705,0.0015561886790240453,-0.002224662562956058,-0.0020593629924579616,-0.0025064823686123307,-0.002535529577240371,-0.0007383406862828204,-0.0015300791171729824,-3.9531105454309935e-05,-0.00029893889899528815,
939.52409,-2.1549405150944613e-05, ,-0.0023150433340177615, ,-0.003335111947392154, ,-0.003488845919996153, ,-0.0037682659414303974, ,-0.00228513025400619, ,-0.0047871377441011526, ,-0.005811137906581747, ,-0.002635511499433824, ,-0.0015825380969283192, ,
1073.741818,7.538870007918774e-05, ,-0.0023170179595526467, ,-0.0034700585032626974, ,-0.0033912483586801376, ,-0.0037597143814389862, ,-0.002239065674410415, ,-0.004927265061246027, ,-0.005883541364701486, ,-0.002542829572474773, ,-0.0015697621745943047, ,
1207.959546,0.00019864909156178134, ,-0.002338706897714155, ,-0.0034357163844012527, ,-0.003384997867687838, ,-0.0038509859374793475, ,-0.00217808777224665, ,-0.004905779820141945, ,-0.005774918171233098, ,-0.0025738802589893475, ,-0.0016606704867755159, ,
1342.177274,-0.0004655721083581388, ,-0.0027122289160937127, ,-0.00356289197111535, ,-0.0034808805111824735, ,-0.0041231207240292386, ,-0.002049442168262371, ,-0.004781928566796332, ,-0.005839431245428822, ,-0.002715385858238274, ,-0.0016022520018333113, ,
1476.395002,-0.0005864178866857923, ,-0.002607388898553975, ,-0.0036675134453360526, ,-0.0035782575659455015, ,-0.004178900028951617, ,-0.0020307460798645815, ,-0.004890728919186361, ,-0.005888713576184336, ,-0.0027303789476161707, ,-0.0014779897885110476, ,
1610.61273,-2.9264348399158813e-05, ,-0.002529265077646664, ,-0.0037140020183353355, ,-0.0038288447809849213, ,-0.0040891367907328205, ,-0.0019381272238073151, ,-0.004874634571238778, ,-0.005992331228758688, ,-0.0027435355220282753, ,-0.0013147621638930698, ,
