name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),AR1,stdev(AR1),AR2,stdev(AR2),T1,stdev(T1),tauT1,stdev(tauT1),N (mom),bri (kHz),above zero
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-10001_T0s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.003928,None,0.25135,None,3.978516013526954,2.550368769607468,0.163238,None,0.836762,None,10.226825,None,0.062315,None,1.0,None,1.0,None,6.0,None,6.0,None,0.04163,None,0.04,None,14.072898341513685,0.47117851295693364,0.7055555555555556
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-10002_T24s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0005661666668269616,None,0.28252035905310513,None,3.5395679212344153,2.8836245657640447,0.15608736064482048,None,0.8439126393551795,None,5.001970996528319,None,0.04100760095208406,None,1.0,None,1.0,None,6.0,None,6.0,None,9.589423699551958e-08,None,0.04,None,13.98438694526993,0.4628212578409781,0.7444444444444445
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-10003_T46s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,0.0014227799970594202,None,0.275222978169278,None,3.6334175534752857,2.823340760177966,0.1715553429816482,None,0.8284446570183518,None,5.67049943773162,None,0.041765403606568836,None,1.0,None,1.0,None,6.0,None,6.0,None,2.2139290400957634e-08,None,0.04,None,13.56421897172394,0.4740968763211593,0.7888888888888889
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-10004_T68s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,0.004693330826034292,None,1.8601829082471126,None,0.5375815440333875,21.771185517237356,0.17211061083408213,None,0.8278893891659178,None,0.23876290293170538,None,0.00010000083855140857,None,1.0,None,1.0,None,6.0,None,6.0,None,0.3327229910827789,None,0.04,None,9.498239255222975,0.925640969942947,0.7111111111111111
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-10005_T90s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0013890655483952408,None,0.33766727496534943,None,2.9614951585184484,3.931196708640198,0.12063322017322026,None,0.8793667798267797,None,8.436255748601795,None,0.11265730053568677,None,1.0,None,1.0,None,6.0,None,6.0,None,0.17409695198922215,None,0.04,None,9.213450705070768,0.956309541381944,0.7111111111111111
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-10006_T112s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0012933478133806409,None,0.2760057866857537,None,3.6231124427059553,2.8615712324519187,0.1850030445835521,None,0.8149969554164479,None,5.163192060743716,None,0.03764343646244368,None,1.0,None,1.0,None,6.0,None,6.0,None,1.6372070366088565e-08,None,0.04,None,13.899406054644832,0.47298374035794905,0.7166666666666667
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-10007_T134s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0013114307029402639,None,0.25831841769511654,None,3.871191256599683,2.6226821445087176,0.1750823963221555,None,0.8249176036778445,None,7.507259131034605,None,0.05581173515513548,None,1.0,None,1.0,None,6.0,None,6.0,None,6.699196752890657e-09,None,0.04,None,13.23541985111589,0.4636402888580932,0.7555555555555555
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-10008_T155s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.002973229545173206,None,0.25670552069007757,None,3.8955141958450796,2.6079012132925685,0.14420834586776143,None,0.8557916541322386,None,8.210820178242335,None,0.050465435423296665,None,1.0,None,1.0,None,6.0,None,6.0,None,2.061562032196207e-07,None,0.04,None,14.973902766036687,0.42693332098161874,0.6777777777777778
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-10009_T177s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0038602545474484273,None,0.2384662493411488,None,4.193465543920239,2.4458626667904944,0.18394556516316563,None,0.8160544348368344,None,10.749047998443164,None,0.07823708532369106,None,1.0,None,1.0,None,6.0,None,6.0,None,4.85749218626097e-08,None,0.04,None,12.867010531255488,0.48317488053024055,0.7111111111111111
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100010_T199s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:31 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0001537867952395855,None,0.28942085403494205,None,3.4551760388326027,2.8914697577231143,0.21541278087665655,None,0.7845872191233434,None,3.6454708780268352,None,0.025716638073687886,None,1.0,None,1.0,None,6.0,None,6.0,None,8.211215041242781e-08,None,0.04,None,13.77396048269931,0.459947007939099,0.7111111111111111
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100011_T221s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:32 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,0.00641528229362387,None,1.075420999026474,None,0.9298683965677172,10.81098005399968,0.2136240242400239,None,0.7863759757599761,None,0.3827272433086198,None,0.00013559887706480084,None,1.0,None,1.0,None,6.0,None,6.0,None,0.4306059902886572,None,0.04,None,13.638533385370314,0.4691677461348594,0.7111111111111111
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100012_T242s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:32 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0018963410624590615,None,0.27584702138780604,None,3.6251977453623705,2.8362145569341073,0.16300912668604162,None,0.8369908733139584,None,5.451496909305624,None,0.05017318527117566,None,1.0,None,1.0,None,6.0,None,6.0,None,8.213985047689221e-10,None,0.04,None,12.870924221411533,0.5153318709448573,0.7555555555555555
2022-06-03_tttr2xfcs_CH2_BIN1dot0_TbPEX5EGFP 1-100013_T264s_1_DELSHIFT_correlation-CH2_2,Not known,tttr2xfcs,0,Mon Feb 20 16:05:32 2023,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.003166693362043893,None,0.22345347483548125,None,4.4752045173441815,2.25803152457723,0.14767515477328957,None,0.8523248452267105,None,17.50324578470286,None,0.08658512840764943,None,1.0,None,1.0,None,6.0,None,6.0,None,5.3221871354480754e-09,None,0.04,None,14.380867933371553,0.4527935292683387,0.7444444444444445
