Time (ms),dirty,dirty fitted model: ,0cd20,0cd20 fitted model: ,19e3e,19e3e fitted model: ,34a6d,34a6d fitted model: ,484af,484af fitted model: ,714af,714af fitted model: ,34766,34766 fitted model: ,c1204,c1204 fitted model: ,fe81d,fe81d fitted model: ,ff67b,ff67b fitted model: ,
0.001146,1.2336443802528625,1.2033607597099585,0.9999451433014045,0.9628014215886652,0.46407575880496316,0.4531611260195801,0.25074223889986946,0.23395835231332798,0.5057953345915442,0.484274667889981,0.4747907825603904,0.4555182544981801,0.26237247998118257,0.24467182801212906,0.17732857377181382,0.15807499336789446,0.600224032093098,0.5812623784208587,0.6740527996268706,0.6498474179471094,
0.001274,1.2382341464681805,1.2022407076862773,0.9912397928696401,0.9618041066491361,0.469841378388286,0.4524941733870743,0.2474221018347315,0.2334299960869329,0.49827945466741047,0.4835862091720538,0.4670274481397132,0.4547955975661489,0.25746230200731285,0.24415274897788533,0.1611713795555015,0.15766443863013874,0.6045957186568419,0.5805092686576722,0.6714181954260708,0.6489896126397883,
0.001402,1.2181412207100575,1.2011238408954545,0.9868107122601035,0.9608095416192481,0.4632972756988545,0.45182929520486403,0.24070273530960323,0.2329033532080087,0.49376334721598125,0.4828998660067772,0.46552457715466206,0.4540752516027268,0.2498759368821624,0.2436353586471014,0.17189354139224117,0.15725520079187924,0.5908311607298281,0.5797583818299086,0.6621806108140746,0.6481343883689542,
0.00153,1.2237951122792134,1.200010148568801,0.9814009051946585,0.9598177169724398,0.46920358262733763,0.4511664837879451,0.23636709239874368,0.23237841806182347,0.4981325286274042,0.48221563061049566,0.46309077909028834,0.45335720842942834,0.2431139333106514,0.24311965142316533,0.16211506463096947,0.15684727562317444,0.5916605967775729,0.5790097098463953,0.6598902293257557,0.6472817358664518,
0.001786,1.212460757961367,1.1977922444205547,0.9774415877379006,0.9578422508969274,0.45226325726665273,0.449847030661767,0.23591477100292813,0.23133364860078132,0.48759926262057013,0.4808534521429768,0.46087514330683244,0.45192799788788823,0.24336103710114015,0.24209326400229558,0.15375789098151602,0.1560353464425561,0.5852269753840624,0.577518978205896,0.6515602138196436,0.6455841092694984,
0.002042,1.2046536126636223,1.1955869098394158,0.9633200888774439,0.9558776329087126,0.4597882653210887,0.448535753133955,0.23389365154703162,0.2302956431532616,0.4870258531330346,0.4794996121092214,0.4534784192190743,0.45050790110661676,0.24646543699766474,0.24107354231314168,0.16208321334937748,0.1552286175197141,0.5855171016438593,0.5760370096388442,0.6517844746084677,0.6438966594044737,
0.002298,1.199796680212029,1.193394060016765,0.9629080746507016,0.9539237880483583,0.44978180986473426,0.4472325908100797,0.22963300270982448,0.22926435746054585,0.4815994952714636,0.4781540493319361,0.44658406937467066,0.4490968537213972,0.24322963356818236,0.24006044224810882,0.16192360352777582,0.15442705550138874,0.5786744357551935,0.5745637405491923,0.646918827231827,0.6422193133829436,
0.002554,1.192418649796912,1.1912136107333113,0.9575745695215926,0.9519806419066812,0.44527789678676644,0.44593748377189946,0.22795786175579702,0.22823974755382945,0.47642754876327337,0.47681670311285396,0.45265943010027,0.447694791835231,0.23678947692568272,0.23905391999218586,0.1438781055486795,0.15363062724824986,0.5756028265013224,0.5730991078380616,0.6448749013690912,0.6405519988681371,
0.00281,1.1828762089841427,1.189045478354954,0.9438127110967611,0.9500481206205864,0.43983248417276966,0.44465037257342815,0.22222776361447727,0.22722176975232067,0.47092359547512275,0.4754875132288089,0.44263955268921473,0.44630165201488353,0.23299204868185572,0.23805393202100095,0.14913485999883133,0.15283929983352387,0.5712416741495617,0.5716430488996603,0.6326947670079272,0.638894644070625,
0.003066,1.1840032323776488,1.1868895798286658,0.9494312324061379,0.948126150868937,0.4431198513419496,0.44337119823703597,0.2227553742580831,0.2262103806613532,0.4737483257044332,0.4741664199278475,0.4432169976363517,0.4449173712874589,0.23722268617322073,0.23706043509889055,0.14630101107144639,0.15205304054163105,0.5718181872076475,0.5701955016172391,0.6395440053089716,0.6372471777440312,
0.003578,1.177055127751678,1.1826141550010982,0.94087212508212,0.9443135753696461,0.43565875091019385,0.4408364265585952,0.2170519181830701,0.22420719645176232,0.4690875879899194,0.4715482864003141,0.4383840367037633,0.442175137501103,0.22894161066319488,0.23509274289128826,0.15264272562039066,0.1504955965118742,0.564431029015266,0.567325695974522,0.6294120526345534,0.6339816282078853,
0.00409,1.1671165685151474,1.1783866832934602,0.9272681540587182,0.940542339523865,0.42948737087784206,0.43833270613662567,0.215411486070592,0.22222985341926857,0.4604392400388298,0.46896183379313305,0.4312153631933522,0.43946759577115896,0.22706234370123654,0.23315050318567743,0.14638138387777003,0.1489580376069525,0.5528664304261106,0.564489203605219,0.6241800418629049,0.6307547909890389,
0.004602,1.1623393289610258,1.1742065207874632,0.9264777845088034,0.9368118758588798,0.42717493138903323,0.4358595816209607,0.21157410853456923,0.2202780145173265,0.46093915052284457,0.4664066006651563,0.42437730526147444,0.43679425854301834,0.22542182574522773,0.23123338029626045,0.1428051609448453,0.1474401095681381,0.556326990837929,0.5616855447761981,0.6170181246836679,0.6275661152370939,
0.005114,1.1578688302978137,1.1700730324771258,0.9222615791352445,0.9331216251875343,0.4303825794335156,0.43341660479226374,0.20966353318462702,0.21835134710036683,0.45567689828554364,0.46388213275246765,0.4238634561913934,0.4341546453072712,0.22287169898093265,0.22934104297558142,0.1394372813162349,0.14594156138788983,0.5516218107826454,0.5589142472024295,0.6166835782077167,0.6244150583907179,
0.005626,1.1484352307075676,1.165985592144,0.9124385061157747,0.9294710364835135,0.4196490088589529,0.43100333444511835,0.20599786411614554,0.2164495228662907,0.4525237850073252,0.4613879828516628,0.4232175579414574,0.431548282496084,0.21555776762599496,0.2274731643557543,0.13420248796262604,0.14446214526827897,0.545835601775814,0.5561748459256353,0.6062639685834265,0.6213010860485564,
0.006138,1.1451444612536124,1.1619435822341715,0.9143093048947942,0.9258595667585573,0.4176669930706743,0.42861933627312465,0.20412959186713206,0.21457221779971675,0.44885958224479644,0.45892371070511173,0.417872585283018,0.4289747033811284,0.21458067053741003,0.2256294218904707,0.1367958033741831,0.14300161657994762,0.5444960656305986,0.5534668831950095,0.6066148777236031,0.6182236718422254,
0.007162,1.1374031953597994,1.1539934260655058,0.902025546045479,0.9187518517595739,0.41714383933235516,0.4239374530484072,0.2019872704813333,0.2108898902058007,0.44287851758617997,0.4540830726983055,0.41478411820613376,0.42392406292236723,0.21787317854365096,0.22201307650360533,0.1367320846131386,0.14013625857995737,0.5367016271369157,0.548143477704918,0.6008013893720936,0.6121764517805766,
0.008186,1.1277485848855542,1.1462177922648578,0.8942936421382605,0.9117942924980608,0.4064465614228629,0.419367614403847,0.19628150847141032,0.20730185581971786,0.4361122803832912,0.4493568313480797,0.4066505322026695,0.41899912311123133,0.2050588071253098,0.21848951072046702,0.12699354369688054,0.13734359219770467,0.5284972309575212,0.5429405084694061,0.592632877475029,0.6062693432193128,
0.00921,1.1222521596855015,1.138612040173264,0.8881876356376078,0.9049828223446822,0.40627377881591126,0.41490658297984817,0.19507314763565456,0.20380567122065119,0.4358440358824221,0.44474170338036406,0.4073957875335726,0.4141963862796871,0.20881097076858146,0.21505629400751883,0.12827064260913534,0.13462177040029613,0.527095597218317,0.537854561246007,0.5864790685219604,0.6004984119075907,
0.010234,1.1115069392923453,1.131171656538558,0.8798872840014293,0.8983134921254785,0.40049165596060043,0.4105512214268945,0.1886532351338014,0.2003989563763951,0.4280165964501979,0.44023450628815636,0.39669347059389287,0.4095124549044855,0.2022037206393745,0.21171105966762802,0.12464858401318644,0.13196899308843438,0.518477570453064,0.5328823263386012,0.5810347842142833,0.5948598406115205,
0.011258,1.1060114050202459,1.1238922519768955,0.8722734018411192,0.891782466624321,0.39433478486327894,0.40629848917407063,0.18891968762644584,0.19707939299777363,0.4231045664650395,0.43583215510066736,0.3951280292250197,0.4049440286893892,0.2044961581732388,0.20845150316092192,0.12193525815681795,0.1293835059037895,0.5134967279051097,0.528020595240277,0.5756340134536392,0.589349925513726,
0.012282,1.0968633541475505,1.1167695575334227,0.8637700065680792,0.8853860211921707,0.3912479189482755,0.4021454393066753,0.18476085031689674,0.19384472293580646,0.42214534621777194,0.43153165926051595,0.38915367480928026,0.4004879017338665,0.19653403848596704,0.20527538046987787,0.12186500746531728,0.12686359906667777,0.5073968969659689,0.5232662573888645,0.57009096266372,0.5839650727272313,
0.01433,1.0862871780783612,1.1029778053622818,0.8541655000480063,0.8729825051506731,0.38110867764108997,0.3941270493489851,0.1803074367158078,0.18762132154026975,0.4124701332022889,0.42322472544909556,0.38430567871153193,0.39190017757458967,0.19413010913800538,0.19916475356730304,0.11455712771820435,0.12201390344162436,0.5021325443054839,0.5140677901921298,0.559868326705881,0.5735567080459271,
0.016378,1.075778330542763,1.0897645322520444,0.8450071630540257,0.8610752357139116,0.378890699445238,0.38647423721758783,0.17743018403083802,0.18171183148186643,0.40713069653196604,0.4152915564458458,0.37674965357375834,0.3837254207471489,0.18818031838140636,0.1933623778161054,0.11198684113439053,0.11740707721670694,0.494452742614224,0.5052638825799057,0.5538754508192102,0.5636080684548258,
0.018426,1.0671930957343045,1.0770995928490708,0.8349064287640986,0.8496380734322527,0.3752949933547637,0.37916650422440196,0.17722829669518472,0.17610019850530872,0.4016895401662567,0.4077113314310351,0.3755321938607425,0.3759411123118953,0.18941464698508761,0.18785232281671438,0.11031437251706479,0.11303093508557112,0.49026788677613814,0.4968328694011093,0.5477310042119872,0.5540940295111346,
0.020474,1.0561247867152537,1.0649544700260503,0.82584177486156,0.8386463561058388,0.3660531827716294,0.3721845844595946,0.17301938693263283,0.17077119041038125,0.3948606307412206,0.40046447414919206,0.3658588715261313,0.36852599921531576,0.18236881362952717,0.18261948371995,0.10915428049692438,0.10887390313427989,0.48252040837397925,0.48875437631829766,0.5385510348553324,0.544990926903475,
0.022522,1.046304091194133,1.0533021858841178,0.8163573696531709,0.828076812673867,0.36065074536892455,0.36551036735944037,0.17133745407162582,0.16571035493083036,0.3894385757843871,0.39353257528583035,0.3601715369733604,0.36146002190633836,0.17965827252830954,0.17764953838222697,0.10544028156982432,0.10492498816413554,0.4748483976554765,0.4810092392289651,0.5312523774461367,0.5362764687145093,
0.02457,1.0365901093022274,1.0421172176611972,0.8088115927706687,0.8179074822451002,0.35958945479229143,0.35912682533892626,0.16356648666028734,0.16090397977290025,0.3842975908215361,0.3868983198783286,0.35716813505529793,0.3547242461580399,0.17966109166134328,0.17292890674752096,0.1016333402538745,0.10117374855379903,0.4697555290580776,0.47357942892830496,0.5254184793820023,0.5279296531133046,
0.028666,1.0163342522713767,1.0210539412345496,0.7885154323887006,0.798687715355082,0.3437762682583484,0.34716866959498954,0.15471162117063098,0.15200323557734693,0.37171882123743055,0.3744585483441292,0.34246762379031465,0.3421728074504237,0.16769758165083415,0.1641847457587745,0.09556956279865385,0.09422512214774263,0.4547966162197602,0.45959892820549253,0.5091112573176442,0.512260934193323,
0.032762,1.0008214997541662,1.0015866494400534,0.7729516708756011,0.7808347893747386,0.33663474008605987,0.3361930930363636,0.1504333950137119,0.14397266604438205,0.36234047255405455,0.3630260539547339,0.3331635702542199,0.3307403666761468,0.16317148636386747,0.15629178798100712,0.09072073766784974,0.08795450497466895,0.4433965943052998,0.44668877272230045,0.49615369313187707,0.49783973926253017,
0.036858,0.9844876210763746,0.9835559820941484,0.7598813014890535,0.7642129755183895,0.3273298551401788,0.32609650153426517,0.14616865045662342,0.13672558612597657,0.3529945661765802,0.35249532563080066,0.3257513491674379,0.32030987084180496,0.15725570191179067,0.14916442874185265,0.0859641151775621,0.08229557051187117,0.4341963758869038,0.4347389580096552,0.4864557023811355,0.4845372055704842,
0.040954,0.970439660957027,0.9668192351867015,0.7456690966712677,0.7487012278077765,0.31911310196125164,0.3167871240151499,0.13859557724907584,0.13018395846361186,0.3451249714647284,0.34277283003658515,0.3166401284325546,0.3107769552550543,0.1522679914359329,0.1427257005299434,0.08222824956793692,0.07718848099701035,0.4239103076807559,0.42365190020574295,0.4745096328531968,0.47223877568850653,
0.04505,0.9561176632339834,0.9512485969772844,0.7339461006510997,0.734191541251885,0.31065871347102353,0.30818360477527423,0.13385813207666647,0.12427753014621305,0.3362322283285202,0.3337755938905216,0.31050422139172257,0.30204854485922006,0.1466878731916201,0.13690640030328113,0.07591975217268356,0.0725792526127603,0.41494625167736954,0.4133409665589176,0.46497798677355184,0.4608425551087978,
0.049146,0.9436596555121171,0.936729572409241,0.7209008150823626,0.7205874977599892,0.3029733625149086,0.3002137694521372,0.1293633512779885,0.11894305569221232,0.3285460936323272,0.3254299599431133,0.3006078539982815,0.2940416119519425,0.14110579731078762,0.13164430508995492,0.07473720721003801,0.06841918277897512,0.40459523701042344,0.40372918628661636,0.4551817440254028,0.45025786345128704,
0.057338,0.9210981433634976,0.9104466722201321,0.6999199876936765,0.6957610189272766,0.29205317047174856,0.2859259964285751,0.12216796405507263,0.10976789697609435,0.3155888081034124,0.3104390279545308,0.28909110338148175,0.2799038056182426,0.13347198647258704,0.12257357916363977,0.06845103916235305,0.061275065116458804,0.39075990100041,0.3863368595692181,0.43837513343438733,0.4312088939080597,
0.06553,0.9003276044517514,0.887271044605255,0.6806392466551145,0.6736367584300855,0.2801705220376347,0.27349207118203345,0.11555704628525332,0.10226778052400375,0.30447036361451846,0.29735876748458223,0.2782282944936404,0.2678612869409994,0.12792590279400445,0.11513027409876274,0.06332560003263667,0.055453723040096395,0.377574038076622,0.37101268747361477,0.42345846449845853,0.4145457183986022,
0.073722,0.8812769475762204,0.8666404366963933,0.6617245740669969,0.6537464436555699,0.26988086569646363,0.26257023787365197,0.10955201167619426,0.09612603916560648,0.29358998384144425,0.2858394582527154,0.26751065607709773,0.2575135569951643,0.1207256943851927,0.10900450899278896,0.058258112063323465,0.05070902532329472,0.365015468869523,0.35738946166712793,0.40979154584401484,0.3998338522895718,
0.081914,0.8638205880168417,0.848102467773126,0.6455885151810244,0.6357143326847667,0.25903769040293617,0.25288912890703785,0.10466991036019295,0.09108600297017597,0.2820914319480003,0.27560308645076137,0.25847419758376033,0.24854089049947156,0.11609182267315321,0.10394570610722896,0.05411214824069287,0.046840642405089686,0.35352671412077685,0.3451744562843476,0.396818578320512,0.38672679559289036,
0.090106,0.8475987812734908,0.8312927636604934,0.6311153175353709,0.6192381207347105,0.25167795735471676,0.24423257142620733,0.09771677723818686,0.08693962484521303,0.27419547585575627,0.2664279339593655,0.2498431072205739,0.24068773663198836,0.10991773897208194,0.09975122554662448,0.048963356357440826,0.043685523124264644,0.343245234041446,0.3341334733972729,0.38511036429135015,0.37494749367214075,
0.098298,0.83324269406232,0.8159174782111428,0.6164551099060575,0.6040738748267497,0.24363571122758426,0.23642777539206009,0.09548750538891122,0.08351826365572905,0.26572651899044586,0.25813658066679435,0.24228434398977514,0.23374957303886332,0.10609171128062085,0.09625718055331953,0.047639838282598365,0.04111095759047229,0.33311127451583716,0.32407842154919,0.37434273474226104,0.364273798609857,
0.114682,0.8018071884377518,0.7885663505124284,0.5890978448341337,0.576928485442632,0.22796377987748895,0.22284601520144778,0.08720676002639025,0.07832966073430679,0.2500035539889818,0.2436629584784316,0.2275597584823342,0.2219949073855724,0.09842514519866148,0.09086550160605752,0.04113295682581244,0.03729152824519916,0.3142217940926456,0.30634823088079466,0.35293572906178833,0.3455630919738665,
0.131066,0.7753307105869417,0.764643236706104,0.5638053305570162,0.5530999443906084,0.2163557557898324,0.2113263287449358,0.08170871373714883,0.07470867880828061,0.2364369756259785,0.2313406078716051,0.21522973075223512,0.2123157013423964,0.09297008116273664,0.08698601775579666,0.03882496500333876,0.0347376861097789,0.2982645782563548,0.2910820704730261,0.3357100169103933,0.32953848030896454,
0.14745,0.7495827615086958,0.7432218429769338,0.5414968054509236,0.5317988719973477,0.20386379240967817,0.20133013023194293,0.07537236885982486,0.07212194143460068,0.22374025451193083,0.22061380331434347,0.20356041811460993,0.20408851752760987,0.08607353405776522,0.08410510230704656,0.03362449431208266,0.03302236091643874,0.2838194881818352,0.2776777063595746,0.3190923678919733,0.31550272292516535,
0.163834,0.7269117607904345,0.7236858878540914,0.5218922658656291,0.5124862635481707,0.1948062863024953,0.19249569259989205,0.0707580205290913,0.07021881325550659,0.2134842396240317,0.2111084109053798,0.1937887852938623,0.19690545066266482,0.08096972559683459,0.08188636715169204,0.031068383677611472,0.03186263196400062,0.2705207320285449,0.2657242170338545,0.3046843833799408,0.302987487833403,
0.180218,0.7063630045334806,0.7056201723914073,0.5026406722121857,0.4947858284878539,0.18539345619029585,0.18457469863820655,0.06717098071085795,0.06876873608714498,0.20389678387055213,0.20256694070267472,0.18615851145711104,0.19049669579772813,0.07794067647686077,0.08010936098222506,0.02893371322214177,0.031071072058509994,0.25879017561270673,0.2549344194160708,0.2916207217304543,0.29167175421148545,
0.196602,0.686779725093587,0.6887404679752871,0.4859251132859162,0.47842818809800475,0.17699720891677476,0.17739248097168653,0.06354710331660827,0.0676200623872394,0.1954182518703824,0.19480778034155363,0.1780658819936546,0.18468135119260512,0.07426999004820789,0.07862949083652969,0.02612863380262684,0.030523515054756818,0.24784886738110185,0.24510232044798574,0.2794751985091065,0.2813303025750382,
0.22937,0.6523738742171656,0.657801720629964,0.45485970242296403,0.4489965974954005,0.16316071305671068,0.16477229762075637,0.05922153838017578,0.0658618815732093,0.18066798854444568,0.18114384396197336,0.16571120760942767,0.174375004643452,0.0680742992276752,0.0762138901407256,0.023464706547559885,0.02985914180440858,0.22994111049687985,0.22774062371299503,0.2600591047249103,0.2629637984372615,
0.262138,0.6210711760178437,0.6298531547194215,0.4276900547050621,0.4230986287369838,0.15090935382725632,0.15395765649589216,0.05486747371264896,0.06448902828114128,0.16726182807654696,0.1694074374780052,0.15490210234464385,0.16537717012100525,0.06372236661944931,0.0742066699733975,0.021466309206508806,0.02949154541117012,0.2129049191586985,0.21280200245611952,0.24145614953539868,0.24702008730754085,
0.294906,0.5926343574788903,0.604317662556268,0.4023724141050653,0.40004154284121834,0.14069643548281016,0.14453714254248085,0.050966950178713916,0.0633035649453281,0.15561219545887994,0.15916536285753302,0.14452625625346557,0.15736454489352805,0.05968882172905826,0.07241889072254469,0.01888562069999193,0.02925483369901713,0.19868709114783054,0.19975910377651498,0.22603022442903745,0.23297330095176008,
0.327674,0.5678701579503844,0.5808241386583066,0.38143508199188575,0.37934234778575215,0.1315291524696303,0.13623590332273097,0.04799695373217073,0.06221884851906281,0.14549101411355772,0.15012668986591127,0.1367195168120768,0.15014412150371226,0.057024304709823,0.07076650649903488,0.018486638572471924,0.02907618985064333,0.18627957063179615,0.18824970142298603,0.21212331863488132,0.22047087145257302,
0.360442,0.545509843115285,0.5591061936481997,0.36166196224866826,0.36063997427330735,0.12355494722471358,0.12885644973694474,0.04581603771788042,0.061196428259879504,0.13713651964206627,0.14208146726219853,0.12922676232328978,0.14358673907079933,0.05385286322381971,0.06921073631498248,0.01666498319388004,0.028923646795193637,0.17489831137709666,0.17800866418158992,0.20066288476282074,0.209257263375702,
