,e24-HeLa-GFP-SNAP_c07_run36_T1P1R2_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c07_run36_T1P1R3_uncorrupted_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c04_run33_T1P1R1_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c02_run30_T1P1R1_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c07_run36_T1P1R1_CH1_BIN1.0
3501,14360.0,14273.0,21661.0,14939.0,14428
3502,14343.0,14031.0,21908.0,14843.0,14540
3503,14589.0,14510.0,21759.0,14991.0,14679
3504,14454.0,14726.0,22064.0,15248.0,14582
3505,13993.0,14744.0,21778.0,15316.0,14625
3506,14298.0,14668.0,21420.0,15173.0,14576
3507,14127.0,14064.0,21341.0,15306.0,14412
3508,14260.0,14189.0,21542.0,15207.0,14544
3509,14222.0,14728.0,21590.0,15038.0,14376
3510,14221.0,14521.0,21743.0,15263.0,14510
3511,14167.0,14691.0,21817.0,15320.0,14571
3512,14239.0,14491.0,21603.0,15108.0,14666
3513,14501.0,14520.0,21877.0,14955.0,14435
3514,14822.0,14555.0,21935.0,14774.0,14836
3515,14774.0,14192.0,21741.0,15065.0,14744
3516,14149.0,14704.0,21851.0,15267.0,14549
3517,14215.0,14760.0,21942.0,15063.0,14715
3518,14595.0,14630.0,22113.0,14859.0,14622
3519,14333.0,14535.0,21912.0,14775.0,14602
3520,14514.0,14694.0,21684.0,15037.0,14586
3521,14516.0,14684.0,21830.0,15079.0,14406
3522,14984.0,14398.0,21687.0,15119.0,14561
3523,14600.0,14394.0,21889.0,14883.0,14765
3524,14621.0,14587.0,21650.0,14886.0,14776
3525,14633.0,14276.0,21461.0,15334.0,14597
3526,14456.0,14313.0,21712.0,14920.0,14470
3527,14515.0,14521.0,21776.0,15070.0,14644
3528,14005.0,14185.0,21850.0,15193.0,14433
3529,14405.0,14223.0,21839.0,15072.0,14596
3530,14384.0,14512.0,21979.0,15004.0,14864
3531,14329.0,14428.0,22080.0,14999.0,14560
3532,14109.0,14507.0,21568.0,14817.0,14391
3533,14158.0,14400.0,21780.0,15147.0,14439
3534,14369.0,14265.0,21897.0,15157.0,14633
3535,14418.0,14596.0,21371.0,15074.0,14398
3536,14260.0,14599.0,21613.0,14867.0,14471
3537,14405.0,14547.0,21667.0,15305.0,14325
3538,14678.0,14470.0,21482.0,15561.0,14526
3539,14756.0,14491.0,21510.0,15011.0,14475
3540,14758.0,14460.0,21752.0,15187.0,14535
3541,14349.0,14635.0,21517.0,15141.0,14509
3542,14324.0,14518.0,21684.0,15065.0,14416
3543,14349.0,14328.0,21414.0,14993.0,14288
3544,14471.0,14515.0,21890.0,15159.0,14589
3545,14325.0,14297.0,21634.0,15297.0,14405
3546,14494.0,14230.0,21757.0,14932.0,14603
3547,14496.0,14526.0,21749.0,15099.0,14185
3548,14390.0,14388.0,21744.0,15035.0,14203
3549,14218.0,14346.0,21849.0,14749.0,14514
3550,14149.0,14346.0,21497.0,15443.0,14582
3551,14506.0,14002.0,21804.0,14946.0,14520
3552,14493.0,14495.0,21127.0,14998.0,14532
3553,14831.0,14436.0,21395.0,15086.0,14621
3554,14769.0,14237.0,21797.0,15197.0,14565
3555,14460.0,14249.0,21772.0,15000.0,14599
3556,14538.0,14360.0,21584.0,15031.0,14600
3557,14367.0,14051.0,21713.0,15123.0,14833
3558,14757.0,14109.0,21643.0,15300.0,14261
3559,14172.0,14012.0,21819.0,14965.0,14383
3560,14379.0,14154.0,21691.0,15287.0,14062
3561,14569.0,14287.0,21755.0,15308.0,14083
3562,14763.0,14512.0,21994.0,15234.0,14210
3563,14229.0,14328.0,22024.0,15111.0,14019
3564,14555.0,14018.0,21700.0,15124.0,14175
3565,14400.0,14234.0,21551.0,15086.0,14331
3566,14456.0,14143.0,21734.0,15046.0,14670
3567,14570.0,14247.0,21968.0,15019.0,14636
3568,14566.0,14212.0,21457.0,15233.0,14319
3569,14502.0,14455.0,21572.0,15135.0,14235
3570,14498.0,14076.0,21890.0,15181.0,14399
3571,14755.0,14327.0,21690.0,15085.0,14171
3572,14740.0,14327.0,21673.0,14740.0,14421
3573,14457.0,14655.0,21949.0,14997.0,13959
3574,14224.0,14489.0,21955.0,15225.0,14142
3575,14334.0,14290.0,21691.0,15302.0,14054
3576,14563.0,14416.0,21720.0,15120.0,14112
3577,14524.0,14425.0,21791.0,15100.0,14245
3578,14753.0,14395.0,21492.0,15035.0,14400
3579,14591.0,14514.0,21644.0,14946.0,14500
3580,14616.0,14596.0,21553.0,14914.0,14277
3581,14788.0,14843.0,21436.0,15140.0,14477
3582,14612.0,14529.0,21390.0,15195.0,14280
3583,14537.0,14485.0,21633.0,15299.0,14754
3584,14524.0,14542.0,21771.0,15429.0,14885
3585,14718.0,14784.0,21790.0,15318.0,14575
3586,14789.0,14841.0,22147.0,15146.0,14426
3587,14490.0,14544.0,21716.0,15450.0,14735
3588,14684.0,14609.0,21591.0,15019.0,14302
3589,14208.0,14389.0,21711.0,15086.0,14581
3590,14443.0,14234.0,21780.0,14578.0,14559
3591,14401.0,14202.0,21776.0,14720.0,14516
3592,14687.0,14203.0,21764.0,15206.0,14137
3593,14777.0,14103.0,21750.0,15037.0,14592
3594,14481.0,14239.0,22285.0,15134.0,14412
3595,14583.0,14104.0,22141.0,14961.0,14455
3596,14230.0,14205.0,22047.0,15081.0,14574
3597,14655.0,14251.0,21878.0,15101.0,14550
3598,14198.0,14245.0,21721.0,14850.0,14544
3599,14450.0,14021.0,22073.0,14756.0,14638
3600,14580.0,13750.0,22004.0,14919.0,14884
3601,14673.0,14259.0,22089.0,14994.0,14619
3602,14445.0,14227.0,22161.0,15173.0,14664
3603,14205.0,14160.0,22055.0,15094.0,14650
3604,14404.0,14336.0,21923.0,15200.0,14663
3605,14427.0,14364.0,21941.0,14746.0,14508
3606,14610.0,14478.0,22196.0,14677.0,14446
3607,14697.0,14794.0,21883.0,14907.0,14620
3608,14545.0,14643.0,21809.0,15255.0,14542
3609,14659.0,14195.0,22000.0,15087.0,14427
3610,14722.0,14365.0,22028.0,15176.0,14702
3611,14580.0,14643.0,21986.0,15288.0,14577
3612,14467.0,14767.0,21832.0,15074.0,14715
3613,14307.0,14747.0,21905.0,15057.0,14651
3614,14283.0,14536.0,21490.0,14878.0,14460
3615,14260.0,14210.0,21987.0,14882.0,14602
3616,14257.0,14148.0,22178.0,14948.0,14538
3617,14373.0,14455.0,21919.0,15325.0,14409
3618,14511.0,14504.0,21707.0,15232.0,14152
3619,14640.0,14421.0,21230.0,15178.0,14299
3620,14959.0,14694.0,21792.0,15032.0,14248
3621,14743.0,14330.0,21684.0,15236.0,14320
3622,14723.0,14431.0,21917.0,15244.0,14627
3623,14583.0,14769.0,21807.0,15170.0,14425
3624,14698.0,14479.0,21566.0,15122.0,14579
3625,14569.0,14629.0,21976.0,15095.0,14316
3626,14327.0,14560.0,21762.0,15013.0,14762
3627,14938.0,14386.0,21837.0,15313.0,14438
3628,14633.0,14234.0,21765.0,14969.0,14296
3629,14608.0,14381.0,21755.0,14878.0,14420
3630,14256.0,14231.0,21710.0,14927.0,14389
3631,14613.0,14149.0,21393.0,14762.0,14502
3632,14583.0,14106.0,21594.0,15131.0,14730
3633,14722.0,14360.0,22028.0,15021.0,14647
3634,14577.0,14488.0,21909.0,14677.0,14711
3635,14393.0,14240.0,21918.0,14685.0,14733
3636,14738.0,14169.0,21697.0,15016.0,14345
3637,14563.0,14415.0,21997.0,15416.0,14740
3638,14320.0,14312.0,22154.0,15213.0,14614
3639,14548.0,14343.0,22151.0,15209.0,14815
3640,14500.0,14386.0,22008.0,15132.0,14796
3641,14433.0,14859.0,22064.0,15164.0,14642
3642,14627.0,14506.0,22026.0,15314.0,14622
3643,14265.0,14409.0,21890.0,15339.0,14495
3644,14759.0,14174.0,21271.0,15104.0,14477
3645,14746.0,14287.0,21289.0,14928.0,14630
3646,14617.0,14293.0,21831.0,15171.0,14841
3647,14067.0,14390.0,21956.0,15146.0,14643
3648,14249.0,14521.0,22107.0,15151.0,14669
3649,14720.0,14115.0,22001.0,15367.0,14651
3650,14464.0,14692.0,21925.0,15165.0,14203
3651,14331.0,13973.0,21983.0,15272.0,14359
3652,14629.0,14458.0,22008.0,15216.0,14413
3653,14529.0,14172.0,21622.0,14811.0,14717
3654,14505.0,14293.0,21347.0,15089.0,14816
3655,14461.0,14311.0,21790.0,14940.0,14606
3656,14375.0,14370.0,21660.0,15096.0,14590
3657,14406.0,14408.0,21676.0,15153.0,14292
3658,14263.0,14341.0,21654.0,15123.0,14669
3659,14600.0,14863.0,21739.0,15044.0,14609
3660,15077.0,14456.0,21822.0,14930.0,14659
3661,14596.0,14551.0,22056.0,14917.0,14522
3662,14666.0,14427.0,21648.0,15080.0,14294
3663,14386.0,14700.0,21770.0,15149.0,14340
3664,14437.0,14374.0,21447.0,15205.0,14654
3665,14688.0,14458.0,21799.0,15477.0,14522
3666,14420.0,14522.0,21481.0,15250.0,14703
3667,14396.0,14380.0,21799.0,15239.0,14521
3668,14487.0,14237.0,21456.0,15124.0,14581
3669,14442.0,14381.0,21438.0,15072.0,14678
3670,14551.0,14582.0,21467.0,14985.0,14654
3671,14252.0,14555.0,21500.0,15083.0,14580
3672,14421.0,14370.0,21533.0,15377.0,14423
3673,14614.0,14256.0,21448.0,15163.0,14599
3674,14383.0,14472.0,21983.0,14935.0,14761
3675,14480.0,14598.0,21747.0,14829.0,14628
3676,14406.0,14472.0,21677.0,14767.0,14695
3677,14073.0,14588.0,21869.0,14962.0,14350
3678,14417.0,14421.0,21714.0,14971.0,14493
3679,14441.0,14390.0,21577.0,15199.0,14379
3680,14028.0,14211.0,21585.0,15095.0,14508
3681,14497.0,14556.0,21779.0,15046.0,14302
3682,14605.0,14416.0,21771.0,15272.0,14450
3683,14703.0,14325.0,21614.0,14938.0,14455
3684,14788.0,14265.0,21671.0,15111.0,14520
3685,14707.0,14320.0,21849.0,14944.0,14619
3686,14520.0,13824.0,22093.0,15074.0,14455
3687,14960.0,14402.0,21774.0,14816.0,14442
3688,14763.0,14644.0,21404.0,15242.0,14641
3689,14652.0,14286.0,21902.0,15208.0,14416
3690,14352.0,14764.0,21811.0,15087.0,14653
3691,14697.0,14847.0,21166.0,15200.0,14937
3692,14729.0,14588.0,21579.0,15430.0,14841
3693,14992.0,14732.0,21516.0,15244.0,14664
3694,14389.0,14674.0,21664.0,15340.0,14585
3695,14766.0,14503.0,21339.0,15252.0,14822
3696,14526.0,14353.0,21544.0,15313.0,14404
3697,14831.0,14453.0,21500.0,15234.0,14323
3698,14441.0,14432.0,21623.0,15163.0,14578
3699,14629.0,14440.0,21300.0,14785.0,14518
3700,14292.0,14070.0,21757.0,15104.0,14853
3701,14062.0,14231.0,21473.0,15031.0,14425
3702,14450.0,14160.0,21729.0,14947.0,14417
3703,14540.0,14214.0,21364.0,15246.0,14444
3704,14069.0,14415.0,21366.0,15233.0,14223
3705,14240.0,14363.0,21759.0,15347.0,14486
3706,13946.0,14496.0,21876.0,15103.0,14486
3707,14137.0,14625.0,21355.0,15452.0,14285
3708,14420.0,14279.0,22029.0,15160.0,14336
3709,14406.0,14316.0,21867.0,15484.0,14380
3710,14258.0,14321.0,21911.0,15080.0,14310
3711,14452.0,14356.0,21578.0,15109.0,14640
3712,14275.0,14416.0,21552.0,15144.0,14522
3713,14837.0,14270.0,21814.0,15155.0,14518
3714,14548.0,14269.0,21855.0,15192.0,14228
3715,14483.0,14229.0,21882.0,15114.0,14612
3716,14326.0,14452.0,21815.0,15313.0,14484
3717,14500.0,14452.0,21747.0,14805.0,14594
3718,14832.0,14531.0,21941.0,15200.0,14493
3719,14669.0,14242.0,21800.0,15160.0,14499
3720,14717.0,14344.0,21370.0,15179.0,14209
3721,14617.0,14240.0,21503.0,15090.0,14519
3722,14491.0,14243.0,21305.0,15133.0,14654
3723,14469.0,14041.0,21166.0,15083.0,14419
3724,14363.0,14178.0,21389.0,15017.0,14479
3725,14536.0,14322.0,21486.0,15261.0,14474
3726,14386.0,14206.0,21312.0,14983.0,14515
3727,14372.0,14182.0,21705.0,15141.0,14423
3728,14170.0,14291.0,21608.0,15247.0,14516
3729,14420.0,14283.0,21576.0,15337.0,14537
3730,14557.0,14572.0,21722.0,15055.0,14361
3731,14896.0,14501.0,21448.0,14740.0,14331
3732,14363.0,14393.0,21666.0,14981.0,14477
3733,14453.0,14372.0,21648.0,15005.0,14283
3734,14229.0,14271.0,21852.0,15290.0,14283
3735,14583.0,14465.0,21772.0,15188.0,14382
3736,14404.0,14162.0,21962.0,15200.0,14206
3737,14478.0,14246.0,21772.0,15037.0,14298
3738,14623.0,14587.0,21763.0,15083.0,14396
3739,14544.0,14224.0,21572.0,15061.0,14498
3740,14562.0,14628.0,21603.0,14856.0,14022
3741,14337.0,14340.0,21301.0,14985.0,14472
3742,14357.0,14317.0,21797.0,15032.0,14271
3743,14571.0,14300.0,21483.0,15192.0,14550
3744,14509.0,14291.0,21409.0,15056.0,14545
3745,14728.0,14488.0,21173.0,15028.0,14657
3746,14488.0,14410.0,21619.0,14821.0,14376
3747,14406.0,14402.0,21599.0,14930.0,14312
3748,14291.0,14351.0,21700.0,15013.0,14386
3749,14525.0,13965.0,21421.0,15034.0,14486
3750,14584.0,14223.0,21778.0,15117.0,14394
3751,14606.0,14482.0,21443.0,15136.0,14664
3752,14483.0,14158.0,21469.0,15219.0,14662
3753,14280.0,14138.0,21060.0,14993.0,14800
3754,14225.0,14428.0,21497.0,14977.0,14558
3755,14533.0,14219.0,21508.0,15328.0,14381
3756,14108.0,14333.0,21587.0,15341.0,14396
3757,14505.0,14266.0,21466.0,15130.0,14446
3758,14601.0,14178.0,21593.0,15015.0,14195
3759,14694.0,14501.0,21764.0,15308.0,14571
3760,14859.0,14674.0,21630.0,15185.0,14585
3761,14840.0,14594.0,21724.0,15244.0,14271
3762,14755.0,14356.0,21820.0,15657.0,14467
3763,14239.0,14456.0,21508.0,15233.0,14701
3764,14346.0,14518.0,21640.0,15259.0,14574
3765,14145.0,14389.0,21829.0,15289.0,14444
3766,13995.0,14329.0,21991.0,15094.0,14300
3767,14200.0,14396.0,22047.0,14813.0,14398
3768,14531.0,14536.0,22015.0,14753.0,14418
3769,14796.0,14522.0,21851.0,15069.0,14489
3770,14529.0,14482.0,21758.0,15244.0,14469
3771,14567.0,14428.0,21882.0,14990.0,14372
3772,14511.0,14426.0,21915.0,15385.0,14199
3773,14396.0,14255.0,21783.0,15095.0,14236
3774,14261.0,14396.0,21697.0,15231.0,14188
3775,14387.0,14262.0,21748.0,15345.0,14331
3776,14373.0,14156.0,21567.0,14924.0,14408
3777,14437.0,14221.0,21796.0,15557.0,13985
3778,14195.0,14398.0,22063.0,15078.0,14395
3779,14247.0,14196.0,21579.0,15130.0,14010
3780,14341.0,14266.0,21845.0,14986.0,14470
3781,14344.0,14292.0,21903.0,15262.0,14369
3782,14412.0,14438.0,21906.0,14910.0,14567
3783,14474.0,14134.0,21793.0,15042.0,14639
3784,14730.0,14044.0,21937.0,15624.0,14526
3785,14536.0,13976.0,22111.0,15404.0,14323
3786,14729.0,13992.0,22162.0,15248.0,14610
3787,14617.0,14240.0,21925.0,15051.0,14396
3788,14606.0,14232.0,21763.0,14988.0,14370
3789,14670.0,14105.0,21485.0,15271.0,14209
3790,14757.0,14176.0,21671.0,15146.0,14549
3791,14620.0,14227.0,21750.0,15185.0,14468
3792,14739.0,14275.0,21779.0,15185.0,14506
3793,14376.0,14447.0,21648.0,15496.0,14620
3794,14648.0,14313.0,21775.0,15347.0,14477
3795,14658.0,14234.0,21639.0,15262.0,14394
3796,14800.0,14547.0,21690.0,15194.0,14900
3797,14217.0,14610.0,21558.0,15260.0,14599
3798,14460.0,14583.0,21998.0,15301.0,14691
3799,14916.0,14313.0,22077.0,15272.0,14509
3800,14437.0,14337.0,22002.0,15017.0,14489
3801,14339.0,14346.0,21819.0,15045.0,15011
3802,14247.0,14215.0,22024.0,14921.0,14549
3803,14537.0,14561.0,22004.0,15058.0,14478
3804,14536.0,14356.0,22026.0,14867.0,14400
3805,14476.0,14559.0,22037.0,15097.0,14123
3806,14562.0,14815.0,21773.0,15136.0,14209
3807,14483.0,14549.0,21806.0,14925.0,14591
3808,14326.0,14773.0,21951.0,15016.0,14491
3809,14228.0,14521.0,22003.0,15104.0,14300
3810,14313.0,14590.0,22033.0,14980.0,14024
3811,14580.0,14326.0,21797.0,15038.0,14390
3812,14352.0,14215.0,22001.0,14916.0,14257
3813,14379.0,14285.0,21789.0,15088.0,14284
3814,14414.0,14326.0,21820.0,15097.0,14311
3815,14536.0,14381.0,21801.0,15063.0,14395
3816,14537.0,14222.0,21639.0,14964.0,14303
3817,14584.0,14404.0,21996.0,15210.0,14306
3818,14561.0,14418.0,21762.0,14972.0,14142
3819,14705.0,14563.0,21806.0,15110.0,14569
3820,14348.0,14294.0,21537.0,14854.0,14422
3821,14304.0,14531.0,21817.0,14975.0,14282
3822,14425.0,14246.0,21889.0,15125.0,14188
3823,14636.0,13947.0,21856.0,15229.0,14180
3824,14577.0,13983.0,21687.0,15111.0,14331
3825,14346.0,14090.0,21670.0,15249.0,14582
3826,14496.0,14321.0,21482.0,15149.0,14439
3827,14320.0,14332.0,21981.0,15209.0,14298
3828,14385.0,14317.0,21594.0,15513.0,14584
3829,14560.0,14189.0,21700.0,15322.0,14565
3830,14203.0,14316.0,22007.0,14907.0,14492
3831,14603.0,14252.0,22119.0,15215.0,14543
3832,14433.0,14298.0,22101.0,14930.0,14436
3833,14306.0,14252.0,21865.0,15067.0,14330
3834,14584.0,14415.0,21451.0,15192.0,14528
3835,14411.0,13985.0,21571.0,15421.0,14349
3836,14298.0,14216.0,21924.0,15055.0,14468
3837,14396.0,14136.0,21489.0,14818.0,14308
3838,14392.0,13705.0,21659.0,14931.0,14615
3839,14436.0,13881.0,21452.0,15114.0,14364
3840,14814.0,14299.0,21848.0,15055.0,14536
3841,14738.0,14602.0,21631.0,15116.0,14555
3842,14636.0,14284.0,21984.0,14811.0,14723
3843,14666.0,14268.0,21915.0,15113.0,14730
3844,14496.0,14258.0,21489.0,15100.0,14630
3845,14690.0,14367.0,21618.0,15121.0,14257
3846,14454.0,14198.0,21121.0,15060.0,14272
3847,14091.0,14088.0,21607.0,15000.0,14199
3848,14224.0,14517.0,21940.0,15177.0,14229
3849,14515.0,14176.0,21704.0,15240.0,14205
3850,14525.0,14118.0,21766.0,15356.0,14043
3851,14384.0,14464.0,22099.0,15087.0,14288
3852,14287.0,14295.0,22013.0,15079.0,14725
3853,14437.0,14152.0,21635.0,14538.0,14247
3854,14199.0,14484.0,21586.0,15016.0,14520
3855,14163.0,14310.0,21860.0,15117.0,14446
3856,14400.0,14260.0,21589.0,14964.0,14647
3857,14599.0,14283.0,21739.0,15165.0,14495
3858,14621.0,14570.0,21572.0,15306.0,14586
3859,14348.0,14532.0,21874.0,15203.0,14587
3860,14486.0,14465.0,21698.0,15189.0,14352
3861,14458.0,14106.0,21598.0,15220.0,14372
3862,14359.0,14355.0,21652.0,15099.0,14286
3863,14650.0,14545.0,21687.0,15056.0,14334
3864,14607.0,14361.0,22000.0,15469.0,14337
3865,14453.0,14515.0,21893.0,15304.0,14197
3866,14498.0,14144.0,21697.0,14995.0,14326
3867,14488.0,14349.0,21577.0,15264.0,14537
3868,14349.0,14742.0,21609.0,15242.0,14376
3869,14601.0,14535.0,21835.0,14942.0,14435
3870,14778.0,14522.0,21592.0,15186.0,14204
3871,14278.0,14483.0,22128.0,15203.0,14441
3872,14339.0,14609.0,21929.0,14950.0,14511
3873,14532.0,14169.0,22054.0,15061.0,14574
3874,14213.0,14192.0,22101.0,15312.0,14316
3875,14373.0,14139.0,21878.0,15276.0,14303
3876,14390.0,14255.0,21725.0,15134.0,14103
3877,14474.0,14496.0,21902.0,15403.0,14278
3878,14399.0,14411.0,22127.0,15149.0,14097
3879,14452.0,14404.0,21882.0,15386.0,14160
3880,14720.0,14449.0,21955.0,15125.0,14524
3881,14644.0,14147.0,21801.0,15234.0,14298
3882,14474.0,14015.0,21580.0,15284.0,14039
3883,14680.0,14327.0,21725.0,15435.0,14227
3884,14580.0,14209.0,21867.0,14831.0,14394
3885,14277.0,14249.0,21930.0,15040.0,14525
3886,14349.0,14575.0,21792.0,15177.0,14273
3887,14484.0,14389.0,21681.0,14976.0,14446
3888,14458.0,14472.0,21641.0,14935.0,14275
3889,14542.0,14661.0,21817.0,14952.0,14452
3890,14310.0,14643.0,21892.0,15047.0,14255
3891,14440.0,14455.0,21887.0,15048.0,14154
3892,14456.0,14696.0,21774.0,14952.0,14375
3893,14574.0,14309.0,21495.0,15113.0,14424
3894,14314.0,14453.0,21537.0,15323.0,14250
3895,14368.0,14384.0,21628.0,15114.0,14034
3896,14555.0,14305.0,21929.0,15039.0,14571
3897,14389.0,14409.0,21945.0,15151.0,14629
3898,14428.0,14082.0,21567.0,15193.0,14525
3899,14733.0,14115.0,21954.0,15057.0,14540
3900,14356.0,14288.0,21834.0,14800.0,14588
3901,14368.0,14530.0,21666.0,14787.0,14695
3902,14589.0,14591.0,21466.0,14960.0,14513
3903,14392.0,14636.0,21594.0,14819.0,14453
3904,14483.0,14846.0,21608.0,14831.0,14895
3905,14426.0,14824.0,22205.0,15099.0,14601
3906,14287.0,14564.0,21837.0,15173.0,14829
3907,14400.0,14980.0,21814.0,15204.0,14843
3908,14614.0,14819.0,21476.0,14946.0,14544
3909,14927.0,14619.0,22028.0,15076.0,14396
3910,14688.0,14591.0,21589.0,14944.0,14539
3911,14499.0,14599.0,21595.0,15052.0,14485
3912,14218.0,14763.0,21567.0,14955.0,14331
3913,14425.0,14743.0,21489.0,15065.0,14536
3914,14621.0,14414.0,21788.0,15294.0,14398
3915,14167.0,14648.0,21203.0,14912.0,14594
3916,14289.0,14726.0,21583.0,15119.0,14626
3917,14091.0,14597.0,21530.0,14991.0,14340
3918,13971.0,14534.0,21210.0,15465.0,14255
3919,14450.0,14644.0,21378.0,15061.0,14411
3920,14708.0,14745.0,21660.0,15110.0,14504
3921,14460.0,14727.0,21142.0,14788.0,14416
3922,14565.0,14867.0,21712.0,15222.0,14575
3923,14413.0,14748.0,21284.0,15097.0,14749
3924,14049.0,14674.0,21520.0,15320.0,14613
3925,14547.0,14810.0,21705.0,15142.0,14434
3926,14030.0,14701.0,21731.0,15363.0,14533
3927,14405.0,14645.0,21880.0,15151.0,14468
3928,14357.0,14539.0,22119.0,15507.0,14659
3929,14130.0,14752.0,21792.0,15091.0,14577
3930,14161.0,14625.0,21871.0,15176.0,14669
3931,14240.0,14668.0,21819.0,14941.0,14441
3932,14159.0,14464.0,21780.0,15193.0,14476
3933,14311.0,14708.0,21598.0,14808.0,14358
3934,14403.0,14735.0,21630.0,15130.0,14422
3935,14360.0,14701.0,21948.0,14987.0,14480
3936,14282.0,14669.0,21668.0,14946.0,14169
3937,14274.0,14361.0,21803.0,14902.0,14148
3938,14370.0,14660.0,21561.0,15238.0,14079
3939,14316.0,14365.0,21473.0,14851.0,14409
3940,14209.0,14653.0,21504.0,15081.0,14369
3941,14545.0,14425.0,21535.0,15092.0,14711
3942,14293.0,14372.0,21438.0,15207.0,14595
3943,14272.0,14578.0,21941.0,14899.0,14371
3944,14419.0,14266.0,21633.0,14999.0,14327
3945,14307.0,14276.0,21735.0,15243.0,14333
3946,14349.0,14337.0,21639.0,14998.0,14311
3947,14543.0,14253.0,21569.0,14855.0,14452
3948,14400.0,14559.0,21843.0,14910.0,14577
3949,14558.0,14446.0,21764.0,15126.0,14472
3950,14648.0,14254.0,21733.0,15420.0,14567
3951,14481.0,14271.0,21516.0,15118.0,14605
3952,14384.0,14425.0,21348.0,15238.0,14174
3953,14417.0,14540.0,21539.0,15109.0,14737
3954,14537.0,14432.0,21732.0,15177.0,14538
3955,14520.0,14347.0,21815.0,15044.0,14708
3956,14601.0,14560.0,21763.0,15001.0,14717
3957,14474.0,14566.0,21695.0,14735.0,14658
3958,14361.0,14358.0,21714.0,15048.0,14491
3959,14303.0,14617.0,21496.0,15176.0,14293
3960,14392.0,14775.0,21702.0,15162.0,14397
3961,14622.0,14430.0,21851.0,15145.0,14751
3962,14100.0,14443.0,21872.0,15304.0,14221
3963,14095.0,14538.0,21673.0,15336.0,14643
3964,14009.0,14620.0,21661.0,15111.0,14626
3965,14247.0,14547.0,21492.0,15305.0,14780
3966,14119.0,14519.0,21403.0,15034.0,14787
3967,14125.0,14287.0,21685.0,15170.0,14795
3968,14377.0,14061.0,21835.0,15274.0,14770
3969,14587.0,14383.0,21695.0,15017.0,14622
3970,14596.0,14581.0,21615.0,15024.0,14567
3971,14516.0,14415.0,21536.0,15179.0,14597
3972,14308.0,14354.0,21722.0,15203.0,14541
3973,14750.0,14457.0,21671.0,15181.0,14559
3974,14688.0,14385.0,21698.0,14815.0,14533
3975,14342.0,14517.0,21810.0,15197.0,14699
3976,14793.0,14467.0,21504.0,15302.0,14639
3977,14552.0,14507.0,21903.0,15121.0,14529
3978,14262.0,14037.0,21734.0,15187.0,14772
3979,14109.0,14134.0,21956.0,14870.0,14616
3980,14498.0,14544.0,21531.0,14839.0,14359
3981,14211.0,14482.0,22164.0,14708.0,14597
3982,14425.0,14150.0,21751.0,14760.0,14736
3983,14795.0,14195.0,21578.0,14869.0,14718
3984,14497.0,14205.0,21463.0,14914.0,14952
3985,14551.0,14270.0,21485.0,15033.0,14930
3986,14371.0,14398.0,21556.0,15162.0,14735
3987,14466.0,14339.0,21984.0,15517.0,14789
3988,14299.0,14445.0,22078.0,15529.0,14736
3989,14383.0,14598.0,21864.0,15231.0,14699
3990,14354.0,14415.0,21632.0,15197.0,14717
3991,14116.0,14471.0,21821.0,15108.0,14720
3992,14426.0,14514.0,21711.0,15166.0,14687
3993,14674.0,14727.0,21711.0,15130.0,14449
3994,14681.0,14647.0,21905.0,15013.0,14697
3995,14592.0,14462.0,21778.0,15406.0,14721
3996,14231.0,14752.0,21692.0,15140.0,14947
3997,14547.0,14797.0,21975.0,15109.0,15155
3998,14446.0,14713.0,21694.0,15028.0,14843
3999,14445.0,14777.0,22015.0,15042.0,15093
4000,14431.0,14663.0,21995.0,15252.0,14876
4001,14632.0,14295.0,21814.0,15139.0,14809
4002,14824.0,14217.0,21705.0,15198.0,14961
4003,14654.0,14410.0,21573.0,14870.0,14740
4004,14482.0,14420.0,21788.0,15666.0,14856
4005,14555.0,14588.0,21592.0,15322.0,14971
4006,14667.0,14544.0,21656.0,15303.0,14817
4007,14523.0,14541.0,21563.0,15275.0,14743
4008,14321.0,14538.0,21693.0,15166.0,14624
4009,14335.0,14694.0,21658.0,15260.0,14510
4010,14775.0,14388.0,21565.0,15144.0,14323
4011,14667.0,14432.0,21591.0,15004.0,14885
4012,14553.0,14256.0,21338.0,15269.0,14503
4013,14846.0,14209.0,21476.0,15534.0,14556
4014,14824.0,14492.0,21846.0,15185.0,14547
4015,14627.0,14815.0,21564.0,15319.0,14405
4016,14682.0,14554.0,21668.0,15156.0,14746
4017,14460.0,14631.0,21931.0,15484.0,14730
4018,14424.0,14619.0,21607.0,15253.0,14837
4019,14706.0,14596.0,21524.0,15331.0,14703
4020,14533.0,14296.0,21570.0,15359.0,14374
4021,14631.0,14303.0,21708.0,15592.0,14579
4022,14791.0,14591.0,21667.0,15407.0,14728
4023,14632.0,14801.0,21668.0,15311.0,14750
4024,14838.0,14778.0,21484.0,15439.0,14599
4025,14856.0,14737.0,21301.0,15174.0,14533
4026,14742.0,14622.0,21423.0,15213.0,14493
4027,14686.0,14835.0,21639.0,15208.0,14535
4028,14542.0,14877.0,21622.0,15193.0,14478
4029,14462.0,14861.0,21640.0,15302.0,14540
4030,14782.0,14892.0,21514.0,15477.0,14321
