,e24-HeLa-GFP-SNAP_c07_run36_T1P1R2_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c07_run36_T1P1R3_uncorrupted_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c04_run33_T1P1R1_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c02_run30_T1P1R1_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c07_run36_T1P1R1_CH1_BIN1.0
7249,14708.0,14350.0,21819.0,15046.0,14731
7250,14575.0,14265.0,21893.0,15128.0,14579
7251,14536.0,14539.0,21495.0,15272.0,14693
7252,14551.0,14416.0,21793.0,15256.0,14845
7253,14201.0,14362.0,21993.0,15266.0,14519
7254,14422.0,13959.0,21946.0,15087.0,14639
7255,14722.0,14095.0,21770.0,14996.0,14472
7256,14556.0,14140.0,21520.0,14926.0,14434
7257,15014.0,14349.0,21950.0,15004.0,14245
7258,14591.0,14271.0,22072.0,15122.0,14560
7259,14709.0,14673.0,21428.0,15068.0,14413
7260,14334.0,14396.0,21540.0,15051.0,14467
7261,14540.0,14120.0,21549.0,14755.0,14345
7262,14209.0,14437.0,21629.0,14661.0,14739
7263,14290.0,14337.0,22048.0,14895.0,14500
7264,14235.0,14534.0,21556.0,15099.0,14502
7265,14453.0,14430.0,21587.0,15056.0,14334
7266,14644.0,14292.0,21505.0,14896.0,14301
7267,14632.0,14259.0,21595.0,14968.0,14957
7268,14672.0,14474.0,21706.0,14989.0,14752
7269,14500.0,14526.0,21800.0,14979.0,14469
7270,14471.0,14322.0,21658.0,14939.0,14511
7271,14590.0,14326.0,21670.0,15051.0,14403
7272,14605.0,14411.0,21658.0,14868.0,14609
7273,14597.0,14637.0,21548.0,15026.0,14546
7274,14712.0,14319.0,21672.0,15288.0,14487
7275,14727.0,14713.0,21796.0,15024.0,14611
7276,14577.0,14887.0,21766.0,15047.0,14649
7277,14910.0,14498.0,22242.0,14838.0,14758
7278,14643.0,14411.0,21961.0,14829.0,14488
7279,14904.0,14380.0,21624.0,14757.0,14673
7280,14683.0,14356.0,21733.0,14938.0,14673
7281,14610.0,14377.0,22201.0,14986.0,14506
7282,14826.0,14113.0,21778.0,15471.0,15080
7283,14595.0,14308.0,22033.0,15057.0,14539
7284,14449.0,14317.0,21858.0,15244.0,14410
7285,14329.0,14355.0,21775.0,15030.0,14254
7286,14408.0,14230.0,21670.0,14931.0,14505
7287,14461.0,14277.0,21875.0,15216.0,14443
7288,14712.0,14094.0,22025.0,15245.0,14354
7289,14756.0,14296.0,22203.0,15235.0,14471
7290,14440.0,14541.0,21529.0,15259.0,14682
7291,14790.0,14316.0,21859.0,15232.0,14712
7292,14283.0,14327.0,21792.0,14982.0,14564
7293,14362.0,14475.0,21909.0,15175.0,14462
7294,14516.0,14231.0,22208.0,15353.0,14638
7295,14326.0,13985.0,22005.0,15216.0,14410
7296,14718.0,14340.0,22008.0,15241.0,14666
7297,14564.0,14558.0,21545.0,15244.0,14555
7298,14826.0,14643.0,21620.0,15208.0,14751
7299,15126.0,14430.0,21599.0,15109.0,14436
7300,14787.0,14382.0,21547.0,15165.0,14661
7301,14761.0,14353.0,21657.0,15077.0,14493
7302,14700.0,14395.0,21586.0,15333.0,14646
7303,14531.0,14210.0,21567.0,15069.0,14427
7304,14629.0,14211.0,21750.0,15185.0,14586
7305,14569.0,14450.0,21529.0,15083.0,14500
7306,14262.0,14606.0,21512.0,15160.0,14611
7307,14299.0,14448.0,21565.0,15265.0,14835
7308,14444.0,14452.0,21661.0,15090.0,14711
7309,14675.0,14826.0,21594.0,15045.0,14638
7310,14716.0,14559.0,21759.0,15200.0,15046
7311,14497.0,14246.0,21811.0,15184.0,14779
7312,14595.0,14505.0,21597.0,15326.0,14726
7313,14727.0,14511.0,21800.0,15450.0,14732
7314,14502.0,14272.0,21520.0,15579.0,14537
7315,14385.0,14282.0,21840.0,15130.0,14575
7316,14413.0,14434.0,21703.0,15284.0,14534
7317,14525.0,14228.0,21693.0,15115.0,14612
7318,14447.0,14123.0,21698.0,15179.0,14460
7319,14366.0,14149.0,21244.0,14998.0,14431
7320,14278.0,13969.0,21719.0,15487.0,14104
7321,14710.0,14305.0,21610.0,15219.0,14621
7322,14438.0,14558.0,21984.0,15314.0,14834
7323,14387.0,14510.0,21520.0,15241.0,14514
7324,14357.0,14527.0,21504.0,15219.0,14679
7325,14236.0,14415.0,21323.0,15203.0,14585
7326,14618.0,14203.0,21501.0,15388.0,14592
7327,14524.0,14308.0,21587.0,15209.0,14598
7328,14359.0,14382.0,21613.0,15021.0,14635
7329,14548.0,14565.0,21614.0,14935.0,14496
7330,14581.0,14442.0,21593.0,15180.0,14423
7331,14379.0,14385.0,21564.0,14991.0,14451
7332,14683.0,14304.0,21557.0,14896.0,14194
7333,14548.0,14598.0,21696.0,14837.0,14007
7334,14420.0,14553.0,22123.0,14883.0,14402
7335,14667.0,14159.0,22009.0,14970.0,14522
7336,14610.0,14471.0,21895.0,15105.0,14739
7337,14843.0,14456.0,21721.0,15038.0,14790
7338,14823.0,14212.0,22038.0,14971.0,14574
7339,14745.0,14398.0,21925.0,15112.0,14636
7340,14557.0,14417.0,21670.0,15215.0,14718
7341,14572.0,14270.0,21496.0,15125.0,14320
7342,14479.0,14165.0,21464.0,15213.0,14441
7343,14770.0,14326.0,21661.0,15482.0,14698
7344,14750.0,14135.0,21764.0,15423.0,14437
7345,14306.0,14682.0,21626.0,15174.0,14552
7346,14459.0,14138.0,21767.0,15269.0,14457
7347,14350.0,14077.0,21449.0,15329.0,14711
7348,14850.0,14359.0,21789.0,15541.0,14517
7349,14951.0,14165.0,21620.0,15372.0,14447
7350,14622.0,14320.0,21740.0,14907.0,14939
7351,14599.0,14543.0,21786.0,14899.0,14606
7352,14498.0,14212.0,21745.0,15165.0,14639
7353,14427.0,14220.0,21625.0,15180.0,14802
7354,14740.0,14168.0,21782.0,15087.0,14476
7355,14417.0,14407.0,21806.0,14963.0,14655
7356,14870.0,14243.0,21842.0,15372.0,14673
7357,14673.0,14178.0,21759.0,15152.0,14299
7358,14443.0,14068.0,21547.0,15029.0,14396
7359,14343.0,14191.0,21473.0,15272.0,14654
7360,14708.0,14239.0,21581.0,15124.0,14516
7361,14815.0,14298.0,22101.0,15216.0,14567
7362,14550.0,14272.0,21764.0,15455.0,14265
7363,14592.0,14194.0,21850.0,15343.0,14475
7364,14533.0,14311.0,21754.0,15372.0,14619
7365,14650.0,14550.0,22141.0,14955.0,14404
7366,14624.0,14388.0,22068.0,15329.0,14276
7367,14581.0,14312.0,22021.0,15332.0,14476
7368,14445.0,14409.0,21553.0,15313.0,14448
7369,14798.0,14202.0,22181.0,15258.0,14598
7370,14689.0,14616.0,21839.0,14982.0,14355
7371,14689.0,14247.0,22215.0,15134.0,14120
7372,14305.0,14337.0,22035.0,15389.0,14327
7373,14662.0,14661.0,22111.0,14960.0,14433
7374,14764.0,14430.0,21573.0,14882.0,14426
7375,14576.0,14337.0,21727.0,15183.0,14435
7376,14581.0,14353.0,21871.0,15503.0,14466
7377,14395.0,14337.0,21642.0,15022.0,14571
7378,14385.0,14232.0,21940.0,15132.0,14510
7379,14368.0,14228.0,22084.0,15305.0,14225
7380,14551.0,14628.0,21987.0,15243.0,14794
7381,14631.0,14306.0,22209.0,15168.0,14343
7382,14677.0,14541.0,21656.0,15453.0,14445
7383,14412.0,14695.0,22161.0,15112.0,14461
7384,14511.0,14387.0,22128.0,15316.0,14806
7385,14300.0,14651.0,21864.0,15302.0,14747
7386,14580.0,14559.0,21559.0,15571.0,14649
7387,14610.0,14534.0,21889.0,15221.0,14518
7388,14971.0,14272.0,21612.0,15291.0,14666
7389,14688.0,14191.0,21902.0,15185.0,14507
7390,14893.0,14368.0,21681.0,15169.0,14520
7391,14734.0,14265.0,21875.0,15354.0,14479
7392,14505.0,14510.0,22326.0,15135.0,14509
7393,14444.0,14469.0,21932.0,15389.0,14524
7394,14499.0,14440.0,21834.0,15166.0,14200
7395,14403.0,14432.0,21974.0,15096.0,14588
7396,14151.0,13922.0,22136.0,15092.0,14420
7397,14622.0,14239.0,21500.0,15034.0,14369
7398,14377.0,14366.0,21715.0,15179.0,14380
7399,14163.0,14421.0,21715.0,14884.0,14316
7400,14380.0,14270.0,21843.0,14887.0,14465
7401,14301.0,14408.0,21679.0,15274.0,14541
7402,14315.0,14770.0,21684.0,15394.0,14730
7403,14322.0,14437.0,21582.0,15624.0,14258
7404,14445.0,14429.0,21490.0,15114.0,14426
7405,14512.0,14332.0,21674.0,15014.0,14495
7406,14547.0,14378.0,21795.0,15069.0,14495
7407,14528.0,14342.0,21646.0,14935.0,14677
7408,14465.0,14214.0,21872.0,15223.0,14556
7409,14617.0,14310.0,21661.0,15244.0,14524
7410,14761.0,14467.0,21503.0,15063.0,14657
7411,14600.0,14258.0,22073.0,15242.0,14468
7412,14529.0,14143.0,21767.0,15388.0,14710
7413,14492.0,14266.0,21782.0,15265.0,14467
7414,14329.0,14485.0,21894.0,15159.0,14474
7415,14744.0,14521.0,22045.0,15066.0,14532
7416,14624.0,14441.0,21861.0,15235.0,14610
7417,14609.0,14554.0,21952.0,15169.0,14788
7418,14629.0,14438.0,21848.0,15015.0,14587
7419,14674.0,14481.0,21717.0,15024.0,14226
7420,14738.0,14535.0,21998.0,14974.0,14460
7421,14696.0,14406.0,21651.0,15158.0,14683
7422,14720.0,14348.0,22033.0,15139.0,14724
7423,14810.0,14345.0,22170.0,15070.0,14801
7424,14847.0,14344.0,21834.0,15121.0,14281
7425,14597.0,14167.0,21819.0,15248.0,14179
7426,14488.0,14248.0,21694.0,15387.0,14660
7427,14568.0,14382.0,22013.0,15219.0,14629
7428,14342.0,14198.0,21532.0,15303.0,14188
7429,14666.0,14392.0,21780.0,15271.0,14311
7430,14589.0,14491.0,21733.0,15404.0,14358
7431,14450.0,14273.0,21891.0,15208.0,14566
7432,14388.0,14336.0,21872.0,15056.0,14550
7433,14599.0,14250.0,21866.0,15042.0,14597
7434,14939.0,14389.0,22049.0,15614.0,14640
7435,14593.0,14429.0,21552.0,15410.0,14450
7436,14503.0,14666.0,21719.0,15294.0,14482
7437,14411.0,14453.0,21771.0,15191.0,14637
7438,14513.0,14435.0,21717.0,14904.0,14391
7439,14500.0,14807.0,22177.0,15512.0,14391
7440,14589.0,14613.0,21840.0,15494.0,14384
7441,14568.0,14552.0,21416.0,15148.0,14732
7442,14521.0,14734.0,21542.0,15272.0,14700
7443,14536.0,14622.0,21681.0,15185.0,14484
7444,14546.0,14690.0,21733.0,15312.0,14510
7445,14319.0,14632.0,22204.0,15330.0,14439
7446,14613.0,15101.0,21994.0,15238.0,14727
7447,14391.0,14856.0,21866.0,15101.0,14676
7448,14580.0,14788.0,21870.0,15113.0,14710
7449,14940.0,14472.0,21806.0,15083.0,14635
7450,14254.0,14176.0,21487.0,14936.0,14367
7451,14325.0,14551.0,21524.0,15125.0,14598
7452,14269.0,14346.0,21595.0,14857.0,14492
7453,14606.0,14534.0,22112.0,15005.0,14767
7454,14570.0,14327.0,21886.0,15008.0,14066
7455,14708.0,14497.0,21593.0,14992.0,14347
7456,14599.0,14758.0,21297.0,14946.0,14525
7457,14636.0,14733.0,21385.0,15172.0,14239
7458,14572.0,14532.0,21580.0,15373.0,14130
7459,14502.0,14603.0,21588.0,15160.0,14487
7460,14330.0,14213.0,21630.0,15363.0,14474
7461,14431.0,14117.0,21405.0,15537.0,14749
7462,14547.0,14239.0,21034.0,15172.0,14379
7463,14362.0,14117.0,21914.0,15262.0,14270
7464,14341.0,14385.0,21875.0,15133.0,14554
7465,14501.0,14232.0,21680.0,15346.0,14461
7466,14633.0,14317.0,21765.0,15542.0,14499
7467,14440.0,14212.0,21567.0,15144.0,14658
7468,14278.0,14403.0,21709.0,15535.0,14416
7469,14413.0,14692.0,21621.0,15296.0,14446
7470,14555.0,14266.0,21616.0,15238.0,14320
7471,14246.0,14507.0,21460.0,15308.0,14708
7472,14353.0,14262.0,21449.0,15086.0,14615
7473,14373.0,14466.0,21339.0,14757.0,14436
7474,14293.0,14750.0,21590.0,15057.0,14331
7475,14386.0,14277.0,21583.0,15003.0,14250
7476,14382.0,14261.0,21607.0,14783.0,14378
7477,14194.0,14327.0,21284.0,15252.0,14321
7478,14629.0,14157.0,21363.0,15167.0,14366
7479,14296.0,14100.0,21577.0,15266.0,14485
7480,14022.0,14118.0,21579.0,15287.0,14363
7481,14452.0,14203.0,21652.0,15155.0,14338
7482,14232.0,14329.0,21383.0,14929.0,14231
7483,14326.0,14114.0,21435.0,14977.0,14338
7484,14295.0,14414.0,21856.0,15298.0,14620
7485,14153.0,14479.0,21671.0,14933.0,14202
7486,14370.0,14475.0,21518.0,15166.0,14328
7487,14255.0,14359.0,21854.0,14876.0,14427
7488,14353.0,14336.0,21442.0,15175.0,14415
7489,14376.0,14357.0,21949.0,15214.0,14276
7490,14285.0,14379.0,21736.0,14985.0,14313
7491,14326.0,14213.0,21666.0,15049.0,14702
7492,14217.0,14497.0,21452.0,15160.0,14619
7493,14267.0,14629.0,21546.0,15551.0,14649
7494,14110.0,14133.0,21425.0,15552.0,14271
7495,13868.0,14253.0,21593.0,15158.0,14839
7496,14198.0,14304.0,21559.0,15321.0,14651
7497,14030.0,14350.0,21780.0,15090.0,14767
7498,14231.0,14219.0,21803.0,15264.0,14575
7499,14357.0,14288.0,21439.0,15187.0,14781
7500,14635.0,14205.0,21472.0,15119.0,14780
7501,14474.0,14116.0,21681.0,15106.0,14274
7502,14167.0,14533.0,21834.0,15206.0,14338
7503,14621.0,14633.0,21554.0,14972.0,14534
7504,14480.0,14335.0,21722.0,15340.0,14374
7505,15007.0,14312.0,21549.0,15192.0,14272
7506,14564.0,14429.0,21591.0,15601.0,14506
7507,14511.0,14448.0,21794.0,15260.0,14400
7508,14639.0,14323.0,21246.0,15241.0,14413
7509,14730.0,14290.0,21181.0,14992.0,14314
7510,14660.0,14517.0,21513.0,15229.0,14355
7511,14195.0,14314.0,21605.0,15272.0,14471
7512,14451.0,14436.0,21717.0,15106.0,14400
7513,14119.0,14164.0,21673.0,15074.0,14405
7514,14222.0,14239.0,21821.0,15196.0,14509
7515,14224.0,14377.0,21800.0,14866.0,14497
7516,14277.0,14097.0,21625.0,14866.0,14621
7517,14336.0,14044.0,21732.0,14785.0,14659
7518,14528.0,14331.0,21696.0,15172.0,14438
7519,14606.0,14270.0,21679.0,15259.0,14256
7520,14353.0,14244.0,21493.0,15129.0,14708
7521,13916.0,14315.0,21338.0,15219.0,14665
7522,14288.0,14089.0,21457.0,15185.0,14196
7523,14476.0,14533.0,21840.0,14838.0,14406
7524,14779.0,14201.0,21827.0,14966.0,14528
7525,14398.0,14345.0,21516.0,14938.0,14318
7526,14176.0,14205.0,21817.0,14881.0,14521
7527,14361.0,14400.0,21641.0,15116.0,14415
7528,14598.0,14120.0,21724.0,14940.0,14233
7529,14625.0,13989.0,21511.0,14642.0,14407
7530,14461.0,14336.0,21731.0,15268.0,14522
7531,14541.0,14006.0,21632.0,15187.0,14700
7532,14385.0,14100.0,21495.0,15379.0,14346
7533,14276.0,14261.0,21545.0,14961.0,14458
7534,14476.0,14182.0,21192.0,15028.0,14309
7535,14382.0,14283.0,21467.0,15069.0,14400
7536,14280.0,14086.0,21283.0,15099.0,14456
7537,14456.0,14175.0,21713.0,14937.0,14297
7538,14556.0,14476.0,21657.0,15087.0,14637
7539,14420.0,14351.0,21516.0,15437.0,14160
7540,14257.0,14387.0,21408.0,15320.0,14243
7541,14671.0,14330.0,21537.0,15126.0,14398
7542,14571.0,14460.0,21405.0,14873.0,14387
7543,14603.0,14405.0,21805.0,14947.0,14092
7544,14464.0,14580.0,21378.0,15339.0,14214
7545,14064.0,14494.0,21733.0,15076.0,13999
7546,14161.0,14278.0,21650.0,15005.0,14237
7547,14213.0,14653.0,21400.0,15026.0,14692
7548,14281.0,14282.0,21612.0,15201.0,14528
7549,14006.0,14365.0,21802.0,15321.0,14353
7550,14050.0,14406.0,21822.0,15258.0,14528
7551,14344.0,14251.0,21793.0,15235.0,14509
7552,14651.0,14284.0,21591.0,15009.0,14315
7553,14297.0,14364.0,21509.0,14988.0,14660
7554,14476.0,14229.0,21589.0,15169.0,14542
7555,14286.0,14326.0,21488.0,14781.0,14137
7556,14243.0,14262.0,21695.0,14916.0,14526
7557,14274.0,14075.0,21934.0,15059.0,14534
7558,14436.0,14434.0,21337.0,15001.0,14531
7559,14064.0,14206.0,21707.0,14848.0,14598
7560,14569.0,14143.0,21677.0,14992.0,14504
7561,14445.0,14442.0,21460.0,15035.0,14497
7562,14470.0,14235.0,21449.0,14900.0,14887
7563,14340.0,14141.0,21760.0,14974.0,14599
7564,14371.0,14342.0,21352.0,14854.0,14879
7565,14261.0,14507.0,21230.0,15143.0,14808
7566,14285.0,14476.0,21463.0,15113.0,14872
7567,14302.0,14479.0,21631.0,15118.0,15107
7568,14244.0,14427.0,21564.0,14886.0,14997
7569,14089.0,14197.0,21474.0,14965.0,14858
7570,14262.0,14468.0,21592.0,14689.0,14537
7571,14512.0,14075.0,21506.0,15065.0,14847
7572,14344.0,14072.0,22189.0,15049.0,14761
7573,14465.0,14058.0,21761.0,14803.0,14543
7574,14467.0,14260.0,22051.0,15306.0,14768
7575,14466.0,14308.0,21689.0,14828.0,14690
7576,14451.0,14087.0,21630.0,15292.0,14492
7577,14549.0,14108.0,21902.0,15245.0,14417
7578,14194.0,14372.0,21804.0,15418.0,14699
7579,14339.0,14193.0,21573.0,15273.0,14704
7580,14817.0,14190.0,21940.0,15274.0,14436
7581,14441.0,14335.0,21923.0,15339.0,14432
7582,14656.0,14565.0,21757.0,15419.0,14411
7583,14563.0,14462.0,21623.0,14974.0,14544
7584,14321.0,14370.0,21716.0,14975.0,14499
7585,14525.0,14269.0,22045.0,15074.0,14558
7586,14325.0,14176.0,21977.0,15342.0,14373
7587,14751.0,14436.0,22040.0,15325.0,14441
7588,14788.0,14419.0,21607.0,15391.0,14511
7589,14523.0,14650.0,21707.0,15003.0,14519
7590,14533.0,14528.0,21683.0,15039.0,14532
7591,14291.0,14349.0,21543.0,15039.0,14464
7592,14573.0,14205.0,21894.0,14785.0,14578
7593,14632.0,14484.0,21462.0,14964.0,14247
7594,14597.0,14380.0,21563.0,15110.0,14566
7595,14652.0,14366.0,21749.0,14849.0,14357
7596,14486.0,14428.0,21678.0,15091.0,14280
7597,14557.0,14138.0,21664.0,15279.0,14557
7598,14666.0,14454.0,21559.0,15225.0,14652
7599,14565.0,14443.0,21724.0,15426.0,14590
7600,14522.0,14030.0,21405.0,15016.0,14254
7601,14713.0,14150.0,21528.0,14850.0,14167
7602,14167.0,14168.0,22017.0,15201.0,14275
7603,14307.0,14152.0,21874.0,15050.0,14246
7604,14406.0,14295.0,21983.0,15003.0,14612
7605,14468.0,14260.0,21941.0,14968.0,14463
7606,14811.0,14410.0,21829.0,15076.0,14180
7607,15003.0,14450.0,21381.0,15111.0,14591
7608,14731.0,14326.0,21566.0,14730.0,14534
7609,14523.0,14211.0,21917.0,15029.0,14366
7610,14377.0,14019.0,21423.0,14853.0,14481
7611,14483.0,14115.0,21377.0,15030.0,14401
7612,14671.0,14328.0,21309.0,14789.0,14359
7613,14828.0,14195.0,21653.0,14998.0,14530
7614,14745.0,14229.0,21825.0,15130.0,14513
7615,14645.0,14252.0,21683.0,14905.0,14527
7616,14680.0,14065.0,21434.0,14904.0,14513
7617,14467.0,14328.0,21749.0,14968.0,14452
7618,14492.0,14342.0,21673.0,15140.0,14547
7619,14335.0,14018.0,21603.0,15038.0,14511
7620,14257.0,14185.0,21401.0,14867.0,14429
7621,14310.0,14339.0,21648.0,14946.0,14521
7622,14405.0,14148.0,21405.0,14917.0,14424
7623,14465.0,13937.0,21717.0,14935.0,14267
7624,14523.0,13755.0,21742.0,14837.0,14589
7625,14581.0,14099.0,21452.0,14837.0,14128
7626,14530.0,14305.0,21387.0,14789.0,14567
7627,14594.0,14246.0,22060.0,14828.0,14406
7628,14608.0,14299.0,21876.0,15191.0,14388
7629,14798.0,14452.0,21576.0,15415.0,14561
7630,14646.0,14231.0,21476.0,15101.0,14709
7631,14579.0,14302.0,22159.0,15079.0,14565
7632,14222.0,14299.0,22077.0,15192.0,14763
7633,14470.0,14341.0,21606.0,14794.0,14564
7634,14715.0,14471.0,21450.0,14733.0,14625
7635,14504.0,14483.0,21712.0,14522.0,14605
7636,14432.0,14592.0,21821.0,15087.0,14577
7637,14626.0,14430.0,21722.0,15021.0,14692
7638,14398.0,14288.0,21954.0,15142.0,14508
7639,14724.0,14244.0,22198.0,15128.0,14672
7640,14726.0,14446.0,22242.0,15193.0,14500
7641,14687.0,14280.0,22302.0,15608.0,14473
7642,14860.0,14167.0,21872.0,15110.0,14494
7643,14714.0,13993.0,22078.0,15331.0,14641
7644,14243.0,14520.0,21697.0,15331.0,14363
7645,14432.0,14242.0,21606.0,15150.0,14352
7646,14601.0,14224.0,21426.0,14956.0,14497
7647,14762.0,14269.0,21843.0,15081.0,14721
7648,14639.0,14042.0,21727.0,15019.0,14290
7649,14761.0,14041.0,21711.0,15030.0,14239
7650,14618.0,13838.0,21677.0,15225.0,14427
7651,14809.0,14174.0,22181.0,15011.0,14434
7652,14326.0,14129.0,22060.0,15202.0,14516
7653,14758.0,14259.0,22105.0,14963.0,14637
7654,14486.0,14323.0,21644.0,15011.0,14379
7655,14463.0,14232.0,21772.0,15211.0,14393
7656,14641.0,13948.0,21846.0,15128.0,14619
7657,14674.0,14341.0,22300.0,15030.0,14692
7658,14395.0,14319.0,21681.0,15126.0,14497
7659,14541.0,14230.0,21939.0,15224.0,14813
7660,14253.0,14336.0,21611.0,15298.0,14714
7661,14708.0,14251.0,21784.0,15203.0,14607
7662,14711.0,14070.0,21614.0,15341.0,14358
7663,14590.0,13967.0,21603.0,15474.0,14453
7664,14753.0,14126.0,21399.0,15180.0,14697
7665,14843.0,14128.0,21910.0,14878.0,14465
7666,14455.0,14178.0,21783.0,15006.0,14712
7667,14397.0,13970.0,21903.0,15161.0,14542
7668,14570.0,14463.0,21661.0,15064.0,14809
7669,14548.0,14503.0,21999.0,15175.0,14740
7670,14235.0,14208.0,21809.0,15050.0,14212
7671,14634.0,14383.0,21744.0,15052.0,14295
7672,14428.0,14390.0,21772.0,14912.0,14448
7673,14399.0,14366.0,21212.0,15189.0,14608
7674,14560.0,14597.0,21708.0,15061.0,14477
7675,14542.0,14455.0,21973.0,14918.0,14587
7676,14348.0,14133.0,21704.0,15152.0,14660
7677,14465.0,14021.0,21612.0,15041.0,14680
7678,14712.0,14088.0,22003.0,14925.0,14903
7679,14317.0,14288.0,21722.0,15064.0,14773
7680,14427.0,14438.0,21575.0,15146.0,14610
7681,14185.0,14628.0,21631.0,15006.0,14478
7682,14349.0,14321.0,21582.0,14973.0,14641
7683,14349.0,14534.0,21758.0,14967.0,14443
7684,14591.0,14457.0,21468.0,15243.0,14358
7685,14592.0,14412.0,21529.0,15336.0,14307
7686,14488.0,14295.0,21227.0,15116.0,14496
7687,14642.0,14484.0,21289.0,15320.0,14542
7688,14454.0,14314.0,21438.0,15189.0,14577
7689,14614.0,14258.0,21739.0,15285.0,14509
7690,14737.0,14475.0,21761.0,15154.0,14648
7691,14582.0,14489.0,21512.0,15403.0,14266
7692,15091.0,14379.0,21268.0,15481.0,14310
7693,14577.0,14444.0,21775.0,15354.0,14405
7694,14438.0,14323.0,21601.0,15071.0,14406
7695,14409.0,14313.0,21518.0,14981.0,14267
7696,14407.0,14201.0,21631.0,15167.0,14542
7697,14621.0,14294.0,21605.0,15114.0,14355
7698,14260.0,14477.0,21684.0,15009.0,14188
7699,14545.0,14245.0,21631.0,15405.0,14592
7700,14414.0,14578.0,21699.0,15067.0,14455
7701,14552.0,14253.0,21529.0,15128.0,14541
7702,14706.0,14430.0,21272.0,15012.0,14549
7703,14712.0,14548.0,21550.0,14856.0,14427
7704,14730.0,14382.0,21416.0,14887.0,14688
7705,14398.0,14697.0,21628.0,15284.0,14726
7706,14388.0,14576.0,21694.0,14821.0,14374
7707,14311.0,14645.0,21624.0,15435.0,14557
7708,14279.0,14555.0,21732.0,14992.0,14529
7709,14371.0,14476.0,21785.0,15313.0,14337
7710,14249.0,14711.0,21709.0,14788.0,14633
7711,14441.0,14536.0,21762.0,15051.0,14554
7712,14587.0,14059.0,21704.0,15138.0,14326
7713,14560.0,14241.0,21544.0,14721.0,14376
7714,14448.0,14172.0,21658.0,15120.0,14575
7715,14522.0,14395.0,22039.0,15069.0,14516
7716,14280.0,14787.0,21880.0,14961.0,14537
7717,14202.0,14091.0,21741.0,15221.0,14546
7718,14402.0,14383.0,21693.0,15189.0,14539
7719,14338.0,14630.0,21847.0,15096.0,14501
7720,14294.0,14566.0,21853.0,15364.0,14522
7721,14395.0,14236.0,22036.0,15028.0,14723
7722,14340.0,14158.0,21662.0,15104.0,14467
7723,14419.0,14124.0,21352.0,14956.0,14327
7724,14357.0,14307.0,21571.0,14884.0,14415
7725,14357.0,14326.0,21646.0,15090.0,14443
7726,14460.0,14190.0,21525.0,15108.0,14464
7727,14243.0,14251.0,21380.0,15067.0,14424
7728,14382.0,14294.0,21283.0,14981.0,14715
7729,14402.0,14170.0,21620.0,15068.0,14785
7730,14360.0,14484.0,21332.0,14920.0,14871
7731,14534.0,14095.0,21547.0,15097.0,14890
7732,14463.0,14568.0,21520.0,14810.0,14891
7733,14548.0,14402.0,21356.0,15217.0,14927
7734,14438.0,14319.0,21846.0,15198.0,14699
7735,14372.0,14322.0,21605.0,15131.0,14655
7736,14709.0,14050.0,21691.0,15299.0,14570
7737,14704.0,14055.0,21586.0,15283.0,14513
7738,14251.0,14131.0,21678.0,15219.0,14457
7739,14579.0,14397.0,22056.0,15384.0,14288
7740,14760.0,14145.0,21924.0,15211.0,14652
7741,14741.0,14367.0,21498.0,15138.0,14426
7742,14828.0,14421.0,21841.0,14912.0,14423
7743,14372.0,14487.0,21490.0,15088.0,14307
7744,14689.0,14382.0,21559.0,15087.0,14385
7745,14779.0,14149.0,21554.0,14857.0,14375
7746,14612.0,14427.0,21472.0,15245.0,14611
7747,14673.0,14265.0,21716.0,15050.0,14394
7748,14921.0,14142.0,22098.0,14912.0,14422
7749,14536.0,14499.0,22087.0,15034.0,14494
7750,14701.0,14259.0,22000.0,15125.0,14238
7751,14450.0,14100.0,21621.0,14933.0,14137
7752,14503.0,14221.0,21767.0,14965.0,14318
7753,14599.0,14349.0,21662.0,15282.0,14723
7754,14418.0,14420.0,21887.0,15044.0,14548
7755,14286.0,14244.0,21938.0,14835.0,14284
7756,14747.0,14189.0,21921.0,14905.0,14198
7757,14551.0,13957.0,21810.0,15035.0,14456
7758,14228.0,14333.0,21912.0,15074.0,14566
7759,14353.0,14234.0,21576.0,14958.0,14463
7760,14897.0,14095.0,21721.0,15176.0,14454
7761,14692.0,14253.0,21861.0,15040.0,14361
7762,14395.0,14178.0,21852.0,15068.0,14166
7763,14201.0,14437.0,21863.0,15265.0,14625
7764,14337.0,13973.0,21528.0,15085.0,14729
7765,14511.0,14324.0,21091.0,14908.0,14572
7766,14502.0,14168.0,21827.0,15199.0,14402
7767,14296.0,14281.0,21626.0,14902.0,14149
7768,14213.0,14077.0,21520.0,14830.0,14438
7769,14603.0,14111.0,21838.0,15008.0,14291
7770,14557.0,14486.0,21884.0,14690.0,14208
7771,14186.0,14433.0,21516.0,14723.0,14243
7772,14403.0,13925.0,21841.0,14903.0,14593
7773,14224.0,14365.0,21511.0,15117.0,14473
7774,14464.0,14560.0,21562.0,15270.0,14426
7775,14420.0,14433.0,21802.0,15227.0,14271
7776,14761.0,14297.0,21580.0,15038.0,14486
7777,14591.0,14255.0,21925.0,15026.0,14648
7778,14333.0,14104.0,21756.0,15222.0,14523
