To be ignored?,Number,Name,Correlation,Effective Volume fl,Background,Diffusion Amplitude 1,Diffusion Time 1 µs,Diffusion Anomaly 1,Structural Parameter,Triplet Amplitude 1,Triplet Time 1 µs,Number Molecules,Concentration nM/l,Diffusion Coefficient 1 µm²/s,Lateral Focal Radius µm,Axial Focal Radius µm,χ²,Part
,17,T1  P1  R2,HyD 2,1,0.00000476011032089905,0.000195125607630413,658.769042279915,1,5,0.210928665359857,40,6494.85507697386,10784.9596417786,41.312069483405,0.329940070001714,1.64970035000857,0.103296339716302,1
,18,T1  P1  R2,HyD 2,1,0.00000234042680287455,0.000181172806288408,617.483423827548,1,5,0.0981489241201245,40,6120.2922533753,10162.9834948215,44.0742397253156,0.329940070001714,1.64970035000857,0.0558777218362104,1
,19,T1  P1  R2,HyD 2,1,0.00000242087799098717,0.000194960447884615,619.567370085576,1,5,0.272087696607021,40,7046.51573567568,11701.0136367552,43.9259937856718,0.329940070001714,1.64970035000857,0.0719678994692913,1
,20,T1  P1  R2,HyD 2,1,0.0000260837407878423,0.000157963813022793,737.956022284191,1,5,0.00291516513321962,40,6349.07241712574,10542.8818610892,36.8790437727512,0.329940070001714,1.64970035000857,0.0868972944176565,1
,21,T1  P1  R3,HyD 2,1,0.0000130568028849612,0.000190232487272572,802.051943586072,1,5,0.25470819997578,40,7053.24501690253,11712.187870143,33.931857737919,0.329940070001714,1.64970035000857,0.0915246275899036,1
,22,T1  P1  R3,HyD 2,1,0.0000210623858036401,0.000164258929000651,655.159415349237,1,5,0.0975165413303342,40,6745.77361806196,11201.619645264,41.5396799780048,0.329940070001714,1.64970035000857,0.0862484865770504,1
,23,T1  P1  R3,HyD 2,1,0.0000110480717726761,0.000161917622315894,551.437246460671,1,5,0,40,6175.98001809245,10255.4551955596,49.3530544461055,0.329940070001714,1.64970035000857,0.0945548840335748,1
,24,T1  P1  R3,HyD 2,1,0.0000746685499868215,0.000218075832731429,1278.25432513354,1,5,0.309713461554546,40,6642.98170464062,11030.9296722605,21.2908432328917,0.329940070001714,1.64970035000857,0.0935279135648497,1
,25,T1  P1  R3,HyD 2,1,0.0000488647951119264,0.000182610480277764,730.709978623982,1,5,0,40,5476.13695817965,9093.33855596013,37.2447526985104,0.329940070001714,1.64970035000857,0.0756770594195847,1
,26,T1  P1  R3,HyD 2,1,0.0000293312171805162,0.00017403139563937,595.233312368148,1,5,0.0848003191251626,40,6278.50922902007,10425.7089408476,45.7217562973889,0.329940070001714,1.64970035000857,0.0722655984284219,1
,27,T1  P1  R3,HyD 2,1,0.0000232547855059985,0.000228940648884272,991.784210998958,1,5,0.295887855726928,40,6203.47813248111,10301.116884757,27.4405582851254,0.329940070001714,1.64970035000857,0.0903814773815136,1
,28,T1  P1  R3,HyD 2,1,0.0000374409192051764,0.000202968413697717,1072.46666896183,1,5,0.301457849049031,40,7053.08187536678,11711.9169672733,25.3761848603919,0.329940070001714,1.64970035000857,0.11537320809011,1
,29,T1  P1  R3,HyD 2,1,0.0000386933095106639,0.000180808289375858,873.225406372847,1,5,0.108404194413092,40,6203.16946588163,10300.6043318549,31.1661940314226,0.329940070001714,1.64970035000857,0.0738120473337492,1
,30,T1  P1  R3,HyD 2,1,0.0000169950018436513,0.000171196475612791,604.12381560265,1,5,0.105673117094572,40,6531.43929469836,10845.7091592057,45.0488984961391,0.329940070001714,1.64970035000857,0.067744427957034,1
,31,T1  P1  R1,HyD 2,1,0.0000147740364055436,0.000126820031318325,671.335738472418,1,5,0.130521530682306,40,9068.87282567035,15059.2162969168,40.5387511621388,0.329940070001714,1.64970035000857,0.041592897206669,1
,32,T1  P1  R1,HyD 2,1,0.00000792205733934591,0.000111124686672466,626.099717169251,1,5,0,40,8998.90051386554,14943.0245497703,43.4676964417588,0.329940070001714,1.64970035000857,0.0570261524679968,1
,33,T1  P1  R1,HyD 2,1,0.0000172094514542777,0.000145985482988308,709.037603169089,1,5,0.175322148274939,40,8306.26912091119,13792.8831638409,38.3831722415628,0.329940070001714,1.64970035000857,0.0436241557840208,1
x,34,T1  P1  R1,HyD 2,1,0.000275921345582004,0.00319478575044236,195.206522562206,1,5,0.0596266963982338,40,332.857211000957,552.722354013313,139.417024036743,0.329940070001714,1.64970035000857,7.96007699392648,1
,35,T1  P1  R1,HyD 2,1,0.00000646684957752002,0.000132094442283977,634.854378510619,1,5,0.149243800279369,40,8898.36737272776,14776.0853560574,42.8682755753078,0.329940070001714,1.64970035000857,0.03377368354012,1
,36,T1  P1  R1,HyD 2,1,0.0000114885794875238,0.000144599250398799,1141.62155151116,1,5,0.334405866927745,40,10390.2135388522,17253.3539790997,23.8389967429745,0.329940070001714,1.64970035000857,0.0734637374902761,1
,37,T1  P1  R1,HyD 2,1,0.000010612917761411,0.000145019817576241,798.351237761009,1,5,0.211534516393821,40,8745.60703584511,14522.4208710738,34.0891466824919,0.329940070001714,1.64970035000857,0.0396504021691957,1
