Time (ms),2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c02_run30_T1P1R1_correlation-CH1_1,2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c02_run30_T1P1R1_correlation-CH1_1 fitted model: ,2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c04_run33_T1P1R1_correlation-CH1_1,2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c04_run33_T1P1R1_correlation-CH1_1 fitted model: ,2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c07_run36_T1P1R1_correlation-CH1_1,2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c07_run36_T1P1R1_correlation-CH1_1 fitted model: ,2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c07_run36_T1P1R2_correlation-CH1_1,2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c07_run36_T1P1R2_correlation-CH1_1 fitted model: ,2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c07_run36_T1P1R3_uncorrupted_correlation-CH1_1,2022-02-17_tttr2xfcs_CH1_BIN1dot0_e24-HeLa-GFP-SNAP_c07_run36_T1P1R3_uncorrupted_correlation-CH1_1 fitted model: ,
0.000026,0.12342477348698044, ,0.1213824022702299, ,0.12455505236257158, ,0.12415919712024626, ,0.12442941193248269, ,
0.00003,-0.28989719747902376, ,-0.28249629553404476, ,-0.2921814116681565, ,-0.29220719112532456, ,-0.2930186897026573, ,
0.000034,-0.28989719729555297, ,-0.28249629534858756, ,-0.29218141148529597, ,-0.2922071909423837, ,-0.29301868951990406, ,
0.000038,0.3672758846155699, ,0.3575369082525861, ,0.3695280345446068, ,0.3690321180166214, ,0.37024949557936737, ,
0.000042,0.3672758849688358, ,0.35753690860347653, ,0.36952803489841535, ,0.36903211837047056, ,0.3702494959335738, ,
0.00005,-0.06447335289656275, ,-0.06131771908900596, ,-0.06522483308598126, ,-0.06485363583235426, ,-0.06552133802818494, ,
0.000058,-0.023701971816959655, ,-0.02356769375255574, ,-0.024086899810587092, ,-0.024355189664604593, ,-0.024319085265974483, ,
0.000066,0.11862068876390697, ,0.11316413560340877, ,0.1191329186646175, ,0.11893069980021043, ,0.11934626767635259, ,
0.000074,-0.17504085164339733, ,-0.16584703358294783, ,-0.17659714615722577, ,-0.1762679434635278, ,-0.17683000294316664, ,
0.000082,0.19176527521878062, ,0.18364316976354145, ,0.19323213887350965, ,0.1928806489839736, ,0.1931411480293106, ,
0.00009,-0.11641753250402054, ,-0.1108758836335173, ,-0.11768733394575581, ,-0.11749253281212613, ,-0.1179454558492844, ,
0.000106,-0.012814368375024143, ,-0.010688898396342572, ,-0.012988000780032927, ,-0.01331884413557638, ,-0.013329478858699284, ,
0.000122,-0.0071782855924329425, ,-0.005924592768062453, ,-0.007502572178613165, ,-0.0076810268077885935, ,-0.007711582603996514, ,
0.000138,0.012892055942828495, ,0.011391695261307788, ,0.012826976229812326, ,0.01301533737105598, ,0.012868132845238911, ,
0.000154,0.011826350879564407, ,0.010632348556847582, ,0.011924356444270146, ,0.011883902362284537, ,0.011970069245710535, ,
0.00017,-0.007952211985915891, ,-0.006588413005752858, ,-0.008528623621728904, ,-0.008437468122688085, ,-0.00847659755921637, ,
0.000186,-0.012174517769224957, ,-0.010585257799886949, ,-0.012659600643948998, ,-0.012768802545427227, ,-0.012694490995084906, ,
0.000218,0.00637437507314198, ,0.004424465932439725, ,0.006390097039510767, ,0.006454728713714442, ,0.006459374155787234, ,
0.00025,-0.004188018782142144, ,-0.002352285991772729, ,-0.00465694716149645, ,-0.0046950553951261575, ,-0.004827176966335167, ,
0.000282,0.0015333985095395963, ,0.0013770607917782396, ,0.0014416772909120468, ,0.0014327077851046255, ,0.00135582630180342, ,
0.000314,0.0016660577464067128, ,0.001338569806017098, ,0.0015576743932796955, ,0.0014307965348951956, ,0.0014348761303859536, ,
0.000346,-0.004010194045100168, ,-0.0021459990391817785, ,-0.004488760190282326, ,-0.004545319841556261, ,-0.004561126445787322, ,
0.000378,0.006895327839032683, ,0.004884029425119341, ,0.006868657738107631, ,0.006725017331126626, ,0.006746918949456671, ,
0.000442,0.0008003470701833937, ,0.00111690612789217, ,0.0005923419609643599, ,0.0005006760610422045, ,0.0003869614305875846, ,
0.000506,0.00039464306610992317, ,0.0007643636354477401, ,0.00014681382616998917, ,0.00016139744007226398, ,0.00019873217596089177, ,
0.00057,0.00014154044288217094, ,0.0005067062458772309, ,-0.00006079251531676544, ,-0.00009369986981833112, ,-0.00022498314106489392, ,
0.000634,0.00013157468527102978, ,0.0003499935709196933, ,-0.00011759571470548735, ,-0.00011166076079649478, ,-0.00005499454771684675, ,
0.000698,0.0004096546217995378, ,0.0006716392547321259, ,0.00006653194054839773, ,0.00007331535988353011, ,0.00017889220831146524, ,
0.000762,0.0007479305544155768, ,0.0011299738272354531, ,0.0005658522319609283, ,0.0005004227303990749, ,0.0005293169720055335, ,
0.00089,0.0005467774189751307, ,0.0008270177193681061, ,0.00032372746279274445, ,0.00025705705799650147, ,0.00024973229198343994, ,
0.001018,0.0003906128657837904, ,0.0005435632204278118, ,0.00016883652512689196, ,0.00008660910219937534, ,0.00013290680138777766, ,
0.001146,0.0005230567576097744, ,0.0009499830244226182, ,0.0002536382707312157, ,0.0003229750137632159, ,0.00023591181520488114, ,
0.001274,0.0005331124660234998, ,0.0009318103184536852, ,0.0004182615940722112, ,0.0003160967738835563, ,0.00031442033481421383, ,
0.001402,0.00040668034425328514, ,0.0005498015704075154, ,0.00009404044971561554, ,0.00017922567565831216, ,0.0001609967540159296, ,
0.00153,0.0005110423749732362, ,0.00084056031026436, ,0.00018115057972045712, ,0.00021464240595125972, ,0.00021687864624531095, ,
0.001786,0.0003669042378819931, ,0.0006850719644864167, ,0.00009986620498958487, ,0.00016375163063164777, ,0.00009245851439665387, ,
0.002042,0.0006861456779041486, ,0.0009444678578534038, ,0.00041719181898836055, ,0.0003466622044507872, ,0.00032904151138968274, ,
0.002298,0.00041965479375316583, ,0.0006994802349831186, ,0.00020237756533192375, ,0.00021815332669983256, ,0.00009913391529314808, ,
0.002554,0.0004439723977780474, ,0.0007842468572352157, ,0.00022348629307233914, ,0.00023611446926929958, ,0.00017810534767970232, ,
0.00281,0.0005756491397017616, ,0.0009244400913366313, ,0.00039022112149456056, ,0.00032831295626478685, ,0.0002585531232299765, ,
0.003066,0.00032055715232259807, ,0.0006810378569996889, ,0.0001519678894179588, ,0.00016792660153419625, ,0.00008349132249674263, ,
0.003578,0.0004983357212298145, ,0.000827602977287567, ,0.00022622496127122638, ,0.00025827458596272557, ,0.0001995619751105071, ,
0.00409,0.0004876528345676423, ,0.0008132049569631317, ,0.00026492345696138564, ,0.00029000908182275076, ,0.00020383160498083086, ,
0.004602,0.00044702426067488865, ,0.000763409598507403, ,0.00023221324332967086, ,0.0002046277565559418, ,0.00015736852166647886, ,
0.005114,0.0004346492588676032,0.00046927903507317875,0.0007635024437393501,0.0007869701388398911,0.0002171494432254839,0.00025538943374334616,0.00020401846619999553,0.00022767137715446416,0.00012748371553605864,0.00018817759951218936,
0.005626,0.0004409561785123639,0.00046823504809703054,0.0007852966126442595,0.0007856943346920891,0.0002622361899013992,0.0002549379953525854,0.00027732624407561524,0.00022744083571651772,0.0001930948156367851,0.00018799717577814431,
0.006138,0.00048224746257852225,0.00046719624717422306,0.0008313499527792256,0.000784423631011408,0.00024335587823376414,0.00025448836174249824,0.00028247795307634327,0.00022721076070162684,0.00018990513585070978,0.0001878171170708384,
0.007162,0.0004562747610079576,0.00046513404968092606,0.0007806969198205227,0.0007818974031933177,0.00025094617354315396,0.00025359446574532783,0.0001886952265939268,0.00022675200429054227,0.00017929382226800072,0.00018745809031433744,
0.008186,0.0004811288679347214,0.00046309213876053146,0.0007802003667904955,0.0007793912140859689,0.00023668660834474942,0.00025270766036888134,0.0002764088550408772,0.00022629509667720086,0.000185806169307412,0.00018710051044302676,
0.00921,0.0004590989804436063,0.00046107021652884667,0.0007618099244752763,0.0007769048262026928,0.00022683954618774038,0.0002518278615794144,0.00025303053663261466,0.00022584002670803793,0.0001769269273192986,0.0001867443687280297,
0.010234,0.0004506888019899513,0.00045906799090537215,0.0007754140818887478,0.0007744380057947846,0.0002272698315721744,0.0002509549866658469,0.00025697233994059765,0.0002253867833190262,0.00019111612739752815,0.00018638965651054224,
0.011258,0.0004112539584004704,0.00045708517547264486,0.0007538864677276713,0.0007719905227782498,0.00022962697007589128,0.0002500889542138423,0.00019889011313223293,0.00022493535553477892,0.0001724930927382573,0.00018603636520113135,
0.012282,0.00044161893095906457,0.000455121489339652,0.0007840005213914925,0.0007695621506622641,0.0002347124178294635,0.0002492296840804935,0.00024170468717299443,0.00022448573246766428,0.00019061543669041114,0.00018568448627904162,
0.01433,0.0004614433537291074,0.0004512504082489619,0.0007653745922751032,0.0007647618507169068,0.00022444514127095694,0.00024753111640752094,0.00025236453513932666,0.00022359185736783778,0.00015097733201896446,0.00018498493185309045,
0.016378,0.00043506863923026273,0.00044745260608749506,0.0007566151107680774,0.0007600353632807513,0.000248571180721191,0.0002458586670070351,0.00022746626549796645,0.000222705072640585,0.00016750421641420488,0.00018429092641437087,
0.018426,0.0004445689542476039,0.00044372602162746195,0.0007524111031746994,0.000755380998860021,0.00022907261113536137,0.0002442117380581613,0.00022573413212922944,0.0002218252942560751,0.00017180331445421082,0.00018360240420040662,
0.020474,0.00042583436254561846,0.00044006867022868906,0.0007352054191633872,0.0007507971191315986,0.00021453829551232317,0.00024258974984656568,0.0002317367163024997,0.00022095243950706473,0.0001603997785166733,0.0001829193004837898,
0.022522,0.000430153235494668,0.0004364786403142161,0.0007400466403864048,0.000746282135020292,0.00022963656214392003,0.00024099214008410332,0.00024155783697032973,0.00022008642698297868,0.00018277414166956163,0.00018224155155189636,
0.02457,0.0004473882633118098,0.0004329540900387408,0.0007464121183087258,0.0007418345048621481,0.00025443359480981087,0.00023941836325891397,0.000227708787944092,0.00021922717654459845,0.0001627962371733016,0.00018156909468707705,
0.028666,0.000416113421426223,0.0004260943909457462,0.0007277737410256169,0.0007331353663525509,0.00021638643641419542,0.00023634020655551805,0.00022562835910178158,0.00021752864757710921,0.00016964525231277783,0.00018023981114730287,
0.032762,0.00042812653984736215,0.00041947611723563126,0.0007137044900060729,0.0007246882537257481,0.00021987523687161392,0.00023335122824141857,0.00022503985988620023,0.00021585623599280733,0.00017197510813238281,0.00017893096729871877,
0.036858,0.0004007507440959568,0.00041308674395629447,0.0007152043569749189,0.0007164823710686123,0.00020854518286195223,0.0002304476082242782,0.00022372988223828827,0.00021420934399785416,0.0001665884565129616,0.00017764209530266847,
0.040954,0.0004112518990322389,0.00040691459780705036,0.0006946930087345926,0.0007085075303999945,0.00021850420551383642,0.00022762574152615191,0.0002136780355042056,0.00021258739190393268,0.00016709373527024063,0.00017637274149003427,
0.04505,0.0004050439569860398,0.0004009487859620486,0.0006897835435135669,0.0007007541094729707,0.00021447132219032383,0.00022488222335197424,0.00024187618689608392,0.00021098981744794055,0.00016619974088971645,0.00017512246582882305,
0.049146,0.0003780781464983729,0.0003951791319146204,0.0006747131640016946,0.000693213013043798,0.00021371797926539315,0.0002222138353847285,0.00021963086147547273,0.0002094160751421298,0.00016507537266940986,0.00017389084141557985,
0.057338,0.0003847525020963527,0.00038419083073623015,0.0006587872919938675,0.0006787338370133208,0.0002144565446366986,0.00021709043463548277,0.00020969361474820758,0.00020633798520825782,0.00015262764261714246,0.0001714819014673322,
0.06553,0.000366210720886162,0.0003738805408051821,0.0006417147441564186,0.0006650064970050391,0.00020480213314932882,0.00021223306817101388,0.00020427317194404715,0.00020334907078315917,0.00016173461226109964,0.0001691427510476898,
0.073722,0.0003542369636937437,0.0003641873872030747,0.0006311547431629982,0.0006519739158907951,0.00019927168554878527,0.0002076215394690506,0.00020660264125016425,0.0002004455119378375,0.00015330385645717648,0.00016687040064700326,
0.081914,0.00035433170778920164,0.00035505757074852617,0.0006034050195935503,0.0006395846514458565,0.00019233785337435805,0.00020323764589622614,0.00019045560923380833,0.0001976237038462728,0.00014368066260028733,0.00016466202909708308,
0.090106,0.0003524841119093569,0.00034644336897547793,0.000599932074975662,0.0006277922177203576,0.00017819372537841716,0.00019906493857797274,0.00019149910305960027,0.0001948802418548532,0.00015791315741586764,0.00016251497188640685,
0.098298,0.0003390924831370157,0.00033830230172512054,0.0005836740783060623,0.0006165545021791684,0.00018541665532878504,0.00019508851615570577,0.00018623656874328098,0.00019221190777839807,0.00013996967748153288,0.00016042671043526807,
0.114682,0.00032141764671633766,0.0003232917675621739,0.0005602504171617895,0.0005955936953290812,0.0001737685808953504,0.00018767161527029027,0.00017587576039646002,0.00018708860841866204,0.00014834697851351386,0.00015641717180590943,
0.131066,0.00030580524246537344,0.00030976693468975984,0.0005393179585733154,0.0005764353156671022,0.00016915183270604928,0.00018089249631297465,0.00017462808802726215,0.00018223133554968893,0.00014448098794739295,0.0001526158278214957,
0.14745,0.0002935736865103955,0.00029751762843574617,0.0005177858794918055,0.000558856459932067,0.00016907279138367315,0.000174672285822116,0.00016874472334427182,0.00017761989342806396,0.00013534928969805016,0.0001490068731176153,
0.163834,0.00028048387137769026,0.0002863715320723187,0.0005008900061669319,0.000542669524495329,0.00015622419199545767,0.00016894460097527025,0.00016953678245412718,0.00017323608010436344,0.00013945968949724552,0.0001455760626903714,
0.180218,0.0002652895087495999,0.000276186030119563,0.0004831869664756461,0.0005277154837779916,0.0001629874670177056,0.00016365317118298165,0.00015928759058736475,0.00016906344730659877,0.00013610869898594835,0.0001423105239790773,
0.196602,0.0002556564628974911,0.00026684207341364896,0.00047654616529912985,0.0005138586481923502,0.0001499352994580594,0.00015874998320652392,0.00016859529308077548,0.00016508709420874474,0.00013182730033922674,0.0001391985954677133,
0.22937,0.00022313763507542106,0.0002502934531988728,0.00045468168339546366,0.0004889865865615287,0.00014495132310221592,0.00014994909986023325,0.0001583931504141045,0.00015767031821983357,0.00012999731329776942,0.00013339416208508714,
0.262138,0.00020471362634721935,0.00023609160034448583,0.0004323932216159232,0.00046729729096454465,0.00013999252152196995,0.00014227442603360815,0.00014603599145068813,0.0001508913083982166,0.00012482673458147353,0.00012808885005077822,
0.294906,0.0001950512421988737,0.00022377037255559643,0.00041729363152964716,0.00044821657313371473,0.00013047875750227256,0.00013552278741654525,0.00014422273337255653,0.00014467119382669146,0.00012011623874563782,0.00012322093429914985,
0.327674,0.00017521334064873884,0.00021297941532082308,0.00039660358608273327,0.00043130052590215236,0.00012121221687100281,0.00012953710916537703,0.0001499791397203687,0.00013894359373376475,0.00012445497231694524,0.00011873846466120719,
0.360442,0.00016017221365749457,0.00020345031243197334,0.0003825841996933921,0.00041620055631820876,0.00011662711219573296,0.00012419404300490467,0.00014418457125220385,0.0001336522391979936,0.0001146839692027779,0.00011459740458973413,
0.39321,0.00014794984780852616,0.0001949739552603631,0.0003804103385045554,0.0004026391069790581,0.00010760217172456343,0.00011939537631566672,0.00014116897239468962,0.0001287491183484287,0.00011436529835995302,0.00011076017957703116,
0.458746,0.00013991005573399384,0.0001805510773499953,0.0003806745276866419,0.0003792781899298197,0.00010229205214451476,0.00011112920566747467,0.0001296464330298175,0.00011994834919780632,0.00010361363241839783,0.00010387262111132669,
0.524282,0.00013887566648795868,0.00016873828149809053,0.00037879318330036327,0.0003598718554738454,0.00009960162304767373,0.00010426234885997609,0.00012219926176393336,0.00011227376835676114,0.0001057892898055357,0.00009786642740963915,
0.589818,0.00015801427824757575,0.0001588858445869808,0.00035760386772976105,0.00034349430471840325,0.0000980829633578928,0.00009846721551574271,0.00011436122376418112,0.00010552220646016125,0.00009716115328028962,0.00009258259636012619,
0.655354,0.00017065037790220394,0.000150543166922701,0.00037657949516334277,0.0003294878025612081,0.00009771666564395431,0.00009351106859858133,0.000117666453464782,0.0000995365922479171,0.00009181149574688519,0.00008789820262880468,
0.72089,0.00017684616297475308,0.00014338791820955814,0.00038355832900882625,0.0003173722048841784,0.00009406586190308097,0.00008922401095901699,0.0001172331597112386,0.0000941935800932107,0.00009024096622312072,0.0000837167148555562,
0.786426,0.00018502916924378887,0.00013718342784963092,0.00037553396920975146,0.0003067888107785794,0.00009422105911016665,0.00008547911766011273,0.00010968968153401981,0.00008939495936804759,0.00008411251244644369,0.00007996127254890681,
0.917498,0.00018560806727707657,0.00012695763213893896,0.00036857451867455815,0.00028918653393838784,0.00008333106220903552,0.00007925061970127572,0.00009677733540636169,0.00008112886226294499,0.00008257989396431853,0.00007349215307534825,
1.04857,0.00017122930914337253,0.00011887879734416172,0.00034321914049950664,0.00027513765141655823,0.00007912805542931167,0.00007427947665508983,0.00009346008737831646,0.00007426206112736265,0.00007918377163496082,0.0000681181347953273,
1.179642,0.0001478262274583475,0.00011233501154647366,0.0003504451759994698,0.00026366481958420355,0.00007264150144381532,0.00007021985923748742,0.00008986811012356988,0.00006846697093785462,0.00007337033757415234,0.0000635828468209297,
1.310714,0.00012141795741360539,0.00010692672471427419,0.00034828120336394264,0.00025411901219570015,0.00007162142081540424,0.0000668421120077093,0.00007897120896727117,0.00006351085814766993,0.00007051251200906883,0.000059704149854698206,
1.441786,0.00011761326293791008,0.00010238197913735409,0.0003164339188612697,0.0002460523375887967,0.0000763388778568519,0.00006398775022372807,0.00007753819512856808,0.00005922382796044466,0.00006962903708407353,0.000056349082751652345,
1.572858,0.00014557425509198474,0.00009850924326708626,0.0003376859407973054,0.00023914572610702532,0.0000707701823488005,0.00006154387231479358,0.00007966090227617961,0.00005547895707279515,0.00006480210359316452,0.00005341831423088316,
1.835002,0.00013908508255200402,0.00009226040072687889,0.000335956300234308,0.000227937575119832,0.00006849338855152709,0.00005757791119624825,0.00006477288481576693,0.00004925049314732921,0.00004908970564798665,0.00004854386420225764,
2.097146,0.0001312568226321531,0.00008743775972445809,0.00033444391426207254,0.00021923301746035396,0.000060653815791678056,0.000054497836947509876,0.000058516386590712344,0.000044279374359392966,0.000045493048070444075,0.000044653423411698844,
2.35929,0.00013285875225332866,0.00008360306960133475,0.000327681137343383,0.00021227747778131215,0.000056132015797016876,0.00005203664598415661,0.000048005474215351285,0.000040219774839208334,0.00004307682550752645,0.00004147634552633696,
2.621434,0.0000934938232413085,0.000080480954011329,0.0003323534326138411,0.0002065919328112713,0.000055567876356965584,0.00005002483776398831,0.000046935326957209256,0.00003684204119004278,0.00003931219667951957,0.000038832901800903053,
2.883578,0.00007489759323986434,0.00007788967880818971,0.0003180263486393109,0.00020185765281732255,0.000051581635348130206,0.000048349630996898755,0.000042674494637129357,0.0000339876899542437,0.00003729358455140108,0.00003659906170332116,
3.145722,0.0001102122782548065,0.00007570446677877002,0.0002470789984523325,0.00019785432965360532,0.00004907122446096146,0.000046933070492814195,0.000043504251138415384,0.00003154382040100699,0.00003411785859785965,0.00003468646813991851,
3.67001,0.00006535537786178658,0.00007222216480060776,0.00025774630037678214,0.00019145397588271457,0.000048810629843520914,0.000044668329927729776,0.000017610600204109872,0.00002757787151589565,0.00003259817172573953,0.00003158268205591833,
4.194298,0.00007380502692577728,0.00006957081654453113,0.0002229521982197724,0.0001865637047740723,0.000045281843421784984,0.00004293792630467174,0.00001595994933079048,0.000024497805635688233,0.000028567042337002135,0.000029172195714886447,
4.718586,0.000042588238020391245,0.0000674846998710605,0.0002241279207810809,0.0001827054820023242,0.0000418838603710725,0.00004157270901620703,0.0000134982190602706,0.000022036620647815328,0.000025979013677179807,0.00002724605094176852,
5.242874,0.00006211260770228044,0.00006580047599852578,0.0002201634178315981,0.0001795837843722612,0.000040582265081523516,0.00004046810831633859,0.000009456392786377776,0.000020024816842577427,0.00002343106300495279,0.000025671595789843207,
5.767162,0.00003543113970327916,0.00006441221136614021,0.0001784399068718301,0.00017700608692270542,0.00004603864865404539,0.00003955599998803423,0.00001015288455108454,0.00001834961342949169,0.0000218068965380791,0.000024360567031776107,
6.29145,0.00003073630001337868,0.00006324819570357932,0.00014838384403503824,0.00017484158710989153,0.00004128231919109382,0.00003879010005426931,0.000006961934167604156,0.00001693305553305995,0.000021738074327037893,0.000023251956504133878,
7.340026,0.00003466131210405621,0.00006140579621343481,0.0001384214706841025,0.0001714096763304895,0.00004435879762554329,0.000037575731624634755,-0.000029929497122771487,0.000014668318702004306,0.000020421883075938396,0.00002147955376678598,
8.388602,0.00003302610255295768,0.0000600132710771788,0.00009473526361269968,0.0001688109140807737,0.00003360341452718352,0.00003665616959781224,-0.00003119353548397541,0.000012937917571289613,0.000019080234906709848,0.000020125326794922308,
9.437178,0.00004600556794165378,0.00005892377415878383,0.00008238556347950343,0.00016677475111946945,0.000034771327972693555,0.000035935681165350735,-0.000032154733032530025,0.000011572702028684604,0.00001977279017828515,0.000019056897239840126,
10.485754,0.000052997349509364966, ,0.00005140391787095133, ,0.00003395776735048983, ,-0.00003195853536930304, ,0.000017666785230741056, ,
11.53433,0.00004758626514256292, ,0.000017427266039815592, ,0.000034553491687905336, ,-0.000032633743826560035, ,0.000014145775182550224, ,
12.582906,0.00004002459954177695, ,0.000005758627581897713, ,0.000034136426132702624, ,-0.00003340126194217863, ,0.000013211914700717031, ,
14.680058,0.000022898725509534756, ,1.5578515966119255e-7, ,0.00003372530956591291, ,-0.000037065096186839064, ,-0.00005961361564854606, ,
16.77721,0.000005235307277029477, ,0.0000028441620165686743, ,0.00003332056915539283, ,-0.00003704401130588675, ,-0.00006331675012738458, ,
18.874362,-0.0000027497671899467946, ,0.000004860780264959175, ,0.000034842716214456004, ,-0.000037615812492730605, ,-0.00006495006308337992, ,
20.971514,-0.0000057300123014192295, ,0.00000543185787060807, ,0.000033597944566921, ,-0.000038570233353629746, ,-0.00006926342154345289, ,
23.068666,-0.000005454230843193741, ,0.0000018644515247245863, ,0.00003623217854165084, ,-0.00004077237703192793, ,-0.00007291504322448628, ,
25.165818,-0.0000042376155977574825, ,3.912558559360235e-7, ,0.000039619848156702275, ,-0.000043576867096217775, ,-0.00007604744110800699, ,
29.360122,-0.000013419313796836363, ,-0.00013447169701341632, ,-0.00008457020882923771, ,-0.00018395516403735268, ,-0.00007903382217644417, ,
33.554426,-0.000014274853853524228, ,-0.00014124976381091336, ,-0.00008008634106060342, ,-0.0001867509598973971, ,-0.00007835225512364818, ,
37.74873,-0.000013113078450199822, ,-0.00014459660316423761, ,-0.00007604062579003035, ,-0.0001933260775608403, ,-0.00007395281878042059, ,
41.943034,-0.00001765097551675865, ,-0.00015027000720546635, ,-0.00007276109944909237, ,-0.00019925837524592538, ,-0.0000755761926570786, ,
46.137338,-0.000018074840257287228, ,-0.00015263662969244862, ,-0.00007346627777060633, ,-0.00020234065706437043, ,-0.00007630116323853464, ,
50.331642,-0.00001537414996166664, ,-0.00014941160835013623, ,-0.00007175900943934277, ,-0.00020566876913274967, ,-0.00007890418967781976, ,
58.72025,-0.0002810717435979271, ,-0.00042816438992554495, ,-0.00034332771697731523, ,-0.0004911854982565522, ,-0.0003671497517407918, ,
67.108858,-0.0002805630343721832, ,-0.0004385711948928783, ,-0.00033014838206657515, ,-0.0005001171741428889, ,-0.00036881824932144536, ,
75.497466,-0.00027997445198513216, ,-0.00045242451439586606, ,-0.00032786910417625936, ,-0.0005093224383774242, ,-0.00036402364760135253, ,
83.886074,-0.000282982883902716, ,-0.0004659890012151946, ,-0.0003252394425896643, ,-0.0005209484467312286, ,-0.0003735754420731707, ,
92.274682,-0.0002909355287971094, ,-0.00047475903747351555, ,-0.00032981368368911745, ,-0.000531784141124203, ,-0.0003779632698250879, ,
100.66329,-0.00029765119302482823, ,-0.0004783947189074267, ,-0.00032498498779287566, ,-0.000538716945145512, ,-0.0003918292628523057, ,
117.440506,-0.0008549806320773401, ,-0.0005056800584238852, ,-0.0008519181222406136, ,-0.0005481636825100944, ,-0.00042098230135989567, ,
134.217722,-0.000856973302095998, ,-0.0005268192844367636, ,-0.0008464714234717174, ,-0.00056551129740956, ,-0.0004508470421675792, ,
150.994938,-0.0008547703505865645, ,-0.0005422236573388028, ,-0.0008399135352892273, ,-0.000574028794315673, ,-0.0004556967417410629, ,
167.772154,-0.0008779039483092221, ,-0.0005570329219991565, ,-0.0008290832423784034, ,-0.000582341941936737, ,-0.00048113223736356847, ,
184.54937,-0.0008897030872947465, ,-0.0005815074261434905, ,-0.0008226647922546793, ,-0.0005902510735729116, ,-0.0004994165878701162, ,
201.326586,-0.0008854583890136603, ,-0.0005956708585670434, ,-0.0008151035758705572, ,-0.0005889221902032338, ,-0.0005109529761682108, ,
234.881018,-0.0009195865172965112, ,-0.0005846654822088126, ,-0.0008071978003663105, ,-0.000572771212895562, ,-0.0005496386905906592, ,
