To be ignored?,Number,Name,Correlation,Effective Volume fl,Background,Diffusion Amplitude 1,Diffusion Time 1 µs,Diffusion Anomaly 1,Structural Parameter,Triplet Amplitude 1,Triplet Time 1 µs,Number Molecules,Concentration nM/l,Diffusion Coefficient 1 µm²/s,Lateral Focal Radius µm,Axial Focal Radius µm,χ²,Part
,42,T1  P1  R2,HyD 2,1,0.0000818486534380845,0.000532063360849507,779.040050154328,1,5,0.0283381540993312,40,1934.28960061284,3211.96316636544,34.9341634525628,0.329940070001714,1.64970035000857,0.185737774409118,1
,43,T1  P1  R3,HyD 2,1,0.000347314433909688,0.000590042272862455,764.702932681312,1,5,0.115006663713807,40,1915.03568965076,3179.99129783082,35.589130478104,0.329940070001714,1.64970035000857,0.184031427703297,1
,44,T1  P1  R3,HyD 2,1,0.000248981372278855,0.000599082021884515,757.800509331084,1,5,0.103787072439047,40,1862.52670747691,3092.79808922735,35.9132939514741,0.329940070001714,1.64970035000857,0.192563717020956,1
,45,T1  P1  R3,HyD 2,1,0.0000918325473480571,0.000555115352503825,698.740405495862,1,5,0.121490865311972,40,2050.55054952961,3405.01899703786,38.9488173778512,0.329940070001714,1.64970035000857,0.199885457817404,1
,46,T1  P1  R1,HyD 2,1,0.0000111587220091676,0.000145271322505145,1048.25193899785,1,5,0.13885635536284,40,7993.63859057298,13273.7480003113,25.9623773977486,0.329940070001714,1.64970035000857,0.015803077922025,1
x,47,T1  P1  R1,HyD 2,1,0.000021832124013709,0.000377684650535671,175.100481084167,1,5,0,40,2647.7115196016,4396.62802996374,155.425686324084,0.329940070001714,1.64970035000857,0.019665595799254,1
,48,T1  P1  R1,HyD 2,1,0.00000431846192573153,0.000153079797026575,666.550812607931,1,5,0.0546760339542971,40,6910.37242864659,11474.9423765954,40.8297641131106,0.329940070001714,1.64970035000857,0.0284982515353054,1
,49,T1  P1  R2,HyD 2,1,0.00000941510358117507,0.000400905027275437,752.20182878564,1,5,0.38386683853304,40,4048.40463826947,6722.53346993371,36.1805986195491,0.329940070001714,1.64970035000857,0.0108493251331339,1
,50,T1  P1  R2,HyD 2,1,0.0000285773251154018,0.000135702593010244,705.984649242754,1,5,0,40,7369.05594666498,12236.6042107009,38.5491561004552,0.329940070001714,1.64970035000857,0.0231860571661985,1
,51,T1  P1  R2,HyD 2,1,0.00000821908386050472,0.000156811856145743,838.441812937642,1,5,0.127614197553396,40,7309.91817164631,12138.4036335792,32.4591546225857,0.329940070001714,1.64970035000857,0.0195657205904038,1
,52,T1  P1  R3,HyD 2,1,0.00000611049494643225,0.00016986755705559,945.357226654176,1,5,0.167710147465514,40,7073.18405628613,11745.2974210875,28.7881783529642,0.329940070001714,1.64970035000857,0.0138108383815209,1
,53,T1  P1  R3,HyD 2,1,0.0000176074913348358,0.000163629250719348,828.317765423599,1,5,0.137173952661769,40,7082.97666514268,11761.5584292322,32.855884038979,0.329940070001714,1.64970035000857,0.0144536892308161,1
,54,T1  P1  R3,HyD 2,1,0.00000455889825175817,0.000159001895289733,916.367942952969,1,5,0.109442337504699,40,7062.12912753305,11726.9402816237,29.6988918670421,0.329940070001714,1.64970035000857,0.016508694397927,1
,55,T1  P1  R1,HyD 2,1,0.000531312549258388,0.00199752374026284,603.017998740347,1,5,0.192255594760214,40,619.775053989565,1029.1605994345,45.1315093496944,0.329940070001714,1.64970035000857,0.465540226556935,1
,56,T1  P1  R1,HyD 2,1,0.0000767288875900337,0.00206915312274504,790.826772687192,1,5,0.213074346232199,40,614.148882124828,1019.81812207669,34.4134940648359,0.329940070001714,1.64970035000857,0.664957218101214,1
,57,T1  P1  R1,HyD 2,1,0.00218204314489032,0.00209839736452179,633.286053510658,1,5,0.142860926895054,40,555.982311506252,923.230267661575,42.9744383242224,0.329940070001714,1.64970035000857,0.520742760161747,1
,58,T1  P1  R2,HyD 2,1,0.000126008861352717,0.00206268459603651,598.27780488395,1,5,0.172746091963883,40,586.041467493342,973.144666111516,45.4890892258038,0.329940070001714,1.64970035000857,0.459829768106424,1
,59,T1  P1  R2,HyD 2,1,0.00327518480285964,0.00235514246628596,651.152055308243,1,5,0.217480423221525,40,542.609764996373,901.024633708608,41.7953260322597,0.329940070001714,1.64970035000857,0.574132737631498,1
,60,T1  P1  R2,HyD 2,1,0.000318815093250461,0.00178520821516875,655.041754571306,1,5,0.0661867234551481,40,599.861624140745,996.09357411929,41.5471414734393,0.329940070001714,1.64970035000857,0.50203078963636,1
,61,T1  P1  R3,HyD 2,1,0.000216292857765928,0.00183113118402507,846.905012264793,1,5,0.13388048580451,40,630.52559070491,1047.01228407232,32.1347873185983,0.329940070001714,1.64970035000857,0.668455755218141,1
,62,T1  P1  R3,HyD 2,1,0.000457247724826217,0.00146928576755709,915.752227610242,1,5,0.137148728629626,40,788.783441070845,1309.80560416384,29.7188602196523,0.329940070001714,1.64970035000857,0.407962097050068,1
,63,T1  P1  R3,HyD 2,1,0.000667023656206299,0.00173894492826625,923.525421532724,1,5,0.169021361534215,40,692.029028202892,1149.14113581499,29.4687204202962,0.329940070001714,1.64970035000857,0.499693452102156,1
,64,T1  P1  R1,HyD 2,1,0.0000842165822483539,0.00184319734729773,883.9016539946,1,5,0.263447658226592,40,736.587846186019,1223.13278735116,30.7897516937447,0.329940070001714,1.64970035000857,0.481963045278359,1
,65,T1  P1  R1,HyD 2,1,0.0000308862331526204,0.00169092648376861,669.707337480204,1,5,0.12274448531752,40,674.13855649769,1119.43331123287,40.6373215957014,0.329940070001714,1.64970035000857,0.421229316866213,1
,66,T1  P1  R1,HyD 2,1,0.0000359265220287056,0.00169764595371614,856.633608493246,1,5,0.155290570588986,40,697.341537802394,1157.96276477332,31.7698397288583,0.329940070001714,1.64970035000857,0.539256353333454,1
,67,T1  P1  R2,HyD 2,1,0.00003921587826129,0.00169735497956404,663.722504243622,1,5,0.161993862079825,40,703.040139763125,1167.42551512458,41.0037512276284,0.329940070001714,1.64970035000857,0.445103941370495,1
,68,T1  P1  R2,HyD 2,1,0.00020533900270987,0.00151368783913398,636.493769575121,1,5,0.0664874629033859,40,707.690756719601,1175.14804558762,42.757861504836,0.329940070001714,1.64970035000857,0.410209744873032,1
,69,T1  P1  R2,HyD 2,1,0.0000504178822075824,0.00164057119857652,692.651048181388,1,5,0.161695816083997,40,727.115300317051,1207.40325625447,39.2912311612601,0.329940070001714,1.64970035000857,0.457800524588578,1
,70,T1  P1  R3,HyD 2,1,0.0000194645336258701,0.00159257927812314,692.425133601724,1,5,0.0962805766763893,40,694.808820128053,1153.75708849909,39.3040505427954,0.329940070001714,1.64970035000857,0.354557756251395,1
,71,T1  P1  R3,HyD 2,1,0.0000602830057511048,0.00157746591615279,673.766976217709,1,5,0.156568953660966,40,751.606335940816,1248.07157412412,40.3924701103044,0.329940070001714,1.64970035000857,0.378425282165638,1
,72,T1  P1  R3,HyD 2,1,0.0000453971583534223,0.00160642158698306,664.393109933234,1,5,0.114047335773444,40,702.635276182259,1166.75322339084,40.9623640602156,0.329940070001714,1.64970035000857,0.390573561288834,1
,73,T1  P1  R1,HyD 2,1,0.00024335087556617,0.00859691477701805,1138.62297212399,1,5,0.370829379180967,40,184.879578988286,306.999736614094,23.9017770714892,0.329940070001714,1.64970035000857,1.12460982633405,1
