,name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),AR1,stdev(AR1),alpha1,stdev(alpha1),N (mom),bri (kHz),fit_with,correlator,artifact,correction,correlator-fit_with
694,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488129_T1537s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1470758184798864,,0.0881412271734459,,11.345428604393955,30.871581663048232,1,,0.0604837187149797,,5,,1.0,,75.44669016181254,4.642600584798292,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
695,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488131_T1561s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0835356966380965,,0.0774725245801146,,12.907801900348511,27.254206305914536,1,,0.0422754805128903,,5,,1.0,,74.54731001346165,4.719278202779457,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
696,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488135_T1610s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1870089958934944,,0.0895763933944223,,11.16365553585982,31.52869453563498,1,,0.066014070563414,,5,,1.0,,74.46768176717248,4.726790027016145,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
697,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488138_T1654s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1008893846075086,,0.0831874428581254,,12.021045071736136,29.00356204328976,1,,0.0565909450734073,,5,,1.0,,74.40490225915907,4.686123605114024,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
698,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488150_T1789s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1133595438989244,,0.0823718129355876,,12.140075158743567,28.87776101139313,1,,0.0565149879185507,,5,,1.0,,75.57472028468631,4.639060870216,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
699,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488153_T1834s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1366353867740653,,0.0880299737466931,,11.359767104753518,30.68769802555205,1,,0.0594883281386077,,5,,1.0,,73.75389112156414,4.726835928204864,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
700,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488157_T1883s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1406283067203817,,0.088255019798981,,11.330800245444454,30.718151339927047,1,,0.0619420413999342,,5,,1.0,,73.69472463014472,4.723250583676774,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
701,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488158_T1895s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1791042732081043,,0.0914679224009249,,10.932794511465673,31.90920015905556,1,,0.0607639385046157,,5,,1.0,,71.8514175702351,4.85549475009889,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
702,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488159_T1896s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1599440481846733,,0.0870243498250459,,11.491036727196503,30.34509646509979,1,,0.0638051240346222,,5,,1.0,,75.40371646593616,4.624627014229792,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
703,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488159_T1907s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1515543008997328,,0.0878947231291602,,11.377247284009435,30.585050861335677,1,,0.0547669732278467,,5,,1.0,,72.55493939486631,4.796242654251721,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
704,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488160_T1908s_1,,13 February 2022 18:41:17,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0920069979145693,,0.078521903916404,,12.73529996247442,27.35196676381231,1,,0.0464595111647297,,5,,1.0,,73.93946924798794,4.711325804027085,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
705,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488162_T1932s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0987876395629213,,0.0806788296619964,,12.394825311540773,28.08334408294828,1,,0.0502851613401562,,5,,1.0,,73.01749387175208,4.76742681237929,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
706,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488165_T1968s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0955989338542652,,0.0766838404365536,,13.040557101823511,26.72431455602885,1,,0.041709293589962,,5,,1.0,,72.67491956529045,4.795566154681522,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
707,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488171_T2040s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0970624470595515,,0.0841230525535333,,11.8873479937456,29.10374823498246,1,,0.0608135249462975,,5,,1.0,,76.3943542885902,4.528917015556746,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
708,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488174_T2088s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0901170146713559,,0.0780106264817972,,12.818766430921263,27.209887977827226,1,,0.0421069447617742,,5,,1.0,,71.94419658458227,4.848405634029728,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
709,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488177_T2124s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1491639526698787,,0.0867088551850125,,11.53284745677103,30.230862349374693,1,,0.0574829272408434,,5,,1.0,,72.09520650308394,4.836179586174827,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
710,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488179_T2148s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0885489801943502,,0.0788451016295946,,12.683096087539928,27.495846741689263,1,,0.0484473794468666,,5,,1.0,,72.8903451891434,4.784583082257002,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
711,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488181_T2159s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.100268891905225,,0.0828731634620159,,12.066632408190127,28.66976154026698,1,,0.0572917492045977,,5,,1.0,,74.10242605469513,4.668737571074785,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
712,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488180_T2147s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1008922086902015,,0.0764679863510029,,13.077368029671998,26.50365563230191,1,,0.0446847803414552,,5,,1.0,,76.90656140875362,4.506967853727943,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
713,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488183_T2197s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1425742900453608,,0.0876742175514101,,11.405861699462822,30.55520603441361,1,,0.0634831210509021,,5,,1.0,,71.88674229841699,4.848263784054606,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
714,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488184_T2209s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0985378258222886,,0.0874692964537203,,11.43258309536188,30.485565814394715,1,,0.0683081784537732,,5,,1.0,,72.88971494461265,4.781829654225956,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
715,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488187_T2245s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1563447780928781,,0.087217941564436,,11.46553085366279,30.3862509024016,1,,0.0535359385983434,,5,,1.0,,71.43640543360338,4.877232056187927,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
716,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488189_T2255s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1141433108447378,,0.0856357303684138,,11.677368730293956,29.57959227637204,1,,0.0647632985323754,,5,,1.0,,73.9705539589863,4.66981883343506,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
717,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488190_T2267s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1004806549533765,,0.0851492443185191,,11.744085434972089,29.464228366150863,1,,0.0605092411973238,,5,,1.0,,75.72281884394393,4.5699266288884735,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
718,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488197_T2351s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1729552920617631,,0.0840097245293919,,11.903383871353322,28.95047391788196,1,,0.0469258226870942,,5,,1.0,,70.9498535625118,4.8573157929167285,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
719,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488204_T2434s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1482052911315203,,0.0867009338701703,,11.5339011399513,29.864906170562996,1,,0.0580408929247105,,5,,1.0,,73.5772760168384,4.681827435311981,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
720,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488199_T2375s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1768408317561544,,0.0870070571381997,,11.493320575268118,30.04216578314711,1,,0.058912580280973,,5,,1.0,,72.68246103490424,4.750823113541583,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
721,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488210_T2505s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1007411306274353,,0.0803248808044694,,12.449442688053862,27.59681626719893,1,,0.046920468958224,,5,,1.0,,73.8578062801514,4.651941175863778,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
722,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488208_T2481s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0888723491948276,,0.0807216332099772,,12.388252816921447,27.812386341203226,1,,0.0510784171393539,,5,,1.0,,74.3759768264368,4.632733914402436,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
723,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488221_T2637s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1008934135372069,,0.0785813344940972,,12.72566833380918,27.06696525291279,1,,0.0476136179606361,,5,,1.0,,69.48951997917656,4.957041787784908,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
724,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488227_T2709s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1110144415468452,,0.087880547055959,,11.379082555815645,30.231655545579063,1,,0.0699430335626054,,5,,1.0,,75.29833168156436,4.568835808974608,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
725,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488229_T2733s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1744647010870615,,0.0841952613897838,,11.877152983354703,28.93627292262614,1,,0.0431098034160964,,5,,1.0,,71.17398437681659,4.828979812819313,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
726,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488234_T2793s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1662194733501825,,0.0856635586843228,,11.673575267694403,29.47888427438025,1,,0.0466473105627738,,5,,1.0,,74.70932485507846,4.606402111680442,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
727,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488238_T2842s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.102937425996333,,0.081583838967537,,12.25732954780308,28.10219578265097,1,,0.0499648577217488,,5,,1.0,,74.34728954981323,4.633324374117668,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
728,2022-01-25_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488241_T2877s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0897642332937257,,0.0790162629805159,,12.655622555151504,27.22464824900852,1,,0.0504309801323146,,5,,1.0,,70.85870429079966,4.862664546418698,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
729,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF4886_T62s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0989172602700178,,0.0815080183146839,,12.268731600604337,28.2482408389674,1,,0.0505370264956106,,5,,1.0,,73.68507268072159,4.703631420497655,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
730,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48813_T146s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1392586662036511,,0.0861825221133532,,11.603280752038453,29.740316553202977,1,,0.0544320331820118,,5,,1.0,,72.50291509242625,4.759843186147395,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
731,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF4887_T74s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1315977134845302,,0.0913944294909791,,10.94158588843429,31.648185573936672,1,,0.0688940278001826,,5,,1.0,,70.92097671737864,4.882880641158573,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
732,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48817_T194s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1276245122264836,,0.085505336338355,,11.695176498024386,29.591621783414,1,,0.0549901219037302,,5,,1.0,,72.82850997298391,4.752212467790341,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
733,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48823_T266s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1361013322478776,,0.0897383450050367,,11.143508384781036,31.161938832260773,1,,0.0599993858157242,,5,,1.0,,71.5347098526872,4.85457618545637,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
734,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48824_T278s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1196864071193382,,0.0841742004704329,,11.88012472243512,29.104255146209685,1,,0.060238528135211,,5,,1.0,,73.20115430176575,4.723688881842556,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
735,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48833_T387s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.146791976298348,,0.0879081534935172,,11.375509099662125,30.492299700824884,1,,0.0560596817014065,,5,,1.0,,73.25344059138853,4.735378744419292,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
736,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48842_T496s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1367107461582064,,0.0891418749959978,,11.218072315002308,30.966290935828336,1,,0.0627873127765797,,5,,1.0,,70.66001071497935,4.916493306371573,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
737,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48850_T590s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0981762595711916,,0.0833477902534301,,11.997918564599802,27.89533377555888,1,,0.0473237753384809,,5,,1.0,,71.7284367527796,4.666248166416263,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
738,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48853_T628s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1486168943385382,,0.0886605192214322,,11.278977483793776,30.76518242886267,1,,0.0598523674680911,,5,,1.0,,71.38320044970244,4.8613281171415625,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
739,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48857_T674s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1051583880992791,,0.0868854621030138,,11.509405322772778,29.32606906295893,1,,0.0579660546238579,,5,,1.0,,73.50608660686329,4.592034730838071,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
740,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48858_T686s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1383117787988877,,0.0893892492167136,,11.18702762091242,30.280749030658527,1,,0.0670992712829462,,5,,1.0,,70.7397679250568,4.78894026124565,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
741,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48858_T688s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1671782232382956,,0.0850034691907071,,11.764225737145829,29.461637659606552,1,,0.0459433431996066,,5,,1.0,,73.58564860784806,4.71030293964213,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
742,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48860_T712s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1054860893585847,,0.0845438762625788,,11.828177796037778,29.30292442984368,1,,0.05924983988342,,5,,1.0,,74.32555282399679,4.663504359901601,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
743,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48866_T785s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1028549123750062,,0.08751054251405,,11.427194613031316,30.40801797261144,1,,0.06219360854696,,5,,1.0,,74.47875114027391,4.665702865948702,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
744,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48873_T867s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.194997845925169,,0.0967564916603538,,10.335223847411909,33.327078977293645,1,,0.069189589160908,,5,,1.0,,70.62616104984158,4.877230305439894,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
745,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48881_T962s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1401107789491989,,0.0855825746412785,,11.684621597229636,29.779653461220857,1,,0.0602981288225699,,5,,1.0,,72.89063702597346,4.77402042240861,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
746,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48885_T1015s_1,,13 February 2022 18:41:18,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.12767825979988,,0.0894988823836749,,11.173323882560632,31.11479014373952,1,,0.0672840400516624,,5,,1.0,,71.96341907416969,4.831246550455816,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
747,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48894_T1118s_1,,13 February 2022 18:41:19,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.2274931826722283,,0.0898687342803167,,11.12734042610214,31.435606708691843,1,,0.0562875502395441,,5,,1.0,,76.3083289833433,4.584194168169336,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
748,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF48899_T1184s_1,,13 February 2022 18:41:19,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1053079156467022,,0.0846128117471378,,11.818541180128388,29.452699674749923,1,,0.0521576847956639,,5,,1.0,,73.00608708837278,4.76816895453518,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
749,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488103_T1226s_1,,13 February 2022 18:41:19,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0988660527091868,,0.0795990990353598,,12.56295626607251,27.75928387782979,1,,0.0505553806917261,,5,,1.0,,75.11652792022059,4.64286789498751,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
750,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488110_T1316s_1,,13 February 2022 18:41:19,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1310544431755408,,0.0898546533270547,,11.129084170634778,31.141941720578654,1,,0.0689718815281437,,5,,1.0,,72.83846892783806,4.758455721927169,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
751,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488113_T1346s_1,,13 February 2022 18:41:19,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1661931578328049,,0.0868544120270964,,11.513519885299834,30.381584682391257,1,,0.0576194100139597,,5,,1.0,,72.65400014271746,4.814827539093556,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
752,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488120_T1430s_1,,13 February 2022 18:41:19,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.0846793291470821,,0.0762724093731731,,13.110900890876076,26.8093970505447,1,,0.0475384881482763,,5,,1.0,,73.5148672132624,4.781521689931686,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
753,2022-01-26_tttr2xfcs_with_weights_CH2_BIN1_weight0-CH2_2,Not known,weight0.2_20 nM AF488126_T1502s_1,,13 February 2022 18:41:19,Equation 1B,1,Triplet Eq 2A,1,,0.001018,100.66329,0.1096717789452888,,0.0820080103658913,,12.19393075796311,28.615101414675173,1,,0.056813664390971,,5,,1.0,,75.75910722685009,4.606020770108869,alpha=1,tttr2xfcs,clean,weight=0.2,tttr2xfcs - alpha=1
