name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1)
delete,Not known,average_data,average_data,Tue May 17 15:07:44 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.014984,0.0031349217744212304,0.221744,0.0035597180611662746,4.509704884912331,1.0,0,240.667838,17.30738899661108,1.0,0
cutandshift,Not known,average_data,average_data,Tue May 17 15:07:44 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-3e-06,7.618384717080116e-06,0.035451,0.00025284520296319423,28.207949000028204,1.0,0,1.266721,0.014424110363519487,1.0,0
