name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2)
delete,Not known,average_data,average_data,Tue May 17 15:09:49 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.038636,None,0.28231,None,3.5422053770677624,0.599307,None,0.400693,None,808.550376,None,19.903741,None,1.0,None,1.0,None
cutandshift,Not known,average_data,average_data,Tue May 17 15:09:49 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.000185,None,0.036256,None,27.581641659311565,0.006845,None,0.993155,None,2867.522219,None,1.220395,None,1.0,None,1.0,None
