Time (ms),2022-02-02_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF4885_T51s_1_correlation-CH2_2,2022-02-02_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF4885_T51s_1_correlation-CH2_2 fitted model: ,2022-02-02_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48889_T1067s_1_correlation-CH2_2,2022-02-02_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48889_T1067s_1_correlation-CH2_2 fitted model: ,2022-02-02_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48899_T1187s_1_correlation-CH2_2,2022-02-02_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48899_T1187s_1_correlation-CH2_2 fitted model: ,
0.011,0.27014710910629025,0.2619207623385628,0.18182313937648634,0.17439448957849413,0.23007400282879747,0.22137146873607574,
0.012,0.27016772139116113,0.2618911619983835,0.18219915717850974,0.1743462077795888,0.2299194933700001,0.22133643868149253,
0.013000000000000001,0.269886799810343,0.2618615684664065,0.1808600168254725,0.174297952663137,0.22906621495873197,0.22130141937050632,
0.014,0.269737985177753,0.26183198174028455,0.1803774614588314,0.17424972420703877,0.22812181094270487,0.22126641079817838,
0.015,0.2695820455043521,0.26180240181767145,0.18013306849687233,0.17420152238921857,0.22862241929299576,0.22123141295957266,
0.016,0.26771277520456965,0.26177282869622204,0.17919304473113284,0.1741533471876253,0.22676307793851658,0.2211964258497563,
0.018000000000000002,0.26807072100169577,0.2617137028474395,0.17872727984514014,0.17405707654503616,0.227090517430642,0.2211264837967749,
0.02,0.26776108406783006,0.2616546041751976,0.17779928233483738,0.17396091210334805,0.2268657389728535,0.22105658459983138,
0.022,0.2678107528224807,0.2615955326607743,0.1763681692174156,0.17386485368702528,0.2250841214941783,0.2209867282195711,
0.024,0.2657998794189233,0.26153648828546444,0.17676454749521497,0.17376890112091875,0.2244315099633846,0.22091691461668758,
0.026000000000000002,0.2658934868361039,0.26147747103058055,0.1757684746387648,0.17367305423026505,0.2237820763887876,0.22084714375192246,
0.028,0.26460919842322017,0.261418480877452,0.17479343815167675,0.17357731284068517,0.22390754997190476,0.22077741558606548,
0.03,0.26441526665895,0.2613595178074252,0.17342821456637023,0.17348167677818352,0.22271664009647024,0.22070773007995403,
0.032,0.2635917043405507,0.261300581801864,0.17375969040052272,0.17338614586914705,0.22199998167292218,0.2206380871944738,
0.036000000000000004,0.262714425361315,0.26118279090967805,0.17231382659943797,0.1731953988189225,0.22165211442081068,0.2204989291291876,
0.04,0.2618231043118388,0.26106510805214506,0.1718738946131608,0.17300507030871454,0.22036705392554606,0.2203599410782454,
0.044,0.26178026024845225,0.2609475330807882,0.17084292622384067,0.1728151589632775,0.21926816690175302,0.22022112273044725,
0.048,0.2610129900581047,0.2608300658474032,0.16981264762347867,0.17262566341338417,0.21857953245755393,0.22008247377535198,
0.052000000000000005,0.26054261627864467,0.26071270620405634,0.16882325344111176,0.17243658229579273,0.21811889952454905,0.21994399390327535,
0.056,0.2603044687568078,0.26059545400308515,0.16810923312727957,0.17224791425321428,0.2176923415434275,0.21980568280528742,
0.06,0.2600837516887504,0.2604783090970972,0.16782122445462536,0.17205965793428024,0.21699306256447526,0.21966754017321052,
0.064,0.2581255467686867,0.2603612713389692,0.16707207748399583,0.17187181199351004,0.2158898502908499,0.21952956569961657,
0.07200000000000001,0.258392752612961,0.26012751667914474,0.16626841359050412,0.17149734589378773,0.21529802965857764,0.21925412000190145,
0.08,0.2575487605306497,0.2598941888519932,0.16549243559913915,0.17112450530675352,0.2147233746642478,0.21897934326762877,
0.088,0.2566502196595305,0.2596612866901683,0.16509141365765997,0.17075327967729434,0.21425774463007186,0.21870523306413725,
0.096,0.2560049972325651,0.25942880903057636,0.1640936963865068,0.17038365854148302,0.21382957296221938,0.21843178697054655,
0.10400000000000001,0.25599882463763773,0.2591967547143575,0.16330357466753675,0.17001563152559543,0.21292956136524524,0.21815900257768525,
0.112,0.2553447419404043,0.25896512258686577,0.16244924765863206,0.16964918834514048,0.21202462537143182,0.21788687748802082,
0.12,0.2549658387974602,0.25873391149765046,0.16201646929320768,0.16928431880390304,0.21188425550412718,0.21761540931558898,
0.128,0.25404074812621147,0.2585031203004369,0.16153803738577283,0.16892101279299854,0.21110368975568025,0.21734459568592412,
0.14400000000000002,0.2532309657713064,0.25804279301768274,0.1601841601247276,0.1681990513577177,0.20971966959148414,0.21680492261411247,
0.16,0.25204668933897484,0.25758413165120975,0.1594247482711415,0.1674832248796788,0.20887567663155687,0.21626783950421924,
0.176,0.2515807956039048,0.25712712717924024,0.15844353905966496,0.16677345553806822,0.20769354973495194,0.21573332776748078,
0.192,0.2508505923916923,0.2566717706450211,0.15758494177842144,0.1660696668226934,0.20721715355343417,0.21520136899259326,
0.20800000000000002,0.2503262813506023,0.2562180531562391,0.15701891236280355,0.16537178350650755,0.20666597064861436,0.21467194494359992,
0.224,0.24979314786672335,0.2557659658844424,0.1561621378659835,0.16467973161882257,0.20582119023415185,0.21414503755780873,
0.24,0.24865512338525098,0.25531550006446824,0.15542141786127758,0.16399343841919023,0.20513860841392118,0.2136206289437392,
0.256,0.24839682667446694,0.2548666469938768,0.15516630893744957,0.16331283237193217,0.20416588909610464,0.21309870137909878,
0.28800000000000003,0.24746571890168653,0.2539737446013443,0.15374606268504679,0.16196840146724886,0.20341669855074754,0.21206221934293204,
0.32,0.24630259544073946,0.2530871903206544,0.15277847844196,0.16064588978599584,0.20233812399718518,0.2110354529796108,
0.352,0.24536612447837974,0.25220691673395806,0.15176617735634268,0.15934476595810454,0.20144261042476158,0.21001826640164306,
0.384,0.24448789370828902,0.25133285737466843,0.15084579370363757,0.15806451565086793,0.20056672605134013,0.20901052624382974,
0.41600000000000004,0.24354012705247774,0.25046494671074215,0.14985791287315492,0.156804640891533,0.1995949645047504,0.20801210160501307,
0.448,0.24286086618587063,0.24960312012831176,0.14918650409118311,0.155564659421959,0.19870461235541706,0.20702286399143127,
0.48,0.24209709841024654,0.2487473139156612,0.1484111280736954,0.15434410408358426,0.1978086594240058,0.20604268726162933,
0.512,0.2413548612220722,0.24789746524753548,0.14741109401286853,0.153142522231054,0.1968339275313105,0.205071447572875,
0.5760000000000001,0.23986742854536414,0.24621539358427882,0.14608938699831714,0.150794537638258,0.19524599938072276,0.20315529512985375,
0.64,0.2381451759870747,0.24455641968979427,0.1446838258317995,0.14851735412382314,0.19365312036065718,0.2012734599491429,
0.704,0.23677464951486987,0.24292007134787205,0.14315131277252052,0.1463078191390974,0.19207394832368616,0.19942502890404906,
0.768,0.23537083787466778,0.24130588912702072,0.1416140359084041,0.14416296455698105,0.19056693386594448,0.19760912097806974,
0.8320000000000001,0.23389603309858759,0.23971342595071138,0.14013851010526926,0.14207999338068403,0.18898693276855705,0.19582488586574742,
0.896,0.23231401999528442,0.23814224668484182,0.13872160239910497,0.14005626758562864,0.18726298580251094,0.19407150264604967,
0.96,0.2309012037869133,0.2365919277416208,0.1372380762690161,0.13808929698336866,0.18612997016553523,0.1923481785239275,
1.024,0.22959318192709813,0.23506205669911423,0.13590988106466276,0.1361767290086801,0.18466163596727678,0.19065414763599872,
1.1520000000000001,0.22686070061865402,0.23206206227900802,0.1332625044480257,0.13250602328690592,0.18252112886311242,0.1873510300205103,
1.28,0.22445369277738475,0.22913917382834786,0.13095257758102083,0.12902774436435424,0.18026851632971674,0.1841565198292193,
1.408,0.22165978306619458,0.22629045844016576,0.12853231383357644,0.12572716076473425,0.1778959657508527,0.18106535105207963,
1.536,0.21912916746804226,0.2235131300879365,0.12609139672752093,0.12259100725099414,0.175869252445341,0.17807259269602466,
1.6640000000000001,0.21660444833163267,0.22080454054453758,0.1237074109348507,0.11960730683417306,0.1735252083022867,0.17517362256039176,
1.792,0.2139751789645402,0.21816217096671453,0.12156260358266151,0.11676521809592132,0.17140486641255648,0.1723641034377548,
1.92,0.21140228641595393,0.21558362408883683,0.11927427747183438,0.11405490372184864,0.16941710460416312,0.16963996148243551,
2.048,0.2090968029400154,0.2130666169750938,0.11705348957767218,0.11146741688564966,0.16737467541185036,0.1669973665197943,
2.3040000000000003,0.20409724923668715,0.20820862200394175,0.11269956889971004,0.1066290125795966,0.1631672430617178,0.16194260909239291,
2.56,0.19934867328787725,0.2035719646825048,0.10877545825430597,0.10219280128642987,0.15937067436066368,0.1571734189334202,
2.816,0.19461979753057118,0.19914186759488237,0.10455819041881052,0.09811069738959421,0.15557820060095717,0.15266628329638,
3.072,0.19030502489180884,0.19490484010980322,0.1005003747603369,0.09434198636763566,0.152170545933933,0.1484002016662897,
3.3280000000000003,0.1861568300329783,0.19084854130203524,0.09603433522773488,0.09085196452573094,0.14920203536675855,0.1443563589637156,
3.584,0.18244674340397785,0.18696166003148862,0.09142546173935176,0.08761086923520368,0.14609620359180608,0.14051784846760507,
3.84,0.1787439484926367,0.1832338097257076,0.08759982232532385,0.0845930297856279,0.1433297272833154,0.1368694358502221,
4.096,0.1750379421893765,0.1796554358046409,0.08320074572528106,0.08177618753450365,0.14044922602112217,0.1333973573791236,
4.6080000000000005,0.16878693792445,0.17291257817149677,0.07561055283548239,0.07667033097782001,0.13428631711036498,0.12693348525498555,
5.12,0.1634873108732938,0.16667041294814838,0.0695866087625472,0.07216501833939173,0.12867886352170024,0.12103951883972189,
5.632,0.1584137040519722,0.16087522967455906,0.06563028169015536,0.06816040124111487,0.12310323085389806,0.11564336858272371,
6.144,0.15330444189018325,0.1554807344379988,0.06196599058686998,0.0645776003328605,0.11853598628095306,0.11068461060752713,
6.656000000000001,0.1489560309425441,0.1504468124621011,0.05905869363368005,0.06135347535400169,0.11428961638762224,0.10611221877097046,
7.168,0.14476396968949562,0.1457385304422103,0.056343445092280786,0.05843688611673374,0.11090074365093174,0.10188280601611766,
7.68,0.14018388618606784,0.14132532613004137,0.05350278581783345,0.05578597104121322,0.10775595603248314,0.09795924640318014,
8.192,0.1359866778344119,0.13718034540955867,0.05110683746639322,0.05336613418621575,0.10423069075222945,0.0943095850304617,
9.216000000000001,0.12885841677323367,0.12960299763273775,0.04757793399199201,0.04910893717524657,0.09606065945628636,0.08772494252272808,
10.24,0.12295986794296074,0.12284727491742649,0.04435693800641192,0.04548473117001797,0.08871062824701795,0.08194755745292329,
11.264,0.11716938583583152,0.11678665108698287,0.0408117768434004,0.04236268509475015,0.08249991114317505,0.07683789009804433,
12.288,0.112484080319534,0.11131930755239888,0.03827183802275584,0.039645682093857236,0.07757383254164804,0.07228680326515002,
13.312000000000001,0.10968117145326473,0.10636238307863465,0.03660527203015924,0.03726011756393244,0.07243061988732959,0.06820771011081253,
14.336,0.1083913950996164,0.10184775803753934,0.034360169123174536,0.03514919030450938,0.06686296720085984,0.06453103603947881,
15.36,0.10754992656071781,0.09771891575493431,0.03206709894029566,0.03326836674834178,0.06142056880958208,0.06120023629768873,
16.384,0.10596285490315716,0.09392857300962892,0.030352628641415413,0.03158223913277819,0.05580098393237959,0.05816888222486618,
18.432000000000002,0.10036582062754668,0.08720996120940973,0.027968834174979227,0.028685349555168577,0.04669527377714122,0.05285691825938453,
20.48,0.09577130019571173,0.08143893806824566,0.026704584906832203,0.026287308548405264,0.03880263752876793,0.048355954683465464,
22.528,0.09236137087675252,0.07642891297286324,0.024449114075489598,0.02427058532835446,0.032777636339469424,0.04449428108671141,
24.576,0.08663169171169705,0.07203925020643863,0.022923341409916465,0.0225518259089704,0.027180509343016423,0.04114543908016149,
26.624000000000002,0.07666103404025813,0.068161942428972,0.02158847690015434,0.02107027586515412,0.02319155499464995,0.038214237861081427,
28.672,0.06841407903889195,0.06471266740348852,0.021139055299792132,0.01978061027501663,0.021091331477961123,0.03562765385513097,
30.72,0.06282124325313838,0.06162463339785906,0.020297941007743184,0.018648330319621865,0.022458615555299745,0.03332873384257724,
32.768,0.060907075106006334,0.05884424889458996,0.019276555023748625,0.01764671500017134,0.023076933831519108,0.031272405386647065,
36.864000000000004,0.05749747361965565,0.054040258644165284,0.0203079363097125,0.01595567262862661,0.01988224616918322,0.027749807999097736,
40.96,0.057261798043376604,0.05003691530004063,0.022217162486869748,0.01458460194351605,0.017072842023302316,0.02484386503014916,
45.056,0.056829401356332805,0.046650869286953126,0.022523978795820996,0.013452069176048487,0.017256440457227473,0.02240723536246053,
49.152,0.05256184770858564,0.043750722236224754,0.017101560846252698,0.012501989879429142,0.016134611429245656,0.02033597111679164,
53.248000000000005,0.04438740047357086,0.041239847565163676,0.013990051240138447,0.011694490578614441,0.014152561054995204,0.018554644585738973,
57.344,0.04032861247615849,0.03904560505614782,0.011768661236132608,0.011000456070304608,0.014028232163842757,0.017007199502069692,
61.44,0.04018002080648051,0.03711233521280362,0.010792593943857922,0.010398137633162299,0.013810532249585002,0.015651111264457444,
65.536,0.04015592517729084,0.03539667328973796,0.009111358937437978,0.009870967419095295,0.010952257968165643,0.014453539279561672,
73.72800000000001,0.03105004774030824,0.032487853809955336,0.006918617568317655,0.008993456022056864,0.002349517876827395,0.012436165777677265,
81.92,0.021951730286464226,0.030117479079641782,0.005985417513105645,0.008294135472916981,-0.0027682607234999247,0.010804902102778092,
90.112,0.017708386717975633,0.028150846361667495,0.006920063724495945,0.007725220773354755,0.0009161406652113071,0.009460619810554252,
98.304,0.014397415691534184,0.02649457269978421,0.00520882814758442,0.007254441060028356,0.011628226488562782,0.008335274556726722,
106.49600000000001,0.01733484409285673,0.02508189445410664,0.0043107222872886325,0.006859241909101175,0.018819726832019257,0.007380627542645986,
114.688,0.018899155737934294,0.02386382428052132,0.005670357688580574,0.006523402012686955,0.020076527153166303,0.006561542757191235,
122.88,0.017565812591797885,0.022803612445863108,0.004147199273701461,0.006234968377743421,0.01572801309746892,0.00585183178758907,
131.072,0.022562962847902584,0.021873156594407014,0.0028918949715139837,0.005984947781301728,0.008250313430974094,0.0052315841507368215,
147.45600000000002,0.03015556174046844,0.02031871290498192,0.004884878204472295,0.005574113223256482,0.00409774480125735,0.00420117974059509,
163.84,0.024609260623193296,0.019074399196203445,0.007978987325238347,0.005251836515526313,0.00007500040741861838,0.003382003061031453,
180.224,0.013254365399383303,0.018058107144599638,0.009223858972897006,0.004993295563072161,0.0022246453604691735,0.0027170190044144846,
196.608,0.008770240087989219,0.01721412223314805,0.009083805626348801,0.004782006396715307,0.0028242574419051055,0.0021678078827927346,
212.99200000000002,0.0052749684928655675,0.01650334085513213,0.008773448851421613,0.004606621006069305,0.005469121986142372,0.001707578900724491,
229.376,0.0007990746197743312,0.015897532637956117,0.006245129979103313,0.004459089197880638,0.0026264784553864154,0.0013171036604905989,
245.76,-0.0009840167530348548,0.015375823465542119,0.004617619797380684,0.004333553267271714,0.009811605692164329,0.0009822401076747251,
262.144,0.002954595271108798,0.014922457968689497,0.004227507046800702,0.004225656875707886,0.012587852518222335,0.0006923665792538964,
294.91200000000003,0.005164898374410814,0.014174990455239001,0.0021041498372118324,0.0040503331751307785,-0.001159929035699774,0.0002169027831599715,
327.68,0.0069795432991446565,0.013586250863118148,-0.0024881867840523316,0.003914637746454283,0.00444630608647763,-0.00015525799603149405,
360.448,0.007358913179726719,0.013112251009637758,-0.0028572701421446366,0.003807036037969188,0.012439430135652315,-0.00045324792751354247,
393.216,0.007782650955056252,0.012723649103779402,-0.0005745516968720625,0.0037199882196445443,0.012402274515741498,-0.0006963661181834759,
425.98400000000004,0.015493641446494281,0.012400164516320785,0.0032363874833555625,0.003648376041714916,0.0034736163395154827,-0.0008978695228788228,
458.752,0.01360852008652094,0.012127357955580759,0.007709395402551266,0.0035886140175275054,0.0016906853917451525,-0.0010671439000914354,
491.52,0.026734023607705826,0.011894687751314107,0.0073774116175230635,0.003538122565327092,-0.00390885051565521,-0.001211006461416392,
524.288,0.03224931163635437,0.011694290172464756,0.0032836314142193736,0.0034950028579788677,-0.002333563296599098,-0.0013345187611169171,
589.8240000000001,0.018816654038764962,0.011367764571662895,-0.001157892427932731,0.0034255120461580313,-0.001032750388986118,-0.0015349314264750938,
655.36,0.01745712401422084,0.011114216429367397,0.0035069687223029545,0.003372247219081945,-0.0013797580724043343,-0.0016897832509455133,
720.896,0.022395743963085035,0.010912599135122943,0.005647349675116719,0.0033303538777244525,-0.004245633257683952,-0.0018123990447434899,
786.432,0.007960038569008095,0.010749099584598439,-0.00013773930290469368,0.0032966987835305267,-0.006622367365829732,-0.001911470344490918,
851.9680000000001,0.000829403571368657,0.010614307817917262,0.0001976202086125626,0.0032691781827938315,-0.00513060087525709,-0.0019928862444608193,
917.504,-0.0003442722949899332,0.010501611178480402,0.001156393741859134,0.0032463323524415254,-0.00538802935845221,-0.002060765474698374,
983.04,0.010713008166707031, ,-0.0015107409599203854, ,0.0035163327476613205, ,
1048.576,0.027033157283390803, ,-0.002368121622751877, ,0.0011545817083437428, ,
1179.6480000000001,0.010540042483168716, ,0.0036372155532732875, ,-0.0022434014825404667, ,
1310.72,0.002196704562791598, ,0.0033766983567765875, ,-0.003670631767524163, ,
1441.792,-0.006541357369966007, ,0.00325781748017047, ,-0.0042982201848800125, ,
1572.864,-0.013233746119841676, ,-0.0010324460072711344, ,-0.006969425898116554, ,
1703.9360000000001,-0.0023767751220061936, ,-0.0028371299360869795, ,-0.005417741649408533, ,
1835.008,-0.008139729994117243, ,-0.006790234278975235, ,0.0009022852470689443, ,
1966.08,-0.00958741708234412, ,-0.004450999214467177, ,-0.0002489712211006284, ,
2097.152,-0.0033599816916587075, ,-0.002460149188396541, ,-0.0012690503251569193, ,
2359.2960000000003,-0.015173549664223587, ,-0.00630546307780768, ,0.012472890798737405, ,
2621.44,-0.0012625419476458523, ,-0.0015012504183334106, ,0.0019098060768751241, ,
2883.584,-0.02676380815565198, ,0.0010418545704527693, ,0.003904042901777159, ,
3145.728,-0.0012731706704198049, ,-0.006076441148604821, ,-0.006585004161270516, ,
3407.8720000000003,-0.01296007090513556, ,-0.0031552100014657757, ,-0.005272769498640287, ,
3670.016,-0.018147648210777894, ,-0.0060785921761695874, ,-0.00824537923991028, ,
3932.16,-0.01687204479743425, ,-0.003955771172095523, ,-0.006156012270348322, ,
4194.304,-0.01679553992689471, ,0.004068730981714431, ,-0.0026932823890826164, ,
4718.592000000001,-0.005836982346995246, ,0.00006392746371634859, ,0.007559312639649079, ,
5242.88,-0.0013516500214974096, ,0.0038586488759885843, ,0.005001168167578518, ,
5767.168,0.008908624474262184, ,0.0023639641162869515, ,-0.004730083574681122, ,
6291.456,0.006618298548762539, ,0.0009363915920497774, ,-0.004358716360821218, ,
6815.744000000001,0.009894830094093697, ,0.00312584302040417, ,-0.0010201580356072328, ,
7340.032,0.006226806372003239, ,0.00215416270261783, ,0.004357123480993248, ,
7864.32,0.00494529663380349, ,-0.00022593369743932655, ,-0.010703948163971242, ,
8388.608,0.002910287069650105, ,-0.0066324850059368765, ,-0.011613770585681785, ,
