Time (ms),2022-04-25_multipletau_0cd20_10dot0-0dot01_2704_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2704_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2738_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2738_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2744_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2744_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2757_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2757_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2765_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2765_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2766_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2766_correlation-CH1_1 fitted model: ,
1.0,0.23006831109523773, ,0.6451553106307983, ,0.10372611880302429, ,0.10981546342372894, ,0.4921416938304901, ,0.3739267885684967, ,
2.0,0.22516204416751862, ,0.6409078240394592, ,0.09779459983110428, ,0.10318996757268906, ,0.48636358976364136, ,0.37080442905426025, ,
3.0,0.22276313602924347, ,0.6377231478691101, ,0.09501007944345474, ,0.09925686568021774, ,0.48280036449432373, ,0.3686786890029907, ,
4.0,0.221060648560524, ,0.6352295875549316, ,0.09329944849014282, ,0.09616949409246445, ,0.4797268211841583, ,0.3669091463088989, ,
5.0,0.21997016668319702, ,0.6328187584877014, ,0.09162068367004395, ,0.09381040930747986, ,0.4773227870464325, ,0.365468293428421, ,
6.0,0.21849526464939117, ,0.6310350894927979, ,0.09107217937707901, ,0.09234198927879333, ,0.47502171993255615, ,0.3638797700405121, ,
7.0,0.21743057668209076, ,0.6289066672325134, ,0.0908113494515419, ,0.09104111790657043, ,0.472768634557724, ,0.3627098500728607, ,
8.0,0.21646951138973236, ,0.6267786026000977, ,0.08995531499385834, ,0.09004325419664383, ,0.47115767002105713, ,0.36150994896888733, ,
9.0,0.21526868641376495, ,0.6254621744155884, ,0.08922310918569565, ,0.08958268165588379, ,0.4697105586528778, ,0.36011365056037903, ,
10.0,0.2143360823392868, ,0.6238498091697693, ,0.08852964639663696, ,0.08857228606939316, ,0.4683288037776947, ,0.35900670289993286, ,
11.0,0.21368557214736938, ,0.6218142509460449, ,0.08800610899925232, ,0.08775326609611511, ,0.466638445854187, ,0.3578481674194336, ,
12.0,0.2133251130580902, ,0.6201302409172058, ,0.08788099884986877, ,0.08649008721113205, ,0.46514859795570374, ,0.35683712363243103, ,
13.0,0.2123296856880188, ,0.6186462640762329, ,0.08738700300455093, ,0.08584984391927719, ,0.46352508664131165, ,0.3558211326599121, ,
14.0,0.21126899123191833, ,0.6173713207244873, ,0.08745536208152771, ,0.08473898470401764, ,0.46208280324935913, ,0.35510560870170593, ,
15.0,0.2102041393518448, ,0.6160783767700195, ,0.08716358989477158, ,0.08371724933385849, ,0.4607250690460205, ,0.35414552688598633, ,
16.0,0.20963290333747864, ,0.614508867263794, ,0.0864725410938263, ,0.0824529305100441, ,0.45915812253952026, ,0.35361772775650024, ,
18.0,0.2088738977909088, ,0.6111145615577698, ,0.08503324538469315, ,0.08060464262962341, ,0.4553666114807129, ,0.351997435092926, ,
20.0,0.2075013816356659, ,0.608073353767395, ,0.08460349589586258, ,0.07855343073606491, ,0.45256316661834717, ,0.35021325945854187, ,
22.0,0.20638003945350647, ,0.6048150062561035, ,0.0836377963423729, ,0.07770119607448578, ,0.44977235794067383, ,0.3482176661491394, ,
24.0,0.20491856336593628, ,0.602077066898346, ,0.08262249827384949, ,0.07614250481128693, ,0.44629591703414917, ,0.3467182219028473, ,
26.0,0.2033756673336029, ,0.5990467667579651, ,0.08185659348964691, ,0.07469353824853897, ,0.44316771626472473, ,0.3454640209674835, ,
28.0,0.20198377966880798, ,0.5959317684173584, ,0.08145934343338013, ,0.07258258014917374, ,0.4397149384021759, ,0.34412166476249695, ,
30.0,0.20064261555671692, ,0.5926991701126099, ,0.08098667860031128, ,0.0706210508942604, ,0.4367174804210663, ,0.34283825755119324, ,
32.0,0.19948799908161163, ,0.59007728099823, ,0.07951228320598602, ,0.06850478798151016, ,0.4350431561470032, ,0.34132954478263855, ,
36.0,0.19818010926246643, ,0.5837583541870117, ,0.07866188138723373, ,0.06638643890619278, ,0.4282839298248291, ,0.33865606784820557, ,
40.0,0.19716589152812958, ,0.5777155160903931, ,0.07732898741960526, ,0.06421438604593277, ,0.42319193482398987, ,0.33569425344467163, ,
