Time (ms),2022-04-25_multipletau_0cd20_10dot0-0dot01_2704_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2704_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2738_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2738_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2744_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2744_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2757_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2757_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2765_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2765_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_10dot0-0dot01_2766_correlation-CH1_1,2022-04-25_multipletau_0cd20_10dot0-0dot01_2766_correlation-CH1_1 fitted model: ,
44.0,0.19589930772781372, ,0.5709507465362549, ,0.0759434700012207, ,0.06281423568725586, ,0.4184861183166504, ,0.3334701657295227, ,
48.0,0.19373095035552979, ,0.5643293261528015, ,0.07431255280971527, ,0.06134370341897011, ,0.4142859876155853, ,0.3309665024280548, ,
52.0,0.19170266389846802, ,0.5577403903007507, ,0.07309769093990326, ,0.061462193727493286, ,0.4110502302646637, ,0.32937753200531006, ,
56.0,0.19133077561855316, ,0.551612377166748, ,0.0713232159614563, ,0.05985032767057419, ,0.408394992351532, ,0.32700684666633606, ,
60.0,0.19054119288921356, ,0.5454579591751099, ,0.06980592757463455, ,0.0589495524764061, ,0.405405193567276, ,0.3249855637550354, ,
64.0,0.18885210156440735, ,0.5391564965248108, ,0.06781429052352905, ,0.058408595621585846, ,0.40269240736961365, ,0.32253485918045044, ,
72.0,0.1851862519979477, ,0.5289591550827026, ,0.0645526796579361, ,0.056092768907547, ,0.3970884382724762, ,0.3166993260383606, ,
80.0,0.18290294706821442, ,0.5204549431800842, ,0.06227293610572815, ,0.0552835687994957, ,0.3894434869289398, ,0.31164032220840454, ,
88.0,0.18126115202903748, ,0.5112267136573792, ,0.059658877551555634, ,0.053943924605846405, ,0.38389715552330017, ,0.3065660893917084, ,
96.0,0.17979620397090912, ,0.5018249154090881, ,0.05715448409318924, ,0.05054905638098717, ,0.377515971660614, ,0.30108019709587097, ,
104.0,0.17767280340194702, ,0.49125710129737854, ,0.05371788889169693, ,0.04762205481529236, ,0.3701186180114746, ,0.2958885133266449, ,
112.0,0.17541344463825226, ,0.4803657829761505, ,0.050437651574611664, ,0.04544539377093315, ,0.3624396324157715, ,0.2912273406982422, ,
120.0,0.17352239787578583, ,0.47171550989151, ,0.04710554704070091, ,0.042925894260406494, ,0.3556536138057709, ,0.2862134873867035, ,
128.0,0.1727437824010849, ,0.46399441361427307, ,0.04377061501145363, ,0.04041530564427376, ,0.3471696674823761, ,0.28132325410842896, ,
144.0,0.16869547963142395, ,0.4426475167274475, ,0.03649316355586052, ,0.03671986982226372, ,0.32673555612564087, ,0.27158719301223755, ,
160.0,0.16245681047439575, ,0.4259848892688751, ,0.030866866931319237, ,0.03251655027270317, ,0.31290504336357117, ,0.26052048802375793, ,
176.0,0.15644417703151703, ,0.4042673408985138, ,0.025474892929196358, ,0.032508332282304764, ,0.3016321063041687, ,0.24892322719097137, ,
192.0,0.15132704377174377, ,0.38236406445503235, ,0.021459782496094704, ,0.030766844749450684, ,0.2922530770301819, ,0.24011684954166412, ,
208.0,0.14642579853534698, ,0.3577171564102173, ,0.01784639060497284, ,0.027688561007380486, ,0.2842874526977539, ,0.23355793952941895, ,
224.0,0.14253458380699158, ,0.33216801285743713, ,0.014403477311134338, ,0.02534535340964794, ,0.27662670612335205, ,0.2242196947336197, ,
240.0,0.1372039020061493, ,0.30650216341018677, ,0.009536650031805038, ,0.026681693270802498, ,0.2682797312736511, ,0.2163238525390625, ,
256.0,0.13258671760559082, ,0.28617122769355774, ,0.007649044971913099, ,0.023753834888339043, ,0.259321004152298, ,0.2116754800081253, ,
288.0,0.12471745908260345, ,0.24633252620697021, ,0.004040027502924204, ,0.017513850703835487, ,0.2503335773944855, ,0.2068662792444229, ,
320.0,0.11786843836307526, ,0.20925819873809814, ,-0.0024004140868782997, ,0.015512566082179546, ,0.24321742355823517, ,0.20215913653373718, ,
352.0,0.10878413170576096, ,0.17547206580638885, ,-0.007020852994173765, ,0.01082588080316782, ,0.23280909657478333, ,0.19913339614868164, ,
384.0,0.10203713923692703, ,0.1469951719045639, ,-0.009745978750288486, ,0.008629175834357738, ,0.22190262377262115, ,0.19529466331005096, ,
416.0,0.09737039357423782, ,0.12477096915245056, ,-0.012365643866360188, ,0.01050800085067749, ,0.21546527743339539, ,0.1960732787847519, ,
448.0,0.09837879985570908, ,0.10750705003738403, ,-0.013311660848557949, ,0.010457550175487995, ,0.21613124012947083, ,0.19190190732479095, ,
480.0,0.0958329513669014, ,0.09098972380161285, ,-0.013678528368473053, ,0.008191066794097424, ,0.2194722294807434, ,0.18278944492340088, ,
512.0,0.09280382096767426, ,0.07878389954566956, ,-0.015281000174582005, ,0.006440748926252127, ,0.2297363579273224, ,0.1703828126192093, ,
576.0,0.09487216919660568, ,0.05730878561735153, ,-0.017262205481529236, ,0.004950071685016155, ,0.2466917335987091, ,0.14088638126850128, ,
640.0,0.1001843512058258, ,0.038755226880311966, ,-0.017581038177013397, ,0.007742864079773426, ,0.2583075165748596, ,0.1191115528345108, ,
704.0,0.10537177324295044, ,0.023600591346621513, ,-0.013544486835598946, ,0.01320166140794754, ,0.23242947459220886, ,0.10369224101305008, ,
768.0,0.09944407641887665, ,0.016238033771514893, ,-0.006551232188940048, ,0.01757858134806156, ,0.22135917842388153, ,0.09488337486982346, ,
832.0,0.08885309100151062, ,0.015737222507596016, ,0.004758827388286591, ,0.022018523886799812, ,0.20760837197303772, ,0.08470548689365387, ,
896.0,0.07807905972003937, ,0.015371016226708889, ,0.023635799065232277, ,0.025364970788359642, ,0.17914892733097076, ,0.0657610148191452, ,
960.0,0.06887812167406082, ,0.023503249511122704, ,0.03635704144835472, ,0.021408686414361, ,0.14354993402957916, ,0.042437437921762466, ,
1024.0,0.05650704726576805, ,0.029391225427389145, ,0.03617130592465401, ,0.009611645713448524, ,0.08116143196821213, ,0.011271326802670956, ,
1152.0,0.029611844569444656, ,0.05733522027730942, ,0.01563335955142975, ,0.0031697035301476717, ,0.03742767497897148, ,-0.007276637014001608, ,
1280.0,0.0007702570874243975, ,0.09938344359397888, ,0.0014825412072241306, ,-0.00021619719336740673, ,0.026787731796503067, ,-0.003121068701148033, ,
1408.0,-0.015908779576420784, ,0.14673852920532227, ,-0.008635462261736393, ,-0.00029686090420000255, ,0.020626703277230263, ,-0.00650653475895524, ,
1536.0,-0.029008621349930763, ,0.22199182212352753, ,-0.012026427313685417, ,0.0011504057329148054, ,0.0013957995688542724, ,-0.02625299245119095, ,
1664.0,-0.03492814302444458,0.22664847621546597,0.29106777906417847,0.6627979359840566,-0.013083884492516518,0.10172231252492696,-0.00122505659237504,0.101057601571271,-0.009736914187669754,0.4899801317353454,-0.045585766434669495,0.37214051306631113,
1792.0,-0.03757614642381668,0.22506151527805324,0.2704158127307892,0.6599660640489159,-0.01072755828499794,0.10064938399734197,-0.00026578851975500584,0.09963523378356742,-0.0106161218136549,0.4875174217319074,-0.04378262162208557,0.37080394115038184,
1920.0,-0.03902469575405121,0.22357204579903822,0.15587306022644043,0.6571551489514209,-0.00994778424501419,0.09959595572855974,-0.0028996127657592297,0.09825634416532182,-0.012256942689418793,0.4851107702970654,-0.036782294511795044,0.369492612031995,
2048.0,-0.04010641202330589,0.22217000373713475,-0.009443916380405426,0.6543649589173409,-0.008855226449668407,0.09856150088623132,-0.005691907834261656,0.09691894631365516,-0.013448579236865044,0.48275795882331063,-0.037195444107055664,0.36820556986594755,
2304.0,-0.049128107726573944,0.22084666709426432,-0.050201259553432465,0.6515952655776655,-0.0037272609770298004,0.09754551144631311,-0.006154576316475868,0.09562117306004804,-0.017013251781463623,0.48045688534895403,-0.040150269865989685,0.366941907123155,
2560.0,-0.04782905429601669,0.21959443942346984,-0.06705649197101593,0.6488458439062967,-0.003631053026765585,0.09654749736115399,-0.004224269185215235,0.09436126765615628,-0.018414940685033798,0.47820555698766454,-0.053704217076301575,0.3657007615742687,
2816.0,-0.05763515457510948,0.21840667393520202,-0.0742340013384819,0.6461164721591034,-0.00010777968418551609,0.09556698577135064,-0.007792919408529997,0.09313757573012285,-0.01865413412451744,0.4760020829400683,-0.08887495845556259,0.3644813134964834,
3072.0,-0.06786615401506424,0.21727752958894486,-0.09315856546163559,0.643406931814306,-0.008537293411791325,0.09460352025870856,-0.00989723950624466,0.09194853793593487,-0.0273651834577322,0.4738446680358591,-0.12570860981941223,0.36328278308451045,
3328.0,-0.07510717213153839,0.2162018525840319,-0.10615638643503189,0.6407170075141546,-0.01249951496720314,0.09365666013782871,-0.006310335360467434,0.09079268322714773,-0.03671815246343613,0.471731606760021,-0.16693739593029022,0.36210442804850773,
3584.0,-0.0938403531908989,0.21517507816911613,-0.11554307490587234,0.6380464870078694,-0.011211632750928402,0.0927259797840099,-0.008596622385084629,0.08966862269396643,-0.04071841388940811,0.46966127772134425,-0.23748479783535004,0.36094554138340995,
3840.0,-0.11879236251115799,0.21419314881891677,-0.13250042498111725,0.635395161095812,-0.0033895329106599092,0.09181106799531337,-0.018775321543216705,0.08857504390939433,-0.04946362227201462,0.46763213852549945,-0.2582777142524719,0.35980544929555514,
4096.0,-0.1507285237312317, ,-0.15386782586574554, ,-0.011012456379830837, ,-0.01649528183043003, ,-0.06392139941453934, ,-0.2983129918575287, ,
