name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),N (mom),bri (kHz)
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48823_T268s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48823_T268s_1,,24 January 2022 22:58:57,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.0025240520410672353,,0.20657553718990923,,4.840844243240084,107.60086989950588,1,,6.459891637487715,,0.6975561945112732,,5.6274301650513205,92.56536145633959
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48823_T287s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48823_T287s_1,,24 January 2022 22:59:16,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.014455465630258879,,0.3962673830647977,,2.5235486006085943,221.54058266843762,1,,4.992202012689294,,0.9739705851190991,,2.845674811503627,196.4723415046846
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48829_T342s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48829_T342s_1,,24 January 2022 22:59:21,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.011527304211721927,,0.21693149330295064,,4.6097502247102184,106.61123846532983,1,,5.580801245472556,,0.7146812334621335,,5.656176065177315,86.89187861736673
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48832_T378s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48832_T378s_1,,24 January 2022 22:59:24,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,0.00010187337012930444,,0.18983792117035342,,5.267651446217838,96.05591846492862,1,,6.5294696206723195,,0.7051848516457715,,6.063669973321157,83.45018871859035
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48846_T584s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48846_T584s_1,,24 January 2022 22:59:29,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,0.02262594520992775,,0.22842736185578735,,4.377759266122104,132.98761757307778,1,,11.553193029058372,,0.6418560646142504,,4.391758677586067,132.5703300992708
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48848_T610s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48848_T610s_1,,24 January 2022 22:59:31,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.05725281437432204,,0.5899485104609945,,1.6950631830879364,328.3423473311854,1,,14.785324626785824,,0.730260027691754,,2.0055341794701635,277.5264917879828
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48851_T607s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48851_T607s_1,,24 January 2022 22:59:33,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.028436300893184017,,0.3728691339989521,,2.681906086661521,205.53191241716067,1,,13.162305681385174,,0.733807188722207,,3.1624814666468555,174.3076966618758
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48869_T823s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48869_T823s_1,,24 January 2022 22:59:35,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.0135185962277976,,0.14598810765839162,,6.849873020752992,75.92738099056675,1,,5.073999095609271,,0.5,,9.72720758901272,53.47052840939971
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48869_T825s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48869_T825s_1,,24 January 2022 22:59:40,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.01326081054524562,,0.11977827136619629,,8.348759658942775,58.414710217232155,1,,6.258088082889897,,0.5,,12.39908359867203,39.33474339180007
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48878_T934s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48878_T934s_1,,24 January 2022 22:59:43,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.005685725306981582,,0.1718789529236174,,5.8180480098944845,91.08984527410512,1,,4.691717449530426,,0.7242338763869225,,7.096885926984294,74.6794584768937
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48882_T982s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48882_T982s_1,,24 January 2022 22:59:45,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.016223433547763136,,0.19328819807217873,,5.173621617738785,99.23036319096668,1,,4.786633789856665,,0.5630717771110697,,6.997162917643697,73.37345703644294
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF48895_T1139s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF48895_T1139s_1,,24 January 2022 22:59:46,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.03470211780335672,,0.23734160758499417,,4.213336254756305,115.94750116909088,1,,9.857366969986748,,0.6259027224653944,,5.799231987638304,84.24395655369942
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF488100_T1197s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF488100_T1197s_1,,24 January 2022 23:01:18,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.08075783166670347,,0.26296225019655695,,3.8028272090481727,130.17110119645403,1,,27.085577064434727,,0.5146334154803021,,6.450681444835977,76.74273939446576
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF488132_T1585s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF488132_T1585s_1,,24 January 2022 23:01:21,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.0165950962663769,,0.23204102474702973,,4.309582760592427,121.64372344141407,1,,6.387946990962639,,0.6129280390023782,,5.412701662885374,96.85734585326536
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF488146_T1755s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF488146_T1755s_1,,24 January 2022 23:01:23,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,0.0015335988070769933,,0.2076820746204556,,4.815052054095309,108.72719650020527,1,,5.019637542854781,,0.6858727865202584,,5.5760714707765695,93.89286018452499
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF488155_T1864s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF488155_T1864s_1,,24 January 2022 23:01:25,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.01644724704613341,,0.20278465536055743,,4.931339593826609,104.52989074224094,1,,6.392067218348472,,0.5386658014556304,,6.506334171374267,79.2302025380748
2022-01-20_tttr2xfcs_CH2_BIN1_DiO LUV 10uM in 20 nM AF488160_T1924s_1_correlation-CH2_2,Not known,DiO LUV 10uM in 20 nM AF488160_T1924s_1,,24 January 2022 23:01:27,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,2147.483642,-0.022238582484447187,,0.2498214671243292,,4.002858567403768,130.0779842059512,1,,12.934924495049986,,0.7276225788888089,,4.8715159450272205,106.88866161882774
