name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2)
cutandshift,Not known,average_data,average_data,Tue May 17 14:55:50 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.000775,None,0.061082,None,16.37143512000262,1.0,None,0.0,None,11.523359,None,1.0,None,1.0,None,1.0,None
delete,Not known,average_data,average_data,Tue May 17 14:55:50 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0614115858895119,None,0.46980848624812566,None,2.1285268982388237,0.5229823357219402,None,0.4770176642780598,None,34.31487674741387,None,1041.9550573626796,None,1.0,None,1.0,None
