Time (ms),2022-04-25_multipletau_dirty_3dot0-0dot1_2408_correlation-CH1_1,2022-04-25_multipletau_dirty_3dot0-0dot1_2408_correlation-CH1_1 fitted model: ,
1.0,0.1201961413025856,0.11475057700782283,
2.0,0.11688622832298279,0.11340706160831211,
3.0,0.11422839760780334,0.11209339283080909,
4.0,0.11182860285043716,0.1108085870230831,
5.0,0.10977248102426529,0.10955170328739326,
6.0,0.10791309922933578,0.1083218411825512,
7.0,0.10625659674406052,0.10711813857261687,
8.0,0.10475675761699677,0.10593976961142637,
9.0,0.10344836115837097,0.1047859428530498,
10.0,0.10219713300466537,0.1036558994790946,
11.0,0.10109911859035492,0.10254891163451013,
12.0,0.10003778338432312,0.10146428086422446,
13.0,0.09890083968639374,0.1004013366435562,
14.0,0.09787337481975555,0.0993594349959049,
15.0,0.09684489667415619,0.09833795719173118,
16.0,0.09588325023651123,0.09733630852330409,
18.0,0.09398172795772552,0.09539023301026156,
20.0,0.09211654216051102,0.0935168889713554,
22.0,0.09049119055271149,0.09171227386628608,
24.0,0.0889110341668129,0.08997267355345497,
26.0,0.08719894289970398,0.08829463677427121,
28.0,0.08572924882173538,0.08667495229931828,
30.0,0.08467236906290054,0.08511062841794312,
32.0,0.08381562680006027,0.08359887449563612,
36.0,0.08173282444477081,0.08072282130728152,
40.0,0.07907538115978241,0.07802789693218294,
44.0,0.07670798152685165,0.07549751295983187,
48.0,0.07473749667406082,0.07311704660630508,
52.0,0.07264425605535507,0.07087355794719538,
56.0,0.07055436819791794,0.06875555459867176,
60.0,0.06890816986560822,0.06675279481064968,
64.0,0.06715229898691177,0.06485612185061479,
72.0,0.06295585632324219,0.0613490158351427,
80.0,0.05986793339252472,0.05817786370903441,
88.0,0.05699816718697548,0.05529659915882068,
96.0,0.05343770980834961,0.052667209951666835,
104.0,0.049482524394989014,0.050258051463884415,
112.0,0.04589047282934189,0.04804256693936759,
120.0,0.04253167659044266,0.0459983044596045,
128.0,0.03960765525698662,0.04410615335230083,
144.0,0.03629055991768837,0.04071497779262257,
160.0,0.033116795122623444,0.03776309507005674,
176.0,0.03167490288615227,0.035170338591829664,
192.0,0.031250856816768646,0.032874929391083406,
208.0,0.03162631765007973,0.0308284901247965,
224.0,0.02973043918609619,0.028992598020755413,
240.0,0.027601994574069977,0.027336349716843435,
256.0,0.025553947314620018,0.025834607605771002,
288.0,0.023606235161423683,0.023215540691369746,
320.0,0.022875983268022537,0.02100828892177795,
352.0,0.02036316506564617,0.01912280278630808,
384.0,0.018475348129868507,0.0174935033749488,
416.0,0.016218891367316246,0.01607149892229588,
448.0,0.013894385658204556,0.014819594520528966,
480.0,0.013376904651522636,0.01370899158167534,
512.0,0.013647327199578285,0.012717045185776803,
576.0,0.01856526918709278,0.01102040077044349,
640.0,0.020639566704630852,0.009622466300312856,
704.0,0.01896839216351509,0.008450738258905292,
768.0,0.020071636885404587,0.0074544210748189715,
832.0,0.018321609124541283,0.006596868546093924,
896.0,0.011995288543403149,0.005850977869315701,
960.0,0.009105733595788479,0.00519627291950734,
1024.0,0.002586039947345853,0.004616995623923091,
1152.0,-0.0008294927538372576,0.0036379708632671183,
1280.0,0.001741186948493123,0.0028422856861288802,
1408.0,0.010801071301102638,0.0021828490671426783,
1536.0,-0.0001798885641619563,0.0016274253040972865,
1664.0,-0.010560804978013039,0.001153204403457923,
1792.0,-0.004970628302544355,0.0007435916685744389,
1920.0,-0.009848481975495815,0.00038622576915265956,
2048.0,-0.009818287566304207,7.170973939326503e-05,
2304.0,-0.012989024631679058,-0.00045629953249703026,
2560.0,-0.011001327075064182,-0.0008821788872714889,
2816.0,-0.010773872025310993,-0.0012329469334822832,
3072.0,-0.016319897025823593,-0.001526864188452979,
3328.0,-0.007938799448311329,-0.0017767157327312003,
3584.0,-0.009873923845589161,-0.0019917203644535496,
3840.0,-0.013054286129772663,-0.0021786930156870916,
4096.0,-0.01232700515538454,-0.002342780331677417,
4608.0,-0.018851935863494873,-0.002617273043346483,
5120.0,-0.006239938084036112,-0.002837784762719459,
5632.0,0.005731749348342419,-0.003018813548661889,
6144.0,0.021040476858615875,-0.003170092271261759,
6656.0,0.015015186741948128,-0.003298397722413687,
7168.0,0.01959097757935524,-0.0034085936938340663,
7680.0,0.013312451541423798,-0.0035042614988610365,
8192.0,-0.008590693585574627, ,
9216.0,-0.01194562017917633, ,
10240.0,-0.02391446754336357, ,
11264.0,-0.014945829287171364, ,
12288.0,0.0033801656682044268, ,
13312.0,0.019157003611326218, ,
14336.0,0.021544303745031357, ,
