Time (ms),2022-04-25_multipletau_dirty_3dot0-0dot01_0501_correlation-CH1_1,2022-04-25_multipletau_dirty_3dot0-0dot01_0501_correlation-CH1_1 fitted model: ,
1.0,0.24894371628761292,0.23705823649876873,
2.0,0.2454758584499359,0.2366320359104669,
3.0,0.24284730851650238,0.2362070299882545,
4.0,0.24082019925117493,0.23578321371607946,
5.0,0.23913989961147308,0.23536058210593164,
6.0,0.23766973614692688,0.23493913019764728,
7.0,0.23633188009262085,0.23451885305871484,
8.0,0.2351929098367691,0.23409974578408277,
9.0,0.2340596467256546,0.23368180349596823,
10.0,0.23295137286186218,0.23326502134366844,
11.0,0.23181909322738647,0.2328493945033725,
12.0,0.23074302077293396,0.23243491817797562,
13.0,0.22968372702598572,0.2320215875968945,
14.0,0.228851318359375,0.2316093980158842,
15.0,0.22799687087535858,0.23119834471685657,
16.0,0.22727729380130768,0.23078842300770058,
18.0,0.22584694623947144,0.2299719557193733,
20.0,0.22444969415664673,0.22915995912680281,
22.0,0.22320261597633362,0.22835239661024537,
24.0,0.22221159934997559,0.22754923194880755,
26.0,0.22110295295715332,0.22675042931503092,
28.0,0.21990513801574707,0.22595595326956464,
30.0,0.2188997119665146,0.22516576875592414,
32.0,0.2179681360721588,0.224379841095335,
36.0,0.21636071801185608,0.22282061947640486,
40.0,0.21488799154758453,0.22127801834602034,
44.0,0.21373049914836884,0.21975177336444518,
48.0,0.21262753009796143,0.21824162576795292,
52.0,0.2114730030298233,0.21674732222257231,
56.0,0.21013472974300385,0.21526861468241132,
60.0,0.20857320725917816,0.21380526025239494,
64.0,0.20697341859340668,0.2123570210552559,
72.0,0.20432451367378235,0.20950496117008127,
80.0,0.20246709883213043,0.20671062756409792,
88.0,0.201025128364563,0.20397228520831645,
96.0,0.20036466419696808,0.20128826791507276,
104.0,0.1996801495552063,0.1986569749572627,
112.0,0.1981283724308014,0.1960768678848721,
120.0,0.19675520062446594,0.19354646752549876,
128.0,0.19489188492298126,0.19106435115657955,
144.0,0.19068418443202972,0.18623954589431152,
160.0,0.18637587130069733,0.18159210162087172,
176.0,0.18013077974319458,0.17711241509675293,
192.0,0.17398235201835632,0.17279156408342594,
208.0,0.17059466242790222,0.16862124802952963,
224.0,0.16882270574569702,0.1645937348502557,
240.0,0.16698327660560608,0.1607018130819541,
256.0,0.16469548642635345,0.15693874878907335,
288.0,0.15844298899173737,0.14977441497136607,
320.0,0.15281471610069275,0.1430550251481837,
352.0,0.14971765875816345,0.13674037754018692,
384.0,0.14635232090950012,0.1307949718760449,
416.0,0.14168797433376312,0.125187341627311,
448.0,0.13881845772266388,0.11988949691249384,
480.0,0.13852716982364655,0.11487645724732568,
512.0,0.13560302555561066,0.11012585767868974,
576.0,0.12445413321256638,0.10133364494589434,
640.0,0.11194014549255371,0.09337475202176185,
704.0,0.0968393087387085,0.08613606703078813,
768.0,0.08432208001613617,0.07952406316791494,
832.0,0.07029980421066284,0.07346073568459055,
896.0,0.05936003103852272,0.06788051004926252,
960.0,0.04585876688361168,0.06272786083056014,
1024.0,0.037968121469020844,0.05795545773285733,
1152.0,0.01845700852572918,0.04939459628301342,
1280.0,0.0030730064027011395,0.041934751739445636,
1408.0,-0.0079001160338521,0.03537635396492764,
1536.0,-0.013919482938945293,0.02956531675133557,
1664.0,-0.018041687086224556,0.024380778546708254,
1792.0,-0.020991219207644463,0.019726605459957094,
1920.0,-0.022043025121092796,0.015525375040337339,
2048.0,-0.022214287891983986,0.011714035042477228,
2304.0,-0.0006394268129952252,0.0050623630057559516,
2560.0,0.026465946808457375,-0.0005479850592666063,
2816.0,0.029593603685498238,-0.005343787969072297,
3072.0,0.04690483585000038,-0.00949043097705856,
3328.0,0.034854989498853683,-0.013111364396295719,
3584.0,0.023826314136385918,-0.01630060252866917,
3840.0,0.0040298281237483025,-0.019131003644297685,
4096.0,-0.010943254455924034,-0.02165990395386637,
4608.0,-0.03282361105084419,-0.02598735078079218,
5120.0,-0.03290195390582085,-0.029554776829523483,
5632.0,-0.028518209233880043,-0.032546240570518976,
6144.0,-0.038534317165613174,-0.035090807195534056,
6656.0,-0.041409872472286224,-0.037281659821415146,
7168.0,-0.03704843670129776,-0.039187758821725496,
7680.0,-0.047497477382421494,-0.040861232349358234,
8192.0,-0.05634836107492447, ,
9216.0,-0.06643448770046234, ,
10240.0,-0.026302076876163483, ,
11264.0,-0.010979421436786652, ,
12288.0,-0.023531712591648102, ,
13312.0,-0.00047047637053765357, ,
14336.0,0.01916833594441414, ,
