name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1)
average_data,Not known,average_data,average_data,Fri Jan  6 10:30:21 2023,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.001459,9.391001149206205e-05,0.111116,0.0005278510885502512,8.999604017423232,1.0,0,9.543377,0.11135908947948492,1.0,0
