Time (ms),0cd20,0cd20 fitted model: ,19e3e,19e3e fitted model: ,34a6d,34a6d fitted model: ,484af,484af fitted model: ,714af,714af fitted model: ,34766,34766 fitted model: ,c1204,c1204 fitted model: ,fe81d,fe81d fitted model: ,ff67b,ff67b fitted model: ,dirty,dirty fitted model: ,
26.0,0.01399633858010121, ,0.020396323312314696, ,0.019157322001728143, ,0.015579017850231061, ,0.013331932010445392, ,0.020424267588716457, ,0.018829115525181038, ,0.014001468809946986, ,0.013807733546799192, ,0.14435059063136577, ,
28.0,0.013376219679937802, ,0.01973069006368062, ,0.018509418922053142, ,0.014924386014454356, ,0.012717750225708169, ,0.01978256244759411, ,0.01819540759939212, ,0.013372181859760926, ,0.013177228729742078, ,0.14094229594649127, ,
30.0,0.012810597021598369, ,0.01911956698595717, ,0.01791652108288624, ,0.014325162841642433, ,0.012162705336890694, ,0.019194217540711496, ,0.017620458501331815, ,0.012795557011936094, ,0.012601570247744139, ,0.13776414214322966, ,
32.0,0.012287328457912534, ,0.018557441259297182, ,0.017371134676716544, ,0.013772170483531762, ,0.011655844182197778, ,0.018652874363593232, ,0.017090627351559504, ,0.01226761604305288, ,0.012073185020842805, ,0.13496152880756807, ,
36.0,0.011371762102094686, ,0.017557529800691876, ,0.016394021355293015, ,0.012769699546096976, ,0.010764165551243526, ,0.017686399987805287, ,0.016135613735737315, ,0.011340612463130723, ,0.011118105571502104, ,0.12994417800723265, ,
40.0,0.010580610132213527, ,0.01668837551838484, ,0.015546706290068952, ,0.011920361914996838, ,0.009997079911518771, ,0.016853561874160535, ,0.015315177119668393, ,0.01055577203177768, ,0.0103109591998733, ,0.12528296845965087, ,
44.0,0.009887651901711555, ,0.015929839404325196, ,0.014807332484898243, ,0.011179424569646055, ,0.00933721922338009, ,0.016125622943743066, ,0.014605315294019068, ,0.00987363924320471, ,0.009606541022479247, ,0.12094454455499848, ,
48.0,0.00926565542613389, ,0.01523973937716563, ,0.014133739615367218, ,0.010506852137379695, ,0.008739484488120619, ,0.015465127640891972, ,0.013964682651774378, ,0.009249448753047968, ,0.008967628865502775, ,0.1168611159385182, ,
52.0,0.00870290783900095, ,0.014609051856440397, ,0.013516624875536018, ,0.009895520217991036, ,0.008192417968310557, ,0.014860013315495671, ,0.013379128376015004, ,0.008684795973581912, ,0.008388095028483524, ,0.1131401353282854, ,
56.0,0.008200962145767536, ,0.014040966960126343, ,0.012973017603666944, ,0.009350154723957643, ,0.007705081795465272, ,0.014328648729187515, ,0.012857304586006908, ,0.008188150443370382, ,0.00787316335257716, ,0.10980377587800225, ,
60.0,0.007756482421730955, ,0.013517208395804576, ,0.012486258546229112, ,0.008861079129801934, ,0.00727232396646561, ,0.013853175560407147, ,0.012388009744110319, ,0.0077345780392497005, ,0.007412255995083027, ,0.10658515600487589, ,
64.0,0.00736042997434399, ,0.013042981362961815, ,0.012042228825051677, ,0.008412033412876257, ,0.006886893625037287, ,0.013424806097750881, ,0.011969423000020593, ,0.00733469866089028, ,0.0069983622918908415, ,0.10366837076221903, ,
72.0,0.006679511843685759, ,0.012247207763424257, ,0.011268270847556943, ,0.0076031018835456335, ,0.006224344289018157, ,0.012646448509819583, ,0.011217533688589387, ,0.006651169184219037, ,0.006293944792392162, ,0.0988450517000941, ,
80.0,0.006119141557266832, ,0.011575892140778402, ,0.010602558965540744, ,0.0069623046959371325, ,0.005677921916819441, ,0.012001181623100418, ,0.010602929278613463, ,0.006074342690665976, ,0.005719727066864904, ,0.09457040063648794, ,
88.0,0.005656863590249688, ,0.010995675486965473, ,0.010039614928801628, ,0.00641823117012093, ,0.005225312770212526, ,0.01145885289831911, ,0.010069805925776519, ,0.005591772563069908, ,0.005243280151066406, ,0.09043495687209846, ,
96.0,0.005255354925503121, ,0.010482377273887459, ,0.009550752395298331, ,0.005947748107958383, ,0.004848524685377993, ,0.010972357777226023, ,0.009593713715321939, ,0.005190295433819748, ,0.004852861100768608, ,0.08688364247582891, ,
104.0,0.004906236141424516, ,0.010006552705186661, ,0.009105599380643318, ,0.0055105048307360245, ,0.004507863432287572, ,0.010530826876171065, ,0.009154585506498886, ,0.004842041846195671, ,0.004511176067759292, ,0.0838529546543335, ,
112.0,0.004579444861747106, ,0.009578402565499087, ,0.008708194307982921, ,0.0051168685655679025, ,0.004208058811971843, ,0.010142953917238628, ,0.008764843627404878, ,0.004545299258244485, ,0.0042092492017008435, ,0.08070561332586901, ,
120.0,0.0043130915737105025, ,0.009183620901524523, ,0.008367640958167612, ,0.004771059559921684, ,0.0039506301553184076, ,0.009787271293151741, ,0.008429646338964028, ,0.004278384219283518, ,0.003950072324760885, ,0.077810598181289, ,
128.0,0.004049014833716076, ,0.008798302085779142, ,0.008028373089275027, ,0.004443873320297833, ,0.0036959625480895344, ,0.009440013054023899, ,0.008122650970510174, ,0.004015714308614043, ,0.00370482163827826, ,0.07526748508598151, ,
144.0,0.0035917182469802356, ,0.008111982084777819, ,0.007398657420754634, ,0.0038842289237196776, ,0.003217655915844107, ,0.008752978145980451, ,0.007542579159293082, ,0.0035184302899112963, ,0.003213796553245629, ,0.07087828794210509, ,
160.0,0.0032727575228829802, ,0.00759669957628397, ,0.006913602257819465, ,0.0035299259022391312, ,0.0029032888158292067, ,0.008260549914534766, ,0.0071301092812949525, ,0.0031736918039636515, ,0.00288914206044808, ,0.06735374323519257, ,
176.0,0.002974911953886069, ,0.007173992983435481, ,0.006508536285274947, ,0.003230097708690791, ,0.0026492786977095817, ,0.007828817680569195, ,0.006750233456715635, ,0.002906117616418914, ,0.0026037197202500605, ,0.06433346901770468, ,
192.0,0.002705935779772517, ,0.006756358566790863, ,0.006117636765788616, ,0.0029443045121724017, ,0.002380439492348383, ,0.007408094155659174, ,0.006369482235465618, ,0.002638042682748094, ,0.0023453003889629216, ,0.06128660156847521, ,
208.0,0.0024746487633735053, ,0.006354123031155568, ,0.005789564552581975, ,0.002701171407856476, ,0.0021705774627945465, ,0.007052806323838932, ,0.006039676905468726, ,0.0024127221683667606, ,0.002123991967007791, ,0.058758998745603704, ,
224.0,0.0022999573634984293, ,0.006025729690392626, ,0.005539221538444756, ,0.0025406605526549983, ,0.0020259315516444267, ,0.00675169418966891, ,0.0057799859375731516, ,0.00227402263924793, ,0.001983142022836021, ,0.05617290108911069, ,
240.0,0.002127216794508829, ,0.0057028888043619405, ,0.00528097414625253, ,0.002364143568031928, ,0.0018573262951027778, ,0.006446208158232269, ,0.005484148037004239, ,0.0020953653391363224, ,0.0018195305196688702, ,0.05412063520786129, ,
256.0,0.001945342263215682, ,0.005365966620505243, ,0.004990440325800591, ,0.0021492577429683907, ,0.0016955690466293506, ,0.006159303196246079, ,0.005188923159352789, ,0.001943571666380627, ,0.0016532199845432144, ,0.05226378572264366, ,
288.0,0.0016463633713562507, ,0.004847154959208923, ,0.004486258544323143, ,0.0018918695242141686, ,0.0014953595752940428, ,0.005684665731449675, ,0.0047798939928072985, ,0.0016864198555838381, ,0.0014502139223238303, ,0.04959607269558243, ,
320.0,0.0014332060427540859, ,0.004296556701602844, ,0.00399294194096497, ,0.001634731733069442, ,0.0012271423828284277, ,0.0052059688103698555, ,0.004286354211339887, ,0.0014105714545024634, ,0.0011672266471263217, ,0.04681938049273109, ,
352.0,0.0012227787999058313, ,0.0038624509785473047, ,0.0035722361996485315, ,0.0014234152501748489, ,0.0010456493135485667, ,0.004820565965704843, ,0.003881172125691026, ,0.0011938067304113431, ,0.0009836374579680733, ,0.04452773475616292, ,
384.0,0.0010455427924335305, ,0.00347375951410608, ,0.003300647266119499, ,0.0012726998481856844, ,0.0008988097004733408, ,0.004511801846051994, ,0.0036036959496986323, ,0.0010369292924872005, ,0.000892497501478409, ,0.04235939570013973, ,
416.0,0.0008481494650646306, ,0.003080726632237709, ,0.0029633457768930135, ,0.0010284006458989958, ,0.0006982340045266148, ,0.004113291711208987, ,0.003300170079416538, ,0.0008378126750455532, ,0.000667587253682401, ,0.04035896118521729, ,
448.0,0.0006985098584451066, ,0.002684238010828403, ,0.002651774895268359, ,0.0008307516152205446, ,0.0005263813697084979, ,0.003779336542977515, ,0.0030307823777226137, ,0.0006352234272039772, ,0.0004926283290003014, ,0.03827468193532089, ,
480.0,0.0005573000131357099, ,0.0023800669483228618, ,0.0023312388149530636, ,0.0006513265907450441, ,0.0004003545632481549, ,0.003481957691540842, ,0.0027589686574012464, ,0.0005011061710192533, ,0.0003745983567652134, ,0.03662187028719927, ,
512.0,0.000457888336142847, ,0.002134697817400964, ,0.002061288808426153, ,0.0005479200582808623, ,0.00028520356303282445, ,0.0032444616979530423, ,0.0024907999971488497, ,0.00039793347333481064, ,0.0002507295229896464, ,0.03435532231330399, ,
576.0,0.00041390939634469405, ,0.001708224917105586, ,0.0016715343888327797, ,0.00039591589344944826, ,0.00020367189318410553, ,0.0027536680528383304, ,0.0020477123343318475, ,0.000348981862561151, ,0.00018860363423326676, ,0.0310072407829072, ,
640.0,0.0003540551464343227, ,0.0013875671922848325, ,0.0013747705976141912, ,0.0003854820285152189, ,0.0002398998345537586, ,0.002444557531850637, ,0.0019308089998258163, ,0.0002713621503428125, ,0.00023936994500148173, ,0.027190206263767322, ,
704.0,0.0002726189813526187, ,0.0010206815952634766, ,0.0010608701242265605, ,0.00021297073728010572, ,0.0001730409875563055, ,0.002040270061724318, ,0.0016659843042092799, ,0.00019958015371807674, ,0.00014490977340004136, ,0.024404956854095872, ,
768.0,0.0002289544400121536, ,0.0007858757072228685, ,0.0008305308013917635, ,0.0002362617890570999, ,0.00015505005589800004, ,0.0018211483707040533, ,0.0015990175446269914, ,0.00018876168269260006, ,0.00015947062756647659, ,0.02244381203067557, ,
832.0,2.9675361880600172e-05, ,0.0004884032515310908, ,0.00046625531732636527, ,-8.549571761207962e-06, ,-3.261417919621069e-05, ,0.0015656355728312814, ,0.0013873026296865835, ,-4.807823945397795e-05, ,-2.9226042600454934e-05, ,0.020308064948761362, ,
896.0,1.76801888795492e-05, ,0.0002836976482594888, ,0.00040416231568087826, ,-1.3401286107302242e-05, ,-3.279581337579348e-05, ,0.0015246896378257892, ,0.0014851545268898467, ,-7.3468906866832e-06, ,-4.6992101945219336e-05, ,0.018306996482770045, ,
960.0,0.00011627515514571012, ,0.00019426237680768808, ,0.0003385377793892985, ,9.917593201210317e-05, ,2.7161094805946188e-05, ,0.001497418324840229, ,0.001645508908139722, ,5.922448964589434e-05, ,6.309663551047169e-05, ,0.016790186001265587, ,
1024.0,6.188038771763142e-06, ,0.00013021297838479638, ,0.00019654889631717446, ,2.0306264829297677e-05, ,-1.4037012845122108e-05, ,0.0013875265909699815, ,0.0016245117146545215, ,-2.14637131408948e-06, ,3.413063304658583e-05, ,0.014852789893616318, ,
1152.0,-6.857200549366856e-05, ,0.00014110451547164494, ,-4.446709963841303e-05, ,-5.0431163341385426e-05, ,-1.0940319946214759e-05, ,0.001180668895244285, ,0.0015683376528760208, ,-7.686899602472245e-06, ,-1.925689308651412e-05, ,0.012056164305661999, ,
1280.0,-0.00010594280619358187, ,-7.907934929146465e-05, ,-0.0003276067215493971, ,-0.00015142346023998287, ,-0.00010906225008237119, ,0.0010028047628072498, ,0.0013232930480984754, ,-9.64680711018526e-05, ,-8.320024584673565e-05, ,0.009988273016789813, ,
1408.0,-0.00018297103403281452, ,-0.00026506115299445416, ,-0.00042059160970252794, ,-0.0002225325581883423, ,-0.00018879305864930019, ,0.000887572288612829, ,0.001220589154641782, ,-0.0002722063521447475, ,-0.000168884983956839, ,0.00820556034997935, ,
1536.0,-0.00016282357729361743, ,-0.0004030892407768249, ,-0.00044813769997827796, ,-0.0002116000920075523, ,-0.00021711455973209528, ,0.0008375568535362773, ,0.0010418052648957074, ,
