name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),AR1,stdev(AR1)
average_data,Not known,average_data,average_data,Fri Jan 13 17:40:41 2023,Equation 1B,1,no triplet,1,3D,0.001018,0.524282,-0.013695,0.0009274528211218882,0.077255,0.0008836776193584671,12.944146009966992,1.0,0,0.04585,0.002187589240161305,1.0,0,5.0,0
