name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),AR1,stdev(AR1),T1,stdev(T1),tauT1,stdev(tauT1)
average_data,Not known,average_data,average_data,Wed Jan 18 16:13:55 2023,Equation 1B,1,Triplet Eq 2B,1,3D,0.001018,939.52409,0.002007,0.001432603866077865,0.914409,0.002818208136272182,1.093602534533234,1.0,0,0.335411,0.009133228039013796,1.0,0,6.0,0,0.210397,0.008642245717875311,0.04,0
