version,3.0
numOfCh,1
type,point
parent_name,100-cuts
ch_type,1_1
kcount,1
numberNandB,1
brightnessNandB,1
carpet pos,0
pc,0
Time (ms),CH1 Auto-Correlation
1.0,0.004149776883423328
2.0,0.002099874895066023
3.0,0.001548870699480176
4.0,0.001052681589499116
5.0,0.0004813380364794284
6.0,0.0004650761547964066
7.0,0.00028579073841683567
8.0,4.1905012039933354e-05
9.0,0.00021608243696391582
10.0,0.00013727201439905912
11.0,0.00021191495761740953
12.0,6.713262700941414e-05
13.0,-7.672384526813403e-05
14.0,0.00021068980277050287
15.0,8.4216873801779e-05
16.0,-6.384535663528368e-05
18.0,-3.927199577447027e-05
20.0,-9.89742147794459e-06
22.0,-0.000359342317096889
24.0,-2.3529433747171424e-05
26.0,-0.0003062230534851551
28.0,0.00011204306792933494
30.0,-0.00043493317207321525
32.0,-8.985038584796712e-05
36.0,5.784946552012116e-05
40.0,9.842688450589776e-05
44.0,-3.4681522720347857e-06
48.0,-0.0002501529816072434
52.0,-3.800345803028904e-05
56.0,-9.223545202985406e-05
60.0,0.00012110039097024128
64.0,-8.629026706330478e-05
72.0,0.00011492720659589395
80.0,-6.403512816177681e-05
88.0,-0.00019584067922551185
96.0,-1.551633067720104e-05
104.0,2.6260315280524082e-05
112.0,0.00014252137043513358
120.0,6.483434117399156e-05
128.0,0.00016255246009677649
144.0,8.174704271368682e-05
160.0,0.00013260850391816348
176.0,-0.00020560948178172112
192.0,-0.00014104615547694266
208.0,-3.2048188586486503e-05
224.0,0.00011212346726097167
240.0,0.00010441730410093442
256.0,1.2703521861112677e-05
288.0,-0.00012607226381078362
320.0,-0.00010413962445454672
352.0,-7.098303467500955e-05
384.0,3.26910667354241e-05
416.0,2.434822090435773e-05
448.0,-3.2687446946511045e-05
480.0,-4.566990173771046e-05
512.0,-8.374502067454159e-05
576.0,-1.868436214635949e-07
640.0,-2.7945854526478797e-05
704.0,-4.920981882605702e-05
768.0,-3.687003118102439e-05
832.0,-3.707499854499474e-05
896.0,3.947027653339319e-05
960.0,1.537324169476051e-05
1024.0,-1.6857957234606147e-06
1152.0,-6.902987024659524e-06
1280.0,5.363471427699551e-05
1408.0,-4.647723471862264e-05
1536.0,6.47265842417255e-05
1664.0,8.893575795809738e-06
1792.0,8.444961167697329e-06
1920.0,-3.0914121452951804e-05
2048.0,-5.1753289881162345e-05
2304.0,3.091461621806957e-06
2560.0,-2.8619286240427755e-05
2816.0,2.3971209884621203e-05
3072.0,5.629857469102717e-07
3328.0,6.955240792194672e-07
3584.0,-4.308504503569566e-05
3840.0,2.0709789168904535e-05
4096.0,-4.001674460596405e-05
4608.0,2.369654248468578e-05
5120.0,-8.484093086735811e-06
5632.0,5.5812211030570325e-06
6144.0,-1.264939328393666e-05
6656.0,1.8291226297151297e-05
7168.0,-2.9144634936528746e-06
7680.0,-2.608693830552511e-05
8192.0,4.35938491136767e-05
9216.0,-7.162514066294534e-06
10240.0,-2.2930723844183376e-06
11264.0,1.1098325558123179e-05
12288.0,-1.17217223305488e-05
13312.0,-1.4773644579690881e-05
14336.0,3.9340688090305775e-05
end
