name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),N (mom),bri (kHz)
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48816_T182s_1_correlation-CH2_2,Not known,20 nM AF48816_T182s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.31515510639820765,,0.15986824994765206,,6.255150727723887,55.226794844747715,1,,0.06588804906686523,,0.5053729658502126,,72.05341491297169,4.794626437646344
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48822_T254s_1_correlation-CH2_2,Not known,20 nM AF48822_T254s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.14928845537144483,,0.0947770826567222,,10.551073866896171,32.69701251732725,1,,0.03905705448972998,,0.7573088604559863,,73.93694490243975,4.66621732443108
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48826_T302s_1_correlation-CH2_2,Not known,20 nM AF48826_T302s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.2352184000655886,,0.12494259206182924,,8.003675796201977,43.311302661322635,1,,0.05868199314328106,,0.6019665771587134,,70.72147178942751,4.9018630135972705
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48827_T314s_1_correlation-CH2_2,Not known,20 nM AF48827_T314s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.16088005505191685,,0.12830534491717352,,7.793907577626964,44.410465749730385,1,,0.052227170072129896,,0.5370094541018625,,72.15174031325756,4.7975056472239
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48839_T459s_1_correlation-CH2_2,Not known,20 nM AF48839_T459s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.1839040965849214,,0.14499942463095494,,6.896579090193968,48.04715151623463,1,,0.07357500768061791,,0.5319375176094127,,69.52530622418314,4.766286919876197
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48850_T592s_1_correlation-CH2_2,Not known,20 nM AF48850_T592s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.1625157743154535,,0.09409989589512731,,10.627004317990771,32.70030224211537,1,,0.039212972655226004,,0.7773505051150709,,76.74830707804418,4.5280951623794
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48851_T604s_1_correlation-CH2_2,Not known,20 nM AF48851_T604s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.2091541127362938,,0.14176342228905625,,7.054005778451056,49.37070390262427,1,,0.06131317740663135,,0.5141933461891363,,72.33574215478897,4.814751917717552
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48857_T676s_1_correlation-CH2_2,Not known,20 nM AF48857_T676s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.0937432947004133,,0.10561926881603388,,9.46796935076104,36.648417289933676,1,,0.04309809346792758,,0.6451820089080647,,70.88326555104229,4.89542135998355
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48870_T833s_1_correlation-CH2_2,Not known,20 nM AF48870_T833s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.1517975221822106,,0.10667539763023963,,9.374232692960938,36.87890700509887,1,,0.04783076744433803,,0.6824237745465059,,71.28949368288083,4.849645199485672
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48883_T986s_1_correlation-CH2_2,Not known,20 nM AF48883_T986s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.17517396150919118,,0.12198634135986575,,8.197639086903594,42.427728265989614,1,,0.05835575617424112,,0.596185971027784,,73.42655400068263,4.737041091819574
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48890_T1070s_1_correlation-CH2_2,Not known,20 nM AF48890_T1070s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.16093055483638613,,0.0970989482835361,,10.298772722850984,33.75893877602372,1,,0.04291250708422197,,0.7433704274670724,,73.22438511168828,4.7483229888077565
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF48891_T1082s_1_correlation-CH2_2,Not known,20 nM AF48891_T1082s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.191451280140729,,0.1153655563408541,,8.668098449119796,40.285225208134754,1,,0.05664275600761406,,0.6208305104843651,,74.98321428554854,4.657225899149918
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF488102_T1214s_1_correlation-CH2_2,Not known,20 nM AF488102_T1214s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.18349500015810105,,0.13062492458091768,,7.655506812411854,45.61947741249903,1,,0.06672983257766543,,0.5287142262598744,,75.08665227595671,4.65139517003459
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF488104_T1238s_1_correlation-CH2_2,Not known,20 nM AF488104_T1238s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.168630878806855,,0.11539177717628274,,8.666128769923624,40.35554657292185,1,,0.044745686438663376,,0.5750635937331005,,73.62986946939256,4.750026879619874
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF488113_T1352s_1_correlation-CH2_2,Not known,20 nM AF488113_T1352s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.15535613730546993,,0.09174889493541319,,10.899313835920879,31.97888226580456,1,,0.034876348086210526,,0.8000476813021271,,71.77702581217311,4.856223937630628
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF488125_T1496s_1_correlation-CH2_2,Not known,20 nM AF488125_T1496s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.1417522614223966,,0.11407947302781499,,8.7658188932568,39.68031046992952,1,,0.05219878166408546,,0.6218554525790497,,72.00285709325715,4.831027966687996
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF488129_T1537s_1_correlation-CH2_2,Not known,20 nM AF488129_T1537s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.24893678380063383,,0.1290186143718028,,7.750819560952838,45.188940718905556,1,,0.062072726817307126,,0.6086273362401833,,75.44669016181254,4.642600584798292
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF488131_T1561s_1_correlation-CH2_2,Not known,20 nM AF488131_T1561s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.13388295341667927,,0.09516252665569201,,10.5083380522052,33.47740567540551,1,,0.03675219514894468,,0.7399874671391509,,74.54731001346165,4.719278202779457
2022-01-20_tttr2xfcs_with_weights_CH2_BIN1_20 nM AF488135_T1610s_1_correlation-CH2_2,Not known,20 nM AF488135_T1610s_1,,21 January 2022 15:44:28,Equation 1A,1,Triplet Eq 2A,1,3D,0.00089,67.108858,0.32113351755423963,,0.14571566297307373,,6.862680233522915,51.28834118947289,1,,0.06194391103631339,,0.5292189366772775,,74.46768176717248,4.726790027016145
