Time (ms),2022-04-25_multipletau_0cd20_0dot4-0dot01_2942_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot4-0dot01_2942_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot4-0dot01_2952_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot4-0dot01_2952_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot4-0dot01_2950_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot4-0dot01_2950_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot4-0dot01_2966_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot4-0dot01_2966_correlation-CH1_1 fitted model: ,
1.0,0.22537338733673096, ,0.19880542159080505, ,0.23058682680130005, ,0.12691064178943634, ,
2.0,0.224192813038826, ,0.19747741520404816, ,0.22973568737506866, ,0.12509238719940186, ,
3.0,0.22317487001419067, ,0.1962123066186905, ,0.22889216244220734, ,0.12326842546463013, ,
4.0,0.2221950739622116, ,0.19503572583198547, ,0.22808580100536346, ,0.12158197909593582, ,
5.0,0.22120428085327148, ,0.19393379986286163, ,0.2272898405790329, ,0.11991620063781738, ,
6.0,0.22022853791713715, ,0.19290465116500854, ,0.2264912873506546, ,0.1182752475142479, ,
7.0,0.21926914155483246, ,0.19184966385364532, ,0.225738525390625, ,0.11664874851703644, ,
8.0,0.21835656464099884, ,0.19086994230747223, ,0.22505992650985718, ,0.11515962332487106, ,
9.0,0.21747729182243347, ,0.18996964395046234, ,0.22440384328365326, ,0.11378129571676254, ,
10.0,0.21665214002132416, ,0.18904846906661987, ,0.22384686768054962, ,0.1124892458319664, ,
11.0,0.21573637425899506, ,0.18810850381851196, ,0.22329756617546082, ,0.11118827015161514, ,
12.0,0.21478772163391113, ,0.1871354728937149, ,0.2227867841720581, ,0.10986042767763138, ,
13.0,0.21387740969657898, ,0.18620866537094116, ,0.222286656498909, ,0.1085750013589859, ,
14.0,0.21293863654136658, ,0.1854238659143448, ,0.22180373966693878, ,0.10736545920372009, ,
15.0,0.2120658904314041, ,0.18475192785263062, ,0.22136999666690826, ,0.1061132550239563, ,
16.0,0.2111910879611969, ,0.18409281969070435, ,0.22087466716766357, ,0.10497050732374191, ,
18.0,0.20957288146018982, ,0.18280908465385437, ,0.21981415152549744, ,0.10160437971353531, ,
20.0,0.20797771215438843, ,0.1814817190170288, ,0.21879830956459045, ,0.09941274672746658, ,
22.0,0.20646488666534424, ,0.18027184903621674, ,0.2178022712469101, ,0.09729678183794022, ,
24.0,0.20511917769908905, ,0.17915736138820648, ,0.2168494164943695, ,0.09537450969219208, ,
26.0,0.20370203256607056, ,0.17799285054206848, ,0.21587876975536346, ,0.09333788603544235, ,
28.0,0.20250320434570312, ,0.1765999048948288, ,0.21491414308547974, ,0.09125776588916779, ,
30.0,0.20153658092021942, ,0.17503418028354645, ,0.21387846767902374, ,0.08908704668283463, ,
32.0,0.20048025250434875, ,0.17356745898723602, ,0.2127254158258438, ,0.08696463704109192, ,
36.0,0.1983238011598587, ,0.17085357010364532, ,0.21065646409988403, ,0.08060090988874435, ,
40.0,0.19615007936954498, ,0.16840019822120667, ,0.20893318951129913, ,0.07572966814041138, ,
44.0,0.1942811906337738, ,0.16627366840839386, ,0.20746126770973206, ,0.07066411525011063, ,
48.0,0.19266989827156067, ,0.16426540911197662, ,0.2057577222585678, ,0.06654424220323563, ,
52.0,0.19118180871009827, ,0.1627102494239807, ,0.20383992791175842, ,0.062346264719963074, ,
56.0,0.1897953748703003, ,0.16122211515903473, ,0.201878160238266, ,0.058131709694862366, ,
60.0,0.1884896606206894, ,0.1600647270679474, ,0.19993039965629578, ,0.054513685405254364, ,
64.0,0.18736501038074493, ,0.15898247063159943, ,0.19783523678779602, ,0.05107160657644272, ,
72.0,0.1854299008846283, ,0.15611447393894196, ,0.19360321760177612, ,0.03938620537519455, ,
80.0,0.1837395876646042, ,0.15443558990955353, ,0.18962576985359192, ,0.03250113129615784, ,
88.0,0.18224819004535675, ,0.15301460027694702, ,0.18568475544452667, ,0.025754481554031372, ,
96.0,0.1796840876340866, ,0.15220429003238678, ,0.18171732127666473, ,0.01790967583656311, ,
104.0,0.17705340683460236, ,0.1511414498090744, ,0.17895784974098206, ,0.010806144215166569, ,
112.0,0.17463186383247375, ,0.14930346608161926, ,0.1767716407775879, ,0.009212315082550049, ,
120.0,0.17328843474388123, ,0.1480211615562439, ,0.1749156266450882, ,0.007825504057109356, ,
128.0,0.17197144031524658, ,0.14807166159152985, ,0.1726488173007965, ,0.006575481966137886, ,
144.0,0.170064777135849, ,0.14778754115104675, ,0.16737179458141327, ,0.005433553364127874, ,
160.0,0.16798271238803864, ,0.14747928082942963, ,0.16179420053958893, ,0.004585687071084976, ,
176.0,0.16507107019424438, ,0.1445813924074173, ,0.15576384961605072, ,0.0035298685543239117, ,
192.0,0.1607206016778946, ,0.14032451808452606, ,0.1492787003517151, ,0.0031070804689079523, ,
208.0,0.1571333408355713, ,0.13396796584129333, ,0.1415020227432251, ,0.0032225812319666147, ,
224.0,0.154232457280159, ,0.12691079080104828, ,0.13223114609718323, ,0.003866254584863782, ,
240.0,0.15071240067481995, ,0.12287739664316177, ,0.12347574532032013, ,0.003805208019912243, ,
256.0,0.14508269727230072, ,0.12179010361433029, ,0.11501988023519516, ,0.003261616686359048, ,
288.0,0.12966535985469818, ,0.11827721446752548, ,0.09911642968654633, ,0.0023332166019827127, ,
320.0,0.11870446056127548, ,0.11034006625413895, ,0.08343739062547684, ,0.0017485844437032938, ,
352.0,0.10923866927623749, ,0.10430654883384705, ,0.06898150593042374, ,0.0016823800979182124, ,
384.0,0.10059372335672379, ,0.09279409050941467, ,0.05539945513010025, ,0.005173392593860626, ,
416.0,0.08874626457691193, ,0.08492860943078995, ,0.04512251541018486, ,0.0033945427276194096, ,
448.0,0.08101697266101837, ,0.08095739781856537, ,0.03541180118918419, ,-0.0007419161847792566, ,
480.0,0.07010382413864136, ,0.07749379426240921, ,0.026947319507598877, ,-0.0012663457309827209, ,
512.0,0.0520625039935112, ,0.07268959283828735, ,0.0173658337444067, ,-0.002101097023114562, ,
576.0,0.029058117419481277, ,0.06287983059883118, ,0.004446777515113354, ,-0.0004283403977751732, ,
640.0,0.009240588173270226, ,0.057836491614580154, ,-0.003549381159245968, ,0.0033421660773456097, ,
704.0,-0.008776415139436722, ,0.057602401822805405, ,-0.009858389385044575, ,0.003483243053779006, ,
768.0,-0.016586175188422203, ,0.06327535957098007, ,-0.003986413590610027, ,-0.002998661482706666, ,
832.0,-0.019938809797167778, ,0.07189004868268967, ,0.0097064059227705, ,-0.007689497899264097, ,
896.0,-0.02120143733918667, ,0.07115114480257034, ,0.024485165253281593, ,-0.006954740732908249, ,
960.0,-0.023779449984431267, ,0.0760408490896225, ,0.04364931210875511, ,-0.001142192748375237, ,
1024.0,-0.021836062893271446, ,0.07569853961467743, ,0.06016978994011879, ,0.0043104263022542, ,
1152.0,-0.012361258268356323, ,0.07212711125612259, ,0.08929655700922012, ,-0.00788117852061987, ,
1280.0,-0.0092543363571167, ,0.05597789213061333, ,0.08993971347808838, ,-0.003408653661608696, ,
1408.0,-0.006565936375409365, ,0.047401316463947296, ,0.05808637663722038, ,-0.0013706882018595934, ,
1536.0,-0.013261658139526844, ,0.021340735256671906, ,0.012370647862553596, ,-0.0021095070987939835, ,
