name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1)
fe81d,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.001383,3.98582730221786e-05,0.062948,0.00011691683054149343,15.886128232827094,1.0,0,27.032579,0.16268178910195316,1.0,0
ff67b,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0013931027743728785,3.476219974104035e-05,0.06469161392009509,0.00010299732038414765,15.45795412115033,1.0,0,26.577357363356974,0.13647413355888557,1.0,0
dirty,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,0.0059343525345152415,0.00330468835634637,0.6201205968030484,0.009585200340372685,1.612589559442745,1.0,0,27.554789491412954,1.3870587225610733,1.0,0
0cd20,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0014342987037506694,5.060210949643575e-05,0.06811986451464415,0.00015109328567114853,14.680005709421572,1.0,0,26.232680125128326,0.186999747088627,1.0,0
19e3e,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.001615,0.00019544692753990786,0.066924,0.0004629625608731192,14.942322634630328,1.0,0,39.254861,0.9698099443134742,1.0,0
34a6d,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0015237042165896497,0.0001747509963967744,0.0654524321306698,0.00042432449148515163,15.278271065673945,1.0,0,37.54377289851863,0.8595722544797115,1.0,0
484af,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.00145,3.8720345929063e-05,0.065896,0.00011176822878400344,15.175427947068108,1.0,0,27.779849,0.15379175820089114,1.0,0
714af,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0013499765200559732,3.3474650256965425e-05,0.06389402236855601,0.00010131714278570178,15.65091636009016,1.0,0,25.64024507660262,0.12986212781643,1.0,0
34766,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0009882877872893214,0.00035015808773627825,0.07106224220193874,0.0007423602131646543,14.072170663547086,1.0,0,48.1952909679549,1.8888723585390286,1.0,0
c1204,Not known,average_data,average_data,Thu May 12 16:34:12 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0005866123169038229,0.00035858709907000594,0.06688372742757362,0.0008262707382692067,14.951319827126412,1.0,0,41.27418529196085,1.8436881817792845,1.0,0
