name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2)
fe81d,Not known,average_data,average_data,Thu May 12 16:15:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.001427,None,0.063276,None,15.803780264239206,0.574074,None,0.425926,None,32.465877,None,20.625677,None,1.0,None,1.0,None
ff67b,Not known,average_data,average_data,Thu May 12 16:15:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0014090196981731973,None,0.06974840882075002,None,14.337244632633137,0.922704817756769,None,0.07729518224323095,None,26.84759774842425,None,0.13712344001809426,None,1.0,None,1.0,None
dirty,Not known,average_data,average_data,Thu May 12 16:15:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.026833195728021564,None,0.7211992630538097,None,1.3865793425323962,0.7869612259829231,None,0.21303877401707694,None,13.171212596053929,None,383.01420433498066,None,1.0,None,1.0,None
0cd20,Not known,average_data,average_data,Thu May 12 16:15:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.001568235880385238,None,0.06913062417671588,None,14.465369174792052,0.5017540121550965,None,0.4982459878449035,None,37.06362293004418,None,17.494446727094303,None,1.0,None,1.0,None
19e3e,Not known,average_data,average_data,Thu May 12 16:15:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0032466899242294955,None,0.07157735238929107,None,13.970899546007983,0.18388876666566667,None,0.8161112333343333,None,275.4878777726302,None,25.096947459859177,None,1.0,None,1.0,None
34a6d,Not known,average_data,average_data,Thu May 12 16:15:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0027782391651475224,None,0.06964234847675556,None,14.359079236590777,0.20856604473876944,None,0.7914339552612306,None,194.73279630955835,None,23.34039839123928,None,1.0,None,1.0,None
484af,Not known,average_data,average_data,Thu May 12 16:15:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0014600994678763968,None,0.09989000360136684,None,10.011011752394376,0.6576218332395098,None,0.34237816676049015,None,27.955882437814264,None,0.012702205317057607,None,1.0,None,1.0,None
714af,Not known,average_data,average_data,Thu May 12 16:15:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.001365507256923859,None,0.06429537118548366,None,15.553219175220748,0.9845205909990624,None,0.015479409000937583,None,25.98378891621043,None,2.8975919128074294,None,1.0,None,1.0,None
34766,Not known,average_data,average_data,Thu May 12 16:15:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.004684672229788744,None,0.07967764315951477,None,12.550572034340906,0.22786877369255043,None,0.7721312263074496,None,512.8454169652069,None,25.55084644374415,None,1.0,None,1.0,None
c1204,Not known,average_data,average_data,Thu May 12 16:15:42 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.005621665363370942,None,0.07620652657254208,None,13.122235653242715,0.19138114518328908,None,0.8086188548167109,None,997.0808855089366,None,24.717222914679144,None,1.0,None,1.0,None
