name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),N (mom),bri (kHz),above zero
2022-04-25_multipletau_0cd20_0dot069-1dot0_0001_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:37 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.010012,None,0.092547,None,10.805320539833813,0.092547,0.90438,None,0.09562,None,250.812705,None,9.022189,None,1.0,None,1.0,None,1.0,1.0,0.8181818181818182
2022-04-25_multipletau_0cd20_0dot069-1dot0_0005_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:38 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.03317,None,0.12404,None,8.061915511125443,0.12404,0.57562,None,0.42438,None,1999.999961,None,43.848179,None,1.0,None,1.0,None,1.0,1.0,0.8636363636363636
2022-04-25_multipletau_0cd20_0dot069-1dot0_0015_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:38 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.018323444300720526,None,0.12614952575622546,None,7.927100748142529,0.12614952575622546,0.9207598832806886,None,0.07924011671931142,None,268.796571925764,None,10.71702166517157,None,1.0,None,1.0,None,1.0,1.0,0.8181818181818182
2022-04-25_multipletau_0cd20_0dot069-1dot0_0028_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:38 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.010719381536169359,None,0.1182092565164945,None,8.45957439771617,0.11820925651649448,0.9288322073885282,None,0.07116779261147177,None,161.7596831999053,None,0.0010008165029011572,None,1.0,None,1.0,None,1.0,1.0,0.7954545454545454
2022-04-25_multipletau_0cd20_0dot069-1dot0_0037_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:38 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.011765818275427442,None,0.12941301269540892,None,7.727198209608455,0.12941301269540892,0.9740684209000907,None,0.025931579099909285,None,166.10303405492323,None,0.0010049583603522496,None,1.0,None,1.0,None,1.0,1.0,0.7613636363636364
2022-04-25_multipletau_0cd20_0dot069-1dot0_0052_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:38 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.038460301788860285,None,0.15727797358056186,None,6.358169406905374,0.15727797358056186,0.5241193517455132,None,0.47588064825448684,None,1999.9999961384096,None,64.01460717171727,None,1.0,None,1.0,None,1.0,1.0,0.8522727272727273
2022-04-25_multipletau_0cd20_0dot069-1dot0_0055_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:39:31 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.013107,None,0.124341,None,8.042399530323868,0.124341,0.998879,None,0.001121,None,123.279818,None,121.971599,None,1.0,None,1.0,None,1.0,1.0,0.7159090909090909
2022-04-25_multipletau_0cd20_0dot069-1dot0_0065_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:38 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0035080934807368847,None,0.18520551871971885,None,5.399407139229755,0.18520551871971885,0.6682104737978236,None,0.3317895262021764,None,153.135582874453,None,4.378709600064319,None,1.0,None,1.0,None,1.0,1.0,0.9090909090909091
2022-04-25_multipletau_0cd20_0dot069-1dot0_0066_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:38 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.010356,None,0.131045,None,7.6309664619024,0.131045,1.0,None,0.0,None,137.228697,None,4.152412,None,1.0,None,1.0,None,1.0,1.0,0.7840909090909091
2022-04-25_multipletau_0cd20_0dot069-1dot0_0068_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:39 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.012456884346676689,None,0.10274273786801827,None,9.733048006610302,0.10274273786801827,0.35107506028472446,None,0.6489249397152755,None,1999.999999999858,None,95.98381859175404,None,1.0,None,1.0,None,1.0,1.0,0.9090909090909091
2022-04-25_multipletau_0cd20_0dot069-1dot0_0084_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:39 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.008960976050052638,None,0.09246123226489429,None,10.815343636510026,0.09246123226489429,0.9754936978056747,None,0.024506302194325258,None,127.41718371324488,None,0.0010000013732341727,None,1.0,None,1.0,None,1.0,1.0,0.75
2022-04-25_multipletau_0cd20_0dot069-1dot0_0086_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:39 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.011310843463604114,None,0.16964398180432746,None,5.894697762714804,0.16964398180432746,0.7241529323666623,None,0.27584706763333766,None,224.2804065748185,None,0.022156136162179867,None,1.0,None,1.0,None,1.0,1.0,0.8181818181818182
2022-04-25_multipletau_0cd20_0dot069-1dot0_0089_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:39 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.017323,None,0.139845,None,7.150774071293218,0.139845,0.797668,None,0.202332,None,383.586321,None,42.311876,None,1.0,None,1.0,None,1.0,1.0,0.8636363636363636
2022-04-25_multipletau_0cd20_0dot069-1dot0_0093_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:39 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.023211408072497886,None,0.15217153268907072,None,6.571531365483986,0.15217153268907072,0.749818699909076,None,0.250181300090924,None,541.0119376489412,None,17.404053483041793,None,1.0,None,1.0,None,1.0,1.0,0.8522727272727273
2022-04-25_multipletau_0cd20_0dot069-1dot0_0094_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:39 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.036099,None,0.178363,None,5.6065439581079035,0.178363,0.91118,None,0.08882,None,754.251735,None,8.009279,None,1.0,None,1.0,None,1.0,1.0,0.8522727272727273
2022-04-25_multipletau_0cd20_0dot069-1dot0_0097_correlation-CH1_1,Not known,0cd20_0dot069-1dot0,0,Wed May  4 13:37:39 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.027296840527072708,None,0.1565657424213135,None,6.387093271713498,0.1565657424213135,0.8708847348349981,None,0.12911526516500194,None,428.3511667713012,None,23.01884637472757,None,1.0,None,1.0,None,1.0,1.0,0.7386363636363636
