Time (ms),2022-04-25_multipletau_0cd20_0dot069-1dot0_0001_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0001_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0005_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0005_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0015_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0015_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0028_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0028_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0037_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0037_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0052_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0052_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0055_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0055_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0065_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0065_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0066_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0066_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0068_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0068_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0084_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0084_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0086_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0086_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0089_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0089_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0093_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0093_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0094_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0094_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot069-1dot0_0097_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot069-1dot0_0097_correlation-CH1_1 fitted model: ,
11.0,0.07482470571994781, ,0.08020707964897156, ,0.09849414229393005, ,0.09147955477237701, ,0.10568854957818985, ,0.10764021426439285, ,0.09839834272861481, ,0.12959089875221252, ,0.109452024102211, ,0.08309556543827057, ,0.0736365094780922, ,0.10535140335559845, ,0.11359572410583496, ,0.11328219622373581, ,0.13198286294937134, ,0.11980944871902466, ,
12.0,0.07430552691221237, ,0.07973983138799667, ,0.09789863228797913, ,0.09089993685483932, ,0.10505521297454834, ,0.106984943151474, ,0.09772372990846634, ,0.1273224949836731, ,0.10885883867740631, ,0.08258571475744247, ,0.07307741045951843, ,0.10483377426862717, ,0.11290872097015381, ,0.11214441061019897, ,0.13150598108768463, ,0.11918260902166367, ,
13.0,0.07381360232830048, ,0.07917848229408264, ,0.09729659557342529, ,0.09040495753288269, ,0.10445863753557205, ,0.10629624873399734, ,0.0970463678240776, ,0.12676119804382324, ,0.10826826840639114, ,0.08204875141382217, ,0.07253315299749374, ,0.10426197201013565, ,0.1122787818312645, ,0.11121565848588943, ,0.13107194006443024, ,0.11856622993946075, ,
14.0,0.07332799583673477, ,0.07856793701648712, ,0.09666495025157928, ,0.08983076363801956, ,0.10381093621253967, ,0.10562998801469803, ,0.09645022451877594, ,0.12774109840393066, ,0.10767658799886703, ,0.08154918253421783, ,0.07199210673570633, ,0.10372065752744675, ,0.11168086528778076, ,0.11038569360971451, ,0.13061366975307465, ,0.11803623288869858, ,
15.0,0.07281571626663208, ,0.0779145359992981, ,0.09608076512813568, ,0.08928055316209793, ,0.1031952053308487, ,0.10494235903024673, ,0.09584495425224304, ,0.12849822640419006, ,0.10707662999629974, ,0.08106566220521927, ,0.07145902514457703, ,0.10325422883033752, ,0.11115109920501709, ,0.10929569602012634, ,0.13017305731773376, ,0.11756224185228348, ,
16.0,0.07232094556093216, ,0.07733128219842911, ,0.09547070413827896, ,0.08872119337320328, ,0.10256348550319672, ,0.10428600758314133, ,0.09529580175876617, ,0.12653212249279022, ,0.10647663474082947, ,0.08058825135231018, ,0.07092569768428802, ,0.10275477916002274, ,0.1105923131108284, ,0.10840176790952682, ,0.12969247996807098, ,0.11697421222925186, ,
18.0,0.07137272506952286, ,0.07613269984722137, ,0.09437249600887299, ,0.08766143023967743, ,0.10135497152805328, ,0.10288230329751968, ,0.0943051427602768, ,0.11942344158887863, ,0.10527855902910233, ,0.07967671751976013, ,0.0698370635509491, ,0.1017405241727829, ,0.10949430614709854, ,0.10701276361942291, ,0.12875795364379883, ,0.11577359586954117, ,
20.0,0.07043483853340149, ,0.07496291399002075, ,0.09339670836925507, ,0.08654968440532684, ,0.10013317316770554, ,0.10158170014619827, ,0.09344468265771866, ,0.11372142285108566, ,0.10409843921661377, ,0.07871483266353607, ,0.06882110238075256, ,0.10076060146093369, ,0.10843836516141891, ,0.10542923957109451, ,0.12781980633735657, ,0.11467471718788147, ,
22.0,0.06954232603311539, ,0.07388684153556824, ,0.0925162062048912, ,0.08547504991292953, ,0.0989026352763176, ,0.100275918841362, ,0.09256501495838165, ,0.11165697872638702, ,0.10295481234788895, ,0.0777604952454567, ,0.06784620881080627, ,0.09980358928442001, ,0.10736313462257385, ,0.10441853106021881, ,0.12694361805915833, ,0.11370427906513214, ,
24.0,0.0687035620212555, ,0.07292722165584564, ,0.09160789847373962, ,0.08451496809720993, ,0.09772608429193497, ,0.09900174289941788, ,0.09175258129835129, ,0.1092262715101242, ,0.10185537487268448, ,0.076854407787323, ,0.06686995923519135, ,0.09881694614887238, ,0.10626696795225143, ,0.10361693054437637, ,0.12607763707637787, ,0.11280679702758789, ,
26.0,0.06782330572605133, ,0.07209425419569016, ,0.09080861508846283, ,0.08359421044588089, ,0.09654612094163895, ,0.09768950194120407, ,0.0908949226140976, ,0.10691428929567337, ,0.10082581639289856, ,0.0760137215256691, ,0.0659434124827385, ,0.09787832200527191, ,0.10529530048370361, ,0.10238850116729736, ,0.1253591924905777, ,0.11177841573953629, ,
28.0,0.06694109737873077, ,0.07119693607091904, ,0.08991947025060654, ,0.0827319473028183, ,0.09541609138250351, ,0.09640860557556152, ,0.09000551700592041, ,0.10556218773126602, ,0.09976895898580551, ,0.07515116035938263, ,0.06500454246997833, ,0.09689455479383469, ,0.10426894575357437, ,0.10102730244398117, ,0.12462343275547028, ,0.11083690822124481, ,
30.0,0.0660845935344696, ,0.07025113701820374, ,0.0890560895204544, ,0.08187250792980194, ,0.09431498497724533, ,0.0951346755027771, ,0.08915508538484573, ,0.10341542959213257, ,0.09876890480518341, ,0.07427546381950378, ,0.06410279124975204, ,0.0959412157535553, ,0.10326456278562546, ,0.09969780594110489, ,0.12393740564584732, ,0.10998053848743439, ,
32.0,0.06524381786584854, ,0.06930892169475555, ,0.0881657525897026, ,0.0810307115316391, ,0.09332646429538727, ,0.0937916487455368, ,0.08819626271724701, ,0.10249543190002441, ,0.09774962067604065, ,0.07342842221260071, ,0.06318160891532898, ,0.09508617967367172, ,0.10233721137046814, ,0.09828373044729233, ,0.12318025529384613, ,0.10914167761802673, ,
36.0,0.06369132548570633, ,0.06768517941236496, ,0.08636565506458282, ,0.07936704903841019, ,0.09127091616392136, ,0.09134645760059357, ,0.0864223837852478, ,0.09995999187231064, ,0.09571685642004013, ,0.07172312587499619, ,0.06147172302007675, ,0.09337148815393448, ,0.1005764976143837, ,0.09657683968544006, ,0.12171199917793274, ,0.10756903141736984, ,
40.0,0.062340639531612396, ,0.06620397418737411, ,0.08467767387628555, ,0.07755549252033234, ,0.08934679627418518, ,0.08912526071071625, ,0.08452434837818146, ,0.09679678082466125, ,0.0936984270811081, ,0.07021375745534897, ,0.05984175577759743, ,0.09181340783834457, ,0.09888513386249542, ,0.09429649263620377, ,0.12024436891078949, ,0.10576090216636658, ,
44.0,0.06113603338599205, ,0.0648355558514595, ,0.08308641612529755, ,0.07597796618938446, ,0.08760703355073929, ,0.08718162029981613, ,0.08298152685165405, ,0.09343530982732773, ,0.09182876348495483, ,0.06875410676002502, ,0.05827316269278526, ,0.0902666449546814, ,0.097206711769104, ,0.09227383881807327, ,0.11885152012109756, ,0.10401985794305801, ,
48.0,0.05993505194783211, ,0.06352540105581284, ,0.08147943764925003, ,0.07456319779157639, ,0.08603332936763763, ,0.08545967191457748, ,0.08150581270456314, ,0.09189963340759277, ,0.09002666175365448, ,0.06745312362909317, ,0.056720636785030365, ,0.08890872448682785, ,0.09562905132770538, ,0.0904654711484909, ,0.11763086169958115, ,0.10224410146474838, ,
52.0,0.0588725246489048, ,0.06225687265396118, ,0.07986210286617279, ,0.07325582206249237, ,0.0844736248254776, ,0.08392543345689774, ,0.08005863428115845, ,0.08951825648546219, ,0.08833188563585281, ,0.06633079051971436, ,0.055233437567949295, ,0.08755500614643097, ,0.09415525943040848, ,0.0889156386256218, ,0.1164410263299942, ,0.10042215883731842, ,
56.0,0.05783127248287201, ,0.06092190742492676, ,0.07837477326393127, ,0.07191868871450424, ,0.08302836865186691, ,0.08248615264892578, ,0.07856737822294235, ,0.08985335379838943, ,0.08678065240383148, ,0.06533841788768768, ,0.05379501357674599, ,0.0861876830458641, ,0.09276381134986877, ,0.0872558206319809, ,0.11528249084949493, ,0.09849456697702408, ,
60.0,0.05690973252058029, ,0.05971139669418335, ,0.07696842402219772, ,0.07041487097740173, ,0.08174538612365723, ,0.08122608810663223, ,0.07725933939218521, ,0.08742118626832962, ,0.08535905927419662, ,0.06435003876686096, ,0.052530426532030106, ,0.08497560769319534, ,0.0913778617978096, ,0.08580978959798813, ,0.11420991271734238, ,0.09671828895807266, ,
64.0,0.056101057678461075, ,0.05848834291100502, ,0.0756583958864212, ,0.06901723146438599, ,0.08058664202690125, ,0.07994294166564941, ,0.07599261403083801, ,0.08621037751436234, ,0.08397042751312256, ,0.06340748816728592, ,0.051384713500738144, ,0.08380980044603348, ,0.09002706408500671, ,0.084450364112854, ,0.11325188726186752, ,0.0950160026550293, ,
72.0,0.05436710640788078, ,0.05612652748823166, ,0.07339756935834885, ,0.06659480929374695, ,0.07813055068254471, ,0.0775185376405716, ,0.07345341145992279, ,0.08348296582698822, ,0.08080844581127167, ,0.06168239936232567, ,0.049167290329933167, ,0.08167541772127151, ,0.0871504694223404, ,0.08228126168251038, ,0.11096310615539551, ,0.09213165938854218, ,
80.0,0.05288393422961235, ,0.05384311452507973, ,0.07118687778711319, ,0.06423120945692062, ,0.07545185089111328, ,0.07544533908367157, ,0.07075127959251404, ,0.08481992036104202, ,0.0776122435927391, ,0.06008516997098923, ,0.046956826001405716, ,0.07969218492507935, ,0.0845140889286995, ,0.08071214705705643, ,0.1086873784661293, ,0.08940348029136658, ,
88.0,0.051832396537065506, ,0.05181930586695671, ,0.06917493045330048, ,0.06199492886662483, ,0.0726977214217186, ,0.07327773422002792, ,0.06775625050067902, ,0.0864902213215828, ,0.07457834482192993, ,0.05846794322133064, ,0.04481139034032822, ,0.0778353214263916, ,0.08214328438043594, ,0.07880757749080658, ,0.10626912862062454, ,0.08671924471855164, ,
96.0,0.05079986900091171, ,0.050039809197187424, ,0.06702221930027008, ,0.059956490993499756, ,0.07012816518545151, ,0.07114327698945999, ,0.06520447134971619, ,0.08680944889783859, ,0.07162648439407349, ,0.056967683136463165, ,0.04282703250646591, ,0.07601993530988693, ,0.08004239946603775, ,0.07734683156013489, ,0.1039951741695404, ,0.0841638594865799, ,
104.0,0.04984886199235916, ,0.048482757061719894, ,0.06503590196371078, ,0.05797356739640236, ,0.0677066445350647, ,0.0689391940832138, ,0.062458183616399765, ,0.08801726996898651, ,0.06866910308599472, ,0.05552586913108826, ,0.041127968579530716, ,0.07423298805952072, ,0.07790528982877731, ,0.07542947679758072, ,0.10165628790855408, ,0.08182747662067413, ,
112.0,0.04876743629574776, ,0.04695155471563339, ,0.063356414437294, ,0.056117285043001175, ,0.06523758172988892, ,0.06659744679927826, ,0.059808023273944855, ,0.08334363996982574, ,0.0661606714129448, ,0.054013099521398544, ,0.039917316287755966, ,0.07231856137514114, ,0.07557369768619537, ,0.07379547506570816, ,0.09946644306182861, ,0.07962935417890549, ,
120.0,0.04758952558040619, ,0.04579669609665871, ,0.06179351359605789, ,0.05407418683171272, ,0.06288495659828186, ,0.06429560482501984, ,0.05738302692770958, ,0.0751175582408905, ,0.06377466768026352, ,0.052381664514541626, ,0.03894452378153801, ,0.07018562406301498, ,0.07356590777635574, ,0.0729166716337204, ,0.09750416874885559, ,0.0779295265674591, ,
128.0,0.04654467850923538, ,0.04463937133550644, ,0.06029310077428818, ,0.05196484550833702, ,0.06091438606381416, ,0.06223009154200554, ,0.05480353161692619, ,0.06872503459453583, ,0.06155724078416824, ,0.05095262825489044, ,0.038127727806568146, ,0.06827870011329651, ,0.07171469181776047, ,0.07223176956176758, ,0.09596367180347443, ,0.07644642889499664, ,
144.0,0.044503964483737946, ,0.04239651560783386, ,0.057387031614780426, ,0.048513539135456085, ,0.05899251624941826, ,0.059145376086235046, ,0.050132349133491516, ,0.0627097487449646, ,0.05724531039595604, ,0.048525355756282806, ,0.036633431911468506, ,0.06511008739471436, ,0.06781090795993805, ,0.07048854231834412, ,0.09349336475133896, ,0.07361424714326859, ,
160.0,0.04288296774029732, ,0.04063133895397186, ,0.05484024062752724, ,0.04551364481449127, ,0.05791070684790611, ,0.056831855326890945, ,0.04582861438393593, ,0.06104419007897377, ,0.05328776314854622, ,0.04614907130599022, ,0.03559214621782303, ,0.06225581094622612, ,0.06430194526910782, ,0.06781600415706635, ,0.09167414903640747, ,0.07098370790481567, ,
176.0,0.04150557890534401, ,0.03922165557742119, ,0.052684057503938675, ,0.04240904375910759, ,0.05674133077263832, ,0.054556168615818024, ,0.04104029759764671, ,0.06060350313782692, ,0.050050266087055206, ,0.04422272369265556, ,0.03449966013431549, ,0.060065072029829025, ,0.0608971007168293, ,0.06453162431716919, ,0.0895073190331459, ,0.06868978589773178, ,
192.0,0.040121160447597504, ,0.038263313472270966, ,0.05052961781620979, ,0.04004935175180435, ,0.054897893220186234, ,0.052635449916124344, ,0.03664381057024002, ,0.057739440351724625, ,0.047241587191820145, ,0.04293247312307358, ,0.03297790512442589, ,0.05883890390396118, ,0.058566126972436905, ,0.06203291565179825, ,0.08776532858610153, ,0.06678561866283417, ,
208.0,0.038870520889759064, ,0.037942785769701004, ,0.04796365275979042, ,0.037881117314100266, ,0.05270373448729515, ,0.05041413754224777, ,0.03319646418094635, ,0.053537216037511826, ,0.044811852276325226, ,0.04209588095545769, ,0.031528592109680176, ,0.05788598209619522, ,0.05701090022921562, ,0.05936954542994499, ,0.08602079749107361, ,0.06501653045415878, ,
224.0,0.03803635761141777, ,0.037991661578416824, ,0.04559965431690216, ,0.03557015582919121, ,0.05085922032594681, ,0.04774709418416023, ,0.03033321723341942, ,0.05083131790161133, ,0.042287614196538925, ,0.04092906042933464, ,0.030226612463593483, ,0.05686147138476372, ,0.05507814884185791, ,0.05834679305553436, ,0.08493651449680328, ,0.06337299197912216, ,
240.0,0.037395723164081573, ,0.0381460003554821, ,0.04350654408335686, ,0.03397384658455849, ,0.049022216349840164, ,0.045335739850997925, ,0.02821599878370762, ,0.04886633902788162, ,0.039623092859983444, ,0.03971058130264282, ,0.02876204438507557, ,0.055972035974264145, ,0.052978504449129105, ,0.056995589286088943, ,0.08467356115579605, ,0.06167510524392128, ,
256.0,0.03621561452746391, ,0.03777549788355827, ,0.04182736203074455, ,0.03288829326629639, ,0.047510430216789246, ,0.043793581426143646, ,0.02555716037750244, ,0.04637088626623154, ,0.03695410490036011, ,0.038674622774124146, ,0.026955746114253998, ,0.05484691634774208, ,0.051162686198949814, ,0.055617570877075195, ,0.08456361293792725, ,0.06042957678437233, ,
288.0,0.033039938658475876, ,0.03391669690608978, ,0.04168889671564102, ,0.03140801563858986, ,0.04391608387231827, ,0.04372173547744751, ,0.01992250606417656, ,0.03992759436368942, ,0.03265756368637085, ,0.037077926099300385, ,0.022347884252667427, ,0.05198817327618599, ,0.04807531088590622, ,0.05594920739531517, ,0.08503668010234833, ,0.05921624228358269, ,
320.0,0.030602620914578438, ,0.028906099498271942, ,0.042300209403038025, ,0.02980346418917179, ,0.038920819759368896, ,0.043677013367414474, ,0.013784163631498814, ,0.03193531930446625, ,0.029222918674349785, ,0.03451048210263252, ,0.018923671916127205, ,0.04704800993204117, ,0.04601694270968437, ,0.05413416028022766, ,0.08483480662107468, ,0.05810144543647766, ,
352.0,0.02639109082520008, ,0.02552485652267933, ,0.03994443640112877, ,0.02759929932653904, ,0.03349718078970909, ,0.04301048442721367, ,0.008125324733555317, ,0.026814620941877365, ,0.02482655644416809, ,0.03231725096702576, ,0.015631038695573807, ,0.04214487597346306, ,0.04369714856147766, ,0.05238841474056244, ,0.08347000926733017, ,0.05610799416899681, ,
384.0,0.021826714277267456, ,0.023069707676768303, ,0.035243138670921326, ,0.0250529907643795, ,0.0296904519200325, ,0.042523980140686035, ,0.00351007585413754, ,0.020795371383428574, ,0.02036213129758835, ,0.031025156378746033, ,0.013465220108628273, ,0.03722861781716347, ,0.04127468168735504, ,0.050620757043361664, ,0.08148696273565292, ,0.05444387346506119, ,
416.0,0.02003122866153717, ,0.023114508017897606, ,0.031701620668172836, ,0.02144337072968483, ,0.02600187435746193, ,0.03927832469344139, ,0.0008166673360392451, ,0.015698939561843872, ,0.01637127436697483, ,0.029193995520472527, ,0.011701375246047974, ,0.03315502032637596, ,0.040037646889686584, ,0.04698289558291435, ,0.07957667112350464, ,0.052684441208839417, ,
448.0,0.01910730078816414, ,0.02323545701801777, ,0.027224920690059662, ,0.017036112025380135, ,0.023677483201026917, ,0.03635650500655174, ,-7.99673653091304e-05, ,0.015065307728946209, ,0.014258753508329391, ,0.025918930768966675, ,0.009855419397354126, ,0.03071385994553566, ,0.0382096953690052, ,0.04218139126896858, ,0.07748778164386749, ,0.05215001851320267, ,
480.0,0.01848793588578701, ,0.023858709260821342, ,0.023100070655345917, ,0.013953897170722485, ,0.019974475726485252, ,0.03390251845121384, ,-0.0011561571154743433, ,0.012378104031085968, ,0.01298375055193901, ,0.02315126173198223, ,0.0074024382047355175, ,0.02780815027654171, ,0.03719605877995491, ,0.038401175290346146, ,0.07619785517454147, ,0.04982917383313179, ,
512.0,0.018346725031733513, ,0.02407092973589897, ,0.021487334743142128, ,0.012379730120301247, ,0.013102710247039795, ,0.02987547405064106, ,-0.002746233716607094, ,0.00885891541838646, ,0.01133964117616415, ,0.02206946723163128, ,0.004112760070711374, ,0.02587307058274746, ,0.035872336477041245, ,0.03613591194152832, ,0.07525405287742615, ,0.046525415033102036, ,
576.0,0.018526287749409676, ,0.02346896380186081, ,0.01872611790895462, ,0.010822704993188381, ,0.004826530814170837, ,0.023769913241267204, ,-0.003550359047949314, ,0.004683556966483593, ,0.006199403200298548, ,0.019400788471102715, ,0.0011850146111100912, ,0.021760964766144753, ,0.03658554330468178, ,0.033828962594270706, ,0.0723179504275322, ,0.04346024617552757, ,
640.0,0.01749892346560955, ,0.023871319368481636, ,0.017839187756180763, ,0.0078646931797266, ,0.0001489579153712839, ,0.023143935948610306, ,-0.005674048792570829, ,0.0020618014968931675, ,0.0013792411191388965, ,0.016238868236541748, ,-0.0004004497895948589, ,0.015966221690177917, ,0.03531106933951378, ,0.03675476834177971, ,0.06848441064357758, ,0.03852216899394989, ,
704.0,0.014676183462142944, ,0.026137014850974083, ,0.018515491858124733, ,0.002043067244812846, ,-0.003879576688632369, ,0.026740290224552155, ,-0.006798041518777609, ,0.007332757115364075, ,-0.004017436411231756, ,0.010353188030421734, ,-0.002311962889507413, ,0.010348068550229073, ,0.03434937447309494, ,0.040340814739465714, ,0.06702692061662674, ,0.03316938132047653, ,
768.0,0.013639762997627258, ,0.02635064907371998, ,0.017105624079704285, ,-0.002730464795604348, ,-0.006062677595764399, ,0.03085216134786606, ,-0.008024733513593674, ,0.012981047853827477, ,-0.00989534892141819, ,0.004382515326142311, ,-0.006353181786835194, ,0.008007541298866272, ,0.03120332770049572, ,0.039369747042655945, ,0.06476863473653793, ,0.030384482815861702, ,
832.0,0.01421499066054821, ,0.028972798958420753, ,0.015356957912445068, ,-0.0049010589718818665, ,-0.006592846475541592, ,0.03286270424723625, ,-0.009954418055713177, ,0.019841009750962257, ,-0.014833234250545502, ,0.0024878461845219135, ,-0.009515604935586452, ,0.008175442926585674, ,0.02743629366159439, ,0.036184802651405334, ,0.06078584864735603, ,0.02586156316101551, ,
