Time (ms),2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP1-5uW_T0s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP1-5uW_T0s_1_correlation-CH2_2 fitted model: ,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP2-5uW_T25s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP2-5uW_T25s_1_correlation-CH2_2 fitted model: ,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP3-5uW_T48s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP3-5uW_T48s_1_correlation-CH2_2 fitted model: ,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP4-5uW_T69s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP4-5uW_T69s_1_correlation-CH2_2 fitted model: ,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP5-5uW_T91s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP5-5uW_T91s_1_correlation-CH2_2 fitted model: ,
0.20800000000000002,0.022543282743115196,0.022316913873372594,0.022623479638846436,0.02207718440053278,0.02275734578234765,0.02205888844624791,0.02278025874050409,0.0221747995339899,0.022726703013092073,0.02229223384354656,
0.224,0.02197553877613049,0.02132670445618067,0.021793990955711558,0.02109693387179998,0.021681480740319423,0.021076065353469668,0.021975056601991987,0.021192095503013875,0.021935371542595124,0.02130426762341721,
0.24,0.020899751611441548,0.0204192205797491,0.02064654839923658,0.020198424831085002,0.02072572796231828,0.020175375333816498,0.02101589377534645,0.020291007665596033,0.021311200761282505,0.02039882940939494,
0.256,0.020207604617883762,0.01958453867725706,0.020106850847891766,0.019371869103068266,0.019790498943477716,0.01934696307805122,0.020235872300753275,0.01946180034710792,0.019931660826972022,0.019566020488037312,
0.28800000000000003,0.01889452805999474,0.018101233311432822,0.01877593176059436,0.017902699572868296,0.018657145296427383,0.017874848799508392,0.01874081668009097,0.017987254902622877,0.018726354517255194,0.018086023261635067,
0.32,0.017560053029463073,0.016823242107980314,0.017312026878742254,0.01663657318600416,0.017477785481635498,0.016606550489230792,0.0174899322599388,0.016715812087578247,0.017664194075525098,0.016810861366861534,
0.352,0.016580868040850235,0.015710830819290717,0.016188419239197355,0.015534251355026582,0.01650561486882535,0.015502614748759531,0.016714451624198073,0.015608343548858147,0.016727938167484878,0.01570089696673209,
0.384,0.015564912794862523,0.014733893676738424,0.015499307915647345,0.014565991121683271,0.015554526219657172,0.014533150669461186,0.015726619222562365,0.01463516234346766,0.01573665959161481,0.01472609649052941,
0.41600000000000004,0.014872571221859945,0.013869203589223757,0.014581180205544341,0.01370883672143014,0.014755834744571818,0.013675098320472277,0.015063117200759427,0.013773337353236863,0.014996337257626505,0.013863287976145614,
0.448,0.014016824159181068,0.01309855379977714,0.013749161117768383,0.012944788146416978,0.013958636483026008,0.012910382936143744,0.014107201251229395,0.013004875042699968,0.013980054322981848,0.013094307484355512,
0.48,0.013318509761199993,0.012407471115575709,0.013390428233846393,0.012259532367641822,0.013247857386325225,0.01222463692658269,0.013515168399693944,0.01231545844698572,0.013456969584611194,0.01240471558048509,
0.512,0.012959004756221318,0.011784305613016799,0.01254635149189124,0.011641545367791786,0.012579063327319947,0.011606295859339161,0.012842532882110678,0.011693553837471778,0.012743153262784348,0.011782889313038293,
0.5760000000000001,0.011857557063148453,0.010705479675269844,0.011704475621404281,0.010571512880661871,0.011816873666749921,0.010535849694640699,0.01212168341638091,0.010616363635173744,0.011658013184470309,0.010706370456889486,
0.64,0.01102067006780418,0.009804375084456349,0.010920329550565086,0.0096775841007667,0.010613231140707202,0.009641771707297207,0.010962652088073174,0.009716086087821372,0.010965463828979874,0.009807181653570354,
0.704,0.010101357108970194,0.009040708145456103,0.010024983651672566,0.008919875830150008,0.009564258536076219,0.008884079458343346,0.010209490584694168,0.00895272856253317,0.01001262819110247,0.009045130151563772,
0.768,0.009274109114253673,0.00838550252427022,0.009117875304649487,0.008269691094091857,0.008975614262501302,0.008234014719009676,0.009616638519125321,0.008297496352883913,0.009439828535869934,0.008391304452849958,
0.8320000000000001,0.008821018305223235,0.007817382685130308,0.008639859969637035,0.007705854949100646,0.008654952978016512,0.007670363734183947,0.008807228771469736,0.007729130441055717,0.009008440551383789,0.007824376485370769,
0.896,0.00848879846448423,0.007320235593512887,0.0083552408768916,0.007212401994881031,0.008135062298283648,0.0071771359979975165,0.00817155377737142,0.007231594243639871,0.00836948141927637,0.007328268755410578,
0.96,0.008068842131998537,0.006881685569230653,0.007789283484850099,0.006777067545404438,0.007612663061078611,0.006742050325917041,0.008021887555117747,0.006792563161682621,0.007932970359287778,0.006890632720662036,
1.024,0.007669360758281836,0.006492070461138066,0.007391673840528831,0.006390274457048903,0.007285444051019979,0.006355518609368671,0.007384785819493356,0.006402409666070639,0.007642653073039867,0.006501827307851241,
1.1520000000000001,0.007205527704520143,0.0058305442199577335,0.006456891864677215,0.0057334623666245275,0.006589980287326076,0.00569924012070068,0.00671512263840086,0.005739722186731129,0.006944491908372837,0.005841670708399538,
1.28,0.006455745011815686,0.005290543374307862,0.005793764494139828,0.0051972344077134275,0.005936063610659076,0.00516353512494228,0.006294035825063556,0.005198532982746611,0.006677204542348339,0.005302782897073873,
1.408,0.006014513066162013,0.004841850134135903,0.005545454034054917,0.004751621862469457,0.005625580926607283,0.004718420103887679,0.005479657064509857,0.004748678993488112,0.006151826212182429,0.00485501088820328,
1.536,0.005595487314020382,0.00446346710118033,0.005114131986152628,0.0043757964057864135,0.005277560904868339,0.0043430610925415895,0.005050633925734046,0.004369188080975742,0.005728681600248502,0.004477402048369055,
1.6640000000000001,0.005162341740394897,0.004140352578825222,0.004957526066452937,0.004054835026699396,0.004797690777898836,0.004022533863492035,0.004731890163424426,0.0040450288779000495,0.005290089137050324,0.004154946587175433,
1.792,0.004694230189276246,0.003861450957922497,0.004616178927370526,0.0037777678069707997,0.004240084717519514,0.0037458693959331033,0.00451754829199365,0.0037651484388258284,0.0049835936242657135,0.0038766122439950436,
1.92,0.004717684779611464,0.0036184560197316286,0.0045554043287284,0.0035363518933737527,0.004029673428490876,0.003504826689723858,0.00426224288710388,0.003521239302958625,0.004773688319328753,0.0036341102747022578,
2.048,0.004564945400314486,0.0034050075856230703,0.004365894482581587,0.003324274937669066,0.0037298567076372103,0.0032930956161117504,0.004038985072460983,0.0033069381378505926,0.004687446082762267,0.0034210938354186067,
2.3040000000000003,0.003817521285113524,0.0030479841824071372,0.0036641745490248673,0.002969510810636361,0.0037006184467097097,0.0029389503438530537,0.0036489101012058835,0.002948377439136669,0.004129471617035154,0.0030647907005316643,
2.56,0.003590145094006708,0.0027617691702000037,0.003403866504854709,0.0026850730066312993,0.003446139455246539,0.002655048121701442,0.003420428308887454,0.002660821377829725,0.003588468838257251,0.002779150849244537,
2.816,0.0032580270771000977,0.0025276966958374314,0.0027943794648208264,0.002452429287756721,0.002978561528263455,0.0024228710723961967,0.0030458752311559503,0.002425573253356398,0.0033054762590523784,0.002545547114434464,
3.072,0.0030930513979969443,0.0023330806601767613,0.00285599014423703,0.0022589827116436534,0.00272924334784552,0.002229833934105423,0.00257161891280218,0.0022299207176331125,0.002870310697124528,0.0023513195797799404,
3.3280000000000003,0.0029489981323415028,0.002169004630691445,0.002768416243402801,0.0020958784899014634,0.002387981540739673,0.00206709131230467,0.002487750467306157,0.0020649256312801857,0.0026881602981701177,0.002187570147633809,
3.584,0.002935535195778495,0.0020290233420486416,0.0025681477927491747,0.001956715258473992,0.002375674487842479,0.0019282493978191651,0.0022114139131516955,0.0019241249351136162,0.0024474588939780583,0.002047866762347668,
3.84,0.002498970262751199,0.0019083655559951852,0.002376760181183237,0.0018367538364907482,0.0021170873881848503,0.0018085751150449323,0.0020457888550987373,0.0018027328086084506,0.002435559250680806,0.001927447935083542,
4.096,0.0025812835982290633,0.0018034262411429911,0.002246396100805993,0.0017324131088398602,0.0018257760046561725,0.001704492316628498,0.0017614484457021175,0.0016971322265587662,0.002326409299666646,0.001822715980581091,
4.6080000000000005,0.002024137983133798,0.0016302186465087058,0.0019432895633020601,0.0015601779337694047,0.0016872993566523474,0.0015327009545829313,0.0019018215057363306,0.0015227833089067097,0.0019561801089998496,0.0016498496107643953,
5.12,0.0018801178404525406,0.0014936062850688806,0.0016523249413299141,0.0014243175215730981,0.0016119337163866476,0.0013972080232468238,0.0017557580630928212,0.0013852226738118498,0.0014505986169078536,0.0015135053838179666,
5.632,0.001486509062445928,0.0013834859735607687,0.001580412293733143,0.001314792647656397,0.001614187675658335,0.001287991782144845,0.00123915175716408,0.0012743037271564246,0.0013079132708903533,0.0014036005004367247,
6.144,0.0014942097057045298,0.0012931086641108525,0.001299163240016925,0.001224896199145125,0.0014284657770126312,0.0011983577155663208,0.0010646135305927957,0.001183245897401528,0.0014052314482852037,0.001313399476997348,
6.656000000000001,0.0013897879412755286,0.0012178033642812778,0.0011175810627216697,0.0011499857130759124,0.0012005462013108161,0.00112367265216696,0.0012174954148007058,0.0011073547972108824,0.0013501357564315443,0.0012382406760535329,
7.168,0.0014051287777975213,0.0011542404569554673,0.0009905416196840447,0.0010867515884546153,0.0012164599258862904,0.0010606339864507766,0.0012860343397779323,0.0010432831083393287,0.001619803175057301,0.0011748011277128352,
7.68,0.001368909894611585,0.0010999864211277963,0.0010913978311677165,0.0010327747186204689,0.001261054865441736,0.0010068279740541733,0.001025668183381218,0.0009885836854840574,0.001324182577648612,0.0011206521549686488,
8.192,0.0012745698600411068,0.0010532240927685849,0.0011364313422652652,0.0009862485550923305,0.0010669704374969677,0.0009604522424469684,0.0009785425128396683,0.0009414287177827064,0.0012811196953635478,0.0010739802010903,
9.216000000000001,0.0010496522343790102,0.0009769582392901287,0.0007952118563529746,0.0009103620322203638,0.001151085834434788,0.0008848178381157208,0.0007556441966402748,0.0008645037674342052,0.001010799995217343,0.0009978613547266119,
10.24,0.0010533164786094998,0.0009176707887358675,0.0006696695410690703,0.0008513640322643978,0.0008720741132026412,0.0008260221364068173,0.0008641611706362632,0.0008046865064236122,0.0007105563516033722,0.0009386878242919324,
11.264,0.0008889833831958274,0.000870480700529364,0.0004304527366852742,0.000804400611571823,0.0006702898751192418,0.000779224056122869,0.0007761629142730991,0.000757062759494423,0.0010245222393454737,0.0008915881646358694,
12.288,0.0008614006781857575,0.0008321801383476634,0.0005690710157029553,0.0007662813895312694,0.0004928583436290373,0.0007412420791316229,0.0005171901577596394,0.0007184017849378548,0.0010761895592534393,0.0008533608221983941,
13.312000000000001,0.0008618040948988261,0.0008005811860829746,0.00034948649922507467,0.0007348301429735702,0.0003078035743304963,0.0007099062739931202,0.0005934744067250116,0.0006864993619578213,0.0009129257514748799,0.0008218221519386051,
14.336,0.0005474170784603407,0.0007741446839141409,0.00040389783400092237,0.0007085158043486567,0.00019702318111869657,0.0006836901542629937,0.0004670356663393612,0.0006598044326289257,0.0012938900412742965,0.0007954359898012796,
15.36,0.0006776214411880426,0.0007517591133516005,0.00039862173517307784,0.000686232612535659,0.00018213110814569157,0.0006614913675721177,0.00021341916549186884,0.0006371966085582135,0.000985769283173685,0.0007730929749789734,
16.384,0.0007409753108905768,0.0007326035187932001,0.0006708968588850409,0.0006671638065626193,0.00031456932724813923,0.0006424957375986164,0.00001543346789820464,0.0006178481977896741,0.0007979753116578367,0.0007539737416851306,
18.432000000000002,0.00038510762113832625,0.0007016535954273314,0.0006414787121434172,0.0006363524120227208,0.00033691863002930484,0.000611804543462825,0.00020806338987308144,0.0005865812810317279,0.0004802050481808507,0.0007230824553072065,
20.48,0.00028175318827405003,0.0006778593742162829,0.00041302500104357335,0.0006126631635611061,0.00039470144531072836,0.000588209478019314,0.0003088965315772929,0.0005625384394784086,0.0005099129546227986,0.0006993332129003346,
22.528,-0.000009939981098723475,0.0006590981106394384,0.00035228237488302836,0.0005939836577865849,0.0003515961274775192,0.0005696054071247957,0.00033507849343687376,0.0005435778891212837,0.0000833845623578477,0.0006806073472663759,
24.576,0.00008441553317938378,0.0006439941877363746,0.00008668824382675438,0.0005789448617104673,0.0003756801375691263,0.0005546281448761328,0.00012215038164119484,0.0005283112972615974,-0.000045560055120428794,0.0006655318759184914,
26.624000000000002,0.00009358508540762289,0.000631620783559647,0.0000747117422826393,0.0005666243213444834,0.00017793249660523654,0.0005423585819280156,0.00009115515078465614,0.0005158030561609539,0.00013509020151396714,0.0006531817473819516,
28.672,0.000029730343714630137,0.0006213328865401957,0.0000381531562357337,0.0005563800238518997,0.00012062841366997681,0.0005321570808165312,0.00014879501714604846,0.0005054019077125375,0.00011703904734383781,0.0006429131795065422,
30.72,-0.00006697254490722063,0.0006126691288955764,0.000442803783131371,0.0005477527206233671,0.00023660356439306367,0.0005235661219232752,0.00027070116028734095,0.000496641933157343,0.0000849113276140753,0.0006342656821888192,
32.768,-0.00013058155522438763,0.0006052916478175003,0.00024283801507025624,0.0005404060840462425,0.00047059415442944055,0.000516250663157994,-0.00003567887917444877,0.000489181883281354,0.0002594626755167225,0.0006269020342457435,
36.864000000000004,0.00018024122356943197,0.0005934458256098799,0.00030030675049088663,0.0005286093869867905,0.00047126650997349743,0.0005045044928694269,-0.00005743211104591831,0.0004772021902463185,0.00025603943872710625,0.0006150783969926391,
40.96,0.00018563411980825347,0.0005844045248909201,0.00014555051059828442,0.0005196052278755468,0.00047640370009079846,0.000495539307945163,0.0003178068122131456,0.00046805757492563696,0.0001890222054751956,0.0006060540055359132,
45.056,0.00012484259547305605,0.0005773184849072547,0.00032505933016862437,0.0005125480689977654,0.0006958801901857663,0.0004885129596822715,0.0002401856159020528,0.0004608898270652557,0.0000017245370720609614,0.0005989812029331293,
49.152,-0.00009609392986450392,0.0005716427966274148,0.00008021116799747334,0.0005068953600808721,0.00022551126416603227,0.0004828851071601217,0.00009126897030090812,0.0004551481986314899,0.00019557367383997207,0.0005933161072133008,
53.248000000000005,-0.0002087900885251171,0.0005670134161516498,0.00015797581500911044,0.0005022846161845877,0.00008206147297571618,0.0004782947610620676,0.00017117315423568783,0.0004504646904039129,0.00010076066516710795,0.0005886953595197776,
57.344,-0.000023242572858632627,0.0005631788267038133,0.00006235856318037186,0.0004984653876596741,0.00038010543511367593,0.0004744925166114254,0.00036756862180758787,0.0004465850208206023,0.00018872037050735602,0.0005848679157118378,
61.44,0.000026128302451291667,0.000559960256380832,-0.0000869074159489606,0.0004952596549817222,0.00007452500529156923,0.00047130110404257645,0.00015880517842740063,0.00044332843315273275,0.00027198864551550604,0.0005816553394197444,
65.536,-0.00003739738491095945,0.0005572275145094075,0.00038144780601631726,0.000492537771516371,-0.00007311991875849232,0.0004685914272369796,0.0001985458073819307,0.000440563278769658,0.0002718180014454431,0.0005789276840656181,
73.72800000000001,-0.00006127865015442801,0.0005528556839201647,0.00015249002530606288,0.00048818322914589806,-0.00007943499342859247,0.000464256509374442,0.0001629259582073351,0.0004361393269615998,-0.00009903053242235076,0.0005745639853772114,
81.92,-0.0001548502604888015,0.0005495329106503677,0.000188098077634714,0.00048487352352002337,0.000049415440098349155,0.00046096180288261935,-0.000020898723447097786,0.0004327767067273373,0.000048449789014762674,0.0005712473879204508,
90.112,-0.00006301250298551581,0.0005469377004710846,0.00007838359412529952,0.0004822884736459063,0.000564730178568967,0.0004583885212869225,-0.0002565666875264472,0.00043015022612346524,-0.000018260414313736776,0.0005686569982388888,
98.304,0.00008791704692256302,0.0005448650162295688,0.0000871837492974191,0.0004802238734213568,0.00008559228268854441,0.0004563333553805277,-0.00038327987280181367,0.00042805246882646745,-0.00003836413777697174,0.0005665881619014294,
106.49600000000001,0.0003685384196454924,0.0005431785663252707,-0.000028311341345293472,0.00047854398007796025,0.000036451824246939006,0.0004546611627317407,0.0000054685184334391015,0.00042634555021273286,0.00006162829731623154,0.0005649048414720828,
114.688,0.00027660793320431477,0.0005417845900859283,-0.0000033579086693025073,0.0004771554084273802,-0.00017388463500891697,0.0004532789735632207,-0.00006498818085755233,0.0004249346069923971,-0.00004412185530198565,0.0005635134509913591,
122.88,0.00013134594671578313,0.0005406166898730977,-0.00009216907737804765,0.00047599202547288764,0.00009815327347110798,0.00045212095051968534,-0.000043566722999359217,0.00042375245662781597,0.00034443955691944485,0.0005623477164621351,
131.072,-0.00008547094923645126,0.0005396266662061553,-0.00011497891004317658,0.00047500582305013496,0.00014698187069904468,0.00045113930096934724,0.00007885836240492102,0.00042275032730534586,0.00009181032949440595,0.0005613595281052523,
147.45600000000002,-0.00003538698486519256,0.0005380459948792515,-0.00004222059859087115,0.0004734312367826658,-0.00014837608891664762,0.00044957200230894326,-0.0000028013754736381955,0.00042115027665732337,-0.00016175214502622698,0.0005597817859796467,
163.84,0.00015855816668986625,0.0005368473555949342,-0.00013792775833699355,0.00047223719811603196,-0.0002271402194666772,0.00044838350585907317,0.00012912470467707488,0.00041993689747006076,-0.00010485034888980102,0.0005585853670298031,
