name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1)
cutandshift,Not known,average_data,average_data,Tue May 17 15:16:27 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,3.5e-05,5.71738119359267e-06,0.032496,0.00602571374018242,30.773018217626788,1.0,0,0.149354,0.030770531803049273,1.0,0
delete,Not known,average_data,average_data,Tue May 17 15:16:27 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.03203906344324614,0.002541197369985223,0.27214756051874006,0.0026390670491082658,3.674477177358862,1.0,0,377.38097322509077,15.830532645247507,1.0,0
