2e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
3e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
4e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
5e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
6e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
8e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1.2e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1.4e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1.6e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1.8e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
2.2e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
2.6e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
3e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
3.4e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
3.8e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
4.2e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
5e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
5.8e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
0.016378,0.5716064997721386,0.5801780053590474,1.1345332187334791,1.146507047193973,1.3117766908505484,1.3354061927617165,1.0408463444286813,1.0576395964203749,0.814444395492214,0.8286276315675746,0.7160407373227189,0.7286359829173503,0.6759658422693966,0.6858910233651081,0.6221934934676991,0.6331537631180875,0.5872338538125633,0.5971915852268926,0.5859553156578685,0.6000094132076893,
0.018426,0.5599817663464333,0.5725623492738408,1.1095284389409061,1.1310593412214098,1.297963376537515,1.3170959831561684,1.0265574241961501,1.0435020354274616,0.8033708180914758,0.8177059889516101,0.7100352961707357,0.7190190717561632,0.6640523308572839,0.6767880320729961,0.6113048003802545,0.6248150115230533,0.5789108103852844,0.5893632584532745,0.5820120669632397,0.5920443268548448,
0.020474,0.5564343693701451,0.5652493634632859,1.100442556850071,1.1162288318270344,1.2785200168964581,1.2995289011657,1.0124417369810614,1.0299306861818374,0.795265163009773,0.8072191771593817,0.7027577339591253,0.7097848972440106,0.6578987654277985,0.668049846915073,0.6073302012995491,0.6168070006560581,0.5760370339439619,0.5818446392432992,0.5748927619770602,0.5843978374886843,
0.022522,0.5518217592647103,0.5582232100460628,1.0901014699101443,1.101983134633945,1.2680792932779257,1.2826658542650278,1.0086131032192103,1.0168958570167126,0.788347510805215,0.7971444371083733,0.6954938359740989,0.7009134232597317,0.6521863026030188,0.6596573509392727,0.6003308430081289,0.6091124261651859,0.5690555020305249,0.5746195342849417,0.567725657068069,0.5770532511739749,
0.02457,0.546389391722997,0.5514689348685957,1.074967176130461,1.088291679119068,1.2504324678435663,1.2664699341274015,0.9890782511550501,1.00436951454467,0.7811830771974406,0.7874602791119045,0.6864187394809282,0.6923857319743593,0.6433483620947439,0.6515924926822447,0.593778292470494,0.6017149500761528,0.5642759763652341,0.5676726544608657,0.5648208976023915,0.569994805200143,
0.028666,0.5332468274328918,0.5387203205296526,1.0555023706271043,1.062457660031399,1.2236398556936914,1.235942018339431,0.9712344598587341,0.9807378828236702,0.7635221266627289,0.7691836658529698,0.6688375193634997,0.6762912369896161,0.6293461884623032,0.6363784491283848,0.5807545044034051,0.5877504437981717,0.5487757459923459,0.5545566266162588,0.5506948360645052,0.5566776229456132,
0.032762,0.5228508384591908,0.5268997109409903,1.0270835324075145,1.0385146706668662,1.192778023956589,1.2076889953500347,0.952631037522306,0.9588412141077228,0.7506798233260287,0.7522401510663148,0.6559489840659246,0.6613700927736808,0.6157703938719998,0.6222823875171748,0.5710772202646917,0.5748000790232889,0.5379935527189788,0.5423904305357626,0.5398313736996491,0.5443368648816813,
0.036858,0.5125393145711822,0.5159144892931633,1.0097413578525383,1.0162735536346044,1.179967264545843,1.1814823681317874,0.9323094171806054,0.9385059305512452,0.732748902133498,0.7364966284137537,0.6425769977181155,0.6475051423934634,0.6075107412083203,0.609192480777438,0.5584857991340212,0.5627626885632869,0.5278915953095686,0.5310793893869966,0.5302906461040147,0.5328749018462209,
0.040954,0.5045677223745993,0.5056819924668127,0.9995090975747049,0.9955655465422529,1.1519780849385353,1.1571182378652092,0.9215052775820496,0.9195771272286225,0.7234031948836916,0.7218342926491333,0.6320546894298242,0.6345918233199715,0.5956386518031345,0.5970089118106201,0.5485325808134263,0.5515479847417735,0.5203543158266587,0.5205390058682096,0.5205984686483834,0.5222045964972787,
0.04505,0.49725591175961453,0.4961284117063373,0.9774040772069681,0.9762400197240192,1.1375386979969662,1.1344145860536903,0.9040486152781037,0.901916508407072,0.7087825007803391,0.7081470611066851,0.6212557755327995,0.6225367760913901,0.585184268737177,0.5856425495209793,0.5423068340109212,0.5410753564170082,0.5097920641056403,0.5106938366671855,0.5142481133913106,0.5122481453916005,
0.049146,0.49039521349465764,0.48718781694544383,0.9590048573247967,0.9581624697951142,1.1152350723425726,1.1132088623509442,0.8906237284156743,0.8854005561032902,0.6987114339579851,0.6953401725952281,0.6106721600890351,0.6112566095190606,0.5771783238513761,0.575013773385411,0.5348887282484109,0.5312728015223434,0.5001939345124982,0.50147649371752,0.506140771490523,0.5029360511655845,
0.057338,0.47409890404596,0.47091615854879276,0.9338676110121537,0.9252834382839313,1.08417863074132,1.074725729787444,0.8616785964652037,0.8553728954451414,0.6798422626481576,0.6720376625632211,0.5940645510306066,0.590730740693948,0.5607737619020174,0.5556919039311046,0.5167745867153697,0.5134273704954112,0.48927551303052463,0.4846907910291459,0.49024293199618063,0.4860031008637395,
0.06553,0.463079152019374,0.45646657369547855,0.9068486534012166,0.8961121349010798,1.054946879460817,1.0406822056942968,0.8372099609950721,0.8287441679970989,0.6572912946863764,0.6513511861852521,0.580732074330709,0.5725077575506988,0.5472205266110568,0.5385596957876175,0.5046557579616998,0.49757441309895867,0.4760351870214354,0.46977260764360856,0.4771135388365898,0.4709836706977633,
0.073722,0.45269214325287577,0.44351840913493934,0.8870489793711025,0.8699952600839406,1.0234344184857553,1.0102887576175523,0.8193363173380015,0.8049140066211212,0.6414913940611116,0.6328198515672616,0.5639767686551616,0.556182141416751,0.5324277214261511,0.5232299282232203,0.4900147588110991,0.4833637968328306,0.4640636846968535,0.4563941956656883,0.46592729635036134,0.4575398266468988,
0.081914,0.4400183042859345,0.43181438099514546,0.85753589982486,0.8464088733678813,1.0045576506728902,0.9829123600810811,0.7962784319024898,0.7834008437401281,0.6276606263854404,0.6160738585656553,0.5519793235971308,0.5414285359943398,0.5193889976753523,0.5093919541082313,0.48154296897658455,0.47051458618188446,0.4511608377184406,0.4442925559584586,0.4535860601586483,0.4454004659264577,
0.090106,0.43062313847587413,0.42114759247726563,0.8401458287749608,0.8249318123061051,0.978376399964828,0.9580444019644357,0.7800028441500415,0.7638175564262469,0.6108936082099298,0.6008158435246257,0.5387267814564712,0.5279853212250224,0.5082720646679196,0.49679602780319426,0.46878685505582296,0.4588008565009863,0.4424682896340598,0.4332561653255625,0.44406191165611036,0.43434762930529813,
0.098298,0.4190397901196911,0.4113512597406336,0.820618580206584,0.8052246778904275,0.9578197776077547,0.9352752902532222,0.7604551433567108,0.7458521949653246,0.5994252007771699,0.5868061134291654,0.526875836802261,0.5156416145186051,0.4950582467014088,0.4852408966663981,0.45722628276567556,0.4480404703733066,0.4319488529170777,0.42311447540904595,0.432233163449545,0.4242056667648943,
0.114682,0.4025602096716614,0.3938562424426481,0.7877366710601471,0.7700750768116698,0.9134846325794784,0.8947737906945604,0.7301208741162742,0.7138148937456079,0.5721498322681589,0.5617933174023186,0.5032599122819578,0.49360323386448346,0.4753669976646722,0.4646335042022955,0.43764665699505945,0.42881862424971806,0.4134654418598748,0.4049897019551623,0.4158857240028048,0.40611358124239566,
0.131066,0.38677521594013947,0.37852740920588646,0.7495042189015357,0.7393288583832256,0.8782905370020491,0.8594443945557474,0.698813681344543,0.685790645698354,0.5513918563893109,0.539883352684772,0.48414216695065365,0.47429962452449215,0.45711854657084955,0.4466034371204015,0.41984142909302996,0.4119729521077789,0.39815309600087984,0.3890975759664266,0.3990827343638712,0.3902805001143374,
0.14745,0.3720117653065597,0.364830792117584,0.722316574027802,0.7118998878531427,0.8397249583835767,0.8279840176403703,0.6731035304869765,0.6607829096576406,0.5278507352083067,0.5203093802506743,0.46538725509215584,0.4570558740531824,0.4369941880636455,0.4305083368942592,0.40317877556743115,0.39691976673480256,0.3808715464960562,0.37489111818963394,0.3832560265267042,0.37614529160555016,
0.163834,0.3573331528959095,0.3524048592865734,0.6957088406282401,0.6870525704208124,0.8102872038507233,0.7995140200647595,0.6483782417455046,0.6381178739101182,0.5078044673396792,0.5025524876097326,0.4472015773174889,0.441415113231056,0.4215090162485924,0.41591427124532815,0.387872276829529,0.3832635605385172,0.36755288176923434,0.36199950408526216,0.3684282995571631,0.3633286150110979,
0.180218,0.3448797879153566,0.34099988637886497,0.669329858412448,0.6642785186646307,0.7811506124289554,0.7734305160429193,0.6235951711759716,0.6173308570576004,0.48923973089486295,0.4862544938083993,0.4298557343787365,0.4270618368679139,0.40670452078517627,0.4025223607697027,0.37480103881392757,0.3707308640710033,0.3538230354701297,0.35016617267064054,0.3553186773194883,0.3515689418775485,
0.196602,0.33318282929690796,0.3304393042191419,0.6482720536424493,0.6432180002317059,0.7565171592756768,0.7493090032442564,0.6026179240974532,0.5980939099450234,0.4726165943860942,0.4711623562616114,0.41646516042803944,0.41377302285791173,0.39311529819048974,0.3901219946226281,0.36161704708565856,0.35912808587762357,0.34105105309025374,0.33920937256549794,0.3435365413571629,0.34068176895731683,
0.22937,0.31237089202941193,0.31137105381460395,0.6061241704328817,0.6052580991062988,0.7096298546623833,0.7058063621738518,0.5653163206680121,0.5633804292691428,0.44422357823479625,0.4439081613854047,0.3913959524874665,0.3897823842596157,0.36881926803871357,0.36772565633135057,0.33944222169567667,0.3381848749320188,0.32122629490532034,0.319429742285422,0.3218247942172404,0.3210245899099949,
0.262138,0.2939947884979782,0.2945055655036298,0.5699684642544732,0.5717551853996091,0.6675087924903879,0.6673618224497916,0.5315399589008521,0.5326936880364014,0.4184641035630699,0.4197967127237987,0.36760427974130816,0.3685665303645611,0.3466615896212868,0.3479041370888737,0.31956992690372416,0.31967005376002705,0.3014881740989427,0.30194212854291935,0.3030461782986427,0.3036355586782682,
0.294906,0.2777287390350761,0.27941271812126334,0.5360853744548099,0.5418304527507468,0.6320899057472551,0.6329705236286319,0.5025487305503998,0.505242028497927,0.39570623698952256,0.3982140203146241,0.34656650488482627,0.3495828862330585,0.3284998029130968,0.33015263827697244,0.30290629032391986,0.30310940347101306,0.28427893839983787,0.2862997966873502,0.2855110484069731,0.28807001858908715,
0.327674,0.26373335856947305,0.26579701872571154,0.5076587951522324,0.5148802875220556,0.6005937429422297,0.6019493580292673,0.47666480680076356,0.4804834514594051,0.37578593601717253,0.3787387921424551,0.3296445209056539,0.33245890282233664,0.3112010317570617,0.31412620271360275,0.2855053665785756,0.28817660250412824,0.26870686381169795,0.2721949671017656,0.2718263397630414,0.2740236005423414,
0.360442,0.25086398841776336,0.25343891359797704,0.48326121758129453,0.4904567743760201,0.567684647009347,0.5737943234549797,0.45217643030442267,0.45801622265514824,0.35746993181366676,0.3610582037682487,0.31298459271382684,0.3169178885748982,0.2961484556795253,0.2995692854573168,0.271030788236138,0.2746290101211597,0.25590452713414485,0.2593986061281569,0.25784444949582974,0.261270647756643,
0.39321,0.23964461459938022,0.24216644094926237,0.46121867291812746,0.4682097725395892,0.5416225074678627,0.548112294744517,0.4292473240684926,0.4375261840942222,0.33975077097566464,0.34492728603171113,0.2980762558034127,0.30274319659647136,0.2813038947801252,0.2862819663007659,0.2595224467249804,0.2622765653153351,0.24342799911053686,0.24773123020332255,0.2456707556944466,0.2496345998178496,
0.458746,0.21938498736184758,0.22234525556512214,0.42398084243465756,0.4291627021958666,0.49784950599473776,0.5029514420742403,0.3982328796426025,0.4015047884961809,0.3122037169909261,0.31655487633708457,0.27426249460924235,0.2778212855487496,0.25814281612229306,0.2628962538003033,0.23775854824431608,0.2405681047595311,0.2236579876227947,0.2272270557126819,0.22498211794799786,0.2291659812230695,
0.524282,0.20160253105122272,0.20547592650415483,0.3899775646900021,0.39600221912063394,0.4571758114110601,0.4645130580764594,0.3660730898512052,0.37085538354156683,0.28885705582323423,0.29239943568321874,0.2518318496121385,0.2566132951551408,0.23852133199054582,0.24297124077112559,0.2192273174086314,0.22210437740714606,0.20581178412301693,0.2097879811749585,0.20722514431704175,0.21173734739086136,
0.589818,0.18706550632087363,0.19094432867046277,0.360829104587914,0.36748970987172525,0.42372567763711216,0.43139892729521007,0.33912421289994016,0.34445883501884206,0.2673804030439931,0.2715852288085593,0.23392830488535196,0.23834607869960697,0.22178719412712478,0.22579109297566496,0.20268849088848964,0.20620806018210855,0.19015700540531147,0.19477412081123494,0.19265699459382246,0.1967177964109528,
0.655354,0.17483512255795478,0.1782963878087757,0.33631719559574846,0.342712744313134,0.3945112462205608,0.4025752919585769,0.31441154809994315,0.32148807401508483,0.24922494956172603,0.2534643801704201,0.21789695705167983,0.22244810244489607,0.20677818783876853,0.2108255807076287,0.18912261085111465,0.19237888584430152,0.1781256770013943,0.18171286527291447,0.17932606106033422,0.1836404994935951,
0.72089,0.16455101490277663,0.16718860897525917,0.3149877833317712,0.32098330747602555,0.36856225576475343,0.37726007693722863,0.2950812407577551,0.3013176818904879,0.2333737107376429,0.23754653754550378,0.20424442449301658,0.2084870916292848,0.19376467394031352,0.19767294380594921,0.17718657955078299,0.18023877479782235,0.16642034046455592,0.1702470474182923,0.16850204027792415,0.17215206650439596,
0.786426,0.154142889109975,0.15735624830447287,0.2959002141248046,0.3017726071306282,0.34617474194035025,0.35485044519019127,0.27618364224409897,0.2834657803944207,0.21911054215936435,0.22345359772072748,0.19227183394118774,0.19612992665095677,0.18251972456546656,0.18602308366992334,0.1661442868702857,0.1694965706516657,0.1570761333361811,0.16010162302195843,0.15876324127961614,0.1619799575981561,
0.917498,0.13785272392946574,0.1407309896403453,0.2657481175901648,0.2693404923750967,0.31066223698963924,0.3169561459877536,0.24871106933223008,0.2532858304211812,0.19608025198584414,0.19961820936037342,0.17263226048087998,0.17523729150014092,0.16386218188054827,0.166308715703063,0.14905893339039217,0.15134135087044223,0.14131502224971468,0.14295528889758033,0.1419235187367066,0.14477422246652288,
1.04857,0.12487580604543135,0.12721374904513874,0.2411140660913792,0.24301848237885337,0.28041433902912166,0.2861436998151277,0.22351784824227144,0.22875283670911337,0.1773138396833949,0.18023312251421317,0.15602844054584733,0.15825206274900722,0.14854698912574926,0.15026500637503362,0.13442095709758894,0.13658803941022538,0.12800512862590271,0.12902207755521108,0.12951552155906787,0.130779433590925,
1.179642,0.11319828520393703,0.11600929968029902,0.2204307707866141,0.22123226456055117,0.2568911198840833,0.2606016585325005,0.2030438852080048,0.20842080609340552,0.16214045431467194,0.16416096818981962,0.14335563300702905,0.14417410438808045,0.13519330361039836,0.13695619502550377,0.12243089221505228,0.12436438899059471,0.11666748792733578,0.11747808629334443,0.11759048080111713,0.11917531992663384,
1.310714,0.10485927965647815,0.10657234001888573,0.20255992204736195,0.2029054939401245,0.2347369375030836,0.23908772422598412,0.18852724052940822,0.19129852629326544,0.1494642682827206,0.1506214567134946,0.13189914476638315,0.13231771347659058,0.12485386984582363,0.12573962655293236,0.11252424068648473,0.11407281236188047,0.10728584388272264,0.10775886667809893,0.10852388772961859,0.10939903386848922,
1.441786,0.09704111290892442,0.09851646409155597,0.18681278898368997,0.1872773361112896,0.21776287143262463,0.22072150114241415,0.17325670114192035,0.1766838100356417,0.13797311115867392,0.13906144600199616,0.12204910919014253,0.12219705821203099,0.11615649379927802,0.11615932639686112,0.10396110943971255,0.10529016469580675,0.09879834679476496,0.09946474932474049,0.10031382807816783,0.10105151616809399,
1.572858,0.0908045179001516,0.09156021688855555,0.1740700818939077,0.17379475613951156,0.20128670612131494,0.20486165981014098,0.16212589794761023,0.16406531002228308,0.12785275928423812,0.1290778955087005,0.11342007127287296,0.11345830199320964,0.10811285865272957,0.10788280687525657,0.09688520079592206,0.09770842222727594,0.09156222164273277,0.09230480545374903,0.09360018902452322,0.0938419597380395,
1.835002,0.08020731995270505,0.08015732018094761,0.15286609362934636,0.15171868654489648,0.17703802969298776,0.17886247370336106,0.14392214764104996,0.1433833194570483,0.11326304689844693,0.11270953751910094,0.09961624463342192,0.09913432866028171,0.09470997479529894,0.09430769299127764,0.08478300461349406,0.0852843977087337,0.08111278101629037,0.08057211044821407,0.08237960254921389,0.08202083306877685,
2.097146,0.07163302857583193,0.07120655834449094,0.13602899121471054,0.13441206852576157,0.15880312812563172,0.15845318124171562,0.12901777091526084,0.12715122908577084,0.10042295007334627,0.09985844447170106,0.08945950152199092,0.08789142098713275,0.08405737861332094,0.0836447629773881,0.0753466105281187,0.07553581698882703,0.07223037484924402,0.071366107454725,0.07417712006143395,0.07273912460509409,
2.35929,0.06487351077813963,0.06399746888733099,0.12301210737338514,0.12048750176998933,0.142089594577243,0.14201448456332386,0.11618910168648514,0.11407917389600285,0.08990329606922132,0.08950621725779581,0.08159337350921776,0.07883670307149968,0.07587040123449228,0.07505202802279387,0.06784122971222416,0.06768658768655536,0.06504952305339197,0.06395382347514107,0.06663257292440096,0.06526174578868173,
2.621434,0.05844116514225536,0.05806970247989409,0.112553795799359,0.10904777408678878,0.12925397623608229,0.12849706070890354,0.10572115432228806,0.10333156251262449,0.08208977814391417,0.08099276541368888,0.07421837945292123,0.07139169044375943,0.06879055107828706,0.0679833558553572,0.06140655349466507,0.061234130778913175,0.05867572603723014,0.05786061227492585,0.06088913591912509,0.05911218032855127,
2.883578,0.05409043181469385,0.053111873615999956,0.10179035944172429,0.09948696619849949,0.11868788042893814,0.11719108793306796,0.09672303583273056,0.09434329344298914,0.07665365381816433,0.07387148031376962,0.06768134547617784,0.06516512307164372,0.06352687995686856,0.062069029241382995,0.05589271461459689,0.05583865815222954,0.05432102068230206,0.052765576104158614,0.05710993086698239,0.05396799180869525,
3.145722,0.04965397430286899,0.0489058247188186,0.09411700770192216,0.09138112855970094,0.10885244843947163,0.10759923534663908,0.08920259424922847,0.08671851414375267,0.06989247965126873,0.0678293993624306,0.061965279037944,0.05988290245233955,0.06006276947992748,0.057049844793459044,0.05172376779471104,0.05126220727509577,0.04996010610827408,0.048443984931586304,0.051969159431558415,0.049603213355628215,
3.67001,0.042990620227910795,0.04216052647420914,0.08195856368341677,0.07839212824367321,0.09438565643450453,0.09221612943388581,0.07750413043008213,0.07449166061663223,0.060918112564585944,0.05813836772035272,0.053386216961074436,0.051412096602029084,0.05157467753488134,0.0489971546175556,0.044079518379930904,0.04392465098464575,0.043852819418492006,0.041515110421216146,0.04459965895029585,0.042602100291689114,
4.194298,0.03801329553665926,0.03699583547427819,0.07115619108851315,0.06845601622025989,0.08301574312002509,0.08043724543093334,0.06898323998419158,0.0651308708334504,0.05411450389203325,0.050717094321790133,0.04554141476442958,0.044926552303834855,0.04484946109886301,0.04282846959795942,0.03902236986232722,0.03830803722338908,0.03807316377258985,0.03621137768163854,0.039266616237362474,0.03724042914857181,
4.718586,0.03412018254938501,0.0329201914932623,0.06394486329620612,0.060621149548706496,0.0744012375507927,0.07114180026625586,0.06317733875436754,0.05774457957553962,0.04818429338107803,0.04485996446069767,0.03966680264395486,0.03980878699648192,0.038835344132728836,0.03795858538168292,0.03457944527812987,0.03387678930182972,0.03431827728274065,0.032027012057452106,0.03491336103710491,0.03300860898032591,
5.242874,0.03147954083652217,0.02962627254932582,0.0590292622479275,0.05429327165178145,0.06756148011198355,0.06362904843059315,0.05644806003669804,0.05177545815348293,0.043395797659942364,0.040125744263394394,0.03585500287203332,0.035672777089624436,0.033805374054740385,0.03402140646057261,0.03131155154084771,0.030296185633054567,0.030111736409373854,0.028645921377416426,0.03161086614032068,0.029587959758539208,
5.767162,0.02780577258294178,0.026912119396219396,0.052125170018705536,0.049082237993631164,0.062147445518175665,0.05743847030141656,0.05161226055331711,0.046857293296770235,0.03929327792140113,0.036224427576911473,0.03286306595756325,0.03226485702271205,0.03112054050504712,0.03077622902611556,0.02849215161073965,0.027346324559789036,0.027650996972059208,0.025860445012256133,0.028091838428764948,0.026769012827740836,
6.29145,0.02564106941084284,0.0246395798464108,0.04713063452756999,0.044721380635736316,0.05550320383863446,0.0522550322596087,0.045569381162779185,0.042739596038039694,0.03688249828649728,0.03295760691374079,0.031008857839285912,0.02941151187049585,0.028574904896185985,0.02805832834664462,0.026398499713554326,0.024876816361955448,0.024965930433965253,0.023528566010049292,0.02441093259366606,0.02440845327212838,
7.340026,0.022323193210443463,0.02105532389151097,0.04127179236688385,0.03784811323640442,0.047973993379840305,0.044079465216017924,0.03873779866674549,0.036245649926208545,0.03095235873083844,0.027804600929359435,0.02683008259328652,0.02491137086572969,0.023873856824002865,0.023770142423126698,0.022851317301381072,0.02098269114937782,0.021182809326998352,0.019851491916653006,0.021273765003650552,0.020684807458226373,
8.388602,0.02021862445550209,0.018364270100565606,0.03669690124004412,0.032691904661718674,0.04027881972087112,0.037941051511041886,0.03450805406530602,0.03137045446314912,0.02695985202872583,0.023935220581871287,0.02292680529725769,0.02153281925084132,0.021470168519059554,0.020549221303067154,0.019689346532161096,0.018059700875447286,0.018512007322571068,0.01709144700521843,0.018587253179066083,0.017888590780207325,
9.437178,0.01820671533452737,0.016275965699511785,0.033430106296073625,0.02869345344148655,0.036036808469566944,0.03317739373350538,0.03135988648089279,0.027587521621395286,0.02426936208131127,0.020932168863554656,0.02003176697519786,0.018911104069287754,0.01969126425305759,0.018048813438988832,0.017732167599290395,0.01579189118738633,0.01684373972346279,0.014950074747415302,0.01658325009557139,0.015718334209573,
10.485754,0.0172791699438816,0.014612823333397482,0.028275444352345823,0.02551107247844375,0.03388015662298077,0.029383477904790952,0.028450531053009608,0.02457497798659795,0.02149033375447833,0.018540270199822267,0.01761333428032378,0.01682321937120981,0.017751545245534038,0.01605682012460377,0.015690064312277024,0.013986129606203558,0.015137434240196708,0.013245001176609967,0.014493512481303093,0.013989681354308548,
11.53433,0.01526208838389012,0.013260269172142266,0.026315510240882734,0.022924469547095577,0.029708159632734193,0.026297993975470568,0.024784044683183567,0.022125177158301732,0.018212195936975702,0.016594874700201004,0.015531115059968199,0.015125294007248668,0.0156871639696091,0.014436352630967318,0.013791261688732846,0.012517838947869757,0.013023414042925889,0.0118585895751748,0.013237715375910834,0.012583672738389416,
12.582906,0.01409507625387537,0.012141147622828379,0.02404319586735884,0.02078538791824148,0.024834316907893346,0.023744967635470855,0.023462056787695317,0.020098296852098595,0.016678162863091296,0.014985093871818846,0.013695830460745366,0.013720446332333736,0.01447600242553575,0.013095199041073518,0.012366537839416302,0.011303142555378553,0.011700455925774875,0.010711636741755527,0.0121558033181622,0.011420188472463844,
14.680058,0.01221418894241757,0.01040314278538986,0.0208962466894383,0.017465618068158273,0.019933719704256295,0.01977998504776534,0.019719020758459063,0.016950773937349416,0.013374023732403595,0.012484819247509119,0.012281849148919636,0.011538784746798501,0.013122367179626978,0.011011653978392955,0.010373195991249808,0.009417087735209292,0.009945552775124131,0.008930779562275991,0.010465143602173307,0.009613017191296952,
16.77721,0.010000141354379367,0.009122423378948004,0.01681109605754007,0.015021302764199846,0.017759350533313505,0.01685812705251765,0.016395503486365967,0.014631606219367006,0.012458171769811975,0.010642148399278373,0.011692846172157942,0.009931208468838652,0.010787675434631333,0.009475665866541676,0.008688924137392133,0.008027608365088663,0.008599046713240632,0.007618811640809773,0.00942838237232892,0.008281088692293413,
18.874362,0.009294861603927958,0.008144625889554382,0.013899517596947221,0.013156442629839818,0.01645563066337286,0.014627295143659473,0.015216889107799841,0.012861119424580798,0.010501303139012262,0.009235155025326507,0.010982465155302289,0.008703909847763522,0.009826743614247322,0.00830255176196244,0.007523501963476722,0.006966997650788444,0.007376645807946138,0.006617373905117235,0.008086032598581675,0.007264035089473905,
20.971514,0.008758738218572724,0.0073770452570404935,0.011018449239023634,0.011693411699727966,0.014273942286218793,0.012876024905366644,0.013506484735314421,0.011471366330758423,0.00960592521956043,0.008130541400671393,0.00934679695704339,0.007740500000197919,0.008402513105704746,0.007381352947038296,0.006494240197521872,0.006134560673696677,0.006271144461152547,0.005831384796248602,0.007195457233863447,0.006465528460414757,
23.068666,0.007575933660649517,0.0067608058149196786,0.0107760261763092,0.010519481875983384,0.01247630716185395,0.011470014331058114,0.01238970584183038,0.010355694488861387,0.00862887303474479,0.0072436424209231165,0.008477636638278581,0.006967064768406329,0.00640122961661806,0.0066415756100307866,0.006189796072989093,0.00546636092904494,0.0055927744020283394,0.005200472468405462,0.007162933068246886,0.005824382740713421,
25.165818,0.006939616807931151,0.006256816887063393,0.009048151930300775,0.009559854793696884,0.01075696350555969,0.010320090819197011,0.010929813000283338,0.009443296757511219,0.007558525302981978,0.0065182386585364545,0.007344320683364503,0.006334530287815824,0.005667413727150654,0.00603639984080959,0.004812787956937683,0.004919955634660761,0.005420238617157676,0.004684560721613501,0.006363532498195914,0.005299967508081405,
29.360122,0.006541204982915243,0.0054857570433126295,0.009393329395632026,0.008092612358197691,0.008978125161662614,0.008560760892079008,0.009995088010324551,0.008047503429860266,0.0074180063540245245,0.005408322375097072,0.005978718966995485,0.00536683857739142,0.00588318098222532,0.005110237791462285,0.0046937209176117186,0.004084155985698841,0.004497781279078863,0.0038954100618312686,0.0058921672522694556,0.00449754686511911,
33.554426,0.005288752697242414,0.004927625319314954,0.007865808109558494,0.007031315618409648,0.007948793158101512,0.00728723112630606,0.007749397692266133,0.00703724061642283,0.0065201544890054475,0.004604815387485654,0.0042881840340654965,0.004666401856859055,0.0057201423461773395,0.004439584740085856,0.00462660092820236,0.003479292663862988,0.003871242768214973,0.003324310622616535,0.004979686604433438,0.003916620971266187,
