Time (ms),clean,clean fitted model: ,0cd20,0cd20 fitted model: ,19e3e,19e3e fitted model: ,34a6d,34a6d fitted model: ,484af,484af fitted model: ,714af,714af fitted model: ,34766,34766 fitted model: ,c1204,c1204 fitted model: ,fe81d,fe81d fitted model: ,ff67b,ff67b fitted model: ,
0.001146,0.9530319023668704,0.9169611367101069,0.8981856919376223,0.8662306097554195,0.5348228830807072,0.5087180311761641,0.2921354871296649,0.2838019504712552,0.5624695568007416,0.5345082077966001,0.3837665135767289,0.3617145576683386,0.2925954487073636,0.27526029611277175,0.18946661349002777,0.17486950904229986,0.6400448272395586,0.6144280518380913,0.508585500632826,0.48687365905858404,
0.001274,0.9484553438579854,0.9160007934029695,0.9084170118326019,0.8653152923468369,0.5346347205602278,0.5080591073153469,0.28094998110658953,0.28303439135949704,0.5569307707232558,0.5338362800348158,0.3860850031649324,0.36115804106283594,0.29240851872928697,0.2747117550405935,0.18847373033018006,0.17443634947347383,0.642607270640088,0.6136988994843341,0.5102234643688427,0.4862127542293352,
0.001402,0.9417991076941077,0.9150431490722565,0.8879808274829106,0.8644025100522652,0.5274466165638867,0.5074021188584269,0.27351250910265995,0.2822692845988594,0.552328656912398,0.5331663054739614,0.3725211291770041,0.36060330698942467,0.2804408640152314,0.2741657164608398,0.17053393463057614,0.17400458589641984,0.6347175634527092,0.6129718218014971,0.5045099608545386,0.48555382501619876,
0.00153,0.935356659535643,0.9140881943868082,0.8810623616308669,0.8634922540585084,0.5131532014564035,0.506747058746684,0.2724571778325977,0.2815066223538248,0.5406130633657702,0.5324982770305459,0.362933883773312,0.36005034833021543,0.2716670568301642,0.2736221632668775,0.16972885875648225,0.1735742137883717,0.6183339062024337,0.6122468113852424,0.4945381204184114,0.4848968640865121,
0.001786,0.9269499946042117,0.9121863167965931,0.8732924666040301,0.8616792858834579,0.51218842618424,0.5054426954632784,0.2706907961520691,0.2799886001935905,0.5354333790808555,0.5311680303012916,0.36431347575840767,0.35894972894242444,0.2747367723885356,0.2725424453858492,0.16574774970003808,0.1727176259614782,0.6230337448167491,0.6108029628775504,0.49208906382200285,0.4835888178952786,
0.002042,0.9257302758283015,0.9102950866593863,0.8789233485567186,0.8598763179656006,0.512799248214779,0.5041459615514563,0.2743529050942297,0.27848026269392057,0.5435817396964495,0.5298454837344059,0.3619015227036585,0.357856126592457,0.27848981252773675,0.2714724676241332,0.17707260146724346,0.17186655010300006,0.6262403992832795,0.6093672952946317,0.4910032679897799,0.48228855758630335,
0.002298,0.9128715003224177,0.9084144305390958,0.8622096106820559,0.8580832809642869,0.5061369547036847,0.5028568015385257,0.26747863272112965,0.2769815480666814,0.5303323844274598,0.5285305816576057,0.3591671698859526,0.3567694854769256,0.2723493960896262,0.2704120986140214,0.17580345018484755,0.1710209505554242,0.6081582262307815,0.6079397504204825,0.48294289108290883,0.48099602555954996,
0.002554,0.9097995777395035,0.9065442755324836,0.8586206095172002,0.8563001060503771,0.504991175196124,0.501575160389103,0.25912903188513975,0.2754923949179473,0.5325035874125269,0.5272232688353237,0.358370091188298,0.35568975029109634,0.2614571179191913,0.26936120933963875,0.16401384841323774,0.17018079189201393,0.6082347483941727,0.6065202704860948,0.4804258556419765,0.4797111646802401,
0.00281,0.9025368317088442,0.9046845492652015,0.8502088521235566,0.8545267249023443,0.49015813327277735,0.5003009835014727,0.2507191215878744,0.2740127422454862,0.5175709073292912,0.5259234904650932,0.34782498361710934,0.35461686622397837,0.25872117937419875,0.26831967308454757,0.16523175145489588,0.16934603891531477,0.5965320882700387,0.6051087981658617,0.47247397744755926,0.4784339182748525,
0.003066,0.9034828487415355,0.902835179887856,0.8564546084056309,0.8527630697024102,0.4959709454343148,0.4990342167039805,0.25919303626487317,0.27254252943626,0.5171183864459646,0.5246311921739641,0.3511384693823047,0.3535507789534673,0.26060279494299793,0.2672873653807464,0.16343092686026583,0.16851665665567023,0.6027770631064202,0.603705276574012,0.4749261736386478,0.4771642301271577,
0.003578,0.8922663798941481,0.899167227006791,0.8432235848174676,0.8492646683714846,0.48996354892009014,0.49652269882166744,0.2512796159232237,0.2696301828864488,0.5197923063251195,0.5220688204635051,0.34670776634882405,0.3514387799295021,0.26201491385593206,0.2652499487006008,0.1670215956880779,0.1668738655390695,0.5969027913322171,0.6009218602103733,0.46845678294502435,0.474647306002864,
0.00409,0.8876956895304441,0.8955398524456635,0.8385207976411806,0.8458043694453525,0.4906648441581671,0.49404018183501763,0.25527891770225913,0.2667548780541332,0.5176561019557815,0.5195357271764371,0.3452437422841677,0.3493533282388117,0.26010610302675763,0.2632480066696548,0.15881660952427373,0.16525214328511562,0.5934986440572096,0.5981695749721235,0.4674985471315387,0.47215995157501456,
0.004602,0.8804545968841277,0.891952499913372,0.8316106625015677,0.8423816481293963,0.48679965146012194,0.4915862474922,0.2492109932325749,0.2639161437947637,0.5099922431026872,0.5170314924333267,0.3438397588044501,0.3472940064210584,0.2549813381071656,0.26128061958851345,0.15359717088902486,0.16365121818808284,0.5892285385512183,0.5954479812503883,0.4621283914227816,0.46970173318026043,
0.005114,0.875922084689422,0.8884046211506292,0.8261514265066985,0.8389959873281648,0.4825537016803989,0.4891604840866895,0.24805511409655379,0.2611135149564171,0.5057859520457256,0.5145557028935044,0.3387393963907779,0.3452604043895426,0.2544636844254979,0.2593468992772282,0.157259856051446,0.1620708220477816,0.5836392141334514,0.5927566461415489,0.4596661576901972,0.4672722241036259,
0.005626,0.8719868561408796,0.8848956758110815,0.8214382322928264,0.8356468775287555,0.4755026704185865,0.48676248634917385,0.24502313925070623,0.2583465323035756,0.5023461073017522,0.5121079516476466,0.33410455779091525,0.3432521192879274,0.24626924169811376,0.25744598773649546,0.15369713283015946,0.16051069012431693,0.5810427490501036,0.590095143340135,0.45386094195194837,0.4648710044600739,
0.006138,0.8670322033533012,0.8814251313442203,0.8159207304617738,0.8323338166860128,0.47485441223990316,0.48439185534133744,0.2417150015639008,0.2556147424418735,0.4952206762240915,0.5096878381122107,0.3302441424943301,0.34126875535002643,0.24666741202564105,0.2555770558765203,0.15315347729362197,0.1589705610934304,0.5740354333344334,0.5874630530335024,0.45032725184577815,0.46249766107821344,
0.007162,0.8581494321874913,0.8745971531155976,0.8125235085807989,0.825813870352295,0.4682938270792599,0.4797311287920249,0.23676952768035545,0.2502549562753584,0.49258350037244975,0.5049289528466957,0.325884470084764,0.3373752425309682,0.24292270288218867,0.2519319522026462,0.14914444299424687,0.15594928322662163,0.570339577197014,0.5822854624984498,0.4472400499128555,0.45783298329917105,
0.008186,0.8503254973011924,0.8679165776389318,0.8008293800082352,0.8194322770698083,0.4612519306734501,0.4751752356311541,0.23390146507427356,0.24503064332529706,0.4873003311091596,0.5002759650466103,0.3200089929143064,0.333576836463952,0.23900736047376953,0.24840548931808115,0.14535707419587646,0.15300496450509432,0.5657152251299783,0.5772206419990126,0.44100618736107217,0.4532750153803958,
0.00921,0.8452346570024725,0.8613794136205145,0.7968871713726261,0.8131852780126276,0.46113876910800655,0.47072120185290045,0.23255708754057022,0.2399383792608767,0.4865223841135214,0.49572588741800294,0.32309844030943996,0.3298706126385919,0.24030659312085584,0.2449919595087636,0.14411738842580116,0.15013563287410384,0.560257645218623,0.5722654564312804,0.43822267198686693,0.448820682257094,
0.010234,0.8352527420457743,0.8549817838522963,0.7873846985555453,0.8070692234151993,0.45441941415855347,0.46636614516533187,0.230273365286797,0.2349748263074462,0.4817345639646061,0.4912758243526229,0.3158747869833954,0.32625374751384145,0.23583605181652273,0.24168601540985746,0.14219110431192095,0.14733936683579213,0.55239790761003,0.5674168650507907,0.43189511891051474,0.444467005818137,
0.011258,0.8337345384994157,0.8487199218685968,0.7865876500153813,0.8010805693052351,0.4538315155642194,0.46210727200824114,0.22959343537094648,0.23013673105865234,0.4752383404357537,0.48692296896173815,0.3156854134577023,0.3227235146954433,0.23269744986087476,0.23848264200989067,0.14146875829672048,0.1446142941526909,0.5515777925722615,0.5626719184995745,0.43171394998922025,0.44021110165823274,
0.012282,0.8278135252605513,0.8425901687028284,0.7778398004201105,0.7952158743371284,0.44460211654847115,0.45794187467287406,0.22289700388009917,0.22542092234387845,0.4692193105731631,0.48266460021072033,0.30877961090858613,0.31927728127190713,0.228064619060674,0.23537713122498857,0.135091737372204,0.1419585905844829,0.5449561803529052,0.558027755930791,0.4242841574606121,0.436050175945374,
0.01433,0.8136396684411236,0.8307128716702734,0.7674936641460631,0.7838450912562336,0.4406793977534471,0.44988108929193943,0.2175047062486894,0.2163438785932047,0.46343230833468474,0.47442085124442157,0.3043625195187685,0.3126267274453989,0.22452622176826673,0.22944226310219348,0.13412413018187286,0.13684822646379907,0.5360631787127826,0.5490307653131022,0.41771519425661774,0.4280025193761617,
0.016378,0.8060596391807308,0.8193226537706148,0.7579611978706213,0.772931281642624,0.4324616971239681,0.4421637410037828,0.2120303388260628,0.20771989271920327,0.4578205818184383,0.4665244233805018,0.2993584458647786,0.3062827624733611,0.21920281111234532,0.22384905594264215,0.12994513158160853,0.13199459450537543,0.5297496645529167,0.5404046732136737,0.4116831515130537,0.42030338473494694,
0.018426,0.7943717128869278,0.8083938041674055,0.7491274042115309,0.7624503081064623,0.4266370495365295,0.43477098691558214,0.21136932546639428,0.19952635047222378,0.45054274789503224,0.458956368497453,0.29540038042038097,0.30022734816549695,0.21802124139215073,0.21856878202372057,0.12659678696953822,0.12738470713499006,0.5214050227403473,0.5321295070313923,0.40592232483825164,0.4129333871895898,
0.020474,0.7862020339715003,0.7979020522689503,0.7394894554725837,0.7523794029724528,0.4223583587613304,0.4276851129812545,0.2061796841350148,0.19174176638619733,0.44663605086487007,0.45169886845813206,0.29203123016105176,0.2944436384078248,0.21317254630407362,0.21357584652037306,0.12710004823934998,0.12300623411772699,0.5169653640670098,0.5241864648430801,0.40032130516344144,0.4058743260836988,
0.022522,0.7791755277161048,0.7878244849824059,0.7322582139940335,0.7426970879985462,0.41591945408728603,0.42088946277989353,0.20364707320141875,0.18434572743573763,0.4389713562355724,0.44473516415233977,0.2846648784004705,0.2889158932342413,0.20812101935492555,0.20884737176760282,0.12131800538964696,0.11884746927842604,0.5094421963207086,0.516557843601479,0.39366856828450725,0.39910910822269174,
0.02457,0.7694692632063307,0.7781394688160539,0.7232555647484977,0.7333830989208556,0.408775422776977,0.41436837099956714,0.1997648421524714,0.1773188395055813,0.43235594092283036,0.4380494892025294,0.2815223117346681,0.2836293996297152,0.20418694649526176,0.20436284601373506,0.11739968824677204,0.11489729890748779,0.5030627547017095,0.5092269719098237,0.3900462653787981,0.39262167640267104,
0.028666,0.7525554434561208,0.7598665181325348,0.7067849241493317,0.7157846899790892,0.397734668046623,0.4020917882525071,0.19030788735897775,0.1642997321827472,0.4206077342665919,0.4254537578516718,0.2707090310699516,0.27372601722054635,0.19526432858563328,0.19605367923706243,0.11059102236986058,0.10758107061373184,0.4889815555509811,0.49539657611706145,0.3758780238972974,0.38042072689252965,
0.032762,0.7366644780292866,0.7429330425372112,0.6911862532300972,0.6994437505534203,0.38716299585391123,0.3907476029006161,0.18331136892102695,0.15254779952875794,0.41094423251237666,0.41380314273435287,0.2634852879384826,0.26463368773117474,0.19001250393794325,0.18852128302579851,0.1051170342674478,0.10097938645221896,0.4780203712268738,0.48258024477722283,0.36663807843313995,0.36916131893516063,
0.036858,0.7234062035757707,0.7272050881568703,0.6796297921064447,0.6842351590344178,0.3785202850389949,0.3802403341653446,0.1772436278855354,0.14193969738538262,0.4002356747840242,0.4030014279273679,0.2543455532998295,0.25626491064541856,0.18251597457820984,0.1816613456249467,0.10068471733502382,0.09502179481335574,0.46740181042264517,0.47067581522451846,0.3570746994827708,0.35874604886004047,
0.040954,0.711814208387501,0.7125631099820801,0.6678809135229763,0.6700473734874473,0.36983833205021827,0.3704853101123331,0.17160923557082525,0.1323640876594896,0.3917344374698444,0.39296324314621184,0.24982635038119536,0.24854284546781652,0.17880012368196632,0.17538743265359333,0.09687847388888329,0.0896447943033187,0.4582153001091483,0.45959248824356114,0.34968237392665147,0.3490887051222582,
0.04505,0.6997816858799837,0.6989003794199427,0.655523775238535,0.6567809062458104,0.3623885425017407,0.3614073793535613,0.1672482037195761,0.12372046967751171,0.38380979183854447,0.3836127764383354,0.24218008841935654,0.2413999046299161,0.17175397345083948,0.16962731458696734,0.09313946678488455,0.08479114789901333,0.4486407117864086,0.44924950413045306,0.341290727408138,0.34011290628429036,
0.049146,0.6883044223727532,0.6861215710892872,0.6440567894784467,0.6443469739333816,0.3551316450924028,0.3529397827136653,0.16199668432881434,0.1159181252934503,0.37719300046864473,0.3748826459940902,0.23781155426742562,0.23477654581333987,0.16708938502843107,0.1643201638372246,0.08793371803454897,0.08040926480034709,0.4409964374557095,0.4395749784642483,0.33470771021450035,0.3317509127264525,
0.057338,0.6684797349587491,0.6628840492687058,0.6256585540121948,0.621668067606145,0.3412803784996386,0.33760470317187835,0.15392534451547338,0.1025176767932233,0.36268714181097145,0.3590502010020389,0.22670510065264465,0.22288454326086585,0.15909406777229268,0.15486595207570047,0.0837130601653651,0.0728793686173331,0.42586365187866004,0.42198211691031984,0.3208922271482826,0.3166344958492228,
0.06553,0.6505133025324344,0.6422717230118121,0.6080069919855473,0.6014723468138757,0.3296897445554945,0.32407917066750896,0.14621322416046953,0.09159870938378079,0.35124216769947186,0.3450607558043485,0.2172565612894108,0.21251536247256295,0.15289905462301273,0.14669493586110205,0.07714100199126298,0.06673546454406694,0.41251803151440114,0.40638034622089736,0.3096911505856411,0.3033340661297017,
0.073722,0.6340413482448476,0.6238212185288484,0.5921874590462036,0.5833291632120204,0.31834643190796336,0.3120446017572144,0.13866029911481498,0.0827016498299829,0.33794634447112787,0.33259201351900386,0.20941431696985266,0.20339298467363853,0.14410120562917514,0.1395614573995294,0.07209810399205205,0.06171785693863442,0.3995190247766587,0.3924240268121739,0.29814821749914994,0.29152824330419674,
0.081914,0.6183709101197771,0.6071608354789171,0.5775328971790383,0.5668931127977852,0.307338718442741,0.3012468760779782,0.13279283179344614,0.0754520384056426,0.32908557815914735,0.3213866252616973,0.2015651463857917,0.19529936874701628,0.1389231164788682,0.13327880608883608,0.06855236743618706,0.05761555064557544,0.38817228566151823,0.3798366707234549,0.287467378352353,0.28096117868852666,
0.090106,0.6042357722046017,0.5919917540763464,0.563723950026404,0.5518863928572265,0.29913220858607614,0.29148249663043513,0.12610293140218018,0.06954476577052499,0.3199071028611403,0.3112382945823811,0.19466701974937622,0.18806126364515452,0.13293034719189137,0.12770253821140215,0.0640023935301826,0.05425711586194301,0.37728788787421097,0.368396309664328,0.27923674255275627,0.2714283109883103,
0.098298,0.5900700874703877,0.5780731647394732,0.5491852936918491,0.5380848961620421,0.2902876511712144,0.28258783273496363,0.12253134611215152,0.0647312291964692,0.3102368082186156,0.3019809662016878,0.18701007443848985,0.18154020031644585,0.1272415060801042,0.12271915728360741,0.06051613448879054,0.05150326695883552,0.3669444312643207,0.3579240614888324,0.2700787751270094,0.2627653489846451,
0.114682,0.5651676952500084,0.5532460452281117,0.5254944045538894,0.5134060745833089,0.27484017919866793,0.26690399726669706,0.11344726828569976,0.057612633976570904,0.29401450900565956,0.28562754102946575,0.17689449802932872,0.1702251941600563,0.1189065871440117,0.11418688968650233,0.05507514629371825,0.047377862910812,0.3485545011270914,0.3393320146255988,0.25530004589027766,0.2475439354471625,
0.131066,0.5423113482556862,0.5315226357616302,0.5033604374367442,0.4917743816252193,0.2608211852314297,0.2534077337064028,0.10571327390565174,0.05288553826334816,0.2788833831114526,0.2715250290146204,0.16587311995484405,0.16069317375407502,0.11111876476561977,0.10714548825883004,0.04921092476827343,0.04456545723527069,0.33181564926140417,0.32319585639962695,0.24101084622826707,0.2345072049409378,
0.14745,0.5204695355159215,0.5121333302149224,0.48242371265252676,0.47246457439371803,0.24760983349437413,0.2415707893004718,0.09858219662955114,0.04974615221545593,0.26556779946046905,0.25913479994660005,0.15681363108420593,0.15250176512312874,0.10458764166771073,0.10123242178683378,0.046372366543301485,0.042621137354916204,0.316112674333601,0.30893401036415447,0.2277641188137971,0.2231255272313097,
0.163834,0.5012075958182065,0.49455761394565245,0.46392755187424234,0.45498117866823207,0.236486629281469,0.231030911937352,0.09317443083850106,0.04766084208287828,0.2534964513385212,0.2480866310188422,0.14917396182272086,0.1453474269490565,0.09870601830515377,0.09619390632512695,0.041635092034451704,0.041251140591158454,0.3030632533709649,0.2961467035333221,0.21731109208748153,0.21303542245189697,
0.180218,0.4828698167595054,0.478436402712564,0.44609663472332006,0.4389780184904349,0.22533900147372948,0.2215335560000341,0.08818795031660713,0.046275329962700285,0.24257097390238666,0.23811975747404474,0.1417406733162302,0.13901642703656117,0.09413682439269924,0.09184697408081058,0.03865873924367173,0.04026148831065303,0.28929543885693687,0.28455240119637015,0.20707855730663297,0.2039811541875218,
0.196602,0.4668991660850184,0.4635161730239293,0.4297892111752277,0.4242070352023483,0.21604097025634128,0.21289513645701047,0.08371424557538547,0.0453544117798657,0.2322951661976666,0.22904565720020242,0.1343720213720107,0.13335429769978013,0.08877909493046807,0.0880563834430153,0.0368579057076126,0.03952407919677272,0.27873304636459584,0.2739475790557872,0.1978609837434315,0.19577801471253423,
0.22937,0.4380373347371904,0.4365904317661528,0.4031949892597684,0.397675028616727,0.19989671013671803,0.19768349379405095,0.0765264527666621,0.04433423491035127,0.21562118451433832,0.2130489170311783,0.12460040553585615,0.12360596845756479,0.08125627980653338,0.081759295524359,0.032290991052665766,0.038496280272648085,0.2586858136642814,0.25513730578719124,0.18261505945357023,0.181409672245246,
0.262138,0.4119846256370668,0.4127869564992899,0.37741250631874923,0.3743766992386135,0.18508668191200742,0.1846420593330438,0.06997199265662811,0.04388098669649228,0.20041344048844947,0.1993181234083499,0.11484520900707039,0.11546978232206029,0.0749559380552612,0.07673186733611144,0.029073026847132456,0.03778028371410543,0.24070770405788725,0.23887403662227955,0.16905901172235727,0.16917050373460257,
0.294906,0.38919215717057154,0.39149257760231954,0.35588573282501973,0.3536722261026824,0.17287901669861347,0.17329327625275728,0.06488104873921827,0.043677618000835916,0.1865791860318236,0.18735832123896853,0.10673439573178885,0.1085501711510269,0.06973953696774579,0.07261734996953641,0.02724852902431822,0.037206863568832425,0.22485936556962496,0.22461998721546367,0.15714655993104357,0.15857974298363503,
0.327674,0.3691320762297902,0.3722872053668253,0.33645332865925837,0.3351156641074716,0.1616652144671004,0.16330861681932826,0.06067439231267056,0.043584386444151815,0.1750824239201099,0.17682794521516815,0.099532329042248,0.10258105491666254,0.06494061754361825,0.06918130078658119,0.024209856403413325,0.036701968057720025,0.21117383322805405,0.21200148635267269,0.14655504225933272,0.1493079631571429,
