Time (ms),clean,clean fitted model: ,0cd20,0cd20 fitted model: ,19e3e,19e3e fitted model: ,34a6d,34a6d fitted model: ,484af,484af fitted model: ,714af,714af fitted model: ,34766,34766 fitted model: ,c1204,c1204 fitted model: ,fe81d,fe81d fitted model: ,ff67b,ff67b fitted model: ,
0.001146,0.9530319023668704,0.916960039592776,0.8981856919376223,0.8662305779253517,0.5348228830807072,0.5090942061486922,0.2921354871296649,0.2697992411070777,0.5624695568007416,0.535107125333863,0.3837665135767289,0.36256946642132964,0.2925954487073636,0.27525701688612814,0.18946661349002777,0.1749871073495773,0.6400448272395586,0.6147169990668824,0.508585500632826,0.4873485830630333,
0.001274,0.9484553438579854,0.9159997072091924,0.9084170118326019,0.8653152610804821,0.5346347205602278,0.5084257781138657,0.28094998110658953,0.2692690857170241,0.5569307707232558,0.5344202157620466,0.3860850031649324,0.3619926685962267,0.29240851872928697,0.2747329465142212,0.18847373033018006,0.17455161779540784,0.642607270640088,0.6139805874763543,0.5102234643688427,0.4866756684843387,
0.001402,0.9417991076941077,0.9150420737552277,0.8879808274829106,0.8644024793468028,0.5274466165638867,0.5077593373504385,0.27351250910265995,0.26874069447905197,0.552328656912398,0.5337353395376003,0.3725211291770041,0.3614177214862448,0.2804408640152314,0.2742106105203612,0.17053393463057614,0.1741175343431891,0.6347175634527092,0.6132462910841714,0.5045099608545386,0.48600479266191415,
0.00153,0.935356659535643,0.9140871298998876,0.8810623616308669,0.8634922239111277,0.5131532014564035,0.50709487663323,0.2724571778325977,0.2682140611358621,0.5406130633657702,0.5330524893268866,0.362933883773312,0.36084461821885677,0.2716670568301642,0.2736900027465932,0.16972885875648225,0.17368485243163032,0.6183339062024337,0.6125141023416674,0.4945381204184114,0.48533594809153385,
0.001786,0.9269499946042117,0.9121852738306271,0.8732924666040301,0.8616792568438475,0.51218842618424,0.5057718665774857,0.2706907961520691,0.2671660432177114,0.5354333790808555,0.531692837753145,0.36431347575840767,0.35970391585642025,0.2747367723885356,0.27265394733908577,0.16574774970003808,0.17282367505929058,0.6230337448167491,0.6110560177553197,0.49208906382200285,0.48400432283822054,
0.002042,0.9257302758283015,0.9102940650297842,0.8789233485567186,0.8598762900226347,0.512799248214779,0.5044566907065322,0.2743529050942297,0.26612498235533555,0.5435817396964495,0.5303412029342962,0.3619015227036585,0.358570507065827,0.27848981252773675,0.27162473147320354,0.17707260146724346,0.17196804948323413,0.6262403992832795,0.6096062739035326,0.4910032679897799,0.4826807332817429,
0.002298,0.9128715003224177,0.9084134300625704,0.8622096106820559,0.8580832541069177,0.5061369547036847,0.5031492922255044,0.26747863272112965,0.2650908292996484,0.5303323844274598,0.5289975272100937,0.3591671698859526,0.3574443378300111,0.2723493960896262,0.270602306683819,0.17580345018484755,0.17111793974283643,0.6081582262307815,0.6081648114291216,0.48294289108290883,0.48136512044825264,
0.002554,0.9097995777395035,0.9065432960270421,0.8586206095172002,0.856300080267633,0.504991175196124,0.501849614781147,0.25912903188513975,0.2640635351570896,0.5325035874125269,0.5276617533629969,0.358370091188298,0.356325354554459,0.2614571179191913,0.26958662485657425,0.16401384841323774,0.17027331011048302,0.6082347483941727,0.6067315714278626,0.4804258556419765,0.48005742582882593,
0.00281,0.9025368317088442,0.904683590550136,0.8502088521235566,0.8545267001833314,0.49015813327277735,0.5005576024582197,0.2507191215878744,0.26304305138702,0.5175709073292912,0.5263338246146303,0.34782498361710934,0.3552135040637664,0.25872117937419875,0.26857763822530323,0.16523175145489588,0.16943412509005948,0.5965320882700387,0.6053064954448877,0.47247397744755926,0.47875759137561374,
0.003066,0.9034828487415355,0.9028342417837368,0.8564546084056309,0.8527630460363105,0.4959709454343148,0.4992731997759331,0.25919303626487317,0.26202932979913635,0.5171183864459646,0.5250136846222687,0.3511384693823047,0.35410873359822576,0.26060279494299793,0.26757529936947133,0.16343092686026583,0.16860034941545088,0.6027770631064202,0.6038895254711094,0.4749261736386478,0.47746555949802544,
0.003578,0.8922663798941481,0.899166329591341,0.8432235848174676,0.8492646467790584,0.48996354892009014,0.49672700356121313,0.2512796159232237,0.2600219821450154,0.5197923063251195,0.522396547692048,0.34670776634882405,0.35192022376197396,0.26201491385593206,0.26559037701492216,0.1670215956880779,0.16694888618028214,0.5969027913322171,0.6010796737224593,0.46845678294502435,0.47490467537098285,
0.00409,0.8876956895304441,0.8955389950162778,0.8385207976411806,0.8458043498842304,0.4906648441581671,0.4942105908461781,0.25527891770225913,0.25804111358197973,0.5176561019557815,0.5198099004119128,0.3452437422841677,0.34975941115408116,0.26010610302675763,0.2636314852452284,0.15881660952427373,0.16531864281964442,0.5934986440572096,0.5983015608908546,0.4674985471315387,0.47237432172520255,
0.004602,0.8804545968841277,0.891951681777362,0.8316106625015677,0.8423816305578018,0.48679965146012194,0.4917235330681958,0.2492109932325749,0.2560863509403964,0.5099922431026872,0.5172533073719048,0.3438397588044501,0.3476258883204362,0.2549813381071656,0.26169825688218284,0.15359717088902486,0.16370934533379597,0.5892285385512183,0.595554738593878,0.4621283914227816,0.4698740539155961,
0.005114,0.875922084689422,0.8884038416250913,0.8261514265066985,0.8389959717049076,0.4825537016803989,0.4892654082839904,0.24805511409655379,0.2541573264143397,0.5057859520457256,0.5147263398051602,0.3387393963907779,0.3455192541402086,0.2544636844254979,0.25979033003847457,0.157259856051446,0.16212072326225924,0.5836392141334514,0.5928387652484615,0.4596661576901972,0.46740343425807357,
0.005626,0.8719868561408796,0.8848949342227668,0.8214382322928264,0.8356468638132245,0.4755026704185865,0.4868358010626611,0.24502313925070623,0.2522536774833622,0.5023461073017522,0.5122285754823146,0.33410455779091525,0.343439113723378,0.24626924169811376,0.2579073480402622,0.15369713283015946,0.16055250963809312,0.5810427490501036,0.5901532059633933,0.45386094195194837,0.4649620319151423,
0.006138,0.8670322033533012,0.8814244270294062,0.8159207304617738,0.8323338048381688,0.47485441223990316,0.4844343023805058,0.2417150015639008,0.2503750468354231,0.4952206762240915,0.5097595986076523,0.3302441424943301,0.34138507830998954,0.24666741202564105,0.25604895935089994,0.15315347729362197,0.15900444094275668,0.5740354333344334,0.5874976324335921,0.45032725184577815,0.4625494227834755,
0.007162,0.8581494321874913,0.8745965213940945,0.8125235085807989,0.8258138621219622,0.4682938270792599,0.4797140259562274,0.23676952768035545,0.24669143672807775,0.49258350037244975,0.5049063755771388,0.325884470084764,0.3373537975114353,0.24292270288218867,0.2524045809883882,0.14914444299424687,0.15596770123966472,0.570339577197014,0.5822747617278642,0.4472400499128555,0.4578089207503975,
0.008186,0.8503254973011924,0.8679160159670413,0.8008293800082352,0.8194322723035251,0.4612519306734501,0.4751014310795264,0.23390146507427356,0.24310373890674944,0.4873003311091596,0.5001634691816521,0.3200089929143064,0.3334224205438801,0.23900736047376953,0.2488544825741086,0.14535707419587646,0.15300846329396345,0.5657152251299783,0.5771668545039298,0.44100618736107217,0.4531786658640096,
0.00921,0.8452346570024725,0.8613789195263033,0.7968871713726261,0.8131852765612659,0.46113876910800655,0.47059346589470535,0.23255708754057022,0.2396092747763003,0.4865223841135214,0.4955277744637055,0.32309844030943996,0.32958804811950965,0.24030659312085584,0.2453960292320139,0.14411738842580116,0.1501247386288484,0.560257645218623,0.5721707110318895,0.43822267198686693,0.4486554966991486,
0.010234,0.8352527420457743,0.8549813549336981,0.7873846985555453,0.8070692251338587,0.45441941415855347,0.46618717155579725,0.230273365286797,0.2362054420595746,0.4817345639646061,0.49099628000689965,0.3158747869833954,0.32584786992606735,0.23583605181652273,0.2420266613386324,0.14219110431192095,0.14731458980493636,0.55239790761003,0.5672832273893981,0.43189511891051474,0.44423634942898244,
0.011258,0.8337345384994157,0.8487195557915619,0.7865876500153813,0.8010805740531408,0.4538315155642194,0.4618796792624078,0.22959343537094648,0.2328897125916557,0.4752383404357537,0.486566065001457,0.3156854134577023,0.32219916178721425,0.23269744986087476,0.23874389234110271,0.14146875829672048,0.14457612911000386,0.5515777925722615,0.5625013924719628,0.43171394998922025,0.43991825466473355,
0.012282,0.8278135252605513,0.8425898631995206,0.7778398004201105,0.7952158819775296,0.44460211654847115,0.4576682073940468,0.22289700388009917,0.2296596301788252,0.4692193105731631,0.48223429640531773,0.30877961090858613,0.3186392829171521,0.228064619060674,0.2355453066394653,0.135091737372204,0.14190751728237172,0.5449561803529052,0.5578222851000502,0.4242841574606121,0.43569833440249667,
0.01433,0.8136396684411236,0.8307126807670161,0.7674936641460631,0.7838451042869788,0.4406793977534471,0.449522617818114,0.2175047062486894,0.223446929190832,0.46343230833468474,0.4738551887210131,0.3043625195187685,0.31177585095443233,0.22452622176826673,0.2293913652167367,0.13412413018187286,0.13677271800394503,0.5360631787127826,0.548761001193776,0.41771519425661774,0.4275419446929995,
0.016378,0.8060596391807308,0.8193225691475107,0.7579611978706213,0.7729312995625717,0.4324616971239681,0.44172979044805505,0.2120303388260628,0.21754905150363069,0.4578205818184383,0.4658379458077067,0.2993584458647786,0.30523801686750834,0.21920281111234532,0.2235468547216377,0.12994513158160853,0.13189640041334275,0.5297496645529167,0.5400777005941545,0.4116831515130537,0.41974587433256483,
0.018426,0.7943717128869278,0.8083938179738599,0.7491274042115309,0.7624503304432432,0.4266370495365295,0.43427033973239865,0.21136932546639428,0.21194873423140514,0.45054274789503224,0.45816279403688454,0.29540038042038097,0.299007396726739,0.21802124139215073,0.21799480263886215,0.12659678696953822,0.1272654718079301,0.5214050227403473,0.5317519770047242,0.40592232483825164,0.412290100771514,
0.020474,0.7862020339715003,0.7979021570989443,0.7394894554725837,0.7523794292810485,0.4223583587613304,0.42712603067022137,0.2061796841350148,0.20662968098112958,0.44663605086487007,0.4508111214605522,0.29203123016105176,0.29306670675646634,0.21317254630407362,0.2127191887442379,0.12710004823934998,0.1228675029180101,0.5169653640670098,0.5237646155508702,0.40032130516344144,0.4051558039007864,
0.022522,0.7791755277161048,0.7878246738510224,0.7322582139940335,0.74269711785993,0.41591945408728603,0.4202797074651597,0.20364707320141875,0.2015765069927283,0.4389713562355724,0.44376540678783133,0.2846648784004705,0.2873996949710626,0.20812101935492555,0.20770489088951655,0.12131800538964696,0.11869069428175562,0.5094421963207086,0.5160975203058867,0.39366856828450725,0.39832529040577014,
0.02457,0.7694692632063307,0.7781397351371914,0.7232555647484977,0.7333831319406895,0.408775422776977,0.4137152267788639,0.1997648421524714,0.19677468743651763,0.43235594092283036,0.4370091528581452,0.2815223117346681,0.28199107721603367,0.20418694649526176,0.20293763391876582,0.11739968824677204,0.1147238443247609,0.5030627547017095,0.5087336463812869,0.3900462653787981,0.3917819230841678,
0.028666,0.7525554434561208,0.7598669210909973,0.7067849241493317,0.7157847282254016,0.397734668046623,0.40137191116569765,0.19030788735897775,0.18787102237415873,0.4206077342665919,0.4243037892089725,0.2707090310699516,0.2718923710744467,0.19526432858563328,0.1940910909268643,0.11059102236986058,0.10737802331057403,0.4889815555509811,0.4948522602575542,0.3758780238972974,0.3794949666674005,
0.032762,0.7366644780292866,0.7429335600657253,0.6911862532300972,0.69944379271506,0.38716299585391123,0.38998491091226073,0.18331136892102695,0.1798179027144455,0.41094423251237666,0.41258126357327385,0.2634852879384826,0.2626654912969955,0.19001250393794325,0.18608053728757135,0.1051170342674478,0.10075127132668094,0.4780203712268738,0.4820027980363069,0.36663807843313995,0.3681805543912498,
0.036858,0.7234062035757707,0.7272057006851754,0.6796297921064447,0.6842352039564736,0.3785202850389949,0.3794556488078687,0.1772436278855354,0.17252546269553504,0.4002356747840242,0.40174059268751705,0.2543455532998295,0.25421737287171975,0.18251597457820984,0.17881769638325198,0.10068471733502382,0.0947725997414553,0.46740181042264517,0.47008073670224476,0.3570746994827708,0.35773739898181556,
0.040954,0.711814208387501,0.7125638001763807,0.6678809135229763,0.6700474201554362,0.36983833205021827,0.36969665354086834,0.17160923557082525,0.1659135558119426,0.3917344374698444,0.39169208280765294,0.24982635038119536,0.24646555515004806,0.17880012368196632,0.17222385510954716,0.09687847388888329,0.08937803125747919,0.4582153001091483,0.4589931613476096,0.34968237392665147,0.34807573828124627,
0.04505,0.6997816858799837,0.6989011319485573,0.655523775238535,0.6567809537713051,0.3623885425017407,0.36063025235980406,0.1672482037195761,0.15991068985977594,0.38380979183854447,0.3823560157780202,0.24218008841935654,0.2393369290882791,0.17175397345083948,0.1662288133122075,0.09313946678488455,0.08450990727350631,0.4486407117864086,0.44865742059469976,0.341290727408138,0.33911596232600744,
0.049146,0.6883044223727532,0.6861223724119467,0.6440567894784467,0.6443470215409669,0.3551316450924028,0.3521874230485391,0.16199668432881434,0.15445308009898265,0.37719300046864473,0.37366149288039857,0.23781155426742562,0.23276663722248472,0.16708938502843107,0.1607699501125998,0.08793371803454897,0.08011626368545328,0.4409964374557095,0.43899994273421217,0.33470771021450035,0.3307874101792408,
0.057338,0.6684797349587491,0.6628849137967608,0.6256585540121948,0.6216681134457379,0.3412803784996386,0.3369337127217895,0.15392534451547338,0.14495206861374596,0.36268714181097145,0.3579515954565192,0.22670510065264465,0.22107720162692054,0.15909406777229268,0.15124328456063385,0.0837130601653651,0.07256971420337588,0.42586365187866004,0.4214647530576109,0.3208922271482826,0.31577987650828787,
0.06553,0.6505133025324344,0.6422726136998456,0.6080069919855473,0.601472388865111,0.3296897445554945,0.3235209447596135,0.14621322416046953,0.1370246416798397,0.35124216769947186,0.3441358211348245,0.2172565612894108,0.21100949589509466,0.15289905462301273,0.14326515708693094,0.07714100199126298,0.06641653011422011,0.41251803151440114,0.4059439511043304,0.3096911505856411,0.30262983037883784,
0.073722,0.6340413482448476,0.6238221070025957,0.5921874590462036,0.5833292000013641,0.31834643190796336,0.311619788579815,0.13866029911481498,0.13036316172123272,0.33794634447112787,0.3318749342653454,0.20941431696985266,0.2022568698821581,0.14410120562917514,0.13653372423944982,0.07209810399205205,0.06139528782835091,0.3995190247766587,0.39208402419930094,0.29814821749914994,0.29100168459509484,
0.081914,0.6183709101197771,0.6071617002591956,0.5775328971790383,0.5668931432844029,0.307338718442741,0.3009677854605283,0.13279283179344614,0.12472216740565947,0.32908557815914735,0.32089835342735873,0.2015651463857917,0.19457618454382458,0.1389231164788682,0.13080818842309008,0.06855236743618706,0.05729364480047923,0.38817228566151823,0.3796024008960393,0.287467378352353,0.28062849528159595,
0.090106,0.6042357722046017,0.591992579151437,0.563723950026404,0.551886416340572,0.29913220858607614,0.2913550569878546,0.12610293140218018,0.1199056400841466,0.3199071028611403,0.31098957992955323,0.19466701974937622,0.1877741382038486,0.13293034719189137,0.12589627362396072,0.0640023935301826,0.0539391229322513,0.37728788787421097,0.36827246678521197,0.27923674255275627,0.27129717045837776,
0.098298,0.5900700874703877,0.5780739384192366,0.5491852936918491,0.5380849122073175,0.2902876511712144,0.28261316473249054,0.12253134611215152,0.11575690418886743,0.3102368082186156,0.3019748083774281,0.18701007443848985,0.18169661563946893,0.1272415060801042,0.12164429787745777,0.06051613448879054,0.05119162301874855,0.3669444312643207,0.35791183980224855,0.2700787751270094,0.262836972549567,
0.114682,0.5651676952500084,0.5532466939245292,0.5254944045538894,0.5134060752234498,0.27484017919866793,0.26722500899907253,0.11344726828569976,0.10898637359682134,0.29401450900565956,0.28609392198504613,0.17689449802932872,0.17124654822691415,0.1189065871440117,0.11465278072557365,0.05507514629371825,0.04708385032497592,0.3485545011270914,0.33953696350804025,0.25530004589027766,0.2480069913876826,
0.131066,0.5423113482556862,0.5315231448553136,0.5033604374367442,0.49177436702394234,0.2608211852314297,0.25399788491838154,0.10571327390565174,0.10367799560487051,0.2788833831114526,0.2724249271411307,0.16587311995484405,0.16250306574705395,0.11111876476561977,0.10911478108538236,0.04921092476827343,0.04429295160111779,0.33181564926140417,0.32360002240313457,0.24101084622826707,0.23532494691604755,
0.14745,0.5204695355159215,0.5121336966688781,0.48242371265252676,0.4724645453436974,0.24760983349437413,0.24239564097848726,0.09858219662955114,0.09935985515006594,0.26556779946046905,0.26041555608931866,0.15681363108420593,0.15499468094270272,0.10458764166771073,0.10456685157048708,0.046372366543301485,0.042371963028703066,0.316112674333601,0.309513483693211,0.2277641188137971,0.2242507147405781,
0.163834,0.5012075958182065,0.4945578414456722,0.46392755187424234,0.454981136280107,0.236486629281469,0.2320539247316087,0.09317443083850106,0.09572625125316687,0.2534964513385212,0.2496913532746075,0.14917396182272086,0.14840878740712077,0.09870601830515377,0.10070835366870076,0.041635092034451704,0.04102594100767919,0.3030632533709649,0.2968757952564645,0.21731109208748153,0.21441818382761565,
0.180218,0.4828698167595054,0.47843649862310794,0.44609663472332006,0.43897796400303796,0.22533900147372948,0.22271930754656752,0.08818795031660713,0.09257777645385418,0.24257097390238666,0.23999264459327846,0.1417406733162302,0.14253412190836987,0.09413682439269924,0.09734275653600982,0.03865873924367173,0.040060245378768816,0.28929543885693687,0.2854059797232661,0.20707855730663297,0.20557334517635906,
0.196602,0.4668991660850184,0.4635161465067058,0.4297892111752277,0.4242069698703961,0.21604097025634128,0.2142109561859887,0.08371424557538547,0.089783214725295,0.2322951661976666,0.2311347869323073,0.1343720213720107,0.13722474610990465,0.08877909493046807,0.09434033345212492,0.0368579057076126,0.039346419103475,0.27873304636459584,0.274902279472022,0.1978609837434315,0.19753541779234593,
0.22937,0.4380373347371904,0.43659018983179076,0.4031949892597684,0.3976749451365895,0.19989671013671803,0.19917536807370126,0.0765264527666621,0.08493498985863433,0.21562118451433832,0.21543567122933538,0.12460040553585615,0.12791677344347274,0.08125627980653338,0.08910612583887742,0.032290991052665766,0.038364049354045755,0.2586858136642814,0.25623351396925353,0.18261505945357023,0.18338437516749584,
0.262138,0.4119846256370668,0.4127865365827149,0.37741250631874923,0.374376601732634,0.18508668191200742,0.1862210114084051,0.06997199265662811,0.08076777611859172,0.20041344048844947,0.20185842266441287,0.11484520900707039,0.11994445986747819,0.0749559380552612,0.08459175474543726,0.029073026847132456,0.03769088921968691,0.24070770405788725,0.24004666315087114,0.16905901172235727,0.1712437885491835,
0.294906,0.38919215717057154,0.391492012248692,0.35588573282501973,0.35367211792432757,0.17287901669861347,0.17489427456977574,0.06488104873921827,0.0770796558051214,0.1865791860318236,0.1899457725493433,0.10673439573178885,0.112992132096169,0.06973953696774579,0.08059187855806783,0.02724852902431822,0.03715778067499422,0.22485936556962496,0.22582066731723321,0.15714655993104357,0.16066585903930602,
0.327674,0.3691320762297902,0.3722865216913126,0.33645332865925837,0.3351155479227103,0.1616652144671004,0.16488520263168338,0.06067439231267056,0.07376134629677715,0.1750824239201099,0.17938581185998895,0.099532329042248,0.10685508585243694,0.06494061754361825,0.07699303229143661,0.024209856403413325,0.036690860484709174,0.21117383322805405,0.21319503177428747,0.14655504225933272,0.1513465004116259,
0.360442,0.35053690283859584,0.35485854456231836,0.31822415323036046,0.31837397010784707,0.15226998993907429,0.1559674477055755,0.05702680105688636,0.07074611996241682,0.16518112006572114,0.16995054084656566,0.09384483531047567,0.1013889715688116,0.06141883993083238,0.07372447432788032,0.022768415673933753,0.036257782141082565,0.19927415379768762,0.20190367540336904,0.1375950000100115,0.1430649546947746,
