name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1)
average_data,Not known,average_data,average_data,Thu Jan  5 16:39:15 2023,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.000129,6.467111564790846e-06,0.024563,7.385447399369926e-05,40.71163945772096,1.0,0,3.618095,0.02154854851126317,1.0,0
