name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2)
cutandshift,Not known,average_data,average_data,Tue May 17 15:01:19 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.000129,None,0.024563,None,40.71163945772096,0.198897,None,0.801103,None,3.618094,None,3.618091,None,1.0,None,1.0,None
delete,Not known,average_data,average_data,Tue May 17 15:01:19 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.06260804436051837,None,0.418761739503115,None,2.3879927549889293,0.2915619762297189,None,0.7084380237702811,None,20.372270760215354,None,775.8210932629497,None,1.0,None,1.0,None
