name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),N (mom),bri (kHz),above zero
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0500_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.000203,None,0.035878,None,27.87223368080718,0.035878,0.459898,None,0.540102,None,2.894693,None,2.89437,None,1.0,None,1.0,None,1.0,1.0,0.7386363636363636
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0501_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,0.0003743147061323615,None,0.15655621495061164,None,6.3874819681573625,0.15655621495061164,0.20350514913814238,None,0.7964948508618577,None,4.6644198684447105,None,0.012011470285560908,None,1.0,None,1.0,None,1.0,1.0,0.8522727272727273
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0502_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0007201272676700121,None,0.03822457695789252,None,26.16117900013861,0.03822457695789252,0.07515429556435432,None,0.9248457044356457,None,753.9478686167361,None,3.234580453840633,None,1.0,None,1.0,None,1.0,1.0,0.875
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0503_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0003498255030227604,None,0.03637794948454656,None,27.48917996119606,0.03637794948454656,0.317101501213619,None,0.682898498786381,None,3.367534327754561,None,3.3675373596825997,None,1.0,None,1.0,None,1.0,1.0,0.6063829787234043
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0504_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-6.91290083192353e-05,None,0.0368793202563406,None,27.11546723337645,0.0368793202563406,0.11079020940302714,None,0.8892097905969729,None,42.02438736120425,None,3.668627117793653,None,1.0,None,1.0,None,1.0,1.0,0.8068181818181818
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0505_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0004331664068835117,None,0.03637838057912883,None,27.4888542062734,0.03637838057912883,0.9999999778926117,None,2.2107388253367333e-08,None,3.1521263695250887,None,3.4405168921095814,None,1.0,None,1.0,None,1.0,1.0,0.6363636363636364
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0506_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.000783419591905754,None,0.03442524339150201,None,29.04845112138999,0.03442524339150201,0.09541432083893447,None,0.9045856791610656,None,414.2550511327036,None,3.862416954565693,None,1.0,None,1.0,None,1.0,1.0,0.8409090909090909
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0507_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-3.8576554050928635e-05,None,0.03529214115179685,None,28.334920108668054,0.03529214115179685,0.9999999999536995,None,4.6300518974362603e-11,None,3.99096537671231,None,3.5135534458458477,None,1.0,None,1.0,None,1.0,1.0,0.7954545454545454
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0508_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,7168.0,-0.0003164701311559881,None,0.032007845850381085,None,31.242339914858533,0.032007845850381085,0.019979499466063144,None,0.9800205005339369,None,820.6690827856474,None,4.213443483307024,None,1.0,None,1.0,None,1.0,1.0,0.7674418604651163
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0509_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0001796959150626165,None,0.03619419457510741,None,27.62874023691498,0.03619419457510741,0.23000071181653214,None,0.7699992881834679,None,10.509061709763115,None,2.2389173701782576,None,1.0,None,1.0,None,1.0,1.0,0.75
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0510_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.00016872964030723026,None,0.034460484361927154,None,29.01874475986258,0.034460484361927154,0.9999927319423192,None,7.268057680809292e-06,None,3.645248582281231,None,3.167366887600724,None,1.0,None,1.0,None,1.0,1.0,0.7840909090909091
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0511_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.00046525898824933964,None,0.03275860342787487,None,30.52633187497494,0.03275860342787487,0.3608032232075966,None,0.6391967767924034,None,6.9463222136068845,None,1.5830688568905928,None,1.0,None,1.0,None,1.0,1.0,0.7
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0512_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:25 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.0006710449896679682,None,0.0407002144112003,None,24.569895133643566,0.0407002144112003,0.2252520719898471,None,0.7747479280101529,None,28.65951963251186,None,2.202435142026323,None,1.0,None,1.0,None,1.0,1.0,0.725
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0513_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.00031817881242146573,None,0.036460830925451077,None,27.42669255247173,0.036460830925451077,0.9999978473680813,None,2.152631918717063e-06,None,3.3697750243045115,None,3.1319079184963705,None,1.0,None,1.0,None,1.0,1.0,0.7272727272727273
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0514_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.00041807958423001335,None,0.03575588808447404,None,27.967421691148573,0.03575588808447404,1.959102580040284e-05,None,0.9999804089741996,None,2.8537933403097684,None,2.8980881285644,None,1.0,None,1.0,None,1.0,1.0,0.6276595744680851
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0515_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0005549941286721038,None,0.03452909340039628,None,28.961084741035314,0.03452909340039628,0.062241734216992806,None,0.9377582657830072,None,98.86607638698155,None,4.4101745807711215,None,1.0,None,1.0,None,1.0,1.0,0.7159090909090909
2022-05-17_multipletau_labthresh-0dot04_cutandshift_3dot0-0dot01_0516_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_3dot0-0dot01,0,Thu Jul 21 18:39:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0002324632350527711,None,0.034594316254412616,None,28.906482574935897,0.034594316254412616,0.9999517705891376,None,4.822941086235488e-05,None,4.141304102775587,None,3.7081392533986,None,1.0,None,1.0,None,1.0,1.0,0.7840909090909091
