Simulated $D$,Simulated $D_{{clust}}$,nmol,$D$ in $\frac{{\mu m^2}}{{s}}$,$\tau_{{D}}$ in $ms$,Trace lengths,Traces used
0.069,1.0,679.0,0.8240218691178016,13.67810179481259,16384,corrupted without correction
0.069,1.0,679.0,0.8207786372600695,13.732149565405555,16384,corrupted without correction
0.069,1.0,679.0,0.9098909304461205,12.387259428356778,16384,corrupted without correction
0.069,1.0,679.0,1.0895207423595525,10.344965973328362,16384,corrupted without correction
0.069,1.0,679.0,0.9207214592230157,12.241546989093223,16384,corrupted without correction
0.069,1.0,679.0,0.6805190770968434,16.562437977533822,16384,corrupted without correction
0.069,1.0,679.0,1.2603464955667454,8.942822506819224,16384,corrupted without correction
0.069,1.0,679.0,1.2038873418240572,9.36221738976656,16384,corrupted without correction
0.069,1.0,679.0,1.0911823914868959,10.329212691552476,16384,corrupted without correction
0.069,1.0,679.0,1.267311376432324,8.893674606373988,16384,corrupted without correction
0.069,1.0,679.0,1.1097860730026496,10.156060957270743,16384,corrupted without correction
0.069,1.0,679.0,0.9737024256294985,11.575461568413255,16384,corrupted without correction
0.069,1.0,679.0,0.9415464837240377,11.970789761080466,16384,corrupted without correction
0.069,1.0,679.0,1.057699435142671,10.656198379669833,16384,corrupted without correction
0.069,1.0,679.0,0.6325989794442822,17.81706163491804,16384,corrupted without correction
0.069,1.0,679.0,0.9756042813361714,11.552896212702528,16384,corrupted without correction
0.069,1.0,679.0,1.286675145637549,8.7598295849262,16384,corrupted without correction
0.069,1.0,679.0,0.8674074065747072,12.993957535425178,16384,corrupted without correction
0.069,1.0,679.0,0.42207673658699313,26.703805327167043,16384,corrupted without correction
0.069,1.0,679.0,0.7308281415556848,15.42230569139385,16384,corrupted without correction
0.069,1.0,679.0,1.5091838839335037,7.468311268715908,16384,corrupted without correction
0.069,1.0,679.0,0.8764683693097853,12.859625517143224,16384,corrupted without correction
0.069,1.0,679.0,1.0481731326919226,10.753047044812776,16384,corrupted without correction
0.069,1.0,679.0,1.2591975286627735,8.950982471284325,16384,corrupted without correction
0.069,1.0,679.0,1.0386134342828042,10.852021199521698,16384,corrupted without correction
0.069,1.0,679.0,1.2068335254094984,9.33936186693237,16384,corrupted without correction
0.069,1.0,679.0,0.9688411919367809,11.633542319163169,16384,corrupted without correction
0.069,1.0,679.0,1.018971227316047,11.061210272475305,16384,corrupted without correction
0.069,1.0,679.0,1.0508018190414599,10.726147217014212,16384,corrupted without correction
0.069,1.0,679.0,0.997207465630897,11.302617956048131,16384,corrupted without correction
0.069,1.0,679.0,0.9065076661387362,12.433491108744857,16384,corrupted without correction
0.069,1.0,679.0,0.9699478778564373,11.620268742536766,16384,corrupted without correction
0.069,1.0,679.0,1.156971456436341,9.741860911298277,16384,corrupted without correction
0.069,1.0,679.0,1.0972753776145467,10.271856305978597,16384,corrupted without correction
0.069,1.0,679.0,0.8731568465859479,12.908396757140444,16384,corrupted without correction
0.069,1.0,679.0,0.9173759320590902,12.286190004621828,16384,corrupted without correction
0.069,1.0,679.0,0.6896838100822222,16.342351150161583,16384,corrupted without correction
0.069,1.0,679.0,1.1088985079891494,10.164189892710466,16384,corrupted without correction
0.069,1.0,679.0,0.9636146404819573,11.696641513569931,16384,corrupted without correction
0.069,1.0,679.0,0.6467593363629258,17.42696915722656,16384,corrupted without correction
0.069,1.0,679.0,0.6517568626394561,17.29334304406095,16384,corrupted without correction
0.069,1.0,679.0,0.9095414639858772,12.392018894390983,16384,corrupted without correction
0.069,1.0,679.0,0.8376855319578784,13.45499543319291,16384,corrupted without correction
0.069,1.0,679.0,0.7168259867393382,15.723558039816933,16384,corrupted without correction
0.069,1.0,679.0,0.9107256894135962,12.375905432295761,16384,corrupted without correction
0.069,1.0,679.0,0.9939455812968763,11.33971036144537,16384,corrupted without correction
0.069,1.0,679.0,0.9084449623683933,12.406976177797747,16384,corrupted without correction
0.069,1.0,679.0,0.7546677094270295,14.935122923839437,16384,corrupted without correction
0.069,1.0,679.0,1.179991999953157,9.551806289697272,16384,corrupted without correction
0.069,1.0,679.0,0.9955587588417248,11.321335789419651,16384,corrupted without correction
0.069,1.0,679.0,1.4713491103489245,7.660353975591925,16384,corrupted without correction
0.069,1.0,679.0,1.095753527929618,10.286122489827827,16384,corrupted without correction
0.069,1.0,679.0,0.9961812922664564,11.314260862399601,16384,corrupted without correction
0.069,1.0,679.0,0.9044702490932254,12.461498892025247,16384,corrupted without correction
0.069,1.0,679.0,0.870743610371279,12.94417193844136,16384,corrupted without correction
0.069,1.0,679.0,0.9598896774420173,11.742031685329653,16384,corrupted without correction
0.069,1.0,679.0,1.0242077042051525,11.004657512991521,16384,corrupted without correction
0.069,1.0,679.0,0.7537425601410578,14.953454406018583,16384,corrupted without correction
0.069,1.0,679.0,0.8412830890053685,13.39745818529475,16384,corrupted without correction
50.0,0.1,2561.0,0.1346284438475873,83.71971542436437,16384,corrupted without correction
50.0,0.1,2561.0,0.12562649543293083,89.7187728440804,16384,corrupted without correction
50.0,0.1,2561.0,0.1888610088125832,59.67909987248821,16384,corrupted without correction
50.0,0.1,2561.0,0.09927625718215383,113.53223144044095,16384,corrupted without correction
50.0,0.1,2561.0,0.042747956369583125,263.6630137239691,16384,corrupted without correction
50.0,0.1,2561.0,19.350040958613242,0.5824822299369845,16384,corrupted without correction
50.0,0.1,2561.0,0.11138632182057862,101.18886073911726,16384,corrupted without correction
50.0,0.1,2561.0,10.03023697352329,1.1237077485504192,16384,corrupted without correction
50.0,0.1,2561.0,0.06315803194274797,178.45798325638313,16384,corrupted without correction
50.0,0.1,2561.0,1.504171567594332,7.493197750686894,16384,corrupted without correction
50.0,0.1,2561.0,0.1191946031490455,94.56011186052837,16384,corrupted without correction
50.0,0.1,2561.0,0.08542924431377148,131.93438731060033,16384,corrupted without correction
50.0,0.1,2561.0,0.21363557094764102,52.758325577286,16384,corrupted without correction
50.0,0.1,2561.0,1.5036596753686202,7.495748666786547,16384,corrupted without correction
50.0,0.1,2561.0,0.09582411866871474,117.62231850951396,16384,corrupted without correction
50.0,0.1,2561.0,0.0891607994232121,126.4126732808401,16384,corrupted without correction
50.0,0.1,2561.0,0.11041794480650055,102.07629771317275,16384,corrupted without correction
50.0,0.1,2561.0,0.15129868432071134,74.49539338394715,16384,corrupted without correction
50.0,0.1,2561.0,0.20276143717534223,55.58776443864987,16384,corrupted without correction
50.0,0.1,2561.0,0.1168386475285694,96.46683905844618,16384,corrupted without correction
50.0,0.1,2561.0,0.16390765641830943,68.76466452659247,16384,corrupted without correction
50.0,0.1,2561.0,0.07833366085989385,143.88520698789029,16384,corrupted without correction
50.0,0.1,2561.0,0.13772538729054218,81.83716327598978,16384,corrupted without correction
50.0,0.1,2561.0,0.09793737402669075,115.08430891636262,16384,corrupted without correction
50.0,0.1,2561.0,0.07337682475566146,153.60510685051682,16384,corrupted without correction
50.0,0.1,2561.0,0.11561268807037554,97.48977551740802,16384,corrupted without correction
50.0,0.1,2561.0,0.08109219124880311,138.99063317161728,16384,corrupted without correction
50.0,0.1,2561.0,3.9528618943477434,2.8513657466914486,16384,corrupted without correction
50.0,0.1,2561.0,0.1460284485014205,77.18396738862418,16384,corrupted without correction
50.0,0.1,2561.0,0.08816566214052397,127.83950954715806,16384,corrupted without correction
50.0,0.1,2561.0,0.08196310285749529,137.51376673161565,16384,corrupted without correction
50.0,0.1,2561.0,0.11627790078178998,96.9320475444132,16384,corrupted without correction
50.0,0.1,2561.0,0.08656429251332573,130.2044374152305,16384,corrupted without correction
50.0,0.1,2561.0,0.14769304476395553,76.31405409075653,16384,corrupted without correction
50.0,0.1,2561.0,0.12634313463588426,89.20987309225585,16384,corrupted without correction
50.0,0.1,2561.0,0.11172405364496503,100.8829758608832,16384,corrupted without correction
50.0,0.1,2561.0,0.09269701938002052,121.59026344459072,16384,corrupted without correction
50.0,0.1,2561.0,0.1882769687035178,59.8642260099997,16384,corrupted without correction
50.0,0.1,2561.0,0.12389819152173946,90.9702947921349,16384,corrupted without correction
50.0,0.1,2561.0,0.20846003535712834,54.068181402904145,16384,corrupted without correction
50.0,0.1,2561.0,0.09578414975222035,117.67140008134545,16384,corrupted without correction
50.0,0.1,2561.0,0.08378607489544955,134.5218166743023,16384,corrupted without correction
50.0,0.1,2561.0,0.15230481324987125,74.003275185097,16384,corrupted without correction
50.0,0.1,2561.0,0.07527907325407339,149.72361533867772,16384,corrupted without correction
50.0,0.1,2561.0,0.08967372239105013,125.68960790758844,16384,corrupted without correction
50.0,0.1,2561.0,0.12887525173079786,87.45709401591444,16384,corrupted without correction
50.0,0.1,2561.0,0.112328530809709,100.3400910320713,16384,corrupted without correction
50.0,0.1,2561.0,5.664023290310342,1.9899379697514388,16384,corrupted without correction
50.0,0.1,2561.0,0.08574843832566427,131.4432685542173,16384,corrupted without correction
50.0,0.1,2561.0,0.06490256429470752,173.66116623321346,16384,corrupted without correction
50.0,0.1,2561.0,0.25753867757391724,43.76451379311783,16384,corrupted without correction
50.0,0.1,2561.0,0.26632672524363904,42.320405496797676,16384,corrupted without correction
50.0,0.1,2561.0,12.132807898733027,0.928973334204196,16384,corrupted without correction
50.0,0.1,2561.0,0.06290140775279877,179.18605337483126,16384,corrupted without correction
50.0,0.1,2561.0,0.09117603925260803,123.61860746898617,16384,corrupted without correction
50.0,0.1,2561.0,0.0715989237385864,157.41933563270567,16384,corrupted without correction
50.0,0.1,2561.0,2.6841005026606686,4.199192614349712,16384,corrupted without correction
50.0,0.1,2561.0,0.14627768662567728,77.05245596197807,16384,corrupted without correction
50.0,0.1,2561.0,0.2536111196195949,44.44227454951934,16384,corrupted without correction
50.0,0.1,2561.0,24.887083501149828,0.45288774019761224,16384,corrupted without correction
50.0,0.1,2561.0,0.07487652383767064,150.52855593804316,16384,corrupted without correction
50.0,0.1,2561.0,0.0496662900244571,226.93571437276347,16384,corrupted without correction
50.0,0.1,2561.0,0.12854459595572112,87.68206024644932,16384,corrupted without correction
50.0,0.1,2561.0,0.11413793042500976,98.7494250594483,16384,corrupted without correction
50.0,0.1,2561.0,0.16538733419978516,68.14944482586422,16384,corrupted without correction
50.0,0.1,2561.0,0.03496887073890675,322.3168140343957,16384,corrupted without correction
50.0,0.1,2561.0,0.3452994440309062,32.641393439186096,16384,corrupted without correction
50.0,0.1,2561.0,2.343322019180002,4.809861775160164,16384,corrupted without correction
50.0,0.1,2561.0,0.16995883576537313,66.31638158844906,16384,corrupted without correction
50.0,0.1,2561.0,0.09657690106104967,116.70549461739505,16384,corrupted without correction
50.0,0.1,2561.0,0.10751775672772926,104.82970766853971,16384,corrupted without correction
50.0,0.1,2561.0,49.63020939293998,0.22710069421041698,16384,corrupted without correction
50.0,0.1,2561.0,0.23137294841758277,48.71379771935562,16384,corrupted without correction
50.0,0.1,2561.0,0.24331469945315715,46.32295143810219,16384,corrupted without correction
50.0,0.1,2561.0,0.13244274620265206,85.10133873016395,16384,corrupted without correction
50.0,0.1,2561.0,0.0893271678668992,126.17723449756424,16384,corrupted without correction
50.0,0.1,2561.0,0.17350318599839082,64.96166016830125,16384,corrupted without correction
50.0,0.1,2561.0,0.05528311892840652,203.8787829887351,16384,corrupted without correction
50.0,0.1,2561.0,0.13297437978906684,84.7611022877035,16384,corrupted without correction
50.0,0.1,2561.0,0.05445558097721287,206.9770408227109,16384,corrupted without correction
50.0,0.1,2561.0,0.18409391645913237,61.22448380550982,16384,corrupted without correction
50.0,0.1,2561.0,0.11363323559538012,99.18801438584806,16384,corrupted without correction
50.0,0.1,2561.0,0.17561124746135065,64.1818515037063,16384,corrupted without correction
50.0,0.1,2561.0,0.11905995941930068,94.66704895514931,16384,corrupted without correction
50.0,0.1,2561.0,0.1063993565603427,105.93160871750976,16384,corrupted without correction
50.0,0.1,2561.0,4.7629450470208,2.3664045870096735,16384,corrupted without correction
50.0,0.1,2561.0,0.058547566499418356,192.5110757089622,16384,corrupted without correction
50.0,0.1,2561.0,0.11576168475345791,97.36429658007677,16384,corrupted without correction
50.0,0.1,2561.0,0.11945748540704337,94.35201962053414,16384,corrupted without correction
50.0,0.1,2561.0,0.09610474112692598,117.27886548343429,16384,corrupted without correction
50.0,0.1,2561.0,2.4907821627566755,4.525106681537649,16384,corrupted without correction
50.0,0.1,2561.0,0.1294050637714336,87.09902594579249,16384,corrupted without correction
50.0,0.1,2561.0,0.09607027660156153,117.32093843853704,16384,corrupted without correction
50.0,0.1,2561.0,0.11683138002204352,96.4728397868657,16384,corrupted without correction
50.0,0.1,2561.0,0.11471384580752098,98.25365828861491,16384,corrupted without correction
50.0,0.1,2561.0,0.15589373038802437,72.29960421686631,16384,corrupted without correction
50.0,0.1,2561.0,0.05661788807176714,199.07233192199217,16384,corrupted without correction
50.0,0.1,2561.0,0.09284502563223168,121.39643379054888,16384,corrupted without correction
50.0,0.1,2561.0,0.080502658405809,140.00848208177578,16384,corrupted without correction
50.0,0.1,2561.0,0.08275787048142642,136.1931492603428,16384,corrupted without correction
0.4,0.1,1939.0,0.18938342279244652,59.514475135965114,16384,corrupted without correction
0.4,0.1,1939.0,0.18333826640001294,61.47682765993598,16384,corrupted without correction
0.4,0.1,1939.0,0.07556649922951393,149.15412414054114,16384,corrupted without correction
0.4,0.1,1939.0,0.09126509831895038,123.49797693259805,16384,corrupted without correction
0.4,0.1,1939.0,0.08708441838153262,129.4267702123759,16384,corrupted without correction
0.4,0.1,1939.0,0.09111998078191605,123.69465961500636,16384,corrupted without correction
0.4,0.1,1939.0,0.022955804252841678,490.98933249310113,16384,corrupted without correction
0.4,0.1,1939.0,0.09932485622366326,113.47668081758371,16384,corrupted without correction
0.4,0.1,1939.0,0.037258282890972404,302.5113916260477,16384,corrupted without correction
0.4,0.1,1939.0,0.1422885478558463,79.2126645242302,16384,corrupted without correction
0.4,0.1,1939.0,0.20193230018785546,55.81600861506398,16384,corrupted without correction
0.4,0.1,1939.0,0.31170788491152973,36.1590307866098,16384,corrupted without correction
0.4,0.1,1939.0,0.1788216390419233,63.02959232077398,16384,corrupted without correction
0.4,0.1,1939.0,0.12718426382640022,88.61988635897141,16384,corrupted without correction
0.4,0.1,1939.0,0.1393518125681394,80.882012219495,16384,corrupted without correction
0.4,0.1,1939.0,0.12803565584040394,88.03059532880718,16384,corrupted without correction
0.4,0.1,1939.0,0.1836796157770582,61.36257939816963,16384,corrupted without correction
0.4,0.1,1939.0,0.1281296136753527,87.96604222582741,16384,corrupted without correction
0.4,0.1,1939.0,0.15280357913371434,73.76172122959258,16384,corrupted without correction
0.4,0.1,1939.0,0.2095155215637419,53.79579958001337,16384,corrupted without correction
0.4,0.1,1939.0,0.15071038357359903,74.78618751866448,16384,corrupted without correction
0.4,0.1,1939.0,0.10374398651263954,108.64297185622253,16384,corrupted without correction
0.4,0.1,1939.0,0.12990508095343442,86.76377339686375,16384,corrupted without correction
0.4,0.1,1939.0,0.2139349254317303,52.684502000781464,16384,corrupted without correction
0.4,0.1,1939.0,0.08122135011651133,138.76960910864932,16384,corrupted without correction
0.4,0.1,1939.0,0.08090105468019258,139.31901198940213,16384,corrupted without correction
0.4,0.1,1939.0,0.1209151253885758,93.2145996683549,16384,corrupted without correction
0.4,0.1,1939.0,0.06701971153889319,168.17522409663246,16384,corrupted without correction
0.4,0.1,1939.0,0.1173866356080313,96.01650944814955,16384,corrupted without correction
0.4,0.1,1939.0,0.28629199146852,39.36908940110665,16384,corrupted without correction
0.4,0.1,1939.0,0.11719829520274562,96.17081022763016,16384,corrupted without correction
0.4,0.1,1939.0,0.1375280536605631,81.95458822360301,16384,corrupted without correction
0.4,0.1,1939.0,0.04370731555303673,257.8757094625988,16384,corrupted without correction
0.4,0.1,1939.0,0.06717236942169807,167.7930241850936,16384,corrupted without correction
0.4,0.1,1939.0,0.12900851574369143,87.36675204711194,16384,corrupted without correction
0.4,0.1,1939.0,0.2932082654618877,38.440440924098304,16384,corrupted without correction
0.4,0.1,1939.0,0.20320129238095114,55.46743760770302,16384,corrupted without correction
0.4,0.1,1939.0,0.17149775108737186,65.7212991743713,16384,corrupted without correction
0.4,0.1,1939.0,0.13109576903379222,85.97573430489368,16384,corrupted without correction
0.4,0.1,1939.0,0.09235546503966935,122.03993561294702,16384,corrupted without correction
0.4,0.1,1939.0,0.16001109143416684,70.4392108442199,16384,corrupted without correction
0.4,0.1,1939.0,0.10355082238724926,108.84563489795025,16384,corrupted without correction
0.4,0.1,1939.0,0.22243766053220648,50.67062376028319,16384,corrupted without correction
0.4,0.1,1939.0,0.0947622095005261,118.9403989876624,16384,corrupted without correction
0.4,0.1,1939.0,0.16029672373511786,70.31369540384287,16384,corrupted without correction
0.4,0.1,1939.0,0.07387300734615516,152.57338792410278,16384,corrupted without correction
0.4,0.1,1939.0,0.10634081793824333,105.98992207762227,16384,corrupted without correction
0.4,0.1,1939.0,0.1484266310167659,75.93687823899928,16384,corrupted without correction
0.4,0.1,1939.0,0.16277559666184607,69.24290396157961,16384,corrupted without correction
0.4,0.1,1939.0,0.27006863884552745,41.73403863227448,16384,corrupted without correction
0.4,0.1,1939.0,0.10469626868896988,107.65479179042102,16384,corrupted without correction
0.4,0.1,1939.0,0.07249408737525616,155.4755072451893,16384,corrupted without correction
0.4,0.1,1939.0,0.10618671342012644,106.14374100035694,16384,corrupted without correction
0.4,0.1,1939.0,0.1389133909047822,81.13728225575274,16384,corrupted without correction
0.4,0.1,1939.0,0.19553499707269387,57.6421365774987,16384,corrupted without correction
0.4,0.1,1939.0,0.13645790931510532,82.59730098105328,16384,corrupted without correction
0.4,0.1,1939.0,0.29771038507917424,37.85912608976526,16384,corrupted without correction
0.4,0.1,1939.0,0.1184329706549929,95.16822000335311,16384,corrupted without correction
0.4,0.1,1939.0,0.12397000497639335,90.91759743892311,16384,corrupted without correction
0.4,0.1,1939.0,0.09416603860803621,119.69341785588448,16384,corrupted without correction
0.4,0.1,1939.0,0.11387676689776101,98.97589573353642,16384,corrupted without correction
0.4,0.1,1939.0,0.0857932745534803,131.37457528700662,16384,corrupted without correction
0.4,0.1,1939.0,0.06501584661673991,173.35858246046462,16384,corrupted without correction
0.4,0.1,1939.0,0.08191219938189315,137.59922321700614,16384,corrupted without correction
0.4,0.1,1939.0,0.18696023624836317,60.28584063176003,16384,corrupted without correction
0.4,0.1,1939.0,0.32951666315190575,34.20481046128195,16384,corrupted without correction
0.4,0.1,1939.0,0.03698833452639019,304.71918109487814,16384,corrupted without correction
0.4,0.1,1939.0,0.04378040595500381,257.4451917720699,16384,corrupted without correction
0.4,0.1,1939.0,0.14807192456147744,76.11878511287559,16384,corrupted without correction
0.4,0.1,1939.0,0.14182928000801412,79.46916889310974,16384,corrupted without correction
0.4,0.1,1939.0,0.23718963359417294,47.519172048764965,16384,corrupted without correction
0.4,0.1,1939.0,0.10378036867729874,108.60488501435141,16384,corrupted without correction
0.4,0.1,1939.0,0.11246122323974451,100.22170026478747,16384,corrupted without correction
0.4,0.1,1939.0,0.058999632635175804,191.03602011625378,16384,corrupted without correction
0.4,0.1,1939.0,0.0699306238912982,161.17480982959654,16384,corrupted without correction
0.4,0.1,1939.0,0.3487902122184778,32.31471128520367,16384,corrupted without correction
0.4,0.1,1939.0,0.06294941935162778,179.04938795362494,16384,corrupted without correction
0.4,0.1,1939.0,0.12734581913154555,88.50746010987817,16384,corrupted without correction
0.4,0.1,1939.0,0.08626799174310824,130.65164470860012,16384,corrupted without correction
0.4,0.1,1939.0,0.2831601930097822,39.80451802614661,16384,corrupted without correction
0.4,0.1,1939.0,0.1456614857364515,77.37841578341438,16384,corrupted without correction
0.4,0.1,1939.0,0.16659138545013283,67.65688979949617,16384,corrupted without correction
0.4,0.1,1939.0,0.07038036657999071,160.14487497923054,16384,corrupted without correction
0.4,0.1,1939.0,0.1224103728432811,92.07597971599247,16384,corrupted without correction
0.4,0.1,1939.0,0.15711762790575157,71.73641275761922,16384,corrupted without correction
0.4,0.1,1939.0,0.14973456627720522,75.27356766826172,16384,corrupted without correction
0.4,0.1,1939.0,0.06235153637714066,180.76627556971036,16384,corrupted without correction
0.4,0.1,1939.0,0.10457985105755185,107.77463242649291,16384,corrupted without correction
0.4,0.1,1939.0,0.15945543444084365,70.68467152887457,16384,corrupted without correction
0.4,0.1,1939.0,0.228458614645135,49.33521559015127,16384,corrupted without correction
0.4,0.1,1939.0,0.12353413994046124,91.23838165204572,16384,corrupted without correction
0.4,0.1,1939.0,0.08207172287469701,137.33177045829913,16384,corrupted without correction
0.4,0.1,1939.0,0.2826611075918564,39.87479955402874,16384,corrupted without correction
0.4,0.1,1939.0,0.08444580917430355,133.47086275981536,16384,corrupted without correction
0.4,0.1,1939.0,0.09099351521892589,123.86657422594816,16384,corrupted without correction
0.4,0.1,1939.0,0.11212646541758882,100.52091595832096,16384,corrupted without correction
0.4,0.1,1939.0,0.10364413138815487,108.74764307430104,16384,corrupted without correction
0.4,0.1,1939.0,0.18385321470413313,61.3046392747771,16384,corrupted without correction
0.4,0.1,1939.0,0.13807275911018008,81.63127237828924,16384,corrupted without correction
0.4,0.1,1939.0,0.06148505832409915,183.31372392188692,16384,corrupted without correction
0.2,0.1,895.0,0.05363281503817069,210.1522174236682,16384,corrupted without correction
0.2,0.1,895.0,0.34104683582347617,33.04840808662086,16384,corrupted without correction
0.2,0.1,895.0,0.08322218215867545,135.4333029318444,16384,corrupted without correction
0.2,0.1,895.0,0.13550939179970367,83.17545269190467,16384,corrupted without correction
0.2,0.1,895.0,0.09069389145142871,124.27578998505385,16384,corrupted without correction
0.2,0.1,895.0,0.12403713783853161,90.86838993025944,16384,corrupted without correction
0.2,0.1,895.0,0.20796725462808152,54.19629656169492,16384,corrupted without correction
0.2,0.1,895.0,0.08762863819321519,128.62296207426067,16384,corrupted without correction
0.2,0.1,895.0,0.18405463946443015,61.23754902208395,16384,corrupted without correction
0.2,0.1,895.0,0.1997286096533222,56.43185033185129,16384,corrupted without correction
0.2,0.1,895.0,0.11089183803891402,101.64007745087429,16384,corrupted without correction
0.2,0.1,895.0,0.14776697211999706,76.27587440711815,16384,corrupted without correction
0.2,0.1,895.0,0.11786056524198925,95.6304170424051,16384,corrupted without correction
0.2,0.1,895.0,0.17318331527421119,65.08164478257568,16384,corrupted without correction
0.2,0.1,895.0,0.15409244258289004,73.14476179376581,16384,corrupted without correction
0.2,0.1,895.0,0.09880374201157571,114.07518356566419,16384,corrupted without correction
0.2,0.1,895.0,0.19187343078067629,58.74213517257931,16384,corrupted without correction
0.2,0.1,895.0,0.12491546190432506,90.22946267114415,16384,corrupted without correction
0.2,0.1,895.0,0.1793454044382118,62.84551891502824,16384,corrupted without correction
0.2,0.1,895.0,0.08631792305862307,130.57606818563343,16384,corrupted without correction
0.2,0.1,895.0,0.024425398366400473,461.44815482106804,16384,corrupted without correction
0.2,0.1,895.0,0.2004840503830142,56.21921038313158,16384,corrupted without correction
0.2,0.1,895.0,0.10961844234411958,102.82079151939033,16384,corrupted without correction
0.2,0.1,895.0,0.08150388587338821,138.28855994000077,16384,corrupted without correction
0.2,0.1,895.0,0.08978970224653131,125.52725674486176,16384,corrupted without correction
0.2,0.1,895.0,0.1484513114711153,75.92425351619798,16384,corrupted without correction
0.2,0.1,895.0,0.05319557208080614,211.87957128882562,16384,corrupted without correction
0.2,0.1,895.0,0.14503129194324008,77.71464251560349,16384,corrupted without correction
0.2,0.1,895.0,0.10305984088849318,109.36418016732509,16384,corrupted without correction
0.2,0.1,895.0,0.13082892955740794,86.15109093282973,16384,corrupted without correction
0.2,0.1,895.0,0.04848882437718583,232.44644826340846,16384,corrupted without correction
0.2,0.1,895.0,0.18167435171756363,62.039880150321636,16384,corrupted without correction
0.2,0.1,895.0,0.1057614347767361,106.57055694013971,16384,corrupted without correction
0.2,0.1,895.0,0.12178985083234742,92.545108889742,16384,corrupted without correction
0.2,0.1,895.0,0.23621279417087207,47.71568384560808,16384,corrupted without correction
0.2,0.1,895.0,0.08811896428169493,127.90725695452117,16384,corrupted without correction
0.2,0.1,895.0,0.1594898709643737,70.66940952922782,16384,corrupted without correction
0.2,0.1,895.0,0.018959294951519587,594.4870331816666,16384,corrupted without correction
0.2,0.1,895.0,0.0956907774232971,117.7862204743772,16384,corrupted without correction
0.2,0.1,895.0,0.10255679200956314,109.90061980384519,16384,corrupted without correction
0.2,0.1,895.0,0.09717014848109963,115.99297915179513,16384,corrupted without correction
