,TbPEX5EGFP 1-100016_T330s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100017_T352s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100015_T308s_1_DELSHIFT_CH2_BIN1.0
1115,30.0,50.0,7
1116,20.0,22.0,16
1117,12.0,36.0,35
1118,11.0,16.0,13
1119,10.0,35.0,13
1120,69.0,7.0,11
1121,52.0,12.0,10
1122,15.0,19.0,22
1123,23.0,4.0,28
1124,7.0,12.0,7
1125,12.0,6.0,12
1126,5.0,5.0,9
1127,7.0,33.0,9
1128,3.0,31.0,10
1129,7.0,16.0,9
1130,7.0,6.0,17
1131,5.0,6.0,5
1132,9.0,8.0,9
1133,6.0,7.0,7
1134,16.0,18.0,7
1135,8.0,22.0,18
1136,11.0,9.0,7
1137,12.0,12.0,13
1138,8.0,8.0,7
1139,10.0,2.0,6
1140,10.0,6.0,12
1141,4.0,8.0,21
1142,14.0,15.0,7
1143,11.0,5.0,16
1144,18.0,23.0,26
1145,9.0,9.0,19
1146,6.0,8.0,10
1147,12.0,35.0,9
1148,8.0,40.0,10
1149,10.0,8.0,8
1150,14.0,28.0,10
1151,25.0,32.0,8
1152,20.0,20.0,11
1153,10.0,7.0,3
1154,16.0,9.0,8
1155,9.0,21.0,6
1156,14.0,21.0,7
1157,11.0,5.0,8
1158,8.0,11.0,9
1159,7.0,9.0,23
1160,11.0,10.0,16
1161,11.0,13.0,11
1162,13.0,35.0,26
1163,24.0,28.0,24
1164,31.0,9.0,27
1165,15.0,33.0,28
1166,11.0,6.0,47
1167,5.0,14.0,22
1168,6.0,9.0,22
1169,20.0,23.0,11
1170,12.0,18.0,8
1171,11.0,9.0,11
1172,6.0,9.0,8
1173,10.0,13.0,10
1174,15.0,39.0,15
1175,9.0,51.0,6
1176,6.0,33.0,8
1177,12.0,16.0,10
1178,9.0,16.0,3
1179,16.0,11.0,3
1180,14.0,6.0,13
1181,28.0,22.0,8
1182,17.0,16.0,17
1183,8.0,19.0,8
1184,12.0,12.0,7
1185,4.0,21.0,4
1186,3.0,17.0,8
1187,21.0,11.0,11
1188,44.0,9.0,6
1189,7.0,10.0,5
1190,12.0,20.0,8
1191,20.0,16.0,7
1192,16.0,9.0,12
1193,6.0,15.0,7
1194,9.0,19.0,8
1195,13.0,16.0,20
1196,23.0,24.0,21
1197,28.0,12.0,9
1198,22.0,9.0,6
1199,38.0,10.0,11
1200,13.0,11.0,9
1201,4.0,4.0,9
1202,8.0,6.0,37
1203,29.0,24.0,30
1204,13.0,26.0,21
1205,12.0,35.0,10
1206,15.0,32.0,16
1207,15.0,26.0,16
1208,10.0,21.0,9
1209,6.0,19.0,21
1210,17.0,15.0,14
1211,12.0,14.0,9
1212,11.0,14.0,11
1213,7.0,7.0,18
1214,6.0,6.0,13
1215,8.0,14.0,16
1216,26.0,10.0,7
1217,10.0,10.0,13
1218,6.0,20.0,9
1219,31.0,12.0,7
1220,55.0,8.0,5
1221,26.0,9.0,33
1222,9.0,7.0,70
1223,20.0,8.0,40
1224,10.0,10.0,6
1225,12.0,18.0,5
1226,6.0,15.0,6
1227,14.0,12.0,7
1228,13.0,11.0,12
1229,21.0,9.0,3
1230,17.0,8.0,6
1231,4.0,15.0,8
1232,14.0,8.0,12
1233,21.0,8.0,11
1234,11.0,10.0,10
1235,11.0,8.0,11
1236,28.0,18.0,5
1237,31.0,10.0,15
1238,16.0,17.0,7
1239,17.0,9.0,21
1240,10.0,11.0,6
1241,9.0,6.0,4
1242,9.0,7.0,10
1243,8.0,8.0,16
1244,2.0,6.0,33
1245,12.0,9.0,23
1246,14.0,17.0,10
1247,4.0,18.0,15
1248,9.0,18.0,23
1249,17.0,18.0,6
1250,9.0,36.0,19
1251,7.0,18.0,9
1252,27.0,19.0,23
1253,41.0,14.0,20
1254,29.0,22.0,17
1255,10.0,17.0,18
1256,13.0,9.0,17
1257,8.0,12.0,24
1258,8.0,15.0,12
1259,8.0,9.0,15
1260,9.0,13.0,36
1261,23.0,11.0,52
1262,28.0,17.0,23
1263,37.0,17.0,20
1264,15.0,21.0,23
1265,8.0,13.0,19
1266,6.0,21.0,26
1267,8.0,21.0,7
1268,5.0,19.0,10
1269,9.0,15.0,16
1270,6.0,13.0,20
1271,7.0,9.0,23
1272,8.0,9.0,8
1273,13.0,5.0,8
1274,13.0,5.0,9
1275,10.0,13.0,10
1276,9.0,16.0,6
1277,5.0,21.0,4
1278,5.0,36.0,7
1279,12.0,8.0,13
1280,15.0,14.0,19
1281,15.0,8.0,5
1282,13.0,3.0,3
1283,40.0,8.0,20
1284,9.0,11.0,36
1285,31.0,20.0,49
1286,24.0,10.0,49
1287,18.0,3.0,15
1288,15.0,11.0,11
1289,20.0,21.0,10
1290,74.0,13.0,18
1291,7.0,18.0,7
1292,8.0,24.0,13
1293,13.0,31.0,11
1294,18.0,17.0,5
1295,18.0,12.0,4
1296,33.0,16.0,7
1297,8.0,12.0,15
1298,11.0,12.0,13
1299,2.0,19.0,11
1300,7.0,11.0,4
1301,6.0,7.0,5
1302,7.0,14.0,9
1303,12.0,5.0,13
1304,9.0,12.0,7
1305,7.0,19.0,8
1306,11.0,10.0,12
1307,40.0,18.0,16
1308,23.0,13.0,14
1309,10.0,13.0,20
1310,3.0,13.0,8
1311,9.0,3.0,3
1312,28.0,9.0,6
1313,16.0,19.0,21
1314,4.0,14.0,19
1315,3.0,26.0,5
1316,11.0,13.0,13
1317,12.0,13.0,5
1318,11.0,9.0,8
1319,14.0,4.0,10
1320,11.0,10.0,10
1321,9.0,11.0,62
1322,8.0,14.0,32
1323,8.0,14.0,12
1324,7.0,11.0,15
1325,15.0,9.0,14
1326,14.0,12.0,6
1327,9.0,59.0,11
1328,6.0,30.0,5
1329,3.0,13.0,17
1330,40.0,5.0,11
1331,19.0,16.0,1
1332,8.0,23.0,5
1333,18.0,17.0,9
1334,8.0,11.0,8
1335,23.0,14.0,8
1336,7.0,21.0,16
1337,2.0,13.0,9
1338,9.0,15.0,12
1339,7.0,8.0,51
1340,19.0,9.0,12
1341,16.0,13.0,2
1342,13.0,17.0,10
1343,9.0,12.0,13
1344,8.0,11.0,13
1345,11.0,13.0,13
1346,12.0,9.0,5
1347,9.0,11.0,11
1348,15.0,19.0,12
1349,8.0,16.0,9
1350,4.0,7.0,13
1351,13.0,15.0,10
1352,15.0,10.0,13
1353,10.0,15.0,6
1354,33.0,12.0,15
1355,26.0,12.0,6
1356,26.0,27.0,12
1357,33.0,14.0,16
1358,13.0,11.0,8
1359,21.0,8.0,12
1360,8.0,12.0,11
1361,31.0,9.0,35
1362,32.0,5.0,8
1363,8.0,12.0,11
1364,25.0,12.0,15
1365,9.0,5.0,7
1366,7.0,6.0,5
1367,5.0,11.0,7
1368,16.0,16.0,8
1369,10.0,37.0,14
1370,4.0,21.0,6
1371,3.0,7.0,13
1372,14.0,9.0,11
1373,7.0,10.0,8
1374,8.0,9.0,8
1375,5.0,13.0,8
1376,16.0,11.0,4
1377,7.0,11.0,9
1378,14.0,9.0,5
1379,7.0,12.0,6
1380,31.0,14.0,5
1381,25.0,11.0,10
1382,22.0,11.0,15
1383,19.0,19.0,37
1384,6.0,14.0,24
1385,7.0,12.0,17
1386,12.0,18.0,13
1387,3.0,7.0,15
1388,2.0,4.0,6
1389,14.0,10.0,15
1390,5.0,8.0,11
1391,6.0,12.0,6
1392,7.0,11.0,10
1393,5.0,31.0,10
1394,10.0,10.0,12
1395,6.0,14.0,10
1396,14.0,18.0,14
1397,8.0,26.0,10
1398,44.0,22.0,24
1399,38.0,13.0,51
1400,23.0,60.0,16
1401,22.0,16.0,16
1402,8.0,11.0,7
1403,17.0,9.0,14
1404,14.0,9.0,12
1405,5.0,9.0,7
1406,8.0,8.0,4
1407,15.0,13.0,9
1408,27.0,18.0,10
1409,17.0,24.0,3
1410,23.0,24.0,5
1411,23.0,12.0,11
1412,10.0,20.0,11
1413,4.0,36.0,16
1414,21.0,27.0,20
1415,18.0,11.0,29
1416,6.0,13.0,28
1417,17.0,12.0,28
1418,29.0,5.0,16
1419,13.0,7.0,17
1420,3.0,14.0,12
1421,12.0,6.0,9
1422,41.0,10.0,5
1423,38.0,10.0,10
1424,35.0,27.0,15
1425,19.0,20.0,7
1426,21.0,15.0,17
1427,41.0,14.0,16
1428,32.0,12.0,16
1429,10.0,21.0,9
1430,11.0,16.0,7
1431,5.0,14.0,6
1432,8.0,12.0,8
1433,12.0,10.0,8
1434,4.0,9.0,9
1435,10.0,7.0,6
1436,15.0,9.0,15
1437,13.0,10.0,12
1438,8.0,17.0,8
1439,5.0,15.0,4
1440,6.0,9.0,7
1441,8.0,26.0,10
1442,8.0,19.0,13
1443,6.0,15.0,22
1444,14.0,17.0,9
1445,20.0,9.0,20
1446,19.0,11.0,27
1447,9.0,7.0,17
1448,4.0,6.0,13
1449,7.0,11.0,6
1450,12.0,16.0,7
1451,14.0,9.0,16
1452,35.0,10.0,9
1453,16.0,8.0,12
1454,15.0,30.0,24
1455,10.0,25.0,12
1456,15.0,11.0,12
1457,11.0,9.0,12
1458,18.0,5.0,6
1459,13.0,23.0,14
1460,12.0,11.0,13
1461,8.0,12.0,12
1462,9.0,13.0,7
1463,10.0,13.0,5
1464,24.0,15.0,6
1465,33.0,12.0,4
1466,25.0,15.0,14
1467,13.0,10.0,13
1468,50.0,31.0,23
1469,18.0,13.0,11
1470,16.0,8.0,18
1471,44.0,15.0,12
1472,10.0,12.0,14
1473,17.0,34.0,12
1474,12.0,13.0,39
1475,14.0,7.0,14
1476,11.0,17.0,13
1477,12.0,22.0,33
1478,16.0,23.0,17
1479,6.0,16.0,14
1480,15.0,10.0,14
1481,8.0,14.0,7
1482,13.0,13.0,10
1483,27.0,24.0,12
1484,18.0,13.0,9
1485,11.0,6.0,13
1486,27.0,10.0,8
1487,12.0,20.0,7
1488,17.0,14.0,6
1489,15.0,20.0,9
1490,14.0,12.0,7
1491,16.0,17.0,15
1492,11.0,24.0,15
1493,12.0,11.0,12
1494,7.0,4.0,29
1495,6.0,11.0,8
1496,21.0,7.0,15
1497,11.0,10.0,12
1498,11.0,13.0,8
1499,5.0,8.0,4
1500,13.0,10.0,13
1501,11.0,4.0,6
1502,11.0,10.0,7
1503,10.0,5.0,8
1504,9.0,13.0,14
1505,11.0,9.0,49
1506,5.0,8.0,55
1507,10.0,13.0,39
1508,8.0,3.0,16
1509,12.0,7.0,6
1510,17.0,6.0,7
1511,17.0,7.0,7
1512,13.0,5.0,9
1513,17.0,5.0,13
1514,6.0,8.0,8
1515,8.0,11.0,11
1516,13.0,21.0,16
1517,5.0,9.0,17
1518,10.0,4.0,49
1519,10.0,5.0,22
1520,3.0,6.0,27
1521,9.0,5.0,13
1522,4.0,7.0,4
1523,8.0,11.0,11
1524,7.0,27.0,8
1525,13.0,11.0,13
1526,16.0,7.0,13
1527,18.0,17.0,11
1528,37.0,11.0,6
1529,21.0,39.0,6
1530,12.0,14.0,12
1531,13.0,7.0,10
1532,11.0,32.0,16
1533,14.0,32.0,18
1534,10.0,9.0,17
1535,14.0,16.0,13
1536,19.0,18.0,14
1537,13.0,19.0,10
1538,12.0,11.0,15
1539,11.0,16.0,15
1540,6.0,37.0,27
1541,17.0,15.0,10
1542,5.0,16.0,7
1543,12.0,9.0,6
1544,6.0,8.0,17
1545,6.0,21.0,11
1546,18.0,29.0,12
1547,9.0,14.0,18
1548,6.0,22.0,21
1549,8.0,10.0,20
1550,8.0,12.0,19
1551,13.0,19.0,19
1552,9.0,30.0,7
1553,9.0,28.0,5
1554,9.0,31.0,6
1555,7.0,26.0,11
1556,7.0,13.0,11
1557,17.0,9.0,21
1558,5.0,8.0,29
1559,12.0,8.0,13
1560,9.0,4.0,24
1561,10.0,10.0,14
1562,73.0,14.0,5
1563,80.0,5.0,12
1564,9.0,5.0,13
1565,6.0,6.0,11
1566,9.0,10.0,10
1567,7.0,13.0,5
1568,8.0,9.0,4
1569,7.0,7.0,23
1570,2.0,8.0,22
1571,8.0,11.0,17
1572,8.0,9.0,9
1573,18.0,8.0,5
1574,11.0,8.0,2
1575,12.0,9.0,6
1576,12.0,7.0,12
1577,10.0,7.0,18
1578,7.0,12.0,8
1579,6.0,10.0,18
1580,8.0,8.0,14
1581,7.0,9.0,16
1582,4.0,10.0,13
1583,11.0,6.0,17
1584,9.0,9.0,19
1585,20.0,15.0,16
1586,16.0,11.0,26
1587,12.0,16.0,21
1588,8.0,9.0,29
1589,11.0,9.0,16
1590,15.0,14.0,17
1591,16.0,13.0,20
1592,6.0,17.0,18
1593,7.0,20.0,18
1594,8.0,22.0,7
1595,5.0,22.0,11
1596,13.0,27.0,6
1597,3.0,16.0,17
1598,11.0,18.0,11
1599,6.0,10.0,7
1600,9.0,17.0,11
1601,9.0,11.0,9
1602,6.0,14.0,12
1603,1.0,17.0,12
1604,6.0,10.0,16
1605,17.0,14.0,8
1606,47.0,33.0,9
1607,17.0,36.0,8
1608,10.0,32.0,19
1609,24.0,22.0,12
1610,24.0,23.0,9
1611,13.0,48.0,6
1612,10.0,58.0,15
1613,8.0,33.0,4
1614,7.0,23.0,7
1615,8.0,17.0,15
1616,9.0,12.0,8
1617,8.0,8.0,6
1618,11.0,6.0,16
1619,37.0,13.0,22
1620,80.0,13.0,23
1621,57.0,14.0,18
1622,29.0,29.0,43
1623,16.0,20.0,41
1624,12.0,29.0,34
1625,9.0,26.0,21
1626,4.0,10.0,11
1627,8.0,10.0,19
1628,9.0,5.0,15
1629,16.0,7.0,45
1630,14.0,11.0,15
1631,10.0,15.0,18
1632,12.0,12.0,8
1633,7.0,10.0,16
1634,20.0,10.0,7
1635,17.0,7.0,5
1636,20.0,7.0,9
1637,55.0,7.0,5
1638,32.0,11.0,12
1639,15.0,4.0,29
1640,8.0,7.0,12
1641,6.0,7.0,16
1642,9.0,5.0,15
1643,5.0,14.0,14
1644,7.0,23.0,14
1645,5.0,28.0,15
1646,8.0,9.0,32
1647,14.0,13.0,16
1648,22.0,17.0,11
1649,29.0,43.0,10
1650,13.0,22.0,15
1651,26.0,20.0,4
1652,15.0,31.0,7
1653,12.0,34.0,10
1654,10.0,20.0,32
1655,13.0,26.0,36
1656,17.0,19.0,25
1657,23.0,14.0,10
1658,19.0,29.0,23
1659,15.0,17.0,21
1660,7.0,11.0,7
1661,11.0,14.0,8
1662,16.0,6.0,10
1663,17.0,12.0,8
1664,21.0,7.0,14
1665,22.0,11.0,17
1666,26.0,17.0,7
1667,13.0,29.0,10
1668,18.0,19.0,7
1669,8.0,57.0,12
1670,17.0,74.0,16
1671,12.0,65.0,4
1672,13.0,23.0,10
1673,9.0,10.0,9
1674,9.0,17.0,14
1675,12.0,13.0,13
1676,11.0,26.0,16
1677,24.0,28.0,11
1678,28.0,23.0,7
1679,22.0,45.0,15
1680,17.0,28.0,8
1681,10.0,26.0,3
1682,9.0,16.0,4
1683,15.0,9.0,10
1684,19.0,10.0,6
1685,33.0,23.0,8
1686,12.0,27.0,12
1687,9.0,17.0,8
1688,9.0,9.0,13
1689,4.0,22.0,4
1690,10.0,12.0,7
1691,20.0,11.0,8
1692,12.0,14.0,14
1693,41.0,16.0,24
1694,22.0,13.0,30
1695,18.0,14.0,18
1696,20.0,7.0,24
1697,20.0,16.0,32
1698,9.0,8.0,16
1699,18.0,6.0,18
1700,21.0,8.0,25
1701,8.0,11.0,11
1702,14.0,10.0,16
1703,8.0,8.0,21
1704,10.0,8.0,39
1705,9.0,7.0,24
1706,4.0,14.0,5
1707,17.0,18.0,13
1708,15.0,14.0,4
1709,9.0,19.0,12
1710,4.0,42.0,8
1711,6.0,12.0,8
1712,15.0,25.0,18
1713,4.0,31.0,24
1714,9.0,6.0,23
1715,5.0,16.0,18
1716,15.0,16.0,10
1717,19.0,30.0,63
1718,48.0,10.0,33
1719,26.0,3.0,37
1720,36.0,20.0,17
1721,46.0,18.0,20
1722,18.0,14.0,12
1723,5.0,18.0,16
1724,9.0,5.0,26
1725,6.0,5.0,21
1726,5.0,5.0,16
1727,3.0,4.0,32
1728,9.0,6.0,33
1729,4.0,9.0,49
1730,7.0,12.0,30
1731,7.0,12.0,15
1732,14.0,8.0,26
1733,3.0,12.0,9
1734,17.0,15.0,4
1735,4.0,9.0,8
1736,3.0,4.0,8
1737,7.0,5.0,8
1738,12.0,6.0,12
1739,17.0,5.0,10
1740,15.0,6.0,5
1741,50.0,5.0,3
1742,30.0,5.0,7
1743,11.0,9.0,3
1744,9.0,8.0,4
1745,21.0,16.0,7
1746,19.0,11.0,23
1747,36.0,10.0,6
1748,24.0,7.0,5
1749,32.0,18.0,3
1750,14.0,6.0,11
1751,21.0,5.0,14
1752,21.0,9.0,9
1753,47.0,12.0,12
1754,13.0,8.0,15
1755,22.0,5.0,10
1756,23.0,4.0,7
1757,33.0,5.0,11
1758,56.0,10.0,5
1759,64.0,4.0,7
1760,23.0,4.0,4
1761,8.0,11.0,9
1762,21.0,5.0,5
1763,28.0,8.0,10
1764,16.0,7.0,10
1765,46.0,10.0,13
1766,19.0,7.0,30
1767,14.0,6.0,9
1768,25.0,10.0,8
1769,39.0,7.0,8
1770,38.0,30.0,5
1771,38.0,19.0,6
1772,63.0,6.0,5
1773,65.0,30.0,13
1774,14.0,27.0,22
1775,18.0,9.0,18
1776,22.0,3.0,21
1777,22.0,11.0,20
1778,34.0,15.0,7
1779,43.0,35.0,8
1780,27.0,19.0,12
1781,35.0,21.0,22
1782,8.0,10.0,20
1783,22.0,15.0,26
1784,54.0,12.0,25
1785,45.0,22.0,16
1786,13.0,13.0,8
1787,22.0,10.0,3
1788,16.0,6.0,8
1789,20.0,7.0,12
1790,40.0,12.0,6
1791,5.0,13.0,6
1792,21.0,11.0,5
1793,16.0,20.0,5
1794,10.0,12.0,8
1795,20.0,12.0,14
1796,15.0,12.0,30
1797,10.0,13.0,12
1798,16.0,15.0,15
1799,23.0,17.0,12
1800,13.0,7.0,5
1801,8.0,8.0,8
1802,15.0,9.0,6
1803,9.0,12.0,17
1804,17.0,5.0,9
1805,13.0,4.0,6
1806,15.0,10.0,8
1807,14.0,5.0,12
1808,26.0,6.0,13
1809,52.0,9.0,14
1810,39.0,9.0,22
1811,22.0,9.0,10
1812,23.0,3.0,25
1813,18.0,6.0,17
1814,9.0,4.0,6
1815,7.0,9.0,27
1816,29.0,11.0,8
1817,33.0,28.0,27
1818,11.0,9.0,7
1819,15.0,12.0,11
1820,13.0,9.0,17
1821,18.0,9.0,14
1822,22.0,11.0,26
1823,16.0,7.0,23
1824,14.0,11.0,11
1825,22.0,13.0,9
1826,14.0,15.0,9
1827,26.0,7.0,6
1828,20.0,11.0,12
1829,18.0,4.0,13
1830,9.0,8.0,7
1831,18.0,16.0,15
1832,15.0,20.0,13
1833,12.0,11.0,8
1834,10.0,13.0,19
1835,7.0,9.0,19
1836,15.0,12.0,9
1837,23.0,12.0,48
1838,5.0,15.0,18
1839,18.0,16.0,9
1840,6.0,57.0,10
1841,7.0,13.0,12
1842,9.0,17.0,6
1843,5.0,20.0,8
1844,14.0,47.0,7
1845,12.0,9.0,10
1846,14.0,12.0,3
1847,8.0,8.0,10
1848,7.0,4.0,4
1849,9.0,10.0,19
1850,8.0,9.0,12
1851,13.0,2.0,7
1852,12.0,7.0,10
1853,20.0,7.0,11
1854,5.0,5.0,9
1855,12.0,12.0,19
1856,5.0,7.0,7
1857,11.0,9.0,15
1858,8.0,11.0,37
1859,9.0,50.0,6
1860,12.0,35.0,41
1861,6.0,18.0,13
1862,4.0,9.0,56
1863,3.0,3.0,65
1864,8.0,6.0,59
1865,11.0,6.0,10
1866,10.0,3.0,15
1867,10.0,9.0,18
1868,7.0,11.0,9
1869,14.0,20.0,16
1870,11.0,10.0,60
1871,4.0,10.0,20
1872,8.0,11.0,20
1873,12.0,9.0,41
1874,6.0,21.0,20
1875,6.0,43.0,10
1876,7.0,34.0,19
1877,8.0,21.0,13
1878,2.0,16.0,13
1879,8.0,15.0,10
1880,7.0,5.0,8
1881,9.0,9.0,15
1882,10.0,10.0,9
1883,9.0,7.0,20
1884,11.0,9.0,13
1885,9.0,17.0,24
1886,20.0,14.0,15
1887,12.0,6.0,63
1888,9.0,12.0,24
1889,31.0,9.0,14
1890,21.0,12.0,16
1891,14.0,6.0,16
1892,5.0,5.0,6
1893,9.0,13.0,10
1894,8.0,10.0,3
1895,6.0,12.0,11
1896,5.0,31.0,11
1897,8.0,14.0,11
1898,2.0,8.0,18
1899,7.0,5.0,16
1900,10.0,4.0,19
1901,7.0,8.0,16
1902,17.0,10.0,8
1903,10.0,11.0,14
1904,11.0,32.0,20
1905,22.0,16.0,28
1906,18.0,7.0,32
1907,21.0,16.0,13
1908,33.0,12.0,15
1909,22.0,19.0,24
1910,24.0,5.0,23
1911,33.0,5.0,25
1912,46.0,11.0,32
1913,10.0,15.0,35
1914,11.0,27.0,47
1915,11.0,28.0,30
1916,12.0,11.0,13
1917,16.0,10.0,14
1918,19.0,13.0,23
1919,12.0,11.0,13
1920,11.0,5.0,12
1921,4.0,18.0,11
1922,7.0,9.0,8
1923,6.0,14.0,5
1924,11.0,17.0,14
1925,7.0,7.0,22
1926,11.0,7.0,21
1927,20.0,15.0,9
1928,11.0,16.0,9
1929,10.0,14.0,11
1930,10.0,3.0,22
1931,15.0,6.0,31
1932,22.0,12.0,12
1933,9.0,6.0,14
1934,28.0,9.0,8
1935,30.0,12.0,14
1936,17.0,14.0,17
1937,5.0,14.0,16
1938,29.0,15.0,10
1939,69.0,12.0,11
1940,10.0,20.0,4
1941,8.0,11.0,12
1942,21.0,13.0,34
1943,8.0,9.0,28
1944,12.0,4.0,6
1945,52.0,12.0,32
1946,13.0,17.0,17
1947,30.0,10.0,13
1948,13.0,13.0,11
1949,7.0,19.0,7
1950,5.0,16.0,14
1951,3.0,10.0,8
1952,7.0,4.0,12
1953,9.0,4.0,26
1954,5.0,9.0,72
1955,10.0,11.0,30
1956,10.0,6.0,14
1957,19.0,5.0,26
1958,27.0,4.0,28
1959,18.0,6.0,12
1960,8.0,15.0,38
1961,23.0,3.0,15
1962,7.0,10.0,29
1963,30.0,12.0,11
1964,13.0,9.0,14
1965,32.0,8.0,11
1966,11.0,4.0,6
1967,13.0,9.0,6
1968,6.0,10.0,8
1969,11.0,32.0,7
1970,32.0,39.0,5
1971,34.0,12.0,4
1972,18.0,9.0,3
1973,13.0,30.0,7
1974,13.0,35.0,9
1975,11.0,57.0,12
1976,6.0,20.0,6
1977,14.0,47.0,12
1978,5.0,19.0,9
1979,15.0,8.0,6
1980,18.0,42.0,10
1981,20.0,15.0,6
1982,7.0,32.0,6
1983,19.0,18.0,9
1984,13.0,19.0,9
1985,14.0,20.0,7
1986,7.0,47.0,9
1987,12.0,15.0,9
1988,8.0,20.0,15
1989,12.0,25.0,15
1990,10.0,27.0,8
1991,5.0,24.0,9
1992,5.0,21.0,13
1993,10.0,16.0,17
1994,18.0,15.0,4
1995,21.0,11.0,14
1996,17.0,10.0,21
1997,10.0,8.0,23
1998,12.0,9.0,14
1999,17.0,6.0,10
2000,6.0,20.0,14
2001,6.0,15.0,14
2002,11.0,13.0,19
2003,6.0,9.0,10
2004,5.0,9.0,9
2005,7.0,6.0,7
2006,7.0,9.0,10
2007,12.0,8.0,30
2008,9.0,14.0,12
2009,10.0,33.0,14
2010,20.0,17.0,3
2011,9.0,23.0,22
2012,8.0,26.0,37
2013,7.0,35.0,16
2014,3.0,23.0,14
2015,4.0,14.0,12
2016,3.0,29.0,11
2017,7.0,20.0,3
2018,6.0,67.0,16
2019,12.0,24.0,2
2020,6.0,17.0,11
2021,10.0,10.0,10
2022,9.0,11.0,16
2023,9.0,15.0,23
2024,12.0,18.0,12
2025,7.0,5.0,23
2026,14.0,7.0,10
2027,9.0,13.0,6
2028,8.0,18.0,6
2029,6.0,17.0,10
2030,8.0,10.0,7
2031,7.0,9.0,34
2032,10.0,10.0,29
2033,5.0,8.0,13
2034,8.0,7.0,11
2035,11.0,9.0,38
2036,12.0,7.0,61
2037,14.0,8.0,17
2038,12.0,15.0,14
2039,14.0,9.0,15
2040,24.0,6.0,21
2041,34.0,3.0,7
2042,24.0,11.0,15
2043,6.0,12.0,6
2044,7.0,8.0,7
2045,12.0,19.0,9
2046,18.0,12.0,8
2047,11.0,29.0,10
2048,10.0,43.0,8
2049,7.0,17.0,6
2050,5.0,15.0,4
2051,3.0,8.0,9
2052,14.0,5.0,12
2053,69.0,6.0,7
2054,36.0,12.0,13
2055,3.0,9.0,13
2056,8.0,10.0,18
2057,17.0,6.0,26
2058,10.0,14.0,22
2059,4.0,13.0,17
2060,17.0,16.0,35
2061,6.0,18.0,22
2062,12.0,9.0,9
2063,37.0,5.0,19
2064,26.0,14.0,22
2065,8.0,16.0,11
2066,20.0,7.0,9
2067,4.0,6.0,11
2068,11.0,4.0,20
2069,18.0,10.0,18
2070,35.0,5.0,30
2071,24.0,16.0,24
2072,8.0,6.0,27
2073,11.0,10.0,26
2074,13.0,24.0,33
2075,17.0,69.0,24
2076,16.0,31.0,13
2077,26.0,18.0,9
2078,25.0,30.0,13
2079,22.0,8.0,8
2080,20.0,9.0,13
2081,13.0,13.0,18
2082,18.0,15.0,9
2083,17.0,5.0,7
2084,32.0,16.0,8
2085,29.0,11.0,11
2086,16.0,24.0,16
2087,24.0,10.0,12
2088,73.0,26.0,8
2089,16.0,5.0,15
2090,44.0,7.0,11
2091,33.0,38.0,17
2092,28.0,58.0,10
2093,10.0,18.0,7
2094,25.0,17.0,9
2095,7.0,24.0,11
2096,5.0,10.0,13
2097,3.0,18.0,17
2098,15.0,11.0,13
2099,23.0,16.0,22
2100,11.0,23.0,22
2101,20.0,15.0,34
2102,16.0,8.0,45
2103,26.0,8.0,52
2104,31.0,8.0,52
2105,15.0,8.0,20
2106,13.0,2.0,28
2107,21.0,8.0,25
2108,20.0,15.0,29
2109,13.0,18.0,51
2110,29.0,15.0,16
2111,30.0,20.0,18
2112,32.0,13.0,14
2113,14.0,7.0,19
2114,29.0,12.0,18
2115,26.0,23.0,35
2116,27.0,8.0,17
2117,15.0,12.0,27
2118,7.0,38.0,37
2119,22.0,15.0,26
2120,30.0,23.0,34
2121,32.0,8.0,49
2122,14.0,12.0,39
2123,10.0,9.0,16
2124,7.0,5.0,17
2125,13.0,29.0,38
2126,15.0,10.0,37
2127,21.0,9.0,59
2128,15.0,5.0,23
2129,7.0,14.0,74
2130,22.0,4.0,43
2131,11.0,13.0,39
2132,9.0,9.0,19
2133,9.0,33.0,16
2134,19.0,24.0,6
2135,8.0,38.0,9
2136,11.0,5.0,13
2137,17.0,4.0,44
2138,16.0,8.0,15
2139,9.0,8.0,17
2140,12.0,15.0,10
2141,12.0,5.0,13
2142,11.0,24.0,19
2143,7.0,6.0,6
2144,19.0,11.0,37
2145,17.0,14.0,41
2146,23.0,20.0,14
2147,15.0,9.0,37
2148,6.0,9.0,16
2149,3.0,18.0,6
2150,9.0,5.0,17
2151,11.0,7.0,31
2152,18.0,4.0,19
2153,17.0,12.0,19
2154,10.0,6.0,14
2155,18.0,15.0,18
2156,16.0,7.0,8
2157,12.0,9.0,12
2158,7.0,12.0,8
2159,41.0,19.0,14
2160,40.0,6.0,8
2161,29.0,4.0,8
2162,16.0,11.0,38
2163,7.0,12.0,13
2164,8.0,3.0,21
2165,7.0,8.0,7
2166,8.0,15.0,14
2167,10.0,9.0,10
2168,11.0,13.0,10
2169,5.0,35.0,9
2170,8.0,19.0,15
2171,6.0,16.0,20
2172,9.0,20.0,7
2173,6.0,38.0,15
2174,9.0,14.0,6
2175,17.0,11.0,12
2176,14.0,8.0,11
2177,10.0,6.0,10
2178,10.0,14.0,3
2179,10.0,16.0,7
2180,5.0,21.0,4
2181,10.0,22.0,10
