,DiO LUV 10uM in 20 nM AF48889_T1067s_1_CH2_BIN1.0_PREPRO,DiO LUV 10uM in 20 nM AF4885_T51s_1_CH2_BIN1.0_PREPRO,DiO LUV 10uM in 20 nM AF48899_T1187s_1_CH2_BIN1.0_PREPRO
4396,0.019613996,0.040816326,0.07829856
4397,0.014122077,0.04811833,0.06719046
4398,0.013808253,0.066279724,0.055540502
4399,0.0262043,0.042501405,0.048496343
4400,0.024478268,0.047743868,0.07965321
4401,0.018201789,0.049054485,0.08859388
4402,0.016475758,0.04418648,0.09970198
4403,0.017887965,0.051675715,0.11297751
4404,0.0222815,0.053548023,0.14088322
4405,0.013808253,0.037820634,0.06339745
4406,0.01584811,0.033139862,0.07613113
4407,0.027145771,0.041378018,0.06637768
4408,0.018829437,0.038569555,0.07992414
4409,0.019300172,0.04100356,0.048225414
4410,0.024321355,0.03070586,0.06908697
4411,0.016946493,0.020969857,0.09970198
4412,0.02777342,0.03445048,0.093741536
4413,0.020398557,0.036510017,0.13546464
4414,0.011454574,0.027148474,0.14088322
4415,0.037972696,0.04605879,0.09970198
4416,0.02949945,0.044373713,0.08751016
4417,0.026831947,0.04418648,0.059062585
4418,0.020869292,0.04886725,0.023570849
4419,0.028087243,0.058041565,0.053914927
4420,0.02385062,0.049241714,0.058249798
4421,0.024792092,0.03707171,0.0915741
4422,0.026361212,0.04830556,0.037659172
4423,0.017731054,0.04811833,0.04199404
4424,0.014278989,0.041939713,0.059333514
4425,0.018986348,0.037820634,0.060146302
4426,0.032323867,0.029020783,0.047412626
4427,0.012552958,0.040816326,0.028989434
4428,0.01977091,0.036135554,0.042806827
4429,0.01741723,0.0351994,0.074776486
4430,0.01992782,0.04119079,0.0444324
4431,0.015534285,0.03332709,0.056353293
4432,0.015691197,0.03988017,0.06393931
4433,0.030597834,0.033888783,0.03549174
4434,0.023379885,0.044935405,0.031156868
4435,0.024949003,0.05073956,0.043890543
4436,0.020398557,0.03070586,0.040910322
4437,0.018515613,0.0303314,0.054456785
4438,0.0067472146,0.03988017,0.059875373
4439,0.016789582,0.0376334,0.06312653
4440,0.01270987,0.029582474,0.043619614
4441,0.0262043,0.033701554,0.04470333
4442,0.018986348,0.026586782,0.032511514
4443,0.013965165,0.03725894,0.031698726
4444,0.010042367,0.02190601,0.042806827
4445,0.01757414,0.025463397,0.037659172
4446,0.018672524,0.03501217,0.061500948
4447,0.034677546,0.02864632,0.0379301
4448,0.01757414,0.03988017,0.06068816
4449,0.037345048,0.036322787,0.073421836
4450,0.030754747,0.02827186,0.058520727
4451,0.022124588,0.03295263,0.06719046
4452,0.012082222,0.047369406,0.047141697
4453,0.015691197,0.03931848,0.051747493
4454,0.02306606,0.060288336,0.07260905
4455,0.01977091,0.04886725,0.088322945
4456,0.025733564,0.057479873,0.052018423
4457,0.015220461,0.05242464,0.070170686
4458,0.016632669,0.04119079,0.0869683
4459,0.02149694,0.030144168,0.06719046
4460,0.024792092,0.040441863,0.07260905
4461,0.019300172,0.03295263,0.07098348
4462,0.012396046,0.028084628,0.070170686
4463,0.015220461,0.035948325,0.061500948
4464,0.017887965,0.024340011,0.036304526
4465,0.024792092,0.03950571,0.048496343
4466,0.016632669,0.03913125,0.048496343
4467,0.012552958,0.033514325,0.05743701
4468,0.013651341,0.056169257,0.07423463
4469,0.028087243,0.051488485,0.07315091
4470,0.03907108,0.054484177,0.07640206
4471,0.024792092,0.06459465,0.06421024
4472,0.017103406,0.0503651,0.055811435
4473,0.015691197,0.05298633,0.08480087
4474,0.030754747,0.05485864,0.075318344
4475,0.024792092,0.062909566,0.065564886
4476,0.028244155,0.069649875,0.06095909
4477,0.01992782,0.08724958,0.085884586
4478,0.03028401,0.1261936,0.11081008
4479,0.03169622,0.15371653,0.09590897
4480,0.022124588,0.13143606,0.08290436
4481,0.023222972,0.14997192,0.06908697
4482,0.029813275,0.114398055,0.05310214
4483,0.021340027,0.14173375,0.070712544
4484,0.019613996,0.10990451,0.0712544
4485,0.024792092,0.11870436,0.039826605
4486,0.03028401,0.190601,0.03847196
4487,0.019143261,0.25519565,0.050392848
4488,0.0222815,0.2542595,0.05743701
4489,0.025890475,0.29694813,0.074776486
4490,0.028714892,0.32859015,0.07315091
4491,0.021340027,0.2905823,0.04226497
4492,0.019300172,0.2420895,0.040097535
4493,0.008316334,0.27522936,0.068816036
4494,0.020084733,0.25032765,0.045516122
4495,0.0094147185,0.21007302,0.053914927
4496,0.025105916,0.23254073,0.059875373
4497,0.018201789,0.21681333,0.07965321
4498,0.018986348,0.21044748,0.056624223
4499,0.016946493,0.21288148,0.062855594
4500,0.025262827,0.20501779,0.047412626
4501,0.026831947,0.19509456,0.06583582
4502,0.028087243,0.21999626,0.051205635
4503,0.012866782,0.21849841,0.056353293
4504,0.01741723,0.32203707,0.051205635
4505,0.010199279,0.22430256,0.06258467
4506,0.016632669,0.24340011,0.035220806
4507,0.013965165,0.17449915,0.062042806
4508,0.008159422,0.12769145,0.04497426
4509,0.008630158,0.14604007,0.048225414
4510,0.018515613,0.15746115,0.056353293
4511,0.0073748627,0.19883917,0.083175294
4512,0.014592813,0.20258379,0.06095909
4513,0.02385062,0.22261749,0.05689515
4514,0.02149694,0.23553641,0.059875373
4515,0.014278989,0.25201273,0.06908697
4516,0.018515613,0.28065905,0.046870768
4517,0.023379885,0.2973226,0.051205635
4518,0.013337518,0.33177307,0.046870768
4519,0.01977091,0.33739,0.05743701
4520,0.010199279,0.26586783,0.036304526
4521,0.0010983838,0.28440368,0.05310214
4522,0.015220461,0.34001124,0.056082364
4523,0.013337518,0.27597827,0.04632891
4524,0.020084733,0.1935967,0.06502303
4525,0.016789582,0.21625164,0.07315091
4526,0.033892985,0.18985209,0.033053372
4527,0.022595324,0.16064407,0.037388243
4528,0.011611486,0.1505336,0.043619614
4529,0.017103406,0.16588654,0.027634786
4530,0.013180606,0.16888224,0.0333243
4531,0.013337518,0.13855083,0.043348685
4532,0.017887965,0.15914623,0.031969655
4533,0.022909148,0.14847407,0.050392848
4534,0.015063549,0.2033327,0.058249798
4535,0.021653851,0.23628534,0.016255757
4536,0.020084733,0.31997752,0.036846384
4537,0.021967676,0.30556077,0.031427797
4538,0.022438413,0.34150907,0.04497426
4539,0.0094147185,0.38195094,0.030073151
4540,0.018986348,0.32746676,0.05228935
4541,0.025733564,0.40441865,0.060146302
4542,0.029028716,0.3293391,0.047412626
4543,0.023379885,0.30162892,0.07423463
4544,0.01584811,0.29076952,0.06502303
4545,0.01192531,0.2973226,0.055540502
4546,0.016632669,0.32522,0.05228935
4547,0.023379885,0.32203707,0.03034408
4548,0.021183116,0.24227673,0.024383636
4549,0.015691197,0.19322224,0.040368464
4550,0.014435901,0.19191162,0.022758061
4551,0.009257806,0.21643887,0.024112707
4552,0.021183116,0.21512826,0.04578705
4553,0.010356191,0.21269426,0.039013818
4554,0.025890475,0.20052424,0.032240584
4555,0.022752237,0.20857517,0.020590626
4556,0.025105916,0.21344317,0.033053372
4557,0.01992782,0.2038944,0.054185856
4558,0.02777342,0.24808088,0.015713898
4559,0.026361212,0.26287213,0.026821999
4560,0.028087243,0.20782626,0.027634786
4561,0.023693709,0.23441303,0.034949876
4562,0.026831947,0.24957873,0.051205635
4563,0.0036089753,0.21625164,0.04118125
4564,0.02793033,0.22617488,0.030073151
4565,0.022909148,0.23871934,0.04659984
4566,0.0069041266,0.21774949,0.03061501
4567,0.014278989,0.23946826,0.042806827
4568,0.024164444,0.22954503,0.073421836
4569,0.013965165,0.21924733,0.048496343
4570,0.017887965,0.2572552,0.04578705
4571,0.010042367,0.25313613,0.02329992
4572,0.017887965,0.18685639,0.03413709
4573,0.020241644,0.173563,0.036575455
4574,0.018672524,0.18535855,0.062313735
4575,0.011454574,0.22654934,0.05012192
4576,0.0095716305,0.24639581,0.047141697
4577,0.014278989,0.1965924,0.028176647
4578,0.021183116,0.1754353,0.033053372
4579,0.022438413,0.24171503,0.06529396
4580,0.013337518,0.19097547,0.043077756
4581,0.016789582,0.15278038,0.07260905
4582,0.020712381,0.16008238,0.059604444
4583,0.03342225,0.15502715,0.05337307
4584,0.032166954,0.17262685,0.04659984
4585,0.021026203,0.156525,0.06529396
4586,0.013023694,0.15446545,0.039013818
4587,0.024164444,0.13911253,0.061771877
4588,0.028557979,0.15914623,0.1045787
4589,0.020084733,0.16850777,0.12056353
4590,0.024164444,0.166261,0.118937954
4591,0.04299388,0.17225239,0.112435654
4592,0.018986348,0.13031268,0.096179895
4593,0.016789582,0.104662046,0.08561365
4594,0.033108424,0.09511328,0.11270659
4595,0.030597834,0.10110466,0.085884586
4596,0.019613996,0.08537727,0.19994581
4597,0.0262043,0.0953005,0.20482254
4598,0.013337518,0.08650065,0.21484692
4599,0.018672524,0.08406665,0.23760499
4600,0.007845598,0.0831305,0.21078299
4601,0.014906637,0.0606628,0.2164725
4602,0.020869292,0.056169257,0.22649689
4603,0.022752237,0.06515634,0.12327283
4604,0.025890475,0.07339449,0.13519372
4605,0.0097285425,0.059726644,0.123543754
4606,0.014592813,0.03744617,0.120292604
4607,0.010826926,0.05673095,0.09699269
4608,0.0051780953,0.034824938,0.12814955
4609,0.019143261,0.051488485,0.16526687
4610,0.016475758,0.033888783,0.16905987
4611,0.02149694,0.04343756,0.14277974
4612,0.01977091,0.05017787,0.08154972
4613,0.021967676,0.051301256,0.09536711
4614,0.01992782,0.03931848,0.06827418
4615,0.028871803,0.055982027,0.09238689
4616,0.00878707,0.025463397,0.12706584
4617,0.0029813275,0.03744617,0.13952859
4618,0.022124588,0.02209324,0.1850447
4619,0.025733564,0.044935405,0.21024112
4620,0.036246665,0.031080322,0.16553779
4621,0.013808253,0.03688448,0.16607966
4622,0.0183587,0.032390937,0.13031699
4623,0.031853132,0.02621232,0.124356546
4624,0.013337518,0.030893091,0.19398537
4625,0.010670014,0.043063097,0.16445407
4626,0.0006276479,0.0327654,0.09563804
4627,0.020869292,0.025463397,0.09238689
4628,0.012866782,0.042688634,0.04930913
4629,0.015063549,0.034076016,0.07992414
4630,0.020712381,0.03445048,0.096179895
4631,0.0094147185,0.04418648,0.09455432
4632,0.019143261,0.04156525,0.13004605
4633,0.02400753,0.035386633,0.050663777
4634,0.024478268,0.049241714,0.044161472
4635,0.017731054,0.038195096,0.058520727
4636,0.01992782,0.029769706,0.037117314
4637,0.017731054,0.03744617,0.024925495
4638,0.015691197,0.04100356,0.054185856
4639,0.02149694,0.04156525,0.029531293
4640,0.022752237,0.027522936,0.043348685
4641,0.032794602,0.032203708,0.040097535
4642,0.021967676,0.029582474,0.031969655
4643,0.015220461,0.02621232,0.021132484
4644,0.012552958,0.040254634,0.034678947
4645,0.026361212,0.040441863,0.067461394
4646,0.01584811,0.040441863,0.04632891
4647,0.012866782,0.016289085,0.027363857
4648,0.022124588,0.029956937,0.03820103
4649,0.033892985,0.03988017,0.051476564
4650,0.03248078,0.03257817,0.05337307
4651,0.029813275,0.030893091,0.11351937
4652,0.028401067,0.027897397,0.107287996
4653,0.012239134,0.030518629,0.06448117
4654,0.017887965,0.020408163,0.028447576
4655,0.014278989,0.006365849,0.07206719
4656,0.014435901,0.010484928,0.10159849
4657,0.021967676,0.02171878,0.053643998
4658,0.0037658873,0.03070586,0.020319697
4659,0.010042367,0.026774012,0.047141697
4660,0.012239134,0.018348623,0.04497426
4661,0.012396046,0.024901703,0.04199404
4662,0.022909148,0.019097548,0.04199404
4663,0.021810764,0.028833551,0.10945543
4664,0.013180606,0.023403857,0.2573828
4665,0.016946493,0.024714474,0.076672986
4666,0.018672524,0.012544467,0.065564886
4667,0.012239134,0.023216626,0.06502303
4668,0.0367174,0.040629096,0.031698726
4669,0.031225482,0.046246022,0.023841778
4670,0.01741723,0.03988017,0.048767272
4671,0.013965165,0.0303314,0.043890543
4672,0.022124588,0.035386633,0.08290436
4673,0.031539306,0.038944017,0.056082364
4674,0.027616506,0.04156525,0.063668385
4675,0.0075317747,0.032390937,0.03413709
4676,0.008159422,0.040067405,0.037388243
4677,0.022595324,0.02171878,0.031698726
4678,0.025890475,0.022842165,0.037659172
4679,0.02949945,0.022654934,0.02628014
4680,0.01114075,0.03332709,0.03549174
4681,0.028557979,0.030518629,0.04172311
4682,0.042052407,0.027335705,0.042535897
4683,0.016789582,0.016850777,0.022758061
4684,0.019143261,0.033888783,0.053643998
4685,0.013494429,0.02621232,0.035220806
4686,0.020555468,0.020220932,0.039555676
4687,0.02793033,0.025088934,0.040910322
4688,0.018201789,0.025650628,0.040910322
4689,0.030440923,0.01722524,0.016526686
4690,0.020084733,0.03707171,0.033053372
4691,0.010356191,0.035386633,0.027905717
4692,0.01977091,0.05654372,0.052018423
4693,0.015377373,0.08593896,0.055269573
4694,0.010513102,0.042875867,0.060146302
4695,0.014122077,0.051862948,0.04578705
4696,0.015691197,0.06272234,0.030073151
4697,0.023379885,0.04999064,0.03549174
4698,0.016632669,0.040816326,0.047683556
4699,0.018044876,0.017412469,0.027905717
4700,0.02777342,0.032390937,0.036304526
4701,0.014906637,0.045309868,0.029260363
4702,0.018201789,0.04175248,0.035762668
4703,0.017731054,0.038007863,0.0379301
4704,0.034520634,0.034263246,0.030885939
4705,0.030440923,0.04362479,0.012462747
4706,0.019143261,0.034263246,0.024654565
4707,0.016318845,0.03913125,0.05228935
4708,0.019300172,0.038569555,0.048767272
4709,0.020869292,0.036697246,0.056353293
4710,0.03028401,0.031080322,0.04118125
4711,0.035462108,0.034824938,0.051205635
4712,0.03436372,0.023403857,0.04118125
4713,0.034677546,0.040067405,0.04118125
4714,0.029970186,0.029395245,0.06068816
4715,0.030127099,0.031267554,0.05228935
4716,0.034677546,0.023029394,0.015713898
4717,0.035305195,0.016101854,0.024654565
4718,0.028871803,0.022842165,0.029531293
4719,0.041738585,0.031829245,0.032240584
4720,0.03436372,0.029395245,0.026821999
4721,0.023693709,0.03295263,0.031156868
4722,0.021653851,0.020782625,0.029802222
4723,0.03750196,0.029395245,0.021403413
4724,0.044092264,0.03332709,0.031427797
4725,0.03106857,0.029395245,0.021132484
4726,0.038286522,0.034076016,0.0010837171
4727,0.033108424,0.038195096,0.024112707
4728,0.032794602,0.046620484,0.0333243
4729,0.035305195,0.042501405,0.046870768
4730,0.028871803,0.042126942,0.042806827
4731,0.041110937,0.0376334,0.036033597
4732,0.032951515,0.036697246,0.04118125
4733,0.02949945,0.038569555,0.052018423
4734,0.026361212,0.04399925,0.04470333
4735,0.031225482,0.038756788,0.03874289
4736,0.024635179,0.035948325,0.043890543
4737,0.030911658,0.045497097,0.027634786
4738,0.024635179,0.026774012,0.039013818
4739,0.038443435,0.01310616,0.0333243
4740,0.027616506,0.046246022,0.040910322
4741,0.02793033,0.03257817,0.025467353
4742,0.036089752,0.046620484,0.032240584
4743,0.045661382,0.03257817,0.047954485
4744,0.024635179,0.03332709,0.04199404
4745,0.023693709,0.043063097,0.030073151
4746,0.023222972,0.04643325,0.040639393
4747,0.02400753,0.044373713,0.037388243
4748,0.042052407,0.020969857,0.036846384
4749,0.040954024,0.04830556,0.032511514
4750,0.030440923,0.03257817,0.04578705
4751,0.038757257,0.026586782,0.06095909
4752,0.038286522,0.034824938,0.06989975
4753,0.028871803,0.0376334,0.045516122
4754,0.017103406,0.026399551,0.023841778
4755,0.027302682,0.03725894,0.035762668
4756,0.013180606,0.029395245,0.040368464
4757,0.010199279,0.034076016,0.053914927
4758,0.018672524,0.047369406,0.027363857
4759,0.025105916,0.045497097,0.039555676
4760,0.026361212,0.05261187,0.047412626
4761,0.044092264,0.040629096,0.021132484
4762,0.018829437,0.06609249,0.029802222
4763,0.028087243,0.042501405,0.039013818
4764,0.036403578,0.03707171,0.026009211
4765,0.053036246,0.040441863,0.037659172
4766,0.015534285,0.04156525,0.04524519
4767,0.015063549,0.051675715,0.06448117
4768,0.019457085,0.045122635,0.050934706
4769,0.021967676,0.05673095,0.051747493
4770,0.031225482,0.041939713,0.056082364
4771,0.03248078,0.047743868,0.06637768
4772,0.019143261,0.040067405,0.058791656
4773,0.01192531,0.025463397,0.035220806
4774,0.026518123,0.028084628,0.040097535
4775,0.028557979,0.028833551,0.024383636
4776,0.030597834,0.036322787,0.036304526
4777,0.023693709,0.03744617,0.043348685
4778,0.026047388,0.03501217,0.059875373
4779,0.01977091,0.043250326,0.027905717
4780,0.027302682,0.038195096,0.034678947
4781,0.020869292,0.049803406,0.032240584
4782,0.035932843,0.051301256,0.04659984
4783,0.030127099,0.04175248,0.029260363
4784,0.024792092,0.035386633,0.055269573
4785,0.029813275,0.040816326,0.042806827
4786,0.024164444,0.060850028,0.024112707
4787,0.040012553,0.04643325,0.01896505
4788,0.03201004,0.055045873,0.014901111
4789,0.02934254,0.08444112,0.027363857
4790,0.023693709,0.10391313,0.028447576
4791,0.024792092,0.07433065,0.030073151
4792,0.035305195,0.07620296,0.043077756
4793,0.036089752,0.06590526,0.0143592525
4794,0.03169622,0.06609249,0.021132484
4795,0.020869292,0.06122449,0.0222162
4796,0.021653851,0.06515634,0.024383636
4797,0.028714892,0.053360794,0.063668385
4798,0.030754747,0.05953941,0.059333514
4799,0.024949003,0.036322787,0.031698726
4800,0.025105916,0.04811833,0.047141697
4801,0.02541974,0.048492793,0.06068816
4802,0.037658874,0.044560943,0.04497426
4803,0.014906637,0.029582474,0.02628014
4804,0.022595324,0.03688448,0.040368464
4805,0.024635179,0.028833551,0.03874289
4806,0.024321355,0.035386633,0.034949876
4807,0.03201004,0.038944017,0.039284747
4808,0.027145771,0.03688448,0.029802222
4809,0.034520634,0.04886725,0.036033597
4810,0.02306606,0.056356486,0.022758061
4811,0.03514828,0.06496911,0.03359523
4812,0.015534285,0.057667103,0.03359523
4813,0.02777342,0.055045873,0.02628014
4814,0.024164444,0.0728328,0.054998644
4815,0.027145771,0.06815203,0.03820103
4816,0.018201789,0.079947576,0.040097535
4817,0.022124588,0.08631343,0.04930913
4818,0.026831947,0.10260251,0.047683556
4819,0.0183587,0.106534354,0.02329992
4820,0.023222972,0.08219434,0.036304526
4821,0.020084733,0.068713725,0.031427797
4822,0.017887965,0.06571803,0.048496343
4823,0.025890475,0.05242464,0.020048767
4824,0.03514828,0.040067405,0.04605798
4825,0.030440923,0.040254634,0.04605798
4826,0.03201004,0.046620484,0.034678947
4827,0.027616506,0.0503651,0.050392848
4828,0.040326376,0.038756788,0.03034408
4829,0.026361212,0.046620484,0.024112707
4830,0.023379885,0.04830556,0.034949876
4831,0.022124588,0.042126942,0.031427797
4832,0.023536796,0.03744617,0.0333243
4833,0.04377844,0.029020783,0.034949876
4834,0.03106857,0.028084628,0.03061501
4835,0.032323867,0.033139862,0.03413709
4836,0.025890475,0.05897772,0.03874289
4837,0.020712381,0.03295263,0.051747493
4838,0.015377373,0.047743868,0.0666486
4839,0.016632669,0.035948325,0.06529396
4840,0.0262043,0.030893091,0.05228935
4841,0.029028716,0.03988017,0.04145218
4842,0.02149694,0.03070586,0.047141697
4843,0.033579163,0.05654372,0.030885939
4844,0.033265337,0.047182176,0.040639393
4845,0.026831947,0.060850028,0.045516122
4846,0.019613996,0.051488485,0.056353293
4847,0.017887965,0.07713911,0.051747493
4848,0.011611486,0.083317734,0.034949876
4849,0.012239134,0.07770081,0.04199404
4850,0.030440923,0.095862195,0.05228935
4851,0.017731054,0.10204082,0.058249798
4852,0.022909148,0.10353866,0.048496343
4853,0.010199279,0.0752668,0.039826605
4854,0.014278989,0.151657,0.031427797
4855,0.031382393,0.17431192,0.05012192
4856,0.028871803,0.15146977,0.05770794
4857,0.01992782,0.13873807,0.08100786
4858,0.013965165,0.13948698,0.06095909
4859,0.017887965,0.15221868,0.059604444
4860,0.015534285,0.20071147,0.036575455
4861,0.014592813,0.20014979,0.026821999
4862,0.013651341,0.18947762,0.034408018
4863,0.019143261,0.19453286,0.056624223
4864,0.015377373,0.21924733,0.028447576
4865,0.018986348,0.2008987,0.010837171
4866,0.020555468,0.17000562,0.03413709
4867,0.017887965,0.10391313,0.02628014
4868,0.023536796,0.099794045,0.05716608
4869,0.0029813275,0.107657745,0.048767272
4870,0.015220461,0.12394682,0.051747493
4871,0.029028716,0.12057667,0.032782443
4872,0.024792092,0.10110466,0.055540502
4873,0.019300172,0.14416777,0.04497426
4874,0.014592813,0.1256319,0.034678947
4875,0.017887965,0.1183299,0.02302899
4876,0.021340027,0.16008238,0.05797887
4877,0.012552958,0.15240592,0.04632891
4878,0.020241644,0.19809024,0.043619614
4879,0.019300172,0.19677962,0.026009211
4880,0.0222815,0.20033702,0.03549174
4881,0.013494429,0.22767273,0.027634786
4882,0.018986348,0.21044748,0.045516122
4883,0.027616506,0.19996256,0.06123002
4884,0.019300172,0.15858454,0.07829856
4885,0.02793033,0.12769145,0.04659984
4886,0.024164444,0.1286276,0.06393931
4887,0.020084733,0.122636214,0.05310214
4888,0.027145771,0.09998128,0.07450555
4889,0.0070610386,0.10447482,0.01923598
4890,0.024792092,0.14510392,0.03874289
4891,0.015220461,0.15802284,0.040368464
4892,0.0095716305,0.15933345,0.01517204
4893,0.021810764,0.15371653,0.031427797
4894,0.03656049,0.14416777,0.024925495
4895,0.03577593,0.1535293,0.029802222
4896,0.02400753,0.18423516,0.035220806
4897,0.03891417,0.17318854,0.039013818
4898,0.025105916,0.1765587,0.036575455
4899,0.022438413,0.156525,0.051205635
4900,0.021810764,0.171129,0.03820103
4901,0.037815787,0.18198839,0.05797887
4902,0.030597834,0.1559633,0.0712544
4903,0.036403578,0.13761468,0.091032244
4904,0.043150794,0.086687885,0.10051476
4905,0.022438413,0.062909566,0.056624223
4906,0.03420681,0.07882419,0.07044161
4907,0.03420681,0.05879049,0.060146302
4908,0.014592813,0.040067405,0.0647521
4909,0.008630158,0.057479873,0.0666486
4910,0.022438413,0.057854336,0.06258467
4911,0.028401067,0.041939713,0.07260905
4912,0.029185627,0.03501217,0.043890543
4913,0.021967676,0.034263246,0.06041723
4914,0.026047388,0.035573862,0.05770794
4915,0.022752237,0.031080322,0.06393931
4916,0.023379885,0.03707171,0.053643998
4917,0.026988858,0.03257817,0.035762668
4918,0.01977091,0.036135554,0.05337307
4919,0.009100894,0.04568433,0.029260363
4920,0.017887965,0.032390937,0.037659172
4921,0.010670014,0.046246022,0.051205635
4922,0.013965165,0.051675715,0.029531293
4923,0.020869292,0.03950571,0.048496343
4924,0.018986348,0.04175248,0.06421024
4925,0.02306606,0.032203708,0.051205635
4926,0.019613996,0.037820634,0.025738282
4927,0.032166954,0.033139862,0.058791656
4928,0.020712381,0.041939713,0.07369277
4929,0.022909148,0.03257817,0.07233812
4930,0.03169622,0.03463771,0.047141697
4931,0.027302682,0.044748176,0.055540502
4932,0.023693709,0.028084628,0.019506909
4933,0.028401067,0.035948325,0.024654565
4934,0.029970186,0.031267554,0.036846384
4935,0.027302682,0.044373713,0.016526686
4936,0.020241644,0.04175248,0.047683556
4937,0.03106857,0.04755664,0.058520727
4938,0.019457085,0.06328403,0.07206719
4939,0.026831947,0.0503651,0.042806827
4940,0.02306606,0.042688634,0.027905717
4941,0.01992782,0.03445048,0.029531293
4942,0.020712381,0.052050177,0.059333514
4943,0.013023694,0.043250326,0.06041723
4944,0.015534285,0.07919865,0.0490382
4945,0.0094147185,0.05935218,0.04497426
4946,0.017731054,0.0703988,0.04199404
4947,0.0340499,0.080322035,0.0444324
4948,0.030754747,0.04175248,0.053914927
4949,0.040169466,0.046807714,0.042806827
4950,0.023536796,0.07620296,0.034678947
4951,0.035305195,0.082756035,0.052018423
4952,0.051467128,0.08650065,0.06962883
4953,0.021026203,0.066279724,0.062855594
4954,0.021810764,0.053735256,0.030885939
4955,0.020084733,0.0503651,0.05283121
4956,0.020084733,0.06702865,0.050663777
4957,0.024792092,0.08238158,0.030073151
4958,0.024164444,0.08781127,0.040639393
4959,0.029970186,0.108032204,0.062855594
4960,0.029970186,0.108968355,0.031969655
4961,0.025105916,0.10522374,0.028447576
4962,0.025733564,0.10634713,0.04199404
4963,0.021653851,0.098857895,0.01923598
4964,0.02149694,0.069649875,0.01923598
4965,0.023536796,0.10428759,0.01923598
4966,0.012866782,0.1031642,0.026009211
4967,0.0075317747,0.1389253,0.03061501
4968,0.02149694,0.083317734,0.02248713
4969,0.02149694,0.06141172,0.042535897
4970,0.0222815,0.06890096,0.021945272
4971,0.021810764,0.10484928,0.035220806
4972,0.021810764,0.124134056,0.04470333
4973,0.028557979,0.1031642,0.053643998
4974,0.024792092,0.08107096,0.040368464
4975,0.022124588,0.07976034,0.043077756
4976,0.020869292,0.07676465,0.063668385
4977,0.035619017,0.0855645,0.048767272
4978,0.023693709,0.06459465,0.040639393
4979,0.027459595,0.05710541,0.01896505
4980,0.040326376,0.04830556,0.027905717
4981,0.03342225,0.043063097,0.04118125
4982,0.005648831,0.05073956,0.034408018
4983,0.015377373,0.031454783,0.043077756
4984,0.016161934,0.033888783,0.021945272
4985,0.0095716305,0.038944017,0.048767272
4986,0.014749725,0.03707171,0.07287998
4987,0.01992782,0.029020783,0.035220806
4988,0.020084733,0.027335705,0.027634786
4989,0.008943982,0.030893091,0.043619614
4990,0.009885455,0.03950571,0.048225414
4991,0.019300172,0.03688448,0.059604444
4992,0.030597834,0.051114023,0.048496343
4993,0.014906637,0.044560943,0.034408018
4994,0.02306606,0.03988017,0.047954485
4995,0.022595324,0.043250326,0.029260363
4996,0.0183587,0.038944017,0.05283121
4997,0.020869292,0.045122635,0.029260363
4998,0.03201004,0.043250326,0.014630182
4999,0.018829437,0.050926793,0.06719046
5000,0.012239134,0.06646696,0.045516122
5001,0.0076886867,0.10204082,0.027363857
5002,0.032323867,0.14173375,0.04958006
5003,0.018672524,0.20689009,0.040639393
5004,0.009885455,0.31885415,0.047412626
5005,0.013337518,0.31099045,0.032782443
5006,0.015377373,0.3051863,0.054185856
5007,0.023379885,0.21774949,0.03034408
5008,0.018515613,0.30237782,0.052018423
5009,0.011611486,0.6590526,0.028447576
5010,0.018986348,0.696686,0.051476564
5011,0.023693709,0.57929224,0.029802222
5012,0.012082222,0.4150908,0.012462747
5013,0.018672524,0.35892156,0.029531293
5014,0.018044876,0.4016102,0.050392848
5015,0.008159422,0.48773637,0.043077756
5016,0.017731054,0.5674967,0.026821999
5017,0.02793033,0.52274853,0.016526686
5018,0.025576651,0.51975286,0.044161472
5019,0.017103406,0.3149223,0.03061501
5020,0.01977091,0.16757162,0.0127336765
5021,0.024792092,0.14660177,0.024925495
5022,0.024478268,0.14266992,0.037659172
5023,0.013023694,0.15203145,0.02329992
5024,0.01992782,0.12001498,0.043619614
5025,0.017103406,0.14454222,0.037659172
5026,0.024321355,0.1456656,0.028447576
5027,0.029970186,0.108593896,0.0035220808
5028,0.018515613,0.102228045,0.03359523
5029,0.01757414,0.11758098,0.034949876
5030,0.024321355,0.09623666,0.024925495
5031,0.021340027,0.09604943,0.043890543
5032,0.0222815,0.08519004,0.053643998
5033,0.0097285425,0.08930912,0.021403413
5034,0.018201789,0.07451788,0.04145218
5035,0.018672524,0.055982027,0.021674342
5036,0.024635179,0.035573862,0.037659172
5037,0.014592813,0.051301256,0.024112707
5038,0.010670014,0.07227111,0.015442969
5039,0.023693709,0.057854336,0.035220806
5040,0.0262043,0.03950571,0.047683556
5041,0.022438413,0.025463397,0.047412626
5042,0.014906637,0.03295263,0.039284747
5043,0.022752237,0.033514325,0.040368464
5044,0.022909148,0.03501217,0.04605798
5045,0.010199279,0.053360794,0.028176647
5046,0.02385062,0.054296948,0.020048767
5047,0.022909148,0.03931848,0.028176647
5048,0.011768398,0.03688448,0.04470333
5049,0.026518123,0.047182176,0.026821999
5050,0.022752237,0.034824938,0.03874289
5051,0.02149694,0.08462834,0.027363857
5052,0.024949003,0.09679835,0.03061501
5053,0.018201789,0.09754728,0.035220806
5054,0.004393535,0.15072083,0.04605798
