Time (ms),hs-pex5_noc,hs-pex5_noc fitted model: ,tb-pex5_noc,tb-pex5_noc fitted model: ,tb-pex5_0cd20,tb-pex5_0cd20 fitted model: ,tb-pex5_thr-7,tb-pex5_thr-7 fitted model: ,
1e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
2e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
3e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
4e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
5e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
6e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
8e-06,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1.2e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1.4e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1.6e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
1.8e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
2.2e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
2.6e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
3e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
3.4e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
3.8e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
4.2e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
5e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
5.8e-05,-1.0, ,-1.0, ,-1.0, ,-1.0, ,
67.108858,0.0021261247220854653,0.0026109356678711004,0.01001635820256319,0.009273725610000977,0.0011297214868946578,-0.000340230526885327,0.0038761976293369546,0.003964337875056221,
75.497466,0.0021303277581591726,0.002376070823201089,0.009509975779395474,0.008095210599244703,0.0005410271012583312,-0.0005633942764877069,0.0033469312281976696,0.0033291134772567652,
83.886074,0.0018184034350755987,0.002195899590309613,0.00779605528356886,0.007144700422207035,0.00035100931066795306,-0.0007344180135747443,0.002842024765268115,0.002815168488060367,
92.274682,0.0016903192040456196,0.002054094935168554,0.00581476691528682,0.006362413496263505,3.839885330850823e-05,-0.000868910542435268,0.002254984182875271,0.002390945400163917,
100.66329,0.0015254736021292974,0.001940108207326651,0.004600126984910694,0.005707750833938007,9.995719754175792e-06,-0.0009769428899849364,0.0020945907380577012,0.0020349694820706887,
117.440506,0.0007744126345776313,0.0017693988797811535,0.00398107775653082,0.004675038910373412,0.0002931831222148364,-0.0011385973935845914,0.0018284943928430204,0.0014714093624730398,
134.217722,0.001001855364894133,0.0016488020988252238,0.003973792089242772,0.0038986103744813897,0.0003984671805613189,-0.001252689971722366,0.00159829844338851,0.0010458450523090418,
150.994938,0.0007467338478318606,0.001559886184632873,0.004119869404008265,0.0032946708855692885,0.00039368981577968574,-0.0013367482692426404,0.0011212023819988453,0.000713548166402221,
167.772154,0.0005244340370129894,0.001492107047815924,0.0022513587334945127,0.0028122429372248394,0.00034756975085068387,-0.0014007864433247953,0.0009157515487184539,0.00044720079623776715,
184.54937,0.0004972465867274214,0.0014390408833082498,0.001861865325056797,0.002418554563964141,0.0007332767046246107,-0.0014508991866191013,0.0009497120624590743,0.0002291781755566374,
201.326586,0.00035813710351363025,0.0013965734966648897,0.001443185720324312,0.0020915916811310477,0.00037960382707989915,-0.001490986610395597,0.0005090962643055361,4.7602560946913156e-05,
234.881018,0.0003870848411961187,0.0013333080588705363,0.0012542143725861484,0.001580866423420132,0.0001924286373100279,-0.0015506776496305135,7.518831039400852e-05,-0.00023705661438790495,
268.43545,0.0003622180109654418,0.0012888736277094654,0.0010412484194705916,0.0012014134526094904,0.0007115711716870483,-0.001592579441315059,-6.897821518589087e-06,-0.0004494824996767884,
301.989882,0.00021238348063269718,0.0012562602882755548,0.0013715247501337288,0.0009093116429573676,0.0008251769433104376,-0.0016233213377975842,0.0001864966857764312,-0.0006136370400019982,
335.544314,0.00029972982686339876,0.001231489818059043,0.0010847971529321155,0.0006781470396724036,0.000934527966635633,-0.0016466628058911868,-0.00012721286083394913,-0.0007439903678049392,
369.098746,0.00012514693873424854,0.0012121539849130804,0.0008657185851676417,0.0004911028505669901,0.0005914371904379307,-0.001664878319809334,-0.0003801481294349669,-0.00084978848091214,
402.653178,-8.070341010152848e-05,0.0011967184578181933,0.00042012870432859195,0.00033697707728884484,0.00038199368258269795,-0.0016794163006602187,-0.0005594317155168489,-0.0009372102466036488,
469.762042,1.8332246747233326e-05,0.0011737906474545675,-9.142445219137274e-05,9.873988810389341e-05,-0.00036238660574377943,-0.0017010053170069168,-0.0014950510170076434,-0.0010728323919248304,
536.870906,7.774652693349094e-05,0.0011577385707705065,4.543841756215716e-05,-7.596774748339162e-05,-0.0005042025769950254,-0.001716115840243177,-0.0014082675940237958,-0.0011727262069010625,
603.97977,-0.00034406799494451776,0.0011459858127480323,0.0001433926962049541,-0.00020888999610629106,-0.0006819073987102864,-0.0017271768414701255,-0.0016358171027131782,-0.00124901773113528,
671.088634,-0.00021392385770584133,0.001137076773757267,0.00014733854378774902,-0.0003129686830538234,-0.000686031539832261,-0.0017355600708587277,-0.001500718853819805,-0.0013089543186313177,
738.197498,-0.0003150601922128695,0.0011301334189897394,-0.00011996025153848145,-0.00039636635031341477,-0.00080638239828254,-0.0017420927247275007,-0.001704817165335952,-0.0013571239285008784,
805.306362,-0.00013878545850574264,0.001124597940264301,-0.00016043265504976035,-0.00046447323355472403,-0.0006930195538316944,-0.0017473001809508093,-0.00149144673412541,-0.0013965664379051847,
939.52409,-0.0002163641867997934, ,-2.1549405150944613e-05, ,-0.0023150433340177615, ,-0.003607612686255132, ,
1073.741818,-5.96182816744788e-05, ,7.538870007918774e-05, ,-0.0023170179595526467, ,-0.0036063026206166427, ,
1207.959546,-0.00020669687402196678, ,0.00019864909156178134, ,-0.002338706897714155, ,-0.003635283608999432, ,
1342.177274,-0.0001084473085109714, ,-0.0004655721083581388, ,-0.0027122289160937127, ,-0.0038102604163000077, ,
1476.395002,-0.00028591541556256404, ,-0.0005864178866857923, ,-0.002607388898553975, ,-0.003941798967211897, ,
1610.61273,-0.00026761632925174884, ,-2.9264348399158813e-05, ,-0.002529265077646664, ,-0.0038482724060918804, ,
1879.048186,-0.007642671127119929, ,-0.007513771361782752, ,-0.006602421310149794, ,-0.0043715870892934525, ,
2147.483642,-0.007881885997769312, ,-0.007660129732009249, ,-0.006666624356723859, ,-0.004385863561843681, ,
2415.919098,-0.00778985323946804, ,-0.008215723042716337, ,-0.006801085075653399, ,-0.004860892608165016, ,
2684.354554,-0.007792498099925605, ,-0.008438620575696824, ,-0.007117389452642598, ,-0.0049206009299213455, ,
2952.79001,-0.00816984659313803, ,-0.008732382618071539, ,-0.007032396953227511, ,-0.005169215974898048, ,
3221.225466,-0.00837325683465238, ,-0.00895298207891484, ,-0.007440102412368965, ,-0.005296635868265836, ,
3758.096378,-0.008985310619845071, ,-0.00922912780977783, ,-0.015737090132777506, ,-0.006319963169967887, ,
4294.96729,-0.009291196310534905, ,-0.009591575593224072, ,-0.01576456647381211, ,-0.00661785723843139, ,
4831.838202,-0.009754714773945171, ,-0.010100432954084927, ,-0.016214616254935553, ,-0.006816817170235056, ,
5368.709114,-0.009761078808264087, ,-0.010550913502131644, ,-0.016900938103714454, ,-0.006897132462974067, ,
5905.580026,-0.010404492817984053, ,-0.011046273019092303, ,-0.017481341942689223, ,-0.007088985604884659, ,
6442.450938,-0.010401945932807823, ,-0.011548295897934989, ,-0.018245756488814862, ,-0.007528733424000968, ,
