,20 nM AF48897_T1160s_1_CH2_BIN1.0_PREPRO,20 nM AF48896_T1142s_1_CH2_BIN1.0_PREPRO,20 nM AF4887_T74s_1_CH2_BIN1.0_PREPRO
8802,0.371831,0.2969697,0.41230768
8803,0.22535211,0.46060607,0.36307693
8804,0.4197183,0.6,0.53846157
8805,0.24225353,0.43939394,0.4369231
8806,0.6197183,0.42424244,0.43076923
8807,0.5070422,0.34545454,0.4923077
8808,0.51830983,0.58484846,0.58153844
8809,0.54366195,0.6878788,0.35076922
8810,0.47605634,0.54848486,0.50153846
8811,0.50985914,0.36060607,0.6861538
8812,0.27042255,0.5151515,0.38153845
8813,0.52394366,0.3969697,0.40615386
8814,0.23661971,0.6484848,0.4953846
8815,0.34929577,0.43939394,0.52
8816,0.6056338,0.37878788,0.46153846
8817,0.6253521,0.33333334,0.30153847
8818,0.7183099,0.55151516,0.2830769
8819,0.52394366,0.34545454,0.19692308
8820,0.5859155,0.8545455,0.4
8821,0.30422536,0.6151515,0.47692308
8822,0.1971831,0.16363636,0.25230768
8823,0.25070423,0.21818182,0.2830769
8824,0.23943663,0.4878788,0.31076923
8825,0.3971831,0.56060606,0.41846153
8826,0.3915493,0.35454544,0.22153845
8827,0.27605635,0.47272727,0.29538462
8828,0.5633803,0.48181817,0.42461538
8829,0.7070423,0.6424242,0.16
8830,0.45070422,0.47272727,0.51076925
8831,0.3802817,0.24848485,0.5569231
8832,0.32957748,0.6393939,0.19384615
8833,0.29859155,0.46060607,0.43076923
8834,0.47042254,0.4151515,0.29538462
8835,0.32957748,0.37878788,0.20923077
8836,0.52394366,0.14545454,0.23692308
8837,0.3887324,0.16969697,0.21538462
8838,0.30704224,0.3212121,0.36615384
8839,0.3802817,0.29393938,0.4430769
8840,0.2197183,0.25757575,0.40307692
8841,0.30422536,0.2,0.28923076
8842,0.4169014,0.3030303,0.36615384
8843,0.72112674,0.46363637,0.51076925
8844,0.6056338,0.22121212,0.39692307
8845,0.2056338,0.3969697,0.5630769
8846,0.3746479,0.43030304,0.44923076
8847,0.29577464,0.4,0.12307692
8848,0.2056338,0.29393938,0.31692308
8849,0.32676056,0.35151514,0.40923077
8850,0.32394367,0.3242424,0.34153846
8851,0.1887324,0.43636364,0.35076922
8852,0.2112676,0.55757576,0.61230767
8853,0.29014084,0.55151516,0.4923077
8854,0.36338028,0.24242425,0.4
8855,0.24225353,0.6818182,0.4430769
8856,0.3746479,0.35757574,0.2676923
8857,0.4056338,0.5030303,0.15692307
8858,0.32676056,0.3181818,0.34461537
8859,0.3887324,0.4121212,0.3323077
8860,0.27605635,0.6484848,0.68
8861,0.43098593,0.6575758,0.56
8862,0.34647888,0.45454547,0.44
8863,0.5746479,0.58181816,0.3353846
8864,0.5915493,0.46969697,0.39384615
8865,0.32394367,0.6181818,0.32
8866,0.1943662,0.44848484,0.2276923
8867,0.51267606,0.6939394,0.2646154
8868,0.27323943,0.46363637,0.25230768
8869,0.51830983,0.6727273,0.35692307
8870,0.29859155,0.47878787,0.36923078
8871,0.28169015,0.6393939,0.5846154
8872,0.36901408,0.33636364,0.39384615
8873,0.33239436,0.33030304,0.3353846
8874,0.44507042,0.7090909,0.41538462
8875,0.47605634,0.46363637,0.39692307
8876,0.6253521,0.54242426,0.36307693
8877,0.47042254,0.75454545,0.27384615
8878,0.3971831,0.27878788,0.51076925
8879,0.34084508,0.44545454,0.46153846
8880,0.31267604,0.33333334,0.35384616
8881,0.5042254,0.35757574,0.2676923
8882,0.34929577,0.35151514,0.35692307
8883,0.371831,0.44848484,0.31692308
8884,0.5915493,0.18181819,0.12
8885,0.34929577,0.4,0.25538462
8886,0.30704224,0.6090909,0.30769232
8887,0.32676056,0.34242424,0.23384616
8888,0.31267604,0.24242425,0.19692308
8889,0.371831,0.22727273,0.11384615
8890,0.3774648,0.46060607,0.15076923
8891,0.44225353,0.2969697,0.34461537
8892,0.53239435,0.46666667,0.2676923
8893,0.49014086,0.4181818,0.14461538
8894,0.34647888,0.3090909,0.62153846
8895,0.3915493,0.56666666,0.52615386
8896,0.56619716,0.38181818,0.16923077
8897,0.5267606,0.34545454,0.28
8898,0.4338028,0.53939396,0.2276923
8899,0.3915493,0.5969697,0.25846153
8900,0.49295774,0.25757575,0.20923077
8901,0.46478873,0.33030304,0.18769231
8902,0.49859154,0.13636364,0.27076924
8903,0.36338028,0.3272727,0.36
8904,0.4056338,0.13636364,0.29846153
8905,0.4338028,0.33939394,0.52615386
8906,0.3887324,0.43333334,0.25846153
8907,0.4225352,0.3060606,0.3476923
8908,0.27887323,0.28787878,0.25846153
8909,0.45070422,0.4969697,0.43076923
8910,0.09577465,0.4848485,0.39076924
8911,0.31267604,0.47878787,0.48615384
8912,0.29295775,0.56666666,0.4
8913,0.34366196,0.53636366,0.3476923
8914,0.28169015,0.59090906,0.41846153
8915,0.16056338,0.4848485,0.59384614
8916,0.6140845,0.3181818,0.18769231
8917,0.515493,0.35151514,0.12615384
8918,0.34084508,0.43636364,0.4523077
8919,0.4084507,0.47575757,0.11692308
8920,0.16338028,0.3,0.32923076
8921,0.3830986,0.42424244,0.42461538
8922,0.29014084,0.4030303,0.39692307
8923,0.4338028,0.26363635,0.24923077
8924,0.4169014,0.5181818,0.19384615
8925,0.33521128,0.3969697,0.44
8926,0.3887324,0.4121212,0.12923077
8927,0.46197182,0.55151516,0.20923077
8928,0.4394366,0.35757574,0.52307695
8929,0.53239435,0.42727274,0.3876923
8930,0.30985916,0.19393939,0.42461538
8931,0.25915492,0.2060606,0.21230769
8932,0.34084508,0.21818182,0.24307692
8933,0.48450705,0.34242424,0.51076925
8934,0.371831,0.18484849,0.52
8935,0.48732394,0.42424244,0.5784615
8936,0.4056338,0.28484848,0.24923077
8937,0.51267606,0.37272727,0.42153847
8938,0.50140846,0.6,0.30153847
8939,0.44507042,0.4,0.53846157
8940,0.4084507,0.36969697,0.48307693
8941,0.47887325,0.34545454,0.19692308
8942,0.48450705,0.4090909,0.36923078
8943,0.5295775,0.45757577,0.47384617
8944,0.7746479,0.5272727,0.4923077
8945,0.51267606,0.6,0.25230768
8946,0.25915492,0.23939393,0.40307692
8947,0.36619717,0.33030304,0.6615385
8948,0.26197183,0.3181818,0.37538463
8949,0.056338027,0.530303,0.32923076
8950,0.4169014,0.43030304,0.36307693
8951,0.23380281,0.5969697,0.37846154
8952,0.25070423,0.46969697,0.46769232
8953,0.30140844,0.5181818,0.47692308
8954,0.47605634,0.5060606,0.5323077
8955,0.54366195,0.530303,0.20615384
8956,0.32676056,0.24545455,0.25230768
8957,0.33239436,0.35757574,0.3323077
8958,0.4169014,0.38787878,0.46769232
8959,0.7605634,0.3969697,0.41846153
8960,0.32676056,0.5090909,0.3723077
8961,0.26197183,0.53636366,0.42153847
8962,0.6957747,0.34545454,0.2769231
8963,0.33521128,0.3090909,0.30769232
8964,0.6507042,0.55757576,0.29846153
8965,0.48169014,0.36060607,0.4430769
8966,0.49014086,0.5151515,0.5661538
8967,0.22816901,0.23939393,0.7323077
8968,0.3830986,0.29393938,0.47076923
8969,0.33239436,0.46666667,0.4430769
8970,0.52112675,0.3242424,0.35076922
8971,0.36056337,0.33636364,0.48307693
8972,0.1859155,0.5969697,0.69846153
8973,0.4112676,0.34848484,0.3876923
8974,0.49295774,0.35454544,0.45846155
8975,0.5690141,0.45757577,0.71076924
8976,0.27605635,0.5181818,0.48615384
8977,0.371831,0.29090908,0.50461537
8978,0.45633802,0.28787878,0.37538463
8979,0.46197182,0.124242425,0.28615385
8980,0.2112676,0.3909091,0.5630769
8981,0.66760564,0.4181818,0.59384614
8982,0.43661973,0.29393938,0.70153844
8983,0.4225352,0.3,0.28
8984,0.34084508,0.44242424,0.61230767
8985,0.36619717,0.46969697,0.51384616
8986,0.47042254,0.37878788,0.5692308
8987,0.45633802,0.4030303,0.4430769
8988,0.4197183,0.45454547,0.33846155
8989,0.3859155,0.28181818,0.44615385
8990,0.32112676,0.6060606,0.32923076
8991,0.30140844,0.36666667,0.4923077
8992,0.29295775,0.53939396,0.2276923
8993,0.32394367,0.45757577,0.4276923
8994,0.3746479,0.25454545,0.39692307
8995,0.35492957,0.24242425,0.46153846
8996,0.4394366,0.53636366,0.25846153
8997,0.27323943,0.46363637,0.16
8998,0.33802816,0.4060606,0.20615384
8999,0.53239435,0.3030303,0.18153846
9000,0.3915493,0.34545454,0.39384615
9001,0.46478873,0.4212121,0.3353846
9002,0.4338028,0.47878787,0.36307693
9003,0.5915493,0.29393938,0.49846154
9004,0.36901408,0.26666668,0.39076924
9005,0.48732394,0.21515152,0.39692307
9006,0.54366195,0.15757576,0.5630769
9007,0.4197183,0.4181818,0.48307693
9008,0.24225353,0.34242424,0.38153845
9009,0.30985916,0.35757574,0.42153847
9010,0.428169,0.42424244,0.50461537
9011,0.31830987,0.4030303,0.36
9012,0.3943662,0.3242424,0.5476923
9013,0.48732394,0.6,0.31384614
9014,0.46478873,0.6,0.5415385
9015,0.5802817,0.4212121,0.38153845
9016,0.6507042,0.47272727,0.12
9017,0.65633804,0.43333334,0.28923076
9018,0.3859155,0.6121212,0.5292308
9019,0.6619718,0.8606061,0.5507692
9020,0.53521127,0.6363636,0.24
9021,0.6197183,0.34545454,0.70153844
9022,0.49577466,0.27272728,0.28
9023,0.2197183,0.38787878,0.35384616
9024,0.5971831,0.124242425,0.48
9025,0.45915493,0.3242424,0.44923076
9026,0.47605634,0.55151516,0.083076924
9027,0.3746479,0.5090909,0.35384616
9028,0.51830983,0.44848484,0.47076923
9029,0.5915493,0.5212121,0.46153846
9030,0.3774648,0.25151515,0.3353846
9031,0.515493,0.38484848,0.35384616
9032,0.55492955,0.54242426,0.20307693
9033,0.43098593,0.29090908,0.48
9034,0.3971831,0.34545454,0.5723077
9035,0.4140845,0.34848484,0.40307692
9036,0.5492958,0.44545454,0.04923077
9037,0.5295775,0.28787878,0.23076923
9038,0.35211268,0.33636364,0.36615384
9039,0.32676056,0.26666668,0.36
9040,0.36338028,0.26969698,0.44
9041,0.6084507,0.45757577,0.42461538
9042,0.49859154,0.4878788,0.37538463
9043,0.45070422,0.27272728,0.4430769
9044,0.27042255,0.26666668,0.36307693
9045,0.2197183,0.15454546,0.25846153
9046,0.4084507,0.72424245,0.45846155
9047,0.4197183,0.54545456,0.30461538
9048,0.31267604,0.4212121,0.39076924
9049,0.36619717,0.35757574,0.61230767
9050,0.35492957,0.58181816,0.20923077
9051,0.6647887,0.3212121,0.44615385
9052,0.3802817,0.5,0.46769232
9053,0.49014086,0.38787878,0.50461537
9054,0.5605634,0.34242424,0.22461538
9055,0.49577466,0.29393938,0.17538461
9056,0.18028168,0.33636364,0.39076924
9057,0.25070423,0.26363635,0.24923077
9058,0.34366196,0.37272727,0.37846154
9059,0.47887325,0.6818182,0.2923077
9060,0.4056338,0.22727273,0.19076923
9061,0.43098593,0.46363637,0.6584615
9062,0.4112676,0.3909091,0.48307693
9063,0.47323942,0.4151515,0.5753846
9064,0.5070422,0.36666667,0.06153846
9065,0.47042254,0.33939394,0.42153847
9066,0.6732394,0.4121212,0.28923076
9067,0.47323942,0.4,0.31384614
9068,0.6084507,0.26666668,0.4
9069,0.35492957,0.4151515,0.40923077
9070,0.34929577,0.4121212,0.32615384
9071,0.45633802,0.42424244,0.3476923
9072,0.32676056,0.36969697,0.35692307
9073,0.46478873,0.33030304,0.49846154
9074,0.35492957,0.3909091,0.71076924
9075,0.5887324,0.5121212,0.48923078
9076,0.52112675,0.46060607,0.4369231
9077,0.5492958,0.45151514,0.5723077
9078,0.571831,0.55757576,0.3876923
9079,0.5915493,0.6424242,0.49846154
9080,0.44788733,0.3121212,0.3723077
9081,0.46197182,0.47272727,0.40615386
9082,0.55492955,0.36969697,0.6246154
9083,0.571831,0.33030304,0.48923078
9084,0.4225352,0.26969698,0.49846154
9085,0.7915493,0.1969697,0.48307693
9086,0.7408451,0.3060606,0.32307693
9087,0.4056338,0.2090909,0.38153845
9088,0.6028169,0.54545456,0.2830769
9089,0.6084507,0.45454547,0.3323077
9090,0.45915493,0.12727273,0.4553846
9091,0.4,0.23333333,0.40923077
9092,0.4,0.17575757,0.29538462
9093,0.3971831,0.36666667,0.44
9094,0.52112675,0.4,0.51692307
9095,0.4112676,0.24242425,0.24923077
9096,0.92957747,0.18484849,0.6615385
9097,0.7549296,0.14848486,0.5723077
9098,0.46760562,0.34242424,0.48307693
9099,0.45352113,0.26969698,0.56
9100,0.45352113,0.25757575,0.5692308
9101,0.12957746,0.57575756,0.6646154
9102,0.4056338,0.4181818,0.41538462
9103,0.45352113,0.92121214,0.19076923
9104,0.5042254,0.7030303,0.48307693
9105,0.45070422,0.5151515,0.4553846
9106,0.4338028,0.6909091,0.44
9107,0.49295774,0.73939395,0.47076923
9108,0.55774647,0.37272727,0.41230768
9109,0.428169,0.21515152,0.27076924
9110,0.30422536,0.27272728,0.39076924
9111,0.31549296,0.36060607,0.6430769
9112,0.48732394,0.3181818,0.3876923
9113,0.23098591,0.3151515,0.18153846
9114,0.51267606,0.72424245,0.46769232
9115,0.7830986,0.6333333,0.52307695
9116,0.67042255,0.46060607,0.69846153
9117,0.35492957,0.4848485,0.5446154
9118,0.44225353,0.4030303,0.09846154
9119,0.31267604,0.4969697,0.46461537
9120,0.4338028,0.33333334,0.31384614
9121,0.31549296,0.3939394,0.24923077
9122,0.36338028,0.45454547,0.5292308
9123,0.6140845,0.3090909,0.50153846
9124,0.5605634,0.4969697,0.25846153
9125,0.5605634,0.56969696,0.10769231
9126,0.43098593,0.4030303,0.23076923
9127,0.6028169,0.22727273,0.23076923
9128,0.34647888,0.4030303,0.39692307
9129,0.5408451,0.35151514,0.17230769
9130,0.68169016,0.45454547,0.11384615
9131,0.3943662,0.3181818,0.38153845
9132,0.36338028,0.44545454,0.48307693
9133,0.55774647,0.42424244,0.46769232
9134,0.34929577,0.46363637,0.21538462
9135,0.24225353,0.38181818,0.28615385
9136,0.4225352,0.48181817,0.36615384
9137,0.34084508,0.3969697,0.34461537
9138,0.34084508,0.4060606,0.46461537
9139,0.47887325,0.3090909,0.5476923
9140,0.5267606,0.669697,0.40307692
9141,0.25915492,0.25151515,0.3476923
9142,0.059154928,0.58787876,0.44615385
9143,0.47605634,0.15151516,0.4923077
9144,0.5915493,0.3242424,0.24615385
9145,0.26197183,0.3181818,0.59384614
9146,0.34084508,0.46666667,0.51076925
9147,0.49577466,0.4939394,0.48
9148,0.44507042,0.16363636,0.4923077
9149,0.36056337,0.44242424,0.44615385
9150,0.35774648,0.33030304,0.5292308
9151,0.49859154,0.4848485,0.53846157
9152,0.5408451,0.4090909,0.41538462
9153,0.4056338,0.56969696,0.4953846
9154,0.51830983,0.42424244,0.22461538
9155,0.4225352,0.43636364,0.25230768
9156,0.49295774,0.4848485,0.16923077
9157,0.26197183,0.53333336,0.47384617
9158,0.54366195,0.3090909,0.5323077
9159,0.47887325,0.44242424,0.3353846
9160,0.53239435,0.5212121,0.1323077
9161,0.36338028,0.6757576,0.30153847
9162,0.31549296,0.56969696,0.36
9163,0.5042254,0.5151515,0.7723077
9164,0.3943662,0.37272727,0.2923077
9165,0.54366195,0.2060606,0.36307693
9166,0.44507042,0.4848485,0.3723077
9167,0.32957748,0.18787879,0.50153846
9168,0.5915493,0.1030303,0.7476923
9169,0.44507042,0.27878788,0.2923077
9170,0.515493,0.11818182,0.34153846
9171,0.3774648,0.25454545,0.17846154
9172,0.5380282,0.5121212,0.16307692
9173,0.5605634,0.22424242,0.24
9174,0.46197182,0.42727274,0.32615384
9175,0.55492955,0.47575757,0.5661538
9176,0.3887324,0.3939394,0.49846154
9177,0.29859155,0.54242426,0.39076924
9178,0.29577464,0.5030303,0.71692306
9179,0.4394366,0.5030303,0.5353846
9180,0.44507042,0.5030303,0.4276923
9181,0.49859154,0.46969697,0.11384615
9182,0.33802816,0.56060606,0.6
9183,0.28450704,0.5151515,0.37846154
9184,0.44507042,0.22424242,0.2923077
9185,0.35774648,0.26060605,0.5876923
9186,0.3859155,0.6,0.48
9187,0.46760562,0.4969697,0.6861538
9188,0.5915493,0.54242426,0.50769234
9189,0.3802817,0.6484848,0.23076923
9190,0.47887325,0.48181817,0.4553846
9191,0.7549296,0.3242424,0.27384615
9192,0.47042254,0.4151515,0.40307692
9193,0.5267606,0.38484848,0.36307693
9194,0.51830983,0.44848484,0.4523077
9195,0.6394366,0.21515152,0.4923077
9196,0.49014086,0.13939394,0.39076924
9197,0.4197183,0.5272727,0.27384615
9198,0.6028169,0.5212121,0.40923077
9199,0.49577466,0.4090909,0.5569231
9200,0.44507042,0.43030304,0.6430769
9201,0.4056338,0.16363636,0.62153846
9202,0.371831,0.43333334,0.24923077
9203,0.428169,0.4090909,0.44615385
9204,0.3746479,0.54848486,0.4
9205,0.33239436,0.4909091,0.20615384
9206,0.6760563,0.35151514,0.2830769
9207,0.5267606,0.42727274,0.56
9208,0.34647888,0.4848485,0.2
9209,0.31549296,0.5181818,0.046153847
9210,0.3971831,0.53333336,0.60307693
9211,0.45352113,0.24545455,0.4369231
9212,0.56619716,0.43939394,0.39076924
9213,0.36619717,0.5151515,0.36923078
9214,0.36619717,0.22424242,0.48923078
9215,0.4028169,0.42424244,0.5323077
9216,0.4140845,0.27272728,0.5723077
9217,0.44788733,0.2969697,0.24923077
9218,0.3915493,0.58181816,0.5723077
9219,0.4338028,0.26969698,0.37846154
9220,0.28732395,0.2969697,0.38153845
9221,0.5408451,0.25151515,0.12307692
9222,0.5802817,0.14545454,0.50769234
9223,0.35492957,0.37878788,0.25538462
9224,0.13521127,0.28787878,0.2
9225,0.28450704,0.3030303,0.35076922
9226,0.4084507,0.46969697,0.32307693
9227,0.52394366,0.18484849,0.60307693
9228,0.36619717,0.35757574,0.46461537
9229,0.5943662,0.38181818,0.14769231
9230,0.47042254,0.3030303,0.32307693
9231,0.743662,0.3060606,0.50769234
9232,0.371831,0.5090909,0.4953846
9233,0.42535213,0.33030304,0.40615386
9234,0.6394366,0.43030304,0.3323077
9235,0.6112676,0.44545454,0.30153847
9236,0.45352113,0.8151515,0.3323077
9237,0.6140845,0.55151516,0.63076925
9238,0.4084507,0.3181818,0.5538462
9239,0.65633804,0.46363637,0.5753846
9240,0.515493,0.54545456,0.40615386
9241,0.44788733,0.37878788,0.21846154
9242,0.22253521,0.55151516,0.40615386
9243,0.6,0.33636364,0.51692307
9244,0.5746479,0.47878787,0.32923076
9245,0.57746476,0.42727274,0.34153846
9246,0.25070423,0.22424242,0.24307692
9247,0.23943663,0.46363637,0.39692307
9248,0.33239436,0.3242424,0.3846154
9249,0.4225352,0.45454547,0.50461537
9250,0.6309859,0.36666667,0.52615386
9251,0.30422536,0.57272726,0.19384615
9252,0.30985916,0.36969697,0.39076924
9253,0.35492957,0.4121212,0.22153845
9254,0.34366196,0.45151514,0.23692308
9255,0.3859155,0.46363637,0.40615386
9256,0.3943662,0.6181818,0.46461537
9257,0.24788733,0.75151515,0.40307692
9258,0.34647888,0.6242424,0.48615384
9259,0.5859155,0.46969697,0.5723077
9260,0.23098591,0.24848485,0.7630769
9261,0.67042255,0.46666667,0.2276923
9262,0.47605634,0.46969697,0.2676923
9263,0.30985916,0.3969697,0.31076923
9264,0.36901408,0.7,0.34153846
9265,0.5915493,0.75454545,0.2646154
9266,0.47042254,0.5,0.43384615
9267,0.5070422,0.47575757,0.18461539
9268,0.571831,0.38787878,0.20307693
9269,0.4140845,0.59090906,0.16
9270,0.6140845,0.36363637,0.32
9271,0.49859154,0.21212122,0.30153847
9272,0.32112676,0.54848486,0.5876923
9273,0.4225352,0.46666667,0.3846154
9274,0.47605634,0.43636364,0.64
9275,0.57746476,0.35757574,0.4523077
9276,0.50985914,0.47272727,0.4430769
9277,0.3943662,0.6575758,0.5476923
9278,0.5971831,0.6333333,0.37846154
9279,0.371831,0.47575757,0.10461538
9280,0.16901408,0.630303,0.32923076
9281,0.47042254,0.54848486,0.3723077
9282,0.44225353,0.6181818,0.18769231
9283,0.4197183,0.33030304,0.31076923
9284,0.5690141,0.57575756,0.41846153
9285,0.53239435,0.23636363,0.36615384
9286,0.57746476,0.3121212,0.36307693
9287,0.48450705,0.33636364,0.4430769
9288,0.5408451,0.5272727,0.56
9289,0.46760562,0.6636364,0.4
9290,0.5521127,0.33333334,0.2
9291,0.5633803,0.4090909,0.2769231
9292,0.57746476,0.24545455,0.36923078
9293,0.28732395,0.4060606,0.20923077
9294,0.6225352,0.56666666,0.2923077
9295,0.35492957,0.29090908,0.3723077
9296,0.3859155,0.4151515,0.52307695
9297,0.3915493,0.22727273,0.3876923
9298,0.45352113,0.3939394,0.51076925
9299,0.33802816,0.5060606,0.4276923
9300,0.34366196,0.35151514,0.32
9301,0.32957748,0.27878788,0.3353846
9302,0.52112675,0.33636364,0.37538463
9303,0.28169015,0.58484846,0.6584615
9304,0.5042254,0.2,0.32
9305,0.34929577,0.44545454,0.5507692
9306,0.36338028,0.38484848,0.30153847
9307,0.5380282,0.24848485,0.32
9308,0.49295774,0.4181818,0.35692307
9309,0.4197183,0.35757574,0.07076923
9310,0.25070423,0.43636364,0.1323077
9311,0.5070422,0.26969698,0.48923078
9312,0.571831,0.19090909,0.44923076
9313,0.3943662,0.33030304,0.5661538
9314,0.27887323,0.43030304,0.29846153
9315,0.50140846,0.38181818,0.32615384
9316,0.5408451,0.34848484,0.35076922
9317,0.6140845,0.2060606,0.46153846
9318,0.6140845,0.3060606,0.27384615
9319,0.3746479,0.25454545,0.3876923
9320,0.25633803,0.35757574,0.29846153
9321,0.32394367,0.4121212,0.23692308
9322,0.515493,0.3060606,0.5538462
9323,0.29295775,0.4121212,0.20923077
9324,0.45633802,0.4181818,0.35692307
9325,0.34929577,0.4181818,0.3876923
9326,0.56619716,0.36060607,0.36
9327,0.46760562,0.38787878,0.48
9328,0.3746479,0.14545454,0.27076924
9329,0.3830986,0.4212121,0.5723077
9330,0.29295775,0.35757574,0.41846153
9331,0.48450705,0.33333334,0.46769232
9332,0.33239436,0.47272727,0.37846154
9333,0.4225352,0.58484846,0.28615385
9334,0.36056337,0.5030303,0.2
9335,0.31549296,0.4090909,0.15384616
9336,0.43098593,0.4,0.24923077
9337,0.64788735,0.35757574,0.29846153
9338,0.4056338,0.28484848,0.32923076
9339,0.6,0.4909091,0.48923078
9340,0.25633803,0.38484848,0.50461537
9341,0.4197183,0.4,0.2769231
9342,0.4112676,0.37575758,0.38153845
9343,0.42535213,0.18181819,0.3353846
9344,0.54647887,0.5,0.3353846
9345,0.34084508,0.45757577,0.51076925
9346,0.3971831,0.38181818,0.34461537
9347,0.26197183,0.59090906,0.25230768
9348,0.27042255,0.44848484,0.24923077
9349,0.3774648,0.48181817,0.30153847
9350,0.28450704,0.38787878,0.46461537
9351,0.42535213,0.4121212,0.6615385
9352,0.3943662,0.38787878,0.39384615
9353,0.6422535,0.14848486,0.5569231
9354,0.3887324,0.4151515,0.56
9355,0.47042254,0.19393939,0.51384616
9356,0.5042254,0.4909091,0.23076923
9357,0.25633803,0.46363637,0.5753846
9358,0.3943662,0.4,0.31076923
9359,0.6140845,0.630303,0.5323077
9360,0.34929577,0.72121215,0.5507692
9361,0.15211268,0.73939395,0.2923077
9362,0.3971831,0.4848485,0.23692308
9363,0.46478873,0.56969696,0.20615384
9364,0.4338028,0.37272727,0.31692308
9365,0.35492957,0.36666667,0.29846153
9366,0.5605634,0.48181817,0.6
9367,0.4084507,0.55454546,0.5846154
9368,0.4028169,0.6030303,0.48
9369,0.36056337,0.45151514,0.63384616
9370,0.24225353,0.4848485,0.2676923
9371,0.4112676,0.28787878,0.42461538
9372,0.4169014,0.4181818,0.5538462
9373,0.6507042,0.22727273,0.4923077
9374,0.3915493,0.23333333,0.4523077
9375,0.515493,0.16666667,0.40923077
9376,0.4225352,0.4090909,0.28923076
9377,0.45070422,0.38484848,0.16923077
9378,0.47042254,0.38484848,0.40615386
9379,0.515493,0.42424244,0.5753846
9380,0.1971831,0.4090909,0.41846153
9381,0.35774648,0.36060607,0.47692308
9382,0.46197182,0.35454544,0.28615385
9383,0.32676056,0.7060606,0.46153846
9384,0.6225352,0.43333334,0.32923076
9385,0.6253521,0.58484846,0.5846154
9386,0.54647887,0.2969697,0.32923076
9387,0.25633803,0.45454547,0.68923074
9388,0.4,0.48181817,0.6
9389,0.27605635,0.3272727,0.45846155
9390,0.52394366,0.2,0.29538462
9391,0.4197183,0.28181818,0.64
9392,0.54366195,0.2030303,0.69846153
9393,0.4056338,0.15454546,0.4
9394,0.29295775,0.3030303,0.4
9395,0.35492957,0.21818182,0.7969231
9396,0.5915493,0.33333334,0.59692305
9397,0.4140845,0.27272728,0.48923078
9398,0.29295775,0.36363637,0.39076924
9399,0.6084507,0.38787878,0.19076923
9400,0.4338028,0.42424244,0.27384615
9401,0.46197182,0.29393938,0.74153847
9402,0.5042254,0.53333336,0.51384616
9403,0.29859155,0.3030303,0.36615384
9404,0.5380282,0.4969697,0.18769231
9405,0.54647887,0.25757575,0.37846154
9406,0.26760563,0.5272727,0.32615384
9407,0.25915492,0.4212121,0.2646154
9408,0.30422536,0.42424244,0.36615384
9409,0.27323943,0.37272727,0.5476923
9410,0.28450704,0.45454547,0.5846154
9411,0.33802816,0.35757574,0.41846153
9412,0.5802817,0.3909091,0.46153846
9413,0.35774648,0.47272727,0.2830769
9414,0.47042254,0.47878787,0.47692308
9415,0.25633803,0.43939394,0.2769231
9416,0.15492958,0.48181817,0.18153846
9417,0.25633803,0.3121212,0.27384615
9418,0.42535213,0.669697,0.36923078
9419,0.4225352,0.4212121,0.50461537
9420,0.71267605,0.3939394,0.8892308
9421,0.4394366,0.5969697,0.47076923
9422,0.4084507,0.34242424,0.46153846
9423,0.30422536,0.2969697,0.32307693
9424,0.5042254,0.2,0.16923077
9425,0.36056337,0.4030303,0.31384614
9426,0.47887325,0.36060607,0.37846154
9427,0.35492957,0.3030303,0.61230767
9428,0.52394366,0.5060606,0.42461538
9429,0.5521127,0.4212121,0.47384617
9430,0.46478873,0.34848484,0.20615384
9431,0.4338028,0.53939396,0.46461537
9432,0.17183098,0.4030303,0.5446154
9433,0.36619717,0.3181818,0.19076923
9434,0.63661975,0.22424242,0.4430769
9435,0.33521128,0.23636363,0.25846153
9436,0.48169014,0.07272727,0.23076923
9437,0.5267606,0.25454545,0.37846154
9438,0.54647887,0.5090909,0.26153848
9439,0.428169,0.3969697,0.25538462
9440,0.3943662,0.6393939,0.46153846
9441,0.36056337,0.5030303,0.46153846
9442,0.28732395,0.44848484,0.25538462
9443,0.6253521,0.47575757,0.47076923
9444,0.6169014,0.35454544,0.45846155
9445,0.4112676,0.5030303,0.25846153
9446,0.34929577,0.36363637,0.31076923
9447,0.5267606,0.26666668,0.22461538
9448,0.22816901,0.33636364,0.44
9449,0.16901408,0.43030304,0.32
9450,0.4056338,0.33636364,0.40615386
9451,0.27323943,0.3909091,0.6
9452,0.29295775,0.3090909,0.43076923
9453,0.36338028,0.54545456,0.38153845
9454,0.3915493,0.5242424,0.21538462
9455,0.34084508,0.33333334,0.34153846
9456,0.64788735,0.3,0.5846154
9457,0.6028169,0.7,0.40923077
9458,0.4338028,0.56060606,0.07692308
9459,0.50140846,0.47575757,0.41230768
9460,0.5690141,0.4969697,0.073846154
9461,0.54647887,0.4121212,0.22461538
9462,0.6873239,0.3939394,0.36615384
9463,0.3774648,0.33030304,0.4369231
9464,0.3746479,0.74545455,0.2923077
9465,0.53521127,0.3121212,0.43384615
9466,0.515493,0.27878788,0.28923076
9467,0.628169,0.24848485,0.3876923
9468,0.29014084,0.17878787,0.5507692
9469,0.33239436,0.33939394,0.48615384
9470,0.3774648,0.3272727,0.29846153
9471,0.3971831,0.44545454,0.32307693
9472,0.30704224,0.37878788,0.46461537
9473,0.33802816,0.24545455,0.15692307
