,20 nM AF48897_T1160s_1_CH2_BIN1.0_PREPRO,20 nM AF48896_T1142s_1_CH2_BIN1.0_PREPRO,20 nM AF4887_T74s_1_CH2_BIN1.0_PREPRO
3185,0.4140845,0.55757576,0.39692307
3186,0.4169014,0.5030303,0.50461537
3187,0.53521127,0.4060606,0.48615384
3188,0.42535213,0.24545455,0.4
3189,0.5070422,0.4848485,0.4430769
3190,0.628169,0.38484848,0.14461538
3191,0.4338028,0.47272727,0.41538462
3192,0.4338028,0.18181819,0.6861538
3193,0.28732395,0.4060606,0.3723077
3194,0.44507042,0.76060605,0.31384614
3195,0.4,0.58484846,0.39076924
3196,0.68169016,0.43939394,0.32923076
3197,0.47042254,0.38787878,0.39384615
3198,0.3971831,0.6787879,0.05846154
3199,0.628169,0.28484848,0.3876923
3200,0.47887325,0.5242424,0.4523077
3201,0.33802816,0.42727274,0.25230768
3202,0.53521127,0.48181817,0.47076923
3203,0.42535213,0.35151514,0.42461538
3204,0.4197183,0.43030304,0.33846155
3205,0.36338028,0.36666667,0.5476923
3206,0.33802816,0.36666667,0.5661538
3207,0.5070422,0.43333334,0.3323077
3208,0.5492958,0.17272727,0.39076924
3209,0.4225352,0.26666668,0.3723077
3210,0.47323942,0.3939394,0.39076924
3211,0.24507043,0.36666667,0.5353846
3212,0.4169014,0.7939394,0.48307693
3213,0.5521127,0.4,0.42153847
3214,0.26197183,0.47575757,0.24307692
3215,0.36619717,0.46969697,0.24
3216,0.49859154,0.5151515,0.09538461
3217,0.25633803,0.6030303,0.4276923
3218,0.31830987,0.4212121,0.25230768
3219,0.6112676,0.5090909,0.39692307
3220,0.51267606,0.4939394,0.29538462
3221,0.29014084,0.34848484,0.50461537
3222,0.571831,0.35757574,0.24
3223,0.64507043,0.3969697,0.3353846
3224,0.48450705,0.5030303,0.2
3225,0.36338028,0.34242424,0.24
3226,0.34366196,0.58484846,0.003076923
3227,0.49014086,0.23030303,0.101538464
3228,0.571831,0.3,0.32615384
3229,0.49577466,0.23030303,0.46153846
3230,0.7605634,0.22727273,0.58153844
3231,0.371831,0.5151515,0.22153845
3232,0.33239436,0.38484848,0.31076923
3233,0.48169014,0.53636366,0.41538462
3234,0.5802817,0.5030303,0.51692307
3235,0.5830986,0.3272727,0.3876923
3236,0.5521127,0.53636366,0.3723077
3237,0.63661975,0.26666668,0.30153847
3238,0.3859155,0.58484846,0.3723077
3239,0.5267606,0.38484848,0.59384614
3240,0.47042254,0.4,0.5292308
3241,0.46760562,0.17878787,0.4
3242,0.4394366,0.11818182,0.94461536
3243,0.44788733,0.3242424,0.44923076
3244,0.50985914,0.2969697,0.48
3245,0.6112676,0.33636364,0.61538464
3246,0.26760563,0.33939394,0.5323077
3247,0.54366195,0.36666667,0.53846157
3248,0.2084507,0.3151515,0.5784615
3249,0.33239436,0.48181817,0.47384617
3250,0.4169014,0.6212121,0.61538464
3251,0.5802817,0.43030304,0.5723077
3252,0.30985916,0.54242426,0.35384616
3253,0.059154928,0.36363637,0.5323077
3254,0.25070423,0.4212121,0.2830769
3255,0.27605635,0.5969697,0.4276923
3256,0.4394366,0.58484846,0.49846154
3257,0.31549296,0.56060606,0.4369231
3258,0.3887324,0.4212121,0.44615385
3259,0.22253521,0.6121212,0.52615386
3260,0.5859155,0.56363636,0.6923077
3261,0.51267606,0.43939394,0.46153846
3262,0.49577466,0.38181818,0.50769234
3263,0.47323942,0.46666667,0.42461538
3264,0.47887325,0.44545454,0.37538463
3265,0.49295774,0.28484848,0.36
3266,0.49859154,0.1969697,0.22153845
3267,0.46760562,0.6030303,0.5323077
3268,0.52394366,0.4212121,0.56
3269,0.34366196,0.46969697,0.39384615
3270,0.33239436,0.33333334,0.5753846
3271,0.26478875,0.43636364,0.44923076
3272,0.4112676,0.2090909,0.24615385
3273,0.65915495,0.45757577,0.46153846
3274,0.6253521,0.3909091,0.6
3275,0.6845071,0.2090909,0.24307692
3276,0.5295775,0.25151515,0.5415385
3277,0.5070422,0.23030303,0.2676923
3278,0.7070423,0.55757576,0.42461538
3279,0.75774646,0.5090909,0.64615387
3280,0.6394366,0.26363635,0.5476923
3281,0.8676056,0.6393939,0.61230767
3282,0.7295775,0.4939394,0.52
3283,0.5521127,0.5181818,0.41846153
3284,0.29014084,0.47575757,0.52
3285,0.33521128,0.19090909,0.064615384
3286,0.36901408,0.16060606,0.3353846
3287,0.45915493,0.33636364,0.21846154
3288,0.4394366,0.33030304,0.61230767
3289,0.4197183,0.1030303,0.28
3290,0.44507042,0.28181818,0.41230768
3291,0.31267604,0.45757577,0.16
3292,0.23098591,0.34545454,0.21846154
3293,0.4169014,0.25757575,0.3846154
3294,0.55774647,0.3121212,0.5476923
3295,0.4338028,0.36969697,0.49846154
3296,0.34929577,0.26666668,0.5353846
3297,0.27605635,0.37272727,0.27384615
3298,0.8197183,0.3090909,0.37538463
3299,0.6169014,0.13333334,0.20615384
3300,0.3746479,0.26363635,0.37538463
3301,0.44507042,0.13939394,0.29538462
3302,0.3774648,0.47272727,0.17538461
3303,0.4225352,0.4151515,0.42461538
3304,0.4028169,0.28181818,0.5753846
3305,0.48450705,0.36363637,0.35384616
3306,0.31549296,0.4212121,0.34153846
3307,0.45070422,0.3909091,0.35384616
3308,0.65633804,0.33333334,0.32307693
3309,0.46760562,0.24545455,0.3846154
3310,0.6225352,0.5090909,0.34153846
3311,0.42535213,0.37575758,0.29846153
3312,0.44788733,0.56060606,0.20615384
3313,0.46760562,0.6,0.50769234
3314,0.3830986,0.3272727,0.3323077
3315,0.54366195,0.23939393,0.5476923
3316,0.5971831,0.33939394,0.28
3317,0.5915493,0.34848484,0.26153848
3318,0.52394366,0.54242426,0.20307693
3319,0.30704224,0.43030304,0.21846154
3320,0.34084508,0.4151515,0.39384615
3321,0.15492958,0.33030304,0.25538462
3322,0.48732394,0.3121212,0.2646154
3323,0.4140845,0.36969697,0.28
3324,0.36338028,0.38484848,0.28923076
3325,0.5859155,0.44848484,0.3353846
3326,0.1859155,0.5272727,0.36923078
3327,0.31267604,0.2060606,0.73846155
3328,0.25070423,0.43939394,0.7692308
3329,0.50140846,0.47575757,0.4923077
3330,0.3859155,0.28181818,0.50769234
3331,0.29859155,0.3060606,0.37846154
3332,0.45915493,0.53333336,0.30153847
3333,0.16901408,0.26969698,0.2923077
3334,0.371831,0.6393939,0.59692305
3335,0.32676056,0.26363635,0.46153846
3336,0.5070422,0.4181818,0.39692307
3337,0.6535211,0.34242424,0.51692307
3338,0.46197182,0.4848485,0.59384614
3339,0.2028169,0.29090908,0.4553846
3340,0.31830987,0.58787876,0.30153847
3341,0.34929577,0.5030303,0.39692307
3342,0.5690141,0.6484848,0.4430769
3343,0.5492958,0.3090909,0.28
3344,0.53239435,0.29393938,0.16923077
3345,0.4225352,0.4121212,0.25230768
3346,0.29295775,0.5030303,0.30769232
3347,0.30704224,0.54848486,0.24923077
3348,0.6535211,0.56969696,0.5692308
3349,0.55492955,0.53636366,0.43384615
3350,0.4394366,0.25757575,0.23076923
3351,0.49295774,0.38787878,0.6646154
3352,0.5070422,0.11818182,0.43384615
3353,0.5267606,0.3212121,0.30769232
3354,0.2535211,0.4,0.36615384
3355,0.33802816,0.29393938,0.29538462
3356,0.31549296,0.4909091,0.30153847
3357,0.31830987,0.15454546,0.5753846
3358,0.46760562,0.4969697,0.27076924
3359,0.6619718,0.15757576,0.48307693
3360,0.3830986,0.28787878,0.5353846
3361,0.7183099,0.5242424,0.2830769
3362,0.67887324,0.45454547,0.27076924
3363,0.7971831,0.3242424,0.19076923
3364,0.428169,0.53333336,0.32923076
3365,0.46197182,0.4,0.32307693
3366,0.5943662,0.59090906,0.36307693
3367,0.4140845,0.3121212,0.7569231
3368,0.49295774,0.34242424,0.29538462
3369,0.3915493,0.38181818,0.30461538
3370,0.34366196,0.26969698,0.50769234
3371,0.25070423,0.4060606,0.6276923
3372,0.47605634,0.59090906,0.47384617
3373,0.5042254,0.42424244,0.26153848
3374,0.32394367,0.6151515,0.2646154
3375,0.50140846,0.44545454,0.36615384
3376,0.24507043,0.76060605,0.25230768
3377,0.45070422,0.530303,0.2676923
3378,0.52394366,0.33333334,0.52307695
3379,0.4,0.56363636,0.43076923
3380,0.4056338,0.36060607,0.40307692
3381,0.6112676,0.5121212,0.39076924
3382,0.28732395,0.6545454,0.24923077
3383,0.46197182,0.56363636,0.3476923
3384,0.3887324,0.42424244,0.41538462
3385,0.29859155,0.4212121,0.5661538
3386,0.4140845,0.6121212,0.32307693
3387,0.36901408,0.6848485,0.30461538
3388,0.27605635,0.3,0.25846153
3389,0.4169014,0.56666666,0.39076924
3390,0.4140845,0.5090909,0.41230768
3391,0.49577466,0.55454546,0.43076923
3392,0.28732395,0.4060606,0.27076924
3393,0.51830983,0.5,0.30461538
3394,0.30985916,0.5272727,0.28615385
3395,0.33521128,0.4,0.3723077
3396,0.14929578,0.23939393,0.22461538
3397,0.73521125,0.24545455,0.27076924
3398,0.571831,0.42727274,0.50769234
3399,0.45915493,0.5090909,0.30769232
3400,0.45915493,0.26969698,0.34461537
3401,0.45915493,0.24545455,0.39692307
3402,0.29295775,0.37575758,0.44615385
3403,0.36901408,0.35757574,0.51076925
3404,0.4338028,0.44848484,0.35692307
3405,0.50140846,0.38787878,0.2646154
3406,0.73521125,0.4060606,0.033846155
3407,0.49295774,0.58484846,0.22461538
3408,0.25915492,0.4151515,0.39692307
3409,0.5605634,0.26666668,0.4553846
3410,0.50140846,0.46363637,0.43384615
3411,0.44788733,0.4212121,0.4953846
3412,0.5295775,0.38181818,0.36923078
3413,0.51267606,0.36060607,0.35384616
3414,0.14929578,0.6030303,0.33846155
3415,0.30985916,0.44545454,0.5538462
3416,0.18309858,0.43636364,0.61230767
3417,0.23098591,0.33939394,0.6276923
3418,0.30704224,0.43030304,0.39692307
3419,0.4169014,0.58484846,0.4
3420,0.33802816,0.53939396,0.20307693
3421,0.2169014,0.27878788,0.44923076
3422,0.50140846,0.4090909,0.52307695
3423,0.33802816,0.6575758,0.51076925
3424,0.5521127,0.5030303,0.6523077
3425,0.3746479,0.37272727,0.46153846
3426,0.34647888,0.17272727,0.4430769
3427,0.3943662,0.45151514,0.6492308
3428,0.32112676,0.53636366,0.32923076
3429,0.31830987,0.45454547,0.56
3430,0.30140844,0.48181817,0.5630769
3431,0.49014086,0.530303,0.5446154
3432,0.43098593,0.3242424,0.4953846
3433,0.4084507,0.28787878,0.45846155
3434,0.31830987,0.53333336,0.4430769
3435,0.5408451,0.35454544,0.40307692
3436,0.1943662,0.6333333,0.32923076
3437,0.43661973,0.33939394,0.31692308
3438,0.63661975,0.43939394,0.19384615
3439,0.51830983,0.4090909,0.11692308
3440,0.3859155,0.6515151,0.2646154
3441,0.6084507,0.3969697,0.36307693
3442,0.3774648,0.4212121,0.02153846
3443,0.4394366,0.4060606,0.22461538
3444,0.44788733,0.6121212,0.5784615
3445,0.5690141,0.5272727,0.41538462
3446,0.46478873,0.3151515,0.12307692
3447,0.4028169,0.7181818,0.6430769
3448,0.4,0.43939394,0.33846155
3449,0.4028169,0.3909091,0.45846155
3450,0.3943662,0.5,0.37538463
3451,0.4056338,0.4121212,0.34461537
3452,0.66760564,0.38787878,0.24615385
3453,0.6084507,0.4939394,0.32307693
3454,0.33802816,0.5939394,0.43384615
3455,0.18028168,0.5969697,0.42153847
3456,0.3830986,0.4939394,0.47692308
3457,0.48732394,0.1030303,0.50153846
3458,0.6619718,0.4212121,0.31076923
3459,0.4056338,0.11818182,0.19692308
3460,0.4225352,0.26969698,0.42461538
3461,0.34929577,0.46363637,0.2
3462,0.33521128,0.53636366,0.51692307
3463,0.32957748,0.4121212,0.7969231
3464,0.428169,0.6212121,0.5784615
3465,0.4140845,0.4969697,0.3323077
3466,0.25070423,0.3969697,0.7446154
3467,0.6732394,0.54242426,0.52
3468,0.46478873,0.56060606,0.2769231
3469,0.3802817,0.4030303,0.36
3470,0.3746479,0.5969697,0.48923078
3471,0.35211268,0.53939396,0.29846153
3472,0.33802816,0.73030305,0.50769234
3473,0.44507042,0.6939394,0.5661538
3474,0.49859154,0.53636366,0.5476923
3475,0.45352113,0.29393938,0.6707692
3476,0.3971831,0.33333334,0.27076924
3477,0.31549296,0.3939394,0.6769231
3478,0.45070422,0.4969697,0.30153847
3479,0.4197183,0.48181817,0.11076923
3480,0.67887324,0.56060606,0.2769231
3481,0.3830986,0.45151514,0.5476923
3482,0.5295775,0.53333336,0.6492308
3483,0.29859155,0.42424244,0.41538462
3484,0.30704224,0.42727274,0.23076923
3485,0.4394366,0.28787878,0.40615386
3486,0.30140844,0.26969698,0.5353846
3487,0.6,0.45454547,0.5538462
3488,0.36338028,0.54848486,0.37846154
3489,0.25070423,0.2969697,0.23692308
3490,0.4,0.3909091,0.5569231
3491,0.46478873,0.43636364,0.2830769
3492,0.7605634,0.6393939,0.36615384
3493,0.5521127,0.6121212,0.27076924
3494,0.6845071,0.45151514,0.18769231
3495,0.4,0.47878787,0.3723077
3496,0.4197183,0.38484848,0.28923076
3497,0.29859155,0.4121212,0.42461538
3498,0.23380281,0.4,0.59076923
3499,0.1859155,0.5151515,0.41230768
3500,0.23943663,0.42727274,0.16307692
3501,0.49577466,0.4909091,0.4
3502,0.3915493,0.77272725,0.34461537
3503,0.4197183,0.6909091,0.5661538
3504,0.31549296,0.53636366,0.36923078
3505,0.3887324,0.630303,0.51692307
3506,0.5943662,0.6909091,0.34461537
3507,0.33521128,0.44242424,0.32923076
3508,0.48732394,0.26666668,0.39076924
3509,0.45070422,0.45151514,0.6553846
3510,0.428169,0.42424244,0.20615384
3511,0.45070422,0.77575755,0.28923076
3512,0.3887324,0.44242424,0.3876923
3513,0.4338028,0.3969697,0.5692308
3514,0.43098593,0.43939394,0.48
3515,0.49295774,0.1969697,0.19384615
3516,0.32394367,0.35757574,0.26153848
3517,0.4028169,0.43939394,0.43384615
3518,0.3971831,0.42727274,0.48307693
3519,0.4056338,0.530303,0.17230769
3520,0.43661973,0.3030303,0.63076925
3521,0.33521128,0.4060606,0.31384614
3522,0.428169,0.56666666,0.2769231
3523,0.4,0.5272727,0.38153845
3524,0.47887325,0.4090909,0.16307692
3525,0.5070422,0.6606061,0.23076923
3526,0.36901408,0.4090909,0.38153845
3527,0.51830983,0.56969696,0.42153847
3528,0.5408451,0.42727274,0.36
3529,0.45070422,0.33333334,0.18769231
3530,0.3802817,0.25454545,0.32
3531,0.49295774,0.23030303,0.59692305
3532,0.3887324,0.5181818,0.40307692
3533,0.26478875,0.3969697,0.35076922
3534,0.4084507,0.46363637,0.5292308
3535,0.33239436,0.4848485,0.4953846
3536,0.27605635,0.4939394,0.36
3537,0.36901408,0.36060607,0.4553846
3538,0.29014084,0.27272728,0.5323077
3539,0.3830986,0.25151515,0.62153846
3540,0.53521127,0.23030303,0.53846157
3541,0.28732395,0.22121212,0.2769231
3542,0.34647888,0.17878787,0.18153846
3543,0.3943662,0.3242424,0.2830769
3544,0.6028169,0.55151516,0.4
3545,0.54366195,0.4939394,0.11076923
3546,0.34647888,0.56666666,0.47384617
3547,0.5042254,0.19393939,0.29846153
3548,0.57746476,0.46666667,0.24
3549,0.25915492,0.47878787,0.39692307
3550,0.36056337,0.5060606,0.14769231
3551,0.25070423,0.2969697,0.47076923
3552,0.32394367,0.38181818,0.46461537
3553,0.36901408,0.27575758,0.42461538
3554,0.3887324,0.43636364,0.27384615
3555,0.71267605,0.26969698,0.4953846
3556,0.4112676,0.4939394,0.3876923
3557,0.45633802,0.4969697,0.2769231
3558,0.4338028,0.35757574,0.30769232
3559,0.51267606,0.3212121,0.35692307
3560,0.6084507,0.3090909,0.75076926
3561,0.34647888,0.3939394,0.4953846
3562,0.29577464,0.4878788,0.5630769
3563,0.31549296,0.45757577,0.6707692
3564,0.17183098,0.56363636,0.3476923
3565,0.3746479,0.2060606,0.50769234
3566,0.32394367,0.16666667,0.37846154
3567,0.4169014,0.34545454,0.3723077
3568,0.3859155,0.4878788,0.6369231
3569,0.28169015,0.5272727,0.60307693
3570,0.45352113,0.4151515,0.74153847
3571,0.25915492,0.4151515,0.5569231
3572,0.4028169,0.43030304,0.48615384
3573,0.26760563,0.42424244,0.5415385
3574,0.3915493,0.4060606,0.24615385
3575,0.2028169,0.45151514,0.42153847
3576,0.3943662,0.5060606,0.35692307
3577,0.32957748,0.6969697,0.5353846
3578,0.1943662,0.5151515,0.5507692
3579,0.29014084,0.6393939,0.22461538
3580,0.48732394,0.4909091,0.51692307
3581,0.4338028,0.53333336,0.6615385
3582,0.5830986,0.6909091,0.50153846
3583,0.52394366,0.48181817,0.46153846
3584,0.47887325,0.7181818,0.4
3585,0.2028169,0.44545454,0.26153848
3586,0.27042255,0.46060607,0.58153844
3587,0.26760563,0.36969697,0.48
3588,0.35211268,0.4909091,0.48615384
3589,0.6028169,0.6333333,0.4523077
3590,0.29577464,0.37878788,0.25846153
3591,0.2028169,0.4090909,0.35384616
3592,0.34084508,0.56363636,0.31076923
3593,0.13521127,0.36969697,0.5476923
3594,0.33802816,0.4151515,0.41538462
3595,0.44225353,0.47272727,0.28923076
3596,0.46197182,0.7818182,0.45846155
3597,0.6422535,0.36666667,0.43384615
3598,0.47323942,0.45151514,0.5630769
3599,0.34366196,0.54242426,0.3846154
3600,0.47042254,0.53333336,0.40923077
3601,0.45633802,0.37272727,0.36615384
3602,0.47887325,0.18484849,0.47692308
3603,0.36619717,0.24242425,0.2769231
3604,0.27887323,0.4060606,0.46769232
3605,0.27605635,0.34545454,0.15384616
3606,0.48732394,0.4151515,0.47384617
3607,0.7295775,0.4969697,0.4276923
3608,0.49577466,0.45151514,0.3323077
3609,0.32394367,0.54848486,0.46461537
3610,0.45070422,0.36969697,0.36
3611,0.49577466,0.56363636,0.44923076
3612,0.3915493,0.530303,0.42461538
3613,0.30704224,0.5969697,0.2
3614,0.34084508,0.6757576,0.23384616
3615,0.31830987,0.37878788,0.28615385
3616,0.49014086,0.33333334,0.3876923
3617,0.56619716,0.5151515,0.21230769
3618,0.6507042,0.6121212,0.26153848
3619,0.8169014,0.6424242,0.42461538
3620,0.47887325,0.44545454,0.10769231
3621,0.43661973,0.5151515,0.21846154
3622,0.33239436,0.8030303,0.41230768
3623,0.46478873,0.4848485,0.47076923
3624,0.3830986,0.3272727,0.47692308
3625,0.35774648,0.47575757,0.20307693
3626,0.428169,0.4969697,0.5507692
3627,0.371831,0.44545454,0.70153844
3628,0.2084507,0.4969697,0.5538462
3629,0.22535211,0.55757576,0.5784615
3630,0.25070423,0.26363635,0.48615384
3631,0.48450705,0.45151514,0.35692307
3632,0.6957747,0.4151515,0.30153847
3633,0.45915493,0.33636364,0.4
3634,0.5521127,0.46969697,0.5630769
3635,0.5830986,0.25757575,0.47384617
3636,0.4169014,0.4151515,0.52
3637,0.428169,0.25151515,0.4
3638,0.45352113,0.13030303,0.74153847
3639,0.2197183,0.3272727,0.5784615
3640,0.4169014,0.23030303,0.6246154
3641,0.3802817,0.4212121,0.4923077
3642,0.1887324,0.36969697,0.47384617
3643,0.27042255,0.5242424,0.42153847
3644,0.3859155,0.6242424,0.48307693
3645,0.51267606,0.38787878,0.40307692
3646,0.55492955,0.16969697,0.30461538
3647,0.27323943,0.18181819,0.6276923
3648,0.5943662,0.3181818,0.36307693
3649,0.31549296,0.54242426,0.29538462
3650,0.16619718,0.3151515,0.61230767
3651,0.23098591,0.47575757,0.7569231
3652,0.4140845,0.6515151,0.26153848
3653,0.27887323,0.6484848,0.3323077
3654,0.2197183,0.43030304,0.29538462
3655,0.5070422,0.45757577,0.72
3656,0.5380282,0.33030304,0.49846154
3657,0.47887325,0.24242425,0.3876923
3658,0.371831,0.54242426,0.51384616
3659,0.5492958,0.3181818,0.13538462
3660,0.34647888,0.4939394,0.24307692
3661,0.4112676,0.3151515,0.24615385
3662,0.5633803,0.27878788,0.35384616
3663,0.47042254,0.17878787,0.24
3664,0.68169016,0.26969698,0.60307693
3665,0.53239435,0.530303,0.2
3666,0.34647888,0.46363637,0.4523077
3667,0.6225352,0.5272727,0.5353846
3668,0.6957747,0.22727273,0.21230769
3669,0.34084508,0.4151515,0.4553846
3670,0.33802816,0.5272727,0.5292308
3671,0.6225352,0.33636364,0.60923076
3672,0.54647887,0.5060606,0.25846153
3673,0.5830986,0.46666667,0.42461538
3674,0.33802816,0.5060606,0.32307693
3675,0.31267604,0.5151515,0.46769232
3676,0.30704224,0.3969697,0.30153847
3677,0.3746479,0.34545454,0.24615385
3678,0.49577466,0.36666667,0.48923078
3679,0.371831,0.46060607,0.30461538
3680,0.371831,0.47575757,0.24615385
3681,0.34084508,0.4969697,0.5876923
3682,0.4197183,0.56666666,0.5292308
3683,0.26478875,0.26060605,0.36615384
3684,0.1971831,0.3909091,0.50461537
3685,0.53521127,0.44242424,0.48923078
3686,0.24788733,0.33939394,0.4553846
3687,0.32957748,0.3909091,0.33846155
3688,0.17464788,0.46666667,0.39692307
3689,0.3802817,0.27272728,0.36
3690,0.46197182,0.46060607,0.58153844
3691,0.36338028,0.56666666,0.20307693
3692,0.2197183,0.46969697,0.40923077
3693,0.36056337,0.38181818,0.41538462
3694,0.35774648,0.46969697,0.2769231
3695,0.34929577,0.46060607,0.63384616
3696,0.28450704,0.21212122,0.34153846
3697,0.46197182,0.43939394,0.25846153
3698,0.52394366,0.37878788,0.35384616
3699,0.46760562,0.45151514,0.40307692
3700,0.50985914,0.25757575,0.6523077
3701,0.4112676,0.33939394,0.4369231
3702,0.46197182,0.55454546,0.5507692
3703,0.45070422,0.4090909,0.35692307
3704,0.56619716,0.38787878,0.32923076
3705,0.47887325,0.4848485,0.24615385
3706,0.27887323,0.6454545,0.15076923
3707,0.46478873,0.28787878,0.19076923
3708,0.33239436,0.4969697,0.21846154
3709,0.44507042,0.76060605,0.4953846
3710,0.48169014,0.46666667,0.35692307
3711,0.50140846,0.26666668,0.3723077
3712,0.34366196,0.28181818,0.27384615
3713,0.36901408,0.35757574,0.44
3714,0.50985914,0.37575758,0.22461538
3715,0.29859155,0.55151516,0.56
3716,0.32394367,0.3969697,0.35692307
3717,0.31267604,0.29393938,0.36
3718,0.29859155,0.44848484,0.50153846
3719,0.48732394,0.43636364,0.23076923
3720,0.27887323,0.29090908,0.5753846
3721,0.30140844,0.3090909,0.43076923
3722,0.4225352,0.22121212,0.43384615
3723,0.33802816,0.5939394,0.16615385
3724,0.5267606,0.14545454,0.2923077
3725,0.5042254,0.27575758,0.22153845
3726,0.3830986,0.26060605,0.15384616
3727,0.32957748,0.093939394,0.5692308
3728,0.34084508,0.48181817,0.32615384
3729,0.16619718,0.44242424,0.3476923
3730,0.25633803,0.28484848,0.5630769
3731,0.6309859,0.4848485,0.35384616
3732,0.44507042,0.3151515,0.4369231
3733,0.4140845,0.2030303,0.59692305
3734,0.34084508,0.15151516,0.2769231
3735,0.428169,0.3151515,0.36
3736,0.4225352,0.13939394,0.48307693
3737,0.44507042,0.3151515,0.29846153
3738,0.25915492,0.26363635,0.47692308
3739,0.4225352,0.5151515,0.2276923
3740,0.2112676,0.44242424,0.41846153
3741,0.4112676,0.5181818,0.45846155
3742,0.54647887,0.6757576,0.49846154
3743,0.3859155,0.44848484,0.46153846
3744,0.63380283,0.5151515,0.24307692
3745,0.3802817,0.47272727,0.25846153
3746,0.5408451,0.6030303,0.25538462
3747,0.49859154,0.56363636,0.52307695
3748,0.3859155,0.44242424,0.52307695
3749,0.4169014,0.35454544,0.24
3750,0.53239435,0.56363636,0.30153847
3751,0.31549296,0.3,0.36
3752,0.371831,0.53636366,0.27384615
3753,0.29859155,0.45151514,0.48307693
3754,0.3943662,0.6242424,0.20923077
3755,0.3802817,0.45757577,0.4430769
3756,0.51830983,0.6787879,0.44
3757,0.36338028,0.6212121,0.28923076
3758,0.45633802,0.26363635,0.43076923
3759,0.5042254,0.44545454,0.44
3760,0.3915493,0.26969698,0.5569231
3761,0.47605634,0.27575758,0.41846153
3762,0.31830987,0.16969697,0.28923076
3763,0.5408451,0.3090909,0.31692308
3764,0.36901408,0.36060607,0.49846154
3765,0.36619717,0.56060606,0.40307692
3766,0.36338028,0.5060606,0.27384615
3767,0.31549296,0.5030303,0.32307693
3768,0.4,0.36363637,0.24615385
3769,0.34647888,0.47878787,0.6830769
3770,0.36056337,0.3242424,0.41846153
3771,0.27323943,0.06969697,0.35692307
3772,0.3830986,0.29090908,0.47076923
3773,0.25070423,0.48181817,0.31076923
3774,0.32394367,0.54242426,0.34461537
3775,0.3971831,0.27272728,0.37538463
3776,0.5492958,0.6181818,0.5292308
3777,0.32957748,0.4151515,0.51384616
3778,0.26760563,0.58181816,0.17846154
3779,0.4338028,0.27272728,0.31384614
3780,0.52394366,0.54545456,0.35692307
3781,0.50985914,0.43636364,0.31076923
3782,0.515493,0.4030303,0.31692308
3783,0.46197182,0.4212121,0.31692308
3784,0.30140844,0.43636364,0.40307692
3785,0.42535213,0.34242424,0.3476923
3786,0.44788733,0.4090909,0.18769231
3787,0.34366196,0.3272727,0.47384617
3788,0.47042254,0.2969697,0.4430769
3789,0.31267604,0.36666667,0.4553846
3790,0.515493,0.5939394,0.27384615
3791,0.32957748,0.34545454,0.60615385
3792,0.34647888,0.11515152,0.4523077
3793,0.36338028,0.23333333,0.31692308
3794,0.5070422,0.72424245,0.10461538
3795,0.26197183,0.3121212,0.2676923
3796,0.29577464,0.37272727,0.21230769
3797,0.27042255,0.25454545,0.42153847
3798,0.30985916,0.38484848,0.7723077
3799,0.52112675,0.21515152,0.6923077
3800,0.5802817,0.29393938,0.30461538
3801,0.6112676,0.4212121,0.41230768
3802,0.6253521,0.44242424,0.4
3803,0.46478873,0.37878788,0.36307693
3804,0.45915493,0.43636364,0.35384616
3805,0.5070422,0.23939393,0.48615384
3806,0.22253521,0.46060607,0.27076924
3807,0.65915495,0.37575758,0.2646154
3808,0.571831,0.3151515,0.44923076
3809,0.53239435,0.56363636,0.39692307
3810,0.52394366,0.4030303,0.30153847
3811,0.45352113,0.42727274,0.56
3812,0.571831,0.45151514,0.35384616
3813,0.48169014,0.33333334,0.4923077
3814,0.32676056,0.3060606,0.50153846
3815,0.4225352,0.3,0.33846155
3816,0.18309858,0.26363635,0.35076922
3817,0.35774648,0.3272727,0.5723077
3818,0.2140845,0.3212121,0.7446154
3819,0.5267606,0.5151515,0.6769231
3820,0.3971831,0.3030303,0.23384616
3821,0.5915493,0.28484848,0.6707692
3822,0.3915493,0.25757575,0.28615385
3823,0.771831,0.3969697,0.37538463
3824,0.45633802,0.36666667,0.59692305
3825,0.32676056,0.29090908,0.2676923
3826,0.31549296,0.3151515,0.33846155
3827,0.55492955,0.4090909,0.29538462
3828,0.35492957,0.28484848,0.6553846
3829,0.4197183,0.36666667,0.41846153
3830,0.5070422,0.25757575,0.22153845
3831,0.32394367,0.36666667,0.3876923
3832,0.45070422,0.34545454,0.5415385
3833,0.43098593,0.43939394,0.61538464
3834,0.49577466,0.28484848,0.22461538
3835,0.36338028,0.25757575,0.28615385
3836,0.36338028,0.6515151,0.36615384
3837,0.26760563,0.38787878,0.18769231
3838,0.45070422,0.55151516,0.45846155
3839,0.6225352,0.58787876,0.50461537
3840,0.3887324,0.74848485,0.28615385
3841,0.3774648,0.55151516,0.33846155
3842,0.1943662,0.43030304,0.28615385
3843,0.32957748,0.37575758,0.5723077
3844,0.2112676,0.45757577,0.32615384
3845,0.26478875,0.630303,0.48923078
3846,0.1915493,0.6757576,0.76
3847,0.35492957,0.47878787,0.40615386
3848,0.33802816,0.5,0.46769232
3849,0.47042254,0.3151515,0.3876923
3850,0.27042255,0.56969696,0.2676923
3851,0.32112676,0.57272726,0.17230769
3852,0.45633802,0.4,0.23692308
3853,0.35492957,0.38787878,0.2769231
3854,0.3746479,0.15757576,0.21846154
