name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),AR1,stdev(AR1),AR2,stdev(AR2)
af488_noc,Not known,average_data,average_data,Thu Aug  4 15:39:20 2022,Equation 1B,2,no triplet,1,3D,0.001018,469.762042,-0.000754,None,0.073882,None,13.535096505238082,0.623809,None,0.376191,None,0.018321,None,0.128012,None,1.0,None,1.0,None,5.0,None,5.0,None
af488luv_noc,Not known,average_data,average_data,Thu Aug  4 15:39:20 2022,Equation 1B,2,no triplet,1,3D,0.001018,469.762042,0.0016292458938239607,None,0.2350793566384175,None,4.253882664559652,0.17018130842909351,None,0.8298186915709065,None,0.07831771796377661,None,11.944991705655019,None,1.0,None,1.0,None,5.0,None,5.0,None
af488luv_0cd20,Not known,average_data,average_data,Thu Aug  4 15:39:20 2022,Equation 1B,2,no triplet,1,3D,0.001018,469.762042,-0.001084166925983454,None,0.05162129711903781,None,19.37184952354098,0.801119054495235,None,0.19888094550476498,None,0.0388445837384248,None,5.81968683898764,None,1.0,None,1.0,None,5.0,None,5.0,None
af488luv_thr-2,Not known,average_data,average_data,Thu Aug  4 15:39:20 2022,Equation 1B,2,no triplet,1,3D,0.001018,469.762042,-0.0008098835828747042,None,0.05728485498281159,None,17.45662095679655,0.6806375262492611,None,0.3193624737507389,None,0.04384997105824493,None,18.882980853353775,None,1.0,None,1.0,None,5.0,None,5.0,None
