name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),AR1,stdev(AR1),AR2,stdev(AR2),T1,stdev(T1),tauT1,stdev(tauT1)
hs-pex5_noc,Not known,average_data,average_data,Thu Aug  4 16:48:28 2022,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,0.001085,None,0.924596,None,1.081553456861159,0.599564,None,0.400436,None,0.356238,None,0.356244,None,1.0,None,1.0,None,6.0,None,6.0,None,0.21952,None,0.04,None
tb-pex5_noc,Not known,average_data,average_data,Thu Aug  4 16:48:28 2022,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0010260247254004762,None,1.2122921005725822,None,0.8248837054433386,0.9498259080260059,None,0.05017409197399414,None,0.4466136391002127,None,13.440590188352031,None,1.0,None,1.0,None,6.0,None,6.0,None,0.19895835347988333,None,0.04,None
tb-pex5_0cd20,Not known,average_data,average_data,Thu Aug  4 16:48:28 2022,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0017848632042245516,None,0.9736393557225189,None,1.0270743413590953,3.0064931255124883e-05,None,0.9999699350687449,None,0.3397255486325653,None,0.32590698495683024,None,1.0,None,1.0,None,6.0,None,6.0,None,0.20415575215904092,None,0.04,None
tb-pex5_thr-7,Not known,average_data,average_data,Thu Aug  4 16:48:28 2022,Equation 1B,2,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0017275727142394004,None,0.9694834065264033,None,1.0314771694576348,0.9677749239567315,None,0.03222507604326852,None,0.32485565589618587,None,15.548127745822251,None,1.0,None,1.0,None,6.0,None,6.0,None,0.21969015104866818,None,0.04,None
