name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),AR1,stdev(AR1),T1,stdev(T1),tauT1,stdev(tauT1)
hs-pex5_noc,Not known,average_data,average_data,Thu Aug  4 16:47:02 2022,Equation 1B,1,Triplet Eq 2B,1,3D,0.001018,939.52409,0.001085,0.0013748066227678936,0.924595,0.0026876611448280454,1.081554626620304,1.0,0,0.356236,0.009057514597940667,1.0,0,6.0,0,0.219515,0.007842701801774455,0.04,0
tb-pex5_noc,Not known,average_data,average_data,Thu Aug  4 16:47:02 2022,Equation 1B,1,Triplet Eq 2B,1,3D,0.001018,939.52409,0.008909285466106365,0.0018627287231169033,1.2046231424902707,0.003511123107375833,0.830135139137987,1.0,0,0.522585669621582,0.011736648677643844,1.0,0,6.0,0,0.22090620288417462,0.006331408661909973,0.04,0
tb-pex5_0cd20,Not known,average_data,average_data,Thu Aug  4 16:47:02 2022,Equation 1B,1,Triplet Eq 2B,1,3D,0.001018,939.52409,-0.0017849750437800571,0.001558883449236948,0.9736396318647818,0.003076237947473879,1.0270740500617574,1.0,0,0.3259084165951221,0.00911828446721204,1.0,0,6.0,0,0.2041572011477477,0.00902843464682407,0.04,0
tb-pex5_thr-7,Not known,average_data,average_data,Thu Aug  4 16:47:02 2022,Equation 1B,1,Triplet Eq 2B,1,3D,0.001018,939.52409,0.004395765863691281,0.0015362067497929073,0.9646016208642157,0.0029936632484787212,1.0366974078937061,1.0,0,0.3639896241892813,0.010094553491113803,1.0,0,6.0,0,0.2390469391961303,0.008259448161469623,0.04,0
