Simulated $D$,Simulated $D_{{clust}}$,nmol,$D$ in $\frac{{\mu m^2}}{{s}}$,$\tau_{{D}}$ in $ms$,Trace lengths,Traces used
0.069,1.0,679.0,0.8240218691178016,13.67810179481259,16384,corrupted without correction
0.069,1.0,679.0,0.8207786372600695,13.732149565405555,16384,corrupted without correction
0.069,1.0,679.0,0.9098909304461205,12.387259428356778,16384,corrupted without correction
0.069,1.0,679.0,1.0895207423595525,10.344965973328362,16384,corrupted without correction
0.069,1.0,679.0,0.9207214592230157,12.241546989093223,16384,corrupted without correction
0.069,1.0,679.0,0.6805190770968434,16.562437977533822,16384,corrupted without correction
0.069,1.0,679.0,1.2603464955667454,8.942822506819224,16384,corrupted without correction
0.069,1.0,679.0,1.2038873418240572,9.36221738976656,16384,corrupted without correction
0.069,1.0,679.0,1.0911823914868959,10.329212691552476,16384,corrupted without correction
0.069,1.0,679.0,1.267311376432324,8.893674606373988,16384,corrupted without correction
0.069,1.0,679.0,1.1097860730026496,10.156060957270743,16384,corrupted without correction
0.069,1.0,679.0,0.9737024256294985,11.575461568413255,16384,corrupted without correction
0.069,1.0,679.0,0.9415464837240377,11.970789761080466,16384,corrupted without correction
0.069,1.0,679.0,1.057699435142671,10.656198379669833,16384,corrupted without correction
0.069,1.0,679.0,0.6325989794442822,17.81706163491804,16384,corrupted without correction
0.069,1.0,679.0,0.9756042813361714,11.552896212702528,16384,corrupted without correction
0.069,1.0,679.0,1.286675145637549,8.7598295849262,16384,corrupted without correction
0.069,1.0,679.0,0.8674074065747072,12.993957535425178,16384,corrupted without correction
0.069,1.0,679.0,0.42207673658699313,26.703805327167043,16384,corrupted without correction
0.069,1.0,679.0,0.7308281415556848,15.42230569139385,16384,corrupted without correction
0.069,1.0,679.0,1.5091838839335037,7.468311268715908,16384,corrupted without correction
0.069,1.0,679.0,0.8764683693097853,12.859625517143224,16384,corrupted without correction
0.069,1.0,679.0,1.0481731326919226,10.753047044812776,16384,corrupted without correction
0.069,1.0,679.0,1.2591975286627735,8.950982471284325,16384,corrupted without correction
0.069,1.0,679.0,1.0386134342828042,10.852021199521698,16384,corrupted without correction
0.069,1.0,679.0,1.2068335254094984,9.33936186693237,16384,corrupted without correction
0.069,1.0,679.0,0.9688411919367809,11.633542319163169,16384,corrupted without correction
0.069,1.0,679.0,1.018971227316047,11.061210272475305,16384,corrupted without correction
0.069,1.0,679.0,1.0508018190414599,10.726147217014212,16384,corrupted without correction
0.069,1.0,679.0,0.997207465630897,11.302617956048131,16384,corrupted without correction
0.069,1.0,679.0,0.9065076661387362,12.433491108744857,16384,corrupted without correction
0.069,1.0,679.0,0.9699478778564373,11.620268742536766,16384,corrupted without correction
0.069,1.0,679.0,1.156971456436341,9.741860911298277,16384,corrupted without correction
0.069,1.0,679.0,1.0972753776145467,10.271856305978597,16384,corrupted without correction
0.069,1.0,679.0,0.8731568465859479,12.908396757140444,16384,corrupted without correction
0.069,1.0,679.0,0.9173759320590902,12.286190004621828,16384,corrupted without correction
0.069,1.0,679.0,0.6896838100822222,16.342351150161583,16384,corrupted without correction
0.069,1.0,679.0,1.1088985079891494,10.164189892710466,16384,corrupted without correction
0.069,1.0,679.0,0.9636146404819573,11.696641513569931,16384,corrupted without correction
0.069,1.0,679.0,0.6467593363629258,17.42696915722656,16384,corrupted without correction
0.069,1.0,679.0,0.6517568626394561,17.29334304406095,16384,corrupted without correction
0.069,1.0,679.0,0.9095414639858772,12.392018894390983,16384,corrupted without correction
0.069,1.0,679.0,0.8376855319578784,13.45499543319291,16384,corrupted without correction
0.069,1.0,679.0,0.7168259867393382,15.723558039816933,16384,corrupted without correction
0.069,1.0,679.0,0.9107256894135962,12.375905432295761,16384,corrupted without correction
0.069,1.0,679.0,0.9939455812968763,11.33971036144537,16384,corrupted without correction
0.069,1.0,679.0,0.9084449623683933,12.406976177797747,16384,corrupted without correction
0.069,1.0,679.0,0.7546677094270295,14.935122923839437,16384,corrupted without correction
0.069,1.0,679.0,1.179991999953157,9.551806289697272,16384,corrupted without correction
0.069,1.0,679.0,0.9955587588417248,11.321335789419651,16384,corrupted without correction
0.069,1.0,679.0,1.4713491103489245,7.660353975591925,16384,corrupted without correction
0.069,1.0,679.0,1.095753527929618,10.286122489827827,16384,corrupted without correction
0.069,1.0,679.0,0.9961812922664564,11.314260862399601,16384,corrupted without correction
0.069,1.0,679.0,0.9044702490932254,12.461498892025247,16384,corrupted without correction
0.069,1.0,679.0,0.870743610371279,12.94417193844136,16384,corrupted without correction
0.069,1.0,679.0,0.9598896774420173,11.742031685329653,16384,corrupted without correction
0.069,1.0,679.0,1.0242077042051525,11.004657512991521,16384,corrupted without correction
0.069,1.0,679.0,0.7537425601410578,14.953454406018583,16384,corrupted without correction
0.069,1.0,679.0,0.8412830890053685,13.39745818529475,16384,corrupted without correction
50.0,0.01,2323.0,110.29953635009974,0.10218587838093696,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527840961911,1999.9998802279374,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527503472514,1999.9999999999995,16384,corrupted without correction
50.0,0.01,2323.0,0.03256710822264122,346.08706827427784,16384,corrupted without correction
50.0,0.01,2323.0,0.009595170220898378,1174.6592032725544,16384,corrupted without correction
50.0,0.01,2323.0,0.03209088589469312,351.2229311441018,16384,corrupted without correction
50.0,0.01,2323.0,0.021379997152189575,527.1775728833871,16384,corrupted without correction
50.0,0.01,2323.0,0.012003096622124327,939.012270064544,16384,corrupted without correction
50.0,0.01,2323.0,0.0056355275148226676,1999.9999959719287,16384,corrupted without correction
50.0,0.01,2323.0,39.19747431204464,0.2875454402295927,16384,corrupted without correction
50.0,0.01,2323.0,34.11480198244206,0.3303860597738754,16384,corrupted without correction
50.0,0.01,2323.0,0.00563552750766861,1999.9999985108418,16384,corrupted without correction
50.0,0.01,2323.0,23.426921623819172,0.4811154955794642,16384,corrupted without correction
50.0,0.01,2323.0,138.52238597019507,0.08136630717124771,16384,corrupted without correction
50.0,0.01,2323.0,47.67666784404404,0.23640609792223666,16384,corrupted without correction
50.0,0.01,2323.0,0.014852233483464415,758.8794654685131,16384,corrupted without correction
50.0,0.01,2323.0,0.016720538540774037,674.0844488626896,16384,corrupted without correction
50.0,0.01,2323.0,36.7131094763855,0.30700355180197314,16384,corrupted without correction
50.0,0.01,2323.0,143.99484959534,0.07827401492914078,16384,corrupted without correction
50.0,0.01,2323.0,0.023093637241622472,488.0588921103693,16384,corrupted without correction
50.0,0.01,2323.0,0.0664209746166366,169.69120179278343,16384,corrupted without correction
50.0,0.01,2323.0,0.014798834985482047,761.6177231520021,16384,corrupted without correction
50.0,0.01,2323.0,0.016249500240105314,693.6247170929596,16384,corrupted without correction
50.0,0.01,2323.0,0.027701293739263357,406.87828926089543,16384,corrupted without correction
50.0,0.01,2323.0,0.02306883529667882,488.58361776798074,16384,corrupted without correction
50.0,0.01,2323.0,0.01299056683727714,867.6338106049475,16384,corrupted without correction
50.0,0.01,2323.0,0.023747451023486833,474.62167606105044,16384,corrupted without correction
50.0,0.01,2323.0,20.870696850988708,0.5400421024471487,16384,corrupted without correction
50.0,0.01,2323.0,42.349257683600115,0.2661452791251588,16384,corrupted without correction
50.0,0.01,2323.0,0.017450669449378748,645.8809525697756,16384,corrupted without correction
50.0,0.01,2323.0,118.6244264243592,0.09501462174935792,16384,corrupted without correction
50.0,0.01,2323.0,40.775659724805735,0.27641625133751835,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527508279445,1999.9999982940615,16384,corrupted without correction
50.0,0.01,2323.0,0.02499667938641943,450.90209114209523,16384,corrupted without correction
50.0,0.01,2323.0,38.39539625335763,0.29355225122749934,16384,corrupted without correction
50.0,0.01,2323.0,52.68551527618905,0.2139308109232619,16384,corrupted without correction
50.0,0.01,2323.0,0.013968457841372149,806.8932973804823,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527503474857,1999.9999999991683,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527503479956,1999.9999999973588,16384,corrupted without correction
50.0,0.01,2323.0,33.58946541867934,0.33555327143364166,16384,corrupted without correction
50.0,0.01,2323.0,0.029629629991801888,380.39810183466926,16384,corrupted without correction
50.0,0.01,2323.0,41.19683120002468,0.2735903388350479,16384,corrupted without correction
50.0,0.01,2323.0,0.04511724810599067,249.81698751809412,16384,corrupted without correction
50.0,0.01,2323.0,0.0056355275225336,1999.999993235385,16384,corrupted without correction
50.0,0.01,2323.0,42.72270530122049,0.26381885059659455,16384,corrupted without correction
50.0,0.01,2323.0,0.05407544443076862,208.43203649255372,16384,corrupted without correction
50.0,0.01,2323.0,0.01055567560423269,1067.7720147467849,16384,corrupted without correction
50.0,0.01,2323.0,0.03953292893100755,285.10548830356464,16384,corrupted without correction
50.0,0.01,2323.0,0.017901924729093494,629.600178612513,16384,corrupted without correction
50.0,0.01,2323.0,0.043448766730447896,259.41024003902345,16384,corrupted without correction
50.0,0.01,2323.0,33.934707401938944,0.33213944866078404,16384,corrupted without correction
50.0,0.01,2323.0,0.021208147798764638,531.4492860900167,16384,corrupted without correction
50.0,0.01,2323.0,0.020589581840109398,547.4154402197971,16384,corrupted without correction
50.0,0.01,2323.0,0.03498536177358456,322.1648836987347,16384,corrupted without correction
50.0,0.01,2323.0,0.030668547515986206,367.5118621470387,16384,corrupted without correction
50.0,0.01,2323.0,0.00995762400180256,1131.9020486116674,16384,corrupted without correction
50.0,0.01,2323.0,0.049376310683028245,228.26847229027877,16384,corrupted without correction
50.0,0.01,2323.0,0.08820175538899239,127.7871960397702,16384,corrupted without correction
50.0,0.01,2323.0,0.01280172498264258,880.4325215724493,16384,corrupted without correction
50.0,0.01,2323.0,0.04011916323542438,280.93943387615127,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527564547164,1999.9999783251349,16384,corrupted without correction
50.0,0.01,2323.0,0.01286751463515728,875.9310035016144,16384,corrupted without correction
50.0,0.01,2323.0,33.75191809353833,0.33393820688083575,16384,corrupted without correction
50.0,0.01,2323.0,40.309988632579135,0.2796094811556358,16384,corrupted without correction
50.0,0.01,2323.0,0.020373371767064597,553.2248238441174,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527505238317,1999.9999993733318,16384,corrupted without correction
50.0,0.01,2323.0,0.021133377840427146,533.3295553626091,16384,corrupted without correction
50.0,0.01,2323.0,0.021478160573689984,524.7681694284233,16384,corrupted without correction
50.0,0.01,2323.0,0.035247121878294055,319.77235037411634,16384,corrupted without correction
50.0,0.01,2323.0,0.006562886371382755,1717.3929836865811,16384,corrupted without correction
50.0,0.01,2323.0,41.343045941758476,0.2726227531184566,16384,corrupted without correction
50.0,0.01,2323.0,85.67589189399973,0.1315545687098285,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527503674952,1999.9999999281565,16384,corrupted without correction
50.0,0.01,2323.0,0.17850386241697103,63.141799030749965,16384,corrupted without correction
50.0,0.01,2323.0,47.491732582133004,0.23732667548931122,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527599159678,1999.999966041453,16384,corrupted without correction
50.0,0.01,2323.0,0.01850833229965133,608.9719389335448,16384,corrupted without correction
50.0,0.01,2323.0,35.17530985619648,0.3204251804184042,16384,corrupted without correction
50.0,0.01,2323.0,34.33368335901381,0.3282798087548033,16384,corrupted without correction
50.0,0.01,2323.0,0.018415468553729365,612.0428038016169,16384,corrupted without correction
50.0,0.01,2323.0,0.012199697767974166,923.8798551660066,16384,corrupted without correction
50.0,0.01,2323.0,0.025115678797250875,448.7656932520868,16384,corrupted without correction
50.0,0.01,2323.0,37.25761998480299,0.3025167740597058,16384,corrupted without correction
50.0,0.01,2323.0,39.31521518323295,0.28668430159710473,16384,corrupted without correction
50.0,0.01,2323.0,50.08892988079418,0.22502087854080383,16384,corrupted without correction
50.0,0.01,2323.0,19.900273404273918,0.5663768923156793,16384,corrupted without correction
50.0,0.01,2323.0,0.026795339193530873,420.63490689702365,16384,corrupted without correction
50.0,0.01,2323.0,35.89681961304716,0.31398477994547513,16384,corrupted without correction
50.0,0.01,2323.0,0.01290304550419352,873.5189690900421,16384,corrupted without correction
50.0,0.01,2323.0,0.008608478305305076,1309.2970217511156,16384,corrupted without correction
50.0,0.01,2323.0,0.006636385603825357,1698.3725298373479,16384,corrupted without correction
50.0,0.01,2323.0,0.008615626643954984,1308.2107051206985,16384,corrupted without correction
50.0,0.01,2323.0,0.0070821210623932904,1591.4801381743328,16384,corrupted without correction
50.0,0.01,2323.0,0.009752670981569494,1155.689044390502,16384,corrupted without correction
50.0,0.01,2323.0,0.005635528030815603,1999.9998128505129,16384,corrupted without correction
50.0,0.01,2323.0,0.005635527518291179,1999.9999947409838,16384,corrupted without correction
50.0,0.01,2323.0,0.021182258619448883,532.0988289981644,16384,corrupted without correction
50.0,0.01,2323.0,46.29668442966317,0.24345274711990922,16384,corrupted without correction
50.0,0.01,2323.0,0.006069555056146156,1856.9820856195588,16384,corrupted without correction
50.0,0.01,2323.0,48.766376031544176,0.2311234896694892,16384,corrupted without correction
0.4,1.0,560.0,0.8281923393324615,13.609223934659559,16384,corrupted without correction
0.4,1.0,560.0,1.24110495260121,9.081468076750658,16384,corrupted without correction
0.4,1.0,560.0,0.894565394590387,12.59947576231242,16384,corrupted without correction
0.4,1.0,560.0,0.9586441428103974,11.75728771877996,16384,corrupted without correction
0.4,1.0,560.0,1.0146193835344537,11.108653343169935,16384,corrupted without correction
0.4,1.0,560.0,0.8119793531941368,13.880962567098946,16384,corrupted without correction
0.4,1.0,560.0,1.3931701745015608,8.090221290430303,16384,corrupted without correction
0.4,1.0,560.0,0.9371983860078477,12.026327803397058,16384,corrupted without correction
0.4,1.0,560.0,1.0546632769911006,10.68687537798866,16384,corrupted without correction
0.4,1.0,560.0,0.8059582136931565,13.984664236248024,16384,corrupted without correction
0.4,1.0,560.0,0.8533706026719622,13.207690740288658,16384,corrupted without correction
0.4,1.0,560.0,0.6293209594205342,17.909867513904484,16384,corrupted without correction
0.4,1.0,560.0,0.9513567453813946,11.847348601524356,16384,corrupted without correction
0.4,1.0,560.0,0.8408298462769977,13.404679979963461,16384,corrupted without correction
0.4,1.0,560.0,0.9479153978084774,11.89035965973653,16384,corrupted without correction
0.4,1.0,560.0,0.7317923059226259,15.401986213471806,16384,corrupted without correction
0.4,1.0,560.0,0.6384434585553033,17.653959572942675,16384,corrupted without correction
0.4,1.0,560.0,1.0058908227048675,11.205048055450845,16384,corrupted without correction
0.4,1.0,560.0,1.3777685440327034,8.180659266581058,16384,corrupted without correction
0.4,1.0,560.0,0.6893983466378149,16.349118128747754,16384,corrupted without correction
0.4,1.0,560.0,0.7392721609486782,15.246151014913554,16384,corrupted without correction
0.4,1.0,560.0,1.209397924268156,9.31955874966917,16384,corrupted without correction
0.4,1.0,560.0,1.0741717170223881,10.492786980268363,16384,corrupted without correction
0.4,1.0,560.0,0.948885350045461,11.878205313639874,16384,corrupted without correction
0.4,1.0,560.0,0.8206991383015995,13.733479762474197,16384,corrupted without correction
0.4,1.0,560.0,0.7730383571952005,14.580201489405477,16384,corrupted without correction
0.4,1.0,560.0,1.1667188281364962,9.660472373577234,16384,corrupted without correction
0.4,1.0,560.0,1.2150835600092895,9.275950541918991,16384,corrupted without correction
0.4,1.0,560.0,1.007360972630397,11.188695326874058,16384,corrupted without correction
0.4,1.0,560.0,0.7420493664480036,15.189090533014834,16384,corrupted without correction
0.4,1.0,560.0,1.4834962584398368,7.597629547646161,16384,corrupted without correction
0.4,1.0,560.0,0.6753245569704274,16.689834377574087,16384,corrupted without correction
0.4,1.0,560.0,0.6033596046925414,18.680493223752535,16384,corrupted without correction
0.4,1.0,560.0,1.038887449336982,10.849158890251505,16384,corrupted without correction
0.4,1.0,560.0,0.9557423631876399,11.792984637986788,16384,corrupted without correction
0.4,1.0,560.0,0.8785845823272621,12.82865102992064,16384,corrupted without correction
0.4,1.0,560.0,1.1693058643402483,9.639099016495944,16384,corrupted without correction
0.4,1.0,560.0,1.0367721634694642,10.87129400660938,16384,corrupted without correction
0.4,1.0,560.0,0.7034387893274318,16.02279427570585,16384,corrupted without correction
0.4,1.0,560.0,1.4844285075839276,7.592858092768592,16384,corrupted without correction
0.4,1.0,560.0,0.9336868789793936,12.071557671738233,16384,corrupted without correction
0.4,1.0,560.0,1.1641899925976458,9.681456702609196,16384,corrupted without correction
0.4,1.0,560.0,1.1079064169641628,10.173291565391853,16384,corrupted without correction
0.4,1.0,560.0,1.1017418447249936,10.230214147633108,16384,corrupted without correction
0.4,1.0,560.0,0.8377813183708498,13.453457077394289,16384,corrupted without correction
0.4,1.0,560.0,0.7600457393252702,14.829443050297069,16384,corrupted without correction
0.4,1.0,560.0,0.9049946166797475,12.454278510845045,16384,corrupted without correction
0.4,1.0,560.0,1.354718543142481,8.3198499525961,16384,corrupted without correction
0.4,1.0,560.0,1.0779546159241493,10.455964323954543,16384,corrupted without correction
0.4,1.0,560.0,1.072756187260414,10.506632486295745,16384,corrupted without correction
0.4,1.0,560.0,0.9948791013455673,11.329070026399188,16384,corrupted without correction
0.4,1.0,560.0,1.268693560098116,8.883985354251633,16384,corrupted without correction
0.4,1.0,560.0,1.0810595686378075,10.425933347176377,16384,corrupted without correction
0.4,1.0,560.0,0.7284333007106427,15.473008985104396,16384,corrupted without correction
0.4,1.0,560.0,1.2651094323730823,8.909154195303778,16384,corrupted without correction
0.4,1.0,560.0,1.083956085527086,10.39807346204837,16384,corrupted without correction
0.4,1.0,560.0,1.1492102978094803,9.807652288209463,16384,corrupted without correction
0.4,1.0,560.0,1.1216326394811806,10.04879370500357,16384,corrupted without correction
0.4,1.0,560.0,1.2765032330427162,8.829632949756782,16384,corrupted without correction
0.4,1.0,560.0,0.7529798662309249,14.968600771973902,16384,corrupted without correction
0.4,1.0,560.0,1.478531558029356,7.623141315946968,16384,corrupted without correction
0.4,1.0,560.0,0.7766990109038356,14.511483661900165,16384,corrupted without correction
0.4,1.0,560.0,1.248707347509863,9.026178174911397,16384,corrupted without correction
0.4,1.0,560.0,0.8191646100121227,13.75920647594655,16384,corrupted without correction
0.4,1.0,560.0,1.0504804477409626,10.729428644943566,16384,corrupted without correction
0.4,1.0,560.0,1.3913961017256198,8.100536571122042,16384,corrupted without correction
0.4,1.0,560.0,0.8025186733896649,14.044601553429946,16384,corrupted without correction
0.4,1.0,560.0,1.3806761510908487,8.163431372403991,16384,corrupted without correction
0.4,1.0,560.0,0.6567286292475086,17.162423724179046,16384,corrupted without correction
0.4,1.0,560.0,1.0243726282744787,11.002885762313602,16384,corrupted without correction
0.4,1.0,560.0,1.3388246531911667,8.418619256883124,16384,corrupted without correction
0.4,1.0,560.0,0.8524017320419819,13.222703079150845,16384,corrupted without correction
0.4,1.0,560.0,1.4434932839330894,7.808179734813006,16384,corrupted without correction
0.4,1.0,560.0,0.6376553383709945,17.675779263040386,16384,corrupted without correction
0.4,1.0,560.0,0.5662177927098911,19.905865114203316,16384,corrupted without correction
0.4,1.0,560.0,1.2175677018678233,9.257025288741266,16384,corrupted without correction
0.4,1.0,560.0,0.8063264964056724,13.978276860784723,16384,corrupted without correction
0.4,1.0,560.0,0.6076740013440158,18.547864450373726,16384,corrupted without correction
0.4,1.0,560.0,1.4959619303148455,7.534319409166301,16384,corrupted without correction
0.4,1.0,560.0,1.0286271138200407,10.957376930389673,16384,corrupted without correction
0.4,1.0,560.0,0.9070814554604927,12.425626099061981,16384,corrupted without correction
0.4,1.0,560.0,0.7017514249037028,16.061321155837607,16384,corrupted without correction
0.4,1.0,560.0,0.8671818472551096,12.997337343512545,16384,corrupted without correction
0.4,1.0,560.0,0.9566172088446776,11.782199716600612,16384,corrupted without correction
0.4,1.0,560.0,0.8998529865778677,12.525440460900999,16384,corrupted without correction
0.4,1.0,560.0,0.7886405229041707,14.291752299817587,16384,corrupted without correction
0.4,1.0,560.0,1.3017133716239888,8.658630427129674,16384,corrupted without correction
0.4,1.0,560.0,0.8948382337967354,12.595634139505568,16384,corrupted without correction
0.4,1.0,560.0,1.0896320952320677,10.34390878927308,16384,corrupted without correction
0.4,1.0,560.0,0.44269595834349074,25.460035933284352,16384,corrupted without correction
0.4,1.0,560.0,1.301953615728041,8.657032685947382,16384,corrupted without correction
0.4,1.0,560.0,0.9022892214631567,12.491621022212621,16384,corrupted without correction
0.4,1.0,560.0,0.9475128017759772,11.895411846488035,16384,corrupted without correction
0.4,1.0,560.0,0.8665963681271608,13.006118443934165,16384,corrupted without correction
0.4,1.0,560.0,1.029721060767374,10.945736118619886,16384,corrupted without correction
0.4,1.0,560.0,0.6161975254184682,18.291301964075075,16384,corrupted without correction
0.4,1.0,560.0,1.0617542611925115,10.615502493284952,16384,corrupted without correction
0.4,1.0,560.0,0.9330910569446752,12.07926592271831,16384,corrupted without correction
0.4,1.0,560.0,0.966627040993689,11.660190051540898,16384,corrupted without correction
0.4,1.0,560.0,0.8853503508496527,12.730615621407305,16384,corrupted without correction
0.2,1.0,2735.0,0.9415455357756192,11.970801813276344,16384,corrupted without correction
0.2,1.0,2735.0,0.6560186747509937,17.180997189177887,16384,corrupted without correction
0.2,1.0,2735.0,1.2196477221436484,9.241238106963428,16384,corrupted without correction
0.2,1.0,2735.0,0.7175980032632987,15.706642097232102,16384,corrupted without correction
0.2,1.0,2735.0,0.9566651787550232,11.781608923628701,16384,corrupted without correction
0.2,1.0,2735.0,0.6689498134388268,16.84887981208134,16384,corrupted without correction
0.2,1.0,2735.0,0.8035027199404446,14.027401186371135,16384,corrupted without correction
0.2,1.0,2735.0,0.7997175039114467,14.093795561329966,16384,corrupted without correction
0.2,1.0,2735.0,0.8950981042433905,12.591977296692228,16384,corrupted without correction
0.2,1.0,2735.0,0.4815769405223726,23.404474048776443,16384,corrupted without correction
0.2,1.0,2735.0,0.6892057723842053,16.35368631338429,16384,corrupted without correction
0.2,1.0,2735.0,0.6535971479912152,17.24465145171735,16384,corrupted without correction
0.2,1.0,2735.0,0.7996369518144106,14.09521531161175,16384,corrupted without correction
0.2,1.0,2735.0,0.9437613003617021,11.942696741883069,16384,corrupted without correction
0.2,1.0,2735.0,0.7279062393236468,15.484212660984776,16384,corrupted without correction
0.2,1.0,2735.0,0.488282852394246,23.08304490251611,16384,corrupted without correction
0.2,1.0,2735.0,0.5920753167115987,19.036522362635807,16384,corrupted without correction
0.2,1.0,2735.0,0.8713938943037133,12.934512257457524,16384,corrupted without correction
0.2,1.0,2735.0,0.7447235630939466,15.134548664096974,16384,corrupted without correction
0.2,1.0,2735.0,0.7149609188570817,15.764574971402142,16384,corrupted without correction
0.2,1.0,2735.0,1.1686241569725424,9.644721906266266,16384,corrupted without correction
0.2,1.0,2735.0,0.9138209857815514,12.333985739346296,16384,corrupted without correction
0.2,1.0,2735.0,0.7307975882579101,15.422950469518096,16384,corrupted without correction
0.2,1.0,2735.0,1.0677801955198454,10.555594732170277,16384,corrupted without correction
0.2,1.0,2735.0,0.6915020773199108,16.2993798234545,16384,corrupted without correction
0.2,1.0,2735.0,0.8292519734218119,13.591833807083184,16384,corrupted without correction
0.2,1.0,2735.0,0.7205002983240117,15.643373129980844,16384,corrupted without correction
0.2,1.0,2735.0,1.1343677219160901,9.935980008234713,16384,corrupted without correction
0.2,1.0,2735.0,0.8056230321683174,13.9904825916027,16384,corrupted without correction
0.2,1.0,2735.0,0.7383247271491037,15.265715196165784,16384,corrupted without correction
0.2,1.0,2735.0,0.7941246515740585,14.193055189263205,16384,corrupted without correction
0.2,1.0,2735.0,0.7735723675544709,14.5701365246237,16384,corrupted without correction
0.2,1.0,2735.0,0.39773988314718306,28.33775410642988,16384,corrupted without correction
0.2,1.0,2735.0,0.995460630496983,11.32245179934234,16384,corrupted without correction
0.2,1.0,2735.0,0.8353287287528243,13.492957465707082,16384,corrupted without correction
0.2,1.0,2735.0,0.6153138596892417,18.31757050399834,16384,corrupted without correction
0.2,1.0,2735.0,1.248506923506295,9.027627155876319,16384,corrupted without correction
0.2,1.0,2735.0,0.4482719568485157,25.143341747683426,16384,corrupted without correction
0.2,1.0,2735.0,0.4995776602372187,22.56116696970216,16384,corrupted without correction
0.2,1.0,2735.0,0.6456875710181645,17.455895874179603,16384,corrupted without correction
0.2,1.0,2735.0,0.735746644301196,15.31920681425622,16384,corrupted without correction
0.2,1.0,2735.0,1.058739280215156,10.645732351268324,16384,corrupted without correction
