name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),N (mom),bri (kHz),above zero
2024-01-18_multipletau_mod-filtering_3dot0_0000_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.015783,0.009817562547297685,0.3515,0.010717678292962813,2.8449502133712663,0.3515,1.0,0,287.202962,38.879468064985126,1.0,0,1.0,1.0,0.8191489361702128
2024-01-18_multipletau_mod-filtering_3dot0_0001_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.004008042858769878,0.0023971659847796555,0.13310323947948383,0.0037640957437957033,7.51296515329469,0.13310323947948383,1.0,0,90.35391513397853,10.809287260185299,1.0,0,1.0,1.0,0.851063829787234
2024-01-18_multipletau_mod-filtering_3dot0_0002_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.00038855384289104844,0.003909705714187474,0.08479657486109779,0.008588643113809991,11.792929155901213,0.08479657486109779,1.0,0,45.069084232588736,16.86286232740727,1.0,0,1.0,1.0,0.7978723404255319
2024-01-18_multipletau_mod-filtering_3dot0_0003_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.01906891674326705,0.0036582203860038697,0.18965161560880944,0.004475237306268544,5.272826159639366,0.18965161560880944,1.0,0,181.59309824854168,19.231526722095197,1.0,0,1.0,1.0,0.7446808510638298
2024-01-18_multipletau_mod-filtering_3dot0_0004_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0020226481732152912,0.0017592453389868737,0.09389865296733921,0.003646074178803707,10.649780038355079,0.09389865296733921,1.0,0,50.329752740992205,7.40439903740671,1.0,0,1.0,1.0,0.7872340425531915
2024-01-18_multipletau_mod-filtering_3dot0_0005_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.04256469535969365,0.005204365796711594,0.357292673276136,0.010546150990581387,2.798825934018365,0.357292673276136,1.0,0,52.55630850825455,5.9355394296335335,1.0,0,1.0,1.0,0.5531914893617021
2024-01-18_multipletau_mod-filtering_3dot0_0006_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0024634417931367336,0.006085995101500486,0.3148921336859602,0.0069617480777802105,3.1756906350582046,0.3148921336859602,1.0,0,233.39038764795342,23.138402428158514,1.0,0,1.0,1.0,0.8085106382978723
2024-01-18_multipletau_mod-filtering_3dot0_0007_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.009347598306164606,0.002908733010914875,0.16897231226248974,0.005603681885512784,5.9181293468160145,0.16897231226248974,1.0,0,58.0728224142479,7.5280389677724076,1.0,0,1.0,1.0,0.7127659574468085
2024-01-18_multipletau_mod-filtering_3dot0_0008_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.011538325868626575,0.0036973251111977554,0.14638319143557227,0.004755137701141097,6.8313854220081724,0.14638319143557227,1.0,0,154.2782961913809,22.35790004575889,1.0,0,1.0,1.0,0.776595744680851
2024-01-18_multipletau_mod-filtering_3dot0_0009_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:57:26 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.042009240454385144,0.006560016927689931,0.3526136261161545,0.00892973071650727,2.8359652773900175,0.3526136261161545,1.0,0,130.4633267239372,14.573322046274468,1.0,0,1.0,1.0,0.7446808510638298
