name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),N (mom),bri (kHz),above zero
2024-01-18_multipletau_mod-filtering_0dot069_0000_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.004626,0.007252095573698925,1.070519,0.03988421089048693,0.9341263443245753,1.070519,1.0,0,9.864214,0.9101387315093948,1.0,0,1.0,1.0,0.7446808510638298
2024-01-18_multipletau_mod-filtering_0dot069_0001_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.003514397419855153,0.002786582964972047,0.4334151751806526,0.010833424219745822,2.3072565458354988,0.43341517518065253,1.0,0,16.994534325340027,1.2124911793542223,1.0,0,1.0,1.0,0.7659574468085106
2024-01-18_multipletau_mod-filtering_0dot069_0002_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.027244274631706533,0.009158192894109468,1.519767354667178,0.05211462864424403,0.6579954470853833,1.519767354667178,1.0,0,9.367691125715435,0.7854110634934868,1.0,0,1.0,1.0,0.6702127659574468
2024-01-18_multipletau_mod-filtering_0dot069_0003_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.00014967439108648506,0.0033462101692938537,0.7788809221344227,0.018872688264286713,1.2838933033044755,0.7788809221344227,1.0,0,9.493384433808142,0.5643569885554454,1.0,0,1.0,1.0,0.8191489361702128
2024-01-18_multipletau_mod-filtering_0dot069_0004_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.030194202023315464,0.0071510612001950006,1.5219696619685346,0.0446762794151193,0.6570433202371376,1.5219696619685346,1.0,0,8.148844969233156,0.5654162347396615,1.0,0,1.0,1.0,0.6595744680851063
2024-01-18_multipletau_mod-filtering_0dot069_0005_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.047642318477236545,0.007165767769505224,0.9954418109201315,0.02805652205949879,1.0045790613071146,0.9954418109201315,1.0,0,16.80232948651663,1.347559297664092,1.0,0,1.0,1.0,0.648936170212766
2024-01-18_multipletau_mod-filtering_0dot069_0006_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.002364274892281193,0.005823980281062911,0.9482810079548479,0.030008036819987753,1.0545397320111831,0.9482810079548479,1.0,0,10.899260359481675,0.875871100245145,1.0,0,1.0,1.0,0.776595744680851
2024-01-18_multipletau_mod-filtering_0dot069_0007_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.016998693682967136,0.005165420037055799,1.0325243770766497,0.034829146268608474,0.9685001363660442,1.0325243770766497,1.0,0,7.286717315089267,0.5660880757026181,1.0,0,1.0,1.0,0.6595744680851063
2024-01-18_multipletau_mod-filtering_0dot069_0008_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.04738457042926314,0.013756777419814731,2.2315753220669174,0.06142301838271506,0.4481139355286406,2.2315753220669174,1.0,0,13.626751619630983,1.009234224597667,1.0,0,1.0,1.0,0.7021276595744681
2024-01-18_multipletau_mod-filtering_0dot069_0009_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,0.00932297152733641,0.007258776455972717,1.5370186508857715,0.03943465990771694,0.650610192286026,1.5370186508857713,1.0,0,10.049237507211942,0.6415271903407771,1.0,0,1.0,1.0,0.8191489361702128
2024-01-18_multipletau_mod-filtering_0dot069_0010_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.009954542493028407,0.004916694472524713,0.4718794785470241,0.01782543299162603,2.1191851849101915,0.4718794785470241,1.0,0,19.02690628982996,2.115848723929336,1.0,0,1.0,1.0,0.7340425531914894
2024-01-18_multipletau_mod-filtering_0dot069_0011_correlation-CH1_1,Not known,mod-filtering,0,Thu Jan 18 17:12:49 2024,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.060373683185767524,0.011666181376393457,2.042162257862979,0.07387031314074444,0.4896770548714627,2.042162257862979,1.0,0,7.9859910256808,0.6798105520436994,1.0,0,1.0,1.0,0.6914893617021277
