name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),N (mom),bri (kHz),above zero
2022-04-25_multipletau_0cd20_0dot6-0dot1_1100_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.00017,None,0.031669,None,31.57662067005589,0.031669,0.758182,None,0.241818,None,13.325436,None,0.001319,None,1.0,None,1.0,None,1.0,1.0,0.7840909090909091
2022-04-25_multipletau_0cd20_0dot6-0dot1_1101_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.0010414819901479744,None,0.042343783015216754,None,23.616217748911048,0.042343783015216754,0.9254230522990738,None,0.07457694770092615,None,27.03043216776005,None,27.038145193589475,None,1.0,None,1.0,None,1.0,1.0,0.7954545454545454
2022-04-25_multipletau_0cd20_0dot6-0dot1_1102_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,0.0002605363069563271,None,0.031163753347572317,None,32.08856099093407,0.031163753347572314,0.9999999998304612,None,1.6953882742143378e-10,None,20.073885374133955,None,1.7244840159874473,None,1.0,None,1.0,None,1.0,1.0,0.8409090909090909
2022-04-25_multipletau_0cd20_0dot6-0dot1_1103_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.00021420804698579765,None,0.03604739322174428,None,27.741257012637085,0.03604739322174428,0.6847135269309899,None,0.31528647306901014,None,16.913558955593818,None,0.0010000191545572444,None,1.0,None,1.0,None,1.0,1.0,0.7727272727272727
2022-04-25_multipletau_0cd20_0dot6-0dot1_1104_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.000740871199199189,None,0.024579023240892284,None,40.68509924903336,0.02457902324089228,0.8267077565086886,None,0.17329224349131145,None,19.25676255681522,None,8.266646168996763,None,1.0,None,1.0,None,1.0,1.0,0.8181818181818182
2022-04-25_multipletau_0cd20_0dot6-0dot1_1105_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.0006449711156227833,None,0.031225815432889242,None,32.02478417734863,0.031225815432889242,0.747772123836415,None,0.252227876163585,None,16.316950221099432,None,0.00100000110233989,None,1.0,None,1.0,None,1.0,1.0,0.7386363636363636
2022-04-25_multipletau_0cd20_0dot6-0dot1_1106_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,0.0002095484096019673,None,0.027693377115112387,None,36.10971662442339,0.027693377115112387,0.7851817577372109,None,0.21481824226278912,None,16.394457173667412,None,16.390323762227872,None,1.0,None,1.0,None,1.0,1.0,0.8409090909090909
2022-04-25_multipletau_0cd20_0dot6-0dot1_1107_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.0004182377389659875,None,0.02993696940189734,None,33.40351478385191,0.029936969401897336,0.7813325521590517,None,0.21866744784094827,None,17.795188151284396,None,17.79462315449466,None,1.0,None,1.0,None,1.0,1.0,0.8068181818181818
2022-04-25_multipletau_0cd20_0dot6-0dot1_1108_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.0008274358937828685,None,0.031398282569898954,None,31.84887573942291,0.031398282569898954,0.1003990936271068,None,0.8996009063728931,None,3.2573786408137435,None,27.01423733291312,None,1.0,None,1.0,None,1.0,1.0,0.7727272727272727
2022-04-25_multipletau_0cd20_0dot6-0dot1_1109_correlation-CH1_1,Not known,0cd20_0dot6-0dot1,0,Wed May  4 10:39:05 2022,Equation 1A,2,no triplet,1,2D,1.0,4096.0,-0.0005357529107061776,None,0.024100802268041076,None,41.492394687875276,0.024100802268041076,0.11721631426615792,None,0.882783685733842,None,61.99604715631777,None,14.343949901330323,None,1.0,None,1.0,None,1.0,1.0,0.7727272727272727
