name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),N (mom),bri (kHz),above zero
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1600_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:24 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.042031,None,0.114149,None,8.760479723869679,0.114149,0.493406,None,0.506594,None,9999.999724,None,75.977556,None,1.0,None,1.0,None,1.0,1.0,0.9090909090909091
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1601_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:24 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.003404780897269144,None,0.05313914421088406,None,18.818519094539315,0.05313914421088406,8.602007994795713e-13,None,0.9999999999991398,None,9632.301014825796,None,75.42132860102832,None,1.0,None,1.0,None,1.0,1.0,0.7954545454545454
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1602_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.037327472038706344,None,0.09374924787855406,None,10.666752242059944,0.09374924787855406,0.5022087659059058,None,0.4977912340940942,None,9999.348703618345,None,45.93280588687207,None,1.0,None,1.0,None,1.0,1.0,0.9090909090909091
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1603_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0035006566111993598,None,0.06454963193849297,None,15.491955104451472,0.06454963193849297,4.96772750713248e-09,None,0.9999999950322724,None,9871.588654677846,None,88.65840969942349,None,1.0,None,1.0,None,1.0,1.0,0.8409090909090909
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1604_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.11160879303606364,None,0.1900981113286858,None,5.2604415320621865,0.1900981113286858,0.7388253634833034,None,0.2611746365166966,None,9999.999763201164,None,107.5971740443314,None,1.0,None,1.0,None,1.0,1.0,0.875
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1605_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.006208031499512212,None,0.06811756181938723,None,14.680501962937049,0.06811756181938723,1.3190504244420254e-11,None,0.9999999999868094,None,9999.830088789922,None,84.32141465811759,None,1.0,None,1.0,None,1.0,1.0,0.7159090909090909
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1606_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.007886288789626827,None,0.0781352974969681,None,12.798313080446174,0.0781352974969681,1.4790822233656797e-08,None,0.9999999852091778,None,9999.155037583665,None,118.37879779945563,None,1.0,None,1.0,None,1.0,1.0,0.7954545454545454
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1607_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:25 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0003058362121367564,None,0.05442754091641712,None,18.37305127445814,0.05442754091641712,6.54704568336939e-10,None,0.9999999993452955,None,9999.878335939902,None,96.24168704637388,None,1.0,None,1.0,None,1.0,1.0,0.875
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1608_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.08065840732310459,None,0.14120228873726096,None,7.082038180420205,0.14120228873726096,0.7350534569381559,None,0.26494654306184406,None,9999.999998824933,None,49.50139913385762,None,1.0,None,1.0,None,1.0,1.0,0.8977272727272727
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1609_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.005947737331585379,None,0.08585515066867835,None,11.647524839355032,0.08585515066867835,2.3153859329827498e-08,None,0.9999999768461407,None,9999.993784306944,None,154.1727141125874,None,1.0,None,1.0,None,1.0,1.0,0.8522727272727273
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1610_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.028230682121215156,None,0.08880967670783856,None,11.260034233541328,0.08880967670783856,0.4098296365372468,None,0.5901703634627532,None,9999.999999952131,None,73.16383243351726,None,1.0,None,1.0,None,1.0,1.0,0.8863636363636364
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1611_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.06260758347660622,None,0.13541226042331397,None,7.384855676095262,0.13541226042331397,0.5719487238914001,None,0.42805127610859994,None,9999.996424171435,None,85.82705158597618,None,1.0,None,1.0,None,1.0,1.0,0.8636363636363636
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1612_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.00668738387160106,None,0.07008848237520261,None,14.26767945476019,0.07008848237520261,3.0460395317177813e-10,None,0.9999999996953961,None,9965.893877227,None,119.96003757087412,None,1.0,None,1.0,None,1.0,1.0,0.75
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1613_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.04071387726828313,None,0.1064098025669903,None,9.397630442650712,0.10640980256699031,0.4327089873390903,None,0.5672910126609096,None,9999.998720219408,None,140.5545574202299,None,1.0,None,1.0,None,1.0,1.0,0.8068181818181818
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1614_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.005104191125809732,None,0.05988323039219674,None,16.699165917580622,0.05988323039219675,0.030376071957852524,None,0.9696239280421475,None,9999.999989116102,None,85.7843488743727,None,1.0,None,1.0,None,1.0,1.0,0.8636363636363636
2022-05-17_multipletau_labthresh-0dot04_cutandshift_0dot069-0dot1_1615_correlation-CH1_1,Not known,labthresh-0dot04_cutandshift_0dot069-0dot1,0,Thu Jul 21 18:19:26 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.01590940086083359,None,0.09519351584812967,None,10.50491717939471,0.09519351584812968,0.7759187509956308,None,0.2240812490043692,None,572.6931387905772,None,24.88419116511884,None,1.0,None,1.0,None,1.0,1.0,0.875
