Time (ms),average_data,average_data fitted model: ,
1.0,0.06476114996309791, ,
2.0,0.06411588896430076, ,
3.0,0.06353823292328227, ,
4.0,0.06299848750905883, ,
5.0,0.06248537303977891, ,
6.0,0.06199447632788267, ,
7.0,0.06151849964871667, ,
8.0,0.06105780434843741, ,
9.0,0.06061018202313803, ,
10.0,0.06017149965229787, ,
11.0,0.05974313776407923, ,
12.0,0.05932313570738735, ,
13.0,0.058910331037595756, ,
14.0,0.05850422735276975, ,
15.0,0.058105645638267346, ,
16.0,0.057712679942439594, ,
18.0,0.056946216084595234, ,
20.0,0.05620107576040957, ,
22.0,0.05547920599075636, ,
24.0,0.054780188055106795, ,
26.0,0.05409851981172884, ,
28.0,0.05343677214858003, ,
30.0,0.05279143670349753, ,
32.0,0.05216395923223598, ,
36.0,0.05096702667695463, ,
40.0,0.04982234587318691, ,
44.0,0.04872294508018776, ,
48.0,0.04767072108343132, ,
52.0,0.046663565386114714, ,
56.0,0.04569332115352154, ,
60.0,0.04476872976183107, ,
64.0,0.043886843056915176, ,
72.0,0.042226344168438276, ,
80.0,0.04066562093794346, ,
88.0,0.039205550464724466, ,
96.0,0.03785409413355129, ,
104.0,0.036581860926996605, ,
112.0,0.03538787108670948, ,
120.0,0.034247750050521324, ,
128.0,0.03317229261908932, ,
144.0,0.031212431425053654, ,
160.0,0.02938973447185402, ,
176.0,0.027720414413685415, ,
192.0,0.026224662589182362, ,
208.0,0.024869131161551223, ,
224.0,0.023649899867368526, ,
240.0,0.02251023238549303, ,
256.0,0.021445623471089147, ,
288.0,0.019541592361644888, ,
320.0,0.01793713404174896, ,
352.0,0.016526443219981445, ,
384.0,0.015282476672078167, ,
416.0,0.014185965034149083, ,
448.0,0.013176200659530155, ,
480.0,0.012244690006638876, ,
512.0,0.011408562961875753, ,
576.0,0.00994342308090689, ,
640.0,0.008666896756142507, ,
704.0,0.007731951721749434, ,
768.0,0.007039233296450391, ,
832.0,0.006496012730803385, ,
896.0,0.005992636371105536, ,
960.0,0.005374219598112053, ,
1024.0,0.004769408887202866, ,
1152.0,0.003468846482816905, ,
1280.0,0.0024514416444518226, ,
1408.0,0.0015987304174260295, ,
1536.0,0.0011000662912121861, ,
1664.0,0.0005510120193464804, ,
1792.0,0.0001171170564005554, ,
1920.0,-0.00011004486990922781,0.06370494796278885,
2048.0,-0.00011828987360211996,0.0632803459006889,
2304.0,-0.0002772586173424979,0.06286090828036048,
2560.0,-0.0012373953947432635,0.062446541448572826,
2816.0,-0.002181061079948661,0.06203715400292982,
3072.0,-0.0027708165861597927,0.06163265672465387,
3328.0,-0.003038180222118281,0.06123296251376441,
3584.0,-0.0038912550880204912,0.06083798632655163,
3840.0,-0.0037826037731277288,0.060447645115251636,
4096.0,-0.0034058661094946673,0.060061857769832735,
4608.0,-0.0040148593826224415,0.059680545061807574,
5120.0,-0.004574729636841856,0.05930362958998883,
5632.0,-0.004982987624822627,0.05893103572811097,
6144.0,-0.005413999789331335,0.05856268957424331,
6656.0,-0.005099723337343333,0.0581985189019235,
7168.0,-0.004154778800963177,0.057838453112943305,
7680.0,-0.00387446085176607,0.05713036166120601,
8192.0,-0.003119425017491055, ,
