Time (ms),2022-04-25_multipletau_0cd20_0dot1-0dot1_2311_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot1-0dot1_2311_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot1-0dot1_2345_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot1-0dot1_2345_correlation-CH1_1 fitted model: ,
3072.0,-0.01639495976269245,0.05919924819583525,-0.0037765989545732737,0.10520499495496989,
3328.0,-0.020221440121531487,0.05848909695888595,0.00712884496897459,0.10321268281300756,
3584.0,-0.020264774560928345,0.057804737832980554,0.002561583649367094,0.10131863810470823,
3840.0,-0.015884360298514366,0.05714458141379958,0.0012105407658964396,0.099512739780768,
4096.0,-0.017619663849473,0.05650716935069479,0.004533576779067516,0.09778647371430496,
4608.0,-0.022608334198594093,0.055295322039358136,-0.006260341964662075,0.09454493664021121,
5120.0,-0.018547585234045982,0.054159683295285595,-0.01681927777826786,0.0915474382509325,
5632.0,-0.003714252496138215,0.05309213427157084,-0.008769812993705273,0.08875870554135194,
6144.0,0.010746125131845474,0.05208570252940359,0.023225054144859314,0.08615128949254117,
6656.0,0.02043425291776657,0.05113436559901247,-0.011737190186977386,0.08370332465094854,
7168.0,0.021349504590034485,0.05023289362940863,-0.039921291172504425,0.08139704160110353,
7680.0,0.021100537851452827,0.049376722342277635,0.006852711085230112,0.07921774934180523,
8192.0,0.01880372315645218, ,0.009724230505526066, ,
