name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1)
average_data,Not known,average_data,average_data,Wed May 11 11:47:56 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.002576,4.7945550544380046e-05,0.045191,7.334682928295689e-05,22.12829988272001,1.0,0,96.192375,0.6662076195719466,1.0,0
