Time (ms),2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP1-5uW_T0s_1_correlation-CH2_2,2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP1-5uW_T0s_1_correlation-CH2_2 fitted model: ,2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP2-5uW_T25s_1_correlation-CH2_2,2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP2-5uW_T25s_1_correlation-CH2_2 fitted model: ,2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP3-5uW_T48s_1_correlation-CH2_2,2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP3-5uW_T48s_1_correlation-CH2_2 fitted model: ,2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP4-5uW_T69s_1_correlation-CH2_2,2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP4-5uW_T69s_1_correlation-CH2_2 fitted model: ,2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP5-5uW_T91s_1_correlation-CH2_2,2022-02-19_tttr2xfcs_CH2_BIN1dot0_eGFP5-5uW_T91s_1_correlation-CH2_2 fitted model: ,
0.000082,-0.7208726819800737, ,-0.7257997988852263, ,-0.7344871184120245, ,-0.7275965662448731, ,-0.736264225206823, ,
0.00009,-1, ,-1, ,-1, ,-1, ,-1, ,
0.000106,-0.18397224094726983, ,-0.18583255653457598, ,-0.18897627650646676, ,-0.18419746743886323, ,-0.20033375508050533, ,
0.000122,0.4592033953337127, ,0.4761880688320872, ,0.4598637982300129, ,0.4658401858654755, ,0.45619774374610444, ,
0.000138,0.10000669584095268, ,0.0805993407784904, ,0.09235768724086335, ,0.08482732113503655, ,0.0835489920738024, ,
0.000154,-0.24619333763416684, ,-0.24136544390323866, ,-0.2425921572236568, ,-0.2463856914724427, ,-0.2418210684294253, ,
0.00017,0.6003252419229155, ,0.6017406918155184, ,0.6111484858581975, ,0.6096790574280708, ,0.5939623094748372, ,
0.000186,-0.1539417927555754, ,-0.16175780348792124, ,-0.15666611178793766, ,-0.15132604189426302, ,-0.14322726960528886, ,
0.000218,0.1832278626132373, ,0.18674869626823387, ,0.18656343460058689, ,0.19338396593204266, ,0.18474013879660856, ,
0.00025,0.04956051222087998, ,0.04740908484271822, ,0.05310383546986808, ,0.04123925802054651, ,0.0467825320242623, ,
0.000282,0.011863097888926477, ,0.024174153471332005, ,0.013674189422301142, ,0.01565304543366075, ,0.02101968293633827, ,
0.000314,0.07365923952312836, ,0.06149351675945591, ,0.0673779690281171, ,0.07117196459597763, ,0.0615768699988104, ,
0.000346,0.14214848764824706, ,0.14244836450912546, ,0.149260850686467, ,0.14507987566938652, ,0.14792103120761801, ,
0.000378,0.013014033725387453, ,0.013833913285323574, ,0.010439662315202547, ,0.018011064564953383, ,0.016369036963036265, ,
0.000442,0.08714284551464879, ,0.09121954129849952, ,0.0890792244192451, ,0.08826757485513403, ,0.09951916820845397, ,
0.000506,0.03389901094037451, ,0.031470073973014046, ,0.03076975710918539, ,0.03269586890440479, ,0.031049305666075222, ,
0.00057,0.09610240755962973, ,0.09397519738617932, ,0.09787751002452727, ,0.09247329385412661, ,0.09492117320536742, ,
0.000634,0.03141123595141759, ,0.03284353108531035, ,0.03780135504571058, ,0.04002507663257293, ,0.0382973078743174, ,
0.000698,0.07554501631444088, ,0.07342593523854202, ,0.07618505770601347, ,0.07010735931246992, ,0.0683422712958619, ,
0.000762,0.054456422505943625, ,0.057513158467911385, ,0.049174960751196206, ,0.0574110394730345, ,0.05231069110697528, ,
0.00089,0.05936116601198482, ,0.05734257743333071, ,0.062464675266404646, ,0.06009020802957554, ,0.05698767327738263, ,
0.001018,0.06370372404656899,0.05665038482618216,0.0599101493753329,0.055786453515080985,0.05991133541435678,0.05598286300224609,0.06126922198122431,0.05571248613385091,0.059510438854002645,0.056418218039520567,
0.001146,0.05875472745993049,0.056594286816724494,0.05763127802769108,0.055732148786638264,0.05791612810635316,0.05592776233242768,0.05822932595325203,0.05565878824152351,0.0577905822278284,0.056363033626681436,
0.001274,0.05687340466998392,0.05653829958478698,0.056826460270135826,0.05567794929917193,0.0575425815770072,0.05587276968775253,0.05799617086014397,0.05560519311454777,0.058119644500495005,0.056307956680328106,
0.001402,0.06265462656843601,0.056482422802751474,0.05759192515124689,0.055623854747223436,0.056435112668798526,0.05581788475103894,0.05635964526817361,0.05555170045837188,0.059523621421537776,0.05625298688702529,
0.00153,0.05851570826903618,0.056426656144290356,0.0568527180791949,0.05556986482651516,0.060531021569608656,0.055763107206345724,0.057010745556591136,0.055498309979568596,0.05898836458193735,0.056198123934555484,
0.001786,0.05453615635164932,0.05631545189919578,0.05734481183691287,0.055462197667579365,0.05624396155715061,0.05565387303542191,0.05723072312202104,0.055391834385961826,0.0572290280153418,0.05608871730929757,
0.002042,0.06066930448024421,0.056204684264453915,0.059291276073790034,0.05535494541154674,0.05764370132987495,0.055545064672032275,0.05576577618798817,0.05528576400859837,0.05744402448678221,0.05597973433094373,
0.002298,0.056457352941771344,0.056094350675262264,0.05507470874060716,0.05524810566613308,0.0565296470259502,0.05543667963269193,0.060259654990263645,0.055180096540002596,0.056481002209071374,0.05587117254499156,
0.002554,0.053440598979770826,0.055984448586867464,0.05481446647445121,0.05514167605741014,0.05607480444472479,0.05532871545319107,0.05534127262572186,0.05507482969018496,0.05525473548888282,0.05576302951586284,
0.00281,0.0565127132214176,0.055874975474369704,0.056728125403564755,0.05503565422962977,0.05641101596345233,0.055221169688408345,0.05432725189949372,0.05496996118647671,0.057340961037255944,0.05565530282672134,
0.003066,0.0571745121499494,0.05576592883252947,0.05657286027367303,0.05493003784505036,0.056863688236487464,0.055114039912126406,0.05678206415072018,0.0548654887733665,0.056796936096993766,0.055547990079292994,
0.003578,0.055391702584030256,0.05554910503702148,0.05634762391557668,0.05472001214353174,0.055617805025658607,0.05490101871362335,0.054977286169537676,0.05465772328171392,0.055361184155002796,0.05533459690822503,
0.00409,0.05503095694749671,0.05533395754443168,0.055238830059222144,0.0545115806045741,0.05581559559711313,0.054689632819146114,0.05596715144187048,0.05445151550818809,0.05617068782560586,0.05512283118100118,
0.004602,0.05670204756396369,0.05512046700141878,0.052812354464444544,0.05430472515721261,0.05406211919520487,0.05447986348116958,0.0525258407203697,0.054246848010112585,0.05564203227669373,0.054912674361784534,
0.005114,0.054815211370551564,0.05490861435141222,0.05414537230347238,0.054099428002578394,0.052581116928887894,0.054271692237640175,0.053890744717252304,0.05404370360425832,0.05593930616735787,0.054704108195154075,
0.005626,0.05500669137312886,0.0546983808289455,0.052629791906651846,0.053895671608796526,0.05400504148344165,0.05406510090656279,0.054983993152602606,0.053842065362037665,0.05386737994888269,0.05449711470082185,
0.006138,0.05224669657488423,0.0544897479541188,0.052093998052500146,0.053693438705998416,0.05258117083516245,0.05386007158071052,0.051547081423150454,0.05364191660480476,0.05441363919914477,0.05429167616846922,
0.007162,0.05319848217358625,0.05407721162327304,0.05333573470536401,0.053293475574761516,0.05235489532136195,0.053454628658705754,0.05164611911882022,0.05324602205295396,0.05295433162028451,0.05388539446809988,
0.008186,0.05219423777524179,0.05367086302841199,0.05165287373502214,0.05289940550743782,0.051757263726592395,0.053055225515565275,0.05096373435156765,0.052855891346238665,0.051695199391054825,0.05348512662185846,
0.00921,0.05116730664377034,0.053270564074273774,0.05165292759263318,0.052511099293659234,0.0515254947143311,0.05266172827241861,0.05205975937178908,0.05247139959740963,0.05182084281672239,0.05309074016547874,
0.010234,0.05303209091519956,0.05287618074443198,0.050375212588273266,0.05212843147296303,0.04999013393956986,0.0522740069780673,0.051563794151534115,0.052092425501235884,0.05214501649661707,0.05270210649655726,
0.011258,0.05146234053685195,0.05248758295180707,0.051289989279715176,0.051751280199735954,0.05018300723433611,0.05189193546599858,0.05091110443358038,0.05171885120699465,0.05120616488025753,0.05231910073483589,
0.012282,0.05210758011722283,0.05210464439570435,0.0503326731972773,0.051379527113953716,0.05064176275121146,0.05151539121760046,0.049147595705098635,0.05135056219636978,0.051116825254372555,0.05194160158850654,
0.01433,0.04938695155194606,0.0513552579075042,0.0482911933113257,0.05065175875528599,0.04978544392729911,0.05077841189709676,0.0491930707788768,0.05062939791787422,0.04956214465579767,0.05120265515463694,
0.016378,0.04924070255476187,0.05062708154969314,0.04852722598537462,0.04994424465475959,0.0485838625345536,0.05006215698935787,0.048653716065630404,0.0499280788433126,0.049548267287047976,0.05048436390030191,
0.018426,0.04917385677014008,0.04991922800824897,0.04848851368586504,0.049256151441852525,0.04786378052783635,0.049365765014534,0.04821994406502195,0.0492457974717675,0.04842026187524473,0.049785874298321854,
0.020474,0.046513540338890325,0.04923085878095718,0.047231081544471865,0.04858669084556128,0.047517252034094515,0.04868842158612333,0.04793849720994103,0.048581789524588685,0.04737890759756125,0.04910637920810125,
0.022522,0.04669597069388143,0.04856118086648096,0.0461860639969911,0.04793511668431431,0.047649201809967456,0.04802935623637556,0.046451096242212664,0.04793533109169073,0.04607869583719837,0.04844511476666164,
0.02457,0.04649383474121871,0.04790944371932245,0.046895860999161876,0.04730072209379325,0.04502839017734184,0.04738783949508135,0.045558698353795446,0.04730573600099901,0.045840237464745304,0.04780135752641405,
0.028666,0.04513118998356025,0.046656985221071735,0.04467036625990861,0.046080825615207516,0.04488907091924643,0.046154723007290455,0.04373637061513169,0.046094565467981484,0.04487179324501067,0.04656365731183838,
0.032762,0.04318090491832782,0.04546822682348521,0.04342903258700104,0.04492204049796878,0.04394510004456609,0.044983959132451325,0.0426496854783418,0.04494345556075759,0.04403236600944527,0.04538820400180036,
0.036858,0.04248945210815891,0.044338433066499046,0.04248363050539816,0.043819890330474,0.042345486637374696,0.04387093879648878,0.042065756068367266,0.04384805023747323,0.042738018389962606,0.04427042053270174,
0.040954,0.04088859569676728,0.04326332650359788,0.04133141724716327,0.042770325463633636,0.041185073247549164,0.04281149625443638,0.040766254526444445,0.04280440474295876,0.0408641200885862,0.04320616783138553,
0.04505,0.041063662296534575,0.04223903363539969,0.040168131687809305,0.04176967333764375,0.04057606371696809,0.041801857039504765,0.04003852269443908,0.04180893818731241,0.041150063794117564,0.042191693648794173,
0.049146,0.04008904018313175,0.041262038325347555,0.03921575720415782,0.040814595589006734,0.03942869641888347,0.04083859307740825,0.039115572023642464,0.04085839253782728,0.039604809368380955,0.04122358840261268,
0.057338,0.03826304985728579,0.03943742627861019,0.037821541719943896,0.039029262593257036,0.037733158068916195,0.03903898261773644,0.0375385763235927,0.03908043721138106,0.03807388895979269,0.039414335272867945,
0.06553,0.03670009918736028,0.03776710469415495,0.036552669261771475,0.03739300674204674,0.03666435214247299,0.03739081381055688,0.03630341827427075,0.03744968923161201,0.0364659132192906,0.03775665124563675,
0.073722,0.03530529167608831,0.03623231631138922,0.03507869325370727,0.035887922403271454,0.03521471186260339,0.03587576095373382,0.03435619183674454,0.03594861081861444,0.035061265776388906,0.03623227421988852,
0.081914,0.034260743733468324,0.0348172257652228,0.0335307670185625,0.0344988609454434,0.03383593593939804,0.03447834031372033,0.034134244853347706,0.03456234350928982,0.03416672381986263,0.0348257624695099,
0.090106,0.03316099980016318,0.033508371969159616,0.032371447921730745,0.033212919775034384,0.032469107151708254,0.03318537976982143,0.03321109050055937,0.03327821531944512,0.03260762317197097,0.03352397041623257,
0.098298,0.03216044024847631,0.03229423920883208,0.03152446363755357,0.0320190409499617,0.032226994012307,0.031985602952367666,0.0317138264971073,0.032085352829981956,0.032134546776775075,0.03231563713826661,
0.114682,0.0296873236196471,0.030111834337953874,0.030141462108432382,0.029870615849802475,0.029708709805670086,0.029828064853094343,0.029688344949297285,0.02993713641327628,0.030095065443020985,0.030141835563716076,
0.131066,0.028410480392230708,0.028205497381387883,0.02839072848248403,0.0279914015054622,0.027903404764200612,0.02794246103669453,0.028062441077097988,0.028056393087373822,0.028124682870775297,0.02824109404403063,
0.14745,0.02676449061232411,0.026526039383630934,0.02655527839236438,0.026333854690328295,0.02673818914633075,0.026280503661010635,0.027140493309273817,0.02639616854831027,0.026951885447928925,0.02656507831730204,
0.163834,0.02549964338747701,0.025035300924718132,0.025500906467695872,0.024861003738111093,0.025125322028247687,0.024804697648268117,0.025345245377035086,0.02491989022261523,0.025483310790146207,0.025076224978531594,
0.180218,0.024453569776475392,0.023703224825993213,0.02420113978443572,0.02354366497655663,0.02409919027293994,0.023485484929178135,0.024298291321168453,0.023598648292461933,0.02463651708102077,0.02374489958723273,
0.196602,0.023425443340514773,0.022505814164620292,0.023144064569755596,0.022358494680207053,0.023405378318419823,0.022299249869495802,0.023284639803153206,0.02240928870779969,0.023559655098783105,0.022547409472664596,
0.22937,0.021575373186523583,0.020440977878398638,0.02135306238981083,0.020312516849609552,0.021201881366180064,0.020252820743027183,0.021655350918486693,0.020354562858647725,0.02159878541271132,0.020480752420514416,
0.262138,0.019900290567993473,0.01872381625007174,0.019845123758604366,0.01860885845818463,0.019524071054067615,0.018550130074991223,0.019950528997406236,0.018642148404652104,0.01991370253968805,0.018760445334435938,
0.294906,0.01867645151601738,0.017273570977020977,0.0183922666400691,0.017168465171110682,0.018371846963308514,0.017111511094792527,0.018455100005553948,0.017193302491438803,0.018423548114069765,0.017306382393667073,
0.327674,0.017435627792706576,0.016032691670572356,0.016918098021950323,0.01593487901915208,0.01715222046519882,0.015880144163031254,0.017215928385868162,0.01595170783668547,0.017417948077992795,0.016061386722586633,
0.360442,0.016263535474413615,0.01495905815093565,0.015988793593694206,0.014866703548666219,0.016378733241276366,0.014814414672390214,0.01648362422773708,0.014876020185850714,0.016377810436281504,0.014983554661720282,
0.39321,0.01541609607014549,0.014021134118396013,0.015219791225929313,0.013932895491242549,0.015143477228761082,0.013883146034119779,0.015529785493772152,0.013935202524853203,0.015658436233312978,0.014041475416775265,
0.458746,0.013786961863762048,0.012461469606494503,0.01358741868025315,0.012378713879381774,0.013710050706255972,0.012334028074797368,0.013907740499099486,0.012368429907170096,0.013882768199608542,0.01247388404105618,
0.524282,0.012698134091956748,0.011217468939522836,0.01247562036740879,0.011137848909546418,0.012461250395942702,0.011097966518826715,0.012743350902031825,0.011116671066499769,0.012537219876275651,0.011222636548330552,
0.589818,0.011637139529323104,0.01020262885314139,0.011577781983787894,0.010124736882864357,0.011477593580017986,0.01008928608443225,0.011886869410204781,0.010094100075733923,0.01170135385715887,0.010201264829216409,
0.655354,0.010874039347737785,0.00935938276827402,0.010612248841631367,0.009282346712586077,0.01015707756334705,0.009250936771647612,0.010763967938560492,0.00924345019192302,0.01070937297949226,0.009352158545193801,
0.72089,0.009877964265869066,0.008647936392789716,0.009847888570106544,0.008571203231647619,0.009416413975176452,0.008543461829793554,0.00994585772928902,0.008525048472805387,0.009859638669641457,0.00863545498669468,
0.786426,0.009077052323290369,0.008039901879888867,0.009020473034631937,0.007963115728559034,0.00898074592550313,0.00793870252130917,0.009409427464481812,0.007910542223433126,0.009329069450982441,0.00802269469119573,
0.917498,0.00836841396420418,0.007056106838819732,0.008126210666409728,0.006978604815290905,0.007922358531579743,0.006959966419998476,0.00819257216153324,0.00691521004194869,0.00831038268147899,0.007030783122379015,
1.04857,0.007616993221470469,0.0062955083848088315,0.007260424896766926,0.006216894024239129,0.007172785796956349,0.006203066074930033,0.007186413419179916,0.006144746303418955,0.007375938888054989,0.006263492528374653,
1.179642,0.007113158806218767,0.0056907361531676245,0.006276329333834596,0.005610868231169375,0.006322397128063484,0.005601093593960149,0.006539732006910048,0.005531505270690945,0.0068577582996023345,0.005653123784777675,
1.310714,0.006427354669725549,0.0051989886426491525,0.005796426802080257,0.0051178451853065325,0.005913676620839192,0.005111524915092258,0.006076904557853702,0.005032437977472982,0.006577813275897126,0.005156634492038104,
1.441786,0.005846660622853994,0.004791776001011252,0.005354750922841767,0.0047093911876912795,0.0055960796051688355,0.00470604599783184,0.005340681598435371,0.004618850582374839,0.006145866837254488,0.004745357116431378,
1.572858,0.0055204037127960515,0.004449404664221078,0.005071880120628647,0.00436583810128319,0.005056436237502737,0.004365079701692563,0.004919013676085271,0.00427088586554554,0.005565742422131148,0.0043994652802798,
1.835002,0.0048098064327894985,0.0039067667213362935,0.004605067225343484,0.003821047640863754,0.004209832895253562,0.0038245621364045804,0.004409614018962227,0.0037189095761844216,0.004888928918673985,0.003851039024122084,
2.097146,0.0044296120442612885,0.003497199591409532,0.004279326278905149,0.0034096060274494532,0.003758183518374425,0.003416500202682892,0.003810910736799178,0.0033018711727273563,0.004590692568022581,0.0034369166697534315,
2.35929,0.0037849420511737453,0.00317807808987169,0.003614121013626903,0.0030888571309191973,0.00371507788073,0.003098487926649652,0.00365343706687149,0.0029766457512587973,0.0039496611055829245,0.0031141214129870353,
2.621434,0.003601383979956685,0.0029231111511115945,0.003292587900104671,0.002832473182699785,0.00320612506460205,0.002844362735377252,0.0032140504539368564,0.002716604209772407,0.0034855354826988094,0.002856132166383021,
2.883578,0.003143890800403115,0.0027152194564891755,0.0026913788958997653,0.0026233413851723497,0.0029266371398999347,0.002637125108346895,0.0028816617690836654,0.0025044313280501193,0.0031507998507194213,0.0026457129934038402,
3.145722,0.0030267795416372145,0.0025428375833419867,0.0029171519356854247,0.0024498679916740702,0.0027270838771999983,0.002465261503236209,0.002568284365275453,0.0023283923754490246,0.0028155026430494168,0.0024711881974297965,
3.67001,0.0027489627382935033,0.002274455478322257,0.0025673194796225207,0.002179659439219778,0.0022446125132298267,0.0021976379302631383,0.0021502147341720956,0.00205410117588954,0.0024783473787888255,0.0021993750262323734,
4.194298,0.002515051591618356,0.0020761563481963862,0.0022246132376622096,0.00197989861659907,0.0018381879164675041,0.0019998565703954778,0.0018276299295894027,0.0018512457460994752,0.0021721777025482947,0.0019984571488076515,
4.718586,0.002071398201376029,0.0019244510724893162,0.0018202672774425555,0.0018270015462715009,0.0017185603248410786,0.001848519434373586,0.0018171435827298854,0.0016959299513815813,0.0017869089417046347,0.0018446936218398193,
5.242874,0.0017904276557050292,0.0018051702901865398,0.0016078307354017163,0.0017067333911271751,0.001660318767079838,0.001729508986572834,0.0016166763223206537,0.0015737249395963312,0.0014435491205024853,0.0017237570167879326,
5.767162,0.0013557381195590246,0.0017092842526064004,0.001546452950363486,0.0016100180563560125,0.001623551937363743,0.0016338267440695739,0.0010820586735118543,0.0014754277766189316,0.0012786839587493048,0.0016265134057198167,
6.29145,0.001450932441551478,0.0016307811696051845,0.0013231107999918112,0.0015308101514232065,0.0013012903168299061,0.00155548068692427,0.0010013905618775354,0.0013949067237108111,0.0012842217456892069,0.001546879591147942,
7.340026,0.0014021622889430763,0.001510530541424171,0.0010469370990164872,0.0014094298279620598,0.0012605372836747009,0.0014354515897288369,0.0011399160634033567,0.0012714798856466505,0.0013378998428670297,0.0014248596339423024,
8.388602,0.0011486671053433373,0.0014233729274922276,0.0010937388168041906,0.001321411061649585,0.0010974171923026077,0.001348438473592838,0.000999098449023128,0.0011819481162315482,0.001189156306420358,0.001336388075197036,
9.437178,0.0010395564516232358,0.0013577681811601401,0.0007691026849574456,0.0012551316339471986,0.00111625099644308,0.0012829324517889566,0.0007542775355660059,0.001114511237601489,0.000708623453255619,0.0012697745907093666,
10.485754,0.0010907864634750464,0.0013068983826635535,0.0007282450437717802,0.001203721345275324,0.0008739818533471944,0.001232132630843482,0.0007725365336381795,0.0010621912704058525,0.0008248256417962008,0.0012181097094238428,
11.53433,0.0007644601306069365,0.001266496899247666,0.0004476317714874334,0.0011628788016911913,0.0008564360149752037,0.0011917822558691446,0.0006667689811501454,0.0010206179457610074,0.0010670841049644775,0.001177067982389889,
12.582906,0.0010129763090711563,0.0012337683635459608,0.0004260724437392671,0.0011297846935059254,0.00036158491175930507,0.0011590919875464154,0.0005229259170320688,0.000986926013107483,0.0009200057594247468,0.0011438146375785908,
14.680058,0.0006029882255307317,0.0011842916423881148,0.0004877062819075295,0.0010797399823888557,0.00043539355815469527,0.0011096673082389538,0.0003809046560094842,0.0009359667317502553,0.0010611217590208444,0.0010935331322452777,
16.77721,0.0006198265598456043,0.0011489705025313096,0.000672802123906413,0.0010440009439178584,0.00024743671805205203,0.0010743786234256674,-0.00008908796102247152,0.0008995660220108763,0.0006917591270640955,0.0010576282280709334,
18.874362,0.00038155761580815906,0.001122710885890602,0.0007637998383671629,0.0010174232245346792,0.0004349261565050888,0.001048140331177635,0.00011024825336747313,0.0008724911397190949,0.00029448496376516253,0.001030929095848056,
20.971514,0.0001283895445578498,0.0011025579964235991,0.0004735843418857133,0.0009970215343055974,0.00044968561889890957,0.0010280020400790402,0.00027585145116293397,0.0008517045961516925,0.00031364964323965516,0.0010104354260257456,
23.068666,0.00004909312329570703,0.0010866912110230331,0.0003688334321216846,0.0009809557863431925,0.00037054514785461734,0.0010121455853866388,0.0001690195401455874,0.0008353336666961716,-0.000024190273790525296,0.000994298049867682,
25.165818,-0.0000016338698244355854,0.001073933474656782,0.00014384801210853837,0.0009680359741290404,0.00037919630884042377,0.0009993953621238586,0.000012278887059347099,0.0008221669848264726,-0.000040179748444835184,0.000981321183509561,
29.360122,-0.00014846292349346424,0.001054820990951292,0.00021209134268440621,0.0009486769147047954,0.00033996963183935414,0.0009802927102309702,-0.000014301860995269422,0.000802435415661551,0.00006637077384374912,0.0009618776180460705,
33.554426,0.00004950818705262705,0.0010413143685081216,0.00025670302362423847,0.0009349930867046888,0.000650455754247492,0.0009667919206647646,-0.00012984130462012633,0.000788486243199086,0.00015284125155723416,0.000948134828554913,
37.74873,0.0002325789901289621,0.0010313533069229038,0.00026571440567080273,0.0009248996284455263,0.0005344513822176378,0.0009568345156911967,-0.00010353273278118635,0.0007781958816272133,0.00006817220257215872,0.0009379983253655262,
41.943034,0.00007282213819426175,0.0010237585700253174,0.00016618952730507175,0.0009172028970104262,0.0006618325217226939,0.0009492421704971511,0.00009671886556716913,0.0007703482769443101,0.0000376576736729195,0.0009302690443389978,
46.137338,0.00002281438839890626,0.0010178114383536233,0.00021688698712885035,0.0009111752209247245,0.0006297449546088796,0.0009432966562978829,0.00012214390707376843,0.0007642019771628434,0.00006657726868497527,0.0009242160538612876,
50.331642,-0.00006260353334863744,0.001013051451844664,0.00021023019290500322,0.0009063503143635202,0.0003875503160004623,0.000938537793199904,-0.000342566109635567,0.0007592818035721887,0.000004390138607757166,0.0009193710026717986,
58.72025,-0.00030995975616476823,0.0010059591563602178,0.000045100407980447343,0.0008991604908248619,0.000162328802513656,0.0009314468703546785,0.00010116285496675204,0.0007519494659323588,-0.0002920364777200257,0.0009121513692261379,
67.108858,-0.0002181226774834455,0.0010009770222638929,0.00013296283750863225,0.0008941092325069778,-0.000033201500499902004,0.0009264654690260591,0.000004486073917231437,0.0007467976588918131,-0.0002400235767622272,0.0009070793280662347,
75.497466,-0.00016059476733276679,0.000997319823797403,-0.000008636658856975288,0.0008904009441007654,-0.0002046943652894706,0.0009228086770279333,-0.00017038721911744048,0.0007430153133555466,-0.0006654981658072989,0.0009033558733597605,
83.886074,-0.0003210005040108488,0.0009945418205823205,-0.00003364693448737466,0.0008875839221149167,-0.000026863722214720553,0.0009200309030163321,-0.00040947441211958147,0.0007401418874559562,-0.0005539253024733348,0.0009005273853225568,
92.274682,0.00008653139600034443,0.000992373128359362,0.00020070886175194147,0.0008853846349398147,0.00026464656796632013,0.0009178623390659678,-0.0004318272411225621,0.0007378984719789983,-0.0005472775301975652,0.0008983191815481833,
100.66329,0.00011231363377928183, ,-0.0001808343350357955, ,0.000010390272559446245, ,-0.0004830219901781341, ,-0.0006006318933300392, ,
117.440506,-0.00046324920564166927, ,-0.0007099042642461084, ,-0.0004380331363331713, ,-0.0008047939349569155, ,-0.0009723599248003811, ,
134.217722,-0.0006456838757086247, ,-0.0005707709384513704, ,-0.0004410034009703079, ,-0.0005658582374299392, ,-0.0009809618022691424, ,
150.994938,-0.0006119257728441907, ,-0.0007130674234373524, ,-0.0008546995918541356, ,-0.0005261956135177437, ,-0.0010803830453623986, ,
167.772154,-0.00046895260509338677, ,-0.0007917956247533997, ,-0.0009763136017034713, ,-0.00036579298662564597, ,-0.001097780143022975, ,
184.54937,-0.0005007200100428655, ,-0.0007219512727352217, ,-0.0009556041131328907, ,-0.00044045694789718315, ,-0.0007756694022498234, ,
201.326586,-0.0007160400564660829, ,-0.0005670275916758172, ,-0.001104208603314949, ,-0.0005521208624020835, ,-0.0010292924603962916, ,
234.881018,-0.0013083112031725408, ,-0.0016984191599490606, ,-0.001940066010471475, ,-0.0011707482858953622, ,-0.0017392648660210508, ,
268.43545,-0.001367983135578954, ,-0.0015682705380400952, ,-0.0021537032927602118, ,-0.0011376022238142047, ,-0.001453263526441817, ,
301.989882,-0.001554053825324031, ,-0.0011200730549132398, ,-0.001960163983101726, ,-0.0010028739787959484, ,-0.001417625871135364, ,
335.544314,-0.001932304832819809, ,-0.0013396787636944518, ,-0.0017458135389182283, ,-0.0009840185785685573, ,-0.0014541305580509922, ,
369.098746,-0.002010972242963427, ,-0.0012645053307265286, ,-0.0016687540903117526, ,-0.0011387921901500064, ,-0.0012179305791941708, ,
402.653178,-0.001977163778501545, ,-0.0016177095513089101, ,-0.0018244848779268574, ,-0.0012386290265031796, ,-0.0015173450546749345, ,
